year,agency_code,category_code,crime,short_term,long_term,expulsion
2006,040LEA,T,2,414,3,0
2006,050302,H,1,16,0,0
2006,050305,M,3,17,0,0
2006,050310,E,0,0,0,0
2006,050330,E,0,2,0,0
2006,050335,E,0,0,0,0
2006,050LEA,E,0,1,0,0
2006,050LEA,H,1,16,0,0
2006,050LEA,M,3,17,0,0
2006,060302,H,2,23,0,0
2006,060304,E,0,0,0,0
2006,060308,I,0,0,0,0
2006,060310,M,0,19,1,0
2006,060316,E,0,0,0,0
2006,060318,M,0,18,0,0
2006,060322,E,0,0,0,0
2006,060328,E,0,0,0,0
2006,060332,E,0,0,0,0
2006,060LEA,E,0,0,0,0
2006,060LEA,H,2,23,0,0
2006,060LEA,I,0,0,0,0
2006,060LEA,M,0,18,0,0
2006,06A000,A,0,0,0,0
2006,06B000,A,0,0,0,0
2006,070302,E,0,20,0,0
2006,070306,M,0,20,0,0
2006,070308,I,0,6,0,0
2006,070310,T,3,286,2,0
2006,070325,M,2,33,0,0
2006,070326,E,0,8,0,0
2006,070327,E,0,5,0,0
2006,070328,E,0,7,0,0
2006,070329,I,0,15,0,0
2006,070330,H,1,29,0,0
2006,070338,M,0,32,0,0
2006,070339,H,2,86,0,0
2006,070340,E,0,66,0,0
2006,070342,H,1,67,0,0
2006,070LEA,E,0,15,0,0
2006,070LEA,H,1,62,0,0
2006,070LEA,I,0,11,0,0
2006,070LEA,M,1,32,0,0
2006,070LEA,T,3,286,2,0
2006,07A000,I,0,0,0,0
2006,080304,E,0,2,0,0
2006,080310,M,0,22,0,0
2006,080312,H,1,4,0,0
2006,080320,M,0,47,0,0
2006,080336,E,0,0,0,0
2006,080348,E,0,2,0,0
2006,080350,T,0,26,0,0
2006,080356,E,0,2,0,0
2006,080360,E,0,0,0,0
2006,080362,E,0,4,0,0
2006,080LEA,E,0,2,0,0
2006,080LEA,H,1,4,0,0
2006,080LEA,M,0,30,0,0
2006,080LEA,T,0,26,0,0
2006,090304,E,0,36,0,0
2006,090315,M,0,55,0,0
2006,090317,E,0,0,0,0
2006,090318,E,0,0,0,0
2006,090320,M,0,31,0,0
2006,090324,E,1,11,0,0
2006,090328,I,0,10,0,0
2006,090330,H,4,2,1,0
2006,090332,M,0,24,0,0
2006,090333,E,0,28,0,0
2006,090352,E,0,0,0,0
2006,090354,T,4,321,0,0
2006,090365,M,2,58,1,0
2006,090368,H,1,1,0,0
2006,090LEA,E,0,13,0,0
2006,090LEA,H,2,1,1,0
2006,090LEA,I,0,10,0,0
2006,090LEA,M,1,41,0,0
2006,090LEA,T,4,321,0,0
2006,100302,E,0,15,0,0
2006,100304,E,0,4,0,0
2006,100308,T,6,135,0,0
2006,100310,E,1,7,0,0
2006,100316,M,1,28,0,0
2006,100320,E,0,6,0,0
2006,100326,H,2,40,0,0
2006,100332,M,1,26,0,0
2006,100334,H,2,35,0,0
2006,100335,M,1,36,0,0
2006,100336,E,0,2,0,0
2006,100338,E,0,4,0,0
2006,100340,E,0,5,0,0
2006,100342,E,0,3,0,0
2006,100344,I,0,7,0,0
2006,100348,H,2,34,0,0
2006,100LEA,E,0,6,0,0
2006,100LEA,H,2,36,0,0
2006,100LEA,I,0,7,0,0
2006,100LEA,M,1,30,0,0
2006,100LEA,T,6,135,0,0
2006,10A000,E,0,0,0,0
2006,110302,,,0,0,0
2006,110303,H,7,122,0,0
2006,110304,H,1,27,0,0
2006,110306,M,0,39,0,0
2006,110308,E,0,1,0,0
2006,110318,E,0,2,0,0
2006,110320,E,0,0,0,0
2006,110322,H,10,20,0,0
2006,110324,E,0,5,0,0
2006,110326,M,0,4,0,0
2006,110332,E,0,5,0,0
2006,110336,H,2,36,0,0
2006,110338,M,1,41,0,0
2006,110340,H,1,35,2,0
2006,110342,M,1,51,0,0
2006,110348,E,0,2,0,0
2006,110350,,,0,0,0
2006,110352,H,1,17,0,0
2006,110356,E,0,1,0,0
2006,110366,E,0,0,0,0
2006,110368,E,0,6,0,0
2006,110370,E,0,0,0,0
2006,110372,E,1,15,0,0
2006,110376,E,0,1,0,0
2006,110379,E,0,2,0,0
2006,110380,H,2,18,0,0
2006,110381,M,1,20,0,0
2006,110382,M,0,7,0,0
2006,110384,E,0,10,0,0
2006,110388,E,0,5,0,0
2006,110401,M,1,16,0,0
2006,110408,E,0,3,0,0
2006,110410,E,0,5,0,0
2006,110412,E,0,4,0,0
2006,110416,H,1,14,0,0
2006,110420,M,1,23,0,0
2006,110422,E,0,0,0,0
2006,110428,E,0,0,0,0
2006,110432,E,0,0,0,0
2006,110436,E,0,1,0,0
2006,110444,E,0,7,0,0
2006,110LEA,E,0,3,0,0
2006,110LEA,H,2,25,1,0
2006,110LEA,M,1,26,0,0
2006,111301,T,1,246,1,0
2006,111302,H,0,36,0,0
2006,111304,E,0,18,0,0
2006,111306,E,0,18,0,0
2006,111312,E,0,11,0,0
2006,111332,E,0,35,0,0
2006,111356,M,0,51,0,0
2006,111360,E,0,13,0,0
2006,111700,H,4,18,0,0
2006,111LEA,E,0,19,0,0
2006,111LEA,H,1,35,0,0
2006,111LEA,M,0,51,0,0
2006,111LEA,T,1,246,1,0
2006,11A000,I,0,11,0,0
2006,11B000,I,0,0,0,0
2006,11K000,I,0,0,0,0
2006,120304,E,0,4,0,0
2006,120308,T,5,85,0,0
2006,120312,E,0,2,0,0
2006,120314,H,3,27,0,0
2006,120315,M,1,36,0,0
2006,120316,E,0,6,0,0
2006,120318,H,1,15,0,0
2006,120320,E,1,0,0,0
2006,120324,E,1,9,0,0
2006,120330,E,0,0,0,0
2006,120334,M,0,15,0,0
2006,120338,E,0,6,0,0
2006,120340,E,0,1,0,0
2006,120344,E,1,6,0,0
2006,120350,M,1,7,0,0
2006,120352,E,0,0,0,0
2006,120356,E,0,22,0,0
2006,120360,E,0,0,0,0
2006,120364,E,0,2,0,0
2006,120368,E,0,4,0,0
2006,120372,E,0,2,0,0
2006,120374,E,0,2,0,0
2006,120376,M,1,18,0,0
2006,120380,E,0,1,0,0
2006,120386,E,0,7,0,0
2006,120390,M,2,19,0,0
2006,120LEA,E,0,4,0,0
2006,120LEA,H,2,20,0,0
2006,120LEA,M,1,20,0,0
2006,120LEA,T,5,85,0,0
2006,12A000,E,0,0,0,0
2006,130304,E,0,5,0,0
2006,130308,E,0,4,0,0
2006,130309,E,1,4,0,0
2006,130310,H,3,57,1,0
2006,130311,E,0,16,0,0
2006,130312,E,0,3,0,0
2006,130313,M,0,28,1,0
2006,130314,H,1,40,2,0
2006,130315,M,1,18,1,0
2006,130316,H,1,61,2,0
2006,130317,T,2,67,29,0
2006,130318,M,0,7,1,0
2006,130319,E,0,5,0,0
2006,130320,M,1,2,0,0
2006,130322,E,0,3,0,0
2006,130323,M,1,17,1,0
2006,130324,H,2,17,1,0
2006,130326,H,1,69,2,0
2006,130327,M,1,19,0,0
2006,130328,E,0,11,0,0
2006,130329,E,0,2,0,0
2006,130330,E,0,4,0,0
2006,130331,E,0,6,0,0
2006,130334,M,0,41,3,0
2006,130336,E,0,3,0,0
2006,130338,E,0,6,0,0
2006,130340,E,1,11,0,0
2006,130342,E,0,3,0,0
2006,130344,E,0,21,0,0
2006,130LEA,E,0,6,0,0
2006,130LEA,H,2,52,2,0
2006,130LEA,M,1,15,1,0
2006,130LEA,T,2,67,29,0
2006,132304,H,2,48,1,0
2006,132308,E,0,3,0,0
2006,132312,E,0,2,0,0
2006,132328,E,0,3,0,0
2006,132329,M,0,11,0,0
2006,132330,M,0,57,0,0
2006,132332,E,0,9,0,0
2006,132336,E,0,5,0,0
2006,132LEA,E,0,4,0,0
2006,132LEA,H,2,48,1,0
2006,132LEA,M,0,33,0,0
2006,13A000,I,0,5,0,0
2006,140304,E,0,4,0,0
2006,140305,,,0,0,0
2006,140306,T,15,242,0,0
2006,140307,E,0,18,0,0
2006,140308,I,1,11,0,0
2006,140312,E,0,1,0,0
2006,140316,E,0,1,0,0
2006,140324,E,0,5,0,0
2006,140332,M,2,52,0,0
2006,140336,M,3,10,0,0
2006,140340,E,0,3,0,0
2006,140344,I,1,5,0,0
2006,140348,H,3,14,0,0
2006,140352,E,0,3,0,0
2006,140356,M,0,14,0,0
2006,140360,I,0,3,0,0
2006,140368,M,1,15,0,0
2006,140372,E,0,0,0,0
2006,140376,I,0,5,0,0
2006,140384,E,0,2,0,0
2006,140386,H,0,18,0,0
2006,140388,E,1,8,0,0
2006,140390,H,2,23,0,0
2006,140392,E,0,21,0,0
2006,140396,E,1,8,0,0
2006,140LEA,E,0,4,0,0
2006,140LEA,H,2,18,0,0
2006,140LEA,I,1,7,0,0
2006,140LEA,M,1,22,0,0
2006,140LEA,T,15,242,0,0
2006,150304,H,0,33,0,0
2006,150308,E,0,1,0,0
2006,150312,M,1,15,0,0
2006,150LEA,E,0,1,0,0
2006,150LEA,H,0,33,0,0
2006,150LEA,M,1,15,0,0
2006,160304,I,2,19,1,0
2006,160306,E,1,3,0,0
2006,160308,E,0,3,0,0
2006,160310,M,1,15,0,0
2006,160311,M,0,14,0,0
2006,160312,I,11,288,0,0
2006,160313,H,3,27,0,0
2006,160314,H,2,43,0,0
2006,160316,I,0,5,0,0
2006,160317,E,0,3,0,0
2006,160318,M,0,9,0,0
2006,160322,E,0,6,0,0
2006,160324,E,0,6,0,0
2006,160326,M,1,20,0,0
2006,160332,I,1,28,0,0
2006,160344,H,1,18,0,0
2006,160352,E,0,4,0,0
2006,160LEA,E,0,4,0,0
2006,160LEA,H,2,28,0,0
2006,160LEA,I,1,32,0,0
2006,160LEA,M,1,15,0,0
2006,16A000,H,0,0,0,0
2006,16B000,I,0,0,0,0
2006,170316,H,2,48,0,0
2006,170334,E,0,5,0,0
2006,170338,M,1,53,1,0
2006,170339,E,0,0,0,0
2006,170342,E,0,2,0,0
2006,170344,E,0,0,0,0
2006,170LEA,E,0,2,0,0
2006,170LEA,H,2,48,0,0
2006,170LEA,M,1,53,1,0
2006,180302,M,1,15,0,0
2006,180304,E,1,4,0,0
2006,180308,H,3,22,0,0
2006,180312,E,0,2,0,0
2006,180316,E,0,4,0,0
2006,180320,H,3,15,0,0
2006,180324,M,0,9,0,0
2006,180325,H,1,7,0,0
2006,180326,M,2,15,0,0
2006,180332,E,0,12,0,0
2006,180336,E,0,2,0,0
2006,180340,H,2,24,0,0
2006,180342,M,2,10,0,0
2006,180343,E,1,8,0,0
2006,180344,E,0,2,0,0
2006,180348,H,2,19,0,0
2006,180352,M,1,10,0,0
2006,180356,E,0,5,0,0
2006,180360,E,0,9,0,0
2006,180364,M,1,19,0,0
2006,180368,E,0,2,0,0
2006,180372,E,0,3,0,0
2006,180376,H,2,15,0,0
2006,180380,E,0,3,0,0
2006,180384,E,0,0,0,0
2006,180388,E,0,1,0,0
2006,180LEA,E,0,4,0,0
2006,180LEA,H,2,19,0,0
2006,180LEA,M,1,13,0,0
2006,181312,M,0,26,0,0
2006,181316,M,0,18,0,0
2006,181318,T,19,371,0,0
2006,181322,H,2,17,0,0
2006,181324,T,0,10,0,0
2006,181326,E,0,3,0,0
2006,181332,E,0,5,0,0
2006,181336,E,0,4,0,0
2006,181342,E,0,6,0,0
2006,181344,E,0,2,0,0
2006,181LEA,E,0,4,0,0
2006,181LEA,H,2,17,0,0
2006,181LEA,M,0,22,0,0
2006,181LEA,T,18,339,0,0
2006,182316,H,2,17,0,0
2006,182321,M,2,12,0,0
2006,182322,E,0,2,0,0
2006,182324,E,0,3,0,0
2006,182328,E,0,0,0,0
2006,182700,H,0,6,0,0
2006,182LEA,A,0,0,0,0
2006,182LEA,E,0,2,0,0
2006,182LEA,H,2,17,0,0
2006,182LEA,M,2,12,0,0
2006,18B000,E,0,0,0,0
2006,190304,I,0,11,0,0
2006,190308,I,0,6,0,0
2006,190310,H,6,115,2,0
2006,190312,M,0,14,0,0
2006,190316,H,1,14,1,0
2006,190328,M,0,39,0,0
2006,190332,I,0,3,0,0
2006,190336,H,1,9,1,0
2006,190340,I,1,6,0,0
2006,190341,I,0,5,0,0
2006,190342,H,1,23,1,0
2006,190346,I,0,6,0,0
2006,190348,E,0,2,0,0
2006,190350,E,0,7,0,0
2006,190352,I,1,6,0,0
2006,190LEA,E,0,5,0,0
2006,190LEA,H,1,19,1,0
2006,190LEA,I,0,6,0,0
2006,190LEA,M,0,23,0,0
2006,19A000,I,0,0,0,0
2006,19B000,A,0,0,0,0
2006,200304,E,1,1,0,0
2006,200308,H,1,3,0,0
2006,200310,M,1,15,0,0
2006,200312,I,0,1,0,0
2006,200314,H,0,7,0,0
2006,200316,E,0,0,0,0
2006,200320,I,0,3,0,0
2006,200322,T,4,80,0,0
2006,200324,E,0,12,0,0
2006,200328,H,1,13,0,0
2006,200330,M,0,8,0,0
2006,200332,E,0,0,0,0
2006,200336,I,0,2,0,0
2006,200LEA,E,0,5,0,0
2006,200LEA,H,1,9,0,0
2006,200LEA,I,0,2,0,0
2006,200LEA,M,0,11,0,0
2006,200LEA,T,4,80,0,0
2006,20A000,E,0,0,0,0
2006,210304,M,1,40,0,0
2006,210306,E,0,7,0,0
2006,210312,H,1,13,0,0
2006,210316,E,0,6,0,0
2006,210LEA,E,0,6,0,0
2006,210LEA,H,1,13,0,0
2006,210LEA,M,1,40,0,0
2006,220308,E,0,0,0,0
2006,220310,H,1,1,0,0
2006,220312,M,0,0,0,0
2006,220LEA,E,0,0,0,0
2006,220LEA,H,1,1,0,0
2006,220LEA,M,0,0,0,0
2006,230304,E,1,3,0,0
2006,230308,E,1,9,0,0
2006,230312,H,4,33,0,0
2006,230316,M,1,35,1,0
2006,230320,E,1,3,0,0
2006,230324,H,1,30,0,0
2006,230328,M,1,36,0,0
2006,230330,T,0,342,0,0
2006,230334,E,0,4,0,0
2006,230336,E,0,6,0,0
2006,230340,E,1,3,0,0
2006,230342,E,1,5,0,0
2006,230344,E,0,6,0,0
2006,230346,E,0,9,0,0
2006,230348,E,0,10,0,0
2006,230350,H,2,60,0,0
2006,230351,M,0,19,0,0
2006,230352,M,2,38,0,0
2006,230355,E,0,10,0,0
2006,230357,E,1,19,0,0
2006,230359,A,1,10,0,0
2006,230361,H,1,56,0,0
2006,230362,M,1,91,0,0
2006,230364,E,1,8,0,0
2006,230368,E,0,4,0,0
2006,230370,E,0,3,0,0
2006,230376,E,2,15,0,0
2006,230380,E,0,3,0,0
2006,230LEA,A,1,10,0,0
2006,230LEA,E,1,7,0,0
2006,230LEA,H,2,44,0,0
2006,230LEA,M,1,43,0,0
2006,230LEA,T,0,342,0,0
2006,240304,M,5,25,0,0
2006,240308,E,0,23,0,0
2006,240318,M,6,165,0,0
2006,240328,I,0,14,0,0
2006,240330,M,1,44,0,0
2006,240332,E,0,23,0,0
2006,240334,H,1,4,0,0
2006,240336,T,0,797,0,0
2006,240344,I,0,27,0,0
2006,240348,I,0,85,0,0
2006,240352,I,0,7,0,0
2006,240354,E,0,5,0,0
2006,240356,M,0,12,0,0
2006,240370,I,0,14,0,0
2006,240371,H,0,14,0,0
2006,240372,E,0,5,0,0
2006,240376,M,0,72,0,0
2006,240380,H,1,36,0,0
2006,240388,I,0,1,0,0
2006,240LEA,E,0,12,0,0
2006,240LEA,H,1,17,0,0
2006,240LEA,I,0,15,0,0
2006,240LEA,M,1,37,0,0
2006,240LEA,T,0,797,0,0
2006,241304,M,1,32,1,0
2006,241308,E,0,11,0,0
2006,241312,T,0,100,0,0
2006,241316,H,2,14,0,0
2006,241320,E,0,5,0,0
2006,241LEA,E,0,8,0,0
2006,241LEA,H,2,14,0,0
2006,241LEA,M,1,32,1,0
2006,241LEA,T,0,100,0,0
2006,250304,E,1,15,0,0
2006,250306,E,1,9,0,0
2006,250308,E,0,9,0,0
2006,250312,E,0,6,0,0
2006,250320,E,0,6,0,0
2006,250324,M,1,67,0,0
2006,250328,E,0,4,0,0
2006,250332,M,2,72,0,0
2006,250336,E,0,1,0,0
2006,250340,H,2,47,0,0
2006,250344,M,5,19,0,0
2006,250348,E,0,7,0,0
2006,250350,E,1,13,0,0
2006,250356,H,2,48,0,0
2006,250360,E,0,11,0,0
2006,250362,E,0,7,0,0
2006,250364,E,1,8,0,0
2006,250368,M,0,3,0,0
2006,250372,H,2,113,0,0
2006,250376,M,4,82,1,0
2006,250378,E,0,1,0,0
2006,250380,E,0,0,0,0
2006,250LEA,E,0,7,0,0
2006,250LEA,H,2,65,0,0
2006,250LEA,M,2,56,0,0
2006,260302,E,0,2,0,0
2006,260306,E,0,0,0,0
2006,260308,E,0,3,0,0
2006,260310,E,1,6,0,0
2006,260312,E,0,13,0,0
2006,260316,E,0,5,0,0
2006,260318,H,2,20,3,0
2006,260320,E,1,17,0,0
2006,260321,M,4,25,7,0
2006,260322,H,3,40,8,0
2006,260324,E,0,8,0,0
2006,260325,H,3,20,8,0
2006,260326,E,0,0,0,0
2006,260332,E,0,7,0,0
2006,260336,M,0,27,3,0
2006,260338,E,0,21,0,0
2006,260340,E,0,5,0,0
2006,260342,E,0,4,0,0
2006,260344,E,0,0,0,0
2006,260346,H,0,56,2,0
2006,260348,E,1,3,0,0
2006,260352,E,2,21,1,0
2006,260354,H,0,20,0,0
2006,260356,E,0,6,0,0
2006,260357,H,2,13,3,0
2006,260358,M,2,68,9,0
2006,260359,H,3,42,4,0
2006,260360,E,0,21,0,0
2006,260361,E,0,16,0,0
2006,260362,M,1,33,5,0
2006,260363,E,0,4,0,0
2006,260364,E,0,1,0,0
2006,260365,M,1,25,4,0
2006,260366,E,0,10,0,0
2006,260367,E,0,1,0,0
2006,260368,M,1,9,1,0
2006,260369,M,1,16,2,0
2006,260370,E,0,2,0,0
2006,260371,M,1,23,3,0
2006,260372,M,1,46,3,0
2006,260373,E,0,1,0,0
2006,260380,E,0,4,0,0
2006,260382,E,0,7,0,0
2006,260383,M,2,14,4,0
2006,260384,E,0,10,0,0
2006,260386,E,0,7,0,0
2006,260388,H,2,7,3,0
2006,260396,E,1,9,0,0
2006,260397,E,0,5,0,0
2006,260398,E,0,4,0,0
2006,260400,E,0,8,0,0
2006,260401,E,0,1,0,0
2006,260402,E,0,15,0,0
2006,260404,E,1,10,1,0
2006,260405,E,1,43,0,0
2006,260406,M,2,27,5,0
2006,260407,E,0,6,0,0
2006,260408,H,1,26,6,0
2006,260409,H,5,75,31,0
2006,260410,E,1,5,0,0
2006,260411,T,2,19,2,0
2006,260412,E,1,5,0,0
2006,260413,M,4,222,15,0
2006,260414,E,0,2,0,0
2006,260415,E,1,15,0,0
2006,260416,E,0,9,0,0
2006,260418,M,1,14,1,0
2006,260424,H,3,20,6,0
2006,260425,M,2,22,1,0
2006,260426,E,1,4,0,0
2006,260427,H,2,19,4,0
2006,260428,M,2,52,4,0
2006,260430,E,0,4,0,0
2006,260432,E,1,1,1,0
2006,260434,E,0,2,0,0
2006,260440,E,1,19,0,0
2006,260444,E,1,13,1,0
2006,260446,H,1,20,4,0
2006,260448,E,0,9,0,0
2006,260449,T,1,212,0,0
2006,260450,E,1,34,0,0
2006,260451,H,0,0,0,0
2006,260452,E,1,18,0,0
2006,260454,M,1,34,2,0
2006,260455,H,2,30,5,0
2006,260456,E,0,3,0,0
2006,260459,E,0,9,0,0
2006,260700,H,0,0,0,0
2006,260LEA,E,0,7,0,0
2006,260LEA,H,2,25,5,0
2006,260LEA,M,1,30,4,0
2006,260LEA,T,2,59,2,0
2006,26B000,M,0,0,0,0
2006,270304,E,0,10,0,0
2006,270306,H,1,27,1,0
2006,270308,M,1,38,0,0
2006,270310,E,1,3,0,0
2006,270312,E,0,0,0,0
2006,270316,E,0,0,0,0
2006,270318,M,0,11,0,0
2006,270320,E,1,10,0,0
2006,270LEA,E,0,5,0,0
2006,270LEA,H,1,27,1,0
2006,270LEA,M,1,23,0,0
2006,280302,E,0,2,0,0
2006,280304,T,1,15,0,0
2006,280306,H,17,103,16,0
2006,280308,E,0,0,0,0
2006,280310,E,0,2,0,0
2006,280312,E,0,0,0,0
2006,280316,H,1,12,0,0
2006,280320,M,0,12,0,0
2006,280324,E,0,0,0,0
2006,280328,M,0,19,0,0
2006,280330,H,1,13,0,0
2006,280LEA,E,0,1,0,0
2006,280LEA,H,1,15,0,0
2006,280LEA,M,0,16,0,0
2006,280LEA,T,1,15,0,0
2006,290302,E,0,0,0,0
2006,290306,E,0,2,0,0
2006,290308,H,0,30,0,0
2006,290309,M,1,22,0,0
2006,290310,A,0,7,0,0
2006,290312,E,0,2,0,0
2006,290314,T,7,56,0,0
2006,290315,H,3,3,0,0
2006,290316,E,0,3,0,0
2006,290320,E,0,2,0,0
2006,290322,M,1,27,0,0
2006,290324,H,3,32,0,0
2006,290328,E,0,0,0,0
2006,290330,E,0,0,0,0
2006,290332,E,1,5,0,0
2006,290333,E,0,0,0,0
2006,290334,M,0,9,0,0
2006,290336,H,0,31,0,0
2006,290344,E,0,0,0,0
2006,290348,H,1,45,0,0
2006,290350,M,0,25,0,0
2006,290352,E,1,2,0,0
2006,290356,E,0,3,0,0
2006,290364,E,1,12,0,0
2006,290365,H,2,50,1,0
2006,290366,E,0,4,0,0
2006,290367,M,1,44,0,0
2006,290376,M,1,24,0,0
2006,290380,E,0,0,0,0
2006,290384,E,0,2,0,0
2006,290388,H,3,51,0,0
2006,290LEA,A,0,7,0,0
2006,290LEA,E,0,2,0,0
2006,290LEA,H,1,39,0,0
2006,290LEA,M,1,24,0,0
2006,290LEA,T,7,56,0,0
2006,291308,E,0,15,0,0
2006,291332,M,1,66,0,0
2006,291336,H,1,93,10,0
2006,291340,E,0,5,0,0
2006,291348,E,1,1,0,0
2006,291350,A,0,0,0,0
2006,291352,E,0,14,0,0
2006,291LEA,A,0,0,0,0
2006,291LEA,E,0,9,0,0
2006,291LEA,H,1,93,10,0
2006,291LEA,M,1,66,0,0
2006,292316,E,0,12,0,0
2006,292318,E,1,2,0,0
2006,292320,M,0,61,0,0
2006,292324,H,0,43,0,0
2006,292LEA,E,0,7,0,0
2006,292LEA,H,0,43,0,0
2006,292LEA,M,0,61,0,0
2006,300308,E,0,7,0,0
2006,300310,E,0,6,0,0
2006,300312,H,2,17,0,0
2006,300320,E,0,3,0,0
2006,300325,M,0,8,0,0
2006,300326,E,0,1,0,0
2006,300328,E,0,1,0,0
2006,300330,M,2,14,0,0
2006,300336,E,0,2,0,0
2006,300LEA,E,0,3,0,0
2006,300LEA,H,2,17,0,0
2006,300LEA,M,1,11,0,0
2006,310304,I,1,15,0,0
2006,310308,I,0,13,0,0
2006,310324,M,1,121,0,0
2006,310330,I,0,11,0,0
2006,310336,E,0,16,0,0
2006,310340,M,1,74,0,0
2006,310344,H,1,35,0,0
2006,310352,H,2,104,0,0
2006,310356,E,0,7,0,0
2006,310360,E,0,12,0,0
2006,310364,T,1,79,0,0
2006,310384,E,0,4,0,0
2006,310388,E,0,13,0,0
2006,310392,H,1,34,0,0
2006,310396,M,2,176,0,0
2006,310LEA,E,0,10,0,0
2006,310LEA,H,1,54,0,0
2006,310LEA,I,1,13,0,0
2006,310LEA,M,1,117,0,0
2006,310LEA,T,1,79,0,0
2006,320304,E,1,11,0,0
2006,320306,M,0,15,0,0
2006,320308,E,1,42,0,0
2006,320309,H,0,0,0,0
2006,320310,E,0,13,0,0
2006,320312,H,0,39,0,0
2006,320313,E,0,1,0,0
2006,320314,M,2,66,0,0
2006,320315,E,0,10,0,0
2006,320316,M,2,38,0,0
2006,320318,E,0,8,0,0
2006,320319,E,0,2,0,0
2006,320320,E,0,14,0,0
2006,320323,T,1,14,0,0
2006,320324,E,0,11,0,0
2006,320325,H,2,20,1,0
2006,320327,E,0,6,0,0
2006,320328,E,0,8,0,0
2006,320332,E,0,1,0,0
2006,320336,A,0,0,0,0
2006,320338,M,1,32,1,0
2006,320339,E,0,6,0,0
2006,320340,E,0,2,0,0
2006,320341,T,3,184,1,0
2006,320344,E,0,0,0,0
2006,320346,M,2,32,0,0
2006,320347,E,0,16,0,0
2006,320348,E,0,0,0,0
2006,320352,E,0,21,0,0
2006,320353,H,0,2,0,0
2006,320354,E,0,7,0,0
2006,320355,M,2,21,0,0
2006,320356,H,1,43,1,0
2006,320360,E,0,9,0,0
2006,320362,E,1,5,0,0
2006,320363,E,0,12,0,0
2006,320364,E,0,2,0,0
2006,320365,H,1,26,0,0
2006,320366,M,2,33,0,0
2006,320367,E,0,5,0,0
2006,320368,H,2,20,1,0
2006,320370,M,2,10,0,0
2006,320372,E,0,12,0,0
2006,320374,E,0,35,0,0
2006,320388,E,0,7,0,0
2006,320400,E,1,29,0,0
2006,320LEA,A,0,0,0,0
2006,320LEA,E,0,9,0,0
2006,320LEA,H,1,29,1,0
2006,320LEA,M,2,32,0,0
2006,320LEA,T,1,34,0,0
2006,32A000,E,0,0,0,0
2006,32B000,I,0,0,0,0
2006,32C000,I,0,0,0,0
2006,32D000,T,2,0,0,0
2006,32G000,I,2,55,0,2
2006,32H000,I,0,0,0,0
2006,32J000,A,0,0,0,0
2006,32K000,E,0,0,0,0
2006,330304,E,0,18,0,0
2006,330308,E,0,24,0,0
2006,330310,M,5,488,0,0
2006,330312,E,0,7,0,0
2006,330324,M,0,70,0,0
2006,330326,H,0,13,0,0
2006,330328,H,2,94,0,0
2006,330330,E,0,61,0,0
2006,330332,I,0,120,0,0
2006,330334,E,0,21,0,0
2006,330336,E,0,55,1,0
2006,330340,M,0,59,0,0
