dance_cat,music_cat,theatre_cat,va_cat,agency_code,year
N,Y,N,Y,680312,2018
N,Y,N,Y,680316,2018
N,Y,N,Y,680324,2018
N,Y,N,Y,680327,2018
N,Y,N,Y,680328,2018
N,Y,N,Y,680329,2018
N,Y,N,Y,680330,2018
N,Y,Y,Y,680332,2018
N,Y,N,Y,680335,2018
N,Y,N,Y,680336,2018
N,Y,N,Y,681300,2018
N,Y,N,Y,681304,2018
N,Y,Y,Y,681305,2018
Y,Y,Y,Y,681308,2018
N,Y,Y,Y,681309,2018
N,Y,N,Y,681310,2018
N,Y,N,Y,681311,2018
N,Y,N,Y,681312,2018
N,Y,Y,Y,681314,2018
N,Y,N,Y,681316,2018
N,Y,N,Y,681320,2018
N,Y,Y,Y,681322,2018
N,Y,N,Y,681324,2018
N,Y,N,Y,681326,2018
N,Y,N,Y,681330,2018
N,Y,N,Y,681332,2018
N,Y,N,Y,681334,2018
N,Y,Y,Y,681336,2018
N,Y,N,N,681338,2018
N,Y,Y,Y,68A000,2018
N,Y,N,Y,68C000,2018
N,Y,N,Y,690312,2018
N,Y,N,Y,690316,2018
N,Y,Y,Y,690320,2018
N,Y,N,Y,690324,2018
N,Y,Y,Y,69A000,2018
N,Y,N,Y,700306,2018
N,Y,N,Y,700308,2018
N,Y,N,Y,700314,2018
N,Y,N,Y,700316,2018
N,Y,Y,Y,700317,2018
N,Y,N,Y,700318,2018
N,Y,Y,Y,700319,2018
N,Y,N,Y,700320,2018
N,Y,N,Y,700322,2018
N,Y,N,Y,700324,2018
N,N,N,Y,700325,2018
N,Y,N,Y,700328,2018
N,N,N,Y,70A000,2018
N,Y,N,Y,710312,2018
N,Y,N,Y,710316,2018
N,Y,N,Y,710318,2018
N,Y,N,Y,710320,2018
N,Y,Y,Y,710321,2018
N,Y,N,Y,710323,2018
N,Y,N,Y,710324,2018
Y,Y,Y,Y,710326,2018
N,Y,Y,Y,710327,2018
N,Y,N,Y,710328,2018
N,Y,N,Y,710332,2018
N,Y,Y,Y,710342,2018
N,Y,N,Y,710344,2018
N,Y,N,Y,710346,2018
N,Y,N,Y,710347,2018
N,Y,N,Y,710348,2018
N,Y,N,N,720304,2018
N,Y,N,Y,720312,2018
N,Y,Y,Y,720316,2018
N,Y,N,N,720320,2018
N,Y,N,Y,730332,2018
N,Y,N,Y,730334,2018
N,Y,N,Y,730340,2018
N,Y,N,Y,730344,2018
N,Y,N,Y,730348,2018
N,Y,N,Y,730352,2018
N,Y,N,Y,730354,2018
N,Y,N,Y,730356,2018
N,Y,N,Y,730360,2018
N,Y,N,Y,730368,2018
Y,Y,Y,Y,73B000,2018
Y,Y,N,Y,740302,2018
N,Y,N,Y,740304,2018
N,Y,N,Y,740308,2018
N,Y,Y,Y,740309,2018
N,Y,N,Y,740310,2018
N,Y,N,Y,740320,2018
N,Y,N,Y,740324,2018
N,Y,N,Y,740330,2018
N,Y,N,Y,740332,2018
Y,Y,Y,Y,740333,2018
N,Y,N,Y,740334,2018
N,Y,N,Y,740336,2018
Y,Y,N,Y,740337,2018
N,Y,N,Y,740338,2018
N,Y,N,Y,740340,2018
Y,Y,Y,Y,740344,2018
N,Y,N,Y,740352,2018
N,Y,N,Y,740358,2018
N,Y,N,Y,740360,2018
N,Y,Y,Y,740362,2018
Y,Y,Y,Y,740366,2018
N,Y,N,Y,740368,2018
Y,Y,Y,Y,740374,2018
N,Y,N,Y,740375,2018
N,Y,N,Y,740376,2018
N,Y,N,Y,740379,2018
N,Y,N,Y,740380,2018
N,Y,N,Y,740386,2018
Y,Y,Y,Y,740388,2018
N,Y,N,Y,740390,2018
N,Y,N,Y,740396,2018
N,Y,Y,Y,740400,2018
Y,Y,N,N,740402,2018
N,Y,N,Y,740404,2018
N,Y,N,Y,740406,2018
N,Y,N,Y,740500,2018
N,Y,N,Y,74B000,2018
N,Y,N,Y,74C000,2018
N,Y,N,Y,750304,2018
N,Y,N,Y,750314,2018
N,N,N,Y,750317,2018
N,Y,Y,Y,750318,2018
N,Y,N,Y,750319,2018
N,Y,N,Y,750320,2018
N,Y,N,Y,750328,2018
N,Y,N,Y,760304,2018
N,Y,N,Y,760308,2018
N,Y,N,Y,760316,2018
Y,Y,N,Y,760318,2018
N,Y,N,Y,760320,2018
N,Y,N,Y,760324,2018
N,Y,N,Y,760328,2018
N,N,N,Y,760329,2018
N,Y,N,Y,760330,2018
N,Y,N,Y,760331,2018
N,Y,N,Y,760332,2018
N,Y,N,Y,760336,2018
N,Y,N,Y,760338,2018
N,Y,Y,Y,760339,2018
N,Y,N,Y,760340,2018
N,Y,N,Y,760344,2018
N,Y,Y,Y,760348,2018
N,Y,N,Y,760352,2018
N,Y,N,N,760354,2018
N,Y,N,Y,760356,2018
N,Y,N,Y,760357,2018
N,Y,Y,Y,760358,2018
N,Y,N,Y,760359,2018
N,Y,N,Y,760360,2018
N,Y,N,Y,760364,2018
N,Y,N,Y,760368,2018
N,Y,N,Y,760376,2018
N,Y,N,Y,760378,2018
N,Y,Y,Y,760380,2018
N,Y,N,Y,760382,2018
N,Y,Y,Y,760388,2018
N,Y,N,Y,761304,2018
N,Y,Y,Y,761308,2018
N,Y,N,Y,761312,2018
N,Y,N,Y,761320,2018
N,Y,N,Y,761321,2018
N,Y,N,Y,761328,2018
N,Y,N,Y,761332,2018
N,Y,Y,Y,761336,2018
Y,Y,Y,Y,76A000,2018
N,Y,N,Y,770310,2018
N,Y,N,Y,770316,2018
N,Y,N,Y,770318,2018
N,Y,N,Y,770328,2018
N,Y,N,Y,770340,2018
N,Y,N,N,770342,2018
N,Y,N,Y,770344,2018
N,Y,N,Y,770346,2018
N,Y,N,Y,770348,2018
N,Y,Y,Y,770349,2018
N,N,N,Y,770351,2018
N,Y,N,Y,770360,2018
N,Y,N,Y,770364,2018
N,Y,N,Y,770368,2018
N,Y,N,Y,770370,2018
N,Y,N,Y,780320,2018
N,Y,N,Y,780322,2018
N,Y,N,Y,780324,2018
N,Y,Y,Y,780325,2018
N,Y,N,Y,780326,2018
N,Y,N,Y,780328,2018
N,Y,N,Y,780329,2018
N,Y,N,Y,780330,2018
N,Y,N,Y,780336,2018
N,Y,N,Y,780340,2018
N,Y,N,Y,780341,2018
Y,Y,Y,Y,780342,2018
N,Y,N,Y,780344,2018
N,Y,N,Y,780352,2018
N,Y,N,Y,780356,2018
N,Y,N,Y,780360,2018
N,Y,N,Y,780364,2018
N,Y,N,Y,780368,2018
N,Y,N,Y,780374,2018
N,Y,N,Y,780376,2018
N,Y,N,Y,780384,2018
N,Y,N,N,780390,2018
N,Y,N,Y,780391,2018
N,Y,N,Y,780392,2018
N,Y,N,Y,780393,2018
N,Y,N,Y,780394,2018
N,Y,N,Y,780396,2018
N,Y,N,Y,780398,2018
N,Y,N,Y,780400,2018
N,Y,N,Y,780401,2018
N,Y,Y,Y,780402,2018
N,Y,N,Y,780403,2018
N,Y,N,Y,780407,2018
N,Y,N,Y,780408,2018
N,Y,N,Y,780410,2018
N,Y,N,Y,780412,2018
N,Y,N,N,780416,2018
N,Y,N,Y,780417,2018
N,Y,N,Y,780418,2018
Y,Y,Y,Y,780420,2018
N,N,N,Y,78B000,2018
N,Y,N,Y,790302,2018
N,Y,N,Y,790310,2018
N,Y,Y,Y,790314,2018
N,Y,N,Y,790318,2018
N,Y,N,Y,790322,2018
N,Y,N,Y,790327,2018
N,Y,N,Y,790330,2018
N,Y,N,Y,790334,2018
N,Y,N,Y,790344,2018
N,Y,N,Y,790347,2018
N,Y,N,Y,790350,2018
N,Y,Y,Y,790354,2018
N,Y,N,Y,790358,2018
N,Y,N,Y,790362,2018
N,Y,Y,Y,790366,2018
N,Y,N,Y,790374,2018
N,Y,Y,Y,790378,2018
N,Y,N,Y,790380,2018
N,Y,N,Y,790386,2018
N,Y,N,Y,790390,2018
N,Y,N,Y,790392,2018
N,Y,Y,Y,790394,2018
N,Y,N,Y,790398,2018
N,Y,N,Y,790402,2018
N,Y,Y,N,79A000,2018
N,Y,N,Y,800308,2018
N,Y,N,Y,800312,2018
N,Y,N,Y,800314,2018
N,Y,N,Y,800315,2018
N,Y,N,Y,800316,2018
N,Y,N,Y,800320,2018
N,Y,N,Y,800324,2018
N,Y,N,Y,800328,2018
N,Y,N,Y,800340,2018
N,Y,N,Y,800346,2018
N,Y,N,Y,800347,2018
N,Y,N,Y,800348,2018
N,Y,N,Y,800352,2018
N,Y,N,Y,800356,2018
N,Y,N,Y,800358,2018
N,Y,N,Y,800359,2018
N,Y,N,Y,800360,2018
N,Y,Y,Y,800361,2018
N,Y,N,Y,800362,2018
N,Y,N,Y,800363,2018
N,Y,N,Y,800364,2018
N,Y,N,Y,800366,2018
N,Y,N,Y,800368,2018
N,Y,N,Y,800372,2018
N,Y,N,Y,800373,2018
N,Y,Y,Y,800376,2018
N,Y,N,Y,800377,2018
N,Y,N,Y,800392,2018
N,N,N,Y,800394,2018
Y,Y,Y,Y,800396,2018
N,Y,N,Y,800398,2018
N,Y,N,Y,800400,2018
N,Y,N,Y,800408,2018
N,Y,N,Y,800410,2018
N,Y,N,Y,800412,2018
Y,Y,Y,Y,810324,2018
N,Y,N,Y,810326,2018
N,Y,N,Y,810328,2018
N,Y,N,Y,810336,2018
Y,Y,N,Y,810340,2018
N,Y,N,Y,810342,2018
N,Y,N,Y,810344,2018
N,Y,N,Y,810350,2018
N,Y,N,Y,810360,2018
N,Y,N,Y,810364,2018
N,Y,N,Y,810370,2018
N,Y,N,Y,810378,2018
Y,Y,N,Y,810384,2018
N,Y,N,Y,810386,2018
N,Y,N,Y,810388,2018
N,Y,N,Y,810396,2018
N,Y,N,Y,810400,2018
Y,Y,Y,Y,81A000,2018
N,Y,Y,Y,81B000,2018
N,Y,N,Y,820312,2018
N,Y,N,Y,820320,2018
N,Y,Y,Y,820324,2018
N,Y,N,Y,820340,2018
N,Y,N,Y,820346,2018
N,Y,N,Y,820347,2018
Y,Y,Y,Y,820348,2018
Y,Y,N,Y,820349,2018
N,Y,N,Y,820350,2018
Y,Y,Y,Y,820352,2018
N,Y,N,Y,820354,2018
N,Y,N,Y,820364,2018
N,Y,N,Y,820370,2018
N,Y,N,Y,820372,2018
N,Y,N,Y,820376,2018
N,Y,N,Y,820384,2018
N,Y,N,Y,820385,2018
Y,Y,Y,Y,820388,2018
N,Y,N,Y,821304,2018
N,Y,Y,Y,821308,2018
N,Y,N,Y,821316,2018
N,Y,N,Y,821320,2018
N,Y,N,Y,821330,2018
N,Y,N,Y,830304,2018
N,Y,N,Y,830312,2018
N,N,N,Y,830316,2018
N,Y,N,Y,830320,2018
N,Y,N,Y,830328,2018
N,Y,N,Y,830336,2018
N,Y,Y,Y,830343,2018
N,Y,N,Y,830349,2018
N,Y,N,Y,830356,2018
N,Y,N,Y,830360,2018
N,Y,N,Y,830364,2018
N,Y,Y,Y,840302,2018
N,Y,N,Y,840303,2018
N,Y,N,Y,840304,2018
N,Y,N,Y,840308,2018
N,Y,N,Y,840310,2018
N,Y,N,Y,840312,2018
N,Y,N,Y,840316,2018
N,Y,N,Y,840320,2018
N,Y,N,Y,840324,2018
N,Y,N,Y,840328,2018
N,Y,Y,Y,840332,2018
N,Y,N,Y,840336,2018
N,Y,N,Y,840342,2018
N,Y,N,Y,840344,2018
N,Y,N,Y,840350,2018
N,Y,N,Y,840356,2018
N,Y,N,Y,840358,2018
N,Y,N,Y,840360,2018
N,Y,Y,Y,840368,2018
N,N,N,Y,840370,2018
N,Y,N,Y,84B000,2018
N,Y,N,Y,850304,2018
N,Y,N,Y,850312,2018
N,Y,N,Y,850314,2018
N,Y,N,Y,850316,2018
N,Y,N,Y,850320,2018
N,N,Y,N,850324,2018
N,Y,N,Y,850328,2018
N,Y,N,Y,850332,2018
N,Y,N,Y,850336,2018
N,Y,N,Y,850338,2018
N,Y,N,Y,850340,2018
N,Y,N,Y,850342,2018
N,Y,N,Y,850348,2018
N,Y,N,Y,850350,2018
N,Y,Y,Y,850352,2018
N,Y,N,Y,850354,2018
N,Y,N,Y,850356,2018
N,Y,N,Y,850358,2018
N,Y,N,Y,850360,2018
N,Y,N,Y,860302,2018
N,Y,N,Y,860306,2018
N,Y,N,Y,860308,2018
N,Y,N,Y,860312,2018
N,Y,N,Y,860316,2018
N,Y,N,Y,860320,2018
N,Y,N,Y,860324,2018
N,Y,N,Y,860326,2018
N,Y,N,Y,860330,2018
N,Y,N,Y,860332,2018
Y,Y,Y,Y,860336,2018
N,Y,N,Y,860339,2018
N,Y,N,Y,860340,2018
N,Y,N,Y,860344,2018
N,Y,N,Y,860348,2018
N,Y,N,Y,860352,2018
N,Y,Y,Y,860354,2018
N,Y,N,Y,860356,2018
N,Y,N,Y,860360,2018
N,Y,N,Y,861304,2018
N,Y,N,Y,861308,2018
N,Y,N,Y,861312,2018
N,Y,N,Y,862308,2018
N,Y,N,Y,862310,2018
N,Y,Y,Y,862312,2018
N,Y,N,Y,862316,2018
N,Y,Y,Y,86T000,2018
N,Y,Y,Y,870314,2018
N,Y,Y,Y,870318,2018
N,Y,N,Y,870320,2018
N,Y,N,Y,870324,2018
N,Y,N,Y,87A000,2018
N,Y,N,Y,880304,2018
N,Y,Y,Y,880308,2018
N,Y,N,Y,880312,2018
N,Y,N,Y,880318,2018
N,N,N,Y,880320,2018
N,Y,N,Y,880324,2018
N,Y,Y,Y,880328,2018
N,Y,N,Y,880330,2018
N,Y,N,Y,880336,2018
N,Y,N,Y,890304,2018
N,Y,N,Y,890306,2018
N,Y,N,Y,900302,2018
N,Y,N,Y,900303,2018
Y,Y,Y,Y,900304,2018
N,Y,N,Y,900305,2018
N,Y,N,Y,900306,2018
N,Y,N,Y,900307,2018
N,Y,N,Y,900308,2018
N,Y,Y,Y,900310,2018
N,Y,Y,Y,900311,2018
N,Y,N,Y,900312,2018
Y,Y,Y,Y,900314,2018
N,Y,Y,Y,900316,2018
N,Y,N,Y,900318,2018
N,Y,N,Y,900320,2018
N,Y,N,Y,900328,2018
N,Y,N,Y,900332,2018
N,Y,N,Y,900334,2018
N,Y,Y,Y,900336,2018
N,Y,N,Y,900340,2018
N,Y,N,Y,900341,2018
N,Y,Y,Y,900342,2018
N,Y,Y,Y,900343,2018
N,Y,Y,Y,900344,2018
N,Y,Y,Y,900346,2018
N,Y,N,Y,900347,2018
N,Y,Y,Y,900348,2018
N,Y,Y,Y,900350,2018
N,Y,N,Y,900351,2018
N,Y,N,Y,900352,2018
N,Y,N,Y,900353,2018
N,Y,N,Y,900354,2018
N,Y,N,Y,900356,2018
N,Y,N,Y,900358,2018
N,Y,Y,Y,900360,2018
N,Y,Y,Y,900362,2018
N,Y,N,Y,900363,2018
N,Y,N,Y,900364,2018
N,N,N,Y,900365,2018
Y,Y,Y,Y,900366,2018
N,Y,N,Y,900367,2018
N,Y,N,Y,900368,2018
N,Y,N,Y,900370,2018
N,Y,N,Y,900372,2018
N,Y,N,Y,900376,2018
N,Y,Y,Y,900377,2018
N,Y,N,Y,900378,2018
N,Y,N,Y,900380,2018
N,Y,N,Y,900384,2018
N,Y,N,Y,900388,2018
N,Y,Y,Y,900391,2018
N,N,N,Y,900392,2018
N,Y,Y,Y,900393,2018
N,Y,Y,Y,90A000,2018
N,Y,N,N,90B000,2018
N,Y,N,Y,90C000,2018
N,Y,N,Y,910304,2018
N,Y,N,Y,910308,2018
N,Y,N,Y,910311,2018
N,Y,N,Y,910314,2018
N,Y,N,Y,910316,2018
N,Y,N,Y,910320,2018
N,Y,N,Y,910340,2018
N,Y,N,Y,910346,2018
N,Y,N,Y,910356,2018
N,Y,N,Y,910360,2018
N,Y,N,Y,910364,2018
N,Y,N,Y,910368,2018
N,Y,N,Y,910370,2018
N,Y,N,Y,910376,2018
N,Y,N,Y,910380,2018
N,N,N,Y,910382,2018
N,Y,N,Y,910384,2018
N,Y,N,Y,91A000,2018
N,Y,N,N,91B000,2018
N,Y,N,Y,920302,2018
N,Y,N,Y,920303,2018
N,Y,N,Y,920304,2018
N,Y,N,Y,920306,2018
N,Y,N,Y,920307,2018
N,Y,N,Y,920308,2018
N,Y,N,Y,920312,2018
N,Y,Y,Y,920316,2018
Y,Y,Y,Y,920317,2018
N,Y,Y,Y,920318,2018
N,Y,N,Y,920320,2018
N,N,N,Y,920324,2018
N,Y,N,Y,920325,2018
N,Y,N,Y,920326,2018
N,Y,N,Y,920327,2018
N,Y,N,Y,920328,2018
N,Y,N,Y,920329,2018
N,Y,N,Y,920332,2018
N,Y,N,Y,920334,2018
N,Y,N,Y,920336,2018
N,Y,N,Y,920340,2018
N,Y,N,Y,920342,2018
N,Y,N,Y,920344,2018
Y,Y,Y,Y,920348,2018
N,Y,N,Y,920352,2018
Y,Y,Y,Y,920356,2018
N,Y,N,Y,920358,2018
N,Y,Y,Y,920360,2018
N,Y,N,Y,920362,2018
N,Y,N,Y,920364,2018
N,Y,Y,Y,920368,2018
N,Y,N,Y,920369,2018
Y,Y,N,Y,920370,2018
N,Y,N,Y,920376,2018
Y,Y,Y,Y,920380,2018
N,Y,N,Y,920384,2018
N,Y,N,Y,920386,2018
Y,Y,Y,Y,920388,2018
N,Y,N,Y,920390,2018
Y,Y,N,Y,920391,2018
N,Y,N,Y,920393,2018
N,Y,N,Y,920394,2018
Y,Y,Y,Y,920396,2018
N,Y,N,Y,920398,2018
N,Y,Y,Y,920399,2018
N,Y,Y,Y,920400,2018
N,Y,Y,Y,920402,2018
N,Y,N,Y,920403,2018
Y,Y,Y,Y,920404,2018
Y,Y,Y,Y,920408,2018
Y,Y,Y,Y,920410,2018
Y,Y,Y,Y,920411,2018
Y,Y,Y,Y,920412,2018
N,Y,N,Y,920413,2018
N,Y,N,Y,920414,2018
N,Y,N,Y,920415,2018
Y,Y,Y,Y,920416,2018
N,Y,N,Y,920417,2018
N,Y,N,Y,920420,2018
N,Y,Y,Y,920424,2018
N,Y,Y,Y,920428,2018
Y,Y,Y,Y,920436,2018
N,N,N,Y,920438,2018
N,Y,N,Y,920439,2018
N,Y,N,Y,920440,2018
Y,Y,Y,Y,920441,2018
N,Y,Y,Y,920442,2018
N,Y,N,Y,920443,2018
Y,Y,N,Y,920444,2018
Y,Y,Y,Y,920445,2018
N,Y,N,Y,920446,2018
N,Y,N,Y,920447,2018
Y,Y,Y,Y,920448,2018
N,Y,N,Y,920449,2018
Y,Y,Y,Y,920450,2018
N,Y,N,Y,920451,2018
N,Y,N,Y,920452,2018
N,Y,N,Y,920453,2018
N,Y,N,Y,920454,2018
Y,Y,Y,Y,920455,2018
N,Y,N,Y,920456,2018
N,Y,N,Y,920457,2018
Y,Y,N,Y,920458,2018
N,Y,N,Y,920459,2018
N,Y,N,Y,920460,2018
N,Y,N,Y,920464,2018
Y,Y,Y,Y,920466,2018
N,Y,N,Y,920467,2018
N,Y,N,Y,920468,2018
N,Y,N,Y,920469,2018
N,Y,N,Y,920470,2018
Y,Y,N,Y,920471,2018
Y,Y,Y,Y,920472,2018
Y,Y,Y,Y,920473,2018
N,Y,N,Y,920474,2018
N,Y,N,Y,920476,2018
N,Y,N,Y,920480,2018
N,Y,Y,Y,920484,2018
N,Y,N,Y,920488,2018
Y,Y,Y,Y,920492,2018
N,Y,N,Y,920494,2018
N,Y,Y,Y,920495,2018
N,Y,N,Y,920496,2018
Y,Y,Y,Y,920500,2018
N,Y,N,Y,920501,2018
Y,Y,N,Y,920502,2018
N,Y,N,Y,920504,2018
Y,Y,Y,Y,920506,2018
N,Y,N,Y,920508,2018
N,Y,Y,Y,920512,2018
N,Y,N,Y,920514,2018
N,Y,N,Y,920516,2018
N,N,N,Y,920518,2018
N,Y,N,Y,920520,2018
N,Y,N,Y,920521,2018
N,Y,N,Y,920522,2018
N,Y,N,Y,920523,2018
N,Y,N,Y,920524,2018
N,Y,N,N,920525,2018
Y,Y,Y,Y,920526,2018
N,N,N,Y,920528,2018
N,Y,N,Y,920529,2018
N,Y,N,Y,920530,2018
N,Y,N,Y,920531,2018
Y,Y,N,Y,920532,2018
N,Y,N,Y,920533,2018
N,Y,N,Y,920540,2018
N,Y,N,Y,920542,2018
N,Y,N,Y,920543,2018
N,Y,N,Y,920544,2018
Y,Y,N,Y,920545,2018
Y,Y,Y,Y,920546,2018
N,Y,N,Y,920547,2018
N,Y,N,Y,920548,2018
Y,Y,N,Y,920549,2018
N,Y,N,Y,920550,2018
N,Y,Y,Y,920551,2018
N,Y,Y,Y,920552,2018
N,Y,N,Y,920554,2018
N,Y,N,Y,920557,2018
N,Y,N,Y,920560,2018
Y,Y,Y,Y,920562,2018
N,Y,N,Y,920564,2018
N,Y,N,Y,920568,2018
N,Y,N,Y,920569,2018
N,Y,N,Y,920570,2018
N,Y,N,Y,920571,2018
Y,Y,Y,Y,920572,2018
N,Y,N,Y,920576,2018
N,Y,N,Y,920580,2018
N,N,N,Y,920581,2018
N,Y,Y,Y,920582,2018
N,Y,N,Y,920584,2018
N,N,Y,Y,920585,2018
N,Y,Y,Y,920586,2018
Y,Y,Y,Y,920588,2018
N,Y,Y,Y,920592,2018
N,Y,N,Y,920593,2018
N,Y,Y,Y,920594,2018
Y,Y,Y,Y,920595,2018
Y,Y,Y,Y,920596,2018
N,Y,N,Y,920597,2018
N,Y,N,Y,920598,2018
N,Y,N,Y,920599,2018
Y,Y,Y,Y,920600,2018
N,Y,Y,Y,920601,2018
N,Y,Y,Y,920604,2018
N,Y,N,Y,920606,2018
N,Y,N,Y,920607,2018
Y,Y,N,Y,920608,2018
N,Y,N,Y,920614,2018
N,Y,N,Y,920616,2018
N,Y,N,Y,920618,2018
N,Y,N,Y,920624,2018
N,Y,N,Y,920626,2018
N,Y,N,Y,920628,2018
Y,Y,Y,Y,920632,2018
Y,Y,N,Y,920636,2018
N,Y,N,Y,92B000,2018
N,Y,N,Y,92E000,2018
Y,Y,Y,Y,92F000,2018
Y,Y,Y,Y,92G000,2018
N,Y,Y,Y,92K000,2018
N,Y,N,Y,92M000,2018
N,Y,Y,Y,92P000,2018
N,Y,Y,Y,92S000,2018
N,Y,Y,Y,92T000,2018
Y,Y,Y,Y,92U000,2018
N,Y,Y,Y,92V000,2018
Y,Y,Y,Y,92W000,2018
N,Y,Y,Y,92Y000,2018
N,N,N,Y,930330,2018
N,Y,N,Y,930340,2018
N,Y,N,Y,930344,2018
N,Y,N,Y,930348,2018
N,Y,N,Y,930352,2018
N,Y,N,Y,930360,2018
N,Y,N,Y,930700,2018
N,Y,N,Y,93A000,2018
N,Y,Y,Y,93M000,2018
N,Y,N,Y,940306,2018
N,Y,N,Y,940308,2018
N,Y,N,Y,940314,2018
N,Y,N,Y,940316,2018
N,Y,N,Y,940328,2018
N,Y,N,N,940330,2018
N,Y,N,Y,94Z000,2018
N,Y,N,Y,950308,2018
N,Y,N,Y,950312,2018
N,Y,N,Y,950316,2018
N,Y,N,Y,950320,2018
N,Y,N,Y,950322,2018
N,Y,N,Y,950324,2018
N,Y,N,Y,950328,2018
N,Y,N,Y,950332,2018
N,Y,Y,Y,950336,2018
N,Y,Y,Y,950338,2018
N,N,N,Y,95A000,2018
N,Y,N,Y,960312,2018
N,Y,N,Y,960314,2018
N,Y,N,Y,960316,2018
N,Y,N,Y,960318,2018
N,Y,Y,Y,960324,2018
Y,Y,Y,Y,960326,2018
N,Y,N,Y,960329,2018
N,Y,Y,Y,960330,2018
N,Y,N,Y,960331,2018
N,Y,N,Y,960332,2018
N,Y,N,Y,960334,2018
N,Y,Y,Y,960335,2018
N,Y,N,Y,960336,2018
N,Y,N,Y,960338,2018
N,Y,N,Y,960340,2018
N,Y,N,Y,960344,2018
N,Y,N,Y,960348,2018
N,Y,Y,Y,960360,2018
N,Y,N,Y,960370,2018
N,Y,N,Y,960372,2018
N,Y,N,Y,960374,2018
N,Y,N,Y,960380,2018
N,Y,N,Y,960382,2018
N,Y,N,Y,960386,2018
N,Y,N,Y,960387,2018
N,Y,N,Y,960388,2018
N,Y,N,Y,960390,2018
N,Y,N,Y,960450,2018
N,Y,N,Y,960454,2018
N,Y,Y,Y,960490,2018
N,Y,Y,Y,960700,2018
N,Y,N,N,96F000,2018
N,Y,N,Y,970308,2018
N,Y,N,Y,970310,2018
N,Y,N,Y,970312,2018
N,Y,N,Y,970315,2018
N,Y,Y,Y,970320,2018
N,Y,N,Y,970322,2018
N,Y,N,Y,970337,2018
N,Y,N,Y,970340,2018
N,Y,N,Y,970344,2018
N,Y,N,Y,970348,2018
N,Y,N,Y,970352,2018
N,Y,Y,Y,970356,2018
N,Y,N,Y,970358,2018
N,Y,N,Y,970360,2018
N,Y,N,Y,970368,2018
N,Y,N,Y,970370,2018
N,Y,N,Y,970376,2018
N,Y,Y,Y,970388,2018
N,Y,N,Y,970389,2018
N,Y,Y,Y,970390,2018
N,Y,N,Y,970392,2018
N,Y,N,Y,980308,2018
N,Y,N,Y,980317,2018
N,Y,N,Y,980318,2018
N,Y,N,Y,980320,2018
N,Y,N,Y,980324,2018
N,Y,N,Y,980336,2018
N,Y,N,Y,980338,2018
N,Y,N,Y,980340,2018
Y,Y,N,Y,980342,2018
N,Y,N,Y,980344,2018
N,Y,N,Y,980348,2018
N,Y,N,Y,980352,2018
N,Y,N,Y,980356,2018
N,Y,N,Y,980357,2018
N,Y,N,Y,980360,2018
N,Y,N,Y,980364,2018
N,Y,N,Y,980380,2018
N,Y,N,Y,980384,2018
N,Y,N,Y,980388,2018
N,Y,N,Y,980390,2018
N,Y,N,Y,980392,2018
N,Y,N,Y,980396,2018
N,Y,N,N,980397,2018
N,Y,N,Y,980398,2018
N,Y,N,Y,980400,2018
Y,Y,Y,Y,98A000,2018
N,Y,N,Y,98B000,2018
N,Y,N,Y,990304,2018
N,Y,N,Y,990308,2018
N,Y,N,Y,990312,2018
N,Y,N,Y,990316,2018
N,Y,N,Y,990320,2018
N,Y,N,Y,990321,2018
N,Y,Y,Y,990322,2018
N,Y,N,Y,990324,2018
N,Y,Y,Y,990325,2018
N,Y,Y,Y,990326,2018
N,Y,N,Y,990328,2018
N,N,N,Y,990332,2018
N,Y,Y,Y,990336,2018
N,Y,Y,Y,990340,2018
N,Y,N,Y,995304,2018
N,Y,N,Y,995308,2018
N,Y,N,Y,995312,2018
N,Y,Y,Y,995316,2018
N,Y,N,Y,995320,2018
N,Y,Y,Y,995324,2018
N,Y,N,Y,995328,2018
N,Y,Y,Y,995330,2018
N,Y,N,Y,995336,2018
N,Y,N,N,997208,2018
N,N,N,Y,997258,2018
