digital_media,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,agency_code,year,Book_TitlesPer_Student,wap,wap_class,media_school,devices,category_code
4,No,-,No,-,Neither,-,780396,2018,57.33,21.0,1.4,2002.0,0.44,M
10,No,-,No,-,Neither,-,780398,2018,23.01,36.0,1.09,1999.0,0.93,E
7,No,-,No,-,Neither,-,780400,2018,15.17,55.0,1.04,2003.0,1.06,E
1,No,-,No,-,Neither,-,780401,2018,13.9,65.0,1.1,1997.0,0.83,H
1,No,-,No,-,Neither,-,780402,2018,18.14,54.0,1.32,2000.0,1.05,H
2,Yes,6:07:08,No,-,Neither,-,780403,2018,36.51,43.0,1.19,2001.0,0.49,M
7,Yes,K:1:2:3,No,-,Neither,-,780407,2018,39.25,31.0,1.19,2001.0,0.56,E
3,Yes,4:05,No,-,Neither,-,780408,2018,40.7,36.0,1.2,2000.0,0.79,E
18,No,-,No,-,Neither,-,780410,2018,83.99,30.0,1.43,1997.0,0.32,M
1,Yes,4:5:6:7,No,-,Neither,-,780412,2018,27.87,36.0,1.16,1999.0,0.94,E
3,Yes,1:2:3:4:5:6,No,-,Neither,-,780416,2018,19.43,33.0,1.22,1996.0,0.71,E
3,Yes,K:1:2:3:4,No,-,Neither,-,780417,2018,44.02,31.0,2.07,2004.0,0.61,E
5,No,-,No,-,Neither,-,780418,2018,81.51,17.0,1.7,1994.0,0.31,E
1,No,-,No,-,Neither,-,780420,2018,15.43,85.0,1.1,1999.0,0.91,H
,,,,,,,780LEA,2018,26.3,1819.0,1.2,2000.0,0.67,
0,No,-,No,-,Neither,-,78A000,2018,22.65,6.0,0.75,2001.0,2.89,M
5,No,-,No,-,Neither,-,78B000,2018,18.83,13.0,0.87,1999.0,3.79,I
35,Yes,4:05,No,-,Neither,-,790302,2018,35.51,52.0,1.41,2001.0,1.4,E
9,Yes,2:3:4:5,No,-,Neither,-,790310,2018,31.26,39.0,1.34,2005.0,0.99,E
39,Yes,9:10:11:12,Yes,9:10:11:12,Students,9:10:11:12,790314,2018,17.67,78.0,1.53,2000.0,0.88,H
10,Yes,2:3:4:5,No,-,Both,PK:K:1:2:3:4:5,790318,2018,46.13,47.0,1.57,2001.0,0.66,E
3,Yes,K:1:2:3:4:5,No,-,Neither,-,790322,2018,93.0,41.0,1.21,1997.0,0.57,E
38,Yes,K:1:2:3:4:5,No,-,Students,4:05,790327,2018,34.74,52.0,1.73,2001.0,0.69,E
35,No,-,No,-,Neither,-,790330,2018,23.77,74.0,1.72,2001.0,0.81,M
32,Yes,3:04:05,No,-,Neither,-,790334,2018,71.82,42.0,1.2,1998.0,0.98,E
28,Yes,3:04:05,No,-,Neither,-,790344,2018,40.3,57.0,1.68,2000.0,0.98,E
31,Yes,2:3:4:5,No,-,Neither,-,790347,2018,56.01,44.0,1.38,1995.0,1.06,E
13,Yes,3:04:05,No,-,Neither,-,790350,2018,23.26,52.0,1.63,1999.0,0.99,E
31,Yes,9:10:11:12,Yes,9:10:11:12,Students,9:10:11:12,790354,2018,24.28,90.0,1.53,1994.0,0.8,H
7,Yes,2:3:4:5,No,-,Neither,-,790358,2018,54.38,43.0,1.59,1998.0,0.42,E
27,Yes,1:2:3:4:5,No,-,Both,4:05,790362,2018,62.92,39.0,1.77,1999.0,0.86,E
5,Yes,9:10:11:12,Yes,9:10:11:12,Students,9:10:11:12,790366,2018,12.91,78.0,1.34,1997.0,0.69,H
37,No,-,No,-,Both,6:07:08,790374,2018,30.63,67.0,1.31,1998.0,0.59,M
15,Yes,9:10:11:12,Yes,9:10:11:12,Students,9:10:11:12,790378,2018,11.88,76.0,1.41,2001.0,0.87,H
100,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Both,9:10:11:12:13,790379,2018,17.4,69.0,5.75,2012.0,0.78,H
8,Yes,6:07:08,No,-,Neither,-,790380,2018,17.77,70.0,1.4,1999.0,0.7,M
33,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,790386,2018,33.28,32.0,1.88,1993.0,0.97,E
1,Yes,2:3:4:5,No,-,Neither,-,790390,2018,30.89,51.0,1.55,2001.0,0.93,E
54,No,-,No,-,Students,9:10:11:12,790392,2018,227.36,7.0,1.17,2001.0,0.51,A
44,Yes,6:07:08,No,-,Both,6:07:08,790394,2018,21.15,66.0,1.25,2003.0,0.81,M
38,Yes,3:04:05,No,-,Neither,-,790398,2018,26.98,57.0,1.73,1999.0,1.07,E
32,Yes,3:04:05,No,-,Neither,-,790402,2018,32.31,52.0,1.41,2000.0,0.98,E
,,,,,,,790LEA,2018,30.42,1375.0,1.53,2000.0,0.8,
15,No,-,No,-,Both,6:7:8:9,79A000,2018,13.97,35.0,1.52,1999.0,5.82,M
0,Yes,6:7:8:9:10:11:12:13,No,-,Neither,-,800308,2018,44.3,40.0,2.22,2008.0,0.68,T
3,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800312,2018,22.48,50.0,2.0,2004.0,0.84,E
2,Yes,6:07:08,Yes,6:07:08,Neither,-,800314,2018,13.26,93.0,1.55,2003.0,0.83,M
10,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800315,2018,41.66,61.0,1.91,2002.0,0.71,E
1,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800316,2018,19.19,80.0,1.9,2004.0,0.82,E
1,Yes,6:07:08,Yes,6:07:08,Neither,-,800320,2018,7.26,72.0,2.32,2007.0,0.83,M
3,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800324,2018,31.25,52.0,2.48,2003.0,0.74,E
2,Yes,6:07:08,Yes,6:07:08,Neither,-,800328,2018,15.79,86.0,2.39,2002.0,0.74,M
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,800340,2018,6.69,112.0,1.93,2010.0,0.83,H
2,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800346,2018,17.98,77.0,2.75,2004.0,0.92,E
2,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800347,2018,29.27,82.0,2.16,2003.0,0.85,E
5,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800348,2018,15.16,64.0,2.46,2000.0,0.78,E
1,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800352,2018,26.64,55.0,2.89,2005.0,0.95,E
3,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800356,2018,26.14,74.0,2.74,2000.0,0.94,E
6,Yes,PK:K:1:2:3:4:5,Yes,3:04:05,Neither,-,800358,2018,31.95,63.0,2.63,1999.0,0.91,E
1,Yes,PK:K:1:2:3:4:5,Yes,3:04:05,Neither,-,800359,2018,14.66,80.0,2.22,2000.0,0.79,E
1,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800360,2018,17.03,64.0,1.83,2003.0,0.78,E
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,800361,2018,4.51,131.0,1.9,2007.0,0.95,H
2,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800362,2018,21.93,87.0,2.29,2000.0,0.8,E
5,Yes,6:07:08,Yes,6:07:08,Neither,-,800363,2018,29.11,101.0,2.66,2000.0,0.8,M
1,Yes,PK:K:1:2:3:4:5,Yes,3:04:05,Neither,-,800364,2018,29.56,79.0,1.93,2003.0,0.79,E
1,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800366,2018,27.96,74.0,2.0,2003.0,0.79,E
3,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800368,2018,20.4,55.0,1.96,2001.0,0.79,E
2,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800372,2018,38.6,55.0,3.44,2001.0,0.81,E
2,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800373,2018,19.05,78.0,2.23,2000.0,0.82,E
5,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,800376,2018,7.0,97.0,3.88,2001.0,0.88,H
4,Yes,6:07:08,Yes,6:07:08,Neither,-,800377,2018,17.58,67.0,2.09,2000.0,0.84,M
2,Yes,PK:K:1:2:3:4:5,Yes,3:04:05,Neither,-,800392,2018,26.05,73.0,2.21,2003.0,0.88,E
-,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,800394,2018,,15.0,1.88,,0.98,H
2,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,800396,2018,6.16,144.0,2.4,2004.0,0.75,H
1,Yes,6:07:08,Yes,6:07:08,Neither,-,800398,2018,13.41,89.0,1.93,2005.0,0.85,M
10,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,800400,2018,4.85,132.0,2.28,2006.0,0.85,H
10,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,800408,2018,7.84,130.0,1.86,2000.0,0.92,H
20,Yes,6:07:08,Yes,6:07:08,Neither,-,800410,2018,27.5,40.0,0.85,2001.0,0.87,M
3,Yes,K:1:2:3:4:5,Yes,3:04:05,Neither,-,800412,2018,24.68,50.0,1.85,2000.0,0.85,E
,,,,,,,800LEA,2018,17.43,2702.0,2.14,2003.0,0.81,
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,810324,2018,14.19,57.0,1.14,1996.0,1.09,H
2,Yes,6:07:08,Yes,6:07:08,Neither,-,810326,2018,17.22,41.0,1.28,1997.0,0.95,M
5,Yes,K:1:2:3:4:5,No,-,Neither,-,810328,2018,34.02,32.0,1.23,1994.0,0.85,E
5,Yes,K:1:2:3:4,No,-,Neither,-,810336,2018,30.18,31.0,0.84,1993.0,0.82,E
18,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,810340,2018,11.88,57.0,0.83,1997.0,0.96,H
0,Yes,6:07:08,Yes,6:07:08,Neither,-,810342,2018,15.19,40.0,0.85,1994.0,0.96,M
2,Yes,K:1:2:3:4:5,No,-,Neither,-,810344,2018,19.69,33.0,0.7,2003.0,0.84,E
0,Yes,K:1:2:3:4:5,No,-,Neither,-,810350,2018,33.29,26.0,0.84,1998.0,0.91,E
1,Yes,K:1:2:3:4:5,No,-,Neither,-,810360,2018,23.12,31.0,0.94,1995.0,0.93,E
1,Yes,K:1:2:3:4:5,No,-,Neither,-,810364,2018,53.82,23.0,0.96,1997.0,0.94,E
3,Yes,K:1:2:3:4:5,No,-,Neither,-,810370,2018,31.72,27.0,1.8,1995.0,0.82,E
1,Yes,6:07:08,Yes,6:07:08,Neither,-,810378,2018,12.5,52.0,1.13,1996.0,0.96,M
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,810384,2018,8.71,72.0,1.06,1997.0,0.98,H
0,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,810385,2018,,12.0,1.71,,0.96,H
0,Yes,6:7:8:9:10:11:12,Yes,9:10:11:12,Neither,-,810386,2018,65.91,22.0,1.83,2001.0,0.75,T
0,Yes,K:1:2:3:4:5,No,-,Neither,-,810388,2018,25.78,30.0,1.25,1994.0,1.07,E
1,Yes,K:1:2:3:4:5,No,-,Neither,-,810396,2018,23.0,25.0,0.68,1997.0,0.89,E
1,Yes,K:1:2:3:4:5,No,-,Neither,-,810400,2018,51.85,24.0,0.92,1995.0,0.86,E
,,,,,,,810LEA,2018,21.66,635.0,1.01,1996.0,0.93,
0,No,-,No,-,Staff,-,81A000,2018,7.52,20.0,0.29,2002.0,4.86,A
0,No,-,No,-,Neither,-,81B000,2018,8.3,20.0,0.56,2015.0,5.49,A
1,Yes,K:1:2,No,-,Neither,-,820312,2018,18.56,40.0,1.33,2003.0,0.69,E
1,No,-,No,-,Neither,-,820320,2018,25.05,38.0,1.06,2005.0,0.69,E
-,No,-,No,-,Neither,-,820324,2018,,5.0,0.5,,1.35,H
1,No,-,No,-,Neither,-,820340,2018,22.29,39.0,1.39,2005.0,1.05,E
1,No,-,No,-,Neither,-,820346,2018,15.87,43.0,1.34,2004.0,1.09,E
1,No,-,No,-,Neither,-,820347,2018,16.76,46.0,1.64,2002.0,1.0,M
1,No,-,No,-,Neither,-,820348,2018,10.65,52.0,1.41,1995.0,0.86,H
1,No,-,No,-,Neither,-,820349,2018,9.8,52.0,1.21,1993.0,0.71,H
1,No,-,No,-,Neither,-,820350,2018,21.75,41.0,1.28,2001.0,1.49,E
1,No,-,No,-,Neither,-,820352,2018,8.54,56.0,1.3,1992.0,1.01,H
1,No,-,No,-,Neither,-,820354,2018,16.46,46.0,1.18,2001.0,1.09,M
1,No,-,No,-,Neither,-,820364,2018,31.18,36.0,1.16,2001.0,0.83,E
1,Yes,6,No,-,Neither,-,820370,2018,32.56,46.0,1.64,2002.0,0.66,M
1,No,-,No,-,Neither,-,820372,2018,22.59,40.0,1.29,2002.0,0.88,M
1,No,-,No,-,Neither,-,820376,2018,19.77,47.0,1.34,2003.0,1.95,E
1,No,-,No,-,Neither,-,820384,2018,18.54,57.0,1.33,2005.0,1.21,E
1,Yes,4:05,No,-,Neither,-,820385,2018,30.12,39.0,1.95,2005.0,0.54,E
1,No,-,No,-,Neither,-,820388,2018,19.21,60.0,1.5,2002.0,0.52,H
,,,,,,,820LEA,2018,18.67,783.0,1.34,2001.0,0.86,
1,No,-,No,-,Neither,-,821304,2018,31.81,50.0,1.14,2001.0,0.66,E
1,No,-,No,-,Neither,-,821308,2018,11.45,75.0,1.14,1996.0,0.81,H
1,No,-,No,-,Neither,-,821316,2018,34.39,53.0,1.23,2000.0,1.5,E
2,No,-,No,-,Neither,-,821320,2018,12.66,59.0,1.34,2002.0,0.94,M
1,No,-,No,-,Neither,-,821330,2018,23.07,56.0,1.33,1999.0,1.06,E
,,,,,,,821LEA,2018,20.67,293.0,1.23,2000.0,0.91,
1,No,-,No,-,Neither,-,830304,2018,13.99,55.0,1.34,2000.0,1.4,M
3,No,-,No,-,Neither,-,830312,2018,20.94,34.0,1.36,1998.0,1.05,E
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,830316,2018,23.81,29.0,2.42,1960.0,0.56,T
10,No,-,No,-,Neither,-,830320,2018,29.33,51.0,2.68,2000.0,0.89,E
10,No,-,No,-,Neither,-,830328,2018,25.55,58.0,1.61,1994.0,0.83,E
3,No,-,No,-,Neither,-,830336,2018,29.87,38.0,2.0,1997.0,0.97,E
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,830343,2018,14.11,141.0,1.25,1991.0,0.96,H
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,830348,2018,,10.0,1.25,,0.92,H
1,No,-,No,-,Neither,-,830349,2018,17.76,57.0,1.5,1995.0,1.06,M
0,No,-,No,-,Neither,-,830356,2018,28.04,49.0,1.69,2000.0,0.77,E
0,No,-,No,-,Neither,-,830360,2018,24.04,55.0,1.83,2001.0,0.94,E
0,No,-,No,-,Neither,-,830364,2018,19.42,58.0,1.71,2003.0,0.89,E
,,,,,,,830LEA,2018,19.94,635.0,1.57,1994.0,0.5,
1,Yes,9:10:11:12,Yes,9:10:11:12,Staff,-,840302,2018,23.17,59.0,1.48,1994.0,0.87,H
5,Yes,6:07:08,No,-,Staff,-,840303,2018,22.04,49.0,1.36,2005.0,0.73,M
1,Yes,3:04:05,No,-,Staff,-,840304,2018,27.63,37.0,1.16,1997.0,1.2,E
0,Yes,3:04:05,No,-,Staff,-,840308,2018,13.56,35.0,1.17,1998.0,1.26,E
1,Yes,3:04:05,No,-,Staff,-,840310,2018,13.08,50.0,1.32,2002.0,1.14,E
1,Yes,3:04:05,No,-,Staff,-,840312,2018,26.9,32.0,1.33,1997.0,1.06,E
1,Yes,3:04:05,No,-,Neither,-,840316,2018,21.96,25.0,1.14,1995.0,1.29,E
1,Yes,3:04:05,No,-,Staff,-,840320,2018,23.61,36.0,1.38,1996.0,1.16,E
1,Yes,3:04:05,No,-,Staff,-,840324,2018,33.02,26.0,1.3,1998.0,1.16,E
1,Yes,6:07:08,No,-,Staff,-,840328,2018,12.07,46.0,1.31,1998.0,0.73,M
1,Yes,9:10:11:12,Yes,9:10:11:12,Staff,-,840332,2018,22.07,65.0,1.38,1990.0,0.81,H
1,Yes,3:04:05,No,-,Staff,-,840336,2018,19.98,34.0,1.21,1996.0,1.28,E
2,Yes,3:4:5:6:7:8,No,-,Staff,-,840342,2018,14.32,31.0,1.82,1999.0,1.08,I
1,Yes,3:04:05,No,-,Staff,-,840344,2018,27.21,28.0,1.47,1994.0,1.2,E
1,Yes,6:07:08,No,-,Staff,-,840350,2018,12.4,52.0,1.41,2001.0,0.83,M
3,Yes,9:10:11:12,Yes,9:10:11:12,Staff,-,840356,2018,13.94,52.0,1.3,1995.0,0.71,H
6,Yes,6:07:08,No,-,Staff,-,840358,2018,20.09,47.0,1.38,2004.0,0.91,M
2,Yes,3:04:05,No,-,Staff,-,840360,2018,14.42,35.0,1.21,2003.0,0.98,E
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Both,9:10:11:12:13,840361,2018,,,,,1.49,H
1,Yes,9:10:11:12,Yes,9:10:11:12,Staff,-,840368,2018,10.83,64.0,1.19,1994.0,0.77,H
-,Yes,9:10:11:12,Yes,9:10:11:12,Staff,-,840370,2018,,8.0,1.0,,0.75,H
,,,,,,,840LEA,2018,18.3,811.0,1.32,1998.0,0.94,
-,No,-,No,-,Students,8:9:10:11:12,84B000,2018,,49.0,1.29,,4.94,T
0,No,-,No,-,Neither,-,850304,2018,19.18,57.0,1.36,2001.0,1.22,M
1,Yes,3:04:05,No,-,Neither,-,850312,2018,36.89,23.0,1.64,1997.0,0.83,E
5,No,-,No,-,Neither,-,850314,2018,42.96,35.0,2.5,1995.0,1.62,E
2,No,-,No,-,Both,2:3:4:5,850316,2018,33.51,49.0,1.29,1996.0,2.66,E
0,No,-,No,-,Neither,-,850320,2018,54.01,24.0,1.33,1996.0,0.78,E
0,Yes,6:7:8:9:10:11:12,No,-,Neither,-,850324,2018,5.95,12.0,1.33,1990.0,0.27,T
1,No,-,No,-,Neither,-,850328,2018,50.65,30.0,2.0,1999.0,1.57,E
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,850332,2018,19.83,54.0,1.64,2001.0,0.5,H
0,No,-,No,-,Staff,-,850336,2018,56.18,25.0,2.5,1996.0,1.45,E
0,No,-,No,-,Staff,-,850338,2018,27.5,37.0,1.32,2002.0,1.11,M
0,No,-,No,-,Neither,-,850340,2018,48.57,21.0,1.17,1997.0,1.27,E
2,No,-,No,-,Staff,-,850342,2018,15.95,44.0,1.57,2007.0,2.0,E
0,No,-,No,-,Neither,-,850348,2018,28.66,21.0,1.5,2003.0,0.95,E
0,No,-,No,-,Neither,-,850350,2018,19.72,66.0,1.94,1999.0,1.03,M
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,850352,2018,24.2,50.0,0.96,1996.0,0.6,H
2,No,-,No,-,Neither,-,850354,2018,46.29,31.0,1.41,1995.0,1.99,E
1,No,-,No,-,Staff,-,850356,2018,48.82,30.0,1.25,2000.0,1.18,E
4,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,850358,2018,12.72,72.0,1.06,1998.0,0.7,H
0,No,-,No,-,Neither,-,850360,2018,2.87,16.0,2.0,2010.0,0.57,H
,,,,,,,850LEA,2018,26.81,697.0,1.43,1999.0,0.93,
6,Yes,4:05,No,-,Both,PK:K:1:2:3:4:5,860302,2018,25.15,31.0,1.72,2000.0,0.67,E
4,Yes,6:07:08,Yes,7:08,Both,6:07:08,860306,2018,16.37,58.0,1.29,2002.0,0.98,M
3,No,-,No,-,Both,K:1:2:3:4:5,860308,2018,32.96,17.0,0.68,2000.0,0.61,E
2,No,-,No,-,Both,K:1:2:3:4:5,860312,2018,21.8,26.0,0.87,2005.0,0.66,E
20,No,-,No,-,Both,9:10:11:12,860316,2018,8.01,49.0,1.11,2007.0,0.74,H
1,No,-,No,-,Both,K:1:2:3:4:5,860320,2018,19.52,14.0,0.48,2002.0,0.56,E
1,No,-,No,-,Both,K:1:2:3:4:5,860324,2018,17.06,13.0,0.39,2005.0,0.9,E
5,Yes,6:07:08,Yes,7:08,Both,6:07:08,860326,2018,23.63,35.0,1.09,1999.0,0.63,M
1,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,860330,2018,12.96,37.0,1.23,2004.0,0.61,M
0,No,-,No,-,Both,K:1:2:3:4:5,860332,2018,34.79,14.0,1.4,1999.0,0.55,E
3,Yes,9:10:11:12,No,-,Both,9:10:11:12,860336,2018,8.59,66.0,1.32,2010.0,0.73,H
1,No,-,No,-,Both,K:1:2:3:4:5,860339,2018,20.23,29.0,1.0,2007.0,0.97,E
3,Yes,6:07:08,Yes,7:08,Both,6:07:08,860340,2018,24.44,34.0,1.0,2002.0,0.89,M
1,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,860344,2018,22.95,27.0,0.84,2006.0,1.07,E
10,No,-,No,-,Both,K:1:2:3:4:5,860348,2018,33.13,23.0,0.92,2002.0,2.45,E
1,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,860352,2018,10.8,58.0,1.12,2004.0,0.79,H
-,No,-,No,-,Both,9:10:11:12:13,860354,2018,,5.0,0.5,,1.03,H
0,No,-,No,-,Both,K:1:2:3:4:5,860356,2018,39.76,23.0,0.96,2002.0,0.51,E
1,No,-,No,-,Both,K:1:2:3:4:5,860360,2018,23.11,30.0,1.11,2000.0,1.05,E
,,,,,,,860LEA,2018,18.84,589.0,1.02,2003.0,0.78,
0,No,-,No,-,Both,3:4:5:6,861304,2018,23.57,65.0,1.35,1997.0,1.34,E
0,No,-,No,-,Both,9:10:11:12,861308,2018,18.93,51.0,1.55,1995.0,0.62,H
-,No,-,No,-,Both,7:08,861312,2018,,16.0,1.6,,0.91,M
,,,,,,,861LEA,2018,21.85,132.0,1.45,1996.0,0.93,
0,No,-,No,-,Neither,-,862308,2018,16.2,37.0,1.32,1991.0,1.26,E
0,Yes,3:04:05,No,-,Neither,-,862310,2018,15.68,39.0,1.3,1991.0,0.81,E
0,Yes,9:10:11:12,No,-,Neither,-,862312,2018,8.68,40.0,1.0,1993.0,0.9,H
1,Yes,6:07:08,No,-,Neither,-,862316,2018,21.9,44.0,1.38,1994.0,0.8,M
,,,,,,,862LEA,2018,14.92,160.0,1.23,1992.0,0.9,
5,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,Students,9:10:11:12,86T000,2018,10.88,26.0,0.41,2006.0,2.64,A
-,No,-,No,-,Neither,-,870312,2018,,,,,,
1,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,870314,2018,13.6,49.0,1.09,2002.0,0.68,H
0,Yes,6:07:08,No,-,Both,PK:6:7:8,870318,2018,19.76,31.0,1.0,2002.0,0.72,I
0,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,870320,2018,20.91,31.0,1.19,1999.0,1.02,E
5,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,870324,2018,23.58,34.0,1.0,2000.0,0.98,E
,,,,,,,870LEA,2018,19.14,145.0,1.07,2001.0,0.85,
0,Yes,2:3:4:5,No,-,Neither,-,880304,2018,29.8,50.0,1.35,2000.0,1.18,E
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,880308,2018,18.17,74.0,1.28,1997.0,0.79,H
1,Yes,6:07:08,Yes,6:07:08,Neither,-,880312,2018,30.67,53.0,1.29,1999.0,0.89,M
1,Yes,2:3:4:5,No,-,Neither,-,880318,2018,22.01,38.0,1.09,2000.0,0.94,E
-,Yes,9:10:11:12,No,-,Neither,-,880320,2018,,17.0,1.42,,0.61,H
2,Yes,2:3:4:5,No,-,Neither,-,880324,2018,35.26,34.0,1.21,2000.0,0.94,E
5,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,880328,2018,27.86,31.0,1.11,2005.0,0.68,H
5,Yes,6:07:08,Yes,6:07:08,Neither,-,880330,2018,36.08,31.0,1.72,2005.0,0.77,M
1,Yes,K:1:2:3:5,No,-,Neither,-,880336,2018,73.51,16.0,1.45,1998.0,0.83,E
,,,,,,,880LEA,2018,28.65,344.0,1.28,2001.0,0.86,
0,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,890304,2018,51.98,41.0,1.58,1992.0,0.36,H
0,Yes,6:07:08,No,-,Neither,-,890306,2018,63.66,13.0,1.3,1992.0,0.72,M
0,Yes,K:3:4:5,No,-,Neither,-,890308,2018,45.65,32.0,1.39,1993.0,0.69,E
,,,,,,,890LEA,2018,51.62,86.0,1.46,1992.0,0.55,
10,Yes,3:04:05,No,-,Neither,-,900302,2018,16.59,55.0,1.31,2003.0,1.22,E
5,Yes,3:04:05,No,-,Neither,-,900303,2018,33.95,55.0,1.62,2003.0,1.11,E
5,Yes,3:04:05,No,-,Neither,-,900304,2018,20.25,70.0,1.43,2004.0,0.77,E
4,Yes,3:04:05,No,-,Neither,-,900305,2018,16.75,62.0,1.13,2003.0,1.07,E
4,Yes,3:04:05,No,-,Neither,-,900306,2018,26.86,58.0,1.32,2001.0,0.87,E
5,Yes,3:04:05,No,-,Neither,-,900307,2018,22.56,65.0,1.3,2003.0,0.85,E
8,Yes,6:07:08,Yes,6:07:08,Neither,-,900308,2018,10.36,79.0,1.27,2004.0,0.69,M
1,Yes,6:07:08,Yes,6:07:08,Neither,-,900310,2018,11.88,78.0,1.3,2005.0,0.81,M
3,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,900311,2018,6.11,84.0,1.22,2005.0,0.77,H
4,Yes,3:04:05,No,-,Neither,-,900312,2018,28.36,47.0,1.38,2001.0,1.04,E
6,Yes,6:07:08,Yes,6:07:08,Neither,-,900314,2018,12.63,89.0,1.39,2003.0,0.75,M
10,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,900316,2018,9.56,80.0,1.16,2005.0,0.63,H
5,Yes,3:04:05,No,-,Neither,-,900318,2018,21.67,48.0,1.41,2000.0,1.18,E
4,Yes,3:04:05,No,-,Neither,-,900320,2018,25.8,52.0,1.44,2001.0,1.09,E
4,Yes,3:04:05,No,-,Neither,-,900328,2018,21.22,59.0,1.23,2003.0,1.38,E
5,Yes,3:04:05,No,-,Neither,-,900332,2018,30.24,49.0,1.17,2002.0,0.88,E
5,Yes,3:04:05,No,-,Neither,-,900334,2018,24.26,52.0,1.33,2003.0,1.26,E
3,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,900336,2018,8.56,95.0,1.36,2001.0,0.67,H
1,Yes,3:04:05,No,-,Neither,-,900340,2018,30.07,27.0,1.29,2000.0,0.85,E
1,Yes,3:04:05,No,-,Neither,-,900341,2018,33.92,51.0,1.42,2000.0,1.14,E
9,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,900342,2018,10.96,96.0,1.25,2004.0,0.76,H
2,Yes,6:07:08,Yes,6:07:08,Neither,-,900343,2018,12.1,104.0,1.39,2003.0,0.79,M
2,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,900344,2018,9.4,85.0,1.33,2004.0,0.67,H
1,Yes,6:07:08,Yes,6:07:08,Neither,-,900346,2018,11.27,69.0,1.35,2003.0,0.76,M
4,Yes,3:04:05,No,-,Neither,-,900347,2018,19.72,51.0,1.0,2004.0,1.11,E
3,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,900348,2018,10.94,96.0,1.48,2001.0,0.75,H
4,Yes,6:07:08,Yes,6:07:08,Neither,-,900350,2018,13.34,57.0,1.21,2003.0,0.76,M
4,Yes,3:04:05,No,-,Neither,-,900351,2018,24.46,58.0,1.23,2002.0,1.14,E
4,Yes,3:04:05,No,-,Neither,-,900352,2018,27.85,41.0,1.41,2000.0,1.08,E
5,Yes,3:04:05,No,-,Neither,-,900353,2018,30.91,60.0,2.0,2003.0,1.12,E
2,Yes,3:04:05,No,-,Neither,-,900354,2018,31.31,48.0,1.14,1998.0,0.77,E
