year,agency_code,lp_school,rlp_school,clpc_school,lp_num,lp_den,lp_pct,lp_district
2018,230355,N,N,N,,,,
2018,230357,N,N,N,,,,
2018,230359,N,N,N,,,,
2018,230361,N,N,N,,,,
2018,230362,N,N,N,,,,
2018,230364,N,N,N,,,,
2018,230368,Y,N,N,,,,
2018,230370,N,N,N,,,,
2018,230376,N,N,N,,,,
2018,230380,N,N,N,,,,
2018,230LEA,,,,2,27,7.4,N
2018,23A000,N,N,N,,,,
2018,240304,Y,Y,N,,,,
2018,240308,N,N,N,,,,
2018,240328,N,N,N,,,,
2018,240330,N,N,N,,,,
2018,240332,Y,Y,N,,,,
2018,240334,N,N,N,,,,
2018,240344,Y,Y,N,,,,
2018,240352,N,N,N,,,,
2018,240354,N,Y,N,,,,
2018,240356,N,N,N,,,,
2018,240368,N,N,N,,,,
2018,240370,N,N,N,,,,
2018,240371,N,N,N,,,,
2018,240372,N,Y,N,,,,
2018,240373,N,N,N,,,,
2018,240376,Y,Y,N,,,,
2018,240380,N,N,N,,,,
2018,240388,N,N,N,,,,
2018,240LEA,,,,4,18,22.2,N
2018,241304,N,N,N,,,,
2018,241308,N,N,N,,,,
2018,241312,N,N,N,,,,
2018,241316,N,N,N,,,,
2018,241320,N,N,N,,,,
2018,241LEA,,,,0,3,0.0,N
2018,24B000,Y,N,Y,,,,
2018,24N000,N,N,N,,,,
2018,250304,N,N,N,,,,
2018,250306,N,N,N,,,,
2018,250308,N,N,N,,,,
2018,250312,N,N,N,,,,
2018,250314,N,N,N,,,,
2018,250316,N,N,N,,,,
2018,250320,N,N,N,,,,
2018,250321,N,N,N,,,,
2018,250324,N,N,N,,,,
2018,250328,N,N,N,,,,
2018,250332,Y,N,N,,,,
2018,250336,N,N,N,,,,
2018,250340,N,N,N,,,,
2018,250344,N,N,N,,,,
2018,250348,Y,Y,N,,,,
2018,250350,N,N,N,,,,
2018,250356,N,N,N,,,,
2018,250360,Y,Y,N,,,,
2018,250362,Y,Y,N,,,,
2018,250364,N,N,N,,,,
2018,250368,N,N,N,,,,
2018,250372,N,N,N,,,,
2018,250376,Y,Y,N,,,,
2018,250378,N,N,N,,,,
2018,250380,N,N,N,,,,
2018,250LEA,,,,5,25,20.0,N
2018,260302,N,N,N,,,,
2018,260306,N,N,N,,,,
2018,260308,Y,N,N,,,,
2018,260310,Y,N,N,,,,
2018,260312,N,N,N,,,,
2018,260316,N,N,N,,,,
2018,260318,N,N,N,,,,
2018,260320,N,N,N,,,,
2018,260321,Y,Y,N,,,,
2018,260322,N,N,N,,,,
2018,260325,N,N,N,,,,
2018,260326,N,N,N,,,,
2018,260332,N,N,N,,,,
2018,260336,Y,Y,N,,,,
2018,260338,Y,Y,N,,,,
2018,260340,N,N,N,,,,
2018,260342,N,N,N,,,,
2018,260344,N,N,N,,,,
2018,260347,N,N,N,,,,
2018,260348,N,N,N,,,,
2018,260352,N,N,N,,,,
2018,260354,N,N,N,,,,
2018,260356,N,N,N,,,,
2018,260357,N,N,N,,,,
2018,260358,Y,Y,N,,,,
2018,260359,N,N,N,,,,
2018,260361,N,N,N,,,,
2018,260362,N,N,N,,,,
2018,260363,N,N,N,,,,
2018,260364,N,N,N,,,,
2018,260365,N,N,N,,,,
2018,260366,N,N,N,,,,
2018,260367,N,N,N,,,,
2018,260368,N,N,N,,,,
2018,260369,N,N,N,,,,
2018,260370,Y,Y,N,,,,
2018,260371,Y,Y,N,,,,
2018,260372,Y,Y,N,,,,
2018,260373,N,N,N,,,,
2018,260374,N,N,N,,,,
2018,260375,N,N,N,,,,
2018,260380,N,N,N,,,,
2018,260382,N,N,N,,,,
2018,260383,N,N,N,,,,
2018,260386,Y,N,N,,,,
2018,260388,N,N,N,,,,
2018,260396,Y,N,N,,,,
2018,260397,N,N,N,,,,
2018,260398,N,N,N,,,,
2018,260400,N,N,N,,,,
2018,260401,N,N,N,,,,
2018,260402,Y,Y,N,,,,
2018,260403,N,N,N,,,,
2018,260404,N,N,N,,,,
2018,260405,N,N,N,,,,
2018,260406,N,N,N,,,,
2018,260407,N,N,N,,,,
2018,260408,N,N,N,,,,
2018,260410,N,N,N,,,,
2018,260411,N,N,N,,,,
2018,260412,N,N,N,,,,
2018,260413,N,N,N,,,,
2018,260414,N,N,N,,,,
2018,260415,N,N,N,,,,
2018,260416,N,N,N,,,,
2018,260417,N,N,N,,,,
2018,260418,N,N,N,,,,
2018,260419,N,N,N,,,,
2018,260424,N,N,N,,,,
2018,260425,Y,Y,N,,,,
2018,260426,Y,Y,N,,,,
2018,260427,N,N,N,,,,
2018,260428,Y,Y,N,,,,
2018,260430,N,N,N,,,,
2018,260432,N,N,N,,,,
2018,260434,N,N,N,,,,
2018,260440,N,N,N,,,,
2018,260444,Y,Y,N,,,,
2018,260446,N,N,N,,,,
2018,260448,N,N,N,,,,
2018,260449,N,N,N,,,,
2018,260450,N,N,N,,,,
2018,260452,N,N,N,,,,
2018,260454,N,Y,N,,,,
2018,260455,N,N,N,,,,
2018,260459,N,N,N,,,,
2018,260700,N,N,N,,,,
2018,260LEA,,,,16,80,20.0,N
2018,26B000,N,N,N,,,,
2018,26C000,N,N,Y,,,,
2018,270304,N,N,N,,,,
2018,270306,N,N,N,,,,
2018,270308,N,N,N,,,,
2018,270309,N,N,N,,,,
2018,270310,N,N,N,,,,
2018,270311,N,N,N,,,,
2018,270312,N,N,N,,,,
2018,270316,N,N,N,,,,
2018,270318,N,N,N,,,,
2018,270320,N,N,N,,,,
2018,270LEA,,,,0,10,0.0,N
2018,27A000,N,N,N,,,,
2018,280302,N,N,N,,,,
2018,280304,N,N,N,,,,
2018,280306,N,N,N,,,,
2018,280308,N,N,N,,,,
2018,280310,N,N,N,,,,
2018,280312,N,N,N,,,,
2018,280316,N,N,N,,,,
2018,280320,N,N,N,,,,
2018,280324,N,N,N,,,,
2018,280328,N,N,N,,,,
2018,280330,N,N,N,,,,
2018,280LEA,,,,0,10,0.0,N
2018,290302,N,N,N,,,,
2018,290306,N,N,N,,,,
2018,290307,N,N,N,,,,
2018,290308,N,N,N,,,,
2018,290309,Y,N,N,,,,
2018,290310,N,N,N,,,,
2018,290312,N,Y,N,,,,
2018,290314,N,N,N,,,,
2018,290315,N,N,N,,,,
2018,290316,N,N,N,,,,
2018,290320,N,N,N,,,,
2018,290322,N,N,N,,,,
2018,290324,N,N,N,,,,
2018,290328,N,N,N,,,,
2018,290330,N,N,N,,,,
2018,290332,N,N,N,,,,
2018,290333,N,N,N,,,,
2018,290334,N,N,N,,,,
2018,290336,N,N,N,,,,
2018,290344,N,N,N,,,,
2018,290348,N,N,N,,,,
2018,290349,N,N,N,,,,
2018,290350,N,N,N,,,,
2018,290351,N,N,N,,,,
2018,290352,N,N,N,,,,
2018,290356,N,N,N,,,,
2018,290364,N,N,N,,,,
2018,290365,N,N,N,,,,
2018,290366,N,N,N,,,,
2018,290367,Y,N,N,,,,
2018,290375,N,N,N,,,,
2018,290376,N,N,N,,,,
2018,290380,N,N,N,,,,
2018,290384,N,N,N,,,,
2018,290388,N,N,N,,,,
2018,290389,N,N,N,,,,
2018,290LEA,,,,2,34,5.9,N
2018,291308,N,N,N,,,,
2018,291332,Y,Y,N,,,,
2018,291336,N,N,N,,,,
2018,291340,N,N,N,,,,
2018,291348,N,N,N,,,,
2018,291350,N,N,N,,,,
2018,291352,N,N,N,,,,
2018,291LEA,,,,1,5,20.0,N
2018,292316,Y,Y,N,,,,
2018,292318,Y,Y,N,,,,
2018,292320,N,N,N,,,,
2018,292324,N,Y,N,,,,
2018,292LEA,,,,2,4,50.0,N
2018,298202,N,N,N,,,,
2018,298203,N,N,N,,,,
2018,298204,N,N,N,,,,
2018,300306,N,N,N,,,,
2018,300308,N,N,N,,,,
2018,300310,N,N,N,,,,
2018,300312,N,N,N,,,,
2018,300314,N,N,N,,,,
2018,300320,N,N,N,,,,
2018,300325,N,N,N,,,,
2018,300326,N,N,N,,,,
2018,300328,N,N,N,,,,
2018,300330,N,N,N,,,,
2018,300336,N,N,N,,,,
2018,300337,N,N,N,,,,
2018,300LEA,,,,0,11,0.0,N
2018,310304,N,N,N,,,,
2018,310308,N,N,N,,,,
2018,310330,N,N,N,,,,
2018,310336,N,Y,N,,,,
2018,310338,N,N,N,,,,
2018,310344,N,N,N,,,,
2018,310352,N,N,N,,,,
2018,310356,N,N,N,,,,
2018,310360,N,N,N,,,,
2018,310364,N,N,N,,,,
2018,310384,N,Y,N,,,,
2018,310388,N,Y,N,,,,
2018,310392,N,N,N,,,,
2018,310LEA,,,,0,13,0.0,N
2018,320304,N,Y,N,,,,
2018,320306,Y,Y,N,,,,
2018,320308,N,N,N,,,,
2018,320309,N,N,N,,,,
2018,320310,Y,Y,N,,,,
2018,320312,N,N,N,,,,
2018,320313,N,N,N,,,,
2018,320314,N,N,N,,,,
2018,320315,Y,Y,N,,,,
2018,320316,N,N,N,,,,
2018,320317,N,N,N,,,,
2018,320318,N,N,N,,,,
2018,320319,N,N,N,,,,
2018,320320,Y,Y,N,,,,
2018,320322,N,N,N,,,,
2018,320323,N,N,N,,,,
2018,320324,N,N,N,,,,
2018,320325,N,N,N,,,,
2018,320327,N,N,N,,,,
2018,320328,N,N,N,,,,
2018,320329,N,N,N,,,,
2018,320332,N,N,N,,,,
2018,320336,N,N,N,,,,
2018,320338,Y,Y,N,,,,
2018,320339,Y,Y,N,,,,
2018,320340,N,N,N,,,,
2018,320341,N,N,N,,,,
2018,320342,N,N,N,,,,
2018,320343,Y,Y,N,,,,
2018,320344,Y,Y,N,,,,
2018,320346,Y,Y,N,,,,
2018,320347,N,N,N,,,,
2018,320348,N,N,N,,,,
2018,320352,Y,Y,N,,,,
2018,320353,N,N,N,,,,
2018,320354,N,N,N,,,,
2018,320355,N,Y,N,,,,
2018,320356,N,N,N,,,,
2018,320360,N,N,N,,,,
2018,320362,Y,N,N,,,,
2018,320363,N,N,N,,,,
2018,320364,N,N,N,,,,
2018,320365,N,N,N,,,,
2018,320366,Y,Y,N,,,,
2018,320367,N,N,N,,,,
2018,320368,N,Y,N,,,,
2018,320369,N,Y,N,,,,
2018,320370,N,N,N,,,,
2018,320372,N,N,N,,,,
2018,320374,Y,Y,N,,,,
2018,320376,N,N,N,,,,
2018,320388,N,Y,N,,,,
2018,320400,Y,Y,N,,,,
2018,320701,N,N,N,,,,
2018,320LEA,,,,14,49,28.6,N
2018,32A000,N,N,N,,,,
2018,32B000,N,N,Y,,,,
2018,32C000,N,N,N,,,,
2018,32D000,N,N,N,,,,
2018,32H000,Y,N,N,,,,
2018,32K000,N,N,N,,,,
2018,32L000,N,N,N,,,,
2018,32M000,N,N,N,,,,
2018,32N000,N,N,N,,,,
2018,32P000,Y,N,Y,,,,
2018,32Q000,N,N,N,,,,
2018,32R000,N,N,N,,,,
2018,32S000,N,N,Y,,,,
2018,330304,Y,Y,N,,,,
2018,330308,N,N,N,,,,
2018,330312,Y,Y,N,,,,
2018,330326,N,N,N,,,,
2018,330328,N,N,N,,,,
2018,330332,Y,Y,N,,,,
2018,330334,Y,Y,N,,,,
2018,330340,Y,Y,N,,,,
2018,330344,Y,N,N,,,,
2018,330348,N,N,N,,,,
2018,330350,Y,Y,N,,,,
2018,330354,Y,Y,N,,,,
2018,330358,Y,Y,N,,,,
2018,330360,Y,Y,N,,,,
2018,330LEA,,,,10,14,71.4,Y
2018,33A000,N,N,N,,,,
2018,340308,Y,Y,N,,,,
2018,340311,N,N,N,,,,
2018,340314,Y,Y,N,,,,
2018,340320,N,N,N,,,,
2018,340326,N,N,N,,,,
2018,340330,N,N,N,,,,
2018,340332,N,N,N,,,,
2018,340334,N,N,N,,,,
2018,340336,N,N,N,,,,
2018,340344,N,N,N,,,,
2018,340348,N,N,N,,,,
2018,340350,N,N,N,,,,
2018,340351,N,Y,N,,,,
2018,340354,N,N,N,,,,
2018,340362,N,N,N,,,,
2018,340364,N,N,N,,,,
2018,340366,Y,Y,N,,,,
2018,340368,Y,Y,N,,,,
2018,340372,N,N,N,,,,
2018,340376,Y,Y,N,,,,
2018,340380,Y,Y,N,,,,
2018,340382,N,N,N,,,,
2018,340384,N,N,N,,,,
2018,340385,N,N,N,,,,
2018,340390,Y,Y,N,,,,
2018,340392,N,N,N,,,,
2018,340398,N,N,N,,,,
2018,340400,Y,Y,N,,,,
