year,agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
2014,010354,,ALL,26,,F,28,,F,25,,,,,,,,,,,,,,,,27,,Met,81.9,38,F,37,39,Met,Exceeded,80.5,85.1
2014,010357,,ALL,34,,D,31,,F,37,,,,,,,,,,,,,,,,33,,NotMet,63.1,39,F,40,39,NotMet,Met,61.9,73.4
2014,010358,,ALL,42,,D,41,,D,58,,,,,,,,,,,,,,,,44,,Met,71.2,50,D,46,49,NotMet,Met,62.5,80.9
2014,010360,,ALL,,,,,,,,,48,,39,,41,,28,,72,,81,,67,,50,,Exceeded,89.2,58,C,,,,,,
2014,010362,,ALL,69,,C,70,,C,84,,,,,,,,,,,,,,,,71,,NotMet,54.4,68,C,65,69,NotMet,NotMet,50.0,65.5
2014,010364,,ALL,37,,D,37,,D,29,,,,,,,,,,,,,,,,36,,NotMet,58.3,40,D,42,44,NotMet,Met,59.5,70.7
2014,010372,,ALL,32,,F,43,,D,54,,,,,,,,,,,,,,,,40,,NotMet,69.4,46,D,39,49,NotMet,Met,68.5,74.2
2014,010374,,ALL,44,,D,34,,D,46,,,,,,,,,,,,,,,,40,,Met,81.8,48,D,52,43,Met,Met,83.9,80.2
2014,010378,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,010380,,ALL,36,,D,40,,D,44,,,,,,,,,,,,,,,,39,,Met,77.6,47,D,45,48,Met,Met,80.5,78.9
2014,010384,,ALL,70,,B,72,,B,75,,,,,,,,,,,,,,,,72,,Met,77.4,73,B,70,74,NotMet,Met,68.1,82.1
2014,010388,,ALL,,,,,,,,,47,,54,,55,,58,,74,,93,,83,,64,,Met,71.8,66,C,,,,,,
2014,010390,,ALL,47,,D,52,,C,62,,95,1,,,,,,,,,,,,,53,,NotMet,68.3,56,C,53,57,Met,Met,80.2,77.4
2014,010392,,ALL,60,,C,57,,C,68,,,,,,,,,,,,,,,,60,,NotMet,56.8,59,C,60,58,NotMet,NotMet,59.1,63.4
2014,010394,,ALL,36,,F,48,,D,57,,91,,,,,,,,,,,,,,46,,NotMet,52.0,47,D,39,52,NotMet,NotMet,50.9,67.0
2014,010396,,ALL,,,,,,,,,51,,57,,39,,55,,74,,92,,90,,63,,Met,80.0,66,C,,,,,,
2014,010400,,ALL,,,,,,,,,55,,60,,54,,64,,76,,95,1,91,,70,,NotMet,68.6,69,C,,,,,,
2014,010403,,ALL,47,,D,59,,C,70,,95,1,,,,,,,,,,,,,57,,Met,76.5,61,C,53,63,Met,Met,79.1,78.6
2014,010406,,ALL,57,,C,56,,C,69,,95,1,,,,,,,,,,,,,60,,Met,84.5,65,C,63,61,Exceeded,Met,85.0,78.8
2014,01B000,,ALL,53,,C,72,,B,71,,33,,78,,49,,69,,,,95,1,95,1,66,,Met,81.6,69,C,56,76,Met,Exceeded,70.0,90.0
2014,01C000,,ALL,58,,C,67,,C,80,,51,,50,,81,,68,,,,95,1,94,,67,,Met,74.3,68,C,60,69,NotMet,Met,67.4,76.4
2014,01D000,,ALL,76,,B,82,,B,95,1,60,,95,1,73,,88,,,,81,,92,,82,,Met,83.8,82,B,78,80,Exceeded,Met,86.2,75.3
2014,020302,,ALL,,,,,,,,,56,,57,,60,,64,,66,,94,,85,,69,,Exceeded,87.9,73,B,,,,,,
2014,020304,,ALL,66,,C,68,,C,69,,,,,,,,,,,,,,,,67,,NotMet,59.9,66,C,66,68,NotMet,Met,64.7,70.2
2014,020306,,ALL,33,,F,58,,C,71,,95,1,,,,,,,,,,,,,51,,NotMet,66.2,54,D,37,63,NotMet,Met,56.5,84.8
2014,020308,,ALL,65,,C,64,,C,58,,,,,,,,,,,,,,,,64,,NotMet,59.7,63,C,64,67,NotMet,Met,58.4,78.6
2014,020316,,ALL,67,,B,55,,C,70,,,,,,,,,,,,,,,,62,,Met,80.4,66,C,70,59,Met,Met,83.5,76.5
2014,020320,,ALL,52,,D,59,,C,56,,,,,,,,,,,,,,,,56,,NotMet,59.7,56,C,54,61,NotMet,NotMet,59.5,69.5
2014,020324,,ALL,63,,C,61,,C,77,,,,,,,,,,,,,,,,65,,Met,80.5,68,C,67,65,Met,Met,79.2,80.9
2014,020328,,ALL,54,,D,57,,C,66,,,,,,,,,,,,,,,,57,,NotMet,60.4,58,C,54,61,NotMet,Met,57.6,76.9
2014,020330,,ALL,43,,D,62,,C,83,,95,1,,,,,,,,,,,,,58,,Exceeded,91.5,65,C,50,68,Met,Exceeded,80.4,91.4
2014,020332,,ALL,59,,C,61,,C,84,,,,,,,,,,,,,,,,64,,NotMet,67.5,64,C,58,65,NotMet,Met,57.1,78.2
2014,030304,,ALL,,,,,,,,,54,,62,,60,,66,,52,,87,,92,,68,,Met,82.5,71,B,,,,,,
2014,030308,,ALL,58,,C,50,,C,79,,95,1,,,,,,,,,,,,,59,,Met,84.2,64,C,64,55,Exceeded,Met,90.4,72.8
2014,030316,,ALL,79,,B,75,,B,91,,83,,,,,,,,,,,,,,79,,Met,81.3,80,B,80,76,Met,Met,81.2,80.7
2014,030320,,ALL,44,,D,53,,C,75,,89,,,,,,,,,,,,,,53,,NotMet,59.9,54,D,47,57,NotMet,Met,59.3,72.6
2014,040304,,ALL,,,,,,,,,33,,64,,51,,62,,,,95,1,95,1,61,,Met,81.1,65,C,,,,,,
2014,040305,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,040306,,ALL,,,,,,,,,17,,36,,28,,28,,26,,95,1,85,,49,,Met,81.3,55,C,,,,,,
2014,040308,,ALL,53,,C,55,,C,51,,,,,,,,,,,,,,,,53,,Exceeded,90.1,61,C,59,62,Exceeded,Exceeded,85.4,90.3
2014,040309,,ALL,24,,F,38,,D,57,,,,,,,,,,,,,,,,36,,NotMet,57.2,40,D,30,44,NotMet,NotMet,56.0,69.7
2014,040311,,ALL,21,,F,39,,D,,,,,,,,,,,,,,,,,30,,NotMet,59.4,35,F,30,43,NotMet,NotMet,65.7,60.9
2014,040316,,ALL,35,,D,41,,D,41,,,,,,,,,,,,,,,,38,,Exceeded,91.5,49,D,46,50,Exceeded,Exceeded,92.4,86.0
2014,040324,,ALL,34,,D,27,,F,35,,,,,,,,,,,,,,,,31,,Exceeded,91.7,43,D,47,38,Exceeded,Met,96.3,81.0
2014,040328,,ALL,51,,C,54,,C,59,,,,,,,,,,,,,,,,53,,Exceeded,86.5,60,C,59,59,Exceeded,Met,89.2,81.3
2014,040330,,ALL,22,,F,28,,F,26,,,,,,,,,,,,,,,,25,,Exceeded,85.8,37,F,35,39,Exceeded,Exceeded,88.5,85.9
2014,040700,,ALL,,,,,,,,,11,,46,,33,,46,,,,95,1,95,1,46,,NotMet,59.5,49,D,,,,,,
2014,050302,,ALL,,,,,,,,,54,,67,,70,,57,,72,,95,,87,,71,,NotMet,65.2,69,C,,,,,,
2014,050305,,ALL,56,,C,67,,B,83,,,,,,,,,,,,,,,,66,,Exceeded,89.2,70,B,62,71,Met,Met,84.4,84.4
2014,050310,,ALL,47,,D,53,,C,71,,,,,,,,,,,,,,,,52,,Exceeded,86.4,59,C,54,59,Met,Exceeded,84.1,85.9
2014,050330,,ALL,65,,B,64,,B,81,,,,,,,,,,,,,,,,66,,Exceeded,97.6,73,B,71,70,Exceeded,Exceeded,95.2,90.9
2014,050335,,ALL,65,,C,66,,B,71,,,,,,,,,,,,,,,,66,,Exceeded,88.9,71,B,69,71,Met,Exceeded,84.3,87.3
2014,060302,,ALL,,,,,,,,,5,2,37,,42,,58,,78,,95,1,95,1,66,,NotMet,68.2,66,C,,,,,,
2014,060304,,ALL,64,,C,59,,C,82,,,,,,,,,,,,,,,,65,,Met,84.7,69,C,68,64,Met,Met,82.3,82.2
2014,060310,,ALL,59,,C,68,,B,83,,,,,,,,,,,,,,,,66,,Exceeded,94.0,71,B,66,72,Exceeded,Exceeded,94.9,86.9
2014,060316,,ALL,73,,B,72,,B,88,,,,,,,,,,,,,,,,75,,Exceeded,93.4,79,B,77,74,Exceeded,Met,94.5,83.7
2014,060318,,ALL,38,,D,53,,C,81,,95,1,,,,,,,,,,,,,53,,Met,80.0,58,C,45,58,Met,Met,76.2,76.8
2014,060322,,ALL,49,,C,56,,C,71,,,,,,,,,,,,,,,,55,,Exceeded,86.4,61,C,55,62,Met,Exceeded,78.5,88.8
2014,060328,,ALL,45,,D,54,,C,54,,,,,,,,,,,,,,,,50,,Met,80.4,56,C,53,59,Met,Met,81.8,80.6
2014,060332,,ALL,46,,C,50,,C,70,,,,,,,,,,,,,,,,52,,Exceeded,86.6,59,C,55,57,Exceeded,Met,88.0,82.6
2014,060334,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,060700,,ALL,,,,,,,,,,,60,,78,,93,,95,1,95,1,93,,89,,Met,81.3,88,A,,,,,,
2014,060701,,ALL,,,,,,,,,58,,95,1,,,,,,,,,,,65,,Met,71.4,66,C,,,,,,
2014,06B000,,ALL,41,,D,53,,C,67,,43,,73,,,,60,,,,95,1,80,,56,,Met,73.4,60,C,48,57,Met,Met,75.3,73.8
2014,070308,,ALL,68,,C,69,,C,83,,95,1,,,,,,,,,,,,,71,,NotMet,64.9,70,B,67,69,NotMet,NotMet,62.5,69.1
2014,070310,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,070311,,ALL,,,,,,,,,80,,80,,86,,95,1,,,95,1,91,,88,,Exceeded,89.8,88,A,,,,,,
2014,070325,,ALL,36,,D,52,,D,65,,79,,,,,,,,,,,,,,49,,NotMet,56.5,51,D,41,54,NotMet,NotMet,58.8,62.9
2014,070326,,ALL,79,,B,75,,B,,,,,,,,,,,,,,,,,77,,Met,82.0,78,B,80,76,Met,Met,84.8,77.3
2014,070327,,ALL,51,,D,50,,C,,,,,,,,,,,,,,,,,50,,Met,80.4,56,C,51,56,,Met,,80.4
2014,070328,,ALL,36,,F,46,,D,46,,,,,,,,,,,,,,,,42,,NotMet,50.0,44,D,39,50,NotMet,NotMet,50.0,67.7
2014,070329,,ALL,45,,D,50,,C,78,,95,,,,,,,,,,,,,,53,,Met,84.0,59,C,53,55,Met,Met,84.7,74.3
2014,070330,,ALL,,,,,,,,,58,,51,,34,,51,,70,,95,1,87,,62,,NotMet,59.3,61,C,,,,,,
2014,070338,,ALL,34,,D,41,,D,64,,79,,,,,,,,,,,,,,43,,Met,76.0,50,D,44,45,Met,NotMet,82.8,63.6
2014,070339,,ALL,,,,,,,,,57,,51,,29,,42,,70,,95,1,92,,62,,Met,81.1,66,C,,,,,,
2014,070340,,ALL,24,,F,31,,D,47,,60,,,,,,,,,,,,,,32,,Met,72.1,40,D,34,40,Met,Met,75.1,76.5
2014,070342,,ALL,,,,,,,,,38,,49,,47,,53,,60,,95,1,76,,59,,Met,74.2,62,C,,,,,,
2014,07A000,,ALL,39,,D,76,,B,60,,80,,,,,,,,,,,,,,58,,Met,76.5,62,C,47,77,Met,Met,75.8,82.9
2014,080311,,ALL,,,,,,,,,51,,71,,55,,61,,85,,95,1,95,1,70,,Met,74.9,71,B,,,,,,
2014,080312,,ALL,,,,,,,,,21,,25,,18,,16,,34,,95,1,79,,43,,NotMet,58.4,46,D,,,,,,
2014,080314,,ALL,24,,F,39,,D,66,,86,,,,,,,,,,,,,,37,,Exceeded,88.8,47,D,35,49,Met,Exceeded,80.0,90.1
2014,080348,,ALL,31,,D,39,,D,33,,,,,,,,,,,,,,,,35,,Met,77.2,43,D,42,45,Met,Met,82.4,72.8
2014,080356,,ALL,23,,F,30,,F,27,,,,,,,,,,,,,,,,27,,NotMet,67.5,35,F,34,39,Met,Met,75.3,76.2
2014,080360,,ALL,24,,F,38,,D,27,,,,,,,,,,,,,,,,30,,Met,70.1,38,F,34,46,Met,Met,72.2,80.4
2014,080362,,ALL,39,,D,37,,D,61,,,,,,,,,,,,,,,,41,,Met,76.8,48,D,47,43,Met,NotMet,77.6,69.9
2014,080375,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,080700,,ALL,,,,,,,,,65,,80,,85,,67,,86,,95,1,95,,84,,Met,80.1,83,B,,,,,,
2014,090304,,ALL,56,,C,44,,D,50,,,,,,,,,,,,,,,,50,,Met,70.5,54,D,62,48,Met,NotMet,83.2,65.7
2014,090315,,ALL,23,,F,38,,D,48,,54,,,,,,,,,,,,,,34,,NotMet,58.2,39,F,30,45,NotMet,Met,58.6,74.5
2014,090317,,ALL,54,,C,49,,D,,,,,,,,,,,,,,,,,52,,NotMet,68.5,55,C,57,54,NotMet,Met,68.8,73.2
2014,090318,,ALL,41,,D,46,,D,,,,,,,,,,,,,,,,,44,,Exceeded,85.3,52,D,51,52,Exceeded,Met,90.0,77.2
2014,090320,,ALL,37,,D,60,,C,65,,95,1,,,,,,,,,,,,,52,,NotMet,58.8,54,D,42,63,NotMet,Met,61.4,74.4
2014,090324,,ALL,63,,C,56,,C,,,,,,,,,,,,,,,,,60,,Exceeded,86.8,65,C,68,62,Exceeded,Met,86.8,83.8
2014,090328,,ALL,24,,F,30,,D,46,,83,,,,,,,,,,,,,,30,,Met,78.9,40,D,35,40,Met,Met,83.0,76.6
2014,090330,,ALL,,,,,,,,,33,,52,,33,,32,,64,,95,1,74,,53,,NotMet,66.1,56,C,,,,,,
2014,090332,,ALL,24,,F,33,,D,50,,47,,,,,,,,,,,,,,33,,Met,82.8,43,D,36,43,Met,Met,84.6,83.5
2014,090333,,ALL,41,,D,43,,D,,,,,,,,,,,,,,,,,42,,Met,84.5,50,D,49,51,Met,Exceeded,81.9,85.0
2014,090352,,ALL,54,,C,49,,C,,,,,,,,,,,,,,,,,51,,Met,78.6,57,C,59,55,Met,Met,79.3,78.6
2014,090365,,ALL,21,,F,41,,D,56,,70,,,,,,,,,,,,,,37,,Met,73.8,44,D,31,49,Met,Met,72.2,80.0
2014,090368,,ALL,,,,,,,,,22,,50,,39,,34,,52,,95,1,80,,53,,NotMet,66.5,56,C,,,,,,
2014,09A000,,ALL,5,2,F,20,,F,25,,8,,33,,33,,,,,,,,,,14,,NotMet,59.6,23,F,13,30,NotMet,Met,59.6,70.1
2014,100302,,ALL,51,,D,60,,C,59,,,,,,,,,,,,,,,,56,,NotMet,54.8,55,C,51,63,NotMet,Met,52.2,74.7
2014,100304,,ALL,64,,C,62,,C,58,,,,,,,,,,,,,,,,63,,NotMet,65.5,63,C,65,65,NotMet,Met,67.4,77.0
2014,100307,,ALL,,,,,,,,,95,,95,1,82,,95,1,,,95,1,95,1,95,1,Met,84.4,94,A,,,,,,
2014,100308,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,100309,,ALL,39,,D,53,,C,68,,95,1,,,,,,,,,,,,,50,,Exceeded,86.0,57,C,49,59,Exceeded,Met,86.0,82.9
2014,100310,,ALL,46,,D,46,,D,52,,,,,,,,,,,,,,,,47,,Met,70.5,52,D,53,52,Met,Met,77.0,73.2
2014,100316,,ALL,32,,F,51,,C,68,,95,1,,,,,,,,,,,,,46,,NotMet,68.1,50,D,38,57,NotMet,Met,62.4,79.8
2014,100320,,ALL,50,,C,47,,D,72,,,,,,,,,,,,,,,,52,,Exceeded,90.7,60,C,58,54,Exceeded,Met,90.5,82.7
2014,100326,,ALL,,,,,,,,,40,,48,,52,,49,,74,,95,1,82,,61,,Met,76.7,64,C,,,,,,
2014,100332,,ALL,47,,C,67,,B,81,,95,1,,,,,,,,,,,,,62,,Exceeded,96.7,69,C,56,72,Exceeded,Exceeded,91.4,91.2
2014,100334,,ALL,,,,,,,,,52,,61,,55,,60,,52,,95,,90,,69,,NotMet,68.1,69,C,,,,,,
2014,100335,,ALL,44,,D,60,,C,71,,94,,,,,,,,,,,,,,57,,NotMet,59.9,58,C,49,61,NotMet,NotMet,69.7,66.9
2014,100336,,ALL,53,,C,63,,C,51,,,,,,,,,,,,,,,,57,,NotMet,59.9,58,C,56,65,NotMet,Met,67.7,72.7
2014,100338,,ALL,43,,D,47,,D,44,,,,,,,,,,,,,,,,45,,NotMet,59.6,48,D,47,51,NotMet,NotMet,65.4,68.6
2014,100339,,ALL,44,,D,55,,C,40,,,,,,,,,,,,,,,,48,,NotMet,61.4,51,D,47,59,NotMet,Met,61.0,77.7
2014,100340,,ALL,67,,B,72,,B,81,,,,,,,,,,,,,,,,71,,Exceeded,90.1,75,B,71,75,Exceeded,Exceeded,88.0,87.0
2014,100342,,ALL,50,,D,60,,C,58,,,,,,,,,,,,,,,,55,,NotMet,58.9,56,C,52,64,NotMet,Met,56.7,80.7
2014,100344,,ALL,52,,C,57,,C,69,,82,,,,,,,,,,,,,,57,,NotMet,69.1,59,C,56,61,Met,Met,72.6,76.2
2014,100348,,ALL,,,,,,,,,55,,64,,60,,57,,40,,95,1,80,,67,,Exceeded,88.5,71,B,,,,,,
2014,10A000,,ALL,69,,B,70,,B,85,,95,,,,,,,,,,,,,,72,,Exceeded,86.3,75,B,72,73,Met,Exceeded,84.8,85.2
2014,110303,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,110304,,ALL,,,,,,,,,58,,72,,64,,67,,71,,95,1,89,,74,,NotMet,68.4,72,B,,,,,,
2014,110306,,ALL,56,,C,60,,C,74,,95,1,,,,,,,,,,,,,62,,Met,84.1,67,C,63,60,Exceeded,NotMet,91.1,61.9
2014,110308,,ALL,54,,C,63,,C,,,,,,,,,,,,,,,,,59,,Met,83.7,64,C,60,66,Exceeded,Met,85.4,80.5
2014,110318,,ALL,68,,C,67,,C,76,,,,,,,,,,,,,,,,69,,NotMet,62.7,68,C,68,65,Met,NotMet,71.5,59.3
2014,110320,,ALL,66,,C,73,,B,,,,,,,,,,,,,,,,,70,,Met,82.5,72,B,66,75,,Met,,82.5
2014,110322,,ALL,,,,,,,,,93,,95,1,88,,95,1,,,95,1,88,,94,,Met,82.3,92,A,,,,,,
2014,110323,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,110324,,ALL,58,,C,64,,C,53,,,,,,,,,,,,,,,,60,,NotMet,63.7,61,C,59,68,NotMet,Met,59.9,83.5
2014,110326,,ALL,67,,B,72,,B,85,,95,1,,,,,,,,,,,,,74,,Met,82.3,75,B,70,72,Met,Met,83.9,71.1
2014,110332,,ALL,67,,C,61,,C,63,,,,,,,,,,,,,,,,64,,Met,80.7,67,C,69,65,Met,Met,76.5,81.4
2014,110336,,ALL,,,,,,,,,54,,64,,52,,60,,69,,95,1,88,,68,,Met,77.4,70,B,,,,,,
2014,110338,,ALL,41,,D,57,,C,78,,93,,,,,,,,,,,,,,55,,NotMet,66.7,58,C,47,58,Met,NotMet,72.2,62.4
2014,110340,,ALL,,,,,,,,,46,,50,,39,,42,,70,,95,,76,,58,,NotMet,59.5,58,C,,,,,,
2014,110342,,ALL,39,,D,54,,C,75,,80,,,,,,,,,,,,,,54,,NotMet,57.6,55,C,43,56,NotMet,NotMet,60.5,64.0
2014,110348,,ALL,49,,C,37,,D,,,,,,,,,,,,,,,,,43,,Exceeded,88.9,52,D,57,45,Exceeded,Met,92.9,80.0
2014,110352,,ALL,,,,,,,,,42,,56,,41,,53,,69,,95,1,80,,60,,NotMet,50.0,58,C,,,,,,
2014,110356,,ALL,61,,C,61,,C,80,,,,,,,,,,,,,,,,64,,Exceeded,89.4,69,C,66,65,Exceeded,Met,88.8,80.1
2014,110366,,ALL,79,,B,76,,B,,,,,,,,,,,,,,,,,77,,Met,81.0,78,B,79,76,Met,Met,82.4,78.5
2014,110368,,ALL,66,,C,62,,C,75,,,,,,,,,,,,,,,,66,,NotMet,63.7,65,C,67,62,NotMet,NotMet,69.9,60.8
2014,110370,,ALL,68,,B,62,,C,74,,,,,,,,,,,,,,,,67,,Met,71.6,68,C,71,62,Met,NotMet,83.2,62.6
2014,110372,,ALL,33,,D,48,,D,,,,,,,,,,,,,,,,,40,,Met,78.0,48,D,42,54,Met,Met,80.7,75.6
2014,110376,,ALL,63,,C,57,,C,,,,,,,,,,,,,,,,,60,,Exceeded,90.3,66,C,68,63,Exceeded,Met,91.1,84.9
2014,110379,,ALL,60,,C,58,,C,,,,,,,,,,,,,,,,,59,,Met,83.0,64,C,66,61,Exceeded,NotMet,90.2,69.8
2014,110380,,ALL,,,,,,,,,63,,66,,65,,62,,74,,95,1,88,,73,,Met,82.0,75,B,,,,,,
2014,110381,,ALL,49,,D,64,,C,76,,81,,,,,,,,,,,,,,63,,NotMet,56.1,61,C,52,63,NotMet,NotMet,62.4,59.5
2014,110382,,ALL,67,,B,63,,C,65,,,,,,,,,,,,,,,,65,,Met,78.6,68,C,72,65,Exceeded,Met,90.4,70.7
2014,110384,,ALL,47,,D,50,,C,62,,,,,,,,,,,,,,,,50,,Met,78.6,56,C,54,56,Met,Met,79.9,77.5
2014,110388,,ALL,79,,B,77,,B,75,,,,,,,,,,,,,,,,78,,Exceeded,89.9,80,B,81,79,Exceeded,Exceeded,86.7,87.9
2014,110401,,ALL,50,,D,58,,C,72,,95,1,,,,,,,,,,,,,58,,NotMet,55.7,58,C,53,58,NotMet,NotMet,63.7,57.0
2014,110408,,ALL,57,,C,60,,C,46,,,,,,,,,,,,,,,,57,,NotMet,58.8,57,C,58,63,NotMet,Met,65.2,73.1
2014,110410,,ALL,59,,C,61,,C,,,,,,,,,,,,,,,,,60,,NotMet,60.3,60,C,60,62,NotMet,NotMet,62.7,66.5
2014,110412,,ALL,55,,C,55,,C,61,,,,,,,,,,,,,,,,56,,NotMet,69.4,59,C,59,57,Met,NotMet,77.4,69.2
2014,110416,,ALL,,,,,,,,,72,,72,,60,,70,,72,,95,1,94,,77,,NotMet,66.2,75,B,,,,,,
2014,110420,,ALL,60,,C,63,,C,76,,95,1,,,,,,,,,,,,,67,,Exceeded,86.3,71,B,66,63,Exceeded,NotMet,90.8,63.4
2014,110422,,ALL,70,,C,70,,B,,,,,,,,,,,,,,,,,70,,NotMet,59.7,68,C,68,70,NotMet,Met,58.6,71.1
2014,110428,,ALL,67,,C,71,,B,,,,,,,,,,,,,,,,,69,,Met,75.9,70,B,69,72,Met,Met,76.2,77.4
2014,110436,,ALL,69,,B,69,,B,,,,,,,,,,,,,,,,,69,,Exceeded,87.3,73,B,74,71,Exceeded,Met,91.7,78.4
2014,110444,,ALL,52,,C,46,,D,,,,,,,,,,,,,,,,,49,,NotMet,69.5,53,D,56,51,Met,Met,73.3,70.6
2014,110450,,ALL,60,,C,63,,C,70,,,,,,,,,,,,,,,,63,,NotMet,56.0,62,C,62,62,NotMet,NotMet,69.3,57.9
2014,110451,,ALL,47,,D,46,,D,55,,,,,,,,,,,,,,,,48,,NotMet,61.9,51,D,51,51,Met,Met,70.2,71.9
2014,111302,,ALL,,,,,,,,,56,,68,,57,,66,,49,,95,1,86,,71,,NotMet,59.6,69,C,,,,,,
2014,111304,,ALL,53,,C,47,,D,66,,,,,,,,,,,,,,,,53,,Met,78.4,58,C,58,54,Met,Met,80.2,79.8
2014,111306,,ALL,79,,B,79,,B,85,,,,,,,,,,,,,,,,80,,Met,78.7,80,B,78,79,Met,Met,74.4,82.1
2014,111312,,ALL,72,,B,70,,B,87,,,,,,,,,,,,,,,,73,,Exceeded,87.7,76,B,74,73,Exceeded,Met,85.0,83.1
2014,111332,,ALL,64,,C,68,,C,81,,,,,,,,,,,,,,,,68,,Met,74.4,69,C,66,69,Met,Met,74.6,75.0
2014,111356,,ALL,54,,C,63,,C,78,,95,1,,,,,,,,,,,,,63,,Met,72.4,65,C,58,65,Met,Met,70.7,73.0
2014,111360,,ALL,73,,B,74,,B,80,,,,,,,,,,,,,,,,74,,Exceeded,90.8,78,B,76,77,Exceeded,Exceeded,89.3,86.5
2014,111700,,ALL,,,,,,,,,78,,88,,,,95,1,95,1,95,1,95,1,90,,Exceeded,86.9,90,A,,,,,,
2014,11A000,,ALL,65,,C,81,,B,95,,73,,,,,,,,,,,,,,76,,NotMet,55.6,72,B,65,76,NotMet,NotMet,64.2,55.9
2014,11B000,,ALL,56,,C,72,,B,83,,95,1,,,,,,,,,,,,,68,,Met,71.7,69,C,61,72,Met,Met,81.0,70.0
