year,agency_code,category_code,highqual_class_pct
2009,900367,H,1
2010,900367,H,1
2011,900367,H,1
2012,900367,H,1
2013,900367,H,1
2014,900367,H,
2015,900367,H,1
2016,900367,H,0.989
2006,900368,E,0.973
2007,900368,E,1
2008,900368,E,1
2009,900368,E,1
2010,900368,E,1
2011,900368,E,1
2012,900368,E,0.974
2013,900368,E,1
2014,900368,E,
2015,900368,E,1
2016,900368,E,1
2006,900370,E,0.978
2007,900370,E,1
2008,900370,E,1
2009,900370,E,1
2010,900370,E,1
2011,900370,E,1
2012,900370,E,1
2013,900370,E,1
2014,900370,E,
2015,900370,E,1
2016,900370,E,0.993
2006,900372,E,0.936
2007,900372,E,0.971
2008,900372,E,1
2009,900372,E,1
2010,900372,E,1
2011,900372,E,1
2012,900372,E,1
2013,900372,E,1
2014,900372,E,
2015,900372,E,1
2016,900372,E,0.969
2006,900376,E,0.919
2007,900376,E,1
2008,900376,E,1
2009,900376,E,1
2010,900376,E,1
2011,900376,E,0.974
2012,900376,E,1
2013,900376,E,1
2014,900376,E,
2015,900376,E,1
2016,900376,E,1
2006,900377,H,0.895
2007,900377,H,0.948
2008,900377,H,1
2009,900377,H,1
2010,900377,H,0.983
2011,900377,H,1
2012,900377,H,1
2013,900377,H,1
2014,900377,H,
2015,900377,H,1
2016,900377,H,0.987
2006,900378,M,0.919
2007,900378,M,0.953
2008,900378,M,1
2009,900378,M,1
2010,900378,M,1
2011,900378,M,1
2012,900378,M,1
2013,900378,M,1
2014,900378,M,
2015,900378,M,1
2016,900378,M,1
2006,900380,E,0.978
2007,900380,E,1
2008,900380,E,1
2009,900380,E,1
2010,900380,E,1
2011,900380,E,1
2012,900380,E,1
2013,900380,E,1
2014,900380,E,
2015,900380,E,1
2016,900380,E,1
2006,900384,E,0.969
2007,900384,E,0.971
2008,900384,E,1
2009,900384,E,1
2010,900384,E,1
2011,900384,E,1
2012,900384,E,1
2013,900384,E,1
2014,900384,E,
2015,900384,E,1
2016,900384,E,0.972
2006,900388,E,0.98
2007,900388,E,1
2008,900388,E,1
2009,900388,E,1
2010,900388,E,1
2011,900388,E,1
2012,900388,E,1
2013,900388,E,1
2014,900388,E,
2015,900388,E,1
2016,900388,E,1
2007,900391,M,0.922
2008,900391,M,1
2009,900391,M,1
2010,900391,M,0.976
2011,900391,M,1
2012,900391,M,1
2013,900391,M,1
2014,900391,M,
2015,900391,M,1
2016,900391,M,1
2006,900392,A,0.636
2007,900392,A,0.9
2008,900392,A,0.909
2009,900392,A,1
2010,900392,H,0.385
2011,900392,H,1
2012,900392,,1
2013,900392,A,1
2014,900392,A,
2015,900392,A,1
2016,900392,A,1
2008,900393,H,1
2009,900393,H,0.983
2010,900393,H,0.977
2011,900393,H,1
2012,900393,H,0.98
2013,900393,H,1
2014,900393,H,
2015,900393,H,1
2016,900393,H,0.984
2006,900LEA,A,0.636
2006,900LEA,E,0.962
2006,900LEA,H,0.901
2006,900LEA,M,0.878
2006,900LEA,T,0.731
2007,900LEA,A,0.9
2007,900LEA,E,0.995
2007,900LEA,H,0.943
2007,900LEA,M,0.95
2007,900LEA,T,0.779
2008,900LEA,A,0.909
2008,900LEA,E,0.999
2008,900LEA,H,0.995
2008,900LEA,M,0.993
2008,900LEA,T,0.709
2009,900LEA,A,1
2009,900LEA,E,1
2009,900LEA,H,0.991
2009,900LEA,M,1
2009,900LEA,T,1
2010,900LEA,E,0.999
2010,900LEA,H,0.961
2010,900LEA,M,0.989
2010,900LEA,T,0.857
2011,900LEA,E,0.998
2011,900LEA,H,0.997
2011,900LEA,M,1
2011,900LEA,T,0.984
2012,900LEA,E,0.998
2012,900LEA,H,0.998
2012,900LEA,M,1
2012,900LEA,T,1
2013,900LEA,A,1
2013,900LEA,E,1
2013,900LEA,H,1
2013,900LEA,M,1
2013,900LEA,T,1
2014,900LEA,A,
2014,900LEA,E,
2014,900LEA,H,
2014,900LEA,M,
2014,900LEA,T,
2015,900LEA,A,1
2015,900LEA,E,0.999
2015,900LEA,H,0.998
2015,900LEA,M,0.993
2015,900LEA,T,1
2016,900LEA,A,1
2016,900LEA,E,0.997
2016,900LEA,H,0.99
2016,900LEA,M,0.985
2016,900LEA,T,1
2006,90A000,I,0.744
2007,90A000,A,0.802
2008,90A000,A,0.88
2009,90A000,A,0.92
2010,90A000,A,0.925
2011,90A000,A,0.936
2012,90A000,A,0.97
2013,90A000,A,1
2014,90A000,A,
2015,90A000,A,0.926
2016,90A000,A,0.915
2006,910304,E,0.968
2007,910304,E,1
2008,910304,E,0.967
2009,910304,E,0.964
2010,910304,E,0.964
2011,910304,E,1
2012,910304,E,1
2013,910304,E,1
2014,910304,E,
2015,910304,E,0.948
2016,910304,E,1
2006,910308,E,1
2007,910308,E,1
2008,910308,E,1
2009,910308,E,1
2010,910308,E,1
2011,910308,E,1
2012,910308,E,1
2013,910308,E,1
2014,910308,E,
2015,910308,E,1
2016,910308,E,1
2011,910311,E,0.952
2012,910311,E,1
2013,910311,E,0.964
2014,910311,E,
2015,910311,E,0.995
2016,910311,E,1
2006,910312,E,0.761
2007,910312,E,0.929
2008,910312,E,0.938
2009,910312,E,1
2010,910312,E,0.917
2011,910312,E,
2006,910314,E,0.964
2007,910314,E,0.969
2008,910314,E,1
2009,910314,E,1
2010,910314,E,1
2011,910314,E,0.941
2012,910314,E,0.944
2013,910314,E,0.955
2014,910314,E,
2015,910314,E,1
2016,910314,E,1
2006,910316,M,0.659
2007,910316,M,0.849
2008,910316,M,0.861
2009,910316,M,0.903
2010,910316,M,0.659
2011,910316,M,0.788
2012,910316,M,0.928
2013,910316,M,0.925
2014,910316,M,
2015,910316,M,1
2016,910316,M,0.967
2006,910320,M,0.714
2007,910320,M,0.924
2008,910320,M,0.856
2009,910320,M,0.837
2010,910320,M,0.736
2011,910320,M,0.949
2012,910320,M,0.885
2013,910320,M,0.803
2014,910320,M,
2015,910320,M,0.917
2016,910320,M,0.891
2006,910340,E,0.824
2007,910340,E,1
2008,910340,E,1
2009,910340,E,1
2010,910340,E,1
2011,910340,E,1
2012,910340,E,1
2013,910340,E,0.909
2014,910340,E,
2015,910340,E,1
2016,910340,E,1
2006,910346,E,0.944
2007,910346,E,1
2008,910346,E,1
2009,910346,E,1
2010,910346,E,1
2011,910346,E,1
2012,910346,E,1
2013,910346,E,1
2014,910346,E,
2015,910346,E,1
2016,910346,E,1
2006,910356,E,0.893
2007,910356,E,0.96
2008,910356,E,0.928
2009,910356,E,1
2010,910356,E,1
2011,910356,E,1
2012,910356,E,1
2013,910356,E,1
2014,910356,E,
2015,910356,E,0.956
2016,910356,E,0.938
2006,910360,E,0.912
2007,910360,E,0.96
2008,910360,E,0.88
2009,910360,E,0.875
2010,910360,E,0.926
2011,910360,E,1
2012,910360,E,1
2013,910360,E,1
2014,910360,E,
2015,910360,E,0.928
2016,910360,E,0.887
2006,910364,H,0.86
2007,910364,H,0.932
2008,910364,H,0.88
2009,910364,H,0.876
2010,910364,H,0.821
2011,910364,H,0.941
2012,910364,H,0.908
2013,910364,H,0.897
2014,910364,H,
2015,910364,H,0.949
2016,910364,H,0.904
2006,910368,H,0.75
2007,910368,H,0.929
2008,910368,H,0.769
2009,910368,H,0.833
2010,910368,H,0.8
2011,910368,H,1
2012,910368,H,0.873
2013,910368,H,0.985
2014,910368,H,
2015,910368,H,1
2016,910368,H,1
2006,910370,H,0.912
2007,910370,H,0.902
2008,910370,H,0.903
2009,910370,H,0.883
2010,910370,H,0.757
2011,910370,H,0.9
2012,910370,H,0.914
2013,910370,H,0.869
2014,910370,H,
2015,910370,H,0.917
2016,910370,H,0.896
2006,910376,E,0.958
2007,910376,E,1
2008,910376,E,0.889
2009,910376,E,0.955
2010,910376,E,0.96
2011,910376,E,1
2012,910376,E,1
2013,910376,E,1
2014,910376,E,
2015,910376,E,1
2016,910376,E,0.875
2006,910380,E,0.967
2007,910380,E,0.967
2008,910380,E,1
2009,910380,E,1
2010,910380,E,0.964
2011,910380,E,0.929
2012,910380,E,1
2013,910380,E,0.933
2014,910380,E,
2015,910380,E,0.969
2016,910380,E,0.975
2009,910382,H,1
2010,910382,H,0.833
2011,910382,H,1
2012,910382,H,0.982
2013,910382,H,1
2014,910382,H,
2015,910382,H,1
2016,910382,H,1
2015,910384,M,1
2016,910384,M,1
2006,910LEA,E,0.925
2006,910LEA,H,0.874
2006,910LEA,M,0.686
2007,910LEA,E,0.978
2007,910LEA,H,0.918
2007,910LEA,M,0.884
2008,910LEA,E,0.958
2008,910LEA,H,0.881
2008,910LEA,M,0.859
2009,910LEA,E,0.976
2009,910LEA,H,0.881
2009,910LEA,M,0.867
2009,910LEA,T,
2010,910LEA,E,0.972
2010,910LEA,H,0.79
2010,910LEA,M,0.697
2011,910LEA,E,0.978
2011,910LEA,H,0.934
2011,910LEA,M,0.867
2012,910LEA,E,0.993
2012,910LEA,H,0.914
2012,910LEA,M,0.907
2013,910LEA,E,0.973
2013,910LEA,H,0.909
2013,910LEA,M,0.87
2014,910LEA,E,
2014,910LEA,H,
2014,910LEA,M,
2015,910LEA,E,0.977
2015,910LEA,H,0.945
2015,910LEA,M,0.969
2016,910LEA,E,0.968
2016,910LEA,H,0.923
2016,910LEA,M,0.945
2006,91A000,I,0.6
2007,91A000,I,1
2008,91A000,I,1
2009,91A000,I,1
2010,91A000,I,0.936
2011,91A000,I,0.984
2012,91A000,I,1
2013,91A000,I,0.971
2014,91A000,I,
2015,91A000,I,1
2016,91A000,I,0.914
2011,91B000,E,0.5
2012,91B000,E,0.875
2013,91B000,E,0.727
2014,91B000,I,
2015,91B000,I,0.739
2016,91B000,I,0.6
2007,920302,E,1
2008,920302,E,1
2009,920302,E,1
2010,920302,E,1
2011,920302,E,1
2012,920302,E,1
2013,920302,E,1
2014,920302,E,
2015,920302,E,1
2016,920302,E,0.977
2012,920303,E,
2016,920303,E,1
2006,920304,E,1
2007,920304,E,1
2008,920304,E,1
2009,920304,E,1
2010,920304,E,1
2011,920304,E,1
2012,920304,E,1
2013,920304,E,1
2014,920304,E,
2015,920304,E,1
2016,920304,E,0.996
2010,920306,E,1
2011,920306,E,1
2012,920306,E,1
2013,920306,E,1
2014,920306,E,
2015,920306,E,0.978
2016,920306,E,0.955
2011,920307,E,1
2012,920307,E,1
2013,920307,E,1
2014,920307,E,
2015,920307,E,1
2016,920307,E,0.994
2006,920308,E,1
2007,920308,E,1
2008,920308,E,1
2009,920308,E,1
2010,920308,E,1
2011,920308,E,1
2012,920308,E,1
2013,920308,E,1
2014,920308,E,
2015,920308,E,1
2016,920308,E,1
2006,920312,M,0.883
2007,920312,M,1
2008,920312,M,1
2009,920312,M,1
2010,920312,M,1
2011,920312,M,0.993
2012,920312,M,1
2013,920312,M,1
2014,920312,M,
2015,920312,M,1
2016,920312,M,0.955
2006,920316,H,0.926
2007,920316,H,0.997
2008,920316,H,1
2009,920316,H,1
2010,920316,H,0.999
2011,920316,H,0.965
2012,920316,H,1
2013,920316,H,0.985
2014,920316,H,
2015,920316,H,1
2016,920316,H,1
2016,920317,H,0.967
2006,920318,H,0.884
2007,920318,H,0.992
2008,920318,H,1
2009,920318,H,1
2010,920318,H,0.968
2011,920318,H,0.928
2012,920318,H,0.977
2013,920318,H,0.958
2014,920318,H,
2015,920318,H,0.927
2016,920318,H,1
2006,920320,E,0.936
2007,920320,E,1
2008,920320,E,1
2009,920320,E,1
2010,920320,E,1
2011,920320,E,1
2012,920320,E,1
2013,920320,E,1
2014,920320,E,
2015,920320,E,1
2016,920320,E,0.971
2006,920324,T,0.774
2007,920324,T,0.925
2008,920324,T,1
2009,920324,T,1
2010,920324,T,0.744
2011,920324,T,0.958
2012,920324,T,0.993
2013,920324,T,1
2014,920324,T,
2015,920324,T,0.801
2016,920324,T,0.909
2010,920325,E,1
2011,920325,E,1
2012,920325,E,1
2013,920325,E,1
2014,920325,E,
2015,920325,E,1
2016,920325,E,0.955
2006,920326,E,0.967
2007,920326,E,1
2008,920326,E,1
2009,920326,E,1
2010,920326,E,1
2011,920326,E,1
2012,920326,E,1
2013,920326,E,1
2014,920326,E,
2015,920326,E,1
2016,920326,E,1
2006,920327,E,0.925
2007,920327,E,1
2008,920327,E,1
2009,920327,E,1
2010,920327,E,1
2011,920327,E,1
2012,920327,E,1
2013,920327,E,1
2014,920327,E,
2015,920327,E,1
2016,920327,E,1
2006,920328,E,1
2007,920328,E,1
2008,920328,E,1
2009,920328,E,1
2010,920328,E,1
2011,920328,E,1
2012,920328,E,1
2013,920328,E,1
2014,920328,E,
2015,920328,E,1
2016,920328,E,1
2007,920329,E,1
2008,920329,E,1
2009,920329,E,1
2010,920329,E,1
2011,920329,E,1
2012,920329,E,1
2013,920329,E,1
2014,920329,E,
2015,920329,E,1
2016,920329,E,1
2006,920334,E,1
2007,920334,E,1
2008,920334,E,1
2009,920334,E,1
2010,920334,E,1
2011,920334,E,1
2012,920334,E,1
2013,920334,E,1
2014,920334,E,
2015,920334,E,1
2016,920334,E,1
2006,920336,E,0.931
2007,920336,E,0.967
2008,920336,E,0.966
2009,920336,E,1
2010,920336,E,1
2011,920336,E,1
2012,920336,E,1
2013,920336,E,1
2014,920336,E,
2015,920336,E,1
2016,920336,E,1
2006,920340,E,0.962
2007,920340,E,1
2008,920340,E,1
2009,920340,E,1
2010,920340,E,1
2011,920340,E,1
2012,920340,E,1
2013,920340,E,1
2014,920340,E,
2015,920340,E,1
2016,920340,E,0.975
2007,920342,E,0.963
2008,920342,E,1
2009,920342,E,1
2010,920342,E,1
2011,920342,E,1
2012,920342,E,1
2013,920342,E,1
2014,920342,E,
2015,920342,E,0.967
2016,920342,E,1
2006,920344,E,1
2007,920344,E,1
2008,920344,E,1
2009,920344,E,1
2010,920344,E,1
2011,920344,E,1
2012,920344,E,1
2013,920344,E,1
2014,920344,E,
2015,920344,E,1
2016,920344,E,0.984
2006,920348,H,0.921
2007,920348,H,0.989
2008,920348,H,0.99
2009,920348,H,0.99
2010,920348,H,0.959
2011,920348,H,0.964
2012,920348,H,0.977
2013,920348,H,0.97
2014,920348,H,
2015,920348,H,0.985
2016,920348,H,0.965
2006,920352,E,1
2007,920352,E,0.967
2008,920352,E,1
2009,920352,E,1
2010,920352,E,1
2011,920352,E,1
2012,920352,E,1
2013,920352,E,1
2014,920352,E,
2015,920352,E,1
2016,920352,E,1
2006,920356,M,0.888
2007,920356,M,0.966
2008,920356,M,0.963
2009,920356,M,0.983
2010,920356,M,0.957
2011,920356,M,0.958
2012,920356,M,1
2013,920356,M,1
2014,920356,M,
2015,920356,M,0.944
2016,920356,M,0.981
2006,920358,,
2007,920358,E,1
2008,920358,E,1
2009,920358,E,1
2010,920358,E,1
2011,920358,E,1
2012,920358,E,1
2013,920358,E,1
2014,920358,E,
2015,920358,E,1
2016,920358,E,1
2006,920360,M,0.733
2007,920360,M,0.987
2008,920360,M,1
2009,920360,M,0.988
2010,920360,M,0.983
2011,920360,M,1
2012,920360,M,1
2013,920360,M,1
2014,920360,M,
2015,920360,M,1
2016,920360,M,0.989
2006,920362,E,0.972
2007,920362,E,1
2008,920362,E,1
2009,920362,E,1
2010,920362,E,1
2011,920362,E,1
2012,920362,E,1
2013,920362,E,1
2014,920362,E,
2015,920362,E,0.991
2016,920362,E,0.994
2006,920364,E,1
2007,920364,E,1
2008,920364,E,1
2009,920364,E,1
2010,920364,E,1
2011,920364,E,1
2012,920364,E,1
2013,920364,E,1
2014,920364,E,
2015,920364,E,1
2016,920364,E,1
2006,920368,H,0.915
2007,920368,H,0.98
2008,920368,H,1
2009,920368,H,1
2010,920368,H,0.971
2011,920368,H,0.99
2012,920368,H,1
2013,920368,H,0.997
2014,920368,H,
2015,920368,H,0.992
2016,920368,H,0.932
2006,920369,E,0.958
2007,920369,E,1
2008,920369,E,1
2009,920369,E,1
2010,920369,E,1
2011,920369,E,1
2012,920369,E,1
2013,920369,E,1
2014,920369,E,
2015,920369,E,1
2016,920369,E,1
2006,920370,M,0.662
2007,920370,M,0.971
2008,920370,M,0.985
2009,920370,M,1
2010,920370,M,0.971
2011,920370,M,0.971
2012,920370,M,0.948
2013,920370,M,1
2014,920370,M,
2015,920370,M,1
2016,920370,M,0.857
2006,920376,E,1
2007,920376,E,1
2008,920376,E,1
2009,920376,E,1
2010,920376,E,1
2011,920376,E,1
2012,920376,E,1
2013,920376,E,1
2014,920376,E,
2015,920376,E,1
2016,920376,E,1
2006,920380,E,1
2007,920380,E,1
2008,920380,E,1
2009,920380,E,1
2010,920380,E,1
2011,920380,E,1
2012,920380,E,1
2013,920380,E,1
2014,920380,E,
2015,920380,E,1
2016,920380,E,0.972
2006,920384,E,0.976
2007,920384,E,0.97
2008,920384,E,1
2009,920384,E,1
2010,920384,E,1
2011,920384,E,1
2012,920384,E,1
2013,920384,E,1
2014,920384,E,
2015,920384,E,1
2016,920384,E,1
2006,920388,M,0.832
2007,920388,M,0.95
2008,920388,M,0.984
2009,920388,M,1
2010,920388,M,0.942
2011,920388,M,0.971
2012,920388,M,1
2013,920388,M,1
2014,920388,M,
2015,920388,M,0.99
2016,920388,M,0.951
2006,920390,E,0.979
2007,920390,E,1
2008,920390,E,1
2009,920390,E,1
2010,920390,E,1
2011,920390,E,1
2012,920390,E,1
2013,920390,E,1
2014,920390,E,
2015,920390,E,1
2016,920390,E,1
2006,920391,M,0.884
2007,920391,M,0.986
2008,920391,M,1
2009,920391,M,1
2010,920391,M,0.957
2011,920391,M,0.987
2012,920391,M,0.979
2013,920391,M,1
2014,920391,M,
2015,920391,M,0.979
2016,920391,M,0.982
2006,920393,E,1
2007,920393,E,1
2008,920393,E,1
2009,920393,E,1
2010,920393,E,1
2011,920393,E,1
2012,920393,E,1
2013,920393,E,1
2014,920393,E,
2015,920393,E,1
2016,920393,E,0.972
2006,920394,M,0.779
2007,920394,M,0.907
2008,920394,M,0.991
2009,920394,M,1
2010,920394,M,0.977
2011,920394,M,0.966
2012,920394,M,0.978
2013,920394,M,0.998
2014,920394,M,
2015,920394,M,0.959
2016,920394,M,0.959
2006,920396,E,0.963
2007,920396,E,1
2008,920396,E,1
2009,920396,E,1
2010,920396,E,1
2011,920396,E,1
2012,920396,E,1
2013,920396,E,1
2014,920396,E,
2015,920396,E,1
2016,920396,E,0.939
2006,920398,E,0.964
2007,920398,E,1
2008,920398,E,1
2009,920398,E,1
2010,920398,E,1
2011,920398,E,0.982
2012,920398,E,1
2013,920398,E,1
2014,920398,E,
2015,920398,E,1
2016,920398,E,0.978
2006,920399,M,0.774
2007,920399,M,0.97
2008,920399,M,0.971
2009,920399,M,0.985
2010,920399,M,0.941
2011,920399,M,0.981
2012,920399,M,0.992
2013,920399,M,0.929
2014,920399,M,
2015,920399,M,0.983
2016,920399,M,0.952
2006,920400,M,0.914
2007,920400,M,1
2008,920400,M,1
2009,920400,M,1
2010,920400,M,0.983
2011,920400,M,1
2012,920400,M,1
2013,920400,M,1
2014,920400,M,
2015,920400,M,0.974
2016,920400,M,0.987
2008,920402,M,1
2009,920402,M,0.977
2010,920402,M,0.865
2011,920402,M,1
2012,920402,M,0.972
2013,920402,M,0.961
2014,920402,M,
2015,920402,M,0.915
2016,920402,M,0.95
2008,920403,E,1
2009,920403,E,0.952
2010,920403,E,0.972
2011,920403,E,1
2012,920403,E,1
2013,920403,E,1
2014,920403,E,
2015,920403,E,1
2016,920403,E,1
2006,920404,M,0.84
2007,920404,M,0.976
2008,920404,M,0.983
2009,920404,M,0.964
2010,920404,M,0.957
2011,920404,M,0.982
2012,920404,M,0.995
2013,920404,M,1
2014,920404,M,
2015,920404,M,1
2016,920404,M,0.878
2006,920408,M,0.921
2007,920408,M,0.976
2008,920408,M,1
2009,920408,M,1
2010,920408,M,0.984
2011,920408,M,1
2012,920408,M,1
2013,920408,M,1
2014,920408,M,
2015,920408,M,1
2016,920408,M,0.942
2006,920410,M,0.795
2007,920410,M,0.979
2008,920410,M,1
2009,920410,M,0.99
2010,920410,M,1
2011,920410,M,1
2012,920410,M,1
2013,920410,M,0.993
2014,920410,M,
2015,920410,M,0.968
2016,920410,M,0.956
2006,920411,H,0.846
2007,920411,H,0.993
2016,920411,H,1
2006,920412,H,0.897
2007,920412,H,0.969
2008,920412,H,0.983
2009,920412,H,0.983
2010,920412,H,0.997
2011,920412,H,0.981
2012,920412,H,0.989
2013,920412,H,0.989
2014,920412,H,
2015,920412,H,0.98
2016,920412,H,0.962
2006,920413,E,1
2007,920413,E,1
2008,920413,E,1
2009,920413,E,1
2010,920413,E,1
2011,920413,E,1
2012,920413,E,1
2013,920413,E,1
2014,920413,E,
2015,920413,E,1
2016,920413,E,0.941
2006,920414,E,0.974
2007,920414,E,1
2008,920414,E,1
2009,920414,E,1
2010,920414,E,1
2011,920414,E,0.999
2012,920414,E,1
2013,920414,E,1
2014,920414,E,
2015,920414,E,1
2016,920414,E,1
2006,920415,E,0.974
2007,920415,E,0.96
2008,920415,E,1
2009,920415,E,1
2010,920415,E,1
2011,920415,E,1
2012,920415,E,1
2013,920415,E,1
2014,920415,E,
2015,920415,E,0.973
2016,920415,E,1
2006,920416,E,0.938
2007,920416,E,1
2008,920416,E,1
2009,920416,E,1
2010,920416,E,1
2011,920416,E,1
2012,920416,E,1
2013,920416,E,1
2014,920416,E,
2015,920416,E,0.973
2016,920416,E,0.969
2006,920417,E,0.882
2007,920417,E,1
2008,920417,E,1
2009,920417,E,1
2010,920417,E,1
2011,920417,E,1
2012,920417,E,1
2013,920417,E,1
2014,920417,E,
2015,920417,E,1
2016,920417,E,0.994
2006,920420,E,1
2007,920420,E,1
2008,920420,E,1
2009,920420,E,1
2010,920420,E,1
2011,920420,E,1
2012,920420,E,1
2013,920420,E,1
2014,920420,E,
2015,920420,E,1
2016,920420,E,0.846
2006,920424,M,0.844
2007,920424,M,0.98
2008,920424,M,0.98
2009,920424,M,1
2010,920424,M,1
2011,920424,M,1
2012,920424,M,0.976
2013,920424,M,1
2014,920424,M,
2015,920424,M,0.964
2016,920424,M,0.872
2006,920428,H,0.874
2007,920428,H,0.962
2008,920428,H,0.986
2009,920428,H,0.987
2010,920428,H,0.955
2011,920428,H,0.976
2012,920428,H,0.992
2013,920428,H,0.997
2014,920428,H,
2015,920428,H,0.986
2016,920428,H,0.917
2006,920436,H,0.869
2007,920436,H,1
2008,920436,H,0.998
2009,920436,H,0.98
2010,920436,H,1
2011,920436,H,0.958
2012,920436,H,0.969
2013,920436,H,0.998
2014,920436,H,
2015,920436,H,1
2016,920436,H,0.99
2006,920438,M,0.825
2007,920438,M,1
2008,920438,M,1
2009,920438,M,1
2010,920438,M,1
2011,920438,M,1
2012,920438,M,1
2013,920438,M,1
2014,920438,M,
2015,920438,M,1
2016,920438,M,0.969
2006,920439,E,0.932
2007,920439,E,0.977
2008,920439,E,1
2009,920439,E,1
2010,920439,E,0.978
2011,920439,E,1
2012,920439,E,1
2013,920439,E,1
2014,920439,E,
2015,920439,E,0.976
2016,920439,E,1
2006,920440,E,0.974
2007,920440,E,1
2008,920440,E,1
2009,920440,E,1
2010,920440,E,1
2011,920440,E,1
2012,920440,E,0.971
2013,920440,E,1
2014,920440,E,
2015,920440,E,0.969
2016,920440,E,1
2006,920441,H,0.915
2007,920441,H,0.983
2008,920441,H,1
2009,920441,H,1
2010,920441,H,0.987
2011,920441,H,0.962
2012,920441,H,0.987
2013,920441,H,0.969
2014,920441,H,
2015,920441,H,0.97
2016,920441,H,0.913
2006,920442,E,0.976
2007,920442,E,1
2008,920442,E,1
2009,920442,E,1
2010,920442,E,1
2011,920442,E,1
2012,920442,E,1
2013,920442,E,1
2014,920442,I,
2015,920442,I,0.926
2016,920442,I,0.97
2006,920443,E,0.947
2007,920443,E,1
2008,920443,E,1
2009,920443,E,1
2010,920443,E,1
2011,920443,E,1
2012,920443,E,1
2013,920443,E,1
2014,920443,E,
2015,920443,E,1
2016,920443,E,0.979
2006,920444,M,0.874
2007,920444,M,0.962
2008,920444,M,0.978
2009,920444,M,0.973
2010,920444,M,0.971
2011,920444,M,1
2012,920444,M,1
2013,920444,M,1
2014,920444,M,
2015,920444,M,1
2016,920444,M,1
2011,920445,H,0.973
2012,920445,H,1
2013,920445,H,1
2014,920445,H,
2015,920445,H,1
2016,920445,H,1
2006,920446,E,1
2007,920446,E,1
2008,920446,E,1
2009,920446,E,1
2010,920446,E,1
2011,920446,E,1
2012,920446,E,1
2013,920446,E,1
2014,920446,E,
2015,920446,E,0.987
2016,920446,E,0.994
2006,920447,E,0.956
2007,920447,E,1
2008,920447,E,1
2009,920447,E,1
2010,920447,E,1
2011,920447,E,1
2012,920447,E,1
2013,920447,E,1
2014,920447,E,
2015,920447,E,1
2016,920447,E,1
2006,920448,E,0.929
2007,920448,E,0.976
2008,920448,E,1
2009,920448,E,1
2010,920448,E,1
2011,920448,E,1
2012,920448,E,1
2013,920448,E,1
2014,920448,E,
2015,920448,E,1
2016,920448,E,0.974
2006,920449,E,0.949
2007,920449,E,1
2008,920449,E,1
2009,920449,E,1
2010,920449,E,1
2011,920449,E,1
2012,920449,E,1
2013,920449,E,1
2014,920449,E,
2015,920449,E,1
2016,920449,E,1
2006,920450,M,0.774
2007,920450,M,0.982
2008,920450,M,1
2009,920450,M,1
2010,920450,M,0.983
2011,920450,M,1
2012,920450,M,1
2013,920450,M,1
2014,920450,M,
2015,920450,M,1
2016,920450,M,0.918
2006,920451,E,0.962
2007,920451,E,1
2008,920451,E,1
2009,920451,E,1
2010,920451,E,1
2011,920451,E,1
2012,920451,E,1
2013,920451,E,1
2014,920451,E,
2015,920451,E,1
2016,920451,E,0.973
2006,920452,E,0.931
2007,920452,E,1
2008,920452,E,1
2009,920452,E,1
2010,920452,E,1
2011,920452,E,1
2012,920452,E,1
2013,920452,E,1
2014,920452,E,
2015,920452,E,0.963
2016,920452,E,0.929
2006,920453,E,0.975
2007,920453,E,1
2008,920453,E,1
2009,920453,E,1
2010,920453,E,1
2011,920453,E,1
2012,920453,E,1
2013,920453,E,1
2014,920453,E,
2015,920453,E,1
2016,920453,E,0.975
2006,920454,E,1
2007,920454,E,1
2008,920454,E,1
2009,920454,E,1
2010,920454,E,1
2011,920454,E,1
2012,920454,E,1
2013,920454,E,1
2014,920454,E,
2015,920454,E,1
2016,920454,E,0.976
2007,920455,H,0.948
2008,920455,H,0.998
2009,920455,H,1
2010,920455,H,0.973
2011,920455,H,0.974
2012,920455,H,0.981
2013,920455,H,1
2014,920455,H,
2015,920455,H,1
2016,920455,H,0.917
2006,920456,E,0.964
2007,920456,E,0.966
2008,920456,E,1
2009,920456,E,1
2010,920456,E,1
2011,920456,E,1
2012,920456,E,1
2013,920456,E,0.973
2014,920456,E,
2015,920456,E,1
2016,920456,E,1
2007,920457,E,1
2008,920457,E,1
2009,920457,E,1
2010,920457,E,1
2011,920457,E,1
2012,920457,E,1
2013,920457,E,1
2014,920457,E,
2015,920457,E,0.987
2016,920457,E,0.981
2011,920458,M,1
2012,920458,M,1
2013,920458,M,1
2014,920458,M,
2015,920458,M,1
2016,920458,M,0.975
2006,920460,E,0.923
2007,920460,E,1
2008,920460,E,1
2009,920460,E,1
2010,920460,E,1
2011,920460,E,1
2012,920460,E,1
2013,920460,E,1
2014,920460,E,
2015,920460,E,1
2016,920460,E,0.987
2006,920464,E,1
2007,920464,E,1
2008,920464,E,1
2009,920464,E,1
2010,920464,E,1
2011,920464,E,1
2012,920464,E,1
2013,920464,E,1
2014,920464,E,
2015,920464,E,1
2016,920464,E,1
2006,920466,H,0.837
2007,920466,H,0.988
2008,920466,H,0.987
2009,920466,H,1
2010,920466,H,0.987
2011,920466,H,0.958
2012,920466,H,0.975
2013,920466,H,0.981
2014,920466,H,
2015,920466,H,1
2016,920466,H,0.97
2009,920467,E,1
2010,920467,E,1
2011,920467,E,1
