year,unit_code,Lea_Name,School_Name,State_Name,category_cd,Part_Targets,percent_met,targets_met,targets_assigned
2015,130LEA,Cabarrus County Schools,,State Of North Carolina,,Current Year EOC,1.0,11,11
2015,130LEA,Cabarrus County Schools,,State Of North Carolina,,Mathematics Grade 10,0.7,14,20
2015,130LEA,Cabarrus County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.636,14,22
2015,130LEA,Cabarrus County Schools,,State Of North Carolina,,Reading Grade 10,0.55,11,20
2015,130LEA,Cabarrus County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.636,14,22
2015,130LEA,Cabarrus County Schools,,State Of North Carolina,,Science Grade 11,0.611,11,18
2015,130LEA,Cabarrus County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.75,15,20
2015,130LEA,Cabarrus County Schools,,State Of North Carolina,,The ACT,0.611,11,18
2015,130LEA,Cabarrus County Schools,,State Of North Carolina,,Total Targets,0.717,134,187
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,ACT WorkKeys,0.8,8,10
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,Current Year EOC,1.0,9,9
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,Mathematics Grade 10,0.583,7,12
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.55,11,20
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,Reading Grade 10,0.417,5,12
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.5,10,20
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,Science Grade 11,0.286,4,14
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,Science Grades 5 and 8,0.5,9,18
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,The ACT,0.385,5,13
2015,132LEA,Kannapolis City Schools,,State Of North Carolina,,Total Targets,0.567,80,141
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,ACT WorkKeys,0.889,8,9
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,Current Year EOC,1.0,9,9
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,Mathematics Grade 10,0.625,10,16
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.579,11,19
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,Reading Grade 10,0.625,10,16
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.579,11,19
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,Science Grade 11,0.714,10,14
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.941,16,17
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,The ACT,0.857,12,14
2015,140LEA,Caldwell County Schools,,State Of North Carolina,,Total Targets,0.752,112,149
2015,150LEA,Camden County Schools,,State Of North Carolina,,ACT WorkKeys,1.0,4,4
2015,150LEA,Camden County Schools,,State Of North Carolina,,Current Year EOC,0.833,5,6
2015,150LEA,Camden County Schools,,State Of North Carolina,,Mathematics Grade 10,0.833,5,6
2015,150LEA,Camden County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.571,8,14
2015,150LEA,Camden County Schools,,State Of North Carolina,,Reading Grade 10,1.0,6,6
2015,150LEA,Camden County Schools,,State Of North Carolina,,Reading Grades 3 through 8,1.0,14,14
2015,150LEA,Camden County Schools,,State Of North Carolina,,Science Grade 11,1.0,6,6
2015,150LEA,Camden County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.917,11,12
2015,150LEA,Camden County Schools,,State Of North Carolina,,The ACT,1.0,6,6
2015,150LEA,Camden County Schools,,State Of North Carolina,,Total Targets,0.889,72,81
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,ACT WorkKeys,0.875,7,8
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,Current Year EOC,1.0,8,8
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,Mathematics Grade 10,0.938,15,16
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.7,14,20
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,Reading Grade 10,0.75,12,16
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.75,15,20
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,Science Grade 11,0.917,11,12
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,Science Grades 5 and 8,0.938,15,16
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,The ACT,0.929,13,14
2015,160LEA,Carteret County Public Schools,,State Of North Carolina,,Total Targets,0.861,124,144
2015,170LEA,Caswell County Schools,,State Of North Carolina,,ACT WorkKeys,0.25,2,8
2015,170LEA,Caswell County Schools,,State Of North Carolina,,Current Year EOC,1.0,7,7
2015,170LEA,Caswell County Schools,,State Of North Carolina,,Mathematics Grade 10,0.5,4,8
2015,170LEA,Caswell County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.5,8,16
2015,170LEA,Caswell County Schools,,State Of North Carolina,,Reading Grade 10,0.5,4,8
2015,170LEA,Caswell County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.563,9,16
2015,170LEA,Caswell County Schools,,State Of North Carolina,,Science Grade 11,0.5,5,10
2015,170LEA,Caswell County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.75,9,12
2015,170LEA,Caswell County Schools,,State Of North Carolina,,The ACT,0.7,7,10
2015,170LEA,Caswell County Schools,,State Of North Carolina,,Total Targets,0.596,62,104
2015,180LEA,Catawba County Schools,,State Of North Carolina,,ACT WorkKeys,0.75,9,12
2015,180LEA,Catawba County Schools,,State Of North Carolina,,Current Year EOC,1.0,10,10
2015,180LEA,Catawba County Schools,,State Of North Carolina,,Mathematics Grade 10,0.75,15,20
2015,180LEA,Catawba County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.55,11,20
2015,180LEA,Catawba County Schools,,State Of North Carolina,,Reading Grade 10,0.6,12,20
2015,180LEA,Catawba County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.55,11,20
2015,180LEA,Catawba County Schools,,State Of North Carolina,,Science Grade 11,0.444,8,18
2015,180LEA,Catawba County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.75,15,20
2015,180LEA,Catawba County Schools,,State Of North Carolina,,The ACT,0.611,11,18
2015,180LEA,Catawba County Schools,,State Of North Carolina,,Total Targets,0.638,113,177
2015,181LEA,Hickory City Schools,,State Of North Carolina,,ACT WorkKeys,0.5,4,8
2015,181LEA,Hickory City Schools,,State Of North Carolina,,Current Year EOC,1.0,10,10
2015,181LEA,Hickory City Schools,,State Of North Carolina,,Mathematics Grade 10,0.75,9,12
2015,181LEA,Hickory City Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.55,11,20
2015,181LEA,Hickory City Schools,,State Of North Carolina,,Reading Grade 10,0.583,7,12
2015,181LEA,Hickory City Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.55,11,20
2015,181LEA,Hickory City Schools,,State Of North Carolina,,Science Grade 11,0.583,7,12
2015,181LEA,Hickory City Schools,,State Of North Carolina,,Science Grades 5 and 8,0.778,14,18
2015,181LEA,Hickory City Schools,,State Of North Carolina,,The ACT,0.615,8,13
2015,181LEA,Hickory City Schools,,State Of North Carolina,,Total Targets,0.669,93,139
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,ACT WorkKeys,1.0,6,6
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,Current Year EOC,1.0,10,10
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,Mathematics Grade 10,0.583,7,12
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.5,10,20
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,Reading Grade 10,0.833,10,12
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.55,11,20
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,Science Grade 11,0.545,6,11
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,Science Grades 5 and 8,0.625,10,16
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,The ACT,0.818,9,11
2015,182LEA,Newton Conover City Schools,,State Of North Carolina,,Total Targets,0.698,90,129
2015,190LEA,Chatham County Schools,,State Of North Carolina,,ACT WorkKeys,0.833,10,12
2015,190LEA,Chatham County Schools,,State Of North Carolina,,Current Year EOC,1.0,9,9
2015,190LEA,Chatham County Schools,,State Of North Carolina,,Mathematics Grade 10,0.786,11,14
2015,190LEA,Chatham County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.55,11,20
2015,190LEA,Chatham County Schools,,State Of North Carolina,,Reading Grade 10,0.5,7,14
2015,190LEA,Chatham County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.55,11,20
2015,190LEA,Chatham County Schools,,State Of North Carolina,,Science Grade 11,0.929,13,14
2015,190LEA,Chatham County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.5,9,18
2015,190LEA,Chatham County Schools,,State Of North Carolina,,The ACT,0.929,13,14
2015,190LEA,Chatham County Schools,,State Of North Carolina,,Total Targets,0.689,104,151
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,ACT WorkKeys,0.5,3,6
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,Current Year EOC,1.0,6,6
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,Mathematics Grade 10,0.778,7,9
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.5,7,14
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,Reading Grade 10,0.889,8,9
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.786,11,14
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,Science Grade 11,0.625,5,8
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.6,6,10
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,The ACT,0.875,7,8
2015,200LEA,Cherokee County Schools,,State Of North Carolina,,Total Targets,0.742,69,93
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,ACT WorkKeys,0.571,4,7
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,Current Year EOC,1.0,6,6
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,Mathematics Grade 10,0.5,4,8
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.571,8,14
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,Reading Grade 10,0.5,4,8
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.643,9,14
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,Science Grade 11,0.5,4,8
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,Science Grades 5 and 8,0.7,7,10
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,The ACT,0.5,4,8
2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,,Total Targets,0.641,59,92
2015,220LEA,Clay County Schools,,State Of North Carolina,,ACT WorkKeys,0.5,2,4
2015,220LEA,Clay County Schools,,State Of North Carolina,,Current Year EOC,1.0,4,4
2015,220LEA,Clay County Schools,,State Of North Carolina,,Mathematics Grade 10,0.833,5,6
2015,220LEA,Clay County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.6,6,10
2015,220LEA,Clay County Schools,,State Of North Carolina,,Reading Grade 10,1.0,6,6
2015,220LEA,Clay County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.6,6,10
2015,220LEA,Clay County Schools,,State Of North Carolina,,Science Grade 11,0.5,3,6
2015,220LEA,Clay County Schools,,State Of North Carolina,,Science Grades 5 and 8,1.0,8,8
2015,220LEA,Clay County Schools,,State Of North Carolina,,The ACT,1.0,6,6
2015,220LEA,Clay County Schools,,State Of North Carolina,,Total Targets,0.788,52,66
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,ACT WorkKeys,0.727,8,11
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,Current Year EOC,1.0,9,9
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,Mathematics Grade 10,0.625,10,16
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.65,13,20
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,Reading Grade 10,0.5,8,16
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.65,13,20
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,Science Grade 11,0.563,9,16
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.941,16,17
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,The ACT,0.625,10,16
2015,230LEA,Cleveland County Schools,,State Of North Carolina,,Total Targets,0.715,113,158
2015,240LEA,Columbus County Schools,,State Of North Carolina,,ACT WorkKeys,0.167,1,6
2015,240LEA,Columbus County Schools,,State Of North Carolina,,Current Year EOC,1.0,9,9
2015,240LEA,Columbus County Schools,,State Of North Carolina,,Mathematics Grade 10,0.625,10,16
2015,240LEA,Columbus County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.55,11,20
2015,240LEA,Columbus County Schools,,State Of North Carolina,,Reading Grade 10,0.438,7,16
2015,240LEA,Columbus County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.6,12,20
2015,240LEA,Columbus County Schools,,State Of North Carolina,,Science Grade 11,0.583,7,12
2015,240LEA,Columbus County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.563,9,16
2015,240LEA,Columbus County Schools,,State Of North Carolina,,The ACT,0.333,4,12
2015,240LEA,Columbus County Schools,,State Of North Carolina,,Total Targets,0.59,82,139
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,ACT WorkKeys,0.5,1,2
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,Current Year EOC,1.0,7,7
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,Mathematics Grade 10,0.9,9,10
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.722,13,18
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,Reading Grade 10,0.8,8,10
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.611,11,18
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,Science Grade 11,0.5,5,10
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,Science Grades 5 and 8,1.0,13,13
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,The ACT,0.7,7,10
2015,241LEA,Whiteville City Schools,,State Of North Carolina,,Total Targets,0.771,84,109
2015,250LEA,Craven County Schools,,State Of North Carolina,,ACT WorkKeys,0.8,8,10
2015,250LEA,Craven County Schools,,State Of North Carolina,,Current Year EOC,1.0,10,10
2015,250LEA,Craven County Schools,,State Of North Carolina,,Mathematics Grade 10,0.7,14,20
2015,250LEA,Craven County Schools,,State Of North Carolina,,Mathematics Grades 3 through 8,0.7,14,20
2015,250LEA,Craven County Schools,,State Of North Carolina,,Reading Grade 10,0.65,13,20
2015,250LEA,Craven County Schools,,State Of North Carolina,,Reading Grades 3 through 8,0.55,11,20
2015,250LEA,Craven County Schools,,State Of North Carolina,,Science Grade 11,0.563,9,16
2015,250LEA,Craven County Schools,,State Of North Carolina,,Science Grades 5 and 8,0.9,18,20
2015,250LEA,Craven County Schools,,State Of North Carolina,,The ACT,0.625,10,16
2015,250LEA,Craven County Schools,,State Of North Carolina,,Total Targets,0.716,121,169
