Experience,year,unit_code,Lea_Name,School_Name,State_Name,category_cd,pct_tch,lea_pct_tch,lea_pct_prin,st_pct_tch,st_pct_prin
0-3 Years,2015,060LEA,Avery County Schools,,State Of North Carolina,H,,0.17,0.364,0.221,0.434
0-3 Years,2015,060LEA,Avery County Schools,,State Of North Carolina,M,,0.268,0.364,0.244,0.434
0-3 Years,2015,060LEA,Avery County Schools,,State Of North Carolina,T,,0.0,0.364,0.249,0.434
0-3 Years,2015,070LEA,Beaufort County Schools,,State Of North Carolina,E,,0.134,0.429,0.228,0.434
0-3 Years,2015,070LEA,Beaufort County Schools,,State Of North Carolina,H,,0.234,0.429,0.221,0.434
0-3 Years,2015,070LEA,Beaufort County Schools,,State Of North Carolina,I,,0.111,0.429,0.254,0.434
0-3 Years,2015,070LEA,Beaufort County Schools,,State Of North Carolina,M,,0.333,0.429,0.244,0.434
0-3 Years,2015,070LEA,Beaufort County Schools,,State Of North Carolina,T,,0.333,0.429,0.249,0.434
0-3 Years,2015,080LEA,Bertie County Schools,,State Of North Carolina,E,,0.243,0.778,0.228,0.434
0-3 Years,2015,080LEA,Bertie County Schools,,State Of North Carolina,H,,0.4,0.778,0.221,0.434
0-3 Years,2015,080LEA,Bertie County Schools,,State Of North Carolina,M,,0.389,0.778,0.244,0.434
0-3 Years,2015,080LEA,Bertie County Schools,,State Of North Carolina,T,,0.4,0.778,0.249,0.434
0-3 Years,2015,090LEA,Bladen County Schools,,State Of North Carolina,E,,0.12,0.385,0.228,0.434
0-3 Years,2015,090LEA,Bladen County Schools,,State Of North Carolina,H,,0.156,0.385,0.221,0.434
0-3 Years,2015,090LEA,Bladen County Schools,,State Of North Carolina,I,,0.077,0.385,0.254,0.434
0-3 Years,2015,090LEA,Bladen County Schools,,State Of North Carolina,M,,0.256,0.385,0.244,0.434
0-3 Years,2015,090LEA,Bladen County Schools,,State Of North Carolina,T,,,0.385,0.249,0.434
0-3 Years,2015,100LEA,Brunswick County Schools,,State Of North Carolina,E,,0.175,0.474,0.228,0.434
0-3 Years,2015,100LEA,Brunswick County Schools,,State Of North Carolina,H,,0.23,0.474,0.221,0.434
0-3 Years,2015,100LEA,Brunswick County Schools,,State Of North Carolina,I,,0.075,0.474,0.254,0.434
0-3 Years,2015,100LEA,Brunswick County Schools,,State Of North Carolina,M,,0.217,0.474,0.244,0.434
0-3 Years,2015,100LEA,Brunswick County Schools,,State Of North Carolina,T,,0.222,0.474,0.249,0.434
0-3 Years,2015,110LEA,Buncombe County Schools,,State Of North Carolina,E,,0.204,0.442,0.228,0.434
0-3 Years,2015,110LEA,Buncombe County Schools,,State Of North Carolina,H,,0.174,0.442,0.221,0.434
0-3 Years,2015,110LEA,Buncombe County Schools,,State Of North Carolina,M,,0.214,0.442,0.244,0.434
0-3 Years,2015,111LEA,Asheville City Schools,,State Of North Carolina,E,,0.277,0.375,0.228,0.434
0-3 Years,2015,111LEA,Asheville City Schools,,State Of North Carolina,H,,0.117,0.375,0.221,0.434
0-3 Years,2015,111LEA,Asheville City Schools,,State Of North Carolina,M,,0.297,0.375,0.244,0.434
0-3 Years,2015,111LEA,Asheville City Schools,,State Of North Carolina,T,,,0.375,0.249,0.434
0-3 Years,2015,120LEA,Burke County Schools,,State Of North Carolina,A,,0.154,0.519,0.225,0.434
0-3 Years,2015,120LEA,Burke County Schools,,State Of North Carolina,E,,0.092,0.519,0.228,0.434
0-3 Years,2015,120LEA,Burke County Schools,,State Of North Carolina,H,,0.152,0.519,0.221,0.434
0-3 Years,2015,120LEA,Burke County Schools,,State Of North Carolina,M,,0.156,0.519,0.244,0.434
0-3 Years,2015,120LEA,Burke County Schools,,State Of North Carolina,T,,0.188,0.519,0.249,0.434
0-3 Years,2015,130LEA,Cabarrus County Schools,,State Of North Carolina,E,,0.207,0.432,0.228,0.434
0-3 Years,2015,130LEA,Cabarrus County Schools,,State Of North Carolina,H,,0.246,0.432,0.221,0.434
0-3 Years,2015,130LEA,Cabarrus County Schools,,State Of North Carolina,M,,0.215,0.432,0.244,0.434
0-3 Years,2015,130LEA,Cabarrus County Schools,,State Of North Carolina,T,,0.4,0.432,0.249,0.434
0-3 Years,2015,132LEA,Kannapolis City Schools,,State Of North Carolina,E,,0.221,0.875,0.228,0.434
0-3 Years,2015,132LEA,Kannapolis City Schools,,State Of North Carolina,H,,0.188,0.875,0.221,0.434
0-3 Years,2015,132LEA,Kannapolis City Schools,,State Of North Carolina,M,,0.196,0.875,0.244,0.434
0-3 Years,2015,140LEA,Caldwell County Schools,,State Of North Carolina,E,,0.166,0.4,0.228,0.434
0-3 Years,2015,140LEA,Caldwell County Schools,,State Of North Carolina,H,,0.121,0.4,0.221,0.434
0-3 Years,2015,140LEA,Caldwell County Schools,,State Of North Carolina,I,,0.214,0.4,0.254,0.434
0-3 Years,2015,140LEA,Caldwell County Schools,,State Of North Carolina,M,,0.192,0.4,0.244,0.434
0-3 Years,2015,140LEA,Caldwell County Schools,,State Of North Carolina,T,,0.25,0.4,0.249,0.434
0-3 Years,2015,150LEA,Camden County Schools,,State Of North Carolina,E,,0.063,0.2,0.228,0.434
0-3 Years,2015,150LEA,Camden County Schools,,State Of North Carolina,H,,0.178,0.2,0.221,0.434
0-3 Years,2015,150LEA,Camden County Schools,,State Of North Carolina,M,,0.143,0.2,0.244,0.434
0-3 Years,2015,160LEA,Carteret County Public Schools,,State Of North Carolina,A,,0.143,0.353,0.225,0.434
0-3 Years,2015,160LEA,Carteret County Public Schools,,State Of North Carolina,E,,0.159,0.353,0.228,0.434
0-3 Years,2015,160LEA,Carteret County Public Schools,,State Of North Carolina,H,,0.115,0.353,0.221,0.434
0-3 Years,2015,160LEA,Carteret County Public Schools,,State Of North Carolina,I,,0.22,0.353,0.254,0.434
0-3 Years,2015,160LEA,Carteret County Public Schools,,State Of North Carolina,M,,0.161,0.353,0.244,0.434
0-3 Years,2015,160LEA,Carteret County Public Schools,,State Of North Carolina,T,,,0.353,0.249,0.434
0-3 Years,2015,170LEA,Caswell County Schools,,State Of North Carolina,E,,0.261,0.5,0.228,0.434
0-3 Years,2015,170LEA,Caswell County Schools,,State Of North Carolina,H,,0.259,0.5,0.221,0.434
0-3 Years,2015,170LEA,Caswell County Schools,,State Of North Carolina,M,,0.304,0.5,0.244,0.434
0-3 Years,2015,180LEA,Catawba County Schools,,State Of North Carolina,A,,0.214,0.5,0.225,0.434
0-3 Years,2015,180LEA,Catawba County Schools,,State Of North Carolina,E,,0.174,0.5,0.228,0.434
0-3 Years,2015,180LEA,Catawba County Schools,,State Of North Carolina,H,,0.171,0.5,0.221,0.434
0-3 Years,2015,180LEA,Catawba County Schools,,State Of North Carolina,M,,0.168,0.5,0.244,0.434
0-3 Years,2015,180LEA,Catawba County Schools,,State Of North Carolina,T,,,0.5,0.249,0.434
0-3 Years,2015,181LEA,Hickory City Schools,,State Of North Carolina,E,,0.244,0.222,0.228,0.434
0-3 Years,2015,181LEA,Hickory City Schools,,State Of North Carolina,H,,0.221,0.222,0.221,0.434
0-3 Years,2015,181LEA,Hickory City Schools,,State Of North Carolina,M,,0.167,0.222,0.244,0.434
0-3 Years,2015,181LEA,Hickory City Schools,,State Of North Carolina,T,,0.32,0.222,0.249,0.434
0-3 Years,2015,182LEA,Newton Conover City Schools,,State Of North Carolina,A,,0.323,0.286,0.225,0.434
0-3 Years,2015,182LEA,Newton Conover City Schools,,State Of North Carolina,E,,0.298,0.286,0.228,0.434
0-3 Years,2015,182LEA,Newton Conover City Schools,,State Of North Carolina,H,,0.25,0.286,0.221,0.434
0-3 Years,2015,182LEA,Newton Conover City Schools,,State Of North Carolina,M,,0.256,0.286,0.244,0.434
0-3 Years,2015,190LEA,Chatham County Schools,,State Of North Carolina,E,,0.215,0.294,0.228,0.434
0-3 Years,2015,190LEA,Chatham County Schools,,State Of North Carolina,H,,0.22,0.294,0.221,0.434
0-3 Years,2015,190LEA,Chatham County Schools,,State Of North Carolina,I,,0.129,0.294,0.254,0.434
0-3 Years,2015,190LEA,Chatham County Schools,,State Of North Carolina,M,,0.224,0.294,0.244,0.434
0-3 Years,2015,200LEA,Cherokee County Schools,,State Of North Carolina,E,,0.157,0.357,0.228,0.434
0-3 Years,2015,200LEA,Cherokee County Schools,,State Of North Carolina,H,,0.184,0.357,0.221,0.434
0-3 Years,2015,200LEA,Cherokee County Schools,,State Of North Carolina,I,,0.224,0.357,0.254,0.434
0-3 Years,2015,200LEA,Cherokee County Schools,,State Of North Carolina,M,,0.25,0.357,0.244,0.434
0-3 Years,2015,200LEA,Cherokee County Schools,,State Of North Carolina,T,,0.0,0.357,0.249,0.434
0-3 Years,2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,E,,0.214,0.5,0.228,0.434
0-3 Years,2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,H,,0.419,0.5,0.221,0.434
0-3 Years,2015,210LEA,Edenton-Chowan Schools,,State Of North Carolina,M,,0.237,0.5,0.244,0.434
0-3 Years,2015,220LEA,Clay County Schools,,State Of North Carolina,E,,0.237,0.333,0.228,0.434
0-3 Years,2015,220LEA,Clay County Schools,,State Of North Carolina,H,,0.063,0.333,0.221,0.434
0-3 Years,2015,220LEA,Clay County Schools,,State Of North Carolina,M,,0.214,0.333,0.244,0.434
0-3 Years,2015,230LEA,Cleveland County Schools,,State Of North Carolina,A,,0.471,0.621,0.225,0.434
0-3 Years,2015,230LEA,Cleveland County Schools,,State Of North Carolina,E,,0.199,0.621,0.228,0.434
0-3 Years,2015,230LEA,Cleveland County Schools,,State Of North Carolina,H,,0.228,0.621,0.221,0.434
0-3 Years,2015,230LEA,Cleveland County Schools,,State Of North Carolina,M,,0.208,0.621,0.244,0.434
0-3 Years,2015,230LEA,Cleveland County Schools,,State Of North Carolina,T,,0.077,0.621,0.249,0.434
0-3 Years,2015,240LEA,Columbus County Schools,,State Of North Carolina,A,,,0.444,0.225,0.434
0-3 Years,2015,240LEA,Columbus County Schools,,State Of North Carolina,E,,0.252,0.444,0.228,0.434
0-3 Years,2015,240LEA,Columbus County Schools,,State Of North Carolina,H,,0.274,0.444,0.221,0.434
0-3 Years,2015,240LEA,Columbus County Schools,,State Of North Carolina,I,,0.278,0.444,0.254,0.434
0-3 Years,2015,240LEA,Columbus County Schools,,State Of North Carolina,M,,0.181,0.444,0.244,0.434
0-3 Years,2015,240LEA,Columbus County Schools,,State Of North Carolina,T,,,0.444,0.249,0.434
0-3 Years,2015,241LEA,Whiteville City Schools,,State Of North Carolina,A,,0.429,0.6,0.225,0.434
0-3 Years,2015,241LEA,Whiteville City Schools,,State Of North Carolina,E,,0.139,0.6,0.228,0.434
0-3 Years,2015,241LEA,Whiteville City Schools,,State Of North Carolina,H,,0.245,0.6,0.221,0.434
0-3 Years,2015,241LEA,Whiteville City Schools,,State Of North Carolina,M,,0.114,0.6,0.244,0.434
0-3 Years,2015,250LEA,Craven County Schools,,State Of North Carolina,E,,0.273,0.4,0.228,0.434
0-3 Years,2015,250LEA,Craven County Schools,,State Of North Carolina,H,,0.221,0.4,0.221,0.434
0-3 Years,2015,250LEA,Craven County Schools,,State Of North Carolina,M,,0.181,0.4,0.244,0.434
0-3 Years,2015,260LEA,Cumberland County Schools,,State Of North Carolina,A,,0.154,0.356,0.225,0.434
0-3 Years,2015,260LEA,Cumberland County Schools,,State Of North Carolina,E,,0.276,0.356,0.228,0.434
0-3 Years,2015,260LEA,Cumberland County Schools,,State Of North Carolina,H,,0.204,0.356,0.221,0.434
0-3 Years,2015,260LEA,Cumberland County Schools,,State Of North Carolina,M,,0.247,0.356,0.244,0.434
0-3 Years,2015,260LEA,Cumberland County Schools,,State Of North Carolina,T,,,0.356,0.249,0.434
0-3 Years,2015,270LEA,Currituck County Schools,,State Of North Carolina,E,,0.125,0.5,0.228,0.434
0-3 Years,2015,270LEA,Currituck County Schools,,State Of North Carolina,H,,0.189,0.5,0.221,0.434
0-3 Years,2015,270LEA,Currituck County Schools,,State Of North Carolina,M,,0.167,0.5,0.244,0.434
0-3 Years,2015,280LEA,Dare County Schools,,State Of North Carolina,E,,0.135,0.273,0.228,0.434
0-3 Years,2015,280LEA,Dare County Schools,,State Of North Carolina,H,,0.144,0.273,0.221,0.434
0-3 Years,2015,280LEA,Dare County Schools,,State Of North Carolina,M,,0.12,0.273,0.244,0.434
0-3 Years,2015,280LEA,Dare County Schools,,State Of North Carolina,T,,0.214,0.273,0.249,0.434
0-3 Years,2015,290LEA,Davidson County Schools,,State Of North Carolina,A,,0.273,0.514,0.225,0.434
0-3 Years,2015,290LEA,Davidson County Schools,,State Of North Carolina,E,,0.185,0.514,0.228,0.434
0-3 Years,2015,290LEA,Davidson County Schools,,State Of North Carolina,H,,0.174,0.514,0.221,0.434
0-3 Years,2015,290LEA,Davidson County Schools,,State Of North Carolina,M,,0.166,0.514,0.244,0.434
0-3 Years,2015,290LEA,Davidson County Schools,,State Of North Carolina,T,,0.0,0.514,0.249,0.434
0-3 Years,2015,291LEA,Lexington City Schools,,State Of North Carolina,A,,0.0,0.429,0.225,0.434
0-3 Years,2015,291LEA,Lexington City Schools,,State Of North Carolina,E,,0.281,0.429,0.228,0.434
0-3 Years,2015,291LEA,Lexington City Schools,,State Of North Carolina,H,,0.364,0.429,0.221,0.434
0-3 Years,2015,291LEA,Lexington City Schools,,State Of North Carolina,M,,0.357,0.429,0.244,0.434
0-3 Years,2015,292LEA,Thomasville City Schools,,State Of North Carolina,E,,0.322,0.75,0.228,0.434
0-3 Years,2015,292LEA,Thomasville City Schools,,State Of North Carolina,H,,0.12,0.75,0.221,0.434
0-3 Years,2015,292LEA,Thomasville City Schools,,State Of North Carolina,M,,0.343,0.75,0.244,0.434
0-3 Years,2015,300LEA,Davie County Schools,,State Of North Carolina,E,,0.164,0.583,0.228,0.434
0-3 Years,2015,300LEA,Davie County Schools,,State Of North Carolina,H,,0.226,0.583,0.221,0.434
0-3 Years,2015,300LEA,Davie County Schools,,State Of North Carolina,M,,0.157,0.583,0.244,0.434
0-3 Years,2015,300LEA,Davie County Schools,,State Of North Carolina,T,,0.0,0.583,0.249,0.434
0-3 Years,2015,310LEA,Duplin County Schools,,State Of North Carolina,E,,0.338,0.563,0.228,0.434
0-3 Years,2015,310LEA,Duplin County Schools,,State Of North Carolina,H,,0.276,0.563,0.221,0.434
0-3 Years,2015,310LEA,Duplin County Schools,,State Of North Carolina,I,,0.215,0.563,0.254,0.434
0-3 Years,2015,310LEA,Duplin County Schools,,State Of North Carolina,M,,0.424,0.563,0.244,0.434
0-3 Years,2015,310LEA,Duplin County Schools,,State Of North Carolina,T,,0.25,0.563,0.249,0.434
0-3 Years,2015,320LEA,Durham Public Schools,,State Of North Carolina,A,,0.048,0.296,0.225,0.434
0-3 Years,2015,320LEA,Durham Public Schools,,State Of North Carolina,E,,0.295,0.296,0.228,0.434
0-3 Years,2015,320LEA,Durham Public Schools,,State Of North Carolina,H,,0.294,0.296,0.221,0.434
0-3 Years,2015,320LEA,Durham Public Schools,,State Of North Carolina,M,,0.345,0.296,0.244,0.434
0-3 Years,2015,320LEA,Durham Public Schools,,State Of North Carolina,T,,0.241,0.296,0.249,0.434
0-3 Years,2015,330LEA,Edgecombe County Public School,,State Of North Carolina,E,,0.194,0.786,0.228,0.434
0-3 Years,2015,330LEA,Edgecombe County Public School,,State Of North Carolina,H,,0.19,0.786,0.221,0.434
0-3 Years,2015,330LEA,Edgecombe County Public School,,State Of North Carolina,I,,0.694,0.786,0.254,0.434
0-3 Years,2015,330LEA,Edgecombe County Public School,,State Of North Carolina,M,,0.324,0.786,0.244,0.434
0-3 Years,2015,330LEA,Edgecombe County Public School,,State Of North Carolina,T,,,0.786,0.249,0.434
0-3 Years,2015,340LEA,Forsyth County Schools,,State Of North Carolina,A,,0.143,0.175,0.225,0.434
0-3 Years,2015,340LEA,Forsyth County Schools,,State Of North Carolina,E,,0.179,0.175,0.228,0.434
0-3 Years,2015,340LEA,Forsyth County Schools,,State Of North Carolina,H,,0.167,0.175,0.221,0.434
0-3 Years,2015,340LEA,Forsyth County Schools,,State Of North Carolina,I,,0.143,0.175,0.254,0.434
0-3 Years,2015,340LEA,Forsyth County Schools,,State Of North Carolina,M,,0.214,0.175,0.244,0.434
0-3 Years,2015,340LEA,Forsyth County Schools,,State Of North Carolina,T,,0.302,0.175,0.249,0.434
0-3 Years,2015,350LEA,Franklin County Schools,,State Of North Carolina,E,,0.263,0.188,0.228,0.434
0-3 Years,2015,350LEA,Franklin County Schools,,State Of North Carolina,H,,0.252,0.188,0.221,0.434
0-3 Years,2015,350LEA,Franklin County Schools,,State Of North Carolina,M,,0.257,0.188,0.244,0.434
0-3 Years,2015,360LEA,Gaston County Schools,,State Of North Carolina,A,,0.154,0.446,0.225,0.434
0-3 Years,2015,360LEA,Gaston County Schools,,State Of North Carolina,E,,0.211,0.446,0.228,0.434
0-3 Years,2015,360LEA,Gaston County Schools,,State Of North Carolina,H,,0.227,0.446,0.221,0.434
0-3 Years,2015,360LEA,Gaston County Schools,,State Of North Carolina,M,,0.311,0.446,0.244,0.434
0-3 Years,2015,360LEA,Gaston County Schools,,State Of North Carolina,T,,0.238,0.446,0.249,0.434
0-3 Years,2015,370LEA,Gates County Schools,,State Of North Carolina,E,,0.148,0.8,0.228,0.434
0-3 Years,2015,370LEA,Gates County Schools,,State Of North Carolina,H,,0.311,0.8,0.221,0.434
0-3 Years,2015,370LEA,Gates County Schools,,State Of North Carolina,M,,0.267,0.8,0.244,0.434
0-3 Years,2015,380LEA,Graham County Schools,,State Of North Carolina,A,,,0.333,0.225,0.434
0-3 Years,2015,380LEA,Graham County Schools,,State Of North Carolina,E,,0.13,0.333,0.228,0.434
0-3 Years,2015,380LEA,Graham County Schools,,State Of North Carolina,H,,0.25,0.333,0.221,0.434
0-3 Years,2015,380LEA,Graham County Schools,,State Of North Carolina,M,,0.154,0.333,0.244,0.434
0-3 Years,2015,390LEA,Granville County Schools,,State Of North Carolina,A,,0.429,0.667,0.225,0.434
0-3 Years,2015,390LEA,Granville County Schools,,State Of North Carolina,E,,0.268,0.667,0.228,0.434
0-3 Years,2015,390LEA,Granville County Schools,,State Of North Carolina,H,,0.231,0.667,0.221,0.434
0-3 Years,2015,390LEA,Granville County Schools,,State Of North Carolina,M,,0.323,0.667,0.244,0.434
0-3 Years,2015,390LEA,Granville County Schools,,State Of North Carolina,T,,0.667,0.667,0.249,0.434
0-3 Years,2015,400LEA,Greene County Schools,,State Of North Carolina,E,,0.257,1.0,0.228,0.434
0-3 Years,2015,400LEA,Greene County Schools,,State Of North Carolina,H,,0.286,1.0,0.221,0.434
0-3 Years,2015,400LEA,Greene County Schools,,State Of North Carolina,M,,0.279,1.0,0.244,0.434
0-3 Years,2015,410LEA,Guilford County Schools,,State Of North Carolina,A,,0.212,0.397,0.225,0.434
0-3 Years,2015,410LEA,Guilford County Schools,,State Of North Carolina,E,,0.208,0.397,0.228,0.434
0-3 Years,2015,410LEA,Guilford County Schools,,State Of North Carolina,H,,0.229,0.397,0.221,0.434
0-3 Years,2015,410LEA,Guilford County Schools,,State Of North Carolina,I,,0.225,0.397,0.254,0.434
0-3 Years,2015,410LEA,Guilford County Schools,,State Of North Carolina,M,,0.218,0.397,0.244,0.434
0-3 Years,2015,410LEA,Guilford County Schools,,State Of North Carolina,T,,0.288,0.397,0.249,0.434
0-3 Years,2015,420LEA,Halifax County Schools,,State Of North Carolina,E,,0.4,0.818,0.228,0.434
0-3 Years,2015,420LEA,Halifax County Schools,,State Of North Carolina,H,,0.429,0.818,0.221,0.434
0-3 Years,2015,420LEA,Halifax County Schools,,State Of North Carolina,M,,0.375,0.818,0.244,0.434
0-3 Years,2015,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,E,,0.124,0.75,0.228,0.434
0-3 Years,2015,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,H,,0.145,0.75,0.221,0.434
0-3 Years,2015,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,M,,0.091,0.75,0.244,0.434
0-3 Years,2015,422LEA,Weldon City Schools,,State Of North Carolina,E,,0.241,1.0,0.228,0.434
0-3 Years,2015,422LEA,Weldon City Schools,,State Of North Carolina,H,,0.452,1.0,0.221,0.434
0-3 Years,2015,422LEA,Weldon City Schools,,State Of North Carolina,M,,0.444,1.0,0.244,0.434
0-3 Years,2015,422LEA,Weldon City Schools,,State Of North Carolina,T,,,1.0,0.249,0.434
0-3 Years,2015,430LEA,Harnett County Schools,,State Of North Carolina,E,,0.328,0.536,0.228,0.434
0-3 Years,2015,430LEA,Harnett County Schools,,State Of North Carolina,H,,0.256,0.536,0.221,0.434
0-3 Years,2015,430LEA,Harnett County Schools,,State Of North Carolina,M,,0.271,0.536,0.244,0.434
0-3 Years,2015,430LEA,Harnett County Schools,,State Of North Carolina,T,,0.214,0.536,0.249,0.434
0-3 Years,2015,440LEA,Haywood County Schools,,State Of North Carolina,E,,0.233,0.5,0.228,0.434
0-3 Years,2015,440LEA,Haywood County Schools,,State Of North Carolina,H,,0.229,0.5,0.221,0.434
0-3 Years,2015,440LEA,Haywood County Schools,,State Of North Carolina,M,,0.288,0.5,0.244,0.434
0-3 Years,2015,450LEA,Henderson County Schools,,State Of North Carolina,E,,0.174,0.522,0.228,0.434
0-3 Years,2015,450LEA,Henderson County Schools,,State Of North Carolina,H,,0.173,0.522,0.221,0.434
0-3 Years,2015,450LEA,Henderson County Schools,,State Of North Carolina,M,,0.201,0.522,0.244,0.434
0-3 Years,2015,450LEA,Henderson County Schools,,State Of North Carolina,T,,0.192,0.522,0.249,0.434
0-3 Years,2015,460LEA,Hertford County Schools,,State Of North Carolina,E,,0.211,0.571,0.228,0.434
0-3 Years,2015,460LEA,Hertford County Schools,,State Of North Carolina,H,,0.217,0.571,0.221,0.434
0-3 Years,2015,460LEA,Hertford County Schools,,State Of North Carolina,M,,0.375,0.571,0.244,0.434
0-3 Years,2015,470LEA,Hoke County Schools,,State Of North Carolina,E,,0.478,0.429,0.228,0.434
0-3 Years,2015,470LEA,Hoke County Schools,,State Of North Carolina,H,,0.312,0.429,0.221,0.434
0-3 Years,2015,470LEA,Hoke County Schools,,State Of North Carolina,M,,0.352,0.429,0.244,0.434
0-3 Years,2015,470LEA,Hoke County Schools,,State Of North Carolina,T,,0.3,0.429,0.249,0.434
0-3 Years,2015,480LEA,Hyde County Schools,,State Of North Carolina,A,,0.1,0.333,0.225,0.434
0-3 Years,2015,480LEA,Hyde County Schools,,State Of North Carolina,E,,0.471,0.333,0.228,0.434
0-3 Years,2015,480LEA,Hyde County Schools,,State Of North Carolina,H,,,0.333,0.221,0.434
0-3 Years,2015,480LEA,Hyde County Schools,,State Of North Carolina,M,,,0.333,0.244,0.434
0-3 Years,2015,480LEA,Hyde County Schools,,State Of North Carolina,T,,0.19,0.333,0.249,0.434
0-3 Years,2015,490LEA,Iredell-Statesville Schools,,State Of North Carolina,A,,0.111,0.444,0.225,0.434
0-3 Years,2015,490LEA,Iredell-Statesville Schools,,State Of North Carolina,E,,0.181,0.444,0.228,0.434
0-3 Years,2015,490LEA,Iredell-Statesville Schools,,State Of North Carolina,H,,0.204,0.444,0.221,0.434
0-3 Years,2015,490LEA,Iredell-Statesville Schools,,State Of North Carolina,M,,0.203,0.444,0.244,0.434
0-3 Years,2015,490LEA,Iredell-Statesville Schools,,State Of North Carolina,T,,0.111,0.444,0.249,0.434
0-3 Years,2015,491LEA,Mooresville City Schools,,State Of North Carolina,E,,0.147,0.5,0.228,0.434
0-3 Years,2015,491LEA,Mooresville City Schools,,State Of North Carolina,H,,0.164,0.5,0.221,0.434
0-3 Years,2015,491LEA,Mooresville City Schools,,State Of North Carolina,M,,0.241,0.5,0.244,0.434
0-3 Years,2015,500LEA,Jackson County Schools,,State Of North Carolina,A,,0.133,0.667,0.225,0.434
0-3 Years,2015,500LEA,Jackson County Schools,,State Of North Carolina,E,,0.2,0.667,0.228,0.434
0-3 Years,2015,500LEA,Jackson County Schools,,State Of North Carolina,H,,0.206,0.667,0.221,0.434
0-3 Years,2015,500LEA,Jackson County Schools,,State Of North Carolina,I,,0.342,0.667,0.254,0.434
0-3 Years,2015,500LEA,Jackson County Schools,,State Of North Carolina,T,,0.308,0.667,0.249,0.434
0-3 Years,2015,510LEA,Johnston County Schools,,State Of North Carolina,E,,0.225,0.432,0.228,0.434
0-3 Years,2015,510LEA,Johnston County Schools,,State Of North Carolina,H,,0.222,0.432,0.221,0.434
0-3 Years,2015,510LEA,Johnston County Schools,,State Of North Carolina,I,,0.196,0.432,0.254,0.434
0-3 Years,2015,510LEA,Johnston County Schools,,State Of North Carolina,M,,0.273,0.432,0.244,0.434
0-3 Years,2015,510LEA,Johnston County Schools,,State Of North Carolina,T,,0.063,0.432,0.249,0.434
0-3 Years,2015,520LEA,Jones County Schools,,State Of North Carolina,E,,0.164,0.667,0.228,0.434
0-3 Years,2015,520LEA,Jones County Schools,,State Of North Carolina,H,,0.069,0.667,0.221,0.434
0-3 Years,2015,520LEA,Jones County Schools,,State Of North Carolina,M,,0.167,0.667,0.244,0.434
0-3 Years,2015,530LEA,Lee County Schools,,State Of North Carolina,A,,0.375,0.5,0.225,0.434
0-3 Years,2015,530LEA,Lee County Schools,,State Of North Carolina,E,,0.349,0.5,0.228,0.434
0-3 Years,2015,530LEA,Lee County Schools,,State Of North Carolina,H,,0.29,0.5,0.221,0.434
0-3 Years,2015,530LEA,Lee County Schools,,State Of North Carolina,M,,0.396,0.5,0.244,0.434
0-3 Years,2015,530LEA,Lee County Schools,,State Of North Carolina,T,,0.182,0.5,0.249,0.434
0-3 Years,2015,540LEA,Lenoir County Public Schools,,State Of North Carolina,A,,0.1,0.765,0.225,0.434
0-3 Years,2015,540LEA,Lenoir County Public Schools,,State Of North Carolina,E,,0.252,0.765,0.228,0.434
