vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url
(336)570-6180,2017,010326,502 N Graham Hopedale Road,Burlington,NC,27217.0,P,0.0,0.0,,E,http://eae.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,https://www.abss.k12.nc.us/Page/27733,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,Eastlawn Elementary,State Of North Carolina,,538.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6420,2017,010328,4751 S NC 62,Burlington,NC,27215.0,P,0.0,0.0,,E,http://ehe.abss.k12.nc.us,K-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Edwin M Holt Elementary,State Of North Carolina,,555.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)538-6000,2017,010340,510 E Haggard Avenue,Elon,NC,27244.0,P,0.0,0.0,,E,http://ece.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Elon Elementary,State Of North Carolina,,723.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)376-3673,2017,010346,5827 Church Road,Graham,NC,27253.0,P,0.0,0.0,,E,http://bje.abss.k12.nc.us,K-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,B Everett Jordan Elem,State Of North Carolina,,382.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-2088,2017,010347,3224 Old Hillsborough Road,Mebane,NC,27302.0,P,0.0,0.0,,E,http://age.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Garrett Elementary,State Of North Carolina,,699.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6440,2017,010348,903 Trollinger Road,Graham,NC,27253.0,P,0.0,0.0,,H,http://grh.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Graham High,State Of North Carolina,,810.0,996.0,853.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6460,2017,010350,311 E Pine Street,Graham,NC,27253.0,P,0.0,0.0,,M,http://grm.abss.k12.nc.us/,6-8,"Regular School, Year-Round Calendar",Y,https://www.abss.k12.nc.us/Page/27733,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,Graham Middle,State Of North Carolina,F,632.0,706.0,629.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6115,2017,010351,141 Trail One,Burlington,NC,27215.0,P,0.0,0.0,,E,http://gpe.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Grove Park Elementary,State Of North Carolina,,476.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-5303,2017,010353,1951 S NC 119,Mebane,NC,27302.0,P,0.0,0.0,,M,http://ham.abss.k12.nc.us,6-8,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Hawfields Middle,State Of North Carolina,,635.0,706.0,629.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6125,2017,010354,316 Carden Street,Burlington,NC,27215.0,P,0.0,0.0,,E,http://hne.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Harvey R Newlin Elementary,State Of North Carolina,,616.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)578-0177,2017,010357,701 E Main Street,Haw River,NC,27258.0,P,0.0,0.0,,E,http://hre.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,https://www.abss.k12.nc.us/Page/27733,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,Haw River Elementary,State Of North Carolina,,506.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6120,2017,010358,1714 W Davis Street,Burlington,NC,27215.0,P,0.0,0.0,,E,http://hie.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Hillcrest Elementary,State Of North Carolina,,623.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6100,2017,010360,2200 N Mebane Street,Burlington,NC,27217.0,P,0.0,0.0,,H,http://hch.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Hugh M Cummings High,State Of North Carolina,,897.0,996.0,853.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6140,2017,010362,2235 Delaney Drive,Burlington,NC,27215.0,P,0.0,0.0,,E,http://mse.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Marvin B Smith Elementary,State Of North Carolina,,521.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)578-2272,2017,010364,1025 Trollinger Road,Graham,NC,27253.0,P,0.0,0.0,,E,http://nge.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,https://www.abss.k12.nc.us/Page/27733,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,North Graham Elementary,State Of North Carolina,,369.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)421-3701,2017,010372,2847 Pleasant Grv Sch Road,Burlington,NC,27217.0,P,0.0,0.0,,E,http://pge.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,"Pleasant Grove Elementary, Burlington",State Of North Carolina,,249.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6170,2017,010374,2630 Buckingham Road,Burlington,NC,27217.0,P,0.0,0.0,,E,http://rae.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,R Homer Andrews Elementary,State Of North Carolina,,595.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6644,2017,010378,609 Ray Street,Graham,NC,27253.0,P,0.0,0.0,,A,http://.abss.k12.nc.us,K-12,"Alternative Education, Traditional Calendar",A,https://www.abss.k12.nc.us/Page/27733,Alternative Education,Traditional Calendar,,,,,Y,,Alamance-Burlington Schools,Ray Street Academy,State Of North Carolina,,100.0,100.0,565.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6520,2017,010380,320 Ivey Road,Graham,NC,27253.0,P,0.0,0.0,,E,http://sge.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,https://www.abss.k12.nc.us/Page/27733,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,South Graham Elementary,State Of North Carolina,,565.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-6905,2017,010384,600 S 3rd Street,Mebane,NC,27302.0,P,0.0,0.0,,E,http://sme.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,South Mebane Elementary,State Of North Carolina,,625.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6400,2017,010388,631 Southern High Road,Graham,NC,27253.0,P,0.0,0.0,,H,http://sah.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,Y,,,,Alamance-Burlington Schools,Southern High,State Of North Carolina,,1511.0,996.0,853.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6500,2017,010390,771 Southern High Road,Graham,NC,27253.0,P,0.0,0.0,,M,http://sam.abss.k12.nc.us,6-8,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,"Southern Middle, Graham",State Of North Carolina,,748.0,706.0,629.0,,,https://www.abss.k12.nc.us/Page/27733
(336)376-3350,2017,010392,7718 Sylvan Road,Snow Camp,NC,27349.0,P,0.0,0.0,,E,http://sye.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Sylvan Elementary,State Of North Carolina,,286.0,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6150,2017,010394,1710 Edgewood Avenue,Burlington,NC,27215.0,P,0.0,0.0,,M,http://tum.abss.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Turrentine Middle,State Of North Carolina,F,749.0,706.0,629.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6161,2017,010396,1307 S Church Street,Burlington,NC,27215.0,P,0.0,0.0,,H,http://wwh.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,Y,,,,,Alamance-Burlington Schools,Walter M Williams High,State Of North Carolina,,1135.0,996.0,853.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)538-6020,2017,010400,1731 N NC 87,Elon,NC,27244.0,P,0.0,0.0,,H,http://wah.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Western Alamance High,State Of North Carolina,,1258.0,996.0,853.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)538-6010,2017,010403,2100 Eldon Drive,Elon,NC,27244.0,P,0.0,0.0,,M,http://wam.abss.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Western Middle,State Of North Carolina,,902.0,706.0,629.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-3222,2017,010406,3970 Mebane Rogers Road,Mebane,NC,27302.0,P,0.0,0.0,,M,http://wom.abss.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,https://www.abss.k12.nc.us/Page/27733,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Woodlawn Middle,State Of North Carolina,,535.0,706.0,629.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2017,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,Dr. William Harrison,H,http://www.abss.k12.nc.us,,,,https://www.abss.k12.nc.us/Page/27733,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,996.0,853.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2017,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,Dr. William Harrison,A,http://www.abss.k12.nc.us,,,,https://www.abss.k12.nc.us/Page/27733,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,100.0,565.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2017,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,Dr. William Harrison,M,http://www.abss.k12.nc.us,,,,https://www.abss.k12.nc.us/Page/27733,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,706.0,629.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2017,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,Dr. William Harrison,E,http://www.abss.k12.nc.us,,,,https://www.abss.k12.nc.us/Page/27733,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,528.0,490.0,,,https://www.abss.k12.nc.us/Page/27733
(336)229-0909,2017,01B000,235 Cheeks Lane,Graham,NC,27253.0,C,0.0,0.0,Jeffrey Dishmon,A,http://www.rivermill-academy.org,K-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,River Mill Academy,State Of North Carolina,,778.0,,565.0,N,,
(336)586-9440,2017,01C000,2454 Altamhaw Union Ridge Road,Burlington,NC,27217.0,C,0.0,0.0,Walter R. Finnigan,A,http://www.cgsnc.org,K-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Clover Garden,State Of North Carolina,,651.0,,565.0,N,,
(336)376-1122,2017,01D000,1735 Saxapahaw Bethlehem Church Rd,Saxapahaw,NC,27340.0,C,0.0,0.0,Kenneth E Moles II,T,http://www.thehawbridgeschool.org,5-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Charter and Non-District Affiliated Schools,The Hawbridge School,State Of North Carolina,,312.0,,278.0,N,,
(828)632-7063,2017,020302,223 School Drive,Taylorsville,NC,28681.0,P,0.0,0.0,,H,http://www.alexander.k12.nc.us/alexandercentral,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alexander County Schools,Alexander Central High,State Of North Carolina,,1398.0,727.0,853.0,Y,,
(828)632-8221,2017,020303,230 Industrial Blvd,Taylorsville,NC,28681.0,P,0.0,0.0,,H,http://www.alexander.k12.nc.us/aec,9-9,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,,,,,,,Alexander County Schools,Alexander Early College,State Of North Carolina,,56.0,727.0,853.0,N,,
(828)495-8198,2017,020304,7900 NC Hwy 127,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/bethlehem,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Bethlehem Elementary,State Of North Carolina,,445.0,328.0,490.0,,,
(828)632-7565,2017,020306,1285 White Plains Road,Hiddenite,NC,28636.0,P,0.0,0.0,,M,http://www.alexander.k12.nc.us/eastalexander,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alexander County Schools,East Alexander Middle,State Of North Carolina,,622.0,565.0,629.0,,,
(828)632-4866,2017,020308,175 Ellendale Park Lane,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/ellendale,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Ellendale Elementary,State Of North Carolina,,305.0,328.0,490.0,,,
(828)632-2503,2017,020316,374 Sulphur Springs Road,Hiddenite,NC,28636.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/hiddenite,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Hiddenite Elementary,State Of North Carolina,,486.0,328.0,490.0,,,
(704)585-6981,2017,020320,311 Stony Point School Road,Stony Point,NC,28678.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/stonypoint,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Stony Point Elementary,State Of North Carolina,,252.0,328.0,490.0,,,
(828)632-2192,2017,020324,3600 NC Hwy 16N,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/sugarloaf,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Sugar Loaf Elementary,State Of North Carolina,,240.0,328.0,490.0,,,
(828)632-3072,2017,020328,100 7th Street SW,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/taylorsville,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Taylorsville Elementary,State Of North Carolina,,270.0,328.0,490.0,,,
(828)495-4611,2017,020330,85 Bulldog Lane,Taylorsville,NC,28681.0,P,0.0,0.0,,M,http://www.alexander.k12.nc.us/westalexander,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alexander County Schools,West Alexander Middle,State Of North Carolina,,508.0,565.0,629.0,,,
(828)632-2395,2017,020332,7300 Church Road,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.alexander.k12.nc.us/wittenburg,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Wittenburg Elementary,State Of North Carolina,,297.0,328.0,490.0,,,
(828)632-7001,2017,020LEA,700 Liledoun Road,Taylorsville,NC,28681.0,P,0.0,0.0,Dr. Jennifer F. Hefner,M,http://www.alexander.k12.nc.us,,,,,,,,,,,,,Alexander County Schools,,State Of North Carolina,,,565.0,629.0,,,
(828)632-7001,2017,020LEA,700 Liledoun Road,Taylorsville,NC,28681.0,P,0.0,0.0,Dr. Jennifer F. Hefner,E,http://www.alexander.k12.nc.us,,,,,,,,,,,,,Alexander County Schools,,State Of North Carolina,,,328.0,490.0,,,
(828)632-7001,2017,020LEA,700 Liledoun Road,Taylorsville,NC,28681.0,P,0.0,0.0,Dr. Jennifer F. Hefner,H,http://www.alexander.k12.nc.us,,,,,,,,,,,,,Alexander County Schools,,State Of North Carolina,,,727.0,853.0,,,
(336)372-4554,2017,030304,404 Trojan Avenue,Sparta,NC,28675.0,P,0.0,0.0,,H,http://ahs.alleghany.k12.nc.us,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alleghany County Schools,Alleghany High,State Of North Carolina,,438.0,438.0,853.0,N,,
(336)657-3388,2017,030308,32 Glade Creek Sch Road,Ennice,NC,28623.0,P,0.0,0.0,,I,http://gcs.alleghany.k12.nc.us,PK-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alleghany County Schools,Glade Creek Elementary,State Of North Carolina,,228.0,301.0,455.0,,,
(336)359-2988,2017,030316,559 Piney Creek Sch Road,Piney Creek,NC,28663.0,P,0.0,0.0,,I,http://pcs.alleghany.k12.nc.us,PK-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alleghany County Schools,Piney Creek Elementary,State Of North Carolina,,153.0,301.0,455.0,,,
(336)372-8546,2017,030320,450 N Main Street,Sparta,NC,28675.0,P,0.0,0.0,,I,http://ses.alleghany.k12.nc.us,PK-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alleghany County Schools,Sparta Elementary,State Of North Carolina,,523.0,301.0,455.0,,,
(336)372-4345,2017,030LEA,85 Peachtree Street,Sparta,NC,28675.0,P,0.0,0.0,Chad S. Beasley,H,http://www.alleghany.k12.nc.us,,,,,,,,,,,,,Alleghany County Schools,,State Of North Carolina,,,438.0,853.0,,,
(336)372-4345,2017,030LEA,85 Peachtree Street,Sparta,NC,28675.0,P,0.0,0.0,Chad S. Beasley,I,http://www.alleghany.k12.nc.us,,,,,,,,,,,,,Alleghany County Schools,,State Of North Carolina,,,301.0,455.0,,,
(704)272-5396,2017,040304,177 Ledbetter Street,Polkton,NC,28135.0,P,0.0,0.0,,H,http://www.ansonschools.org,9-13,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf,Regular School,Traditional Calendar,,,,Y,,,Anson County Schools,Anson Co. Early College High,State Of North Carolina,,209.0,319.0,853.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-7447,2017,040305,118 N. Ashe Street,Wadesboro,NC,28170.0,P,0.0,0.0,,T,http://www.ansonschools.org,7-12,"Alternative Education, Traditional Calendar",A,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf,Alternative Education,Traditional Calendar,,,,Y,Y,,Anson County Schools,Anson Academy,State Of North Carolina,P,77.0,77.0,278.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-9301,2017,040306,96 Anson High School Road,Wadesboro,NC,28170.0,P,0.0,0.0,,H,http://ahs.ansonschools.org/home.aspx,9-12,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf,Regular School,Traditional Calendar,,,Y,Y,,,Anson County Schools,Anson High School,State Of North Carolina,P,629.0,319.0,853.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)826-8337,2017,040308,9104 Hwy 52 N,Ansonville,NC,28007.0,P,0.0,0.0,,E,http://aes.ansonschools.org/home.aspx,K-6,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf,Regular School,Traditional Calendar,Y,,,Y,,,Anson County Schools,Ansonville Elementary,State Of North Carolina,,193.0,330.0,490.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-3945,2017,040309,832 US Hwy 52 N,Wadesboro,NC,28170.0,P,0.0,0.0,,M,http://ams.ansonschools.org/home.aspx,7-8,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf,Regular School,Traditional Calendar,,,,Y,,,Anson County Schools,Anson Middle,State Of North Carolina,,481.0,318.0,629.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-4423,2017,040311,1542 Hwy 52 S,Wadesboro,NC,28170.0,P,0.0,0.0,,E,http://wps.ansonschools.org/home.aspx,K-4,"Regular School, Traditional Calendar",R,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf,Regular School,Traditional Calendar,Y,,,Y,,,Anson County Schools,Wadesboro Primary,State Of North Carolina,,467.0,330.0,490.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
