Experience,year,unit_code,Lea_Name,School_Name,State_Name,category_cd,pct_tch,lea_pct_tch,lea_pct_prin,st_pct_tch,st_pct_prin
0-3 Years,2017,100LEA,Brunswick County Schools,,State Of North Carolina,T,,0.217,0.368,0.215,0.427
0-3 Years,2017,110LEA,Buncombe County Schools,,State Of North Carolina,E,,0.196,0.341,0.215,0.427
0-3 Years,2017,110LEA,Buncombe County Schools,,State Of North Carolina,H,,0.175,0.341,0.21,0.427
0-3 Years,2017,110LEA,Buncombe County Schools,,State Of North Carolina,M,,0.18,0.341,0.227,0.427
0-3 Years,2017,111LEA,Asheville City Schools,,State Of North Carolina,E,,0.234,0.429,0.215,0.427
0-3 Years,2017,111LEA,Asheville City Schools,,State Of North Carolina,H,,0.162,0.429,0.21,0.427
0-3 Years,2017,111LEA,Asheville City Schools,,State Of North Carolina,M,,0.333,0.429,0.227,0.427
0-3 Years,2017,111LEA,Asheville City Schools,,State Of North Carolina,T,,,0.429,0.215,0.427
0-3 Years,2017,120LEA,Burke County Schools,,State Of North Carolina,A,,0.308,0.481,0.195,0.427
0-3 Years,2017,120LEA,Burke County Schools,,State Of North Carolina,E,,0.117,0.481,0.215,0.427
0-3 Years,2017,120LEA,Burke County Schools,,State Of North Carolina,H,,0.136,0.481,0.21,0.427
0-3 Years,2017,120LEA,Burke County Schools,,State Of North Carolina,M,,0.124,0.481,0.227,0.427
0-3 Years,2017,120LEA,Burke County Schools,,State Of North Carolina,T,,0.071,0.481,0.215,0.427
0-3 Years,2017,130LEA,Cabarrus County Schools,,State Of North Carolina,E,,0.203,0.564,0.215,0.427
0-3 Years,2017,130LEA,Cabarrus County Schools,,State Of North Carolina,H,,0.222,0.564,0.21,0.427
0-3 Years,2017,130LEA,Cabarrus County Schools,,State Of North Carolina,M,,0.183,0.564,0.227,0.427
0-3 Years,2017,130LEA,Cabarrus County Schools,,State Of North Carolina,T,,0.16,0.564,0.215,0.427
0-3 Years,2017,132LEA,Kannapolis City Schools,,State Of North Carolina,E,,0.194,0.571,0.215,0.427
0-3 Years,2017,132LEA,Kannapolis City Schools,,State Of North Carolina,H,,0.179,0.571,0.21,0.427
0-3 Years,2017,132LEA,Kannapolis City Schools,,State Of North Carolina,M,,0.219,0.571,0.227,0.427
0-3 Years,2017,140LEA,Caldwell County Schools,,State Of North Carolina,E,,0.13,0.346,0.215,0.427
0-3 Years,2017,140LEA,Caldwell County Schools,,State Of North Carolina,H,,0.135,0.346,0.21,0.427
0-3 Years,2017,140LEA,Caldwell County Schools,,State Of North Carolina,I,,0.2,0.346,0.233,0.427
0-3 Years,2017,140LEA,Caldwell County Schools,,State Of North Carolina,M,,0.145,0.346,0.227,0.427
0-3 Years,2017,140LEA,Caldwell County Schools,,State Of North Carolina,T,,0.083,0.346,0.215,0.427
0-3 Years,2017,150LEA,Camden County Schools,,State Of North Carolina,E,,0.078,0.2,0.215,0.427
0-3 Years,2017,150LEA,Camden County Schools,,State Of North Carolina,H,,0.089,0.2,0.21,0.427
0-3 Years,2017,150LEA,Camden County Schools,,State Of North Carolina,M,,0.0,0.2,0.227,0.427
0-3 Years,2017,160LEA,Carteret County Public Schools,,State Of North Carolina,A,,0.0,0.588,0.195,0.427
0-3 Years,2017,160LEA,Carteret County Public Schools,,State Of North Carolina,E,,0.141,0.588,0.215,0.427
0-3 Years,2017,160LEA,Carteret County Public Schools,,State Of North Carolina,H,,0.14,0.588,0.21,0.427
0-3 Years,2017,160LEA,Carteret County Public Schools,,State Of North Carolina,I,,0.043,0.588,0.233,0.427
0-3 Years,2017,160LEA,Carteret County Public Schools,,State Of North Carolina,M,,0.14,0.588,0.227,0.427
0-3 Years,2017,160LEA,Carteret County Public Schools,,State Of North Carolina,T,,,0.588,0.215,0.427
0-3 Years,2017,170LEA,Caswell County Schools,,State Of North Carolina,E,,0.271,0.5,0.215,0.427
0-3 Years,2017,170LEA,Caswell County Schools,,State Of North Carolina,H,,0.259,0.5,0.21,0.427
0-3 Years,2017,170LEA,Caswell County Schools,,State Of North Carolina,M,,0.293,0.5,0.227,0.427
0-3 Years,2017,180LEA,Catawba County Schools,,State Of North Carolina,A,,0.176,0.571,0.195,0.427
0-3 Years,2017,180LEA,Catawba County Schools,,State Of North Carolina,E,,0.134,0.571,0.215,0.427
0-3 Years,2017,180LEA,Catawba County Schools,,State Of North Carolina,H,,0.14,0.571,0.21,0.427
0-3 Years,2017,180LEA,Catawba County Schools,,State Of North Carolina,M,,0.166,0.571,0.227,0.427
0-3 Years,2017,180LEA,Catawba County Schools,,State Of North Carolina,T,,,0.571,0.215,0.427
0-3 Years,2017,181LEA,Hickory City Schools,,State Of North Carolina,E,,0.201,0.444,0.215,0.427
0-3 Years,2017,181LEA,Hickory City Schools,,State Of North Carolina,H,,0.386,0.444,0.21,0.427
0-3 Years,2017,181LEA,Hickory City Schools,,State Of North Carolina,M,,0.09,0.444,0.227,0.427
0-3 Years,2017,181LEA,Hickory City Schools,,State Of North Carolina,T,,0.208,0.444,0.215,0.427
0-3 Years,2017,182LEA,Newton Conover City Schools,,State Of North Carolina,A,,0.4,0.143,0.195,0.427
0-3 Years,2017,182LEA,Newton Conover City Schools,,State Of North Carolina,E,,0.356,0.143,0.215,0.427
0-3 Years,2017,182LEA,Newton Conover City Schools,,State Of North Carolina,H,,0.182,0.143,0.21,0.427
0-3 Years,2017,182LEA,Newton Conover City Schools,,State Of North Carolina,M,,0.22,0.143,0.227,0.427
0-3 Years,2017,190LEA,Chatham County Schools,,State Of North Carolina,E,,0.246,0.294,0.215,0.427
0-3 Years,2017,190LEA,Chatham County Schools,,State Of North Carolina,H,,0.164,0.294,0.21,0.427
0-3 Years,2017,190LEA,Chatham County Schools,,State Of North Carolina,I,,0.154,0.294,0.233,0.427
0-3 Years,2017,190LEA,Chatham County Schools,,State Of North Carolina,M,,0.248,0.294,0.227,0.427
0-3 Years,2017,200LEA,Cherokee County Schools,,State Of North Carolina,E,,0.17,0.769,0.215,0.427
0-3 Years,2017,200LEA,Cherokee County Schools,,State Of North Carolina,H,,0.221,0.769,0.21,0.427
0-3 Years,2017,200LEA,Cherokee County Schools,,State Of North Carolina,I,,0.267,0.769,0.233,0.427
0-3 Years,2017,200LEA,Cherokee County Schools,,State Of North Carolina,M,,0.238,0.769,0.227,0.427
0-3 Years,2017,200LEA,Cherokee County Schools,,State Of North Carolina,T,,0.143,0.769,0.215,0.427
0-3 Years,2017,210LEA,Edenton-Chowan Schools,,State Of North Carolina,E,,0.159,0.5,0.215,0.427
0-3 Years,2017,210LEA,Edenton-Chowan Schools,,State Of North Carolina,H,,0.279,0.5,0.21,0.427
0-3 Years,2017,210LEA,Edenton-Chowan Schools,,State Of North Carolina,M,,0.188,0.5,0.227,0.427
0-3 Years,2017,220LEA,Clay County Schools,,State Of North Carolina,E,,0.139,0.333,0.215,0.427
0-3 Years,2017,220LEA,Clay County Schools,,State Of North Carolina,H,,0.063,0.333,0.21,0.427
0-3 Years,2017,220LEA,Clay County Schools,,State Of North Carolina,M,,0.25,0.333,0.227,0.427
0-3 Years,2017,230LEA,Cleveland County Schools,,State Of North Carolina,A,,0.545,0.69,0.195,0.427
0-3 Years,2017,230LEA,Cleveland County Schools,,State Of North Carolina,E,,0.148,0.69,0.215,0.427
0-3 Years,2017,230LEA,Cleveland County Schools,,State Of North Carolina,H,,0.155,0.69,0.21,0.427
0-3 Years,2017,230LEA,Cleveland County Schools,,State Of North Carolina,M,,0.212,0.69,0.227,0.427
0-3 Years,2017,230LEA,Cleveland County Schools,,State Of North Carolina,T,,0.095,0.69,0.215,0.427
0-3 Years,2017,240LEA,Columbus County Schools,,State Of North Carolina,A,,,0.333,0.195,0.427
0-3 Years,2017,240LEA,Columbus County Schools,,State Of North Carolina,E,,0.198,0.333,0.215,0.427
0-3 Years,2017,240LEA,Columbus County Schools,,State Of North Carolina,H,,0.203,0.333,0.21,0.427
0-3 Years,2017,240LEA,Columbus County Schools,,State Of North Carolina,I,,0.167,0.333,0.233,0.427
0-3 Years,2017,240LEA,Columbus County Schools,,State Of North Carolina,M,,0.238,0.333,0.227,0.427
0-3 Years,2017,240LEA,Columbus County Schools,,State Of North Carolina,T,,,0.333,0.215,0.427
0-3 Years,2017,241LEA,Whiteville City Schools,,State Of North Carolina,A,,,0.4,0.195,0.427
0-3 Years,2017,241LEA,Whiteville City Schools,,State Of North Carolina,E,,0.07,0.4,0.215,0.427
0-3 Years,2017,241LEA,Whiteville City Schools,,State Of North Carolina,H,,0.159,0.4,0.21,0.427
0-3 Years,2017,241LEA,Whiteville City Schools,,State Of North Carolina,M,,0.176,0.4,0.227,0.427
0-3 Years,2017,241LEA,Whiteville City Schools,,State Of North Carolina,T,,0.167,0.4,0.215,0.427
0-3 Years,2017,250LEA,Craven County Schools,,State Of North Carolina,E,,0.268,0.24,0.215,0.427
0-3 Years,2017,250LEA,Craven County Schools,,State Of North Carolina,H,,0.213,0.24,0.21,0.427
0-3 Years,2017,250LEA,Craven County Schools,,State Of North Carolina,M,,0.219,0.24,0.227,0.427
0-3 Years,2017,260LEA,Cumberland County Schools,,State Of North Carolina,A,,,0.333,0.195,0.427
0-3 Years,2017,260LEA,Cumberland County Schools,,State Of North Carolina,E,,0.275,0.333,0.215,0.427
0-3 Years,2017,260LEA,Cumberland County Schools,,State Of North Carolina,H,,0.193,0.333,0.21,0.427
0-3 Years,2017,260LEA,Cumberland County Schools,,State Of North Carolina,M,,0.261,0.333,0.227,0.427
0-3 Years,2017,260LEA,Cumberland County Schools,,State Of North Carolina,T,,,0.333,0.215,0.427
0-3 Years,2017,270LEA,Currituck County Schools,,State Of North Carolina,E,,0.162,0.5,0.215,0.427
0-3 Years,2017,270LEA,Currituck County Schools,,State Of North Carolina,H,,0.182,0.5,0.21,0.427
0-3 Years,2017,270LEA,Currituck County Schools,,State Of North Carolina,M,,0.234,0.5,0.227,0.427
0-3 Years,2017,280LEA,Dare County Schools,,State Of North Carolina,E,,0.121,0.182,0.215,0.427
0-3 Years,2017,280LEA,Dare County Schools,,State Of North Carolina,H,,0.154,0.182,0.21,0.427
0-3 Years,2017,280LEA,Dare County Schools,,State Of North Carolina,M,,0.05,0.182,0.227,0.427
0-3 Years,2017,280LEA,Dare County Schools,,State Of North Carolina,T,,0.207,0.182,0.215,0.427
0-3 Years,2017,290LEA,Davidson County Schools,,State Of North Carolina,A,,0.182,0.486,0.195,0.427
0-3 Years,2017,290LEA,Davidson County Schools,,State Of North Carolina,E,,0.167,0.486,0.215,0.427
0-3 Years,2017,290LEA,Davidson County Schools,,State Of North Carolina,H,,0.17,0.486,0.21,0.427
0-3 Years,2017,290LEA,Davidson County Schools,,State Of North Carolina,M,,0.133,0.486,0.227,0.427
0-3 Years,2017,290LEA,Davidson County Schools,,State Of North Carolina,T,,0.154,0.486,0.215,0.427
0-3 Years,2017,291LEA,Lexington City Schools,,State Of North Carolina,A,,0.5,0.286,0.195,0.427
0-3 Years,2017,291LEA,Lexington City Schools,,State Of North Carolina,E,,0.234,0.286,0.215,0.427
0-3 Years,2017,291LEA,Lexington City Schools,,State Of North Carolina,H,,0.278,0.286,0.21,0.427
0-3 Years,2017,291LEA,Lexington City Schools,,State Of North Carolina,M,,0.275,0.286,0.227,0.427
0-3 Years,2017,292LEA,Thomasville City Schools,,State Of North Carolina,E,,0.395,0.5,0.215,0.427
0-3 Years,2017,292LEA,Thomasville City Schools,,State Of North Carolina,H,,0.235,0.5,0.21,0.427
0-3 Years,2017,292LEA,Thomasville City Schools,,State Of North Carolina,M,,0.389,0.5,0.227,0.427
0-3 Years,2017,300LEA,Davie County Schools,,State Of North Carolina,E,,0.183,0.636,0.215,0.427
0-3 Years,2017,300LEA,Davie County Schools,,State Of North Carolina,H,,0.276,0.636,0.21,0.427
0-3 Years,2017,300LEA,Davie County Schools,,State Of North Carolina,M,,0.126,0.636,0.227,0.427
0-3 Years,2017,300LEA,Davie County Schools,,State Of North Carolina,T,,0.0,0.636,0.215,0.427
0-3 Years,2017,310LEA,Duplin County Schools,,State Of North Carolina,E,,0.34,0.375,0.215,0.427
0-3 Years,2017,310LEA,Duplin County Schools,,State Of North Carolina,H,,0.224,0.375,0.21,0.427
0-3 Years,2017,310LEA,Duplin County Schools,,State Of North Carolina,I,,0.191,0.375,0.233,0.427
0-3 Years,2017,310LEA,Duplin County Schools,,State Of North Carolina,M,,0.467,0.375,0.227,0.427
0-3 Years,2017,310LEA,Duplin County Schools,,State Of North Carolina,T,,0.286,0.375,0.215,0.427
0-3 Years,2017,320LEA,Durham Public Schools,,State Of North Carolina,A,,0.053,0.352,0.195,0.427
0-3 Years,2017,320LEA,Durham Public Schools,,State Of North Carolina,E,,0.279,0.352,0.215,0.427
0-3 Years,2017,320LEA,Durham Public Schools,,State Of North Carolina,H,,0.337,0.352,0.21,0.427
0-3 Years,2017,320LEA,Durham Public Schools,,State Of North Carolina,I,,0.205,0.352,0.233,0.427
0-3 Years,2017,320LEA,Durham Public Schools,,State Of North Carolina,M,,0.364,0.352,0.227,0.427
0-3 Years,2017,320LEA,Durham Public Schools,,State Of North Carolina,T,,0.205,0.352,0.215,0.427
0-3 Years,2017,330LEA,Edgecombe County Public School,,State Of North Carolina,E,,0.249,0.857,0.215,0.427
0-3 Years,2017,330LEA,Edgecombe County Public School,,State Of North Carolina,H,,0.193,0.857,0.21,0.427
0-3 Years,2017,330LEA,Edgecombe County Public School,,State Of North Carolina,I,,0.523,0.857,0.233,0.427
0-3 Years,2017,330LEA,Edgecombe County Public School,,State Of North Carolina,M,,0.342,0.857,0.227,0.427
0-3 Years,2017,330LEA,Edgecombe County Public School,,State Of North Carolina,T,,,0.857,0.215,0.427
0-3 Years,2017,340LEA,Forsyth County Schools,,State Of North Carolina,A,,0.133,0.342,0.195,0.427
0-3 Years,2017,340LEA,Forsyth County Schools,,State Of North Carolina,E,,0.185,0.342,0.215,0.427
0-3 Years,2017,340LEA,Forsyth County Schools,,State Of North Carolina,H,,0.188,0.342,0.21,0.427
0-3 Years,2017,340LEA,Forsyth County Schools,,State Of North Carolina,I,,0.114,0.342,0.233,0.427
0-3 Years,2017,340LEA,Forsyth County Schools,,State Of North Carolina,M,,0.206,0.342,0.227,0.427
0-3 Years,2017,340LEA,Forsyth County Schools,,State Of North Carolina,T,,0.296,0.342,0.215,0.427
0-3 Years,2017,350LEA,Franklin County Schools,,State Of North Carolina,E,,0.23,0.8,0.215,0.427
0-3 Years,2017,350LEA,Franklin County Schools,,State Of North Carolina,H,,0.223,0.8,0.21,0.427
0-3 Years,2017,350LEA,Franklin County Schools,,State Of North Carolina,M,,0.287,0.8,0.227,0.427
0-3 Years,2017,360LEA,Gaston County Schools,,State Of North Carolina,A,,0.192,0.352,0.195,0.427
0-3 Years,2017,360LEA,Gaston County Schools,,State Of North Carolina,E,,0.218,0.352,0.215,0.427
0-3 Years,2017,360LEA,Gaston County Schools,,State Of North Carolina,H,,0.228,0.352,0.21,0.427
0-3 Years,2017,360LEA,Gaston County Schools,,State Of North Carolina,M,,0.295,0.352,0.227,0.427
0-3 Years,2017,360LEA,Gaston County Schools,,State Of North Carolina,T,,0.4,0.352,0.215,0.427
0-3 Years,2017,370LEA,Gates County Schools,,State Of North Carolina,E,,0.083,1.0,0.215,0.427
0-3 Years,2017,370LEA,Gates County Schools,,State Of North Carolina,H,,0.214,1.0,0.21,0.427
0-3 Years,2017,370LEA,Gates County Schools,,State Of North Carolina,M,,0.214,1.0,0.227,0.427
0-3 Years,2017,380LEA,Graham County Schools,,State Of North Carolina,A,,0.161,0.333,0.195,0.427
0-3 Years,2017,380LEA,Graham County Schools,,State Of North Carolina,E,,0.152,0.333,0.215,0.427
0-3 Years,2017,380LEA,Graham County Schools,,State Of North Carolina,H,,,0.333,0.21,0.427
0-3 Years,2017,380LEA,Graham County Schools,,State Of North Carolina,M,,0.214,0.333,0.227,0.427
0-3 Years,2017,390LEA,Granville County Schools,,State Of North Carolina,A,,0.2,0.421,0.195,0.427
0-3 Years,2017,390LEA,Granville County Schools,,State Of North Carolina,E,,0.277,0.421,0.215,0.427
0-3 Years,2017,390LEA,Granville County Schools,,State Of North Carolina,H,,0.243,0.421,0.21,0.427
0-3 Years,2017,390LEA,Granville County Schools,,State Of North Carolina,M,,0.313,0.421,0.227,0.427
0-3 Years,2017,390LEA,Granville County Schools,,State Of North Carolina,T,,,0.421,0.215,0.427
0-3 Years,2017,400LEA,Greene County Schools,,State Of North Carolina,E,,0.23,0.833,0.215,0.427
0-3 Years,2017,400LEA,Greene County Schools,,State Of North Carolina,H,,0.286,0.833,0.21,0.427
0-3 Years,2017,400LEA,Greene County Schools,,State Of North Carolina,M,,0.261,0.833,0.227,0.427
0-3 Years,2017,410LEA,Guilford County Schools,,State Of North Carolina,A,,0.106,0.286,0.195,0.427
0-3 Years,2017,410LEA,Guilford County Schools,,State Of North Carolina,E,,0.215,0.286,0.215,0.427
0-3 Years,2017,410LEA,Guilford County Schools,,State Of North Carolina,H,,0.229,0.286,0.21,0.427
0-3 Years,2017,410LEA,Guilford County Schools,,State Of North Carolina,I,,0.151,0.286,0.233,0.427
0-3 Years,2017,410LEA,Guilford County Schools,,State Of North Carolina,M,,0.226,0.286,0.227,0.427
0-3 Years,2017,410LEA,Guilford County Schools,,State Of North Carolina,T,,0.2,0.286,0.215,0.427
0-3 Years,2017,420LEA,Halifax County Schools,,State Of North Carolina,E,,0.354,0.7,0.215,0.427
0-3 Years,2017,420LEA,Halifax County Schools,,State Of North Carolina,H,,0.385,0.7,0.21,0.427
0-3 Years,2017,420LEA,Halifax County Schools,,State Of North Carolina,M,,0.4,0.7,0.227,0.427
0-3 Years,2017,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,E,,0.109,0.25,0.215,0.427
0-3 Years,2017,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,H,,0.241,0.25,0.21,0.427
0-3 Years,2017,421LEA,Roanoke Rapids City Schools,,State Of North Carolina,M,,0.05,0.25,0.227,0.427
0-3 Years,2017,422LEA,Weldon City Schools,,State Of North Carolina,E,,0.231,1.0,0.215,0.427
0-3 Years,2017,422LEA,Weldon City Schools,,State Of North Carolina,H,,0.5,1.0,0.21,0.427
0-3 Years,2017,422LEA,Weldon City Schools,,State Of North Carolina,M,,0.474,1.0,0.227,0.427
0-3 Years,2017,422LEA,Weldon City Schools,,State Of North Carolina,T,,,1.0,0.215,0.427
0-3 Years,2017,430LEA,Harnett County Schools,,State Of North Carolina,E,,0.335,0.5,0.215,0.427
0-3 Years,2017,430LEA,Harnett County Schools,,State Of North Carolina,H,,0.252,0.5,0.21,0.427
0-3 Years,2017,430LEA,Harnett County Schools,,State Of North Carolina,M,,0.241,0.5,0.227,0.427
0-3 Years,2017,430LEA,Harnett County Schools,,State Of North Carolina,T,,0.231,0.5,0.215,0.427
0-3 Years,2017,440LEA,Haywood County Schools,,State Of North Carolina,E,,0.179,0.4,0.215,0.427
0-3 Years,2017,440LEA,Haywood County Schools,,State Of North Carolina,H,,0.147,0.4,0.21,0.427
0-3 Years,2017,440LEA,Haywood County Schools,,State Of North Carolina,M,,0.269,0.4,0.227,0.427
0-3 Years,2017,450LEA,Henderson County Schools,,State Of North Carolina,E,,0.185,0.652,0.215,0.427
0-3 Years,2017,450LEA,Henderson County Schools,,State Of North Carolina,H,,0.17,0.652,0.21,0.427
0-3 Years,2017,450LEA,Henderson County Schools,,State Of North Carolina,M,,0.159,0.652,0.227,0.427
0-3 Years,2017,450LEA,Henderson County Schools,,State Of North Carolina,T,,0.043,0.652,0.215,0.427
0-3 Years,2017,460LEA,Hertford County Schools,,State Of North Carolina,E,,0.219,0.429,0.215,0.427
0-3 Years,2017,460LEA,Hertford County Schools,,State Of North Carolina,H,,0.259,0.429,0.21,0.427
0-3 Years,2017,460LEA,Hertford County Schools,,State Of North Carolina,M,,0.185,0.429,0.227,0.427
0-3 Years,2017,470LEA,Hoke County Schools,,State Of North Carolina,E,,0.416,0.571,0.215,0.427
0-3 Years,2017,470LEA,Hoke County Schools,,State Of North Carolina,H,,0.292,0.571,0.21,0.427
0-3 Years,2017,470LEA,Hoke County Schools,,State Of North Carolina,M,,0.375,0.571,0.227,0.427
0-3 Years,2017,470LEA,Hoke County Schools,,State Of North Carolina,T,,0.222,0.571,0.215,0.427
0-3 Years,2017,480LEA,Hyde County Schools,,State Of North Carolina,A,,0.095,0.333,0.195,0.427
0-3 Years,2017,480LEA,Hyde County Schools,,State Of North Carolina,E,,0.5,0.333,0.215,0.427
0-3 Years,2017,480LEA,Hyde County Schools,,State Of North Carolina,H,,,0.333,0.21,0.427
0-3 Years,2017,480LEA,Hyde County Schools,,State Of North Carolina,M,,,0.333,0.227,0.427
0-3 Years,2017,480LEA,Hyde County Schools,,State Of North Carolina,T,,0.261,0.333,0.215,0.427
0-3 Years,2017,490LEA,Iredell-Statesville Schools,,State Of North Carolina,A,,0.3,0.417,0.195,0.427
0-3 Years,2017,490LEA,Iredell-Statesville Schools,,State Of North Carolina,E,,0.128,0.417,0.215,0.427
0-3 Years,2017,490LEA,Iredell-Statesville Schools,,State Of North Carolina,H,,0.184,0.417,0.21,0.427
0-3 Years,2017,490LEA,Iredell-Statesville Schools,,State Of North Carolina,M,,0.198,0.417,0.227,0.427
0-3 Years,2017,490LEA,Iredell-Statesville Schools,,State Of North Carolina,T,,0.115,0.417,0.215,0.427
0-3 Years,2017,491LEA,Mooresville City Schools,,State Of North Carolina,E,,0.188,0.5,0.215,0.427
0-3 Years,2017,491LEA,Mooresville City Schools,,State Of North Carolina,H,,0.205,0.5,0.21,0.427
0-3 Years,2017,491LEA,Mooresville City Schools,,State Of North Carolina,M,,0.164,0.5,0.227,0.427
0-3 Years,2017,500LEA,Jackson County Schools,,State Of North Carolina,A,,0.2,0.333,0.195,0.427
0-3 Years,2017,500LEA,Jackson County Schools,,State Of North Carolina,E,,0.333,0.333,0.215,0.427
0-3 Years,2017,500LEA,Jackson County Schools,,State Of North Carolina,H,,0.197,0.333,0.21,0.427
0-3 Years,2017,500LEA,Jackson County Schools,,State Of North Carolina,I,,0.291,0.333,0.233,0.427
0-3 Years,2017,500LEA,Jackson County Schools,,State Of North Carolina,T,,0.231,0.333,0.215,0.427
0-3 Years,2017,510LEA,Johnston County Schools,,State Of North Carolina,E,,0.211,0.543,0.215,0.427
0-3 Years,2017,510LEA,Johnston County Schools,,State Of North Carolina,H,,0.175,0.543,0.21,0.427
0-3 Years,2017,510LEA,Johnston County Schools,,State Of North Carolina,I,,0.128,0.543,0.233,0.427
0-3 Years,2017,510LEA,Johnston County Schools,,State Of North Carolina,M,,0.222,0.543,0.227,0.427
0-3 Years,2017,510LEA,Johnston County Schools,,State Of North Carolina,T,,0.059,0.543,0.215,0.427
0-3 Years,2017,520LEA,Jones County Schools,,State Of North Carolina,E,,0.208,0.5,0.215,0.427
0-3 Years,2017,520LEA,Jones County Schools,,State Of North Carolina,H,,0.259,0.5,0.21,0.427
0-3 Years,2017,520LEA,Jones County Schools,,State Of North Carolina,M,,0.154,0.5,0.227,0.427
0-3 Years,2017,530LEA,Lee County Schools,,State Of North Carolina,A,,0.294,0.438,0.195,0.427
0-3 Years,2017,530LEA,Lee County Schools,,State Of North Carolina,E,,0.299,0.438,0.215,0.427
0-3 Years,2017,530LEA,Lee County Schools,,State Of North Carolina,H,,0.342,0.438,0.21,0.427
0-3 Years,2017,530LEA,Lee County Schools,,State Of North Carolina,M,,0.371,0.438,0.227,0.427
0-3 Years,2017,530LEA,Lee County Schools,,State Of North Carolina,T,,0.091,0.438,0.215,0.427
