year,unit_code,pct_eds,School_Name,Lea_Name,State_Name
2017,780364,77.3,Pembroke Elementary,Robeson County Schools,State Of North Carolina
2017,780368,74.6,Pembroke Middle,Robeson County Schools,State Of North Carolina
2017,780374,74.6,Peterson Elementary,Robeson County Schools,State Of North Carolina
2017,780376,78.4,"Piney Grove Elementary, Lumberton",Robeson County Schools,State Of North Carolina
2017,780384,61.6,"Prospect Elementary, Maxton",Robeson County Schools,State Of North Carolina
2017,780385,69.8,PSRC Early College at RCC,Robeson County Schools,State Of North Carolina
2017,780390,79.9,R B Dean Elementary,Robeson County Schools,State Of North Carolina
2017,780391,64.8,Red Springs High,Robeson County Schools,State Of North Carolina
2017,780392,74.7,Rex-Rennert Elementary,Robeson County Schools,State Of North Carolina
2017,780393,67.5,Red Springs Middle,Robeson County Schools,State Of North Carolina
2017,780394,86.8,Rosenwald Elementary,Robeson County Schools,State Of North Carolina
2017,780396,82.6,Rowland Middle,Robeson County Schools,State Of North Carolina
2017,780398,79.7,Rowland Norment Elementary,Robeson County Schools,State Of North Carolina
2017,780400,72.0,Saint Pauls Elementary,Robeson County Schools,State Of North Carolina
2017,780401,57.5,Saint Pauls High,Robeson County Schools,State Of North Carolina
2017,780402,78.6,South Robeson High,Robeson County Schools,State Of North Carolina
2017,780403,69.2,Saint Pauls Middle,Robeson County Schools,State Of North Carolina
2017,780407,51.5,Tanglewood Elementary,Robeson County Schools,State Of North Carolina
2017,780408,87.4,Southside/Ashpole Elem,Robeson County Schools,State Of North Carolina
2017,780410,71.9,Townsend Middle,Robeson County Schools,State Of North Carolina
2017,780412,73.3,Union Chapel Elementary,Robeson County Schools,State Of North Carolina
2017,780416,77.9,"Union Elementary, Rowland",Robeson County Schools,State Of North Carolina
2017,780417,100,W H Knuckles,Robeson County Schools,State Of North Carolina
2017,780418,89.0,West Lumberton Elementary,Robeson County Schools,State Of North Carolina
2017,780420,65.4,Purnell Swett High,Robeson County Schools,State Of North Carolina
2017,780LEA,71.7,,Robeson County Schools,State Of North Carolina
2017,78A000,58.9,CIS Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,78B000,11.4,Southeastern Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,790302,29.3,Bethany Elementary,Rockingham County Schools,State Of North Carolina
2017,790310,44.1,"Central Elementary, Eden",Rockingham County Schools,State Of North Carolina
2017,790314,42.1,Dalton McMichael High,Rockingham County Schools,State Of North Carolina
2017,790318,47.0,Douglass Elementary,Rockingham County Schools,State Of North Carolina
2017,790322,51.3,Draper Elementary,Rockingham County Schools,State Of North Carolina
2017,790327,50.7,Huntsville Elementary,Rockingham County Schools,State Of North Carolina
2017,790330,47.8,J E Holmes Middle,Rockingham County Schools,State Of North Carolina
2017,790334,45.7,John W Dillard Elementary,Rockingham County Schools,State Of North Carolina
2017,790344,42.7,Leaksville-Spray Elementary,Rockingham County Schools,State Of North Carolina
2017,790347,33.6,"Lincoln Elementary, Ruffin",Rockingham County Schools,State Of North Carolina
2017,790350,46.3,Monroeton Elementary,Rockingham County Schools,State Of North Carolina
2017,790354,50.6,John M Morehead High,Rockingham County Schools,State Of North Carolina
2017,790358,55.1,Moss Street Elementary,Rockingham County Schools,State Of North Carolina
2017,790362,27.6,New Vision Sch.of Math/Sci/Tec,Rockingham County Schools,State Of North Carolina
2017,790366,40.3,Reidsville High,Rockingham County Schools,State Of North Carolina
2017,790374,49.0,Reidsville Middle,Rockingham County Schools,State Of North Carolina
2017,790378,32.4,Rockingham County High,Rockingham County Schools,State Of North Carolina
2017,790379,33.2,Rockingham Co Early College High,Rockingham County Schools,State Of North Carolina
2017,790380,33.9,Rockingham County Middle,Rockingham County Schools,State Of North Carolina
2017,790386,41.2,South End Elementary,Rockingham County Schools,State Of North Carolina
2017,790390,58.1,Stoneville Elementary,Rockingham County Schools,State Of North Carolina
2017,790392,30.6,The SCORE Center,Rockingham County Schools,State Of North Carolina
2017,790394,48.0,Western Rockingham Middle,Rockingham County Schools,State Of North Carolina
2017,790398,36.2,Wentworth Elementary,Rockingham County Schools,State Of North Carolina
2017,790402,39.3,Williamsburg Elementary,Rockingham County Schools,State Of North Carolina
2017,790LEA,42.3,,Rockingham County Schools,State Of North Carolina
2017,79A000,24.9,Bethany Community Middle,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,800308,58.6,Henderson High,Rowan-Salisbury Schools,State Of North Carolina
2017,800312,41.4,Bostian Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800314,50.8,"Erwin Middle, Salisbury",Rowan-Salisbury Schools,State Of North Carolina
2017,800315,62.9,Overton Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800316,40.1,China Grove Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800320,48.0,China Grove Middle,Rowan-Salisbury Schools,State Of North Carolina
2017,800324,64.4,"Cleveland Elementary, Cleveland",Rowan-Salisbury Schools,State Of North Carolina
2017,800328,65.4,Corriher Lipe Middle,Rowan-Salisbury Schools,State Of North Carolina
2017,800340,44.2,East Rowan High,Rowan-Salisbury Schools,State Of North Carolina
2017,800346,69.0,Koontz Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800347,57.7,Shive Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800348,59.2,Enochville Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800352,54.2,Faith Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800356,60.2,Granite Quarry Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800358,57.9,Isenberg Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800359,62.3,Dole Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800360,53.5,Hurley Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800361,39.7,Carson High,Rowan-Salisbury Schools,State Of North Carolina
2017,800362,45.3,Knollwood Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800363,55.5,Knox Middle,Rowan-Salisbury Schools,State Of North Carolina
2017,800364,51.7,Landis Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800366,50.4,Millbridge Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800368,58.5,Morgan Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800372,57.3,Mt Ulla Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800373,59.2,North Rowan Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800376,68.4,North Rowan High,Rowan-Salisbury Schools,State Of North Carolina
2017,800377,52.7,North Rowan Middle,Rowan-Salisbury Schools,State Of North Carolina
2017,800392,48.2,Rockwell Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800394,59.3,Rowan Co Early College,Rowan-Salisbury Schools,State Of North Carolina
2017,800396,69.3,Salisbury High,Rowan-Salisbury Schools,State Of North Carolina
2017,800398,59.4,"Southeast Middle, Salisbury",Rowan-Salisbury Schools,State Of North Carolina
2017,800400,48.9,South Rowan High,Rowan-Salisbury Schools,State Of North Carolina
2017,800408,51.6,West Rowan High,Rowan-Salisbury Schools,State Of North Carolina
2017,800410,60.5,West Rowan Middle,Rowan-Salisbury Schools,State Of North Carolina
2017,800412,67.8,Woodleaf Elementary,Rowan-Salisbury Schools,State Of North Carolina
2017,800LEA,54.5,,Rowan-Salisbury Schools,State Of North Carolina
2017,810324,32.9,Chase High School,Rutherford County Schools,State Of North Carolina
2017,810326,41.9,Chase Middle School,Rutherford County Schools,State Of North Carolina
2017,810328,58.3,Cliffside Elementary School,Rutherford County Schools,State Of North Carolina
2017,810336,73.0,Forest City-Dunbar Elementary School,Rutherford County Schools,State Of North Carolina
2017,810340,33.4,East Rutherford High School,Rutherford County Schools,State Of North Carolina
2017,810342,45.1,East Rutherford Middle School,Rutherford County Schools,State Of North Carolina
2017,810344,51.2,Ellenboro Elementary School,Rutherford County Schools,State Of North Carolina
2017,810350,52.6,Forrest W. Hunt Elementary School,Rutherford County Schools,State Of North Carolina
2017,810360,45.6,Harris Elementary School,Rutherford County Schools,State Of North Carolina
2017,810364,48.0,Mt. Vernon-Ruth Elementary School,Rutherford County Schools,State Of North Carolina
2017,810370,46.9,Pinnacle Elementary School,Rutherford County Schools,State Of North Carolina
2017,810378,44.6,R-S Middle School,Rutherford County Schools,State Of North Carolina
2017,810384,33.0,R-S Central High School,Rutherford County Schools,State Of North Carolina
2017,810385,25.7,Rutherford Early College High School,Rutherford County Schools,State Of North Carolina
2017,810386,55.0,Rutherford Opportunity Center,Rutherford County Schools,State Of North Carolina
2017,810388,42.7,Rutherfordton Elementary School,Rutherford County Schools,State Of North Carolina
2017,810396,66.2,Spindale Elementary School,Rutherford County Schools,State Of North Carolina
2017,810400,51.3,Sunshine Elementary School,Rutherford County Schools,State Of North Carolina
2017,810LEA,45.8,,Rutherford County Schools,State Of North Carolina
2017,81A000,7.5,Thomas Jefferson Class Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,81B000,40.2,Lake Lure Classical Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,820312,77.2,Roseboro Elementary,Sampson County Schools,State Of North Carolina
2017,820320,50.9,Clement Elementary,Sampson County Schools,State Of North Carolina
2017,820324,67.2,Sampson Early College High,Sampson County Schools,State Of North Carolina
2017,820340,66.1,Hargrove Elementary,Sampson County Schools,State Of North Carolina
2017,820346,59.8,Hobbton Elementary,Sampson County Schools,State Of North Carolina
2017,820347,56.4,Hobbton Middle,Sampson County Schools,State Of North Carolina
2017,820348,50.3,Hobbton High,Sampson County Schools,State Of North Carolina
2017,820349,57.8,Lakewood High,Sampson County Schools,State Of North Carolina
2017,820350,43.6,"Midway Elementary, Dunn",Sampson County Schools,State Of North Carolina
2017,820352,34.7,Midway High,Sampson County Schools,State Of North Carolina
2017,820354,42.4,Midway Middle,Sampson County Schools,State Of North Carolina
2017,820364,38.6,Plain View Elementary,Sampson County Schools,State Of North Carolina
2017,820370,69.9,Union Middle,Sampson County Schools,State Of North Carolina
2017,820372,66.0,Roseboro-Salemburg Middle,Sampson County Schools,State Of North Carolina
2017,820376,67.8,Salemburg Elementary,Sampson County Schools,State Of North Carolina
2017,820384,70.4,"Union Elementary, Clinton",Sampson County Schools,State Of North Carolina
2017,820385,67.9,Union Intermediate,Sampson County Schools,State Of North Carolina
2017,820388,61.8,Union High,Sampson County Schools,State Of North Carolina
2017,820LEA,57.2,,Sampson County Schools,State Of North Carolina
2017,821304,66.4,Butler Avenue Elementary,Clinton City Schools,State Of North Carolina
2017,821308,50.6,Clinton High,Clinton City Schools,State Of North Carolina
2017,821316,70.1,Langdon C Kerr Elementary,Clinton City Schools,State Of North Carolina
2017,821320,59.6,Sampson Middle,Clinton City Schools,State Of North Carolina
2017,821330,63.7,Sunset Avenue Elementary,Clinton City Schools,State Of North Carolina
2017,821LEA,60.8,,Clinton City Schools,State Of North Carolina
2017,830304,67.5,Carver Middle,Scotland County Schools,State Of North Carolina
2017,830312,76.3,Covington Street Elementary,Scotland County Schools,State Of North Carolina
2017,830316,85.5,Shaw Academy,Scotland County Schools,State Of North Carolina
2017,830320,90.3,I E Johnson Elementary,Scotland County Schools,State Of North Carolina
2017,830328,68.3,Laurel Hill Elementary,Scotland County Schools,State Of North Carolina
2017,830336,92.8,North Laurinburg Elementary,Scotland County Schools,State Of North Carolina
2017,830343,65.5,Scotland High School,Scotland County Schools,State Of North Carolina
2017,830348,41.7,Scotland Early College High,Scotland County Schools,State Of North Carolina
2017,830349,65.8,Spring Hill Middle,Scotland County Schools,State Of North Carolina
2017,830356,64.3,South Scotland Elementary,Scotland County Schools,State Of North Carolina
2017,830360,78.1,Wagram Elementary,Scotland County Schools,State Of North Carolina
2017,830364,77.1,Sycamore Lane Elementary,Scotland County Schools,State Of North Carolina
2017,830LEA,71.0,,Scotland County Schools,State Of North Carolina
2017,840302,73.1,Albemarle High,Stanly County Schools,State Of North Carolina
2017,840303,77.6,Albemarle Middle,Stanly County Schools,State Of North Carolina
2017,840304,50.9,Aquadale Elementary,Stanly County Schools,State Of North Carolina
2017,840308,58.2,Badin Elementary,Stanly County Schools,State Of North Carolina
2017,840310,58.0,"Central Elementary, Albemarle",Stanly County Schools,State Of North Carolina
2017,840312,46.2,Endy Elementary,Stanly County Schools,State Of North Carolina
2017,840316,63.0,East Albemarle Elementary,Stanly County Schools,State Of North Carolina
2017,840320,37.1,Locust Elementary,Stanly County Schools,State Of North Carolina
2017,840324,57.3,Millingport Elementary,Stanly County Schools,State Of North Carolina
2017,840328,46.1,North Stanly Middle,Stanly County Schools,State Of North Carolina
2017,840332,34.9,North Stanly High,Stanly County Schools,State Of North Carolina
2017,840336,60.3,Norwood Elementary,Stanly County Schools,State Of North Carolina
2017,840344,43.5,Richfield Elementary,Stanly County Schools,State Of North Carolina
2017,840350,34.9,West Stanly Middle School,Stanly County Schools,State Of North Carolina
2017,840356,45.6,South Stanly High,Stanly County Schools,State Of North Carolina
2017,840358,54.9,South Stanly Middle,Stanly County Schools,State Of North Carolina
2017,840360,49.6,Stanfield Elementary,Stanly County Schools,State Of North Carolina
2017,840361,43.8,Stanly Early College High,Stanly County Schools,State Of North Carolina
2017,840368,30.5,West Stanly High,Stanly County Schools,State Of North Carolina
2017,840370,83.3,Stanly Academy Learning Center,Stanly County Schools,State Of North Carolina
2017,840LEA,49.5,,Stanly County Schools,State Of North Carolina
2017,84B000,13.6,Gray Stone Day,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,850304,50.2,Chestnut Grove Middle,Stokes County Schools,State Of North Carolina
2017,850312,53.0,Germanton Elementary,Stokes County Schools,State Of North Carolina
2017,850314,43.0,Mount Olive Elementary,Stokes County Schools,State Of North Carolina
2017,850316,63.4,King Elementary,Stokes County Schools,State Of North Carolina
2017,850320,49.4,Lawsonville Elementary,Stokes County Schools,State Of North Carolina
2017,850324,73.7,Meadowbrook Academy,Stokes County Schools,State Of North Carolina
2017,850328,65.6,Nancy Reynolds Elementary,Stokes County Schools,State Of North Carolina
2017,850332,44.4,North Stokes High,Stokes County Schools,State Of North Carolina
2017,850336,59.6,Pine Hall Elementary,Stokes County Schools,State Of North Carolina
2017,850338,56.3,Piney Grove Middle,Stokes County Schools,State Of North Carolina
2017,850340,65.1,Pinnacle Elementary,Stokes County Schools,State Of North Carolina
2017,850342,54.1,Poplar Springs Elementary,Stokes County Schools,State Of North Carolina
2017,850348,63.1,"Sandy Ridge Elementary, Sandy Ridge",Stokes County Schools,State Of North Carolina
2017,850350,57.0,Southeastern Middle,Stokes County Schools,State Of North Carolina
2017,850352,41.8,South Stokes High,Stokes County Schools,State Of North Carolina
2017,850354,66.2,London Elementary,Stokes County Schools,State Of North Carolina
2017,850356,68.6,Walnut Cove Elementary,Stokes County Schools,State Of North Carolina
2017,850358,37.5,West Stokes High,Stokes County Schools,State Of North Carolina
2017,850360,37.6,Stokes Early College,Stokes County Schools,State Of North Carolina
2017,850LEA,51.9,,Stokes County Schools,State Of North Carolina
2017,860302,72.6,Cedar Ridge Elementary,Surry County Schools,State Of North Carolina
2017,860306,72.9,"Central Middle, Dobson",Surry County Schools,State Of North Carolina
2017,860308,72.6,Copeland Elementary,Surry County Schools,State Of North Carolina
2017,860312,61.3,Dobson Elementary,Surry County Schools,State Of North Carolina
2017,860316,42.5,East Surry High,Surry County Schools,State Of North Carolina
2017,860320,60.0,Flat Rock Elementary,Surry County Schools,State Of North Carolina
2017,860324,74.0,Franklin Elementary,Surry County Schools,State Of North Carolina
2017,860326,56.1,J Sam Gentry Middle,Surry County Schools,State Of North Carolina
2017,860330,68.0,Meadowview Magnet Middle,Surry County Schools,State Of North Carolina
2017,860332,80.8,Mountain Park Elementary,Surry County Schools,State Of North Carolina
2017,860336,55.2,North Surry High,Surry County Schools,State Of North Carolina
2017,860339,53.4,Pilot Mountain Elementary,Surry County Schools,State Of North Carolina
2017,860340,52.9,Pilot Mountain Middle,Surry County Schools,State Of North Carolina
2017,860344,74.6,Rockford Elementary,Surry County Schools,State Of North Carolina
2017,860348,50.8,Shoals Elementary,Surry County Schools,State Of North Carolina
2017,860352,62.3,Surry Central High,Surry County Schools,State Of North Carolina
2017,860354,61.7,Surry Early College,Surry County Schools,State Of North Carolina
2017,860356,70.4,Westfield Elementary,Surry County Schools,State Of North Carolina
2017,860360,57.1,White Plains Elementary,Surry County Schools,State Of North Carolina
2017,860LEA,62.0,,Surry County Schools,State Of North Carolina
2017,861304,45.6,Elkin Elementary,Elkin City Schools,State Of North Carolina
2017,861308,35.2,Elkin High,Elkin City Schools,State Of North Carolina
2017,861312,42.3,Elkin Middle,Elkin City Schools,State Of North Carolina
2017,861LEA,41.9,,Elkin City Schools,State Of North Carolina
2017,862308,66.6,Bruce H Tharrington Elem,Mount Airy City Schools,State Of North Carolina
2017,862310,64.5,Jones Elementary,Mount Airy City Schools,State Of North Carolina
2017,862312,41.1,Mount Airy High,Mount Airy City Schools,State Of North Carolina
2017,862316,58.5,Mount Airy Middle,Mount Airy City Schools,State Of North Carolina
2017,862LEA,56.4,,Mount Airy City Schools,State Of North Carolina
2017,86T000,17.8,Millennium Charter Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,870314,54.1,Swain County High School,Swain County Schools,State Of North Carolina
2017,870318,59.8,Swain County Middle School,Swain County Schools,State Of North Carolina
2017,870320,69.8,Swain County East Elementary,Swain County Schools,State Of North Carolina
2017,870324,36.6,Swain County West Elementary,Swain County Schools,State Of North Carolina
2017,870LEA,55.0,,Swain County Schools,State Of North Carolina
2017,87A000,45.6,Mountain Discovery,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,880304,57.9,Brevard Elementary,Transylvania County Schools,State Of North Carolina
2017,880308,41.2,Brevard High,Transylvania County Schools,State Of North Carolina
2017,880312,55.3,Brevard Middle,Transylvania County Schools,State Of North Carolina
2017,880318,56.7,Pisgah Forest Elementary,Transylvania County Schools,State Of North Carolina
2017,880320,100,Davidson River School,Transylvania County Schools,State Of North Carolina
2017,880324,67.8,Rosman Elementary,Transylvania County Schools,State Of North Carolina
2017,880328,47.4,Rosman High,Transylvania County Schools,State Of North Carolina
2017,880330,60.8,Rosman Middle,Transylvania County Schools,State Of North Carolina
2017,880336,70.7,T C Henderson,Transylvania County Schools,State Of North Carolina
2017,880LEA,55.4,,Transylvania County Schools,State Of North Carolina
2017,88A000,46.0,Brevard Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,890304,63.0,Columbia High,Tyrrell County Schools,State Of North Carolina
2017,890306,76.0,Columbia Middle,Tyrrell County Schools,State Of North Carolina
2017,890308,71.0,Tyrrell Elementary,Tyrrell County Schools,State Of North Carolina
2017,890LEA,69.8,,Tyrrell County Schools,State Of North Carolina
2017,900302,6.6,Antioch Elementary,Union County Public Schools,State Of North Carolina
2017,900303,0,Rea View Elementary,Union County Public Schools,State Of North Carolina
2017,900304,90.2,Benton Heights Elementary,Union County Public Schools,State Of North Carolina
2017,900305,5.2,New Town Elementary,Union County Public Schools,State Of North Carolina
2017,900306,76.1,"East Elementary, Monroe",Union County Public Schools,State Of North Carolina
2017,900307,68.3,"Rocky River Elementary, Monroe",Union County Public Schools,State Of North Carolina
2017,900308,77.3,East Union Middle,Union County Public Schools,State Of North Carolina
2017,900310,5.0,Cuthbertson Middle,Union County Public Schools,State Of North Carolina
2017,900311,7.4,Cuthbertson High,Union County Public Schools,State Of North Carolina
2017,900312,25.4,"Fairview Elementary, Monroe",Union County Public Schools,State Of North Carolina
2017,900314,89.0,Monroe Middle,Union County Public Schools,State Of North Carolina
2017,900316,68.1,Forest Hills High,Union County Public Schools,State Of North Carolina
2017,900318,31.2,Hemby Bridge Elementary,Union County Public Schools,State Of North Carolina
2017,900320,35.5,Indian Trail Elementary,Union County Public Schools,State Of North Carolina
2017,900328,7.2,Kensington Elementary,Union County Public Schools,State Of North Carolina
2017,900332,72.3,Marshville Elementary,Union County Public Schools,State Of North Carolina
2017,900334,0,Marvin Elementary,Union County Public Schools,State Of North Carolina
2017,900336,80.9,Monroe High,Union County Public Schools,State Of North Carolina
2017,900340,32.0,New Salem Elementary,Union County Public Schools,State Of North Carolina
2017,900341,42.2,Porter Ridge Elementary,Union County Public Schools,State Of North Carolina
2017,900342,26.4,Porter Ridge High School,Union County Public Schools,State Of North Carolina
2017,900343,33.8,Porter Ridge Middle School,Union County Public Schools,State Of North Carolina
2017,900344,30.5,Parkwood High,Union County Public Schools,State Of North Carolina
2017,900346,37.2,Parkwood Middle,Union County Public Schools,State Of North Carolina
2017,900347,27.8,Poplin Elementary,Union County Public Schools,State Of North Carolina
2017,900348,18.4,Piedmont High,Union County Public Schools,State Of North Carolina
2017,900350,25.9,Piedmont Middle,Union County Public Schools,State Of North Carolina
2017,900351,93.6,Rock Rest Elementary,Union County Public Schools,State Of North Carolina
2017,900352,49.9,"Prospect Elementary, Monroe",Union County Public Schools,State Of North Carolina
2017,900353,0,"Sandy Ridge Elementary, Waxhaw",Union County Public Schools,State Of North Carolina
2017,900354,67.6,Sardis Elementary,Union County Public Schools,State Of North Carolina
2017,900356,42.5,Shiloh Elementary,Union County Public Schools,State Of North Carolina
2017,900358,31.3,Stallings Elementary,Union County Public Schools,State Of North Carolina
2017,900360,26.3,Sun Valley High,Union County Public Schools,State Of North Carolina
2017,900362,28.7,Sun Valley Middle,Union County Public Schools,State Of North Carolina
2017,900363,28.5,Sun Valley Elementary,Union County Public Schools,State Of North Carolina
2017,900364,64.9,"Union Elementary, Wingate",Union County Public Schools,State Of North Carolina
2017,900365,74.6,South Providence,Union County Public Schools,State Of North Carolina
2017,900366,19.1,Central Academy of Technology and Arts,Union County Public Schools,State Of North Carolina
2017,900367,37.1,Union County Early College,Union County Public Schools,State Of North Carolina
2017,900368,29.7,Unionville Elementary,Union County Public Schools,State Of North Carolina
2017,900370,64.0,Walter Bickett Elementary,Union County Public Schools,State Of North Carolina
2017,900372,42.1,Waxhaw Elementary,Union County Public Schools,State Of North Carolina
2017,900376,0,Weddington Elementary,Union County Public Schools,State Of North Carolina
2017,900377,5.7,Weddington High,Union County Public Schools,State Of North Carolina
2017,900378,0,Weddington Middle,Union County Public Schools,State Of North Carolina
2017,900380,13.3,Wesley Chapel Elementary,Union County Public Schools,State Of North Carolina
2017,900384,33.8,Western Union Elementary,Union County Public Schools,State Of North Carolina
2017,900388,83.8,Wingate Elementary,Union County Public Schools,State Of North Carolina
2017,900391,0,Marvin Ridge Middle,Union County Public Schools,State Of North Carolina
2017,900392,43.9,Wolfe School,Union County Public Schools,State Of North Carolina
2017,900393,0,Marvin Ridge High,Union County Public Schools,State Of North Carolina
2017,900LEA,32.5,,Union County Public Schools,State Of North Carolina
2017,90A000,10.0,"Union Academy, Monroe",Charter and Non-District Affiliated Schools,State Of North Carolina
2017,90B000,5.9,Union Day School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,90C000,24.2,Union Prep Academy at Indian Trail,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,910304,61.2,Aycock Elementary,Vance County Schools,State Of North Carolina
2017,910308,69.2,"Carver Elementary, Henderson",Vance County Schools,State Of North Carolina
2017,910311,73.0,Clarke Elementary,Vance County Schools,State Of North Carolina
2017,910314,66.9,Dabney Elementary,Vance County Schools,State Of North Carolina
2017,910316,68.8,Eaton-Johnson Middle,Vance County Schools,State Of North Carolina
2017,910320,70.9,Henderson Middle,Vance County Schools,State Of North Carolina
2017,910340,73.4,"New Hope Elementary, Henderson",Vance County Schools,State Of North Carolina
2017,910346,69.7,E O Young Jr Elementary,Vance County Schools,State Of North Carolina
2017,910356,76.2,Pinkston Street Elementary,Vance County Schools,State Of North Carolina
2017,910360,75.0,E M Rollins Elementary,Vance County Schools,State Of North Carolina
2017,910364,54.0,Southern Vance High,Vance County Schools,State Of North Carolina
2017,910368,73.3,Western Vance High,Vance County Schools,State Of North Carolina
2017,910370,49.9,Northern Vance High,Vance County Schools,State Of North Carolina
2017,910376,76.2,L B Yancey Elementary,Vance County Schools,State Of North Carolina
2017,910380,61.7,Zeb Vance Elementary,Vance County Schools,State Of North Carolina
2017,910382,23.6,Vance Co Early College,Vance County Schools,State Of North Carolina
2017,910384,45.0,STEM Early High,Vance County Schools,State Of North Carolina
2017,910LEA,63.3,,Vance County Schools,State Of North Carolina
2017,91A000,20.6,Vance Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,91B000,100,Henderson Collegiate,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,920302,63.8,River Bend Elementary,Wake County Schools,State Of North Carolina
2017,920303,26.4,Abbotts Creek Elementary,Wake County Schools,State Of North Carolina
2017,920304,43.8,Adams Elementary,Wake County Schools,State Of North Carolina
2017,920306,23.1,Herbert Akins Rd Elementary,Wake County Schools,State Of North Carolina
2017,920307,7.5,Alston Ridge Elementary,Wake County Schools,State Of North Carolina
2017,920308,28.4,Apex Elementary,Wake County Schools,State Of North Carolina
2017,920312,18.2,Apex Middle,Wake County Schools,State Of North Carolina
2017,920316,13.3,Apex High,Wake County Schools,State Of North Carolina
2017,920317,9.2,Apex Friendship High,Wake County Schools,State Of North Carolina
2017,920318,41.6,Athens Drive High,Wake County Schools,State Of North Carolina
2017,920320,58.0,Aversboro Elementary,Wake County Schools,State Of North Carolina
2017,920324,44.8,Longview,Wake County Schools,State Of North Carolina
2017,920325,37.8,Banks Road Elementary,Wake County Schools,State Of North Carolina
2017,920326,59.2,Baileywick Road Elementary,Wake County Schools,State Of North Carolina
2017,920327,30.8,Ballentine Elementary,Wake County Schools,State Of North Carolina
2017,920328,20.5,Baucom Elementary,Wake County Schools,State Of North Carolina
2017,920329,80.0,Barwell Road Elementary,Wake County Schools,State Of North Carolina
2017,920332,67.6,Beaverdam Elementary,Wake County Schools,State Of North Carolina
2017,920334,26.8,Brassfield Elementary,Wake County Schools,State Of North Carolina
2017,920336,76.0,"Brentwood Elementary, Raleigh",Wake County Schools,State Of North Carolina
2017,920340,41.2,Briarcliff Elementary,Wake County Schools,State Of North Carolina
2017,920342,27.8,"Brier Creek Elementary, Raleigh",Wake County Schools,State Of North Carolina
2017,920344,29.4,Brooks Elementary,Wake County Schools,State Of North Carolina
2017,920348,36.5,Needham Broughton High,Wake County Schools,State Of North Carolina
2017,920352,75.1,Bugg Elementary,Wake County Schools,State Of North Carolina
2017,920356,39.9,Carnage Middle,Wake County Schools,State Of North Carolina
2017,920358,19.1,Carpenter Elementary,Wake County Schools,State Of North Carolina
2017,920360,49.9,Carroll Middle,Wake County Schools,State Of North Carolina
2017,920362,64.6,"Carver Elementary, Wendell",Wake County Schools,State Of North Carolina
2017,920364,44.0,Cary Elementary,Wake County Schools,State Of North Carolina
2017,920368,32.4,Cary High,Wake County Schools,State Of North Carolina
2017,920369,8.7,Cedar Fork Elementary,Wake County Schools,State Of North Carolina
2017,920370,46.5,Centennial Campus Middle,Wake County Schools,State Of North Carolina
2017,920376,40.1,Combs Elementary,Wake County Schools,State Of North Carolina
2017,920380,48.4,Conn Elementary,Wake County Schools,State Of North Carolina
2017,920384,79.8,Creech Road Elementary,Wake County Schools,State Of North Carolina
2017,920386,0,Crossroads FLEX,Wake County Schools,State Of North Carolina
2017,920388,33.3,Daniels Middle,Wake County Schools,State Of North Carolina
2017,920390,5.7,Davis Drive Elementary,Wake County Schools,State Of North Carolina
2017,920391,7.9,Davis Drive Middle,Wake County Schools,State Of North Carolina
2017,920393,63.6,Dillard Drive Elementary,Wake County Schools,State Of North Carolina
2017,920394,50.0,Dillard Drive Middle,Wake County Schools,State Of North Carolina
2017,920396,39.6,Douglas Elementary,Wake County Schools,State Of North Carolina
2017,920398,43.7,Durant Road Elementary,Wake County Schools,State Of North Carolina
2017,920399,45.7,Durant Road Middle,Wake County Schools,State Of North Carolina
