digital_media,agency_code,category_code,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices
5,140307,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,217.32,16,1.6,2009.0,0.41
5,140308,I,No,-,No,-,No,-,34.45,31,1.19,2000.0,0.82
-,140309,H,No,-,No,-,Yes,9:10:11:12:13,,25,1.67,,0.99
2,140312,E,No,-,No,-,No,-,21.57,35,1.13,1998.0,1.53
1,140316,E,No,-,No,-,Yes,04:05:00,21.33,35,1.03,2002.0,1.26
1,140324,E,Yes,4,No,-,No,-,31.93,48,1.23,2001.0,1.21
1,140332,M,Yes,06:07:08,No,-,Yes,06:07:08,18.74,45,1.1,2005.0,0.68
1,140336,M,No,-,No,-,No,-,20.67,51,1.21,2000.0,0.77
1,140340,E,No,-,No,-,Yes,K:1:2:4,35.32,48,1.3,1998.0,1.09
1,140344,I,No,-,No,-,Yes,PK:K:1:2:3:4:5:6:7:8,41.84,31,1.19,2001.0,0.68
1,140348,H,No,-,No,-,Yes,9:10:11:12,13.27,71,1.22,2001.0,0.9
1,140352,E,No,-,No,-,No,-,18.29,57,1.16,2003.0,1.25
0,140356,M,Yes,06:07:08,No,-,Yes,06:07:08,15.7,61,1.11,2001.0,0.61
1,140360,I,Yes,1:2:3:4:5:6:7:8,No,-,Yes,07:08:00,49.8,24,1.2,2002.0,0.65
1,140368,M,No,-,No,-,Yes,06:07:08,23.42,48,1.33,2006.0,0.85
0,140372,E,No,-,No,-,No,-,24.15,27,0.9,1999.0,1.35
1,140376,I,Yes,3:4:5:6:7:8,No,-,Yes,PK:K:1:2:3:4:5:6:7:8,94.14,26,2.89,1999.0,0.52
0,140384,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,41.44,35,1.21,2001.0,1.11
1,140386,H,No,-,No,-,No,-,11.46,120,1.11,1993.0,1.08
1,140388,E,Yes,04:05:00,No,-,Yes,K:1:2:3:4:5,56.96,26,1.3,2002.0,0.89
1,140390,H,No,-,No,-,Yes,9:10:11:12,17.74,77,1.28,1996.0,0.8
1,140392,E,Yes,03:04:05,No,-,No,-,58.17,25,3.57,1997.0,0.63
1,140396,E,Yes,03:05:00,No,-,No,-,47.34,44,1.38,1999.0,0.83
,140LEA,,,,,,,,25.33,"1,0",1.24,2001.0,0.9
5,150304,H,No,-,No,-,No,-,10.41,32,1.1,1997.0,0.57
0,150308,E,No,-,No,-,No,-,31.7,36,1.03,2004.0,1.09
-,150310,E,No,-,No,-,No,-,,25,1.14,,0.93
0,150312,M,No,-,No,-,No,-,23.93,25,0.96,2003.0,0.59
-,150350,H,No,-,Yes,9:10:11:12,No,-,,9,1.0,,0.76
,150LEA,,,,,,,,22.73,127,1.05,2001.0,0.76
0,160304,E,Yes,03:04:05,No,-,No,-,140.05,10,0.77,2009.0,0.79
0,160306,E,Yes,2:3:4:5,No,-,No,-,37.23,42,1.11,1999.0,1.12
0,160308,E,Yes,2:3:4:5,No,-,No,-,35.3,46,1.1,1997.0,1.04
-,160309,T,Yes,6:7:8:9:10:11:12,No,-,No,-,,2,0.4,,0.3
0,160310,M,Yes,06:07:08,No,-,No,-,36.93,30,1.2,1998.0,0.9
2,160311,M,Yes,06:07:08,Yes,8,No,-,17.13,56,1.24,2002.0,0.87
1,160313,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.63,77,1.67,2000.0,0.78
1,160314,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,6.73,80,1.63,2005.0,0.84
1,160316,E,Yes,2:3:4:5,No,-,No,-,109.35,17,1.31,1994.0,0.76
0,160317,E,Yes,04:05:00,No,-,No,-,36.24,33,1.14,1998.0,0.6
0,160318,M,Yes,06:07:08,Yes,8,Yes,06:07:08,21.9,54,1.42,2002.0,0.9
0,160322,E,Yes,01:02:03,No,-,No,-,17.13,54,1.13,1996.0,0.92
0,160324,E,Yes,2:3:4:5,No,-,No,-,23.43,71,1.25,2000.0,1.13
0,160326,M,Yes,06:07:08,No,-,No,-,26.08,48,1.17,2000.0,1
0,160332,I,Yes,2:3:4:5:6:7:8,No,-,No,-,45.16,38,1.58,1998.0,0.9
,160343,H,,,,,,,,,,,-
0,160344,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,6.74,110,0.92,1998.0,0.67
1,160352,E,Yes,2:3:4:5,No,-,No,-,16.94,65,1.44,1999.0,1.21
,160LEA,,,,,,,,22.34,833,1.23,2000.0,0.88
10,16B000,E,No,-,No,-,Yes,03:04:05,99.01,3,0.19,2010.0,7.21
0,170316,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.53,68,0.89,1990.0,0.61
0,170334,E,Yes,03:04:05,No,-,No,-,22.51,33,1.0,2004.0,1.09
0,170338,M,Yes,06:07:08,Yes,06:07:08,No,-,19.35,62,1.13,1999.0,0.7
2,170339,E,Yes,03:04:05,No,-,No,-,22.42,35,1.59,2005.0,1.15
0,170342,E,Yes,03:04:05,No,-,No,-,37.36,32,0.89,1993.0,0.96
5,170344,E,Yes,03:04:05,No,-,No,-,41.36,19,1.27,1997.0,0.75
,170LEA,,,,,,,,21.43,249,1.05,1998.0,0.77
14,180302,M,Yes,07:08:00,Yes,07:08:00,No,-,17.12,53,1.26,2006.0,0.68
10,180304,E,Yes,6,Yes,6,No,-,19.85,56,1.24,2007.0,0.9
1,180308,H,No,-,No,-,No,-,12.78,73,1.52,2007.0,1.4
13,180312,E,Yes,2:3:4:5:6,Yes,6,No,-,27.23,28,1.27,2006.0,0.86
8,180316,E,Yes,6,Yes,6,No,-,22.08,50,1.25,2004.0,0.84
10,180320,H,No,-,No,-,Yes,9:10:11:12,14.09,71,1.37,2006.0,1.25
-,180323,A,Yes,06:07:08,Yes,06:07:08,No,-,,15,1.0,,0.11
10,180324,E,Yes,6,Yes,6,No,-,37.3,41,0.91,2003.0,1.1
-,180325,H,No,-,No,-,Yes,9:10:11:12:13,,13,0.87,,1.9
1,180326,E,Yes,6,Yes,6,No,-,31.4,36,1.44,2003.0,0.83
11,180332,E,Yes,3:4:5:6,Yes,6,Yes,05:06:00,29.26,36,1.24,2005.0,0.67
17,180336,E,Yes,3:4:5:6,Yes,6,No,-,15.52,44,1.29,2002.0,0.76
10,180340,H,No,-,No,-,No,-,14.29,75,1.17,2006.0,1.08
12,180342,M,Yes,07:08:00,Yes,07:08:00,No,-,24.31,47,1.52,2005.0,0.7
4,180343,E,Yes,6,Yes,6,No,-,31.71,50,1.14,2004.0,0.63
1,180344,E,Yes,6,Yes,6,No,-,25.26,45,1.73,2003.0,0.64
1,180346,M,Yes,07:08:00,Yes,07:08:00,No,-,20.85,42,1.5,2005.0,0.73
11,180348,H,No,-,No,-,No,-,11.45,75,1.23,2004.0,1.28
17,180352,M,Yes,07:08:00,Yes,07:08:00,No,-,23.51,51,2.04,2005.0,0.56
5,180356,E,Yes,6,Yes,6,No,-,29.49,53,1.1,2002.0,0.84
1,180360,E,Yes,6,Yes,6,No,-,22.35,52,1.41,2003.0,0.93
12,180364,M,Yes,07:08:00,Yes,07:08:00,No,-,27.31,53,1.89,2004.0,0.78
1,180368,E,Yes,6,Yes,6,No,-,39.23,48,1.71,2006.0,0.67
14,180372,E,Yes,K:1:2:3:4:5:6,Yes,6,No,-,27.76,56,1.37,2004.0,0.6
9,180376,H,No,-,No,-,No,-,17.69,75,1.03,2006.0,1.23
7,180379,E,Yes,6,Yes,6,No,-,31.12,49,1.14,2007.0,0.91
1,180380,E,Yes,6,Yes,6,No,-,21.33,50,1.39,2005.0,0.76
1,180388,E,Yes,K:1:2:3:4:5:6,Yes,6,No,-,24.76,41,1.28,2004.0,0.67
,180LEA,,,,,,,,22.45,"1,3",1.3,2005.0,0.85
0,181312,M,Yes,06:07:08,Yes,06:07:08,No,-,19.6,55,1.57,1994.0,0.78
0,181316,M,Yes,06:07:08,Yes,06:07:08,No,-,16.75,55,1.49,2001.0,0.74
-,181318,T,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,45,1.18,,0.25
0,181322,H,No,-,No,-,Yes,PK:9:10:11:12,10.58,100,1.37,1993.0,1.45
1,181326,E,No,-,No,-,No,-,29.95,41,1.41,1998.0,0.98
1,181332,E,Yes,03:04:05,No,-,No,-,34.08,40,1.74,1997.0,0.53
0,181336,E,No,-,No,-,Yes,04:05:00,37.95,34,1.7,2001.0,1.78
0,181342,E,No,-,No,-,No,-,26.12,40,1.48,2002.0,1.06
0,181344,E,No,-,No,-,No,-,23.08,47,1.27,1996.0,1.14
,181LEA,,,,,,,,21.75,457,1.43,1998.0,0.89
0,182304,A,No,-,No,-,No,-,8.2,20,1.67,2006.0,3.05
0,182316,H,No,-,Yes,7,No,-,8.71,63,1.29,2008.0,0.65
0,182321,M,Yes,06:07:08,Yes,06:07:08,No,-,36.44,52,1.16,2008.0,0.93
0,182322,E,Yes,PK:K:1:2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,13.49,36,1.09,2000.0,0.79
0,182324,E,No,-,No,-,No,-,21.69,35,1.35,2001.0,0.81
0,182328,E,No,-,No,-,No,-,35.84,35,1.17,1996.0,0.92
0,182700,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,6.94,27,2.25,2001.0,1.8
,182LEA,,,,,,,,21.84,268,1.29,2003.0,0.42
1,190304,I,Yes,K:1:2:3:4:5:6:7:8,Yes,8,No,-,66.38,15,1.36,2002.0,0.65
20,190308,I,Yes,K:1:2:3:4:5:6:7:8,Yes,8,No,-,43.87,18,0.58,1998.0,0.8
0,190310,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,423.69,10,0.83,2000.0,0.11
1,190312,M,Yes,06:07:08,No,-,No,-,29.7,35,1.0,2002.0,0.59
1,190316,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,33.09,40,1.14,1999.0,0.74
1,190328,M,Yes,4:5:6:7:8,Yes,8,No,-,38.59,26,0.74,1999.0,0.75
4,190332,I,Yes,K:1:2:3:4:5:6:7:8,Yes,8,No,-,43.22,18,0.9,2005.0,0.79
1,190336,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,16.32,75,1.29,1999.0,0.7
1,190339,M,Yes,06:07:08,Yes,8,No,-,28.47,42,0.88,2005.0,0.66
1,190340,I,Yes,K:1:2:3:4:5:6:7:8,Yes,8,No,-,38.34,12,0.48,2003.0,0.69
1,190341,E,Yes,K:1:2:3:4:5,No,-,No,-,34.66,25,0.64,2003.0,0.83
1,190342,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,19.42,85,1.01,2000.0,0.72
1,190346,E,Yes,K:1:2:3:4:5,No,-,No,-,30.39,25,0.49,2003.0,0.96
1,190348,E,Yes,K:1:2:3:4,No,-,No,-,27.05,14,0.37,1999.0,0.71
1,190350,E,Yes,K:1:2:3:4:5,No,-,No,-,36.4,46,0.96,2001.0,0.86
1,190352,I,Yes,K:1:2:3:4:5:6:7:8,Yes,8,No,-,42.22,22,0.79,1999.0,0.8
1,190370,E,Yes,K:1:2:3:4:5,No,-,No,-,38.26,27,0.56,2004.0,0.71
0,190501,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,91.8,10,1.0,2000.0,0.5
,190LEA,,,,,,,,31.99,545,0.83,2001.0,0.73
0,19A000,A,Yes,9:10:11:12,Yes,9:10:11:12,Yes,11:12:00,24.73,44,1.33,2015.0,1.99
,19B000,A,,,,,,,,,,,-
0,19C000,I,Yes,7,No,-,No,-,4.67,6,0.86,,8.23
,19D000,,,,,,,,,,,,-
6,200304,E,Yes,03:04:00,No,-,No,-,25.06,40,1.43,1999.0,0.79
11,200308,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,14.83,40,1.54,1998.0,0.79
9,200310,M,Yes,5:6:7:8,Yes,06:07:08,Yes,5:6:7:8,8.36,23,1.21,1999.0,0.74
5,200312,I,Yes,1:2:3:4:5:6:7:8,Yes,06:07:08,Yes,PK:K:1:2:3:4:5:6:7:8,61.64,25,2.08,1998.0,0.66
5,200314,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,55.55,25,1.56,1998.0,0.76
5,200320,I,Yes,2:3:4:5:6:7:8,Yes,06:07:08,Yes,K:1:2:3:4:5:6:7:8,50.68,30,1.88,1996.0,0.65
100,200322,T,Yes,6:7:8:9:10:11:12,No,-,No,-,8.28,5,0.5,2005.0,0.86
7,200324,E,Yes,03:04:05,No,-,Yes,PK:K:1:2:3:4:5,14.48,38,1.0,2003.0,1.02
5,200328,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,18.3,55,1.34,1994.0,0.72
6,200330,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,14.58,27,1.35,2004.0,0.8
12,200332,E,Yes,2:3:4:5,No,-,No,-,44.74,18,1.38,1997.0,0.85
6,200336,I,Yes,3:4:5:6:7:8,Yes,06:07:08,Yes,PK:K:1:2:3:4:5:6:7:8,28.99,33,1.32,2000.0,0.93
100,200350,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,3.2,9,1.29,2000.0,1.08
,200LEA,,,,,,,,24.2,368,1.36,1999.0,0.8
,209204,,,,,,,,,,,,-
,209206,,,,,,,,,,,,-
,209208,,,,,,,,,,,,-
,209LEA,,,,,,,,,,,,-
0,20A000,I,No,-,No,-,No,-,142.86,9,0.75,2001.0,1.81
-,200,,Yes,07:08:00,No,-,No,-,,15,0.45,,-
1,210304,M,Yes,06:07:08,Yes,06:07:08,No,-,15.63,54,1.64,2001.0,0.79
0,210306,E,No,-,No,-,No,-,21.32,44,1.38,1997.0,1.08
2,210312,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,6.86,57,1.24,1994.0,0.64
0,210316,E,No,-,No,-,No,-,26.02,54,1.38,1998.0,0.82
,210LEA,,,,,,,,16.77,209,1.39,1998.0,0.38
0,220308,E,Yes,K:1:2:3:4,No,-,No,-,21.02,40,1.11,1998.0,0.8
0,220310,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,14.76,49,1.44,1989.0,0.51
0,220312,M,Yes,5:6:7:8,Yes,06:07:08,No,-,15.66,29,1.26,1999.0,0.65
,220LEA,,,,,,,,17.41,118,1.27,1995.0,0.64
1,230304,E,Yes,4,No,-,No,-,20.61,48,1.3,2004.0,0.95
1,230308,E,No,-,No,-,No,-,24.22,54,1.32,2002.0,1.09
1,230312,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,13.55,100,1.45,2003.0,0.59
1,230316,M,No,-,No,-,No,-,19.8,84,1.53,2001.0,1.2
0,230320,E,No,-,No,-,No,-,42.64,39,1.18,2003.0,0.79
-,230322,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,20,1.54,,0.77
1,230324,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,12.99,121,1.53,2000.0,0.76
0,230328,M,No,-,No,-,No,-,27.37,83,1.41,1999.0,0.78
9,230330,T,No,-,No,-,No,-,10.75,18,0.86,2009.0,0.38
6,230334,E,No,-,No,-,No,-,28.19,29,1.61,2007.0,0.9
10,230336,M,No,-,No,-,No,-,16.86,55,1.45,2006.0,0.8
1,230340,E,No,-,No,-,No,-,22.43,52,1.37,2001.0,1
0,230342,E,No,-,No,-,No,-,38.7,34,1.21,2004.0,0.59
0,230344,E,No,-,No,-,No,-,33.67,38,1.27,2003.0,0.97
1,230346,E,No,-,No,-,No,-,20.99,36,1.89,2002.0,1.03
0,230348,E,No,-,No,-,No,-,13.85,34,1.55,2004.0,1.09
1,230350,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,12.38,121,1.25,2004.0,0.7
2,230351,M,No,-,No,-,No,-,21.04,53,1.23,2004.0,0.77
2,230352,M,No,-,No,-,No,-,23.66,74,1.32,2002.0,0.62
1,230355,E,No,-,No,-,No,-,61.72,39,1.3,2003.0,0.51
1,230357,E,No,-,No,-,No,-,27.96,27,1.35,2003.0,1.13
1,230359,A,No,-,No,-,No,-,24.89,26,2.0,2010.0,0.56
1,230361,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.52,87,1.43,2001.0,0.54
0,230362,M,No,-,No,-,No,-,46.3,61,1.36,1997.0,0.55
0,230364,E,No,-,No,-,No,-,25.03,50,1.22,2001.0,0.72
2,230368,E,No,-,No,-,No,-,16.42,57,1.16,2003.0,1.68
0,230370,E,No,-,No,-,No,-,17.27,41,1.21,2002.0,1.77
1,230376,E,No,-,No,-,No,-,28.35,42,1.35,2004.0,1.14
1,230380,E,No,-,No,-,No,-,27.18,29,1.38,2004.0,0.88
,230LEA,,,,,,,,21.69,"1,5",1.36,2003.0,0.78
,23A000,A,,,,,,,,,,,-
2,240304,M,Yes,06:07:08,No,-,Yes,06:07:08,31.06,38,2.71,1999.0,0.43
1,240308,E,Yes,03:04:05,No,-,Yes,K:1:2:3:4:5,34.97,47,2.04,1998.0,0.77
0,240328,I,Yes,2:3:4:5:6:7:8,Yes,06:07:08,Yes,06:07:08,28.45,48,1.71,1997.0,0.36
0,240332,E,Yes,04:05:00,No,-,No,-,46.76,48,2.29,1995.0,1.46
0,240334,H,No,-,No,-,Yes,9:10:11:12,12.2,125,3.91,1990.0,1.62
0,240344,I,Yes,4:5:6:7:8,No,-,Yes,K:1:2:3:4:5:6:7:8,19.6,45,2.65,2000.0,1.33
5,240352,E,Yes,04:05:00,No,-,Yes,PK:K:1:2:3:4:5,63.14,36,3.0,1998.0,0.64
0,240354,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,23.55,49,1.75,1998.0,0.74
0,240356,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,45.08,49,1.75,2008.0,0.58
5,240368,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,21.19,34,2.0,2003.0,0.51
0,240370,E,No,-,No,-,Yes,K:1:2:3:4:5,43.84,40,1.74,2012.0,0.87
8,240371,H,No,-,No,-,Yes,9:10:11:12,12.99,125,2.4,1982.0,1.04
1,240372,E,Yes,1:2:3:4:5,No,-,No,-,36.02,70,2.33,2000.0,0.69
0,240373,H,No,-,No,-,Yes,9:10:11:12:13,0.22,40,3.33,2011.0,1.12
0,240376,M,Yes,06:07:08,No,-,Yes,06:07:08,34.04,43,1.72,1999.0,1.02
1,240380,H,No,-,No,-,Yes,9:10:11:12,15.93,96,2.82,1987.0,0.79
0,240388,I,Yes,3:4:5:6:7:8,No,-,Yes,K:1:2:3:4:5:6:7:8,21.04,73,1.66,2002.0,0.78
,240LEA,,,,,,,,24.48,"1,0",2.29,1999.0,0.79
1,241304,M,Yes,06:07:08,Yes,06:07:08,No,-,34.78,39,0.68,1993.0,0.8
0,241308,E,Yes,03:04:05,No,-,No,-,29.67,57,1.3,2009.0,0.78
-,241312,T,Yes,6:7:8:9:10:11:12:13,No,-,No,-,,3,0.5,,0.52
1,241316,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.1,50,0.96,1995.0,0.85
0,241320,E,Yes,2,No,-,No,-,30.65,52,1.3,1996.0,1.56
,241LEA,,,,,,,,24.92,201,1.01,1998.0,0.9
,24B000,T,,,,,,,,,,,-
-,24N000,I,No,-,No,-,No,-,,45,1.0,,8.49
0,250304,E,Yes,2:3:4:5,No,-,No,-,19.33,36,1.16,2002.0,0.6
1,250306,E,Yes,2:3:4:5,No,-,No,-,27.96,37,1.28,1998.0,1.02
1,250308,E,Yes,2:3:4:5,No,-,No,-,28.38,25,0.86,1997.0,1.18
0,250312,E,No,-,No,-,No,-,29.03,55,1.25,1996.0,0.74
-,250314,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,5,0.5,,0.82
0,250316,E,Yes,2:3:4:5,No,-,No,-,19.03,36,1.0,2002.0,0.98
0,250320,E,Yes,K:1:2:3:4:5,No,-,No,-,27.85,53,1.36,1999.0,0.51
-,250321,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,6,0.75,,0.69
50,250324,M,Yes,06:07:08,Yes,06:07:08,No,-,16.38,61,1.45,1996.0,0.53
0,250328,E,Yes,PK:K:1:2:3:4:5,No,-,No,-,34.22,26,1.08,1997.0,0.86
0,250332,M,Yes,8,No,-,No,-,12.48,65,1.33,1998.0,0.88
1,250336,E,Yes,1:2:3:4:5,No,-,No,-,34.89,36,1.38,1997.0,0.75
5,250340,H,Yes,9:10:11:12:13,Yes,9:10:11:12,No,-,10.77,79,1.07,1994.0,0.46
0,250344,M,Yes,06:07:08,No,-,No,-,15.05,41,0.91,2000.0,1.05
0,250348,E,Yes,PK:K:1:2:3:4:5,No,-,No,-,31.02,35,1.17,2002.0,0.35
0,250350,E,Yes,K:1:2:3:4:5,No,-,No,-,29.64,50,1.79,2000.0,0.81
4,250356,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,16.45,104,1.09,1993.0,0.5
1,250360,E,Yes,K:1:2:3:4:5,No,-,No,-,21.16,36,1.71,1999.0,0.89
1,250362,E,Yes,K:1:2:3:4:5,No,-,No,-,26.37,35,1.17,1999.0,0.72
1,250364,E,Yes,03:04:05,No,-,No,-,20.1,36,1.16,2003.0,0.71
0,250368,M,Yes,06:07:08,Yes,06:07:08,No,-,16.1,49,1.26,2003.0,0.68
1,250372,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,5.03,70,1.08,2001.0,0.59
0,250376,M,Yes,06:07:08,Yes,06:07:08,No,-,10.36,53,1.1,2000.0,0.78
0,250378,E,Yes,2:3:4:5,No,-,No,-,40.86,34,1.42,1998.0,0.87
0,250380,E,Yes,03:04:05,No,-,No,-,20.32,40,1.25,1997.0,1.07
,250LEA,,,,,,,,19.6,"1,1",1.19,1999.0,0.46
2,260302,E,No,-,No,-,No,-,37.56,15,0.75,2001.0,0.89
1,260306,E,No,-,No,-,No,-,28.9,25,0.76,2000.0,0.73
1,260308,E,No,-,No,-,No,-,51.91,19,0.95,2000.0,0.64
5,260310,E,No,-,No,-,No,-,30.49,33,0.87,2001.0,0.71
1,260312,E,No,-,No,-,No,-,89.87,10,1.43,2002.0,0.52
1,260316,E,No,-,No,-,No,-,31.54,18,1.0,2001.0,0.76
4,260318,H,No,-,No,-,No,-,9.82,110,1.15,2003.0,0.77
1,260320,E,No,-,No,-,No,-,26.81,32,0.8,2003.0,0.6
3,260321,M,No,-,No,-,No,-,16.83,58,1.29,2003.0,0.68
2,260322,H,No,-,No,-,No,-,14.7,97,1.18,1997.0,0.98
7,260325,H,No,-,No,-,No,-,9.38,97,1.13,2002.0,0.81
1,260326,E,No,-,No,-,No,-,26.97,38,0.76,2003.0,0.87
3,260332,E,No,-,No,-,No,-,30.5,27,0.73,2005.0,1.06
3,260336,M,No,-,No,-,No,-,27.29,53,1.2,2002.0,0.61
1,260338,E,No,-,No,-,No,-,19.98,38,0.88,2000.0,1.1
3,260340,E,Yes,2:3:4:5,No,-,No,-,14.59,19,0.56,2006.0,0.52
1,260342,E,No,-,No,-,No,-,26.91,37,1.09,2000.0,0.79
1,260344,E,No,-,No,-,No,-,42.42,21,0.84,2003.0,0.49
-,260347,H,Yes,9:10:11:12,No,-,No,-,,12,1.0,2011.0,0.54
4,260348,E,No,-,No,-,No,-,17.18,36,0.82,2000.0,1.05
9,260352,E,No,-,No,-,No,-,27.24,26,0.74,2000.0,0.51
-,260354,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,9,0.69,,0.76
1,260356,E,No,-,No,-,No,-,34.65,21,0.91,2001.0,0.83
3,260357,H,No,-,No,-,No,-,10.14,93,1.24,2005.0,0.92
2,260358,M,No,-,No,-,No,-,23.65,50,1.16,2001.0,0.6
1,260359,H,No,-,No,-,No,-,12.83,85,1.16,2001.0,0.77
1,260361,E,No,-,No,-,No,-,49.24,19,1.27,2000.0,0.7
3,260362,M,No,-,No,-,No,-,9.03,68,1.08,2006.0,1
8,260363,E,No,-,No,-,No,-,35.12,16,0.84,2003.0,0.64
1,260364,E,No,-,No,-,No,-,19.08,38,0.75,2000.0,0.91
1,260365,M,No,-,No,-,No,-,23.24,65,1.2,2000.0,0.59
3,260366,E,No,-,No,-,No,-,21.9,40,0.91,2004.0,1.18
1,260367,E,No,-,No,-,No,-,21.6,40,0.73,1999.0,1.03
8,260368,M,No,-,No,-,Yes,06:07:08,21.9,49,1.14,2004.0,0.83
2,260369,M,No,-,No,-,No,-,15.8,74,1.09,2004.0,1.09
1,260370,E,Yes,04:05:00,No,-,No,-,24.9,43,0.93,2003.0,1.17
1,260371,M,No,-,No,-,Yes,06:07:08,21.55,27,0.96,2005.0,0.66
2,260372,M,No,-,No,-,No,-,15.51,50,1.16,2003.0,0.73
1,260373,E,No,-,No,-,No,-,12.2,43,0.72,2005.0,1.17
-,260374,H,No,-,No,-,Yes,9:10:11:12,,29,2.64,,0.41
1,260375,E,No,-,No,-,No,-,25.17,29,1.0,2005.0,1
1,260380,E,No,-,No,-,No,-,20.1,29,1.04,2006.0,0.79
1,260382,E,No,-,No,-,No,-,19.37,24,0.77,2003.0,1.26
4,260383,M,Yes,06:07:00,No,-,Yes,06:07:08,17.06,77,1.17,2004.0,0.78
2,260386,E,No,-,No,-,No,-,31.04,26,0.9,2002.0,0.52
2,260388,H,No,-,No,-,Yes,9:10:11:12,32.87,37,1.48,2001.0,0.74
2,260396,E,No,-,No,-,No,-,23.43,30,0.68,2003.0,1
1,260397,E,No,-,No,-,No,-,17.94,49,0.82,2005.0,1.61
1,260398,E,No,-,No,-,No,-,28.98,39,0.98,2001.0,0.8
1,260400,E,No,-,No,-,No,-,36.1,29,0.88,2001.0,1.16
1,260401,E,No,-,No,-,No,-,25.35,35,0.92,2000.0,0.84
2,260402,E,No,-,No,-,No,-,17.33,27,0.93,2003.0,0.76
3,260403,E,No,-,No,-,No,-,24.9,42,0.84,2004.0,0.96
1,260404,E,No,-,No,-,No,-,27.84,26,0.79,2000.0,0.98
1,260405,E,No,-,No,-,No,-,34.71,18,0.67,2000.0,0.74
2,260406,M,No,-,No,-,No,-,17.14,60,1.15,2002.0,0.89
2,260407,E,No,-,No,-,No,-,19.49,39,0.81,2002.0,1.11
2,260408,H,No,-,No,-,No,-,12.48,106,1.1,1996.0,0.97
23,260410,E,No,-,No,-,No,-,26.2,19,0.63,2001.0,1.1
2,260411,H,No,-,No,-,No,-,30.67,29,1.16,2001.0,0.75
5,260412,E,No,-,No,-,No,-,37.75,13,0.81,2003.0,0.81
4,260413,M,No,-,No,-,No,-,30.51,19,1.19,2008.0,0.25
1,260414,E,No,-,No,-,No,-,18.49,33,0.85,2002.0,0.95
1,260415,E,No,-,No,-,No,-,36.76,47,0.92,2002.0,0.8
3,260416,E,No,-,No,-,No,-,27.65,19,0.83,2004.0,0.6
15,260417,M,No,-,No,-,No,-,22.61,45,1.55,2008.0,0.62
3,260418,M,No,-,No,-,No,-,30.8,35,1.13,2001.0,0.8
2,260419,M,No,-,No,-,No,-,23.59,58,2.42,2000.0,1.03
5,260424,H,No,-,No,-,No,-,19.94,113,1.16,1999.0,2.82
4,260425,M,No,-,No,-,No,-,21.72,61,1.33,2001.0,0.69
4,260426,E,No,-,No,-,No,-,32.67,25,0.78,2004.0,0.39
1,260427,H,No,-,No,-,No,-,13.29,108,1.13,2001.0,0.96
2,260428,M,No,-,No,-,No,-,27.49,52,1.49,1997.0,0.79
1,260430,E,No,-,No,-,No,-,42.91,26,0.93,2001.0,0.9
2,260432,E,No,-,No,-,No,-,46.61,12,0.71,2005.0,0.69
2,260434,E,No,-,No,-,No,-,21.6,49,0.82,2001.0,1.23
1,260440,E,No,-,No,-,No,-,20.3,24,0.96,2002.0,0.79
1,260444,E,No,-,No,-,No,-,39.66,25,1.14,1999.0,0.8
