digital_media,agency_code,category_code,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices
-,60M000,I,Yes,5:6:7:8,Yes,06:07:08,No,-,,18,0.39,,3.63
,60N000,E,,,,,,,,,,,-
20,60P000,I,Yes,03:04:05,Yes,5:6:7:8,No,-,2.13,22,1.22,2012.0,0.94
,60Q000,I,,,,,,,,,,,-
10,60S000,A,Yes,8:9:10:11:12,Yes,9:10:11:12,No,-,1.11,36,0.53,2015.0,3.19
,60U000,H,,,,,,,,,,,-
0,60V000,T,Yes,6:7:8:9:10:11:12,No,-,Yes,6:7:8:9:10:11:12,30.61,7,0.37,2006.0,4.9
-,60Y000,I,No,-,No,-,No,-,,,,,-
0,610302,M,Yes,5:6:7:8,Yes,06:07:08,No,-,23.36,21,1.31,2001.0,0.92
0,610310,E,Yes,03:04:05,No,-,No,-,22.27,27,1.04,1999.0,0.85
2,610320,E,Yes,K:1:2:3:4,No,-,No,-,40.88,23,1.28,2004.0,0.87
0,610322,E,Yes,K:1:2,No,-,No,-,45.98,27,1.29,2009.0,0.83
0,610326,M,Yes,06:07:08,Yes,07:08:00,No,-,19.5,26,1.0,2001.0,0.97
-,610332,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,8,1.6,,0.98
0,610334,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,15.74,73,1.62,2004.0,0.85
,610LEA,,,,,,,,26.19,205,1.31,2003.0,0.43
,61J000,I,,,,,,,,,,,-
,61K000,E,,,,,,,,,,,-
,61L000,H,,,,,,,,,,,-
-,61M000,I,Yes,6,No,-,No,-,,15,1.0,,4.09
,61N000,I,,,,,,,,,,,-
0,61P000,E,No,-,No,-,No,-,20,4,0.57,2017.0,3.06
-,61Q000,I,No,-,No,-,No,-,,8,0.33,,18.98
0,61R000,I,No,-,No,-,No,-,0.27,23,0.92,2017.0,4.79
,61S000,E,,,,,,,,,,,-
,61T000,E,,,,,,,,,,,-
,61U000,M,,,,,,,,,,,-
,61W000,E,,,,,,,,,,,-
,61X000,A,,,,,,,,,,,-
-,620310,T,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,,8,1.0,,0.38
1,620312,E,Yes,03:04:05,No,-,No,-,33.09,32,1.19,1998.0,0.89
1,620314,M,Yes,06:07:08,Yes,06:07:08,No,-,17.05,51,1.59,1998.0,0.73
1,620316,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,16.12,59,1.44,1988.0,0.53
1,620318,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,27.24,46,1.05,2004.0,0.67
1,620324,E,Yes,03:04:05,No,-,No,-,66.08,32,1.33,1997.0,1
1,620330,E,Yes,03:04:05,No,-,No,-,39.9,31,1.15,1999.0,0.7
3,620334,E,Yes,03:04:05,No,-,No,-,30.78,26,1.18,1998.0,0.78
1,620336,E,No,-,No,-,No,-,33.55,33,1.32,1996.0,0.87
0,620339,M,Yes,06:07:08,Yes,06:07:08,No,-,24.41,44,1.52,1992.0,0.61
0,620340,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,20.39,63,1.66,1991.0,0.52
-,620350,H,Yes,09:10:11,Yes,09:10:11,No,-,,7,1.0,,0.88
,620LEA,,,,,,,,28.06,432,1.33,1996.0,0.68
0,630304,E,No,-,No,-,No,-,41.43,25,0.86,1995.0,0.68
0,630308,E,No,-,No,-,No,-,37.85,30,1.15,1994.0,1.13
1,630312,E,No,-,No,-,No,-,31.3,17,0.94,1999.0,0.83
0,630316,E,Yes,PK:K:1:2:3:4:5,No,-,No,-,33.01,33,1.22,1998.0,0.56
2,630317,M,Yes,06:07:08,Yes,06:07:08,No,-,20.09,37,1.23,2007.0,0.5
0,630320,M,Yes,06:07:08,Yes,06:07:08,No,-,27,27,1.17,2001.0,0.6
2,630324,E,No,-,No,-,No,-,17.63,37,0.82,2002.0,1.7
2,630328,I,Yes,K:1:2:3:4:5:6:7:8,Yes,06:07:08,No,-,60.71,33,1.38,1997.0,0.65
-,630330,T,Yes,7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,,23,3.83,,0.53
1,630331,M,Yes,06:07:08,Yes,06:07:08,No,-,20.76,52,1.3,1999.0,0.76
0,630332,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,15.35,51,1.34,1994.0,0.69
2,630336,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,3.61,128,1.28,2003.0,0.69
0,630342,E,No,-,No,-,No,-,19.48,34,0.97,1998.0,1.26
0,630348,E,Yes,03:04:05,No,-,No,-,34.11,27,0.52,1996.0,0.64
1,630350,M,Yes,06:07:08,Yes,06:07:08,No,-,16.52,57,1.36,2003.0,0.82
1,630352,E,No,-,No,-,No,-,25.14,33,1.22,2000.0,1.6
0,630356,E,No,-,No,-,No,-,29.45,38,1.27,2005.0,0.7
0,630360,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,4.33,88,1.21,1999.0,0.88
0,630364,E,Yes,03:04:05,No,-,No,-,22.17,40,1.0,2002.0,0.95
0,630368,E,No,-,No,-,No,-,18.22,23,0.68,2000.0,1.57
1,630373,E,No,-,No,-,No,-,18.62,26,0.76,2005.0,1.83
1,630374,M,Yes,06:07:08,Yes,06:07:08,No,-,13.41,59,1.18,1999.0,0.87
0,630376,I,Yes,3:4:5:6:7:8,Yes,06:07:08,No,-,31.99,32,0.94,1999.0,0.73
,630LEA,,,,,,,,18.29,950,1.11,2000.0,0.83
-,63A000,E,Yes,03:05:00,No,-,No,-,,8,0.44,,-
-,63B000,A,No,-,No,-,No,-,,8,0.27,,3.85
,63C000,E,,,,,,,,,,,-
1,640302,E,No,-,No,-,No,-,16.54,36,1.33,2001.0,1.2
0,640304,E,Yes,03:04:05,No,-,No,-,16.14,56,1.27,2006.0,1.05
1,640306,E,Yes,03:04:05,No,-,No,-,18.04,40,1.54,2001.0,0.91
0,640308,E,Yes,03:04:05,No,-,No,-,23.06,55,1.15,1998.0,0.88
1,640316,E,Yes,03:04:05,No,-,No,-,31.45,28,1.56,1999.0,1.06
0,640320,M,Yes,06:07:08,Yes,06:07:08,No,-,6.69,60,1.5,1997.0,0.76
1,640324,E,Yes,04:05:00,No,-,No,-,32.33,49,1.32,2001.0,1.1
1,640326,E,Yes,03:04:05,No,-,No,-,33.55,48,1.6,2002.0,0.15
1,640328,E,Yes,03:04:05,No,-,No,-,10.75,42,1.4,2002.0,0.45
5,640329,M,Yes,06:07:08,Yes,06:07:08,No,-,17.36,63,2.33,1998.0,0.67
1,640332,E,Yes,03:04:05,No,-,No,-,39,43,1.0,1996.0,2.11
1,640334,M,Yes,06:07:08,Yes,06:07:08,No,-,25.36,53,1.13,1994.0,0.71
8,640335,M,Yes,06:07:08,Yes,06:07:08,No,-,11.04,63,2.52,2009.0,0.73
1,640336,E,Yes,03:04:05,No,-,No,-,27.02,42,1.5,2000.0,1.14
-,640340,T,Yes,6:7:8:9:10:11:12,No,-,No,-,,10,0.67,,0.67
-,640342,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,3,0.75,2000.0,0.57
0,640346,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,12.17,84,1.24,1999.0,0.71
-,640347,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,23,3.83,,0.67
1,640348,E,Yes,04:05:00,No,-,No,-,15.27,56,1.22,2000.0,1.08
2,640350,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,7.73,81,1.13,2003.0,0.82
1,640358,M,Yes,06:07:08,Yes,06:07:08,No,-,16.33,63,1.26,1998.0,0.82
0,640360,E,No,-,No,-,No,-,37.2,34,1.79,2000.0,0.51
20,640361,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,1.91,103,1.37,2006.0,0.8
1,640362,M,Yes,06:07:08,Yes,06:07:08,No,-,14.85,61,1.13,2001.0,0.75
1,640364,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,5.93,78,1.24,2002.0,0.72
0,640376,E,Yes,04:05:00,No,-,No,-,25.76,47,1.52,2000.0,1.16
0,640384,E,Yes,04:05:00,No,-,No,-,36.16,35,1.4,1996.0,0.81
1,640396,E,Yes,04:05:00,No,-,No,-,31.82,51,1.38,2001.0,0.4
1,640400,E,No,-,No,-,No,-,15.5,49,1.23,1997.0,1.48
,640LEA,,,,,,,,16.71,"1,4",1.35,2000.0,0.43
0,64A000,A,No,-,No,-,No,-,0.86,40,0.57,2018.0,-
,64B000,,,,,,,,,,,,-
1,650304,E,No,-,No,-,Yes,5,20.98,33,1.18,2002.0,1.29
3,650308,E,No,-,No,-,Yes,03:04:05,35.21,28,1.12,2005.0,1.44
1,650309,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,21.32,43,1.26,2005.0,1.1
4,650310,M,No,-,No,-,Yes,06:07:08,6.62,57,1.1,2000.0,1.46
1,650312,E,No,-,No,-,No,-,50.72,34,1.1,1999.0,0.71
1,650316,E,No,-,No,-,Yes,K:1:2:3:4:5,27.04,40,1.38,1999.0,1.56
1,650323,E,No,-,No,-,Yes,K:1:2:3:4:5,21.88,46,1.24,2004.0,1.42
1,650324,E,No,-,No,-,Yes,K:1:2:3:4:5,30.11,28,1.4,2000.0,0.91
1,650325,M,No,-,No,-,Yes,06:07:08,7.34,49,1.14,2002.0,1.3
6,650326,H,No,-,No,-,Yes,9:10:11:12,6.97,103,0.91,2000.0,1.53
2,650327,H,No,-,No,-,Yes,9:10:11:12,18.76,96,1.28,2001.0,1.54
1,650328,E,No,-,No,-,Yes,K:1:2:3:4:5,37.7,37,1.06,2004.0,1.09
2,650332,I,Yes,K:1:2:3:4:5:6:7:8,No,-,Yes,3:4:5:6:7:8,29.8,51,1.16,2001.0,0.79
1,650338,E,No,-,No,-,Yes,1:2:3:4:5,16.63,38,1.03,2004.0,1.05
1,650339,E,No,-,No,-,Yes,K:1:2:3:4:5,27.09,32,1.1,1994.0,1.13
-,650340,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,,9,1.13,2017.0,1.08
1,650341,E,No,-,No,-,No,-,32.44,40,0.95,2002.0,1.24
1,650342,H,No,-,No,-,Yes,9:10:11:12,13.9,98,1.15,1997.0,1.54
2,650343,M,No,-,No,-,Yes,06:07:08,17.95,58,1.12,2006.0,0.96
-,650345,I,No,-,No,-,No,-,,5,0.42,,0.39
1,650346,E,No,-,No,-,No,-,17.78,32,1.0,2002.0,0.97
2,650348,E,No,-,No,-,Yes,K:1:2:3:4:5,16.35,44,0.98,2004.0,1.23
1,650350,M,No,-,No,-,Yes,06:07:08,8.57,50,1.14,2003.0,1.79
0,650351,M,No,-,No,-,Yes,06:07:08,18.92,46,1.1,2005.0,1.44
1,650352,H,No,-,No,-,Yes,9:10:11:12,8.38,116,1.25,2004.0,1.32
5,650353,E,No,-,No,-,Yes,1:2:3:4:5,24.33,39,1.08,1998.0,1.41
-,650354,T,No,-,No,-,Yes,2:9:10:11:12,,13,0.93,2017.0,0.36
-,650355,A,No,-,No,-,Yes,PK:9:10:11:12,,9,0.69,,0.48
1,650356,E,No,-,No,-,No,-,26.94,42,1.02,2003.0,1.22
8,650362,E,No,-,No,-,Yes,K:1:2:3:4:5,18.25,38,1.27,2001.0,1.53
1,650364,M,No,-,No,-,Yes,06:07:08,11.06,54,1.29,2003.0,1.78
1,650366,E,No,-,No,-,No,-,28.49,38,1.09,1998.0,1.52
1,650368,E,No,-,No,-,Yes,K:1:2:3:4:5,36.99,37,1.61,2004.0,0.92
1,650380,E,No,-,No,-,No,-,19.76,40,1.03,1999.0,1.47
1,650384,E,No,-,No,-,Yes,K:1:2:3:4:5,31.52,48,1.23,2003.0,0.68
2,650392,M,Yes,06:07:08,No,-,Yes,06:07:08,20.94,56,1.14,1997.0,0.77
-,650394,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,9,1.29,,1.1
-,650395,H,Yes,09:10:00,Yes,09:10:00,Yes,09:10:00,,4,0.8,,0.9
2,650400,E,No,-,No,-,No,-,44.89,30,1.36,2002.0,1
1,650404,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,19.97,47,1.68,2002.0,0.85
2,650408,E,No,-,No,-,No,-,20.11,20,1.0,2005.0,0.86
1,650409,,Yes,06:07:08,No,-,No,-,32.92,38,1.31,2001.0,0.51
-,650420,E,No,-,No,-,No,-,,12,1.2,2015.0,1.34
,650LEA,,,,,,,,18.74,"1,7",1.14,2003.0,1.2
-,65A000,I,Yes,3:4:5:6:7:8,Yes,4:5:6:7:8,No,-,,22,0.73,,2.05
-,65B000,I,No,-,No,-,No,-,,4,0.31,,3.62
-,65C000,E,No,-,No,-,No,-,,9,0.69,,5.23
,65D000,I,,,,,,,,,,,-
,65F000,I,,,,,,,,,,,-
-,65G000,M,No,-,No,-,No,-,,14,1.08,,2.11
,65Z000,,,,,,,,,,,,-
0,660306,E,Yes,K:1:2:3:4,No,-,No,-,33.3,40,2.22,1999.0,0.55
1,660308,M,No,-,No,-,No,-,18.44,40,1.38,1998.0,1.17
0,660320,E,Yes,K:1:2:3:4,No,-,No,-,100.94,35,2.69,1997.0,0.76
1,660325,M,No,-,No,-,No,-,35.15,28,1.56,2000.0,0.66
1,660336,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,22.84,53,1.66,1998.0,0.47
0,660360,E,No,-,No,-,No,-,28.16,40,1.48,1998.0,0.91
20,660400,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,3.52,40,5.71,2010.0,1.01
,660LEA,,,,,,,,32.92,276,1.92,2000.0,0.4
-,66A000,A,No,-,No,-,No,-,,81,1.11,,3.65
0,670300,H,Yes,09:10:00,Yes,09:10:00,No,-,0.33,4,1.0,,0.96
3,670304,E,Yes,03:04:05,Yes,03:04:05,No,-,21.25,47,1.12,2001.0,1.8
1,670308,E,Yes,03:04:05,Yes,03:04:05,No,-,28.4,47,0.98,2001.0,1.19
1,670310,E,Yes,03:04:05,Yes,03:04:05,No,-,11.86,55,0.98,2002.0,0.99
4,670312,E,Yes,K:1:2:3:4:5,Yes,03:04:05,No,-,36.5,37,1.23,2004.0,1.05
1,670314,E,Yes,03:04:00,Yes,03:04:00,No,-,15.27,60,0.98,2001.0,1.78
1,670318,M,Yes,5:6:7:8,Yes,5:6:7:8,No,-,13.97,82,1.71,1998.0,1.01
2,670320,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,7.26,60,1.28,2001.0,0.89
1,670321,E,Yes,03:04:05,Yes,03:04:05,No,-,26.35,46,1.1,1999.0,0.99
1,670322,M,Yes,06:07:08,Yes,06:07:08,No,-,17.11,61,1.36,1999.0,0.77
1,670323,E,Yes,03:04:05,Yes,03:04:05,No,-,21.1,48,0.91,1999.0,0.94
1,670324,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,13.03,94,1.21,1996.0,0.77
2,670325,M,Yes,06:07:08,Yes,06:07:08,No,-,8.58,56,1.06,1998.0,0.88
1,670329,E,Yes,03:04:05,Yes,03:04:05,No,-,22.07,50,1.09,2004.0,0.78
1,670330,E,Yes,03:04:05,Yes,03:04:05,No,-,16.14,50,1.16,2000.0,1.01
1,670331,M,Yes,06:07:08,Yes,06:07:08,No,-,20.74,40,1.33,2004.0,1
1,670332,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,No,-,26.74,39,1.22,2001.0,0.5
1,670333,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,9.74,75,1.06,1999.0,0.79
0,670335,E,Yes,03:04:05,Yes,03:04:05,No,-,14.2,55,1.17,1998.0,1.37
1,670336,M,Yes,06:07:08,Yes,06:07:08,No,-,16.8,53,1.51,2003.0,0.88
2,670337,E,Yes,03:04:05,Yes,03:04:05,No,-,13.98,57,1.04,2003.0,0.86
1,670338,E,Yes,03:04:05,Yes,03:04:05,No,-,24.84,43,1.23,2001.0,1.16
2,670339,E,Yes,03:04:05,Yes,03:04:05,No,-,17.47,70,1.3,2002.0,1.82
1,670340,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,14.59,75,1.29,1993.0,0.66
1,670341,E,Yes,03:04:05,Yes,03:04:05,No,-,15.16,47,1.12,1997.0,1.11
1,670342,E,Yes,03:04:05,Yes,03:04:05,No,-,30.73,36,1.13,2001.0,0.98
1,670343,E,Yes,2:3:4:5,Yes,03:04:05,No,-,17.97,46,0.77,2000.0,0.93
0,670344,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,14.02,57,1.08,1994.0,0.8
1,670345,M,Yes,06:07:08,Yes,06:07:08,No,-,20.82,44,1.22,1997.0,0.86
1,670346,E,Yes,03:04:05,Yes,03:04:05,No,-,18.7,55,1.34,1999.0,1.76
1,670347,E,Yes,03:04:05,Yes,03:04:05,No,-,23.19,44,1.0,2005.0,1.74
1,670350,E,Yes,03:04:05,Yes,03:04:05,No,-,16.31,42,1.05,1999.0,1.13
1,670351,M,Yes,06:07:08,Yes,06:07:08,No,-,12,60,1.13,2002.0,0.77
1,670352,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,13.4,75,0.94,1996.0,0.81
1,670356,M,Yes,06:07:08,Yes,06:07:08,No,-,10.11,57,1.3,2002.0,0.88
8,670364,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,14.63,84,1.24,2001.0,0.83
,670LEA,,,,,,,,16.42,"1,9",1.14,2000.0,0.93
,679205,,,,,,,,,,,,-
,679206,,,,,,,,,,,,-
,679209,,,,,,,,,,,,-
,679217,,,,,,,,,,,,-
,679218,,,,,,,,,,,,-
,679229,,,,,,,,,,,,-
,679234,,,,,,,,,,,,-
,679LEA,,,,,,,,,,,,-
-,67B000,I,Yes,K:1:2:3:4:5:6:7:9,No,-,No,-,,11,0.92,,1.79
1,680304,M,Yes,06:07:08,Yes,06:07:08,No,-,19.57,59,1.31,2003.0,0.81
1,680308,E,Yes,03:04:05,Yes,04:05:00,No,-,23.06,43,1.1,2000.0,1.05
3,680310,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,5.03,80,1.29,2007.0,0.77
1,680312,E,Yes,03:04:05,Yes,04:05:00,No,-,29.38,20,0.67,2001.0,0.93
1,680316,M,Yes,06:07:08,Yes,06:07:08,No,-,20.19,56,1.1,2001.0,0.95
1,680324,E,Yes,03:04:05,Yes,04:05:00,No,-,34.83,41,1.17,2002.0,1.23
1,680327,M,Yes,06:07:08,Yes,06:07:08,No,-,26.63,52,1.3,2005.0,0.91
1,680328,E,Yes,03:04:05,Yes,04:05:00,No,-,24.69,41,1.05,2003.0,1.05
1,680329,E,Yes,03:04:05,Yes,04:05:00,No,-,23.65,39,1.3,2002.0,1.01
1,680330,E,Yes,03:04:05,Yes,04:05:00,No,-,26.87,51,0.96,2001.0,1.03
1,680332,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.47,90,1.25,2003.0,0.92
0,680335,H,Yes,8:9:10:11:12,Yes,8:9:10:11:12,No,-,46.51,3,0.5,2012.0,0.88
2,680336,E,Yes,03:04:05,Yes,04:05:00,No,-,29.4,32,0.97,1999.0,1.14
,680LEA,,,,,,,,19.93,607,1.13,2003.0,0.47
7,681300,E,Yes,K:1:2:3:4:5,No,-,No,-,26.73,51,1.21,2010.0,0.61
1,681304,E,Yes,03:04:05,No,-,Yes,03:04:05,43.63,48,1.45,2001.0,0.94
2,681305,H,No,-,No,-,Yes,9:10:11:12,11.41,77,1.79,2005.0,0.77
3,681308,H,No,-,No,-,Yes,9:10:11:12,8.13,135,0.9,2003.0,0.88
1,681309,M,No,-,No,-,Yes,06:07:08,17.55,65,1.07,2003.0,0.87
5,681310,E,Yes,01:04:05,No,-,No,-,28.72,48,1.55,2005.0,0.92
0,681311,E,Yes,K:1:2:3:4:5,No,-,No,-,43.33,44,1.52,1999.0,0.8
3,681312,E,Yes,2:3:4:5,No,-,Yes,K:1:2:3:4:5,26.72,50,1.39,2003.0,0.67
17,681314,H,No,-,No,-,Yes,9:10:11:12,13.42,127,1.41,1999.0,0.83
1,681316,E,Yes,2:3:4:5,No,-,No,-,40.85,50,1.52,2004.0,0.93
1,681320,E,Yes,K:1:2:3:4:5,No,-,No,-,24.44,40,1.6,2002.0,0.92
1,681322,M,No,-,No,-,No,-,20.04,57,1.12,2002.0,0.83
1,681324,M,No,-,No,-,Yes,06:07:08,18.91,60,1.11,2002.0,0.77
1,681326,E,Yes,03:04:05,No,-,No,-,24.07,52,1.37,2006.0,0.99
0,681328,A,No,-,No,-,No,-,1580,6,1.5,2000.0,0.03
1,681330,E,Yes,1:2:3:4:5,No,-,No,-,33.29,54,1.46,2002.0,0.85
1,681332,E,Yes,2:3:4:5,No,-,No,-,19.27,47,1.47,2005.0,1.07
5,681334,E,Yes,2:3:4:5,No,-,No,-,36.21,52,1.44,2003.0,0.83
2,681336,M,No,-,No,-,No,-,13.55,58,1.09,2006.0,0.8
-,681338,H,Yes,9:10:11:12,No,-,No,-,,3,0.5,,0.63
,681LEA,,,,,,,,21.85,"1,1",1.27,2003.0,0.82
,68A000,A,,,,,,,,,,,-
-,68C000,I,Yes,5:6:7:8,No,-,No,-,,25,1.0,,2.21
1,690312,E,No,-,No,-,No,-,26.24,22,1.0,2002.0,1.1
1,690316,M,Yes,06:07:08,No,-,No,-,28.72,30,1.36,1998.0,0.8
3,690320,H,Yes,9:10:11:12,No,-,No,-,7.92,50,1.04,2011.0,0.61
1,690324,E,No,-,No,-,No,-,30.66,33,1.06,2001.0,1.75
,690LEA,,,,,,,,21.56,135,1.1,2003.0,0.44
1,69A000,A,Yes,3:4:5:6:7:8:9:10:11:12,Yes,9:10:11:12,Yes,3:4:5:6:7:8:9:10:11:12,19.73,53,1.02,2006.0,1.68
0,700306,E,Yes,2:3:4:5,No,-,No,-,25.35,34,1.13,2000.0,0.76
0,700308,M,Yes,06:07:08,No,-,No,-,10.26,54,1.13,2001.0,0.66
-,700310,T,No,-,No,-,No,-,,10,0.83,,0.39
0,700314,E,Yes,03:04:05,No,-,No,-,11.96,41,1.11,2006.0,0.82
0,700316,E,Yes,03:04:05,No,-,No,-,11.83,42,1.4,2006.0,0.76
0,700317,H,No,-,No,-,No,-,22.44,76,1.33,1989.0,0.57
0,700318,E,Yes,03:04:05,No,-,No,-,25.48,39,1.39,2001.0,0.73
1,700319,H,No,-,No,-,Yes,9:10:11:12,11.6,64,1.12,2001.0,0.7
1,700320,E,Yes,03:04:05,No,-,No,-,21.15,36,1.29,1996.0,0.84
1,700322,M,Yes,06:07:08,No,-,No,-,14.66,51,1.13,1998.0,0.74
1,700324,E,Yes,03:04:05,No,-,No,-,22.23,45,1.13,2004.0,0.71
-,700325,H,Yes,09:10:00,Yes,09:10:00,No,-,,10,1.43,,0.85
0,700328,E,Yes,2:3:4:5,No,-,No,-,25.95,28,1.12,2004.0,0.67
,700LEA,,,,,,,,17.3,530,1.19,2001.0,0.7
50,70A000,T,Yes,7:8:9:10:11:12,Yes,7:8:9:10:11:12,Yes,7:8:9:10:11:12,,52,2.89,2005.0,1.22
1,710312,E,Yes,1:2:3:4:5,No,-,Yes,03:04:05,22.02,48,1.23,2004.0,0.74
1,710316,I,Yes,06:07:08,No,-,Yes,06:07:08,47.58,30,1.3,1999.0,0.61
0,710318,E,Yes,03:04:05,No,-,No,-,33.07,47,1.38,2001.0,0.74
1,710320,M,Yes,06:07:08,No,-,Yes,06:07:08,23.68,50,1.56,2003.0,0.49
1,710321,H,Yes,9:10:11:12,No,-,Yes,9:10:11:12,14.66,64,1.33,2002.0,0.64
3,710323,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,37.58,47,1.88,2001.0,0.65
0,710324,E,Yes,2:3:4:5,No,-,Yes,03:04:05,33.29,42,1.17,1998.0,0.73
1,710326,A,Yes,9:10:11:12,No,-,Yes,9:10:11:12,27.18,58,1.35,1996.0,0.57
-,710327,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,14,1.4,,1.05
3,710328,I,Yes,4:5:6:7:8,No,-,Yes,3:4:5:6:7:8,23.03,40,1.25,2000.0,0.7
5,710332,E,Yes,03:04:05,No,-,Yes,03:04:05,43,39,1.08,1998.0,0.74
3,710342,H,Yes,10:11:12,No,-,Yes,9:10:11:12,7.86,82,1.08,2005.0,0.88
1,710344,E,Yes,2:3:4:5,No,-,Yes,03:04:05,25.19,38,1.09,2006.0,0.92
3,710346,M,Yes,06:07:08,No,-,Yes,06:07:08,20.99,44,1.57,2003.0,0.57
1,710347,E,Yes,2:3:4:5,No,-,Yes,03:04:05,48.19,44,1.1,1997.0,0.58
1,710348,M,Yes,06:07:08,No,-,Yes,06:07:08,32.91,29,1.53,2003.0,0.56
5,710350,E,Yes,03:04:05,No,-,Yes,03:04:05,16.14,46,1.12,2012.0,1.11
1,710352,M,Yes,06:07:08,No,-,Yes,06:07:08,18.01,54,1.35,2014.0,0.79
,710LEA,,,,,,,,23.89,816,1.28,2002.0,0.71
0,720304,E,Yes,PK:K:1:2,No,-,No,-,35.44,35,1.67,1999.0,0.47
0,720312,E,Yes,03:04:05,Yes,03:04:05,No,-,15.61,35,1.3,1999.0,0.78
0,720316,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.86,55,1.41,1997.0,0.46
1,720320,M,Yes,06:07:08,Yes,06:07:08,No,-,15.55,40,1.21,1999.0,0.63
,720LEA,,,,,,,,18.72,165,1.38,1999.0,0.56
1,730332,E,Yes,K:1:2:3:4:5,No,-,No,-,24.19,27,0.71,1999.0,0.84
1,730334,E,Yes,K:1:2:3:4:5,No,-,No,-,31.33,32,1.33,2002.0,0.71
10,730340,E,Yes,K:1:3:4:5,No,-,No,-,55.02,19,1.12,2001.0,0.64
13,730344,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,13.59,51,1.7,2002.0,0.9
2,730348,E,Yes,K:1:2:3:4:5,No,-,No,-,22.13,12,0.55,2005.0,0.79
-,730350,H,Yes,09:10:11,Yes,09:10:11,Yes,09:10:11,,5,0.83,2000.0,1.65
2,730352,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,11.13,106,1.25,1998.0,0.62
5,730354,E,Yes,K:1:2:3:4:5,No,-,No,-,23.7,19,0.56,2001.0,0.81
5,730356,E,Yes,K:1:2:3:4:5,No,-,No,-,20.62,21,0.84,2003.0,0.88
3,730360,M,Yes,06:07:08,No,-,Yes,06:07:08,18.83,60,1.76,2000.0,0.82
4,730368,E,Yes,K:1:2:3:4:5,No,-,No,-,51.47,22,1.38,2000.0,0.74
,730LEA,,,,,,,,21.6,374,1.13,2001.0,0.76
1,73A000,E,Yes,2:3:4:5,No,-,No,-,19.23,43,1.34,2008.0,1.59
0,73B000,T,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,6.04,53,1.13,2009.0,1.88
0,740302,M,No,-,No,-,No,-,14.66,55,1.1,2000.0,0.72
0,740304,E,No,-,No,-,No,-,17.39,45,1.29,2001.0,1.76
1,740308,M,No,-,No,-,Yes,06:07:08,33.37,32,1.23,2005.0,0.84
1,740309,H,No,-,No,-,No,-,12.97,50,1.22,2005.0,0.62
1,740310,E,No,-,No,-,No,-,31.31,41,1.24,2000.0,0.85
1,740320,I,Yes,06:07:08,No,-,No,-,28.46,41,1.17,2002.0,0.56
1,740324,M,No,-,No,-,Yes,06:07:08,13.27,53,1.26,2002.0,0.64
0,740330,E,No,-,No,-,No,-,24.85,44,1.02,2003.0,0.84
1,740332,I,No,-,No,-,No,-,18.5,77,1.33,2001.0,1.41
1,740333,H,No,-,No,-,No,-,5.27,90,1.2,2001.0,0.88
1,740334,E,No,-,No,-,No,-,27.13,31,1.07,2001.0,0.43
