agency_code,count_all_chron_absent,count_am7_chron_absent,count_as7_chron_absent,count_bl7_chron_absent,count_els_chron_absent,count_fem_chron_absent,count_hi7_chron_absent,count_male_chron_absent,count_mu7_chron_absent,count_pi7_chron_absent,count_swd_chron_absent,count_wh7_chron_absent,pct_all_chron_absent,pct_am7_chron_absent,pct_as7_chron_absent,pct_bl7_chron_absent,pct_els_chron_absent,pct_fem_chron_absent,pct_hi7_chron_absent,pct_male_chron_absent,pct_mu7_chron_absent,pct_pi7_chron_absent,pct_swd_chron_absent,pct_wh7_chron_absent
780401,206.0,50.0,,61.0,15.0,93.0,35.0,113.0,13.0,,33.0,47.0,0.2246,0.0545,,0.0665,0.0163,0.1014,0.0381,0.1232,0.0141,,0.0359,0.0512
780402,135.0,81.0,,35.0,,59.0,4.0,76.0,10.0,,21.0,5.0,0.3033,0.182,,0.0786,,0.1325,0.0089,0.1707,0.0224,,0.0471,0.0112
780403,99.0,28.0,1.0,27.0,6.0,49.0,20.0,50.0,2.0,1.0,16.0,20.0,0.1983,0.0561,0.002,0.0541,0.012,0.0981,0.04,0.1002,0.004,0.002,0.032,0.04
780407,68.0,10.0,8.0,13.0,2.0,35.0,7.0,33.0,3.0,2.0,16.0,25.0,0.1607,0.0236,0.0189,0.0307,0.0047,0.0827,0.0165,0.078,0.006999999999999999,0.0047,0.0378,0.0591
780410,50.0,23.0,,22.0,1.0,16.0,1.0,34.0,1.0,,8.0,3.0,0.2392,0.11,,0.1052,0.0047,0.0765,0.0047,0.1626,0.0047,,0.0382,0.0143
780412,105.0,79.0,,5.0,10.0,56.0,15.0,49.0,1.0,1.0,17.0,4.0,0.1816,0.1366,,0.0086,0.0173,0.0968,0.0259,0.0847,0.0017,0.0017,0.0294,0.0069
780416,72.0,63.0,,5.0,,31.0,1.0,41.0,1.0,,15.0,2.0,0.1614,0.1412,,0.0112,,0.0695,0.0022,0.0919,0.0022,,0.0336,0.0044
780417,83.0,11.0,,59.0,,38.0,1.0,45.0,5.0,,16.0,7.0,0.3443,0.0456,,0.2448,,0.1576,0.0041,0.1867,0.0207,,0.0663,0.029
780420,531.0,437.0,,45.0,2.0,249.0,16.0,282.0,19.0,1.0,91.0,13.0,0.3695,0.3041,,0.0313,0.0013,0.1732,0.0111,0.1962,0.0132,0.0006,0.0633,0.009000000000000001
78A000,11.0,8.0,,,,6.0,,5.0,2.0,,3.0,1.0,0.0916,0.0666,,,,0.05,,0.0416,0.0166,,0.025,0.0083
78B000,9.0,4.0,,1.0,,4.0,,5.0,1.0,,2.0,3.0,0.0424,0.0188,,0.0047,,0.0188,,0.0235,0.0047,,0.0094,0.0141
790302,61.0,,,2.0,2.0,25.0,6.0,36.0,,,8.0,53.0,0.1289,,,0.0042,0.0042,0.0528,0.0126,0.0761,,,0.0169,0.112
790310,87.0,,2.0,25.0,3.0,40.0,8.0,47.0,5.0,,16.0,47.0,0.1666,,0.0038,0.0478,0.0057,0.0766,0.0153,0.09,0.0095,,0.0306,0.09
790314,363.0,1.0,3.0,23.0,10.0,196.0,49.0,167.0,22.0,1.0,42.0,264.0,0.4368,0.0012,0.0036,0.0276,0.012,0.2358,0.0589,0.2009,0.0264,0.0012,0.0505,0.3176
790318,47.0,,,6.0,2.0,21.0,6.0,26.0,6.0,,14.0,29.0,0.1287,,,0.0164,0.0054,0.0575,0.0164,0.0712,0.0164,,0.0383,0.0794
790327,69.0,1.0,,3.0,3.0,33.0,7.0,36.0,4.0,,19.0,54.0,0.1529,0.0022,,0.0066,0.0066,0.0731,0.0155,0.0798,0.0088,,0.0421,0.1197
790330,200.0,,,39.0,9.0,86.0,23.0,114.0,16.0,,31.0,122.0,0.3039,,,0.0592,0.0136,0.1306,0.0349,0.1732,0.0243,,0.0471,0.1854
790344,112.0,1.0,2.0,18.0,5.0,43.0,12.0,69.0,13.0,1.0,27.0,65.0,0.2299,0.002,0.0041,0.0369,0.0102,0.0882,0.0246,0.1416,0.0266,0.002,0.0554,0.1334
790347,47.0,,1.0,13.0,1.0,25.0,3.0,22.0,5.0,,16.0,25.0,0.1316,,0.0028,0.0364,0.0028,0.07,0.0084,0.0616,0.014,,0.0448,0.07
790350,90.0,,,20.0,3.0,41.0,15.0,49.0,7.0,,18.0,48.0,0.1973,,,0.0438,0.0065,0.0899,0.0328,0.1074,0.0153,,0.0394,0.1052
790354,311.0,2.0,2.0,67.0,15.0,158.0,49.0,153.0,24.0,,43.0,167.0,0.4174,0.0026,0.0026,0.0899,0.0201,0.212,0.0657,0.2053,0.0322,,0.0577,0.2241
790362,65.0,,,6.0,,28.0,3.0,37.0,6.0,,13.0,50.0,0.1377,,,0.0127,,0.0593,0.0063,0.0783,0.0127,,0.0275,0.1059
790366,251.0,,,91.0,16.0,141.0,65.0,110.0,15.0,1.0,34.0,79.0,0.3909,,,0.1417,0.0249,0.2196,0.1012,0.1713,0.0233,0.0015,0.0529,0.123
790374,98.0,,,30.0,4.0,40.0,19.0,58.0,11.0,1.0,23.0,37.0,0.1636,,,0.05,0.0066,0.0667,0.0317,0.0968,0.0183,0.0016,0.0383,0.0617
790378,197.0,3.0,,8.0,5.0,75.0,13.0,122.0,12.0,1.0,44.0,160.0,0.1925,0.0029,,0.0078,0.0048,0.0733,0.0127,0.1192,0.0117,0.0009,0.043,0.1564
790379,41.0,,,7.0,,29.0,10.0,12.0,2.0,,,22.0,0.1277,,,0.0218,,0.0903,0.0311,0.0373,0.0062,,,0.0685
790380,157.0,,,19.0,4.0,72.0,21.0,85.0,10.0,1.0,32.0,106.0,0.2057,,,0.0249,0.0052,0.0943,0.0275,0.1114,0.0131,0.0013,0.0419,0.1389
790386,83.0,,1.0,33.0,5.0,36.0,11.0,47.0,10.0,,14.0,28.0,0.2593,,0.0031,0.1031,0.0156,0.1125,0.0343,0.1468,0.0312,,0.0437,0.0875
790390,57.0,,,4.0,2.0,20.0,6.0,37.0,5.0,,14.0,42.0,0.15,,,0.0105,0.0052,0.0526,0.0157,0.0973,0.0131,,0.0368,0.1105
790392,50.0,1.0,,17.0,3.0,16.0,6.0,34.0,4.0,,13.0,22.0,1.1627,0.0232,,0.3953,0.0697,0.3720000000000001,0.1395,0.7906,0.093,,0.3023,0.5116
790394,166.0,1.0,,11.0,2.0,73.0,16.0,93.0,9.0,,44.0,129.0,0.2647,0.0015,,0.0175,0.0031,0.1164,0.0255,0.1483,0.0143,,0.0701,0.2057
790398,80.0,,,14.0,,42.0,8.0,38.0,5.0,,25.0,53.0,0.1656,,,0.0289,,0.0869,0.0165,0.0786,0.0103,,0.0517,0.1097
790402,96.0,,,22.0,20.0,45.0,36.0,51.0,8.0,,29.0,30.0,0.18600000000000005,,,0.0426,0.0387,0.0872,0.0697,0.0988,0.0155,,0.0562,0.0581
79A000,78.0,,,7.0,,41.0,3.0,37.0,5.0,,14.0,63.0,0.1852,,,0.0166,,0.0973,0.0071,0.0878,0.0118,,0.0332,0.1496
79Z000,41.0,,,16.0,2.0,17.0,5.0,24.0,5.0,,6.0,15.0,0.1099,,,0.0428,0.0053,0.0455,0.0134,0.0643,0.0134,,0.016,0.0402
800308,109.0,,,48.0,4.0,25.0,6.0,84.0,8.0,1.0,20.0,46.0,1.4729,,,0.6486,0.054000000000000006,0.3378,0.081,1.1351,0.1081,0.0135,0.2702,0.6216
800312,6.0,,,,,3.0,2.0,3.0,1.0,,2.0,3.0,0.0182,,,,,0.0091,0.006,0.0091,0.003,,0.006,0.0091
800314,178.0,,,11.0,4.0,82.0,16.0,96.0,6.0,,18.0,145.0,0.2147,,,0.0132,0.0048,0.0989,0.0193,0.1158,0.0072,,0.0217,0.1749
800315,74.0,1.0,,38.0,10.0,37.0,13.0,37.0,4.0,,20.0,18.0,0.2176,0.0029,,0.1117,0.0294,0.1088,0.0382,0.1088,0.0117,,0.0588,0.0529
800316,73.0,,,3.0,13.0,39.0,22.0,34.0,5.0,,6.0,43.0,0.1241,,,0.0051,0.0221,0.0663,0.0374,0.0578,0.0085,,0.0102,0.0731
800320,61.0,,,3.0,,29.0,6.0,32.0,8.0,,4.0,44.0,0.1184,,,0.0058,,0.0563,0.0116,0.0621,0.0155,,0.0077,0.0854
800328,110.0,,,13.0,4.0,54.0,16.0,56.0,7.0,,13.0,74.0,0.2071,,,0.0244,0.0075,0.1016,0.0301,0.1054,0.0131,,0.0244,0.1393
800340,313.0,,1.0,30.0,6.0,166.0,26.0,147.0,14.0,,46.0,242.0,0.3322,,0.001,0.0318,0.0063,0.1762,0.0276,0.156,0.0148,,0.0488,0.2569
800346,122.0,1.0,,64.0,16.0,61.0,24.0,61.0,14.0,,17.0,19.0,0.2717,0.0022,,0.1425,0.0356,0.1358,0.0534,0.1358,0.0311,,0.0378,0.0423
800347,72.0,,,1.0,4.0,29.0,5.0,43.0,4.0,,32.0,62.0,0.1726,,,0.0023,0.0095,0.0695,0.0119,0.1031,0.0095,,0.0767,0.1486
800348,43.0,,,,3.0,23.0,6.0,20.0,5.0,,11.0,32.0,0.1369,,,,0.0095,0.0732,0.0191,0.0636,0.0159,,0.035,0.1019
800352,33.0,,,1.0,,14.0,1.0,19.0,1.0,,6.0,30.0,0.0951,,,0.0028,,0.0403,0.0028,0.0547,0.0028,,0.0172,0.0864
800356,44.0,,,10.0,6.0,25.0,9.0,19.0,7.0,,5.0,18.0,0.0852,,,0.0193,0.0116,0.0484,0.0174,0.0368,0.0135,,0.0096,0.0348
800358,62.0,,1.0,33.0,1.0,32.0,6.0,30.0,10.0,,9.0,12.0,0.153,,0.0024,0.0814,0.0024,0.079,0.0148,0.07400000000000001,0.0246,,0.0222,0.0296
800359,100.0,,,37.0,4.0,44.0,16.0,56.0,16.0,,23.0,31.0,0.2053,,,0.0759,0.0082,0.0903,0.0328,0.1149,0.0328,,0.0472,0.0636
800360,76.0,,,18.0,14.0,37.0,22.0,39.0,9.0,,20.0,27.0,0.1692,,,0.04,0.0311,0.0824,0.0489,0.0868,0.02,,0.0445,0.0601
800361,265.0,,,14.0,18.0,116.0,49.0,149.0,12.0,,35.0,190.0,0.2159,,,0.0114,0.0146,0.0945,0.0399,0.1214,0.0097,,0.0285,0.1548
800362,58.0,,,11.0,17.0,26.0,27.0,32.0,3.0,,8.0,17.0,0.1026,,,0.0194,0.03,0.046,0.0477,0.0566,0.0053,,0.0141,0.03
800363,125.0,,,47.0,9.0,60.0,34.0,65.0,15.0,,24.0,29.0,0.2107,,,0.0792,0.0151,0.1011,0.0573,0.1096,0.0252,,0.0404,0.0489
800364,53.0,,,12.0,1.0,24.0,6.0,29.0,2.0,,5.0,33.0,0.1125,,,0.0254,0.0021,0.0509,0.0127,0.0615,0.0042,,0.0106,0.07
800366,48.0,,1.0,1.0,2.0,27.0,5.0,21.0,6.0,,15.0,35.0,0.0836,,0.0017,0.0017,0.0034,0.047,0.0087,0.0365,0.0104,,0.0261,0.0609
800368,29.0,,,,,15.0,,14.0,1.0,,6.0,28.0,0.0892,,,,,0.0461,,0.043,0.003,,0.0184,0.0861
800372,19.0,,,1.0,2.0,9.0,2.0,10.0,3.0,,5.0,13.0,0.0655,,,0.0034,0.0068,0.031,0.0068,0.0344,0.0103,,0.0172,0.0448
800373,72.0,,,23.0,6.0,28.0,10.0,44.0,6.0,,11.0,33.0,0.16699999999999998,,,0.0533,0.0139,0.0649,0.0232,0.102,0.0139,,0.0255,0.0765
800376,236.0,1.0,3.0,90.0,22.0,118.0,54.0,118.0,10.0,,30.0,78.0,0.4436,0.0018,0.0056,0.1691,0.0413,0.2218,0.1015,0.2218,0.0187,,0.0563,0.1466
800377,112.0,1.0,1.0,40.0,5.0,50.0,19.0,62.0,9.0,,13.0,42.0,0.2472,0.0022,0.0022,0.0883,0.011,0.1103,0.0419,0.1368,0.0198,,0.0286,0.0927
800392,39.0,,,1.0,1.0,15.0,5.0,24.0,2.0,,7.0,31.0,0.0764,,,0.0019,0.0019,0.0294,0.0098,0.047,0.0039,,0.0137,0.0607
800394,1.0,,,,,1.0,1.0,,,,,,0.004,,,,,0.004,0.004,,,,,
800396,294.0,,2.0,140.0,41.0,151.0,104.0,143.0,11.0,,36.0,37.0,0.3352,,0.0022,0.1596,0.0467,0.1721,0.1185,0.163,0.0125,,0.041,0.0421
800398,102.0,1.0,,7.0,7.0,38.0,27.0,64.0,13.0,,22.0,54.0,0.1358,0.0013,,0.0093,0.0093,0.0505,0.0359,0.0852,0.0173,,0.0292,0.0719
800400,377.0,,,30.0,16.0,179.0,56.0,198.0,14.0,,44.0,277.0,0.401,,,0.0319,0.017,0.1904,0.0595,0.2106,0.0148,,0.0468,0.2946
800406,82.0,1.0,,4.0,4.0,35.0,9.0,47.0,13.0,,12.0,55.0,0.1362,0.0016,,0.0066,0.0066,0.0581,0.0149,0.078,0.0215,,0.0199,0.0913
800408,168.0,1.0,,30.0,13.0,77.0,31.0,91.0,12.0,,22.0,94.0,0.1637,0.0009,,0.0292,0.0126,0.075,0.0302,0.0886,0.0116,,0.0214,0.0916
800410,109.0,,1.0,22.0,5.0,51.0,22.0,58.0,11.0,,11.0,53.0,0.1682,,0.0015,0.0339,0.0077,0.0787,0.0339,0.0895,0.0169,,0.0169,0.0817
810324,144.0,1.0,,7.0,1.0,63.0,7.0,81.0,13.0,,36.0,116.0,0.2068,0.0014,,0.01,0.0014,0.0905,0.01,0.1163,0.0186,,0.0517,0.1666
810326,88.0,1.0,,4.0,,42.0,6.0,46.0,7.0,,19.0,70.0,0.1617,0.0018,,0.0073,,0.0772,0.011,0.0845,0.0128,,0.0349,0.1286
810328,62.0,1.0,,6.0,2.0,30.0,10.0,32.0,2.0,,14.0,43.0,0.2313,0.0037,,0.0223,0.0074,0.1119,0.0373,0.1194,0.0074,,0.0522,0.1604
810336,74.0,,,16.0,4.0,28.0,13.0,46.0,12.0,1.0,23.0,32.0,0.1662,,,0.0359,0.0089,0.0629,0.0292,0.1033,0.0269,0.0022,0.0516,0.0719
810340,151.0,,,25.0,3.0,72.0,9.0,79.0,9.0,,33.0,108.0,0.2126,,,0.0352,0.0042,0.1014,0.0126,0.1112,0.0126,,0.0464,0.1521
810342,110.0,,,12.0,1.0,49.0,11.0,61.0,12.0,,26.0,75.0,0.1919,,,0.0209,0.0017,0.0855,0.0191,0.1064,0.0209,,0.0453,0.1308
810344,95.0,,,9.0,,41.0,5.0,54.0,4.0,,22.0,77.0,0.1657,,,0.0157,,0.0715,0.0087,0.0942,0.0069,,0.0383,0.1343
810350,56.0,,,6.0,,30.0,4.0,26.0,5.0,,12.0,41.0,0.1525,,,0.0163,,0.0817,0.0108,0.0708,0.0136,,0.0326,0.1117
810360,43.0,,,,,23.0,2.0,20.0,5.0,,11.0,36.0,0.0959,,,,,0.0513,0.0044,0.0446,0.0111,,0.0245,0.0803
810364,61.0,,,6.0,2.0,30.0,5.0,31.0,5.0,,12.0,45.0,0.2573,,,0.0253,0.0084,0.1265,0.021,0.1308,0.021,,0.0506,0.1898
810370,23.0,,,2.0,,9.0,1.0,14.0,1.0,,8.0,19.0,0.0867,,,0.0075,,0.0339,0.0037,0.0528,0.0037,,0.0301,0.0716
810378,103.0,,1.0,9.0,,44.0,4.0,59.0,5.0,,24.0,84.0,0.1591,,0.0015,0.0139,,0.068,0.0061,0.0911,0.0077,,0.037000000000000005,0.1298
810384,225.0,1.0,2.0,22.0,6.0,108.0,17.0,117.0,11.0,,53.0,172.0,0.2937,0.0013,0.0026,0.0287,0.0078,0.1409,0.0221,0.1527,0.0143,,0.0691,0.2245
810385,11.0,,,2.0,,4.0,,7.0,,,,9.0,0.0567,,,0.0103,,0.0206,,0.036000000000000004,,,,0.0463
810386,147.0,,,23.0,1.0,47.0,6.0,100.0,13.0,,44.0,105.0,1.6153,,,0.2527,0.0109,0.5164,0.0659,1.0989,0.1428,,0.4835,1.1538
810388,40.0,,,2.0,2.0,21.0,4.0,19.0,1.0,,11.0,33.0,0.1095,,,0.0054,0.0054,0.0575,0.0109,0.052000000000000005,0.0027,,0.0301,0.0904
810396,60.0,,,18.0,1.0,31.0,1.0,29.0,8.0,,13.0,33.0,0.1481,,,0.0444,0.0024,0.0765,0.0024,0.0716,0.0197,,0.032,0.0814
810400,29.0,,,,,8.0,1.0,21.0,1.0,,14.0,27.0,0.1602,,,,,0.0441,0.0055,0.116,0.0055,,0.0773,0.1491
81A000,97.0,,,9.0,,50.0,4.0,47.0,5.0,,7.0,79.0,0.0736,,,0.0068,,0.0379,0.003,0.0356,0.0037,,0.0053,0.0599
81B000,90.0,,,,,45.0,6.0,45.0,6.0,,14.0,78.0,0.1836,,,,,0.0918,0.0122,0.0918,0.0122,,0.0285,0.1591
820312,49.0,,,17.0,,22.0,4.0,27.0,3.0,,9.0,25.0,0.1276,,,0.0442,,0.0572,0.0104,0.0703,0.0078,,0.0234,0.0651
820320,29.0,,,5.0,3.0,10.0,7.0,19.0,,,7.0,17.0,0.0884,,,0.0152,0.0091,0.0304,0.0213,0.0579,,,0.0213,0.0518
820324,4.0,1.0,,,,4.0,,,,,,3.0,0.0155,0.0038,,,,0.0155,,,,,,0.0116
820340,41.0,,,9.0,14.0,22.0,21.0,19.0,4.0,,7.0,7.0,0.1184,,,0.026,0.0404,0.0635,0.0606,0.0549,0.0115,,0.0202,0.0202
820346,72.0,,,19.0,14.0,38.0,27.0,34.0,4.0,,18.0,22.0,0.1437,,,0.0379,0.0279,0.0758,0.0538,0.0678,0.0079,,0.0359,0.0439
820347,78.0,,,13.0,8.0,32.0,36.0,46.0,2.0,,15.0,27.0,0.1893,,,0.0315,0.0194,0.0776,0.0873,0.1116,0.0048,,0.0364,0.0655
820348,142.0,1.0,,19.0,25.0,78.0,82.0,64.0,4.0,1.0,25.0,35.0,0.2946,0.002,,0.0394,0.0518,0.1618,0.1701,0.1327,0.0082,0.002,0.0518,0.0726
820349,146.0,2.0,,41.0,13.0,62.0,40.0,84.0,9.0,1.0,27.0,53.0,0.3093,0.0042,,0.0868,0.0275,0.1313,0.0847,0.1779,0.019,0.0021,0.0572,0.1122
820350,58.0,1.0,,12.0,8.0,26.0,14.0,32.0,9.0,,9.0,22.0,0.1318,0.0022,,0.0272,0.0181,0.059,0.0318,0.0727,0.0204,,0.0204,0.05
820352,112.0,4.0,,16.0,13.0,51.0,28.0,61.0,12.0,,17.0,52.0,0.1417,0.005,,0.0202,0.0164,0.0645,0.0354,0.0772,0.0151,,0.0215,0.0658
820354,103.0,1.0,,19.0,8.0,46.0,25.0,57.0,10.0,,17.0,48.0,0.1705,0.0016,,0.0314,0.0132,0.0761,0.0413,0.0943,0.0165,,0.0281,0.0794
820364,18.0,,,5.0,2.0,6.0,3.0,12.0,1.0,,1.0,9.0,0.0532,,,0.0147,0.0059,0.0177,0.0088,0.0355,0.0029,,0.0029,0.0266
820370,68.0,,,16.0,10.0,31.0,32.0,37.0,2.0,,8.0,18.0,0.1683,,,0.0396,0.0247,0.0767,0.0792,0.0915,0.0049,,0.0198,0.0445
820372,90.0,,1.0,22.0,8.0,33.0,31.0,57.0,4.0,1.0,21.0,31.0,0.2158,,0.0023,0.0527,0.0191,0.0791,0.0743,0.1366,0.0095,0.0023,0.0503,0.0743
820376,69.0,1.0,,10.0,14.0,34.0,26.0,35.0,3.0,,16.0,29.0,0.155,0.0022,,0.0224,0.0314,0.0764,0.0584,0.0786,0.0067,,0.0359,0.0651
820384,110.0,,,28.0,37.0,43.0,54.0,67.0,3.0,,8.0,25.0,0.1974,,,0.0502,0.0664,0.0771,0.0969,0.1202,0.0053,,0.0143,0.0448
820385,34.0,,,5.0,9.0,14.0,15.0,20.0,3.0,,5.0,11.0,0.1152,,,0.0169,0.0305,0.0474,0.0508,0.0677,0.0101,,0.0169,0.0372
820388,120.0,,,30.0,23.0,60.0,56.0,60.0,3.0,,15.0,31.0,0.2597,,,0.0649,0.0497,0.1298,0.1212,0.1298,0.0064,,0.0324,0.067
821304,53.0,2.0,,26.0,8.0,19.0,16.0,34.0,1.0,,7.0,8.0,0.1229,0.0046,,0.0603,0.0185,0.044,0.0371,0.0788,0.0023,,0.0162,0.0185
821308,109.0,3.0,,44.0,17.0,60.0,43.0,49.0,2.0,,11.0,17.0,0.1365,0.0037,,0.0551,0.0213,0.0751,0.0538,0.0614,0.0025,,0.0137,0.0213
821316,90.0,2.0,1.0,38.0,19.0,43.0,35.0,47.0,3.0,,10.0,11.0,0.174,0.0038,0.0019,0.0735,0.0367,0.0831,0.0676,0.0909,0.0058,,0.0193,0.0212
821320,80.0,2.0,,39.0,7.0,38.0,16.0,42.0,5.0,,10.0,18.0,0.1133,0.0028,,0.0552,0.0099,0.0538,0.0226,0.0594,0.006999999999999999,,0.0141,0.0254
821330,60.0,1.0,,25.0,5.0,25.0,14.0,35.0,10.0,,8.0,10.0,0.1239,0.002,,0.0516,0.0103,0.0516,0.0289,0.0723,0.0206,,0.0165,0.0206
830304,167.0,41.0,,53.0,,69.0,4.0,98.0,17.0,,40.0,52.0,0.2434,0.0597,,0.0772,,0.1005,0.0058,0.1428,0.0247,,0.0583,0.0758
830312,49.0,10.0,,22.0,,25.0,2.0,24.0,3.0,,9.0,12.0,0.1884,0.0384,,0.0846,,0.0961,0.0076,0.0923,0.0115,,0.0346,0.0461
830316,70.0,7.0,,48.0,,22.0,1.0,48.0,6.0,,21.0,8.0,1.5909,0.159,,1.0909,,0.5,0.0227,1.0909,0.1363,,0.4772,0.1818
830320,74.0,4.0,,50.0,1.0,34.0,3.0,40.0,4.0,,11.0,13.0,0.2061,0.0111,,0.1392,0.0027,0.0947,0.0083,0.1114,0.0111,,0.0306,0.0362
830328,134.0,35.0,,54.0,,72.0,2.0,62.0,10.0,,33.0,33.0,0.1818,0.0474,,0.0732,,0.0976,0.0027,0.0841,0.0135,,0.0447,0.0447
830343,306.0,53.0,2.0,140.0,2.0,143.0,8.0,163.0,20.0,1.0,53.0,82.0,0.2355,0.0408,0.0015,0.1077,0.0015,0.11,0.0061,0.1254,0.0153,0.0007,0.0408,0.0631
830348,2.0,,,,,1.0,,1.0,,,,2.0,0.0105,,,,,0.0052,,0.0052,,,,0.0105
830349,136.0,30.0,,45.0,,62.0,3.0,74.0,12.0,,34.0,46.0,0.2247,0.0495,,0.0743,,0.1024,0.0049,0.1223,0.0198,,0.0561,0.076
830356,59.0,26.0,,14.0,,32.0,,27.0,5.0,,17.0,14.0,0.1607,0.0708,,0.0381,,0.0871,,0.0735,0.0136,,0.0463,0.0381
830360,88.0,27.0,,26.0,,38.0,1.0,50.0,6.0,,24.0,28.0,0.2051,0.0629,,0.0606,,0.0885,0.0023,0.1165,0.0139,,0.0559,0.0652
830364,123.0,16.0,,70.0,,63.0,11.0,60.0,8.0,,20.0,18.0,0.2188,0.0284,,0.1245,,0.112,0.0195,0.1067,0.0142,,0.0355,0.032
840302,122.0,,2.0,39.0,2.0,61.0,13.0,61.0,19.0,,32.0,49.0,0.316,,0.0051,0.101,0.0051,0.158,0.0336,0.158,0.0492,,0.0829,0.1269
840303,83.0,,1.0,33.0,2.0,34.0,8.0,49.0,9.0,,24.0,32.0,0.2286,,0.0027,0.0909,0.0055,0.0936,0.022,0.1349,0.0247,,0.0661,0.0881
840304,30.0,,1.0,1.0,1.0,18.0,3.0,12.0,2.0,,7.0,23.0,0.097,,0.0032,0.0032,0.0032,0.0582,0.0097,0.0388,0.0064,,0.0226,0.0744
840308,51.0,,,6.0,1.0,20.0,2.0,31.0,6.0,,18.0,37.0,0.1013,,,0.0119,0.0019,0.0397,0.0039,0.0616,0.0119,,0.0357,0.0735
840310,93.0,,1.0,39.0,8.0,46.0,11.0,47.0,7.0,,24.0,35.0,0.1681,,0.0018,0.0705,0.0144,0.0831,0.0198,0.0849,0.0126,,0.0433,0.0632
840312,21.0,,,,,6.0,1.0,15.0,1.0,,4.0,19.0,0.0769,,,,,0.0219,0.0036,0.0549,0.0036,,0.0146,0.0695
840316,60.0,,1.0,33.0,,25.0,1.0,35.0,10.0,2.0,20.0,13.0,0.1801,,0.003,0.099,,0.075,0.003,0.1051,0.03,0.006,0.06,0.039
840320,35.0,,,,3.0,15.0,3.0,20.0,1.0,,5.0,31.0,0.0819,,,,0.006999999999999999,0.0351,0.006999999999999999,0.0468,0.0023,,0.0117,0.0725
840324,16.0,,1.0,,,10.0,,6.0,1.0,,5.0,14.0,0.0744,,0.0046,,,0.0465,,0.0279,0.0046,,0.0232,0.0651
840328,72.0,,,5.0,,30.0,6.0,42.0,4.0,,22.0,57.0,0.1434,,,0.0099,,0.0597,0.0119,0.0836,0.0079,,0.0438,0.1135
840332,115.0,1.0,2.0,13.0,1.0,54.0,8.0,61.0,4.0,,38.0,87.0,0.1972,0.0017,0.0034,0.0222,0.0017,0.0926,0.0137,0.1046,0.0068,,0.0651,0.1492
840336,55.0,,,11.0,1.0,30.0,8.0,25.0,5.0,,8.0,31.0,0.1351,,,0.027000000000000003,0.0024,0.0737,0.0196,0.0614,0.0122,,0.0196,0.0761
840342,9.0,,,1.0,,3.0,2.0,6.0,2.0,,4.0,4.0,0.0267,,,0.0029,,0.0089,0.0059,0.0178,0.0059,,0.0119,0.0119
840344,29.0,,,,,19.0,,10.0,2.0,,7.0,27.0,0.0938,,,,,0.0614,,0.0323,0.0064,,0.0226,0.0873
840350,67.0,,,,1.0,29.0,7.0,38.0,4.0,,17.0,56.0,0.1165,,,,0.0017,0.0504,0.0121,0.066,0.0069,,0.0295,0.0973
840356,110.0,,,16.0,3.0,44.0,11.0,66.0,4.0,1.0,36.0,78.0,0.214,,,0.0311,0.0058,0.0856,0.0214,0.1284,0.0077,0.0019,0.07,0.1517
840358,42.0,,,4.0,,17.0,3.0,25.0,3.0,,16.0,32.0,0.1111,,,0.0105,,0.0449,0.0079,0.0661,0.0079,,0.0423,0.0846
840360,39.0,,,1.0,6.0,20.0,10.0,19.0,5.0,,7.0,23.0,0.12,,,0.003,0.0184,0.0615,0.0307,0.0584,0.0153,,0.0215,0.0707
840361,5.0,,,,,5.0,2.0,,,,,3.0,0.0253,,,,,0.0253,0.0101,,,,,0.0152
840368,107.0,1.0,,4.0,4.0,44.0,12.0,63.0,3.0,,17.0,87.0,0.1447,0.0013,,0.0054,0.0054,0.0595,0.0162,0.0852,0.004,,0.023,0.1177
840370,50.0,,1.0,16.0,,15.0,4.0,35.0,4.0,,16.0,25.0,1.0416,,0.0208,0.3333,,0.3125,0.0833,0.7291,0.0833,,0.3333,0.5208
84B000,24.0,,,2.0,,14.0,1.0,10.0,,,1.0,21.0,0.0298,,,0.0024,,0.0174,0.0012,0.0124,,,0.0012,0.0261
850304,140.0,1.0,,4.0,1.0,77.0,6.0,63.0,5.0,,35.0,124.0,0.2143,0.0015,,0.0061,0.0015,0.1179,0.0091,0.0964,0.0076,,0.0535,0.1898
850312,21.0,,,1.0,,10.0,1.0,11.0,2.0,,3.0,17.0,0.1213,,,0.0057,,0.0578,0.0057,0.0635,0.0115,,0.0173,0.0982
850314,34.0,,,1.0,,15.0,,19.0,4.0,,8.0,29.0,0.1114,,,0.0032,,0.0491,,0.0622,0.0131,,0.0262,0.095
850316,65.0,,,,,24.0,2.0,41.0,5.0,,24.0,58.0,0.1761,,,,,0.065,0.0054,0.1111,0.0135,,0.065,0.1571
850320,16.0,,,,,6.0,1.0,10.0,1.0,,7.0,14.0,0.1142,,,,,0.0428,0.0071,0.0714,0.0071,,0.05,0.1
850324,98.0,,,2.0,2.0,40.0,5.0,58.0,2.0,,24.0,89.0,1.1951,,,0.0243,0.0243,0.4878,0.0609,0.7073,0.0243,,0.2926,1.0853
850328,22.0,,,2.0,,11.0,,11.0,1.0,,5.0,19.0,0.1517,,,0.0137,,0.0758,,0.0758,0.0068,,0.0344,0.131
