agency_code,pct_met_act workkeys_part,pct_met_biology_part,pct_met_english ii_part,pct_met_high school math_part,pct_met_math grades 3-8_part,pct_met_reading grades 3-8_part,pct_met_science grades 5&8_part,pct_met_the act_part,pct_met_total targets_part,target_assign_act workkeys_part,target_assign_biology_part,target_assign_english ii_part,target_assign_high school math_part,target_assign_math grades 3-8_part,target_assign_reading grades 3-8_part,target_assign_science grades 5&8_part,target_assign_the act_part,target_assign_total targets_part,target_met_act workkeys_part,target_met_biology_part,target_met_english ii_part,target_met_high school math_part,target_met_math grades 3-8_part,target_met_reading grades 3-8_part,target_met_science grades 5&8_part,target_met_the act_part,target_met_total targets_part
290349,,100.0,100.0,100.0,,,,100.0,100.0,,3.0,3.0,3.0,,,,3.0,12.0,,3.0,3.0,3.0,,,,3.0,12.0
290350,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
290351,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,4.0,,14.0,,,,,5.0,5.0,4.0,,14.0
290352,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
290356,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
290364,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
290365,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,3.0,14.0
290366,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
290367,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
290375,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
290376,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
290380,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
290384,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
290388,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,3.0,3.0,3.0,,,,3.0,15.0,3.0,3.0,3.0,3.0,,,,3.0,15.0
290389,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,2.0,2.0,,,,2.0,8.0,,2.0,2.0,2.0,,,,2.0,8.0
291308,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
291332,,,,,100.0,100.0,100.0,,100.0,,,,,9.0,9.0,5.0,,23.0,,,,,9.0,9.0,5.0,,23.0
291336,100.0,100.0,100.0,100.0,,,,100.0,100.0,1.0,5.0,5.0,5.0,,,,5.0,21.0,1.0,5.0,5.0,5.0,,,,5.0,21.0
291340,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
291352,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
292316,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
292318,,,,,100.0,100.0,,,100.0,,,,,6.0,6.0,,,12.0,,,,,6.0,6.0,,,12.0
292320,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
292324,100.0,100.0,66.7,100.0,,,,80.0,85.7,2.0,4.0,6.0,4.0,,,,5.0,21.0,2.0,4.0,4.0,4.0,,,,4.0,18.0
295300,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,1.0,,9.0,,,,,4.0,4.0,1.0,,9.0
298202,,,,,100.0,100.0,,,100.0,,,,,2.0,2.0,,,4.0,,,,,2.0,2.0,,,4.0
298204,,,,,100.0,100.0,,,100.0,,,,,1.0,1.0,,,2.0,,,,,1.0,1.0,,,2.0
29A000,,,,,100.0,100.0,,,100.0,,,,,2.0,2.0,,,4.0,,,,,2.0,2.0,,,4.0
300308,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
300310,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
300312,100.0,100.0,100.0,100.0,,,,83.3,95.8,3.0,5.0,5.0,5.0,,,,6.0,24.0,3.0,5.0,5.0,5.0,,,,5.0,23.0
300314,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,1.0,2.0,,,,2.0,7.0,,2.0,1.0,2.0,,,,2.0,7.0
300320,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
300325,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
300326,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
300328,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
300330,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
300336,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
300337,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,4.0,,14.0,,,,,5.0,5.0,4.0,,14.0
310304,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
310308,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
310330,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
310336,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
310338,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,2.0,1.0,,,,1.0,5.0,,1.0,2.0,1.0,,,,1.0,5.0
310344,75.0,100.0,100.0,100.0,,,,100.0,96.0,4.0,5.0,6.0,5.0,,,,5.0,25.0,3.0,5.0,6.0,5.0,,,,5.0,24.0
310352,100.0,100.0,100.0,100.0,,,,100.0,100.0,4.0,5.0,5.0,5.0,,,,5.0,24.0,4.0,5.0,5.0,5.0,,,,5.0,24.0
310356,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
310360,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
310364,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,32.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,32.0
310384,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
310388,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
310392,100.0,100.0,100.0,100.0,,,,60.0,91.7,4.0,5.0,5.0,5.0,,,,5.0,24.0,4.0,5.0,5.0,5.0,,,,3.0,22.0
320304,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
320306,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
320308,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
320309,,100.0,100.0,100.0,,,,100.0,100.0,,3.0,3.0,3.0,,,,3.0,12.0,,3.0,3.0,3.0,,,,3.0,12.0
320310,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,5.0,,15.0,,,,,5.0,5.0,5.0,,15.0
320312,66.7,100.0,100.0,100.0,,,,85.7,93.5,3.0,7.0,7.0,7.0,,,,7.0,31.0,2.0,7.0,7.0,7.0,,,,6.0,29.0
320313,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
320314,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,3.0,3.0,3.0,7.0,7.0,3.0,3.0,29.0,,3.0,3.0,3.0,7.0,7.0,3.0,3.0,29.0
320315,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
320316,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,7.0,,21.0,,,,,7.0,7.0,7.0,,21.0
320317,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,4.0,4.0,4.0,,,,4.0,19.0,3.0,4.0,4.0,4.0,,,,4.0,19.0
320318,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
320319,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
320320,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
320322,,,100.0,,,,,0.0,25.0,,,1.0,,,,,3.0,4.0,,,1.0,,,,,0.0,1.0
320323,,83.3,100.0,83.3,100.0,100.0,100.0,100.0,95.1,,6.0,5.0,6.0,7.0,7.0,5.0,5.0,41.0,,5.0,5.0,5.0,7.0,7.0,5.0,5.0,39.0
320324,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
320325,66.7,83.3,100.0,100.0,,,,66.7,85.2,3.0,6.0,6.0,6.0,,,,6.0,27.0,2.0,5.0,6.0,6.0,,,,4.0,23.0
320327,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
320328,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
320332,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
320338,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
320339,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,4.0,,14.0,,,,,5.0,5.0,4.0,,14.0
