agency_code,avg_size_00_sar,avg_size_01_sar,avg_size_02_sar,avg_size_03_sar,avg_size_04_sar,avg_size_05_sar,avg_size_06_sar,avg_size_07_sar,avg_size_08_sar,avg_size_biology_sar,avg_size_english ii_sar,avg_size_nc math 1_sar,avg_size_nc math 3_sar
590330,,,,,,,,,,17.0,21.0,20.0,23.0
590332,18.0,13.0,15.0,14.0,18.0,20.0,,,,,,,
590336,14.0,18.0,15.0,16.0,11.0,23.0,,,,,,,
590340,15.0,13.0,15.0,18.0,17.0,18.0,,,,,,,
590344,14.0,12.0,11.0,15.0,23.0,20.0,,,,,,,
590352,9.0,11.0,8.0,15.0,17.0,14.0,,,,,,,
590356,,,,,,,20.0,23.0,27.0,,,23.0,
590393,,,,,,,13.0,11.0,14.0,,,11.0,
600300,,,,,18.0,28.0,,,,,,,
600301,,,,,,,21.0,23.0,22.0,,,28.0,
600302,,,,,,,,,,30.0,27.0,20.0,28.0
600303,17.0,24.0,24.0,26.0,19.0,,22.0,,,,,,
600305,,,,,,,26.0,27.0,23.0,,,32.0,
600308,,,,,24.0,17.0,,,,,,,
600311,,,,,17.0,25.0,17.0,16.0,18.0,,,,
600312,,,,,,,,,,24.0,25.0,23.0,28.0
600313,,,,,,,21.0,18.0,20.0,,,31.0,
600314,19.0,18.0,21.0,20.0,26.0,25.0,,,,,,,
600316,17.0,15.0,14.0,14.0,19.0,21.0,,,,,,,
600317,,,,,,,26.0,23.0,24.0,,,26.0,
600318,19.0,18.0,17.0,19.0,24.0,23.0,,,,,,,
600319,18.0,18.0,14.0,17.0,14.0,21.0,14.0,19.0,17.0,,,23.0,
600322,,,,,28.0,30.0,,,,,,,
600328,,,,,24.0,22.0,,,,,,,
600329,,,,,20.0,18.0,,,,,,,
600333,,,,,,,25.0,24.0,25.0,,,29.0,
600334,,,,,,,,,,9.0,,,17.0
600336,10.0,9.0,8.0,6.0,8.0,9.0,6.0,,,,,,
600338,21.0,20.0,20.0,20.0,26.0,30.0,,,,,,,
600341,,,,,,,19.0,17.0,18.0,17.0,18.0,21.0,19.0
600344,23.0,24.0,22.0,22.0,24.0,22.0,10.0,20.0,19.0,,,17.0,
600345,,,,,,,27.0,28.0,29.0,,,30.0,
600346,18.0,18.0,20.0,21.0,27.0,26.0,,,,,,,
600349,,,,18.0,20.0,23.0,,,,,,,
600351,,,,,,,19.0,22.0,24.0,,,21.0,
600352,19.0,19.0,21.0,19.0,28.0,24.0,,,,,,,
600353,,,,,,,28.0,29.0,28.0,,,27.0,
600357,20.0,19.0,19.0,20.0,25.0,17.0,,,,,,,
600361,,,,,,,,,,26.0,23.0,24.0,27.0
600362,19.0,19.0,16.0,18.0,18.0,20.0,,,,,,,
600365,16.0,20.0,17.0,16.0,16.0,23.0,,,,,,,
600366,14.0,15.0,21.0,23.0,24.0,21.0,12.0,13.0,16.0,,,20.0,
600367,,,,18.0,22.0,21.0,,,,,,,
600368,21.0,21.0,22.0,21.0,19.0,25.0,,,,,,,
600369,19.0,20.0,21.0,23.0,26.0,24.0,,,,,,,
600374,,,,,18.0,12.0,16.0,15.0,16.0,,,13.0,
600377,,,,,,,,,,23.0,25.0,21.0,29.0
600379,21.0,21.0,22.0,60.0,25.0,19.0,,,,,,,
600381,,,,,,,21.0,24.0,24.0,,,28.0,
600382,19.0,19.0,19.0,19.0,27.0,19.0,,,,,,,
600383,19.0,21.0,21.0,19.0,24.0,27.0,,,,,,,
600384,19.0,20.0,20.0,20.0,24.0,23.0,,,,,,,
600385,19.0,19.0,19.0,20.0,27.0,23.0,,,,,,,
600386,,,,,,,,,,17.0,23.0,20.0,19.0
600392,17.0,21.0,18.0,18.0,27.0,24.0,,,,,,,
600394,,,,,,,24.0,22.0,23.0,,,28.0,
600397,,,,,,,,,,17.0,16.0,22.0,27.0
600398,,,,,22.0,21.0,,,,,,,
600399,,,,,,,21.0,26.0,26.0,,,37.0,
600404,,,,,,,,,,10.0,,,9.0
600405,,,,,,,,,,20.0,20.0,21.0,23.0
600406,,,,,24.0,27.0,,,,,,,
600408,18.0,20.0,17.0,17.0,21.0,30.0,,,,,,,
600409,,,,,22.0,26.0,,,,,,,
600410,17.0,14.0,16.0,10.0,16.0,16.0,,,,,,,
600411,18.0,21.0,20.0,21.0,24.0,27.0,,,,,,,
600412,,,,,17.0,26.0,,,,,,,
600413,9.0,11.0,9.0,12.0,9.0,15.0,10.0,,,,,,
600414,15.0,16.0,21.0,17.0,10.0,12.0,,,,,,,
600415,,,,,,,,,,24.0,24.0,25.0,26.0
600416,15.0,13.0,14.0,19.0,19.0,22.0,,,,,,,
600418,16.0,16.0,13.0,13.0,21.0,19.0,,,,,,,
600420,19.0,19.0,19.0,20.0,26.0,25.0,,,,,,,
600422,,,,,16.0,21.0,,,,,,,
600424,,,,,21.0,20.0,,,,,,,
600426,,,,,,,,,,22.0,23.0,22.0,27.0
600428,,,,,,,19.0,14.0,21.0,,,25.0,
600429,,,,,,23.0,22.0,31.0,27.0,,,27.0,
600431,,,,,,,28.0,29.0,29.0,,,30.0,
600432,18.0,18.0,17.0,20.0,26.0,23.0,,,,,,,
600433,21.0,22.0,20.0,38.0,27.0,26.0,,,,,,,
600434,,,,,,,23.0,23.0,23.0,,,34.0,
600435,9.0,6.0,8.0,7.0,11.0,,,,,,,,
600436,,,,,24.0,25.0,,,,,,,
600437,,,,,27.0,28.0,,,,,,,
600438,17.0,19.0,21.0,19.0,25.0,24.0,,,,,,,
600439,,,,,,,,,5.0,16.0,12.0,20.0,8.0
600440,,,,,19.0,18.0,,,,,,,
600442,17.0,19.0,20.0,18.0,22.0,27.0,,,,,,,
600443,,,,,,,,,,17.0,,,16.0
600444,19.0,17.0,19.0,21.0,15.0,15.0,,,,,,,
600445,,,,,,,,,,24.0,22.0,24.0,29.0
600446,16.0,19.0,18.0,21.0,17.0,23.0,,,,,,,
600447,20.0,20.0,20.0,37.0,28.0,30.0,,,,,,,
600448,,,,,,,20.0,24.0,24.0,,,30.0,
600449,13.0,18.0,19.0,30.0,21.0,16.0,,,,,,,
600450,,,,,,,25.0,24.0,23.0,,,29.0,
600451,20.0,23.0,23.0,24.0,25.0,29.0,,,,,,,
600453,,,,,17.0,19.0,,,,,,,
600455,,,,,,,23.0,24.0,27.0,,,33.0,
600457,,,,,,,,,,22.0,21.0,22.0,24.0
600459,,,,,25.0,27.0,,,,,,,
600461,,,,,5.0,,,,,5.0,,5.0,
600462,16.0,19.0,17.0,17.0,25.0,20.0,19.0,18.0,19.0,,,26.0,
600463,15.0,30.0,18.0,20.0,25.0,21.0,,,,,,,
600464,21.0,21.0,20.0,22.0,22.0,20.0,,,,,,,
600466,,,,,,,,,,30.0,27.0,29.0,31.0
600468,18.0,20.0,18.0,23.0,25.0,,,,,,,,
600471,,,,,18.0,16.0,,,,,,,
600474,,,,,19.0,18.0,,,,,,,
600475,19.0,18.0,18.0,14.0,10.0,10.0,,,,,,,
600478,17.0,19.0,19.0,21.0,21.0,23.0,,,,,,,
600479,,,,,,,21.0,18.0,22.0,,,37.0,
600480,,,,,,,,,,20.0,22.0,20.0,23.0
600481,,,,,,,22.0,24.0,23.0,,,32.0,
600482,,,,,,,26.0,28.0,29.0,19.0,18.0,27.0,26.0
600484,20.0,17.0,18.0,16.0,25.0,25.0,,,,,,,
600485,,,,,18.0,22.0,,,,,,,
600488,20.0,21.0,19.0,17.0,26.0,20.0,19.0,20.0,20.0,,,22.0,
600489,,,,,15.0,13.0,,,,,,,
600490,,,,,,,,,,22.0,23.0,24.0,29.0
600491,20.0,19.0,21.0,19.0,9.0,28.0,,,,,,,
600492,12.0,8.0,8.0,8.0,9.0,11.0,,,,,,,
600493,17.0,16.0,15.0,15.0,15.0,23.0,,,,,,,
600494,19.0,16.0,17.0,24.0,21.0,23.0,,,,,,,
600496,,,,,,,,,,29.0,25.0,21.0,22.0
600497,,,,,,,30.0,29.0,29.0,,,26.0,
600498,,,,,,,,,,8.0,14.0,9.0,10.0
600499,,,,,,,,,,13.0,15.0,10.0,17.0
600500,17.0,18.0,20.0,20.0,23.0,26.0,,,,,,,
600501,,,,,18.0,21.0,,,,,,,
600503,11.0,10.0,10.0,5.0,10.0,12.0,,,,,,,
600507,20.0,21.0,23.0,23.0,21.0,30.0,,,,,,,
600508,,,,,,,,,,26.0,23.0,22.0,25.0
600509,,,,,,,25.0,28.0,27.0,,,34.0,
600512,,,,,18.0,22.0,,,,,,,
600513,,,,,,,24.0,24.0,25.0,12.0,,26.0,13.0
600514,,,,,,,29.0,23.0,24.0,,,20.0,
600515,17.0,22.0,14.0,20.0,18.0,21.0,15.0,,,,,,
600516,18.0,20.0,23.0,23.0,21.0,23.0,,,,,,,
600517,,,,,20.0,21.0,,,,,,,
600518,,,,,,,22.0,24.0,26.0,,,30.0,
600520,,,,,,,18.0,14.0,18.0,,,24.0,
600521,,,,,22.0,22.0,,,,,,,
600522,16.0,15.0,18.0,14.0,25.0,28.0,,,,,,,
600527,,,,,13.0,7.0,,,,,,,
600530,16.0,17.0,17.0,17.0,22.0,27.0,,,,,,,
600532,24.0,22.0,23.0,24.0,22.0,21.0,21.0,21.0,19.0,,,31.0,
600534,,,,,21.0,24.0,,,,,,,
600535,,,,,,,,,,26.0,23.0,25.0,27.0
600537,,,,,,,26.0,25.0,26.0,,,27.0,
600538,,,,,,,23.0,22.0,21.0,,,28.0,6.0
600545,22.0,18.0,19.0,18.0,24.0,20.0,,,,,,,
600546,,,,,21.0,24.0,,,,,,,
600549,17.0,19.0,18.0,20.0,25.0,25.0,,,,,,,
600550,,,,,15.0,23.0,,,,,,,
600553,,,,,14.0,10.0,21.0,21.0,16.0,,,,
600557,,,,,24.0,19.0,,,,,,,
600558,21.0,21.0,20.0,22.0,25.0,19.0,,,,,,,
600562,,,,,15.0,15.0,,,,,,,
600565,14.0,12.0,17.0,19.0,18.0,21.0,,,,,,,
600566,17.0,21.0,21.0,22.0,19.0,21.0,,,,,,,
600567,,,,,,,,,,22.0,19.0,14.0,17.0
600569,,,,,,,,,,26.0,25.0,16.0,19.0
600571,20.0,23.0,16.0,16.0,20.0,24.0,,,,,,,
600574,,,,,9.0,14.0,18.0,15.0,15.0,,,12.0,
600576,,,,,,,,,,18.0,22.0,18.0,22.0
600577,,,,,17.0,16.0,,,,,,,
600579,,,,,,,,,,20.0,20.0,18.0,24.0
600582,,,,,,,,11.0,8.0,,10.0,10.0,13.0
600583,,,,,,,16.0,24.0,19.0,,,17.0,
600586,18.0,21.0,21.0,23.0,22.0,22.0,,,,,,,
600587,14.0,18.0,20.0,16.0,20.0,17.0,,,,,,,
600588,,,,,29.0,15.0,,,,,,,
600589,,,,,17.0,14.0,,,,,,,
600590,21.0,21.0,20.0,22.0,21.0,27.0,,,,,,,
600592,,,,,,,,,,23.0,21.0,20.0,28.0
600593,18.0,15.0,26.0,22.0,19.0,,,,,,,,
600594,,,,,,,,,,8.0,,,8.0
60B000,,,,,,,,,,14.0,20.0,16.0,17.0
60D000,,,,,,,,,,23.0,22.0,23.0,23.0
60F000,,,,,,,,,,22.0,,18.0,18.0
60G000,,,,,,,,,,21.0,24.0,20.0,23.0
60I000,,,,,,,,,,12.0,14.0,12.0,20.0
60J000,,,,,,,,,,,,11.0,
60K000,,,,,,,,,,22.0,19.0,15.0,14.0
60L000,,,,,,,,,,,,25.0,
60M000,,,,,,,,,,18.0,,22.0,
60S000,,,,,,,,,,16.0,24.0,23.0,17.0
60U000,,,,,,,,,,20.0,12.0,9.0,18.0
60V000,,,,,,,,,,14.0,13.0,15.0,12.0
610302,,,,,,17.0,14.0,15.0,14.0,,,17.0,
610310,,,,18.0,16.0,17.0,,,,,,,
610320,17.0,18.0,15.0,18.0,14.0,,,,,,,,
610322,18.0,18.0,17.0,,,,,,,,,,
610326,,,,,,,24.0,20.0,19.0,,,18.0,
610332,,,,,,,,,,12.0,17.0,13.0,18.0
610334,,,,,,,,,,14.0,13.0,16.0,21.0
61L000,,,,,,,,,,12.0,9.0,,
61N000,,,,,,,,,,,,12.0,
61R000,,,,,,,,,,,,16.0,
61U000,,,,,,,,,,,,10.0,
61X000,,,,,,,,,,13.0,26.0,12.0,21.0
620310,,,,,,,,,,,6.0,,12.0
620312,21.0,18.0,17.0,19.0,23.0,23.0,,,,,,,
620314,,,,,,,24.0,23.0,22.0,,,30.0,
620316,,,,,,,,,,15.0,17.0,24.0,23.0
620318,18.0,11.0,14.0,11.0,18.0,17.0,,,,,,,
620324,19.0,22.0,18.0,17.0,19.0,25.0,,,,,,,
620330,,,,12.0,22.0,21.0,,,,,,,
620334,16.0,19.0,20.0,20.0,27.0,18.0,,,,,,,
620336,23.0,20.0,22.0,,,,,,,,,,
620339,,,,,,,24.0,11.0,24.0,,,30.0,
620340,,,,,,,,,,25.0,25.0,21.0,25.0
620350,,,,,,,,,,16.0,19.0,20.0,19.0
630304,17.0,20.0,19.0,,,,,,,,,,
630308,,,,15.0,22.0,23.0,,,,,,,
630312,16.0,20.0,20.0,20.0,17.0,21.0,,,,,,,
630316,15.0,14.0,15.0,18.0,17.0,28.0,,,,,,,
630317,,,,,,,20.0,26.0,28.0,,,26.0,
630320,,,,,,,14.0,12.0,17.0,,,11.0,
630324,22.0,21.0,16.0,22.0,28.0,27.0,,,,,,,
630328,12.0,16.0,15.0,21.0,16.0,23.0,26.0,17.0,15.0,,,,
630330,,,,,,,,,,6.0,6.0,6.0,6.0
630331,,,,,,,24.0,26.0,26.0,,,24.0,
630332,,,,,,,,,,16.0,11.0,13.0,18.0
630336,,,,,,,,,,24.0,27.0,21.0,23.0
630342,17.0,20.0,16.0,20.0,29.0,23.0,,,,,,,
630348,9.0,14.0,12.0,28.0,23.0,23.0,,,,,,,
630350,,,,,,,19.0,19.0,23.0,,,28.0,
630352,17.0,15.0,16.0,,,,,,,,,,
630356,,,,17.0,24.0,22.0,,,,,,,
630360,,,,,,,,,,22.0,24.0,24.0,24.0
630364,16.0,14.0,17.0,21.0,26.0,30.0,,,,,,,
630368,17.0,14.0,15.0,14.0,27.0,23.0,,,,,,,
630373,20.0,17.0,17.0,21.0,27.0,25.0,,,,,,,
630374,,,,,,,21.0,29.0,27.0,,,27.0,
630376,15.0,18.0,12.0,13.0,18.0,30.0,20.0,19.0,27.0,,,,
63B000,,,,,,,,,,10.0,12.0,21.0,6.0
640302,20.0,20.0,22.0,,,,,,,,,,
640304,18.0,18.0,17.0,31.0,20.0,27.0,,,,,,,
640306,19.0,19.0,15.0,24.0,24.0,20.0,,,,,,,
640308,25.0,24.0,21.0,22.0,24.0,22.0,,,,,,,
640316,14.0,14.0,17.0,38.0,25.0,18.0,,,,,,,
640320,,,,,,,26.0,22.0,21.0,,,30.0,
640324,21.0,22.0,23.0,32.0,27.0,21.0,,,,,,,
640326,,,,20.0,23.0,22.0,,,,,,,
640328,,,,19.0,26.0,26.0,,,,,,,
640329,,,,,,,22.0,20.0,20.0,,,32.0,
640332,23.0,32.0,35.0,42.0,18.0,24.0,,,,,,,
640334,,,,,,,17.0,16.0,19.0,,,19.0,
640335,,,,,,,16.0,21.0,27.0,,,25.0,
640336,19.0,17.0,21.0,12.0,13.0,14.0,,,,,,,
640340,,,,,,,,12.0,6.0,10.0,,5.0,18.0
640342,,,,,,,,,,,,14.0,
640346,,,,,,,,,,23.0,17.0,14.0,17.0
640347,,,,,,,,,,15.0,23.0,20.0,23.0
640348,20.0,23.0,19.0,15.0,21.0,18.0,,,,,,,
640350,,,,,,,,,,22.0,23.0,21.0,24.0
640358,,,,,,,23.0,22.0,25.0,,,30.0,
640360,21.0,27.0,25.0,,,,,,,,,,
640361,,,,,,,,,,19.0,22.0,23.0,24.0
640362,,,,,,,21.0,25.0,22.0,,,29.0,
640364,,,,,,,,,,21.0,23.0,27.0,26.0
640376,21.0,21.0,25.0,25.0,21.0,25.0,,,,,,,
640384,,,,42.0,28.0,21.0,,,,,,,
640396,19.0,18.0,21.0,,,,,,,,,,
640400,21.0,20.0,21.0,,,,,,,,,,
64A000,,,,,,,,,,23.0,19.0,19.0,18.0
650304,17.0,17.0,14.0,14.0,19.0,25.0,,,,,,,
650308,20.0,15.0,17.0,18.0,21.0,26.0,,,,,,,
650309,,,,,24.0,23.0,,,,,,,
650310,,,,,,,29.0,29.0,27.0,,,30.0,
650312,,,,,15.0,10.0,,,,,,,
650316,,,,,16.0,25.0,,,,,,,
650323,17.0,16.0,17.0,18.0,28.0,27.0,,,,,,,
650324,17.0,17.0,12.0,9.0,13.0,10.0,,,,,,,
650325,,,,,,,24.0,28.0,27.0,,,37.0,
650326,,,,,,,,,,27.0,24.0,25.0,34.0
650327,,,,,,,,,,25.0,24.0,23.0,26.0
650328,15.0,13.0,17.0,18.0,18.0,20.0,,,,,,,
650332,21.0,20.0,16.0,16.0,13.0,13.0,18.0,14.0,10.0,,,6.0,
650338,,20.0,19.0,24.0,23.0,24.0,,,,,,,
650339,21.0,15.0,15.0,17.0,23.0,27.0,,,,,,,
650340,,,,,,,,,,16.0,23.0,16.0,16.0
650341,17.0,18.0,18.0,21.0,23.0,23.0,,,,,,,
650342,,,,,,,,,,28.0,28.0,28.0,29.0
650343,,,,,,,23.0,24.0,28.0,,,36.0,
650345,,,,6.0,,,,7.0,,,,,
650346,17.0,18.0,17.0,19.0,21.0,25.0,,,,,,,
650348,20.0,20.0,17.0,19.0,19.0,26.0,,,,,,,
650350,,,,,,,23.0,27.0,26.0,,,28.0,
650351,,,,,,,24.0,25.0,27.0,,,39.0,
650352,,,,,,,,,,22.0,23.0,21.0,26.0
650353,17.0,16.0,15.0,14.0,23.0,21.0,,,,,,,
650354,,,,,,,,,,,10.0,16.0,
650355,,,,,,,,,,7.0,9.0,12.0,8.0
650356,16.0,18.0,15.0,30.0,27.0,22.0,,,,,,,
650362,,,,,25.0,25.0,,,,,,,
650364,,,,,,,27.0,27.0,29.0,,,25.0,
650366,20.0,20.0,19.0,15.0,19.0,20.0,,,,,,,
650368,16.0,15.0,17.0,16.0,15.0,13.0,,,,,,,
650380,,,,,26.0,25.0,,,,,,,
650384,,,,,17.0,19.0,,,,,,,
650392,,,,,,,22.0,21.0,21.0,,,19.0,
650394,,,,,,,,,,15.0,18.0,13.0,17.0
650395,,,,,,,,,,22.0,21.0,17.0,9.0
650400,14.0,20.0,17.0,16.0,25.0,17.0,,,,,,,
650404,15.0,17.0,16.0,13.0,24.0,22.0,,,,,,,
650408,12.0,15.0,21.0,19.0,18.0,30.0,,,,,,,
650420,18.0,,,,,,,,,,,,
65A000,,,,,,,,,,,,13.0,
65G000,,,,,,,,,,,,21.0,
660306,17.0,19.0,14.0,16.0,18.0,,,,,,,,
660308,,,,,,18.0,23.0,20.0,21.0,,,,
660320,,,,,18.0,,,,,,,,
660325,,,,,,16.0,20.0,22.0,17.0,,,,
660336,,,,,,,,,,21.0,18.0,24.0,22.0
660360,,,,,22.0,,,,,,,,
660400,,,,,,,,,,14.0,19.0,12.0,19.0
66A000,,,,,,,,,,17.0,17.0,22.0,13.0
670300,,,,,,,,,,26.0,26.0,,26.0
670304,17.0,18.0,14.0,15.0,25.0,25.0,,,,,,,
670308,17.0,18.0,16.0,17.0,22.0,23.0,,,,,,,
670310,17.0,18.0,15.0,16.0,23.0,26.0,,,,,,,
670312,,,,,21.0,18.0,,,,,,,
670314,18.0,20.0,16.0,17.0,24.0,,,,,,,,
670318,,,,,,23.0,25.0,23.0,23.0,,,30.0,
670320,,,,,,,,,,17.0,22.0,26.0,27.0
670321,18.0,15.0,14.0,15.0,23.0,21.0,,,,,,,
670322,,,,,,,23.0,22.0,25.0,,,35.0,
670323,12.0,14.0,11.0,16.0,21.0,17.0,,,,,,,
670324,,,,,,,,,,19.0,19.0,21.0,23.0
670325,,,,,,,22.0,23.0,23.0,,,28.0,
670329,17.0,15.0,18.0,16.0,22.0,29.0,,,,,,,
670330,18.0,15.0,15.0,15.0,24.0,25.0,,,,,,,
670331,,,,,,,23.0,24.0,18.0,,,30.0,
670332,15.0,15.0,13.0,11.0,14.0,17.0,,,,,,,
670333,,,,,,,,,,16.0,23.0,21.0,29.0
670335,16.0,16.0,15.0,22.0,23.0,19.0,,,,,,,
670336,,,,,,,24.0,25.0,26.0,,,42.0,
670337,19.0,17.0,19.0,15.0,22.0,20.0,,,,,,,
670338,17.0,9.0,13.0,17.0,21.0,20.0,,,,,,,
670339,,,,,23.0,25.0,,,,,,,
670340,,,,,,,,,,18.0,23.0,21.0,27.0
670341,18.0,19.0,20.0,18.0,23.0,21.0,,,,,,,
670342,21.0,13.0,14.0,15.0,25.0,22.0,,,,,,,
670343,17.0,17.0,16.0,17.0,23.0,24.0,,,,,,,
670344,,,,,,,,,,20.0,19.0,21.0,26.0
670345,,,,,,,26.0,21.0,22.0,,,26.0,
670346,19.0,15.0,15.0,20.0,22.0,21.0,,,,,,,
670347,19.0,15.0,14.0,13.0,21.0,28.0,,,,,,,
670350,16.0,15.0,13.0,14.0,25.0,25.0,,,,,,,
670351,,,,,,,22.0,25.0,17.0,,,30.0,
670352,,,,,,,,,,20.0,19.0,20.0,23.0
670356,,,,,,,27.0,23.0,26.0,,,29.0,
670364,,,,,,,,,,21.0,22.0,18.0,23.0
680304,,,,,,,22.0,27.0,23.0,,,30.0,
680308,17.0,24.0,19.0,20.0,23.0,19.0,,,,,,,
680310,,,,,,,,,,21.0,22.0,17.0,24.0
680312,16.0,15.0,17.0,17.0,23.0,22.0,,,,,,,
680316,,,,,,,24.0,26.0,24.0,,,25.0,
680324,17.0,18.0,17.0,17.0,22.0,25.0,,,,,,,
680327,,,,,,,22.0,22.0,24.0,,,32.0,
680328,18.0,12.0,12.0,17.0,25.0,22.0,,,,,,,
680329,16.0,19.0,16.0,21.0,22.0,24.0,,,,,,,
680330,18.0,14.0,18.0,19.0,19.0,21.0,,,,,,,
680332,,,,,,,,,,24.0,22.0,21.0,25.0
680335,,,,,,,,,,5.0,8.0,7.0,7.0
680336,14.0,19.0,17.0,21.0,21.0,15.0,,,,,,,
681300,,,,,23.0,22.0,,,,,,,
681304,,,,,22.0,16.0,,,,,,,
681305,,,,,,,,,,13.0,14.0,26.0,23.0
681308,,,,,,,,,,26.0,24.0,19.0,25.0
681309,,,,,,,19.0,22.0,19.0,,,26.0,
681310,,,,,19.0,16.0,,,,,,,
681311,,,,,25.0,6.0,,,,,,,
681312,,,,,18.0,20.0,,,,,,,
681314,,,,,,,,,,26.0,16.0,22.0,29.0
681316,,,,,26.0,26.0,,,,,,,
681320,,,,,12.0,17.0,,,,,,,
681322,,,,,,,19.0,20.0,19.0,,,23.0,
681324,,,,,,,19.0,18.0,19.0,,,22.0,
681326,,,,,21.0,23.0,,,,,,,
681330,,,,,15.0,19.0,,,,,,,
681332,,,,,24.0,26.0,,,,,,,
681334,,,,,19.0,19.0,,,,,,,
681336,,,,,,,21.0,25.0,22.0,,,26.0,7.0
681338,,,,,,,,,,6.0,,,11.0
68A000,,,,,,,,,,16.0,16.0,12.0,17.0
68C000,,,,,,,,,,,,8.0,
690312,,,,14.0,15.0,23.0,,,,,,,
690316,,,,,,,21.0,19.0,25.0,,,27.0,
690320,,,,,,,,,,15.0,17.0,16.0,20.0
690324,21.0,16.0,17.0,,,,,,,,,,
69A000,,,,,,,,,,8.0,16.0,14.0,12.0
700306,16.0,14.0,15.0,15.0,,,,,,,,,
700308,,,,,,,,,,,,15.0,
700314,14.0,17.0,20.0,15.0,,,,,,,,,
700316,17.0,16.0,16.0,16.0,,,,,,,,,
700317,,,,,,,,,,21.0,22.0,16.0,20.0
700319,,,,,,,,,,18.0,23.0,9.0,24.0
700322,,,,,,,,,,,,23.0,
700324,21.0,18.0,16.0,18.0,,,,,,,,,
700325,,,,,,,,,,21.0,29.0,19.0,27.0
700328,12.0,13.0,20.0,16.0,,,,,,,,,
70A000,,,,,,,,,,16.0,18.0,15.0,23.0
710312,21.0,15.0,17.0,18.0,22.0,20.0,,,,,,,
710316,,,,,,,22.0,20.0,24.0,,,,
710318,16.0,13.0,17.0,15.0,25.0,24.0,,,,,,,
710320,,,,,,,21.0,21.0,21.0,,,15.0,
710321,,,,,,,,,,19.0,23.0,20.0,23.0
710323,16.0,13.0,18.0,22.0,19.0,22.0,,,,,,,
710324,21.0,20.0,18.0,18.0,21.0,21.0,,,,,,,
710326,,,,,,,,,,21.0,19.0,22.0,21.0
710327,,,,,,,,,,12.0,20.0,13.0,16.0
710328,16.0,20.0,16.0,17.0,20.0,19.0,29.0,19.0,18.0,,,,
710332,15.0,15.0,14.0,17.0,23.0,21.0,,,,,,,
710342,,,,,,,,,,23.0,25.0,21.0,28.0
710344,17.0,18.0,21.0,17.0,23.0,26.0,,,,,,,
710346,,,,,,,25.0,26.0,24.0,,,32.0,
710347,14.0,17.0,16.0,19.0,26.0,24.0,,,,,,,
710348,,,,,,,15.0,19.0,20.0,,,,
710350,19.0,18.0,22.0,25.0,25.0,28.0,,,,,,,
710352,,,,,,,25.0,25.0,25.0,,,34.0,
720304,15.0,15.0,17.0,,,,,,,,,,
720312,,,,12.0,18.0,17.0,,,,,,,
720316,,,,,,,,,,16.0,18.0,17.0,17.0
720320,,,,,,,18.0,22.0,12.0,,,15.0,
730332,22.0,21.0,20.0,19.0,22.0,21.0,,,,,,,
730334,18.0,18.0,10.0,16.0,21.0,18.0,,,,,,,
730340,20.0,18.0,18.0,14.0,22.0,32.0,,,,,,,
730344,,,,,,,26.0,21.0,25.0,,,29.0,
730348,19.0,21.0,21.0,21.0,18.0,16.0,,,,,,,
730350,,,,,,,,,,,23.0,24.0,14.0
730352,,,,,,,,,6.0,19.0,17.0,17.0,19.0
730354,20.0,17.0,17.0,20.0,19.0,23.0,,,,,,,
730356,17.0,19.0,16.0,18.0,23.0,22.0,,,,,,,
730360,,,,,,,24.0,20.0,19.0,,,18.0,
730368,18.0,18.0,14.0,15.0,17.0,17.0,,,,,,,
73B000,,,,,,,,,,20.0,18.0,20.0,18.0
740302,,,,,,,26.0,26.0,25.0,,,30.0,
740304,,,,,21.0,27.0,,,,,,,
740308,,,,,,,28.0,27.0,21.0,,,26.0,
740309,,,,,,,,,,17.0,21.0,15.0,22.0
740310,,,,,21.0,25.0,,,,,,,
740320,,,,,18.0,22.0,32.0,19.0,21.0,,,,
740324,,,,,,,20.0,22.0,18.0,,,32.0,
740330,,,,,26.0,25.0,,,,,,,
740332,17.0,21.0,20.0,22.0,23.0,29.0,22.0,20.0,20.0,,,21.0,
740333,,,,,,,,,,23.0,23.0,18.0,25.0
740334,,,,,16.0,14.0,,,,,,,
740336,,,,,23.0,33.0,,,,,,,
740337,,,,,,,19.0,23.0,25.0,,,26.0,
740338,,,,,22.0,18.0,,,,,,,
740340,,,,,,,23.0,21.0,24.0,,,32.0,
740344,,,,,,,,,,24.0,21.0,17.0,22.0
740352,13.0,15.0,20.0,15.0,25.0,22.0,16.0,14.0,16.0,,,20.0,
740358,,,,,15.0,21.0,22.0,23.0,28.0,,,13.0,
740362,,,,,,,28.0,24.0,29.0,,,32.0,
740366,,,,,,,,,,24.0,21.0,23.0,28.0
740368,,,,,20.0,21.0,,,,,,,
740374,,,,,,,,,,16.0,21.0,20.0,29.0
740375,,,,,18.0,29.0,,,,,,,
740376,15.0,20.0,18.0,15.0,20.0,21.0,18.0,20.0,21.0,,,7.0,
740379,,,,,19.0,22.0,,,,,,,
740380,,,,,24.0,25.0,,,,,,,
740386,,,,,16.0,21.0,,,,,,,
740388,,,,,,,,,,21.0,25.0,18.0,20.0
740390,,,,,15.0,16.0,,,,,,,
740396,,,,,12.0,16.0,14.0,12.0,13.0,,,11.0,
740400,,,,,20.0,22.0,,,,,,,
740402,,,,,,,19.0,20.0,17.0,,,18.0,
740404,,,,,25.0,24.0,,,,,,,
