agency_code,avg_size_00_sar,avg_size_01_sar,avg_size_02_sar,avg_size_03_sar,avg_size_04_sar,avg_size_05_sar,avg_size_06_sar,avg_size_07_sar,avg_size_08_sar,avg_size_biology_sar,avg_size_english ii_sar,avg_size_nc math 1_sar,avg_size_nc math 3_sar
390322,,,,,,,,,,17.0,23.0,23.0,26.0
390323,,,,,,,,,,14.0,19.0,14.0,19.0
390324,,,,,,,,,,19.0,19.0,17.0,25.0
390331,,,,,,,15.0,18.0,24.0,,,24.0,
390333,18.0,11.0,7.0,19.0,26.0,15.0,,,,,,,
390334,,,,,,,21.0,24.0,16.0,,,11.0,
390336,14.0,9.0,18.0,6.0,19.0,16.0,,,,,,,
390352,,,,,,,,,,25.0,23.0,21.0,31.0
390360,18.0,13.0,21.0,20.0,30.0,24.0,,,,,,,
390362,17.0,20.0,21.0,20.0,17.0,20.0,,,,,,,
390364,15.0,10.0,19.0,12.0,18.0,15.0,,,,,,,
390368,17.0,17.0,19.0,12.0,21.0,26.0,,,,,,,
390700,,,,,,,,,,15.0,13.0,20.0,10.0
39A000,,,,,,,,,,13.0,19.0,15.0,15.0
39B000,,,,,,,,,,17.0,17.0,16.0,16.0
400308,,,,,,,,,,16.0,18.0,19.0,22.0
400312,,,,,,,28.0,26.0,23.0,,,29.0,
400315,,,,,,,,,,14.0,14.0,13.0,20.0
400318,,,,,22.0,24.0,,,,,,,
400321,17.0,16.0,,,,,,,,,,,
400332,,,18.0,18.0,,,,,,,,,
410304,15.0,14.0,17.0,15.0,13.0,27.0,,,,,,,
410307,16.0,16.0,12.0,12.0,13.0,18.0,,,,,,,
410310,13.0,16.0,14.0,14.0,20.0,21.0,,,,,,,
410311,,,,,,26.0,22.0,25.0,22.0,,,27.0,
410313,,,,,,,26.0,25.0,25.0,,,29.0,
410316,,,,,,,15.0,20.0,20.0,,,26.0,
410319,,,,,,,,,,17.0,13.0,13.0,19.0
410322,17.0,14.0,15.0,11.0,19.0,24.0,,,,,,,
410325,,,,,,,20.0,22.0,20.0,,,21.0,
410326,,,,,,,,,,12.0,13.0,8.0,14.0
410328,,,,,25.0,25.0,,,,,,,
410331,17.0,22.0,14.0,13.0,23.0,22.0,,,,,,,
410334,15.0,15.0,15.0,16.0,10.0,9.0,,,,,,,
410337,22.0,21.0,21.0,20.0,20.0,21.0,,,,,,,
410340,12.0,13.0,15.0,17.0,20.0,15.0,,,,,,,
410341,,,,,,,25.0,21.0,18.0,,,25.0,
410343,17.0,15.0,18.0,11.0,21.0,23.0,,,,,,,
410346,17.0,16.0,14.0,15.0,24.0,27.0,,,,,,,
410349,,,,,9.0,13.0,,,,,,,
410355,,,,,,,,,,20.0,16.0,12.0,18.0
410358,,,,,,,,,,19.0,20.0,13.0,19.0
410361,9.0,18.0,15.0,19.0,11.0,10.0,,,,,,,
410364,17.0,19.0,20.0,14.0,21.0,23.0,,,,,,,
410366,,,,,17.0,16.0,,,,,,,
410367,,,,,,,19.0,25.0,23.0,,,31.0,
410370,14.0,14.0,16.0,17.0,25.0,25.0,,,,,,,
410373,,,,,18.0,17.0,,,,,,,
410376,19.0,15.0,11.0,13.0,23.0,18.0,,,,,,,
410382,17.0,12.0,13.0,12.0,24.0,26.0,,,,,,,
410385,15.0,12.0,12.0,17.0,9.0,16.0,,,,,,,
410388,19.0,15.0,16.0,13.0,23.0,20.0,,,,,,,
410390,,,,,,,,,,,,,20.0
410391,,,,,,,23.0,25.0,18.0,22.0,27.0,23.0,22.0
410394,,,,,,,,,,24.0,27.0,21.0,27.0
410395,,,,,,,,,,17.0,13.0,,16.0
410397,,,,,,,23.0,26.0,26.0,,,29.0,
410398,,,,11.0,5.0,15.0,14.0,16.0,12.0,,16.0,13.0,11.0
410399,,,,,,,,,,10.0,11.0,10.0,10.0
410400,16.0,16.0,16.0,14.0,21.0,28.0,,,,,,,
410401,,,,,,,,,,15.0,16.0,14.0,18.0
410402,,,,,,,21.0,26.0,24.0,,,22.0,
410403,,,,,25.0,10.0,,,,,,,
410406,,,,,,,,,,21.0,20.0,17.0,24.0
410407,,,,,,,,,,15.0,10.0,13.0,10.0
410408,,,,,,,,,,11.0,10.0,9.0,13.0
410409,15.0,14.0,16.0,12.0,22.0,18.0,,,,,,,
410412,17.0,17.0,15.0,12.0,17.0,13.0,,,,,,,
410415,,,,,,,19.0,21.0,21.0,,,21.0,
410418,18.0,16.0,14.0,13.0,16.0,22.0,,,,,,,
410421,,,,,,,27.0,28.0,28.0,,,33.0,
410423,19.0,17.0,18.0,18.0,24.0,26.0,,,,,,,
410424,18.0,17.0,17.0,21.0,14.0,22.0,,,,,,,
410427,12.0,16.0,13.0,10.0,14.0,18.0,16.0,18.0,13.0,,,10.0,
410430,22.0,15.0,10.0,14.0,16.0,17.0,,,,,,,
410436,13.0,10.0,13.0,13.0,16.0,25.0,,,,,,,
410437,,,,,,,25.0,22.0,21.0,,,30.0,
410439,13.0,13.0,10.0,11.0,14.0,13.0,,,,,,,
410442,,,,,,,24.0,24.0,27.0,,,32.0,
410448,,,,,17.0,22.0,18.0,19.0,20.0,,,23.0,
410451,15.0,14.0,16.0,12.0,16.0,21.0,,,,,,,
410454,9.0,11.0,14.0,13.0,16.0,21.0,,,,,,,
410460,,,,,,,26.0,26.0,28.0,,,31.0,
410461,11.0,14.0,12.0,10.0,29.0,19.0,,,,,,,
410462,13.0,16.0,12.0,14.0,26.0,27.0,,,,,,,
410463,,,,,,,28.0,21.0,24.0,,,28.0,
410466,15.0,14.0,17.0,15.0,18.0,21.0,,,,,,,
410469,16.0,20.0,18.0,16.0,26.0,12.0,,,,,,,
410472,17.0,17.0,17.0,14.0,21.0,25.0,,,,,,,
410478,17.0,12.0,10.0,14.0,22.0,27.0,,,,,,,
410481,10.0,13.0,12.0,11.0,17.0,17.0,,,,,,,
410483,,,,,,,,,,11.0,11.0,7.0,10.0
410484,,,,,,,,,,21.0,23.0,19.0,24.0
410486,18.0,19.0,18.0,24.0,29.0,21.0,,,,,,,
410487,,,,,,,25.0,20.0,29.0,,,28.0,
410488,,,,,,,27.0,27.0,28.0,,,29.0,
410489,,,,,,,,,,28.0,29.0,28.0,28.0
410490,,,,,,,,,,27.0,27.0,23.0,28.0
410491,15.0,18.0,17.0,20.0,28.0,25.0,,,,,,,
410493,,,,,,,28.0,25.0,25.0,,,29.0,
410496,13.0,15.0,17.0,15.0,20.0,25.0,,,,,,,
410499,15.0,18.0,14.0,17.0,14.0,27.0,,,,,,,
410502,16.0,15.0,14.0,19.0,17.0,16.0,,,,,,,
410505,18.0,15.0,14.0,16.0,29.0,24.0,,,,,,,
410508,,,,,,,,,,23.0,20.0,17.0,25.0
410511,15.0,13.0,11.0,13.0,23.0,16.0,,,,,,,
410514,19.0,9.0,11.0,12.0,21.0,15.0,,,,,,,
410517,,9.0,10.0,9.0,27.0,15.0,,,,,,,
410522,14.0,14.0,19.0,10.0,19.0,25.0,,,,,,,
410523,14.0,14.0,17.0,11.0,24.0,18.0,,,,,,,
410529,,,,,,,,,,22.0,18.0,17.0,23.0
410530,19.0,15.0,16.0,13.0,17.0,12.0,,,,,,,
410532,18.0,14.0,14.0,13.0,24.0,20.0,,,,,,,
410533,,,,,,,,,,,,5.0,
410535,20.0,13.0,14.0,10.0,26.0,24.0,,,,,,,
410538,21.0,20.0,20.0,18.0,22.0,25.0,,,,,,,
410541,18.0,11.0,18.0,14.0,27.0,21.0,,,,,,,
410542,19.0,18.0,17.0,16.0,20.0,17.0,,,,,,,
410544,,,,,,,,,,23.0,17.0,16.0,19.0
410545,,,,,,,,,,14.0,19.0,11.0,17.0
410547,,,,,,,,,,23.0,24.0,17.0,23.0
410550,,,,,,,23.0,27.0,26.0,,,25.0,
410553,13.0,16.0,17.0,23.0,14.0,27.0,,,,,,,
410556,,,,,,,,,,25.0,18.0,13.0,19.0
410559,19.0,18.0,17.0,18.0,25.0,24.0,,,,,,,
410562,,,,,,,,,,21.0,19.0,13.0,24.0
410565,,,,,,,27.0,26.0,27.0,,,31.0,
410568,18.0,14.0,14.0,15.0,13.0,14.0,,,,,,,
410569,,,,,,,,,,17.0,23.0,,17.0
410571,17.0,13.0,14.0,12.0,30.0,27.0,,,,,,,
410574,16.0,21.0,14.0,12.0,18.0,20.0,,,,,,,
410577,18.0,16.0,13.0,16.0,21.0,21.0,,,,,,,
410578,9.0,15.0,14.0,11.0,25.0,21.0,,,,,,,
410579,,,,,,,,,,19.0,18.0,12.0,21.0
410580,19.0,15.0,16.0,12.0,16.0,24.0,,,,,,,
410583,14.0,12.0,12.0,12.0,21.0,16.0,,,,,,,
410586,10.0,13.0,15.0,13.0,23.0,23.0,,,,,,,
410589,,,,,,,,,,17.0,19.0,19.0,19.0
410592,,,,,,,21.0,22.0,21.0,,,14.0,
410595,,,,,,,,,,22.0,24.0,24.0,31.0
410598,,,,,15.0,20.0,,,,,,,
41B000,,,,,,,,,,,,28.0,
41D000,,,,,,,,,,,,25.0,
41F000,,,,,,,,,,14.0,14.0,21.0,15.0
41G000,,,,,,,,,,17.0,20.0,23.0,18.0
41H000,,,,,,,,,,15.0,14.0,14.0,9.0
41J000,,,,,,,,,,,,28.0,
41K000,,,,,,,,,,16.0,19.0,20.0,24.0
420304,14.0,19.0,16.0,13.0,13.0,15.0,,,,,,,
420316,,,,,20.0,13.0,,,,,,,
420324,,,,,,,16.0,17.0,16.0,,,17.0,
420328,,,,,20.0,14.0,,,,,,,
420336,14.0,18.0,15.0,18.0,14.0,23.0,,,,,,,
420340,15.0,17.0,20.0,22.0,23.0,17.0,,,,,,,
420346,,,,,,,,,,11.0,14.0,10.0,15.0
420348,18.0,17.0,16.0,25.0,11.0,18.0,,,,,,,
420358,,,,,,,,,,12.0,19.0,15.0,19.0
420376,,,,,,,16.0,15.0,15.0,,,13.0,
421304,13.0,16.0,16.0,15.0,23.0,23.0,,,,,,,
421306,,,,,,,27.0,27.0,26.0,,,21.0,
421316,,,,,,,,,,23.0,18.0,23.0,26.0
421328,16.0,18.0,15.0,19.0,23.0,25.0,,,,,,,
421336,,,,,,,,,,18.0,18.0,27.0,9.0
422310,,,,,,,,,,13.0,16.0,7.0,17.0
422314,,,,,17.0,,,,,,,,
422315,,,,,,,,,,20.0,16.0,14.0,11.0
422318,,,,,,12.0,17.0,23.0,16.0,,,17.0,
42A000,,,,,,,,,,,,13.0,
430304,17.0,16.0,18.0,,,,,,,,,,
430308,,,,16.0,15.0,16.0,,,,,,,
430312,16.0,14.0,15.0,16.0,18.0,16.0,,,,,,,
430316,14.0,12.0,12.0,14.0,19.0,22.0,,,,,,,
430320,19.0,16.0,12.0,22.0,25.0,24.0,,,,,,,
430328,19.0,13.0,14.0,13.0,15.0,14.0,,,,,,,
430330,,,,,,,23.0,24.0,23.0,,,19.0,
430332,,,,,,,11.0,20.0,24.0,,,29.0,
430336,,,,16.0,18.0,26.0,,,,,,,
430340,15.0,13.0,15.0,,,,,,,,,,
430341,,,,,,,,,,14.0,15.0,23.0,21.0
430344,12.0,10.0,17.0,11.0,,,,,,,,,
430345,,,,,,,6.0,11.0,19.0,18.0,9.0,18.0,16.0
430346,,,,,,,,,,22.0,22.0,19.0,24.0
430347,,,,,,,21.0,20.0,21.0,,,30.0,
430348,22.0,14.0,14.0,12.0,16.0,11.0,,,,,,,
430349,14.0,14.0,13.0,18.0,20.0,20.0,,,,,,,
430351,,,,,,,25.0,19.0,22.0,,,23.0,
430352,16.0,19.0,17.0,16.0,29.0,24.0,,,,,,,
430358,17.0,10.0,10.0,10.0,14.0,20.0,,,,,,,
430368,15.0,15.0,16.0,,,,,,,,,,
430369,20.0,17.0,18.0,14.0,16.0,21.0,,,,,,,
430370,,,,,,,26.0,19.0,23.0,,,26.0,
430371,,,,,,,,,,20.0,19.0,17.0,22.0
430376,,,,13.0,21.0,17.0,,,,,,,
430378,,,,,,,,,,23.0,20.0,17.0,20.0
430380,,,,,20.0,13.0,,,,,,,
430384,,,,,,,,,,22.0,21.0,17.0,25.0
430386,,,,,,,27.0,27.0,26.0,,,27.0,
440314,22.0,22.0,21.0,22.0,19.0,22.0,,,,,,,
440318,,,,,,,24.0,16.0,17.0,,,22.0,
440320,21.0,,,,,,,,,,,36.0,
440326,,,,,,,,,,11.0,16.0,7.0,10.0
440328,15.0,15.0,10.0,20.0,18.0,16.0,,,,,,,
440332,19.0,18.0,19.0,15.0,19.0,17.0,,,,,,,
440346,,,,,,,,,,10.0,13.0,9.0,11.0
440348,18.0,18.0,19.0,15.0,,,,,,,,,
440349,19.0,18.0,18.0,20.0,,,,,,,,,
440350,18.0,20.0,22.0,18.0,25.0,25.0,,,,,,,
440364,17.0,16.0,18.0,15.0,22.0,21.0,,,,,,,
440368,16.0,17.0,14.0,19.0,,,,,,,,,
440378,,,,,,,,,,16.0,14.0,15.0,19.0
440390,,,,,,,,,,17.0,19.0,19.0,20.0
440396,18.0,,,,,,22.0,20.0,19.0,,,22.0,
44A000,,,,,,,,,,,,14.0,
450301,,,,,,,19.0,20.0,22.0,,,27.0,
450302,17.0,19.0,17.0,17.0,21.0,18.0,,,,,,,
450306,19.0,19.0,16.0,16.0,16.0,21.0,,,,,,,
450307,18.0,18.0,18.0,19.0,21.0,27.0,,,,,,,
450308,20.0,22.0,18.0,15.0,19.0,25.0,,,,,,,
450316,,,,,,,,,,21.0,21.0,22.0,20.0
450322,15.0,13.0,15.0,15.0,19.0,22.0,,,,,,,
450324,15.0,17.0,18.0,18.0,13.0,20.0,,,,,,,
450328,,,,,,,21.0,21.0,21.0,,,19.0,
450332,15.0,15.0,16.0,14.0,13.0,25.0,,,,,,,
450333,14.0,14.0,20.0,14.0,21.0,22.0,,,,,,,
450334,,,,,,,,,,29.0,26.0,23.0,22.0
450335,,,,,,,19.0,21.0,18.0,,,23.0,
450336,18.0,15.0,18.0,15.0,21.0,15.0,,,,,,,
450339,14.0,17.0,17.0,14.0,20.0,23.0,,,,,,,
450340,16.0,16.0,14.0,14.0,23.0,20.0,,,,,,,
450341,,,,,,,,,,16.0,15.0,16.0,20.0
450342,,,,,,,25.0,26.0,25.0,,,31.0,
450343,,,,,,,,,,13.0,10.0,12.0,10.0
450344,16.0,19.0,18.0,13.0,16.0,22.0,,,,,,,
450346,15.0,19.0,18.0,20.0,19.0,24.0,,,,,,,
450352,,,,,,,,,,20.0,22.0,19.0,22.0
450354,,,,,,,,,,14.0,22.0,14.0,18.0
45A000,,,,,,,,,,,,7.0,
460308,,,,,20.0,19.0,,,,,,,
460312,13.0,10.0,14.0,12.0,,,,,,,,,
460318,,,,,,,23.0,26.0,26.0,,,28.0,
460320,,,,,,,,,,16.0,18.0,16.0,22.0
460322,,,,,,,,,,21.0,23.0,28.0,18.0
460332,19.0,8.0,17.0,16.0,21.0,16.0,,,,,,,
460340,,,,,,,,,,11.0,22.0,10.0,5.0
470310,17.0,36.0,19.0,17.0,16.0,16.0,,,,,,,
470312,,,,,,,,,,17.0,22.0,16.0,21.0
470316,14.0,10.0,16.0,11.0,8.0,11.0,,,,,,,
470320,,,,,,,16.0,21.0,21.0,,,22.0,
470328,16.0,12.0,14.0,11.0,16.0,15.0,,,,,,,
470330,16.0,17.0,12.0,19.0,15.0,7.0,,,,,,,
470332,,,,,,,20.0,23.0,20.0,,,26.0,
470336,23.0,19.0,20.0,15.0,17.0,15.0,,,,,,,
470340,17.0,18.0,15.0,21.0,22.0,20.0,,,,,,,
470342,,,,,,,,9.0,11.0,6.0,9.0,14.0,10.0
470346,15.0,14.0,14.0,13.0,19.0,14.0,,,,,,,
470441,19.0,14.0,17.0,13.0,20.0,14.0,,,,,,,
470442,,,,,,,24.0,28.0,26.0,,,24.0,
470443,,,,,,,,,,16.0,14.0,24.0,15.0
480306,21.0,19.0,13.0,18.0,17.0,14.0,,,,,,,
480316,10.0,8.0,7.0,13.0,17.0,12.0,9.0,14.0,10.0,9.0,10.0,,5.0
480318,,,,,,,16.0,13.0,14.0,10.0,17.0,11.0,9.0
490307,,,,,,,,,,11.0,19.0,17.0,16.0
490308,,,,,,8.0,25.0,28.0,24.0,,,29.0,
490310,,,7.0,6.0,,,,,,10.0,8.0,6.0,6.0
490312,19.0,12.0,18.0,15.0,20.0,15.0,,,,,,,
490316,19.0,22.0,17.0,22.0,20.0,26.0,,,,,,,
490318,22.0,22.0,19.0,17.0,27.0,23.0,,,,,,,
490319,15.0,16.0,15.0,18.0,18.0,19.0,,,,,,,
490320,,,,,,,,,,13.0,19.0,13.0,14.0
490324,17.0,20.0,18.0,22.0,23.0,22.0,,,,,,,
490326,15.0,24.0,23.0,23.0,16.0,19.0,,,,,,,
490327,,,,,,,19.0,21.0,22.0,,,21.0,
490332,16.0,16.0,20.0,19.0,19.0,14.0,,,,,,,
490335,,,,,,,,,,28.0,31.0,30.0,25.0
490336,16.0,25.0,19.0,19.0,23.0,28.0,,,,,,,
490337,21.0,20.0,17.0,21.0,22.0,25.0,,,,,,,
490338,,,,,,,27.0,27.0,27.0,,,25.0,
490344,,,,,,,25.0,24.0,25.0,,,26.0,
490345,,,,,19.0,21.0,,,,,,,
490346,,,,,,,,,,20.0,20.0,21.0,27.0
490347,,,,,,,19.0,22.0,21.0,,,23.0,
490348,17.0,19.0,19.0,20.0,15.0,17.0,,,,,,,
490349,,,,,,,22.0,25.0,21.0,,,25.0,
490350,,,,,,,,9.0,,8.0,7.0,6.0,9.0
490352,,,,,,,16.0,18.0,17.0,,,16.0,
490354,,,,,,,,,,21.0,26.0,20.0,21.0
490355,,,,,,,,,,17.0,23.0,21.0,17.0
490356,15.0,19.0,19.0,17.0,14.0,10.0,,,,,,,
490360,16.0,21.0,17.0,20.0,20.0,24.0,,,,,,,
490362,,,,,,,,,,24.0,19.0,17.0,21.0
490363,19.0,18.0,19.0,18.0,13.0,23.0,,,,,,,
490364,19.0,18.0,21.0,22.0,21.0,22.0,,,,,,,
490366,,,,,,,20.0,17.0,21.0,,,22.0,
490368,15.0,22.0,17.0,14.0,16.0,19.0,,,,,,,
490380,,,,,,,,,,19.0,15.0,15.0,19.0
490384,,,,,,,20.0,19.0,17.0,,,21.0,
490390,17.0,20.0,16.0,21.0,23.0,24.0,,,,,,,
491303,,,,,25.0,21.0,22.0,,,,,,
491306,,,,,21.0,17.0,23.0,,,,,,
491308,,,,,,,,27.0,28.0,,,35.0,
491312,,,,,,,,,,22.0,23.0,21.0,22.0
491316,17.0,16.0,19.0,16.0,,,,,,,,,
491318,13.0,16.0,14.0,15.0,,,,,,,,,
491320,16.0,15.0,15.0,16.0,,,,,,,,,
49B000,,,,,,,,,,,,17.0,
49E000,,,,,,,,,,20.0,16.0,20.0,14.0
49F000,,,,,,,,,,16.0,12.0,17.0,15.0
500302,,,,,,,,14.0,17.0,12.0,9.0,19.0,20.0
500304,16.0,15.0,18.0,16.0,21.0,24.0,20.0,22.0,20.0,,,25.0,
500314,19.0,17.0,20.0,18.0,23.0,24.0,26.0,20.0,22.0,,,25.0,
500316,8.0,11.0,12.0,19.0,14.0,23.0,31.0,,,,,,
500323,,,,,,,,,,11.0,15.0,18.0,15.0
500324,,,,,,,,,11.0,8.0,13.0,15.0,
500332,15.0,18.0,15.0,23.0,26.0,25.0,18.0,13.0,14.0,,,8.0,
500337,16.0,18.0,14.0,17.0,15.0,11.0,11.0,16.0,17.0,,,10.0,
500340,,,,,,,,,,20.0,21.0,20.0,21.0
50A000,,,,,,,,,,,,10.0,
50Z000,,,,,,,,,,,,8.0,
510308,,,,,21.0,,,,,,,,
510310,,,,,,21.0,18.0,22.0,16.0,,,28.0,
510324,,,,,,,,,,25.0,25.0,22.0,27.0
510325,,,,,,,,,,23.0,23.0,13.0,20.0
510326,11.0,18.0,15.0,17.0,19.0,26.0,,,,,,,
510327,,,,,,,,,,26.0,25.0,20.0,24.0
510328,17.0,17.0,20.0,19.0,22.0,24.0,,,,,,,
510329,,,,,,,19.0,24.0,21.0,,,23.0,
510330,,,,,18.0,22.0,,,,,,,
510332,18.0,17.0,18.0,15.0,21.0,29.0,,,,,,,
510333,,,,,,,,,,24.0,23.0,25.0,29.0
510334,13.0,10.0,15.0,17.0,18.0,21.0,,,,,,,
510336,19.0,15.0,16.0,18.0,26.0,26.0,,,,,,,
510340,13.0,16.0,14.0,12.0,21.0,23.0,,,,,,,
510342,,,,,,,22.0,18.0,20.0,,,19.0,
510343,19.0,14.0,15.0,12.0,21.0,20.0,,,,,,,
510344,,,,,,,25.0,22.0,25.0,,,29.0,
510356,14.0,17.0,12.0,15.0,24.0,24.0,,,,,,,
510358,19.0,17.0,16.0,18.0,24.0,20.0,,,,,,,
510359,,,,,,,24.0,22.0,28.0,,,32.0,
510360,14.0,12.0,10.0,12.0,21.0,18.0,24.0,23.0,16.0,,,29.0,
510364,,,,,,,25.0,25.0,27.0,,,35.0,
510367,,,,,,,,,,15.0,17.0,10.0,18.0
510368,,,,,,,,,,22.0,22.0,17.0,20.0
510372,15.0,14.0,19.0,21.0,18.0,20.0,,,,,,,
510373,20.0,13.0,16.0,14.0,19.0,24.0,,,,,,,
510374,12.0,15.0,12.0,15.0,23.0,26.0,,,,,,,
510376,,,,,,,28.0,28.0,24.0,23.0,21.0,23.0,20.0
510377,16.0,20.0,18.0,18.0,24.0,27.0,,,,,,,
510378,13.0,17.0,19.0,17.0,24.0,24.0,,,,,,,
510379,,,,,,,19.0,21.0,23.0,,,28.0,
510382,,,,,,,25.0,24.0,,,,,
510388,13.0,11.0,13.0,13.0,13.0,,,,,,,,
510390,,,,,,23.0,23.0,19.0,25.0,,,28.0,
510396,,,,,18.0,14.0,,,,,,,
510397,,,,,,,21.0,17.0,19.0,,,24.0,
510399,,,,,,,,,,18.0,19.0,22.0,25.0
510402,,,,,,,,,,12.0,12.0,17.0,12.0
510404,14.0,16.0,14.0,14.0,18.0,11.0,,,,,,,
510406,,,,,,,,,,22.0,20.0,14.0,22.0
510408,14.0,14.0,13.0,16.0,20.0,22.0,,,,,,,
510410,20.0,20.0,16.0,18.0,26.0,24.0,,,,,,,
510411,,,,,,,23.0,25.0,21.0,,,24.0,
510412,,,,,,,21.0,22.0,22.0,,,30.0,
510414,16.0,15.0,15.0,25.0,22.0,25.0,,,,,,,
51A000,,,,,,,,,,17.0,21.0,20.0,16.0
520304,,,,,21.0,20.0,19.0,,,,,,
520308,,,,,25.0,16.0,27.0,,,,,,
520320,,,,,,,,,,14.0,16.0,17.0,18.0
520324,,,,,,,,15.0,20.0,,,19.0,
520328,,,,,21.0,17.0,19.0,,,,,,
520336,7.0,14.0,12.0,12.0,14.0,18.0,13.0,,,,,,
530302,16.0,12.0,12.0,12.0,15.0,22.0,,,,,,,
530306,,,,,,,,9.0,7.0,9.0,9.0,8.0,5.0
530308,9.0,17.0,11.0,21.0,19.0,22.0,,,,,,,
530312,16.0,13.0,13.0,15.0,13.0,20.0,,,,,,,
530314,,,,,,,26.0,21.0,20.0,,,29.0,
530320,10.0,8.0,7.0,10.0,18.0,19.0,,,,,,,
530335,,,,,,,,,,25.0,27.0,20.0,19.0
530336,,,,,,,,,,16.0,17.0,20.0,27.0
530340,15.0,16.0,14.0,10.0,17.0,23.0,,,,,,,
530341,,,,,,,26.0,23.0,24.0,,,24.0,
530343,,,,,,,,,,19.0,20.0,18.0,20.0
530346,10.0,14.0,13.0,15.0,16.0,16.0,,,,,,,
530354,16.0,12.0,13.0,17.0,22.0,24.0,,,,,,,
530356,,,,,,,14.0,15.0,22.0,,,19.0,
540304,12.0,14.0,16.0,12.0,20.0,22.0,,,,,,,
540308,20.0,12.0,13.0,13.0,19.0,22.0,25.0,23.0,22.0,,,24.0,
540312,,,,,,,22.0,23.0,21.0,,,31.0,
540315,,,,,,,,,,14.0,15.0,16.0,17.0
540316,18.0,14.0,13.0,11.0,20.0,20.0,,,,,,,
540317,,,,,,,,,,10.0,15.0,9.0,13.0
540318,,,,,,,,,,9.0,8.0,5.0,5.0
540320,19.0,17.0,18.0,15.0,21.0,20.0,,,,,,,
540324,,,,,,,,,,20.0,21.0,20.0,25.0
540325,21.0,15.0,15.0,17.0,15.0,26.0,,,,,,,
540326,20.0,15.0,13.0,15.0,18.0,20.0,,,,,,,
540328,14.0,17.0,14.0,13.0,18.0,18.0,,,,,,,
540330,,,,,,,21.0,29.0,19.0,,,,
540336,,,,,,,,,,16.0,19.0,16.0,23.0
540338,19.0,14.0,18.0,27.0,19.0,18.0,,,,,,,
540340,21.0,15.0,15.0,14.0,24.0,20.0,,,,,,,
540344,,,,,,,25.0,25.0,25.0,,,29.0,
550308,,,,,,,,,5.0,,,5.0,
550312,17.0,18.0,17.0,17.0,16.0,21.0,,,,,,,
550314,17.0,18.0,20.0,17.0,27.0,25.0,,,,,,,
550316,17.0,17.0,15.0,19.0,29.0,22.0,,,,,,,
550320,,,,,,,,,,20.0,20.0,19.0,22.0
550322,,,,,,,26.0,26.0,23.0,,,27.0,
550328,15.0,17.0,17.0,17.0,22.0,21.0,,,,,,,
550332,,,,,,,,,,20.0,15.0,16.0,23.0
550334,,,,,,,20.0,20.0,19.0,,,22.0,
550336,14.0,12.0,17.0,20.0,20.0,21.0,,,,,,,
550340,15.0,15.0,11.0,17.0,21.0,23.0,,,,,,,
550342,19.0,17.0,19.0,20.0,17.0,20.0,,,,,,,
550344,,,,,,,,,,21.0,26.0,29.0,31.0
550348,16.0,16.0,16.0,,,,,,,,,,
550349,,,,15.0,24.0,23.0,,,,,,,
550350,,,,,,,21.0,26.0,24.0,,,26.0,
550356,18.0,19.0,19.0,20.0,27.0,27.0,,,,,,,
550360,18.0,13.0,16.0,17.0,22.0,20.0,,,,,,,
550362,18.0,20.0,18.0,22.0,25.0,26.0,,,,,,,
550364,12.0,17.0,19.0,13.0,20.0,21.0,,,,,,,
550368,,,,,,,,,,18.0,18.0,22.0,23.0
550372,,,,,,,23.0,17.0,24.0,,,20.0,
55A000,,,,,,,,,,19.0,24.0,24.0,14.0
560304,,,,,25.0,,,,,,,,
560316,,,,,19.0,,,,,,,,
560320,,,,,,,,,,18.0,21.0,17.0,17.0
560324,,,,,13.0,16.0,17.0,7.0,5.0,13.0,16.0,19.0,9.0
560328,,,,,23.0,,,,,,,,
560329,,,,,,,,,,12.0,10.0,11.0,17.0
560330,,,,,,,,20.0,18.0,,,23.0,
560331,,,,,,21.0,23.0,,,,,,
560332,,,,,,10.0,5.0,6.0,,6.0,6.0,8.0,5.0
560338,,,,,19.0,,,,,,,,
560350,,,,,,,,7.0,,11.0,12.0,9.0,
570306,19.0,19.0,19.0,16.0,17.0,21.0,,,,,,,
570312,18.0,21.0,21.0,12.0,22.0,25.0,,,,,,,
570317,,,,,,,,,,17.0,19.0,18.0,19.0
570318,,,,,,,,,,14.0,14.0,12.0,17.0
570319,,,,,,,19.0,20.0,20.0,,,25.0,
570320,19.0,15.0,22.0,18.0,20.0,18.0,,,,,,,
580308,50.0,20.0,26.0,,,,,,,,,,
580312,,,,16.0,19.0,16.0,,,,,,,
580316,21.0,16.0,17.0,16.0,18.0,22.0,,,,,,,
580324,14.0,15.0,16.0,18.0,16.0,23.0,,,,,,,
580344,,,,,,,16.0,18.0,12.0,16.0,17.0,15.0,18.0
580356,17.0,14.0,16.0,20.0,20.0,21.0,,,,,,,
580368,,,,,,,,,,16.0,18.0,15.0,18.0
580372,,,,,,,23.0,24.0,14.0,,,20.0,
58B000,,,,,,,,,,10.0,9.0,18.0,14.0
590306,22.0,14.0,17.0,15.0,16.0,17.0,,,,,,,
590310,,,,,,,19.0,21.0,17.0,,,20.0,
590316,15.0,15.0,16.0,21.0,24.0,21.0,,,,,,,
590320,19.0,18.0,15.0,16.0,22.0,22.0,,,,,,,
590326,,,,,,,,,,6.0,6.0,10.0,7.0
590328,,,,,,,,,,19.0,16.0,16.0,17.0
