agency_code,act_per1000_all_inc2,act_per1000_am7_inc2,act_per1000_as7_inc2,act_per1000_bl7_inc2,act_per1000_eds_inc2,act_per1000_els_inc2,act_per1000_fem_inc2,act_per1000_hi7_inc2,act_per1000_male_inc2,act_per1000_mu7_inc2,act_per1000_pi7_inc2,act_per1000_swd_inc2,act_per1000_wh7_inc2,arr_per1000_all_inc2,arr_per1000_am7_inc2,arr_per1000_as7_inc2,arr_per1000_bl7_inc2,arr_per1000_eds_inc2,arr_per1000_els_inc2,arr_per1000_fem_inc2,arr_per1000_hi7_inc2,arr_per1000_male_inc2,arr_per1000_mu7_inc2,arr_per1000_pi7_inc2,arr_per1000_swd_inc2,arr_per1000_wh7_inc2,bha_per1000_all_inc2,bha_per1000_am7_inc2,bha_per1000_as7_inc2,bha_per1000_bl7_inc2,bha_per1000_eds_inc2,bha_per1000_els_inc2,bha_per1000_fem_inc2,bha_per1000_hi7_inc2,bha_per1000_male_inc2,bha_per1000_mu7_inc2,bha_per1000_pi7_inc2,bha_per1000_swd_inc2,bha_per1000_wh7_inc2,exp_per1000_all_inc2,exp_per1000_am7_inc2,exp_per1000_as7_inc2,exp_per1000_bl7_inc2,exp_per1000_eds_inc2,exp_per1000_els_inc2,exp_per1000_fem_inc2,exp_per1000_hi7_inc2,exp_per1000_male_inc2,exp_per1000_mu7_inc2,exp_per1000_pi7_inc2,exp_per1000_swd_inc2,exp_per1000_wh7_inc2,iss_per1000_all_inc2,iss_per1000_am7_inc2,iss_per1000_as7_inc2,iss_per1000_bl7_inc2,iss_per1000_eds_inc2,iss_per1000_els_inc2,iss_per1000_fem_inc2,iss_per1000_hi7_inc2,iss_per1000_male_inc2,iss_per1000_mu7_inc2,iss_per1000_pi7_inc2,iss_per1000_swd_inc2,iss_per1000_wh7_inc2,lts_per1000_all_inc2,lts_per1000_am7_inc2,lts_per1000_as7_inc2,lts_per1000_bl7_inc2,lts_per1000_eds_inc2,lts_per1000_els_inc2,lts_per1000_fem_inc2,lts_per1000_hi7_inc2,lts_per1000_male_inc2,lts_per1000_mu7_inc2,lts_per1000_pi7_inc2,lts_per1000_swd_inc2,lts_per1000_wh7_inc2,rpt_per1000_all_inc2,rpt_per1000_am7_inc2,rpt_per1000_as7_inc2,rpt_per1000_bl7_inc2,rpt_per1000_eds_inc2,rpt_per1000_els_inc2,rpt_per1000_fem_inc2,rpt_per1000_hi7_inc2,rpt_per1000_male_inc2,rpt_per1000_mu7_inc2,rpt_per1000_pi7_inc2,rpt_per1000_swd_inc2,rpt_per1000_wh7_inc2,sts_per1000_all_inc2,sts_per1000_am7_inc2,sts_per1000_as7_inc2,sts_per1000_bl7_inc2,sts_per1000_eds_inc2,sts_per1000_els_inc2,sts_per1000_fem_inc2,sts_per1000_hi7_inc2,sts_per1000_male_inc2,sts_per1000_mu7_inc2,sts_per1000_pi7_inc2,sts_per1000_swd_inc2,sts_per1000_wh7_inc2
900347,4.4709,,,25.0,0.0,0.0,3.1546,0.0,5.7471,0.0,,0.0,2.1277,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.49,,,0.0,7.298999999999999,0.0,0.0,0.0,2.874,37.037,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.923,,,75.0,0.0,0.0,0.0,0.0,22.989,37.037,,0.0,2.128,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.471,,,25.0,0.0,0.0,3.155,0.0,5.747000000000001,0.0,,0.0,2.128,25.335,,,150.0,21.898000000000003,0.0,9.464,0.0,40.23,74.074,,0.0,6.382999999999999
900348,11.2528,,0.0,0.0,25.641,34.4828,4.6729,20.4082,16.7131,0.0,,21.4286,10.7431,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.252,,0.0,36.364,18.315,0.0,4.673,0.0,11.142,55.556,,50.0,7.162000000000001,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,122.281,,0.0,454.545,230.769,0.0,35.826,170.06799999999996,194.986,166.667,,378.571,98.478,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,162.791,,117.647,381.818,329.67,137.931,66.97800000000001,149.66,242.34,111.111,,535.714,152.19299999999996
900350,6.8493,,0.0,0.0,21.2014,40.0,5.9406,21.2766,7.7821,0.0,,26.5487,5.0569,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.699000000000002,,0.0,0.0,14.134,0.0,1.98,7.0920000000000005,25.292,0.0,,26.549,16.435,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,214.286,,200.0,384.615,448.763,160.0,59.40600000000001,304.965,367.704,416.667,,548.673,182.048,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,196.673,,300.0,307.692,374.55800000000005,200.0,89.109,262.411,303.502,416.667,,469.027,170.67
900351,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.859,,,26.49,3.344,0.0,0.0,0.0,14.815,0.0,,46.512,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.788,,,26.49,16.722,0.0,0.0,6.061,22.222,0.0,,23.256,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,70.727,,,185.43,93.645,4.274,42.146,3.03,92.593,153.846,,232.558,135.135
900352,2.3095,,,0.0,5.4054,0.0,0.0,0.0,4.5249,0.0,,0.0,2.8571,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16.166,,,0.0,21.622,0.0,0.0,18.182,31.674,133.333,,39.216,11.429,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,46.18899999999999,,,0.0,75.676,0.0,22.936,18.182,67.873,133.333,,39.216,48.57100000000001,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.619,,,0.0,5.405,0.0,0.0,0.0,9.05,0.0,,0.0,5.714,27.714,,,0.0,48.649,33.333,13.761,18.182,40.724,133.333,,58.824,25.714
900353,4.4444,,0.0,78.9474,75.0,0.0,,0.0,8.6455,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,10.37,,0.0,52.632,75.0,0.0,,0.0,20.173,0.0,,13.699000000000002,12.407,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,7.407,,0.0,131.579,125.0,0.0,,0.0,14.409,0.0,,0.0,0.0,41.481,,0.0,342.105,475.0,0.0,,0.0,80.692,0.0,,0.0,37.221
900354,1.8904,,,0.0,2.7778,0.0,3.5714,3.5336,0.0,0.0,,11.7647,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,18.904,,,21.277,13.889,12.579,14.286,10.601,22.388,0.0,,0.0,32.967,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.781,,,0.0,2.778,0.0,3.571,3.534,3.731,0.0,,11.765,5.495,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.89,,,0.0,2.778,0.0,3.571,3.534,0.0,0.0,,11.765,0.0,3.781,,,0.0,5.556,0.0,0.0,0.0,7.462999999999999,76.923,,23.529,0.0
900356,1.8083,,,13.5135,3.7037,0.0,0.0,0.0,3.5088,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.425,,,0.0,7.407,0.0,3.802,8.621,7.018,31.25,,12.345999999999998,3.145,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.808,,,13.514,3.704,0.0,0.0,0.0,3.509,0.0,,0.0,0.0,52.441,,,108.108,51.852,0.0,7.605,8.621,94.737,93.75,,74.074,53.459
900358,1.6,,0.0,0.0,0.0,0.0,0.0,0.0,3.3333,0.0,,0.0,2.451,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.8,,0.0,0.0,14.493,0.0,0.0,0.0,10.0,0.0,,0.0,7.353,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,22.4,,0.0,0.0,65.217,0.0,9.346,13.158,36.667,111.111,,18.182,19.608,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.6,,0.0,0.0,0.0,0.0,0.0,0.0,3.333,0.0,,0.0,2.451,11.2,,0.0,0.0,14.493,0.0,3.115,0.0,20.0,22.222,,0.0,14.706
900360,15.2039,,0.0,14.7059,7.7519,0.0,8.7977,16.9492,19.8265,17.2414,,5.7143,14.574000000000002,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.968,,0.0,29.412,25.84,0.0,8.798,29.661,24.783,17.241,,22.857,11.211,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,130.615,,0.0,283.088,232.558,63.83,86.51,135.593,161.09,68.96600000000001,,320.0,84.081,1.3822,,0.0,3.6765,2.584,0.0,0.0,0.0,2.4783,17.2414,,5.7143,0.0,1.382,,0.0,0.0,0.0,0.0,0.0,0.0,2.478,0.0,,0.0,2.242,383.552,,0.0,613.971,547.804,170.213,234.604,487.288,489.467,465.517,,760.0,275.785
900362,4.898,,0.0,0.0,9.6386,20.4082,5.3476,13.8889,4.6083,0.0,,13.245,4.2796,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,40.0,,0.0,107.143,67.47,40.816,21.39,18.519,56.83600000000001,73.529,,39.735,27.104,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,160.0,,76.923,362.245,250.602,163.265,110.517,125.0,205.837,220.588,,271.523,114.123,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,146.939,,0.0,234.694,238.554,142.857,80.214,120.37,207.373,308.824,,251.656,124.108
900363,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.105,,47.619,17.699,10.417,0.0,6.431,8.772,11.594,0.0,,0.0,5.348,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,27.314,,0.0,53.097,67.708,48.387,3.215,0.0,49.275,0.0,,16.129,32.086,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,27.314,,0.0,53.097,46.875,32.258,6.431,17.544,46.377,29.412,,16.129,24.064
900364,12.8205,,,88.2353,8.8496,0.0,6.4935,0.0,16.3043,0.0,,93.75,4.8544,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.205,,,29.412,4.425,0.0,0.0,0.0,5.435,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,19.231,,,88.235,26.549,0.0,6.494,13.889,27.174,0.0,,31.25,9.709,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,19.231,,,117.647,13.274,0.0,6.494,0.0,27.174,0.0,,125.0,9.709,211.538,,,676.471,247.788,0.0,103.896,27.778,271.73900000000003,208.333,,1125.0,174.757
900365,95.2381,0.0,,95.2381,27.6243,34.4828,,,228.5714,,,70.4225,384.6154,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,416.667,0.0,,1238.095,138.122,0.0,,,685.7139999999998,,,140.845,538.462,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,892.857,0.0,,1666.667,353.591,241.379,,,1485.714,,,352.11300000000006,923.077,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,3142.857,0.0,,,1049.724,551.724,,,,,,1183.099,4923.077
900366,6.9444,,0.0,0.0,0.0,,0.0,9.7087,13.1579,0.0,,0.0,7.9745,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,17.361,,0.0,48.78,22.901,,19.277,19.417,15.351,40.0,,0.0,12.759,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,10.417,,0.0,0.0,7.633999999999999,,0.0,0.0,19.737,40.0,,0.0,12.759,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,52.083,,32.258,24.39,45.802,,21.687,38.835,78.947,40.0,,83.333,59.011
900367,13.8889,,0.0,62.5,39.2157,,21.2766,26.5487,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,22.222,,0.0,93.75,19.608,,21.277,17.699,21.898000000000003,,,,9.804,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,47.222,,0.0,125.0,68.627,,29.787,26.549,72.993,,,,39.216
900368,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.431,,,0.0,5.0760000000000005,0.0,0.0,0.0,2.639,,,0.0,1.686,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.292,,,90.909,10.152,0.0,0.0,0.0,7.916,,,15.625,3.373
900370,7.0671,,,10.0503,8.5714,4.8544,0.0,3.3113,12.8205,0.0,,0.0,27.027,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,116.608,,,236.181,145.714,43.68899999999999,7.843,36.424,205.128,421.05300000000005,,170.455,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,812.721,,,1502.513,911.429,349.515,325.49,387.417,1208.333,894.737,,1068.182,702.703,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.067,,,10.05,8.571,4.854,0.0,3.3110000000000004,12.821,0.0,,0.0,27.027,159.011,,,241.206,174.28599999999997,87.37899999999998,7.843,82.781,282.051,526.316,,261.36400000000003,189.189
900372,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,12.613,,,14.286,7.843,0.0,3.65,0.0,19.417,0.0,,19.608,14.888,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,54.054,,,28.571,54.902,0.0,7.298999999999999,63.492,90.615,250.0,,98.039,37.221,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,75.676,,,100.0,109.804,0.0,51.095,47.619,90.615,333.333,,107.843,49.628
900376,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.344,,0.0,0.0,,,0.0,0.0,2.525,0.0,,0.0,2.092,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.688,,0.0,0.0,,,0.0,0.0,5.051,0.0,,0.0,4.184,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.032,,0.0,24.39,,,0.0,0.0,7.576,0.0,,0.0,4.184
900377,6.5746,,9.0909,0.0,12.5,,4.0984,12.1951,8.7282,0.0,,34.8837,6.5898,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,5.26,,0.0,31.579,12.5,,0.0,24.39,9.975,0.0,,11.628,2.471,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,32.216,,0.0,31.579,150.0,,19.126,146.341,43.64100000000001,62.5,,139.535,26.359,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,9.204,,9.091,10.526,37.5,,4.098,24.39,13.716,0.0,,23.256,8.237,36.81800000000001,,18.182,52.632,175.0,,20.492,109.756,51.122,62.5,,162.791,31.301
900378,1.6013,,7.6923,0.0,0.0,,0.0,0.0,3.1008,0.0,,22.9885,1.0965,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,18.415,,0.0,52.632,146.667,,3.3280000000000003,69.767,32.558,108.108,,0.0,9.868,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,17.614,,0.0,78.947,40.0,,9.983,23.256,24.806,27.027,,22.989,14.254,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,57.646,,46.154,184.211,146.667,,9.983,34.884,102.326,108.108,,137.931,49.342
900380,2.0121,,,0.0,0.0,,0.0,0.0,3.8462,43.4783,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,8.048,,,0.0,43.478,,0.0,27.778,15.385,0.0,,0.0,8.721,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,4.024,,,0.0,14.493,,0.0,0.0,7.692,43.478,,0.0,2.907,40.241,,,31.746,72.464,,4.405,27.778,73.077,173.91299999999995,,55.556,37.791
900384,23.2108,,,57.6923,47.1204,0.0,0.0,0.0,43.0108,66.6667,,244.898,19.2837,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.671,,,0.0,15.707,0.0,0.0,0.0,17.921,33.333,,61.224,11.019,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.671,,,38.462,20.942,0.0,0.0,0.0,17.921,0.0,,40.816,8.264,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,29.014,,,76.923,57.592,0.0,4.167,0.0,50.179,100.0,,265.306,22.039,73.501,,,250.0,130.89,0.0,12.5,0.0,125.448,33.333,,408.163,66.116
900388,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.033,,,0.0,0.0,7.0920000000000005,0.0,4.831,3.968,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.065,,,0.0,0.0,7.0920000000000005,0.0,9.662,7.937,0.0,,0.0,0.0,42.683,,,68.182,45.139,7.0920000000000005,8.299,14.493,75.39699999999998,83.333,,82.19200000000002,47.059
900391,1.4717,,0.0,0.0,33.3333,0.0,0.0,0.0,3.0722,20.4082,,13.6986,1.0331,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,18.396,,9.009,66.667,0.0,0.0,1.42,37.037,36.866,0.0,,13.699000000000002,17.562,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,42.678,,22.523000000000003,133.333,166.667,83.333,22.727,37.037,64.516,20.408,,27.397,43.38800000000001,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.736,,0.0,0.0,0.0,0.0,0.0,0.0,1.536,0.0,,0.0,1.033,32.376999999999995,,22.523000000000003,183.333,300.0,0.0,5.682,18.519,61.444,81.633,,191.781,23.76
900393,0.5705,,0.0,0.0,0.0,,0.0,0.0,1.0965,0.0,,0.0,0.7305,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.423,,0.0,12.5,0.0,,0.0,14.085,6.579,0.0,,28.169,2.922,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,9.698,,5.495,50.0,130.435,,0.0,0.0,18.64,18.182,,28.169,8.035,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.57,,0.0,0.0,0.0,,0.0,0.0,1.096,0.0,,0.0,0.73,14.832,,0.0,75.0,0.0,,2.361,42.254,26.316,18.182,,28.169,11.687
90A000,3.1463,,0.0,0.0,5.291,0.0,0.0,4.2735,6.3898,0.0,,0.0,3.5162,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.195,,0.0,12.27,0.0,0.0,2.035,4.274,6.39,15.385,,5.348,2.813,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,194.022,,27.778,429.448,423.28,125.0,93.591,239.316,296.06,276.923,,336.898,158.22799999999995,0.5244,,0.0,0.0,0.0,0.0,0.0,0.0,1.065,0.0,,0.0,0.7032,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,47.719,,0.0,79.755,111.111,31.25,14.242,25.641,82.00200000000002,61.538,,155.08,47.82
90B000,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,6.289,,0.0,0.0,45.455,,0.0,27.778,11.029000000000002,,,58.824,5.917000000000002,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,6.289,,0.0,55.556,45.455,,8.264,27.778,3.676,,,19.608,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,90.147,,12.821,166.667,454.545,,20.661,111.111,139.70600000000002,,,372.549,94.675
90C000,2.1692,,,0.0,0.0,0.0,0.0,0.0,4.3573,0.0,,8.7719,4.3478,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.338,,,0.0,0.0,0.0,0.0,5.263,8.715,0.0,,8.772,6.522,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.254,,,4.717,3.69,0.0,4.158,0.0,2.1790000000000003,0.0,,17.544,4.348,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,63.99100000000001,,,75.472,77.491,21.277,16.632,31.579,111.111,36.364,,149.123,76.087
910304,2.3474,,,5.9524,3.5971,0.0,0.0,0.0,4.2373,0.0,,20.4082,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.695,,,5.952000000000001,0.0,11.364,8.811,7.353,0.0,0.0,,20.408,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,84.507,,,136.905,104.317,22.727,61.674,22.059,93.22,363.636,,469.388,41.379
910308,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,24.845,,,30.769,32.0,0.0,0.0,0.0,39.604,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,397.516,,,376.923,368.0,133.333,298.701,80.0,405.941,,,461.538,687.5
910311,2.1505,,,2.8011,2.6042,0.0,0.0,0.0,4.0486,0.0,,15.1515,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.258,,,39.216,28.646,19.231,20.661,16.667,40.486,0.0,,45.455,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,298.925,,,355.742,268.22900000000004,57.692,161.157,16.667,404.858,250.0,,469.697,157.895
910314,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,0.0,30.043000000000006,,,28.818,40.115,,,,49.822,,,45.455,37.037
910316,10.6888,,0.0,7.9618,12.4224,0.0,7.0588,17.2414,13.8249,40.0,,5.4645,12.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,23.753,,0.0,28.662,21.739,0.0,21.176,0.0,25.346,0.0,,16.393,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.95,,0.0,116.242,97.826,40.816,49.412,34.483000000000004,147.465,0.0,,71.038,100.0,2.3753,,0.0,3.1847,3.1056,0.0,0.0,0.0,4.6083,0.0,,10.929,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,800.475,,200.0,928.344,810.559,142.857,555.294,215.517,1009.217,520.0,,726.7760000000002,637.5
