agency_code,ni_effect3,eff_effect3,he_effect3,ni_pct_effect3,eff_pct_effect3,he_pct_effect3
39B000,6,8,4,0.3333333433,0.4444444478,0.2222222239
400308,9,35,11,0.1636363566,0.6363636254999999,0.200000003
400312,5,34,2,0.1219512224,0.8292682767,0.048780486
400315,0,2,6,0.0,0.25,0.75
400318,4,19,4,0.1481481493,0.7037037015000001,0.1481481493
400321,4,20,6,0.1333333403,0.6666666864999999,0.200000003
400332,4,20,11,0.1142857149,0.571428597,0.3142857254
410304,6,19,8,0.1818181872,0.5757575631,0.2424242496
410307,4,19,5,0.1428571492,0.678571403,0.1785714328
410310,3,20,9,0.09375,0.625,0.28125
410311,4,12,9,0.1599999964,0.4799999893,0.3600000143
410313,6,31,4,0.146341458,0.7560975552,0.097560972
410316,6,29,3,0.1578947306,0.7631579041,0.0789473653
410319,16,34,10,0.2666666806,0.5666666627,0.1666666716
410322,3,13,8,0.125,0.5416666864999999,0.3333333433
410325,5,16,5,0.1923076957,0.6153846383,0.1923076957
410326,0,8,0,0.0,1.0,0.0
410328,7,22,1,0.2333333343,0.7333333492,0.0333333351
410331,0,9,6,0.0,0.6000000238000001,0.400000006
410334,4,28,6,0.1052631587,0.7368420959,0.1578947306
410337,1,13,8,0.0454545468,0.5909090638000001,0.3636363745
410340,3,16,6,0.1199999973,0.6399999857,0.2399999946
410341,0,10,4,0.0,0.7142857313,0.2857142985
410343,4,24,10,0.1052631587,0.6315789223,0.2631579041
410346,3,22,13,0.0789473653,0.5789473653,0.3421052694
410349,14,24,1,0.3589743674,0.6153846383,0.025641026
410355,17,63,13,0.1827957034,0.6774193645000001,0.139784947
410358,13,43,20,0.17105263469999998,0.5657894611,0.2631579041
410361,1,13,4,0.055555556,0.7222222090000001,0.2222222239
410364,5,26,6,0.1351351291,0.7027027011,0.1621621549
410366,9,21,10,0.224999994,0.5249999761999999,0.25
410367,14,25,8,0.2978723347,0.5319148898,0.17021276059999998
410370,3,27,11,0.073170729,0.658536613,0.2682926953
410373,0,17,7,0.0,0.7083333135,0.2916666567
410376,7,12,3,0.3181818128,0.5454545617000001,0.1363636404
410379,0,5,15,0.0,0.25,0.75
410382,5,21,6,0.15625,0.65625,0.1875
410385,2,13,2,0.1176470593,0.7647058964,0.1176470593
410388,5,25,3,0.15151515599999998,0.7575757504,0.0909090936
410390,3,5,0,0.375,0.625,0.0
410391,5,32,6,0.1162790731,0.7441860437000001,0.1395348907
410394,9,36,43,0.1022727266,0.4090909064,0.4886363745
410395,3,0,6,0.3333333433,0.0,0.6666666864999999
410397,9,26,7,0.2142857164,0.6190476418,0.1666666716
410398,0,16,9,0.0,0.6399999857,0.3600000143
410399,1,6,4,0.0909090936,0.5454545617000001,0.3636363745
410400,3,22,12,0.0810810775,0.5945945978,0.3243243098
410401,1,3,10,0.0714285746,0.2142857164,0.7142857313
410402,9,33,6,0.1875,0.6875,0.125
410403,2,16,2,0.1000000015,0.8000000119,0.1000000015
410406,11,57,20,0.125,0.6477272511,0.227272734
410407,1,7,5,0.0769230798,0.5384615660000001,0.3846153915
410408,1,7,2,0.1000000015,0.6999999881,0.200000003
410409,1,36,7,0.0227272734,0.8181818128,0.1590909064
410412,6,17,13,0.1666666716,0.472222209,0.3611111045000001
410415,9,15,5,0.3103448153,0.5172413588,0.1724137962
410418,1,16,8,0.0399999991,0.6399999857,0.3199999928
410421,17,23,21,0.2786885202,0.3770491779,0.3442623019
410423,1,29,17,0.0212765951,0.6170212626,0.3617021143
410424,5,17,12,0.1470588297,0.5,0.3529411852
410427,3,21,16,0.075000003,0.5249999761999999,0.400000006
410430,3,30,18,0.0588235296,0.5882353187,0.3529411852
410436,1,16,2,0.0526315793,0.8421052694,0.1052631587
410437,0,26,17,0.0,0.6046511531000001,0.3953488469
410439,1,21,4,0.0384615399,0.8076922893999999,0.1538461596
410442,3,28,25,0.0535714291,0.5,0.4464285672
410448,6,24,7,0.1621621549,0.6486486197,0.1891891956
410451,2,21,11,0.0588235296,0.6176470518,0.3235294223
410454,1,11,2,0.0714285746,0.7857142687,0.1428571492
410457,0,4,9,0.0,0.3076923192,0.6923077106000001
410458,1,2,15,0.055555556,0.1111111119,0.8333333135
410460,18,24,17,0.3050847352,0.4067796469,0.2881355882
410461,1,16,6,0.0434782617,0.6956521869,0.2608695626
410462,6,18,10,0.1764705926,0.5294117928000001,0.2941176593
410463,7,21,15,0.1627907008,0.4883720875,0.3488371968
410464,0,6,17,0.0,0.2608695626,0.7391304374
410466,2,15,7,0.0833333358,0.625,0.2916666567
410469,10,23,6,0.2564102709,0.5897436142,0.1538461596
410472,3,20,16,0.0769230798,0.5128205418999999,0.4102564156
410478,3,10,5,0.1666666716,0.555555582,0.277777791
410481,5,7,3,0.3333333433,0.4666666687,0.200000003
410483,1,8,3,0.0833333358,0.6666666864999999,0.25
410484,8,37,18,0.1269841343,0.5873016119,0.2857142985
410486,2,27,12,0.048780486,0.658536613,0.2926829159
410487,3,36,5,0.06818182019999999,0.8181818128,0.113636367
410488,6,28,12,0.1304347813,0.6086956263000001,0.2608695626
410489,10,40,19,0.1449275315,0.5797101259,0.2753623128
410490,6,58,32,0.0625,0.6041666864999999,0.3333333433
410491,1,32,11,0.0227272734,0.7272727489,0.25
410493,6,26,26,0.1034482792,0.4482758641,0.4482758641
410496,3,33,3,0.0769230798,0.8461538553,0.0769230798
410499,4,22,11,0.1081081107,0.5945945978,0.2972972989
410502,1,29,12,0.023809524300000003,0.6904761790999999,0.2857142985
410505,5,25,4,0.1470588297,0.7352941036,0.1176470593
410508,18,71,7,0.1875,0.7395833135,0.0729166642
410511,5,18,4,0.1851851791,0.6666666864999999,0.1481481493
410514,3,13,12,0.1071428582,0.4642857015,0.4285714328
410517,1,8,4,0.0769230798,0.6153846383,0.3076923192
410522,4,23,12,0.1025641039,0.5897436142,0.3076923192
410523,0,19,10,0.0,0.6551724076,0.3448275924
410529,9,57,16,0.1097560972,0.695121944,0.195121944
410530,0,18,11,0.0,0.6206896304999999,0.3793103397
410532,8,42,5,0.1454545408,0.7636363506,0.0909090936
410533,0,7,4,0.0,0.6363636254999999,0.3636363745
410534,0,6,3,0.0,0.6666666864999999,0.3333333433
410535,2,21,9,0.0625,0.65625,0.28125
410538,8,30,1,0.2051282078,0.7692307829999999,0.025641026
410541,4,15,6,0.1599999964,0.6000000238000001,0.2399999946
410542,7,24,4,0.200000003,0.6857143044,0.1142857149
410544,17,52,12,0.2098765373,0.6419752836,0.1481481493
410545,2,5,2,0.2222222239,0.555555582,0.2222222239
410547,7,45,28,0.0874999985,0.5625,0.349999994
410550,8,37,12,0.1403508782,0.6491228342,0.2105263174
410553,3,11,6,0.150000006,0.5500000119,0.30000001190000003
410556,14,34,17,0.2153846174,0.5230769515,0.2615384758
410559,3,41,16,0.050000000700000005,0.6833333373,0.2666666806
410562,11,39,38,0.125,0.4431818128,0.4318181872
410565,18,42,14,0.2432432473,0.5675675869,0.1891891956
410568,5,20,9,0.1470588297,0.5882353187,0.26470589640000003
410569,2,6,1,0.2222222239,0.6666666864999999,0.1111111119
410571,3,23,8,0.0882352963,0.6764705777,0.2352941185
410574,2,22,14,0.0526315793,0.5789473653,0.3684210479
410577,3,32,2,0.0810810775,0.8648648858,0.0540540554
410578,4,28,2,0.1176470593,0.8235294223,0.0588235296
410579,1,8,2,0.0909090936,0.7272727489,0.1818181872
410580,3,26,10,0.0769230798,0.6666666864999999,0.2564102709
410583,7,10,6,0.3043478131,0.4347825944,0.2608695626
410586,5,17,5,0.1851851791,0.629629612,0.1851851791
410589,2,24,19,0.0444444455,0.5333333611,0.4222222269
410592,8,19,3,0.2666666806,0.6333333254,0.1000000015
410595,17,37,15,0.2463768125,0.5362318754,0.2173912972
410598,4,19,3,0.1538461596,0.7307692170000001,0.115384616
41C000,4,13,4,0.190476194,0.6190476418,0.190476194
41D000,0,0,1,0.0,0.0,1.0
41F000,6,25,9,0.150000006,0.625,0.224999994
41H000,3,19,1,0.1304347813,0.8260869384,0.0434782617
41K000,12,17,2,0.3870967627,0.5483871102000001,0.0645161271
41L000,1,1,0,0.5,0.5,0.0
41M000,6,9,0,0.400000006,0.6000000238000001,0.0
420304,2,10,7,0.1052631587,0.5263158083,0.3684210479
420316,3,12,2,0.1764705926,0.7058823705,0.1176470593
420324,3,6,0,0.3333333433,0.6666666864999999,0.0
420328,2,2,0,0.5,0.5,0.0
420336,0,10,4,0.0,0.7142857313,0.2857142985
420340,5,8,1,0.3571428657,0.571428597,0.0714285746
420346,3,13,4,0.150000006,0.6499999761999999,0.200000003
420348,2,9,1,0.1666666716,0.75,0.0833333358
420358,16,6,0,0.7272727489,0.2727272809,0.0
420376,1,1,1,0.3333333433,0.3333333433,0.3333333433
421000,0,5,3,0.0,0.625,0.375
421304,2,28,11,0.048780486,0.6829268336,0.2682926953
421306,9,23,7,0.2307692319,0.5897436142,0.1794871837
421316,6,32,14,0.115384616,0.6153846383,0.26923078300000003
421328,1,33,8,0.023809524300000003,0.7857142687,0.190476194
421336,1,3,0,0.25,0.75,0.0
422000,0,1,0,0.0,1.0,0.0
422310,1,6,1,0.125,0.75,0.125
422314,4,21,0,0.1599999964,0.8399999737999999,0.0
422315,1,11,3,0.06666667009999999,0.7333333492,0.200000003
422318,4,9,3,0.25,0.5625,0.1875
430304,1,34,8,0.0232558139,0.7906976938,0.1860465109
430308,2,16,9,0.0740740746,0.592592597,0.3333333433
430312,3,30,27,0.050000000700000005,0.5,0.4499999881
430316,7,28,5,0.174999997,0.6999999881,0.125
430320,2,9,4,0.1333333403,0.6000000238000001,0.2666666806
430328,5,26,20,0.0980392173,0.5098039508,0.3921568692
430330,5,19,12,0.1388888955,0.527777791,0.3333333433
430332,2,16,8,0.0769230798,0.6153846383,0.3076923192
430336,2,9,2,0.1538461596,0.6923077106000001,0.1538461596
430340,0,11,12,0.0,0.4782608747,0.5217391253
430341,0,4,1,0.0,0.8000000119,0.200000003
430344,3,31,11,0.06666667009999999,0.6888889074,0.2444444448
430345,6,3,5,0.4285714328,0.2142857164,0.3571428657
430346,8,51,25,0.095238097,0.6071428657,0.2976190448
430347,7,38,32,0.0909090936,0.4935064912,0.4155844152000001
430348,3,21,10,0.0882352963,0.6176470518,0.2941176593
430349,4,48,26,0.051282052,0.6153846383,0.3333333433
430351,8,25,23,0.1428571492,0.4464285672,0.4107142985
430352,3,19,16,0.0789473653,0.5,0.4210526347
430358,1,22,28,0.0196078438,0.4313725531,0.5490196347
430368,5,15,15,0.1428571492,0.4285714328,0.4285714328
430369,2,49,11,0.0322580636,0.7903226018,0.1774193496
430370,2,30,14,0.0434782617,0.6521739364,0.3043478131
430371,9,74,14,0.0927835032,0.7628865838,0.1443298906
430376,5,26,2,0.15151515599999998,0.7878788114,0.0606060624
430378,16,33,32,0.1975308657,0.407407403,0.3950617313000001
430380,7,7,2,0.4375,0.4375,0.125
430384,8,56,10,0.1081081107,0.7567567825,0.1351351291
430386,1,28,21,0.0199999996,0.5600000024,0.4199999869
43C000,1,10,5,0.0625,0.625,0.3125
440314,2,20,12,0.0588235296,0.5882353187,0.3529411852
440318,1,12,8,0.0476190485,0.571428597,0.380952388
440320,6,29,4,0.1538461596,0.7435897589,0.1025641039
440326,3,6,6,0.200000003,0.400000006,0.400000006
440328,0,27,9,0.0,0.75,0.25
440332,0,8,6,0.0,0.571428597,0.4285714328
440346,0,4,3,0.0,0.571428597,0.4285714328
440348,5,23,13,0.1219512224,0.5609756112,0.3170731664
440349,1,12,16,0.0344827585,0.4137931168,0.5517241359
440350,1,16,12,0.0344827585,0.5517241359,0.4137931168
440364,3,11,7,0.1428571492,0.5238095522,0.3333333433
440368,3,17,12,0.09375,0.53125,0.375
440378,10,34,19,0.1587301642,0.5396825671,0.3015873134
440390,15,37,14,0.227272734,0.5606060624,0.2121212184
440396,9,38,5,0.1730769277,0.7307692170000001,0.0961538479
44A000,0,0,1,0.0,0.0,1.0
450301,16,32,8,0.2857142985,0.571428597,0.1428571492
450302,3,14,5,0.1363636404,0.6363636254999999,0.227272734
450306,5,13,13,0.1612903178,0.4193548262,0.4193548262
450307,12,11,8,0.3870967627,0.3548386991,0.2580645084
450308,3,20,9,0.09375,0.625,0.28125
450316,8,36,15,0.1355932206,0.6101694703,0.2542372942
450322,1,21,6,0.0357142873,0.75,0.2142857164
450324,1,16,9,0.0384615399,0.6153846383,0.34615385530000004
450328,5,40,9,0.0925925896,0.7407407165000001,0.1666666716
450332,4,17,8,0.137931034,0.5862069129999999,0.2758620679
450333,4,9,14,0.1481481493,0.3333333433,0.5185185075
450334,6,20,21,0.1276595742,0.4255319238,0.446808517
450335,4,20,17,0.097560972,0.4878048897,0.4146341383
450336,1,26,12,0.025641026,0.6666666864999999,0.3076923192
450339,0,17,23,0.0,0.4250000119,0.5749999881
450340,1,17,21,0.025641026,0.4358974397,0.5384615660000001
450341,4,40,27,0.0563380271,0.563380301,0.3802816868
450342,6,32,16,0.1111111119,0.592592597,0.2962962985
450343,7,6,5,0.3888888955,0.3333333433,0.277777791
450344,8,12,12,0.25,0.375,0.375
450346,3,21,9,0.0909090936,0.6363636254999999,0.2727272809
450352,9,40,23,0.125,0.555555582,0.31944444780000003
450354,0,3,4,0.0,0.4285714328,0.571428597
460308,7,11,0,0.3888888955,0.6111111045000001,0.0
460312,5,28,18,0.0980392173,0.5490196347,0.3529411852
460318,1,25,12,0.0263157897,0.6578947306,0.3157894611
460320,9,12,10,0.290322572,0.3870967627,0.3225806355
460322,1,4,1,0.1666666716,0.6666666864999999,0.1666666716
460332,6,16,8,0.200000003,0.5333333611,0.2666666806
460340,1,7,1,0.1111111119,0.7777777909999999,0.1111111119
470310,6,12,30,0.125,0.25,0.625
470312,13,84,19,0.112068966,0.7241379023000001,0.1637931019
470316,5,17,3,0.200000003,0.6800000072,0.1199999973
470320,7,20,10,0.1891891956,0.5405405164,0.2702702582
470328,11,24,5,0.275000006,0.6000000238000001,0.125
470330,3,24,4,0.0967741907,0.7741935253,0.1290322542
470332,9,24,3,0.25,0.6666666864999999,0.0833333358
470336,2,24,0,0.0769230798,0.9230769277,0.0
470340,3,33,9,0.06666667009999999,0.7333333492,0.200000003
470342,2,5,1,0.25,0.625,0.125
470346,10,26,5,0.2439024448,0.6341463327,0.1219512224
470441,7,31,3,0.1707317084,0.7560975552,0.073170729
470442,4,26,7,0.1081081107,0.7027027011,0.1891891956
470443,1,15,1,0.0588235296,0.8823529481999999,0.0588235296
480306,2,12,4,0.1111111119,0.6666666864999999,0.2222222239
480316,1,12,7,0.050000000700000005,0.6000000238000001,0.349999994
480318,4,11,6,0.190476194,0.5238095522,0.2857142985
49,0,1,0,0.0,1.0,0.0
490307,0,3,3,0.0,0.5,0.5
490308,9,21,9,0.2307692319,0.5384615660000001,0.2307692319
490310,1,5,3,0.1111111119,0.555555582,0.3333333433
490312,0,19,17,0.0,0.527777791,0.472222209
490316,0,14,10,0.0,0.5833333135000001,0.4166666567
490318,5,23,7,0.1428571492,0.6571428776,0.200000003
490319,1,27,16,0.0227272734,0.6136363745000001,0.3636363745
490320,0,4,4,0.0,0.5,0.5
490324,0,12,12,0.0,0.5,0.5
490326,6,38,12,0.1071428582,0.678571403,0.2142857164
490327,6,19,4,0.2068965584,0.6551724076,0.137931034
490332,1,8,17,0.0384615399,0.3076923192,0.6538461447
490335,7,47,36,0.0777777806,0.5222222209,0.400000006
490336,2,15,9,0.0769230798,0.5769230723,0.34615385530000004
490337,2,21,14,0.0540540554,0.5675675869,0.3783783913
490338,6,15,12,0.1818181872,0.4545454681,0.3636363745
490344,1,8,16,0.0399999991,0.3199999928,0.6399999857
490345,5,16,7,0.1785714328,0.571428597,0.25
490346,15,18,22,0.2727272809,0.3272727132,0.400000006
490347,2,13,11,0.0769230798,0.5,0.4230769277000001
490348,2,13,9,0.0833333358,0.5416666864999999,0.375
490349,9,17,11,0.2432432473,0.4594594538,0.2972972989
490350,7,5,7,0.3684210479,0.2631579041,0.3684210479
490352,4,23,2,0.137931034,0.7931034565,0.068965517
490354,17,28,9,0.314814806,0.5185185075,0.1666666716
490355,0,7,6,0.0,0.5384615660000001,0.4615384638
490356,1,7,6,0.0714285746,0.5,0.4285714328
490360,3,21,3,0.1111111119,0.7777777909999999,0.1111111119
490362,18,28,31,0.233766228,0.3636363745,0.4025973976
490363,1,19,16,0.027777778,0.527777791,0.4444444478
490364,1,30,9,0.0250000004,0.75,0.224999994
490366,3,14,9,0.115384616,0.5384615660000001,0.34615385530000004
490368,1,13,4,0.055555556,0.7222222090000001,0.2222222239
490380,8,25,19,0.1538461596,0.480769217,0.3653846085
490384,4,29,10,0.0930232555,0.6744186282,0.2325581461
490390,10,27,8,0.2222222239,0.6000000238000001,0.1777777821
491000,0,0,1,0.0,0.0,1.0
491303,4,18,12,0.1176470593,0.5294117928000001,0.3529411852
491305,0,4,1,0.0,0.8000000119,0.200000003
491306,7,31,5,0.1627907008,0.7209302187000001,0.1162790731
491308,7,30,13,0.1400000006,0.6000000238000001,0.2599999905
491312,10,66,32,0.0925925896,0.6111111045000001,0.2962962985
491316,0,30,12,0.0,0.7142857313,0.2857142985
491318,1,26,21,0.020833334,0.5416666864999999,0.4375
491320,3,25,12,0.075000003,0.625,0.30000001190000003
49B000,4,18,12,0.1176470593,0.5294117928000001,0.3529411852
49F000,15,79,12,0.1415094286,0.7452830076000001,0.1132075489
49G000,13,30,7,0.2599999905,0.6000000238000001,0.1400000006
500302,1,8,3,0.0833333358,0.6666666864999999,0.25
500304,2,27,11,0.050000000700000005,0.6750000119,0.275000006
500314,4,45,1,0.0799999982,0.8999999762,0.0199999996
500316,2,7,4,0.1538461596,0.5384615660000001,0.3076923192
500323,0,2,1,0.0,0.6666666864999999,0.3333333433
500324,3,13,0,0.1875,0.8125,0.0
500332,5,24,4,0.15151515599999998,0.7272727489,0.1212121248
500337,4,19,5,0.1428571492,0.678571403,0.1785714328
500340,5,23,31,0.0847457647,0.3898304999,0.5254237056000001
510308,6,23,12,0.146341458,0.5609756112,0.2926829159
510310,5,22,7,0.1470588297,0.6470588446,0.2058823556
510324,36,47,16,0.3636363745,0.474747479,0.1616161615
510325,0,6,3,0.0,0.6666666864999999,0.3333333433
510326,11,37,10,0.1896551698,0.6379310489,0.1724137962
510327,27,32,30,0.3033707738,0.3595505655,0.3370786607
510328,6,31,14,0.1176470593,0.6078431606,0.2745098174
510329,5,28,19,0.0961538479,0.5384615660000001,0.3653846085
510330,4,30,17,0.07843137530000001,0.5882353187,0.3333333433
510332,5,27,10,0.1190476194,0.6428571343,0.2380952388
510333,14,47,44,0.1333333403,0.4476190507,0.4190476239
510334,7,23,8,0.184210524,0.6052631736,0.2105263174
510336,6,26,6,0.1578947306,0.6842105389,0.1578947306
510340,0,55,22,0.0,0.7142857313,0.2857142985
510342,1,30,6,0.0270270277,0.8108108044,0.1621621549
510343,1,14,11,0.0384615399,0.5384615660000001,0.4230769277000001
510344,14,9,19,0.3333333433,0.2142857164,0.4523809552000001
510356,5,21,16,0.1190476194,0.5,0.380952388
510358,8,29,19,0.1428571492,0.5178571343,0.3392857015
510359,8,28,5,0.195121944,0.6829268336,0.1219512224
510360,8,20,18,0.17391304670000002,0.4347825944,0.3913043439
510364,14,42,8,0.21875,0.65625,0.125
510367,0,4,4,0.0,0.5,0.5
510368,15,15,29,0.2542372942,0.2542372942,0.4915254116
510372,4,17,9,0.1333333403,0.5666666627,0.30000001190000003
510373,8,25,14,0.17021276059999998,0.5319148898,0.2978723347
510374,6,27,15,0.125,0.5625,0.3125
510376,18,30,16,0.28125,0.46875,0.25
510377,8,36,22,0.1212121248,0.5454545617000001,0.3333333433
510378,2,29,23,0.0370370373,0.537037015,0.4259259403
510379,6,33,29,0.0882352963,0.4852941036,0.4264705777
510382,5,4,4,0.3846153915,0.3076923192,0.3076923192
510388,1,58,9,0.0147058824,0.8529411554,0.1323529482
510390,12,21,6,0.3076923192,0.5384615660000001,0.1538461596
510396,6,33,3,0.1428571492,0.7857142687,0.0714285746
510397,7,27,14,0.1458333284,0.5625,0.2916666567
510399,29,38,19,0.3372093141,0.4418604672,0.2209302336
510402,38,15,27,0.474999994,0.1875,0.337500006
510404,6,27,13,0.1304347813,0.586956501,0.2826086879
510406,27,43,3,0.3698630035,0.5890411139,0.0410958901
510408,5,30,10,0.1111111119,0.6666666864999999,0.2222222239
510410,14,43,13,0.200000003,0.6142857075,0.1857142895
510411,9,21,13,0.2093023211,0.4883720875,0.3023255765
510412,6,22,7,0.1714285761,0.6285714507,0.200000003
510414,10,34,23,0.149253726,0.5074626803,0.3432835937
51A000,11,31,19,0.1803278625,0.5081967115,0.31147539620000003
51B000,0,1,0,0.0,1.0,0.0
520304,2,5,1,0.25,0.625,0.125
520308,0,12,3,0.0,0.8000000119,0.200000003
520320,10,14,2,0.3846153915,0.5384615660000001,0.0769230798
520324,2,5,5,0.1666666716,0.4166666567,0.4166666567
520328,1,5,5,0.0909090936,0.4545454681,0.4545454681
520336,1,11,4,0.0625,0.6875,0.25
530302,7,29,12,0.1458333284,0.6041666864999999,0.25
530306,4,4,1,0.4444444478,0.4444444478,0.1111111119
530308,2,30,8,0.050000000700000005,0.75,0.200000003
530312,6,20,13,0.1538461596,0.5128205418999999,0.3333333433
530314,8,24,3,0.2285714298,0.6857143044,0.08571428810000001
530316,0,1,17,0.0,0.055555556,0.944444418
530320,8,27,4,0.2051282078,0.6923077106000001,0.1025641039
530335,1,6,5,0.0833333358,0.5,0.4166666567
530336,25,54,20,0.2525252402,0.5454545617000001,0.2020201981
530340,0,36,11,0.0,0.7659574747,0.2340425551
530341,14,29,15,0.2413793057,0.5,0.2586206794
530343,12,37,24,0.1643835604,0.5068492889,0.3287671208
530346,4,28,11,0.0930232555,0.6511628032,0.2558139563
530354,4,25,16,0.088888891,0.555555582,0.3555555642
530356,17,28,4,0.3469387889,0.571428597,0.08163265139999999
530358,1,5,5,0.0909090936,0.4545454681,0.4545454681
53B000,5,1,2,0.625,0.125,0.25
540304,3,24,8,0.08571428810000001,0.6857143044,0.2285714298
540308,7,44,7,0.1206896529,0.7586206794,0.1206896529
540312,7,15,2,0.2916666567,0.625,0.0833333358
540315,22,19,3,0.5,0.4318181872,0.06818182019999999
540316,4,27,3,0.1176470593,0.7941176295,0.0882352963
540317,0,9,0,0.0,1.0,0.0
540318,2,8,0,0.200000003,0.8000000119,0.0
540320,0,19,10,0.0,0.6551724076,0.3448275924
540324,15,30,7,0.28846153620000003,0.5769230723,0.1346153915
540325,9,23,3,0.2571428716,0.6571428776,0.08571428810000001
540326,1,22,8,0.0322580636,0.7096773982,0.2580645084
540328,1,18,12,0.0322580636,0.580645144,0.3870967627
540330,8,14,2,0.3333333433,0.5833333135000001,0.0833333358
540336,8,33,8,0.16326530279999998,0.6734693646,0.16326530279999998
540338,2,19,6,0.0740740746,0.7037037015000001,0.2222222239
540340,3,18,1,0.1363636404,0.8181818128,0.0454545468
540344,13,17,4,0.3823529482,0.5,0.1176470593
54A000,5,7,1,0.3846153915,0.5384615660000001,0.0769230798
550308,1,6,2,0.1111111119,0.6666666864999999,0.2222222239
550312,2,26,2,0.06666667009999999,0.8666666745999999,0.06666667009999999
550314,1,20,13,0.0294117648,0.5882353187,0.3823529482
550316,1,14,7,0.0454545468,0.6363636254999999,0.3181818128
550320,11,24,12,0.2340425551,0.5106382965999999,0.2553191483
550322,7,24,6,0.1891891956,0.6486486197,0.1621621549
550328,0,21,13,0.0,0.6176470518,0.3823529482
550330,0,7,6,0.0,0.5384615660000001,0.4615384638
550332,13,17,20,0.2599999905,0.3400000036,0.400000006
550334,1,27,16,0.0227272734,0.6136363745000001,0.3636363745
550336,2,16,5,0.0869565234,0.6956521869,0.2173912972
550340,1,18,11,0.0333333351,0.6000000238000001,0.3666666746
550342,0,21,4,0.0,0.8399999737999999,0.1599999964
550344,2,27,18,0.0425531901,0.5744680762,0.3829787374000001
550348,0,0,19,0.0,0.0,1.0
550349,0,15,8,0.0,0.6521739364,0.34782609340000004
550350,8,19,13,0.200000003,0.474999994,0.3249999881
550356,0,15,16,0.0,0.4838709533,0.5161290169
550360,3,10,9,0.1363636404,0.4545454681,0.4090909064
550362,3,22,9,0.0882352963,0.6470588446,0.26470589640000003
550364,1,12,8,0.0476190485,0.571428597,0.380952388
550368,18,17,10,0.400000006,0.3777777851,0.2222222239
550372,11,24,6,0.2682926953,0.5853658319,0.146341458
55A000,0,0,1,0.0,0.0,1.0
560304,4,13,7,0.1666666716,0.5416666864999999,0.2916666567
560316,6,13,9,0.2142857164,0.4642857015,0.3214285672
560320,9,23,25,0.1578947306,0.4035087824,0.438596487
560324,0,19,14,0.0,0.5757575631,0.4242424369
560328,2,20,9,0.0645161271,0.6451612711,0.290322572
560329,0,4,0,0.0,1.0,0.0
560330,2,24,16,0.0476190485,0.571428597,0.380952388
560331,8,18,13,0.2051282078,0.4615384638,0.3333333433
560332,0,7,7,0.0,0.5,0.5
560338,2,22,15,0.051282052,0.5641025901,0.3846153915
560350,4,4,2,0.400000006,0.400000006,0.200000003
570306,1,13,15,0.0344827585,0.4482758641,0.5172413588
570312,0,6,3,0.0,0.6666666864999999,0.3333333433
570317,0,6,3,0.0,0.6666666864999999,0.3333333433
570318,6,22,17,0.1333333403,0.4888888896,0.3777777851
570319,9,16,14,0.2307692319,0.4102564156,0.3589743674
570320,3,18,13,0.0882352963,0.5294117928000001,0.3823529482
580308,6,14,7,0.2222222239,0.5185185075,0.2592592537
580312,3,17,4,0.125,0.7083333135,0.1666666716
580316,4,17,3,0.1666666716,0.7083333135,0.125
580320,0,1,2,0.0,0.3333333433,0.6666666864999999
580324,2,9,4,0.1333333403,0.6000000238000001,0.2666666806
580344,6,4,3,0.4615384638,0.3076923192,0.2307692319
580350,0,0,1,0.0,0.0,1.0
580356,2,14,2,0.1111111119,0.7777777909999999,0.1111111119
580368,7,27,5,0.1794871837,0.6923077106000001,0.1282051355
580372,5,14,10,0.1724137962,0.4827586114,0.3448275924
58B000,1,13,13,0.0370370373,0.4814814925,0.4814814925
590306,2,16,6,0.0833333358,0.6666666864999999,0.25
590310,6,26,6,0.1578947306,0.6842105389,0.1578947306
590316,3,14,11,0.1071428582,0.5,0.3928571343
590320,0,22,6,0.0,0.7857142687,0.2142857164
590326,0,5,4,0.0,0.555555582,0.4444444478
590328,0,5,6,0.0,0.4545454681,0.5454545617000001
590330,8,58,30,0.0833333358,0.6041666864999999,0.3125
590332,1,20,5,0.0384615399,0.7692307829999999,0.1923076957
590336,3,11,5,0.1578947306,0.5789473653,0.2631579041
590340,1,13,7,0.0476190485,0.6190476418,0.3333333433
590344,2,21,2,0.0799999982,0.8399999737999999,0.0799999982
590352,4,9,7,0.200000003,0.4499999881,0.349999994
590356,4,25,12,0.097560972,0.6097561121,0.2926829159
590393,1,7,5,0.0769230798,0.5384615660000001,0.3846153915
600300,9,36,15,0.150000006,0.6000000238000001,0.25
600301,13,44,10,0.1940298527,0.6567164063,0.149253726
600302,3,87,70,0.0187500007,0.5437499881,0.4375
600303,5,16,8,0.1724137962,0.5517241359,0.2758620679
600305,16,30,4,0.3199999928,0.6000000238000001,0.0799999982
600308,8,10,6,0.3333333433,0.4166666567,0.25
600311,8,20,12,0.200000003,0.5,0.30000001190000003
600312,9,89,30,0.0703125,0.6953125,0.234375
600313,1,44,44,0.0112359552,0.4943820238,0.4943820238
600314,9,25,20,0.1666666716,0.4629629552,0.3703703582
600316,3,25,7,0.08571428810000001,0.7142857313,0.200000003
600317,0,38,12,0.0,0.7599999905,0.2399999946
600318,5,40,7,0.0961538479,0.7692307829999999,0.1346153915
600319,3,27,12,0.0714285746,0.6428571343,0.2857142985
600322,3,30,12,0.06666667009999999,0.6666666864999999,0.2666666806
