agency_code,count_2018_enroll_am7_college,count_2018_enroll_as7_college,count_2018_enroll_all_college,count_2018_enroll_bl7_college,count_2018_enroll_eds_college,count_2018_enroll_els_college,count_2018_enroll_fem_college,count_2018_enroll_hi7_college,count_2018_enroll_male_college,count_2018_enroll_mu7_college,count_2018_enroll_pi7_college,count_2018_enroll_swd_college,count_2018_enroll_wh7_college,count_2018_noenro_am7_college,count_2018_noenro_as7_college,count_2018_noenro_all_college,count_2018_noenro_bl7_college,count_2018_noenro_eds_college,count_2018_noenro_els_college,count_2018_noenro_fem_college,count_2018_noenro_hi7_college,count_2018_noenro_male_college,count_2018_noenro_mu7_college,count_2018_noenro_pi7_college,count_2018_noenro_swd_college,count_2018_noenro_wh7_college,pct_enrolled_2018_enroll_am7_college,pct_enrolled_2018_enroll_as7_college,pct_enrolled_2018_enroll_all_college,pct_enrolled_2018_enroll_bl7_college,pct_enrolled_2018_enroll_eds_college,pct_enrolled_2018_enroll_els_college,pct_enrolled_2018_enroll_fem_college,pct_enrolled_2018_enroll_hi7_college,pct_enrolled_2018_enroll_male_college,pct_enrolled_2018_enroll_mu7_college,pct_enrolled_2018_enroll_swd_college,pct_enrolled_2018_enroll_wh7_college,pct_enrolled_2018_noenro_am7_college,pct_enrolled_2018_noenro_as7_college,pct_enrolled_2018_noenro_all_college,pct_enrolled_2018_noenro_bl7_college,pct_enrolled_2018_noenro_eds_college,pct_enrolled_2018_noenro_els_college,pct_enrolled_2018_noenro_fem_college,pct_enrolled_2018_noenro_hi7_college,pct_enrolled_2018_noenro_male_college,pct_enrolled_2018_noenro_mu7_college,pct_enrolled_2018_noenro_swd_college,pct_enrolled_2018_noenro_wh7_college
60D000,1.0,5.0,125.0,13.0,,,73.0,8.0,52.0,3.0,,4.0,95.0,0.0,2.0,60.0,5.0,,,27.0,4.0,33.0,0.0,,4.0,49.0,,,0.6756756757,0.7222222222,,,0.73,,0.6117647059,,,0.6597222222,,,0.05,,,,0.05,,0.05,,,0.05
60G000,,2.0,65.0,15.0,,2.0,38.0,4.0,27.0,2.0,,6.0,42.0,,1.0,34.0,10.0,,1.0,12.0,8.0,22.0,1.0,,2.0,14.0,,,0.6565656566,0.6,,,0.76,,0.5510204082,,,0.75,,,0.05,0.05,,,0.05,,0.05,,,0.05
60I000,,2.0,105.0,5.0,,,63.0,5.0,42.0,5.0,,13.0,88.0,,0.0,14.0,0.0,,,11.0,0.0,3.0,0.0,,3.0,14.0,,,0.8823529412000001,,,,0.8513513514,,0.9333333333,,0.8125,0.862745098,,,0.05,,,,0.05,,,,,0.05
60K000,,,30.0,20.0,,,13.0,1.0,17.0,2.0,,8.0,7.0,,,22.0,9.0,,,6.0,6.0,16.0,1.0,,1.0,6.0,,,0.5769230769,0.6896551724,,,0.6842105262999999,,0.5151515152,,,,,,0.05,,,,,,0.05,,,
60V000,,,14.0,13.0,,,10.0,0.0,4.0,1.0,,3.0,,,,16.0,14.0,,,5.0,1.0,11.0,1.0,,2.0,,,,0.4666666667,0.4814814815,,,0.6666666667,,,,,,,,0.05,0.05,,,,,0.05,,,
610332,,1.0,17.0,1.0,8.0,,11.0,2.0,6.0,1.0,,0.0,12.0,,0.0,12.0,0.0,3.0,,5.0,1.0,7.0,1.0,,1.0,10.0,,,0.5862068965999999,,,,0.6875,,,,,0.5454545454999999,,,0.05,,,,,,,,,0.05
610334,,1.0,76.0,,19.0,,46.0,2.0,30.0,,,1.0,73.0,,0.0,51.0,,28.0,,24.0,8.0,27.0,,,10.0,43.0,,,0.5984251969,,0.4042553191,,0.6571428571,,0.5263157895,,,0.6293103447999999,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
620310,,0.0,2.0,0.0,1.0,,1.0,1.0,1.0,,,0.0,1.0,,1.0,11.0,1.0,8.0,,6.0,6.0,5.0,,,1.0,3.0,,,,,,,,,,,,,,,0.05,,,,,,,,,
620316,,,71.0,15.0,34.0,2.0,35.0,30.0,36.0,0.0,,2.0,26.0,,,75.0,10.0,61.0,10.0,33.0,48.0,42.0,1.0,,15.0,16.0,,,0.4863013699,0.6,0.3578947368,,0.5147058824,0.3846153846,0.4615384615,,,0.6190476189999999,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
620340,,2.0,63.0,19.0,21.0,0.0,33.0,6.0,30.0,1.0,,3.0,35.0,,4.0,61.0,22.0,43.0,2.0,25.0,4.0,36.0,2.0,,11.0,29.0,,,0.5080645161,0.4634146341,0.328125,,0.5689655172,,0.4545454545000001,,,0.546875,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
630330,,,10.0,4.0,4.0,,7.0,1.0,3.0,0.0,,1.0,5.0,,,39.0,16.0,19.0,,15.0,3.0,24.0,2.0,,6.0,18.0,,,0.2040816327,,,,,,,,,,,,0.05,0.05,0.05,,0.05,,0.05,,,0.05
630332,,,100.0,5.0,40.0,1.0,52.0,18.0,48.0,1.0,,4.0,76.0,,,45.0,3.0,29.0,1.0,21.0,20.0,24.0,0.0,,7.0,22.0,,,0.6896551724,,0.5797101449000001,,0.7123287670999999,0.4736842105,0.6666666667,,,0.7755102040999999,,,0.05,,0.05,,0.05,0.05,0.05,,,0.05
630336,3.0,7.0,371.0,50.0,62.0,0.0,194.0,25.0,177.0,11.0,1.0,16.0,274.0,1.0,1.0,147.0,47.0,65.0,5.0,69.0,22.0,78.0,7.0,1.0,32.0,68.0,,,0.7162162162000001,0.5154639175,0.4881889764,,0.7376425856000001,0.5319148936,0.6941176470999999,0.6111111111,0.3333333333,0.8011695906,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
630360,2.0,2.0,212.0,25.0,34.0,,112.0,21.0,100.0,4.0,,7.0,158.0,0.0,0.0,92.0,15.0,37.0,,36.0,12.0,56.0,1.0,,14.0,64.0,,,0.6973684211,0.625,0.4788732394,,0.7567567568000001,0.6363636364,0.641025641,,,0.7117117117,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
640340,,,3.0,3.0,,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,,,69.0,47.0,,3.0,27.0,11.0,42.0,5.0,,21.0,6.0,,,,,,,,,,,,,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,
640346,2.0,,119.0,47.0,49.0,1.0,63.0,6.0,56.0,2.0,,11.0,62.0,0.0,,98.0,68.0,64.0,0.0,44.0,7.0,54.0,4.0,,28.0,19.0,,,0.5483870968,0.4086956522,0.4336283186,,0.5887850467,,0.5090909091,,0.2820512821,0.7654320988,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
640347,2.0,5.0,46.0,10.0,18.0,,35.0,7.0,11.0,2.0,,,20.0,0.0,0.0,9.0,2.0,4.0,,4.0,1.0,5.0,1.0,,,5.0,,,0.8363636364,0.8333333333,0.8181818181999999,,0.8974358974,,0.6875,,,0.8,,,,,,,,,,,,
640350,2.0,4.0,160.0,68.0,65.0,1.0,89.0,5.0,71.0,4.0,,8.0,77.0,1.0,0.0,108.0,56.0,59.0,0.0,38.0,6.0,70.0,5.0,,21.0,40.0,,,0.5970149254,0.5483870968,0.5241935484,,0.7007874016,,0.5035460993,,,0.6581196581000001,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
640361,,3.0,138.0,80.0,,2.0,74.0,8.0,64.0,9.0,0.0,6.0,38.0,,0.0,116.0,100.0,,0.0,53.0,7.0,63.0,0.0,1.0,23.0,8.0,,,0.5433070865999999,0.4444444444,,,0.5826771654,,0.5039370079,,,0.8260869565000001,,,0.05,0.05,,,0.05,,0.05,,0.05,
640364,1.0,2.0,149.0,31.0,76.0,4.0,83.0,36.0,66.0,0.0,,9.0,79.0,0.0,0.0,119.0,26.0,80.0,8.0,46.0,39.0,73.0,8.0,,21.0,46.0,,,0.5559701493,0.5438596491,0.4871794872,,0.6434108527,0.48,0.4748201439,,,0.632,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
64A000,5.0,,42.0,33.0,28.0,0.0,20.0,0.0,22.0,0.0,,8.0,4.0,0.0,,38.0,22.0,25.0,1.0,11.0,2.0,27.0,1.0,,10.0,13.0,,,0.525,0.6,0.5283018868,,0.6451612903,,0.4489795918,,,,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
650326,1.0,7.0,362.0,65.0,89.0,3.0,202.0,20.0,160.0,8.0,,25.0,261.0,3.0,5.0,179.0,48.0,74.0,6.0,65.0,17.0,114.0,12.0,,35.0,94.0,,,0.6691312384,0.5752212389,0.5460122699000001,,0.7565543070999999,0.5405405405,0.5839416058,,0.4166666667,0.7352112676000001,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05
650327,1.0,1.0,301.0,32.0,69.0,4.0,168.0,19.0,133.0,13.0,0.0,24.0,235.0,0.0,0.0,154.0,20.0,85.0,6.0,62.0,21.0,92.0,7.0,1.0,27.0,105.0,,,0.6615384615,0.6153846154,0.4480519481,,0.7304347826,0.475,0.5911111111,0.65,0.4705882353,0.6911764706,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
650340,,2.0,50.0,6.0,14.0,,31.0,7.0,19.0,1.0,,,34.0,,0.0,7.0,2.0,1.0,,4.0,1.0,3.0,0.0,,,4.0,,,0.8771929825,,0.9333333333,,0.8857142856999999,,0.8636363636,,,0.8947368420999999,,,,,,,,,,,,
650342,1.0,9.0,366.0,32.0,53.0,3.0,192.0,21.0,174.0,10.0,,18.0,293.0,0.0,0.0,116.0,26.0,42.0,4.0,45.0,12.0,71.0,1.0,,25.0,77.0,,,0.7593360995999999,0.5517241379,0.5578947368,,0.8101265823,0.6363636364,0.7102040815999999,0.9090909091,0.4186046512,0.7918918919,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
650352,0.0,1.0,225.0,63.0,,2.0,135.0,15.0,90.0,6.0,,11.0,140.0,1.0,1.0,155.0,74.0,,6.0,68.0,32.0,87.0,6.0,,46.0,41.0,,,0.5921052632,0.4598540146,,,0.6650246304999999,0.3191489362,0.5084745763,,0.1929824561,0.773480663,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
650355,,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,0.0,,1.0,3.0,0.0,,0.0,1.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
650394,,1.0,41.0,17.0,10.0,,35.0,3.0,6.0,1.0,,,19.0,,0.0,8.0,2.0,2.0,,6.0,3.0,2.0,0.0,,,3.0,,,0.8367346939,0.8947368420999999,0.8333333333,,0.8536585366,,,,,0.8636363636,,,,,,,,,,,,
660336,,,38.0,34.0,,0.0,26.0,1.0,12.0,0.0,,1.0,3.0,,,57.0,48.0,,1.0,20.0,1.0,37.0,1.0,,10.0,7.0,,,0.4,0.4146341463,,,0.5652173913,,0.2448979592,,,,,,0.05,0.05,,,0.05,,0.05,,0.05,
660400,,,4.0,4.0,,,1.0,,3.0,,,,,,,3.0,3.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66A000,1.0,,63.0,53.0,46.0,,37.0,2.0,26.0,3.0,,1.0,4.0,0.0,,8.0,5.0,7.0,,6.0,2.0,2.0,0.0,,0.0,1.0,,,0.8873239437,0.9137931034,0.8679245283,,0.8604651163,,0.9285714286,,,,,,,,,,,,,,,
670320,1.0,2.0,123.0,11.0,20.0,0.0,81.0,13.0,42.0,4.0,1.0,4.0,91.0,1.0,0.0,93.0,10.0,35.0,1.0,38.0,3.0,55.0,3.0,0.0,18.0,76.0,,,0.5694444444,0.5238095238,0.3636363636,,0.6806722689,0.8125,0.4329896907,,,0.5449101796,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
670324,,5.0,164.0,32.0,44.0,3.0,99.0,25.0,65.0,11.0,1.0,10.0,90.0,,3.0,118.0,50.0,57.0,2.0,43.0,14.0,75.0,7.0,1.0,22.0,43.0,,,0.5815602837,0.3902439024,0.4356435644,,0.6971830985999999,0.641025641,0.4642857143,0.6111111111,0.3125,0.6766917293000001,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
670333,,9.0,179.0,79.0,60.0,1.0,98.0,30.0,81.0,14.0,4.0,9.0,43.0,,1.0,125.0,54.0,59.0,3.0,55.0,20.0,70.0,8.0,2.0,24.0,40.0,,,0.5888157895,0.5939849624,0.5042016807,,0.6405228758,0.6,0.5364238411,0.6363636364,,0.5180722892,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
670340,0.0,2.0,115.0,15.0,26.0,0.0,65.0,15.0,50.0,6.0,1.0,6.0,76.0,3.0,1.0,108.0,14.0,42.0,1.0,48.0,15.0,60.0,6.0,0.0,22.0,69.0,,,0.5156950672999999,0.5172413793,0.3823529412,,0.5752212389,0.5,0.4545454545000001,,,0.5241379310000001,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
670344,1.0,0.0,88.0,28.0,30.0,0.0,57.0,5.0,31.0,2.0,1.0,5.0,51.0,0.0,1.0,100.0,25.0,47.0,3.0,34.0,6.0,66.0,7.0,0.0,16.0,61.0,,,0.4680851064,0.5283018868,0.3896103896,,0.6263736264,,0.31958762890000003,,,0.4553571429,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
670352,,3.0,118.0,6.0,16.0,0.0,53.0,13.0,65.0,4.0,1.0,7.0,91.0,,2.0,144.0,13.0,63.0,4.0,69.0,14.0,75.0,7.0,1.0,32.0,107.0,,,0.4503816794,,0.2025316456,,0.4344262295,0.4814814815,0.4642857143,,,0.4595959596,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
670364,2.0,2.0,128.0,25.0,33.0,1.0,75.0,14.0,53.0,15.0,,7.0,70.0,2.0,2.0,128.0,32.0,57.0,0.0,56.0,10.0,72.0,13.0,,14.0,69.0,,,0.5,0.4385964912,0.3666666667,,0.572519084,0.5833333333,0.424,0.5357142857,,0.5035971223,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05
680310,,4.0,162.0,13.0,22.0,0.0,84.0,26.0,78.0,4.0,,5.0,115.0,,0.0,92.0,7.0,38.0,11.0,39.0,33.0,53.0,6.0,,14.0,46.0,,,0.6377952756,0.65,0.3666666667,,0.6829268293,0.4406779661,0.5954198473,,,0.7142857143000001,,,0.05,,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
680332,0.0,1.0,187.0,28.0,27.0,0.0,105.0,18.0,82.0,5.0,,4.0,135.0,1.0,0.0,101.0,17.0,37.0,1.0,45.0,21.0,56.0,2.0,,19.0,60.0,,,0.6493055556,0.6222222222,0.421875,,0.7,0.4615384615,0.5942028986,,,0.6923076923,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
680335,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,17.0,9.0,7.0,1.0,7.0,2.0,10.0,1.0,,7.0,5.0,,,,,,,,,,,,,,,0.05,,,,,,0.05,,,
681305,,14.0,137.0,16.0,17.0,2.0,65.0,9.0,72.0,7.0,,7.0,91.0,,2.0,45.0,5.0,13.0,5.0,15.0,13.0,30.0,3.0,,9.0,22.0,,0.875,0.7527472527,0.7619047619,0.5666666667,,0.8125,,0.7058823529000001,,,0.8053097345,,,0.05,,0.05,,0.05,0.05,0.05,,,0.05
681308,2.0,19.0,253.0,25.0,35.0,2.0,134.0,30.0,119.0,16.0,,14.0,161.0,0.0,7.0,71.0,17.0,27.0,4.0,24.0,13.0,47.0,6.0,,13.0,28.0,,0.7307692308,0.7808641975,0.5952380952,0.564516129,,0.8481012658,0.6976744186,0.7168674698999999,0.7272727273,0.5185185185,0.8518518519,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
681314,1.0,53.0,272.0,31.0,29.0,6.0,131.0,22.0,141.0,20.0,,6.0,145.0,0.0,8.0,59.0,11.0,24.0,6.0,23.0,20.0,36.0,2.0,,12.0,18.0,,0.8688524590000001,0.8217522659000001,0.7380952381,0.5471698113,,0.8506493506,0.5238095238,0.7966101695000001,0.9090909091,,0.8895705520999999,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
681338,0.0,,3.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,,2.0,1.0,1.0,,15.0,9.0,12.0,2.0,7.0,1.0,8.0,2.0,,6.0,2.0,,,,,,,,,,,,,,,0.05,,0.05,,,,,,,
690320,1.0,,55.0,9.0,13.0,,32.0,7.0,23.0,1.0,,1.0,37.0,1.0,,48.0,15.0,22.0,,17.0,1.0,31.0,2.0,,9.0,29.0,,,0.5339805825,,0.3714285714,,0.6530612245,,0.4259259259000001,,,0.5606060606000001,,,0.05,0.05,0.05,,0.05,,0.05,,,0.05
69A000,,,11.0,0.0,6.0,,6.0,,5.0,0.0,,1.0,11.0,,,23.0,2.0,9.0,,12.0,,11.0,1.0,,12.0,20.0,,,0.3235294118,,,,,,,,,0.3548387097,,,0.05,,,,0.05,,0.05,,0.05,0.05
700317,1.0,4.0,119.0,53.0,44.0,0.0,73.0,4.0,46.0,4.0,,10.0,53.0,0.0,1.0,76.0,43.0,42.0,1.0,31.0,3.0,45.0,4.0,,15.0,25.0,,,0.6102564103,0.5520833333,0.511627907,,0.7019230769,,0.5054945055,,0.4,0.6794871795,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
700319,,5.0,96.0,43.0,40.0,1.0,60.0,3.0,36.0,2.0,2.0,3.0,41.0,,0.0,85.0,40.0,46.0,1.0,38.0,7.0,47.0,3.0,0.0,20.0,35.0,,,0.5303867403,0.5180722892,0.4651162791,,0.6122448979999999,,0.4337349398,,,0.5394736842,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
710321,0.0,,90.0,12.0,42.0,0.0,49.0,19.0,41.0,7.0,,5.0,52.0,1.0,,74.0,19.0,44.0,2.0,29.0,16.0,45.0,1.0,,13.0,37.0,,,0.5487804878,0.3870967742,0.488372093,,0.6282051282,0.5428571429,0.476744186,,,0.5842696629,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
710326,,,64.0,27.0,38.0,0.0,40.0,5.0,24.0,5.0,,4.0,27.0,,,77.0,33.0,58.0,3.0,25.0,16.0,52.0,2.0,,11.0,26.0,,,0.4539007092,0.45,0.3958333333,,0.6153846154,,0.3157894737,,,0.5094339622999999,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
710327,,,23.0,4.0,8.0,,17.0,5.0,6.0,,,,14.0,,,17.0,3.0,12.0,,9.0,7.0,8.0,,,,7.0,,,0.575,,,,0.6538461538,,,,,0.6666666667,,,0.05,,0.05,,,,,,,
710342,0.0,6.0,243.0,6.0,27.0,0.0,133.0,7.0,110.0,8.0,,4.0,216.0,1.0,1.0,92.0,4.0,33.0,2.0,28.0,7.0,64.0,1.0,,19.0,78.0,,,0.7253731343,,0.45,,0.8260869565000001,,0.632183908,,,0.7346938776,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
720316,,,51.0,11.0,23.0,,28.0,,23.0,1.0,,2.0,39.0,,,70.0,28.0,45.0,,27.0,,43.0,1.0,,18.0,41.0,,,0.4214876033,0.2820512821,0.3382352941,,0.5090909091,,0.3484848485,,,0.4875,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
730352,1.0,0.0,159.0,60.0,54.0,1.0,91.0,10.0,68.0,6.0,,10.0,82.0,1.0,1.0,171.0,67.0,107.0,2.0,72.0,23.0,99.0,8.0,,29.0,71.0,,,0.4818181818,0.4724409449000001,0.3354037267,,0.5582822086,0.303030303,0.4071856287,,0.2564102564,0.5359477124,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
73B000,,,70.0,10.0,,,39.0,1.0,31.0,4.0,,0.0,55.0,,,22.0,1.0,,,11.0,0.0,11.0,1.0,,1.0,20.0,,,0.7608695651999999,0.9090909091,,,0.78,,0.7380952381,,,0.7333333333,,,0.05,,,,0.05,,0.05,,,0.05
740309,,,102.0,35.0,39.0,2.0,57.0,12.0,45.0,3.0,,2.0,52.0,,,60.0,29.0,35.0,7.0,30.0,13.0,30.0,2.0,,8.0,16.0,,,0.6296296296,0.546875,0.527027027,,0.6551724138,0.48,0.6,,,0.7647058823999999,,,0.05,0.05,0.05,,0.05,0.05,0.05,,,0.05
740333,2.0,3.0,257.0,43.0,50.0,2.0,143.0,11.0,114.0,3.0,,12.0,195.0,0.0,1.0,156.0,40.0,68.0,7.0,77.0,29.0,79.0,4.0,,20.0,82.0,,,0.6222760291,0.5180722892,0.4237288136,,0.65,0.275,0.5906735751,,0.375,0.7039711191,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
740344,,,87.0,46.0,,3.0,53.0,3.0,34.0,0.0,1.0,2.0,37.0,,,73.0,51.0,,1.0,28.0,6.0,45.0,1.0,0.0,14.0,15.0,,,0.54375,0.4742268041,,,0.6543209877,,0.4303797468,,,0.7115384615000001,,,0.05,0.05,,,0.05,,0.05,,0.05,0.05
740366,,7.0,216.0,93.0,72.0,1.0,117.0,14.0,99.0,8.0,,11.0,94.0,,3.0,101.0,71.0,66.0,2.0,42.0,9.0,59.0,1.0,,18.0,17.0,,,0.6813880126,0.5670731707,0.5217391304,,0.7358490566,0.6086956522,0.6265822785,,0.3793103448,0.8468468468000001,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
740374,,,113.0,55.0,,4.0,64.0,20.0,49.0,2.0,,5.0,36.0,,,100.0,53.0,,8.0,33.0,30.0,67.0,1.0,,15.0,16.0,,,0.5305164319,0.5092592593,,,0.6597938144,0.4,0.4224137931000001,,,0.6923076923,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
740378,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,3.0,1.0,,,3.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
740388,1.0,6.0,250.0,126.0,88.0,3.0,139.0,10.0,111.0,10.0,0.0,9.0,97.0,1.0,1.0,127.0,79.0,75.0,6.0,66.0,9.0,61.0,6.0,1.0,22.0,30.0,,,0.6631299735,0.6146341463,0.5398773006,,0.6780487805,0.5263157895,0.6453488372,0.625,,0.7637795276,,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05
750317,,,9.0,1.0,5.0,,4.0,,5.0,0.0,,,8.0,,,1.0,0.0,0.0,,1.0,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
750318,,,105.0,2.0,31.0,0.0,57.0,9.0,48.0,3.0,,2.0,91.0,,,51.0,3.0,25.0,2.0,21.0,5.0,30.0,0.0,,11.0,43.0,,,0.6730769231,,0.5535714286,,0.7307692308,,0.6153846154,,,0.6791044776,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
760318,0.0,,101.0,9.0,54.0,1.0,52.0,25.0,49.0,6.0,,6.0,61.0,1.0,,77.0,6.0,58.0,4.0,25.0,20.0,52.0,8.0,,15.0,42.0,,,0.5674157303,,0.4821428571,,0.6753246753000001,0.5555555556,0.4851485149,,,0.5922330097,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
760339,1.0,,112.0,5.0,28.0,,66.0,11.0,46.0,5.0,,3.0,90.0,0.0,,60.0,5.0,20.0,,26.0,6.0,34.0,2.0,,8.0,47.0,,,0.6511627907,,0.5833333333,,0.7173913043000001,0.6470588235,0.575,,,0.6569343066,,,0.05,,0.05,,0.05,,0.05,,,0.05
760348,2.0,2.0,102.0,4.0,38.0,2.0,58.0,19.0,44.0,1.0,,4.0,74.0,0.0,0.0,122.0,4.0,67.0,5.0,42.0,29.0,80.0,2.0,,21.0,87.0,,,0.4553571429,,0.3619047619,,0.58,0.3958333333,0.3548387097,,,0.4596273292000001,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
760354,2.0,2.0,59.0,1.0,16.0,,35.0,9.0,24.0,2.0,,,43.0,0.0,0.0,29.0,1.0,14.0,,20.0,9.0,9.0,1.0,,,18.0,,,0.6704545454999999,,0.5333333333,,0.6363636364,,0.7272727273,,,0.7049180328,,,0.05,,0.05,,0.05,,,,,0.05
760358,,1.0,115.0,,28.0,1.0,60.0,18.0,55.0,1.0,,4.0,95.0,,1.0,123.0,,63.0,8.0,38.0,29.0,85.0,1.0,,22.0,92.0,,,0.4831932773,,0.3076923077,,0.6122448979999999,0.3829787234000001,0.3928571429,,,0.5080213903999999,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
760380,1.0,9.0,103.0,4.0,32.0,1.0,72.0,10.0,31.0,2.0,,6.0,77.0,1.0,4.0,73.0,2.0,30.0,2.0,26.0,7.0,47.0,1.0,,12.0,58.0,,,0.5852272727000001,,0.5161290323,,0.7346938776,0.5882352941,0.3974358974,,,0.5703703703999999,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
760388,0.0,4.0,107.0,1.0,18.0,1.0,59.0,4.0,48.0,2.0,,1.0,96.0,1.0,0.0,78.0,2.0,34.0,3.0,26.0,9.0,52.0,1.0,,17.0,65.0,,,0.5783783784000001,,0.34615384619999995,,0.6941176470999999,,0.48,,,0.5962732919,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
761304,,7.0,174.0,28.0,90.0,1.0,86.0,53.0,88.0,4.0,,4.0,82.0,,1.0,153.0,19.0,115.0,12.0,60.0,83.0,93.0,8.0,,24.0,42.0,,,0.5321100917,0.5957446809,0.4390243902000001,,0.5890410959000001,0.3897058824,0.4861878453,,,0.6612903226,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
76A000,1.0,,71.0,1.0,,,41.0,1.0,30.0,,,4.0,68.0,0.0,,47.0,2.0,,,26.0,3.0,21.0,,,7.0,42.0,,,0.6016949153,,,,0.6119402985,,0.5882352941,,,0.6181818182,,,0.05,,,,0.05,,0.05,,,0.05
770342,,0.0,1.0,1.0,,,1.0,,0.0,,,0.0,0.0,,1.0,18.0,15.0,,,5.0,,13.0,,,2.0,2.0,,,,,,,,,,,,,,,0.05,0.05,,,,,0.05,,,
770348,10.0,1.0,207.0,77.0,,1.0,115.0,15.0,92.0,5.0,,9.0,99.0,8.0,2.0,200.0,96.0,,2.0,75.0,19.0,125.0,8.0,,33.0,67.0,0.5555555556,,0.5085995086,0.4450867052,,,0.6052631579,0.4411764706,0.4239631336,,,0.5963855422,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
770349,4.0,1.0,47.0,12.0,,,33.0,3.0,14.0,,,1.0,27.0,1.0,0.0,13.0,1.0,,,9.0,1.0,4.0,,,0.0,10.0,,,0.7833333333,0.9230769231,,,0.7857142856999999,,0.7777777778,,,0.7297297296999999,,,0.05,,,,,,,,,0.05
780325,20.0,1.0,70.0,28.0,,0.0,39.0,2.0,31.0,4.0,0.0,2.0,15.0,34.0,0.0,95.0,39.0,,2.0,40.0,5.0,55.0,3.0,1.0,29.0,13.0,0.3703703704,,0.4242424242,0.4179104478,,,0.4936708861,,0.3604651163,,,0.5357142857,0.05,,0.05,0.05,,,0.05,,0.05,,0.05,0.05
780342,51.0,3.0,196.0,54.0,,2.0,134.0,8.0,62.0,11.0,1.0,4.0,68.0,69.0,2.0,296.0,121.0,,13.0,135.0,43.0,161.0,12.0,1.0,44.0,48.0,0.425,,0.3983739837,0.3085714286,,,0.4981412639,,0.2780269058,0.4782608696,,0.5862068965999999,0.05,,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05,0.05
780385,6.0,,19.0,5.0,,,14.0,5.0,5.0,1.0,,,2.0,1.0,,5.0,1.0,,,3.0,1.0,2.0,0.0,,,2.0,,,0.7916666667,,,,0.8235294118,,,,,,,,,,,,,,,,,
