agency_code,count_2018_enroll_am7_college,count_2018_enroll_as7_college,count_2018_enroll_all_college,count_2018_enroll_bl7_college,count_2018_enroll_eds_college,count_2018_enroll_els_college,count_2018_enroll_fem_college,count_2018_enroll_hi7_college,count_2018_enroll_male_college,count_2018_enroll_mu7_college,count_2018_enroll_pi7_college,count_2018_enroll_swd_college,count_2018_enroll_wh7_college,count_2018_noenro_am7_college,count_2018_noenro_as7_college,count_2018_noenro_all_college,count_2018_noenro_bl7_college,count_2018_noenro_eds_college,count_2018_noenro_els_college,count_2018_noenro_fem_college,count_2018_noenro_hi7_college,count_2018_noenro_male_college,count_2018_noenro_mu7_college,count_2018_noenro_pi7_college,count_2018_noenro_swd_college,count_2018_noenro_wh7_college,pct_enrolled_2018_enroll_am7_college,pct_enrolled_2018_enroll_as7_college,pct_enrolled_2018_enroll_all_college,pct_enrolled_2018_enroll_bl7_college,pct_enrolled_2018_enroll_eds_college,pct_enrolled_2018_enroll_els_college,pct_enrolled_2018_enroll_fem_college,pct_enrolled_2018_enroll_hi7_college,pct_enrolled_2018_enroll_male_college,pct_enrolled_2018_enroll_mu7_college,pct_enrolled_2018_enroll_swd_college,pct_enrolled_2018_enroll_wh7_college,pct_enrolled_2018_noenro_am7_college,pct_enrolled_2018_noenro_as7_college,pct_enrolled_2018_noenro_all_college,pct_enrolled_2018_noenro_bl7_college,pct_enrolled_2018_noenro_eds_college,pct_enrolled_2018_noenro_els_college,pct_enrolled_2018_noenro_fem_college,pct_enrolled_2018_noenro_hi7_college,pct_enrolled_2018_noenro_male_college,pct_enrolled_2018_noenro_mu7_college,pct_enrolled_2018_noenro_swd_college,pct_enrolled_2018_noenro_wh7_college
260388,,2.0,51.0,8.0,12.0,,30.0,8.0,21.0,6.0,2.0,1.0,25.0,,0.0,21.0,7.0,3.0,,12.0,0.0,9.0,2.0,0.0,1.0,12.0,,,0.7083333333,,0.8,,0.7142857143000001,,0.7,,,0.6756756757,,,0.05,,,,0.05,,,,,0.05
260408,2.0,5.0,209.0,86.0,88.0,2.0,116.0,26.0,93.0,14.0,,17.0,76.0,1.0,2.0,163.0,67.0,84.0,5.0,71.0,33.0,92.0,20.0,,27.0,40.0,,,0.561827957,0.5620915033,0.511627907,,0.6203208556,0.4406779661,0.5027027027000001,0.4117647059,0.3863636364,0.6551724138,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05
260411,,1.0,55.0,45.0,31.0,,30.0,1.0,25.0,2.0,,4.0,6.0,,0.0,13.0,7.0,8.0,,7.0,2.0,6.0,1.0,,0.0,3.0,,,0.8088235294,0.8653846154000001,0.7948717948999999,,0.8108108108,,0.8064516129000001,,,,,,0.05,,,,,,,,,
260424,0.0,1.0,154.0,109.0,95.0,4.0,99.0,21.0,55.0,13.0,2.0,14.0,8.0,1.0,3.0,207.0,144.0,131.0,2.0,93.0,27.0,114.0,13.0,3.0,35.0,16.0,,,0.4265927978,0.4308300395,0.4203539823,,0.515625,0.4375,0.325443787,0.5,0.2857142857,,,,0.05,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.05
260427,4.0,4.0,181.0,84.0,80.0,2.0,106.0,18.0,75.0,12.0,0.0,13.0,59.0,3.0,1.0,189.0,86.0,100.0,4.0,84.0,35.0,105.0,9.0,2.0,39.0,53.0,,,0.4891891892,0.4941176471,0.4444444444,,0.5578947368,0.3396226415,0.4166666667,0.5714285714,0.25,0.5267857143,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
260446,1.0,13.0,176.0,43.0,47.0,1.0,93.0,25.0,83.0,11.0,0.0,11.0,83.0,1.0,1.0,129.0,63.0,69.0,1.0,59.0,15.0,70.0,8.0,2.0,19.0,39.0,,0.9285714286,0.5770491803,0.4056603774,0.4051724138,,0.6118421053,0.625,0.5424836600999999,0.5789473684,0.3666666667,0.6803278689,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
260455,1.0,1.0,106.0,84.0,,2.0,62.0,8.0,44.0,4.0,1.0,8.0,7.0,0.0,0.0,163.0,98.0,,7.0,64.0,31.0,99.0,13.0,1.0,25.0,20.0,,,0.3940520446,0.4615384615,,,0.4920634921,,0.3076923077,,,,,,0.05,0.05,,,0.05,0.05,0.05,0.05,0.05,0.05
260700,1.0,,25.0,13.0,13.0,,17.0,3.0,8.0,2.0,,,6.0,0.0,,3.0,1.0,0.0,,2.0,1.0,1.0,0.0,,,1.0,,,0.8928571429000001,0.9285714286,0.95,,0.8947368420999999,,,,,,,,,,,,,,,,,
270306,1.0,,110.0,10.0,17.0,0.0,67.0,6.0,43.0,9.0,,2.0,84.0,0.0,,101.0,8.0,30.0,1.0,27.0,3.0,74.0,8.0,,11.0,82.0,,,0.5213270142,0.5555555556,0.3617021277,,0.7127659573999999,,0.3675213675,,,0.5060240964,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
270311,,,51.0,1.0,3.0,,35.0,7.0,16.0,8.0,,1.0,35.0,,,35.0,0.0,9.0,,16.0,0.0,19.0,3.0,,1.0,32.0,,,0.5930232558,,,,0.6862745098,,0.4571428571,,,0.5223880597,,,0.05,,,,0.05,,0.05,,,0.05
280304,,,32.0,,10.0,,21.0,5.0,11.0,3.0,,1.0,24.0,,,16.0,,7.0,,5.0,1.0,11.0,0.0,,4.0,15.0,,,0.6666666667,,0.5882352941,,0.8076923077,,0.5,,,0.6153846154,,,0.05,,,,,,0.05,,,0.05
280306,,,1.0,,,,0.0,,1.0,,,,1.0,,,6.0,,,,1.0,,5.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
280316,,1.0,70.0,4.0,17.0,0.0,36.0,9.0,34.0,0.0,,0.0,56.0,,0.0,46.0,4.0,27.0,2.0,17.0,12.0,29.0,2.0,,3.0,28.0,,,0.6034482759,,0.3863636364,,0.679245283,,0.5396825397,,,0.6666666667,,,0.05,,0.05,,0.05,0.05,0.05,,,0.05
280330,0.0,0.0,118.0,,20.0,0.0,66.0,9.0,52.0,5.0,0.0,3.0,104.0,1.0,2.0,53.0,,18.0,1.0,26.0,7.0,27.0,2.0,1.0,7.0,40.0,,,0.6900584795,,0.5263157895,,0.7173913043000001,,0.6582278481,,,0.7222222222,,,0.05,,0.05,,0.05,,0.05,,,0.05
290308,1.0,2.0,100.0,1.0,22.0,1.0,54.0,2.0,46.0,3.0,,3.0,91.0,1.0,1.0,95.0,5.0,51.0,2.0,28.0,8.0,67.0,4.0,,21.0,76.0,,,0.5128205128,,0.301369863,,0.6585365854,,0.407079646,,,0.5449101796,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
290310,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,11.0,1.0,5.0,1.0,5.0,,6.0,,,11.0,10.0,,,,,,,,,,,,,,,0.05,,,,,,,,0.05,0.05
290314,,1.0,8.0,0.0,2.0,,7.0,0.0,1.0,0.0,,0.0,7.0,,0.0,53.0,2.0,34.0,,27.0,3.0,26.0,5.0,,7.0,43.0,,,,,,,,,,,,,,,0.05,,0.05,,0.05,,0.05,,,0.05
290315,,,19.0,2.0,4.0,,13.0,2.0,6.0,,,,15.0,,,6.0,0.0,0.0,,2.0,0.0,4.0,,,,6.0,,,0.76,,,,0.8666666667,,,,,0.7142857143000001,,,,,,,,,,,,
290324,2.0,1.0,128.0,2.0,28.0,0.0,69.0,6.0,59.0,1.0,,5.0,116.0,0.0,0.0,65.0,2.0,28.0,1.0,29.0,7.0,36.0,2.0,,13.0,54.0,,,0.6632124352000001,,0.5,,0.7040816326999999,,0.6210526316,,,0.6823529412,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
290336,0.0,8.0,201.0,10.0,32.0,0.0,117.0,13.0,84.0,4.0,,9.0,166.0,1.0,0.0,92.0,5.0,37.0,4.0,28.0,18.0,64.0,2.0,,13.0,66.0,,,0.6860068259000001,0.6666666667,0.4637681159000001,,0.8068965517,0.4193548387,0.5675675675999999,,,0.7155172414000001,,,0.05,,0.05,,0.05,0.05,0.05,,0.05,0.05
290348,1.0,4.0,258.0,13.0,48.0,0.0,147.0,17.0,111.0,5.0,0.0,11.0,218.0,0.0,2.0,117.0,7.0,33.0,1.0,48.0,9.0,69.0,3.0,1.0,16.0,95.0,,,0.688,0.65,0.5925925926,,0.7538461538,0.6538461538,0.6166666667,,0.4074074074,0.6964856229999999,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
290365,,,47.0,,16.0,,29.0,0.0,18.0,0.0,,5.0,47.0,,,44.0,,20.0,,21.0,2.0,23.0,1.0,,10.0,41.0,,,0.5164835165,,0.4444444444,,0.58,,0.4390243902000001,,,0.5340909091,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
290388,,2.0,111.0,1.0,25.0,0.0,66.0,6.0,45.0,1.0,,6.0,101.0,,0.0,76.0,5.0,36.0,1.0,28.0,9.0,48.0,1.0,,9.0,61.0,,,0.5935828877,,0.4098360656,,0.7021276595999999,,0.4838709677,,,0.6234567901,,,0.05,,0.05,,0.05,,0.05,,,0.05
290389,,0.0,13.0,1.0,3.0,,5.0,1.0,8.0,,,0.0,11.0,,1.0,30.0,2.0,8.0,,9.0,5.0,21.0,,,1.0,22.0,,,0.3023255814,,,,,,,,,0.3333333333,,,0.05,,,,,,0.05,,,0.05
291336,1.0,5.0,82.0,31.0,,0.0,49.0,20.0,33.0,7.0,1.0,2.0,17.0,1.0,7.0,118.0,44.0,,9.0,54.0,40.0,64.0,5.0,0.0,12.0,21.0,,,0.41,0.4133333333,,,0.4757281553,0.3333333333,0.34020618560000004,,,0.4473684211,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
291350,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,3.0,,,,1.0,,2.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
292324,,,66.0,38.0,2.0,1.0,36.0,13.0,30.0,6.0,,2.0,9.0,,,85.0,40.0,0.0,7.0,42.0,26.0,43.0,6.0,,12.0,13.0,,,0.4370860927,0.4871794872,,,0.4615384615,0.3333333333,0.4109589041,,,,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
300312,1.0,2.0,265.0,10.0,58.0,1.0,140.0,19.0,125.0,9.0,,8.0,224.0,0.0,2.0,142.0,14.0,81.0,5.0,57.0,16.0,85.0,9.0,,38.0,101.0,,,0.6511056511,0.4166666667,0.4172661871,,0.7106598984999999,0.5428571429,0.5952380952,,,0.6892307692,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
300314,1.0,1.0,31.0,1.0,5.0,,21.0,4.0,10.0,3.0,,,21.0,0.0,0.0,5.0,0.0,3.0,,3.0,3.0,2.0,0.0,,,2.0,,,0.8611111111,,,,0.875,,0.8333333333,,,0.9130434783,,,,,,,,,,,,
310338,1.0,,24.0,3.0,,,19.0,16.0,5.0,1.0,,,3.0,0.0,,11.0,3.0,,,7.0,3.0,4.0,0.0,,,5.0,,,0.6857142856999999,,,,0.7307692308,0.8421052631999999,,,,,,,0.05,,,,,,,,,
310344,0.0,1.0,107.0,17.0,,1.0,53.0,27.0,54.0,0.0,,4.0,62.0,1.0,0.0,101.0,10.0,,9.0,38.0,48.0,63.0,3.0,,13.0,39.0,,,0.5144230769,0.6296296296,,,0.5824175824,0.36,0.4615384615,,,0.6138613861,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
310352,0.0,,64.0,26.0,,3.0,36.0,21.0,28.0,1.0,,0.0,16.0,1.0,,69.0,28.0,,9.0,41.0,31.0,28.0,1.0,,6.0,8.0,,,0.4812030075,0.4814814815,,,0.4675324675,0.4038461538000001,0.5,,,0.6666666667,,,0.05,0.05,,,0.05,0.05,0.05,,,
310364,,,48.0,4.0,,,30.0,11.0,18.0,2.0,,1.0,31.0,,,34.0,5.0,,,10.0,19.0,24.0,0.0,,3.0,10.0,,,0.5853658536999999,,,,0.75,0.3666666667,0.4285714286,,,0.7560975609999999,,,0.05,,,,0.05,0.05,0.05,,,0.05
310392,1.0,,82.0,33.0,,5.0,50.0,20.0,32.0,2.0,,1.0,26.0,0.0,,72.0,25.0,,11.0,22.0,35.0,50.0,1.0,,7.0,11.0,,,0.5324675325,0.5689655172,,,0.6944444444,0.3636363636,0.3902439024,,,0.7027027026999999,,,0.05,0.05,,0.05,0.05,0.05,0.05,,,0.05
320309,,1.0,67.0,39.0,31.0,,45.0,21.0,22.0,2.0,,0.0,4.0,,1.0,13.0,5.0,3.0,,6.0,7.0,7.0,0.0,,1.0,0.0,,,0.8375,0.8863636364,0.9117647059,,0.8823529412000001,0.75,0.7586206897,,,,,,0.05,,,,,,,,,
320312,,16.0,258.0,105.0,61.0,13.0,129.0,31.0,129.0,7.0,1.0,13.0,98.0,,3.0,171.0,67.0,77.0,31.0,61.0,68.0,110.0,4.0,0.0,26.0,29.0,,0.8421052631999999,0.6013986014,0.6104651163,0.4420289855,0.2954545455,0.6789473684,0.3131313131,0.539748954,,0.3333333333,0.7716535433,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
320314,,,28.0,17.0,7.0,0.0,13.0,1.0,15.0,1.0,,10.0,9.0,,,23.0,8.0,15.0,1.0,3.0,9.0,20.0,1.0,,9.0,5.0,,,0.5490196078,0.68,,,0.8125,,0.4285714286,,0.5263157895,,,,0.05,,0.05,,,,0.05,,,
320317,,4.0,48.0,21.0,23.0,,34.0,13.0,14.0,1.0,,,9.0,,1.0,21.0,7.0,12.0,,15.0,10.0,6.0,2.0,,,1.0,,,0.6956521739,0.75,0.6571428571,,0.6938775509999999,0.5652173913,0.7,,,,,,0.05,,0.05,,0.05,0.05,,,,
320322,0.0,,11.0,4.0,2.0,0.0,7.0,3.0,4.0,1.0,,0.0,3.0,1.0,,77.0,48.0,42.0,6.0,45.0,25.0,32.0,0.0,,8.0,3.0,,,0.125,,,,,,,,,,,,0.05,0.05,0.05,,0.05,0.05,0.05,,,
320323,3.0,11.0,182.0,59.0,48.0,,121.0,32.0,61.0,10.0,,6.0,67.0,0.0,2.0,42.0,13.0,18.0,,23.0,18.0,19.0,1.0,,10.0,8.0,,0.8461538462,0.8125,0.8194444444,0.7272727273,,0.8402777778,0.64,0.7625,0.9090909091,,0.8933333333,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,
320325,0.0,,158.0,142.0,65.0,2.0,86.0,13.0,72.0,1.0,,9.0,2.0,1.0,,159.0,129.0,81.0,11.0,71.0,21.0,88.0,5.0,,37.0,3.0,,,0.4984227129,0.5239852399,0.4452054795000001,,0.5477707006,0.3823529412,0.45,,,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,
320341,,,1.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,1.0,,,4.0,3.0,1.0,1.0,,1.0,4.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
320353,,2.0,63.0,13.0,15.0,4.0,35.0,22.0,28.0,4.0,,2.0,22.0,,0.0,27.0,7.0,5.0,0.0,15.0,11.0,12.0,0.0,,2.0,9.0,,,0.7,0.65,0.75,,0.7,0.6666666667,0.7,,,0.7096774194,,,0.05,,,,0.05,0.05,0.05,,,
320356,1.0,6.0,165.0,74.0,57.0,1.0,86.0,17.0,79.0,8.0,,13.0,59.0,0.0,2.0,148.0,69.0,88.0,24.0,61.0,47.0,87.0,6.0,,34.0,24.0,,,0.5271565495,0.5174825175,0.3931034483,,0.5850340136,0.265625,0.4759036145,,0.2765957447,0.7108433734999999,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
320365,,5.0,208.0,85.0,65.0,4.0,97.0,32.0,111.0,9.0,,9.0,77.0,,3.0,208.0,91.0,122.0,39.0,85.0,91.0,123.0,2.0,,32.0,21.0,,,0.5,0.4829545455,0.3475935829,,0.5329670329999999,0.2601626016,0.4743589744,,,0.7857142856999999,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
320368,1.0,0.0,126.0,93.0,61.0,2.0,71.0,25.0,55.0,4.0,,13.0,3.0,0.0,3.0,219.0,116.0,142.0,22.0,89.0,82.0,130.0,6.0,,51.0,12.0,,,0.3652173913,0.4449760766,0.3004926108,,0.44375,0.2336448598,0.2972972973,,0.203125,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
320701,,,40.0,32.0,19.0,0.0,15.0,4.0,25.0,3.0,,3.0,1.0,,,20.0,15.0,10.0,1.0,10.0,2.0,10.0,1.0,,3.0,2.0,,,0.6666666667,0.6808510637999999,0.6551724138,,0.6,,0.7142857143000001,,,,,,0.05,0.05,0.05,,0.05,,0.05,,,
32L000,1.0,2.0,80.0,25.0,,,34.0,1.0,46.0,1.0,,7.0,50.0,0.0,0.0,13.0,4.0,,,4.0,1.0,9.0,0.0,,2.0,8.0,,,0.8602150538,0.8620689655,,,0.8947368420999999,,0.8363636364,,,0.8620689655,,,0.05,,,,,,,,,
32N000,,7.0,61.0,14.0,,,14.0,2.0,47.0,2.0,,4.0,36.0,,2.0,31.0,8.0,,,12.0,1.0,19.0,3.0,,6.0,17.0,,,0.6630434783,0.6363636364,,,0.5384615385,,0.7121212120999999,,,0.679245283,,,0.05,,,,0.05,,0.05,,,0.05
330326,,,17.0,2.0,4.0,,11.0,,6.0,,,,15.0,,,9.0,0.0,1.0,,6.0,,3.0,,,,9.0,,,0.6538461538,,,,0.6470588235,,,,,0.625,,,,,,,,,,,,
330328,,,21.0,21.0,1.0,0.0,15.0,0.0,6.0,,,1.0,0.0,,,32.0,25.0,0.0,3.0,10.0,6.0,22.0,,,7.0,1.0,,,0.3962264151,0.4565217391,,,0.6,,,,,,,,0.05,0.05,,,0.05,,0.05,,,
330350,,,96.0,40.0,,0.0,59.0,4.0,37.0,4.0,,3.0,48.0,,,92.0,49.0,,2.0,41.0,10.0,51.0,3.0,,20.0,30.0,,,0.5106382979,0.4494382022,,,0.59,,0.4204545455,,,0.6153846154,,,0.05,0.05,,,0.05,0.05,0.05,,0.05,0.05
330358,,,80.0,56.0,,,43.0,6.0,37.0,,,8.0,18.0,,,54.0,42.0,,,20.0,5.0,34.0,,,14.0,7.0,,,0.5970149254,0.5714285714,,,0.6825396825,,0.5211267606000001,,,0.72,,,0.05,0.05,,,0.05,,0.05,,0.05,
33A000,,,30.0,13.0,16.0,,14.0,3.0,16.0,,,2.0,14.0,,,16.0,10.0,13.0,,9.0,4.0,7.0,,,3.0,2.0,,,0.6521739129999999,0.5652173913,0.5517241379,,0.6086956522,,0.6956521739,,,0.875,,,0.05,0.05,0.05,,,,,,,
340311,,7.0,143.0,51.0,32.0,0.0,44.0,8.0,99.0,3.0,,6.0,74.0,,0.0,41.0,9.0,18.0,2.0,13.0,16.0,28.0,0.0,,4.0,16.0,,,0.7771739129999999,0.85,0.64,,0.7719298245999999,,0.7795275590999999,,,0.8222222222,,,0.05,,0.05,,0.05,0.05,0.05,,,0.05
340330,,0.0,37.0,31.0,,1.0,20.0,4.0,17.0,1.0,,1.0,1.0,,1.0,103.0,64.0,,18.0,51.0,32.0,52.0,2.0,,15.0,4.0,,,0.2642857143,0.3263157895,,,0.2816901408,,0.2463768116,,,,,,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,
340336,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,23.0,5.0,,2.0,10.0,3.0,13.0,2.0,,22.0,12.0,,,,,,,,,,,,,,,0.05,,,,0.05,,0.05,,0.05,0.05
340362,,4.0,31.0,7.0,,,21.0,2.0,10.0,2.0,,,16.0,,2.0,24.0,4.0,,,13.0,6.0,11.0,2.0,,,10.0,,,0.5636363636,,,,0.6176470588,,0.4761904762,,,0.6153846154,,,0.05,,,,0.05,,0.05,,,0.05
340364,1.0,3.0,263.0,58.0,51.0,2.0,145.0,28.0,118.0,6.0,,14.0,167.0,1.0,4.0,172.0,32.0,75.0,15.0,72.0,50.0,100.0,3.0,,27.0,82.0,,,0.6045977011,0.6444444443999999,0.4047619048,,0.668202765,0.358974359,0.5412844037,,0.3414634146,0.6706827309000001,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
340382,2.0,2.0,186.0,61.0,66.0,1.0,112.0,31.0,74.0,5.0,,11.0,85.0,1.0,0.0,171.0,37.0,103.0,19.0,87.0,83.0,84.0,6.0,,19.0,44.0,,,0.5210084034,0.6224489796,0.3905325444,,0.5628140704,0.27192982460000004,0.4683544304,,0.3666666667,0.6589147287,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
340446,,0.0,49.0,17.0,,,31.0,5.0,18.0,2.0,,,25.0,,1.0,18.0,2.0,,,11.0,2.0,7.0,1.0,,,12.0,,,0.7313432836,0.8947368420999999,,,0.7380952381,,0.72,,,0.6756756757,,,0.05,,,,0.05,,,,,0.05
340454,1.0,8.0,264.0,84.0,76.0,3.0,132.0,27.0,132.0,10.0,1.0,12.0,133.0,0.0,0.0,107.0,43.0,62.0,12.0,48.0,34.0,59.0,5.0,0.0,18.0,25.0,,,0.7115902965,0.6614173228,0.5507246377,,0.7333333333,0.4426229508,0.6910994764,0.6666666667,0.4,0.8417721519,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
340460,,3.0,113.0,56.0,,3.0,74.0,27.0,39.0,4.0,1.0,4.0,22.0,,1.0,154.0,56.0,,16.0,66.0,61.0,88.0,3.0,1.0,19.0,32.0,,,0.4232209738,0.5,,,0.5285714286,0.3068181818,0.3070866142,,,0.4074074074,,,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,0.05
340486,,2.0,144.0,66.0,,5.0,86.0,42.0,58.0,8.0,,6.0,26.0,,1.0,196.0,67.0,,17.0,102.0,104.0,94.0,4.0,,17.0,20.0,,,0.4235294118,0.4962406015,,,0.4574468085,0.2876712329,0.3815789474,,,0.5652173913,,,0.05,0.05,,0.05,0.05,0.05,0.05,,0.05,0.05
340488,,,17.0,7.0,,0.0,13.0,7.0,4.0,,,3.0,3.0,,,28.0,10.0,,2.0,9.0,17.0,19.0,,,2.0,1.0,,,0.3777777778,,,,0.5909090909,,,,,,,,0.05,0.05,,,,0.05,0.05,,,
340495,1.0,15.0,355.0,47.0,52.0,2.0,185.0,22.0,170.0,12.0,,12.0,258.0,1.0,0.0,105.0,22.0,28.0,4.0,35.0,17.0,70.0,4.0,,18.0,61.0,,0.95,0.7717391304000001,0.6811594203,0.65,,0.8409090909,0.5641025640999999,0.7083333333,0.75,0.4,0.8087774295,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
340496,1.0,19.0,272.0,83.0,80.0,8.0,142.0,27.0,130.0,5.0,,11.0,137.0,1.0,8.0,185.0,75.0,98.0,14.0,98.0,40.0,87.0,11.0,,21.0,50.0,,0.7037037037,0.5951859956000001,0.5253164557,0.4494382022,,0.5916666667,0.4029850746,0.599078341,,0.34375,0.7326203209000001,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
340542,0.0,1.0,89.0,17.0,24.0,0.0,51.0,6.0,38.0,0.0,,6.0,65.0,1.0,0.0,93.0,12.0,46.0,5.0,36.0,15.0,57.0,3.0,,13.0,62.0,,,0.489010989,0.5862068965999999,0.3428571429,,0.5862068965999999,,0.4,,,0.5118110236,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
340556,,21.0,399.0,49.0,43.0,6.0,211.0,29.0,188.0,13.0,1.0,14.0,286.0,,7.0,161.0,25.0,58.0,15.0,65.0,40.0,96.0,13.0,1.0,20.0,75.0,,0.75,0.7125,0.6621621622,0.4257425743,,0.7644927536,0.4202898551,0.661971831,0.5,0.4117647059,0.7922437673,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
340568,,,23.0,20.0,,0.0,14.0,1.0,9.0,2.0,,0.0,,,,16.0,13.0,,1.0,9.0,2.0,7.0,1.0,,3.0,,,,0.5897435897,0.6060606061,,,0.6086956522,,,,,,,,0.05,0.05,,,,,,,,
34B000,,,25.0,19.0,,1.0,15.0,5.0,10.0,1.0,,2.0,,,,9.0,5.0,,0.0,5.0,4.0,4.0,0.0,,0.0,,,,0.7352941176000001,0.7916666667,,,0.75,,0.7142857143000001,,,,,,,,,,,,,,,
34D000,,,5.0,5.0,,,2.0,0.0,3.0,,,1.0,,,,10.0,5.0,,,2.0,5.0,8.0,,,3.0,,,,,,,,,,,,,,,,0.05,,,,,,,,,
34H000,,1.0,16.0,1.0,,,8.0,1.0,8.0,0.0,,0.0,13.0,,0.0,4.0,0.0,,,2.0,0.0,2.0,1.0,,1.0,3.0,,,0.8,,,,,,,,,0.8125,,,,,,,,,,,,
350308,0.0,,107.0,32.0,32.0,0.0,58.0,6.0,49.0,3.0,,4.0,66.0,3.0,,107.0,30.0,67.0,3.0,40.0,27.0,67.0,6.0,,10.0,41.0,,,0.5,0.5161290323,0.3232323232,,0.5918367347,,0.4224137931000001,,,0.6168224299,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
350317,,1.0,15.0,4.0,6.0,,6.0,3.0,9.0,3.0,,1.0,4.0,,0.0,6.0,2.0,5.0,,2.0,1.0,4.0,0.0,,0.0,3.0,,,0.7142857143000001,,,,,,,,,,,,,,,,,,,,,
350321,1.0,0.0,124.0,42.0,37.0,0.0,70.0,9.0,54.0,1.0,,5.0,71.0,0.0,2.0,114.0,39.0,52.0,4.0,31.0,19.0,83.0,3.0,,15.0,51.0,,,0.5210084034,0.5185185185,0.4157303371,,0.6930693069,,0.3941605839,,,0.5819672131,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
350336,,1.0,65.0,16.0,24.0,0.0,33.0,9.0,32.0,1.0,,5.0,38.0,,0.0,52.0,20.0,32.0,2.0,18.0,11.0,34.0,3.0,,13.0,18.0,,,0.5555555556,0.4444444444,0.4285714286,,0.6470588235,,0.4848484848,,,0.6785714286,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
360310,,9.0,173.0,59.0,73.0,5.0,98.0,26.0,75.0,7.0,1.0,11.0,71.0,,3.0,141.0,68.0,83.0,10.0,70.0,38.0,71.0,3.0,0.0,28.0,29.0,,,0.550955414,0.4645669291,0.4679487179,,0.5833333333,0.40625,0.5136986300999999,,0.2820512821,0.71,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,0.05,0.05
360336,,,45.0,11.0,17.0,1.0,29.0,3.0,16.0,0.0,,5.0,31.0,,,97.0,22.0,67.0,2.0,38.0,10.0,59.0,5.0,,20.0,60.0,,,0.31690140850000004,0.3333333333,0.2023809524,,0.4328358209000001,,0.2133333333,,,0.3406593407,,,0.05,0.05,0.05,,0.05,0.05,0.05,,0.05,0.05
360337,,2.0,29.0,1.0,4.0,,22.0,2.0,7.0,2.0,,1.0,22.0,,0.0,16.0,0.0,5.0,,13.0,2.0,3.0,0.0,,0.0,14.0,,,0.6444444443999999,,,,0.6285714286,,,,,0.6111111111,,,0.05,,,,0.05,,,,,0.05
360360,,1.0,72.0,4.0,22.0,1.0,42.0,3.0,30.0,2.0,,2.0,62.0,,0.0,58.0,7.0,41.0,0.0,25.0,2.0,33.0,3.0,,16.0,46.0,,,0.5538461538,,0.34920634920000004,,0.6268656716,,0.4761904762,,,0.5740740741,,,0.05,,0.05,,0.05,,0.05,,0.05,0.05
360372,,,6.0,2.0,,,2.0,2.0,4.0,0.0,,1.0,2.0,,,16.0,6.0,,,2.0,1.0,14.0,2.0,,12.0,7.0,,,,,,,,,,,,,,,0.05,,,,,,0.05,,0.05,
