agency_code,pct_ap_a_am7_course2,pct_ap_a_as7_course2,pct_ap_a_all_course2,pct_ap_a_bl7_course2,pct_ap_a_els_course2,pct_ap_a_fem_course2,pct_ap_a_hi7_course2,pct_ap_a_male_course2,pct_ap_a_mu7_course2,pct_ap_a_pi7_course2,pct_ap_a_swd_course2,pct_ap_a_wh7_course2,pct_ap_h_am7_course2,pct_ap_h_as7_course2,pct_ap_h_all_course2,pct_ap_h_bl7_course2,pct_ap_h_els_course2,pct_ap_h_fem_course2,pct_ap_h_hi7_course2,pct_ap_h_male_course2,pct_ap_h_mu7_course2,pct_ap_h_pi7_course2,pct_ap_h_swd_course2,pct_ap_h_wh7_course2,pct_ap_t_am7_course2,pct_ap_t_as7_course2,pct_ap_t_all_course2,pct_ap_t_bl7_course2,pct_ap_t_fem_course2,pct_ap_t_hi7_course2,pct_ap_t_male_course2,pct_ap_t_mu7_course2,pct_ap_t_pi7_course2,pct_ap_t_swd_course2,pct_ap_t_wh7_course2,pct_ccp_a_am7_course2,pct_ccp_a_as7_course2,pct_ccp_a_all_course2,pct_ccp_a_bl7_course2,pct_ccp_a_els_course2,pct_ccp_a_fem_course2,pct_ccp_a_hi7_course2,pct_ccp_a_male_course2,pct_ccp_a_mu7_course2,pct_ccp_a_pi7_course2,pct_ccp_a_swd_course2,pct_ccp_a_wh7_course2,pct_ccp_h_am7_course2,pct_ccp_h_as7_course2,pct_ccp_h_all_course2,pct_ccp_h_bl7_course2,pct_ccp_h_els_course2,pct_ccp_h_fem_course2,pct_ccp_h_hi7_course2,pct_ccp_h_male_course2,pct_ccp_h_mu7_course2,pct_ccp_h_pi7_course2,pct_ccp_h_swd_course2,pct_ccp_h_wh7_course2,pct_ccp_i_all_course2,pct_ccp_i_fem_course2,pct_ccp_i_hi7_course2,pct_ccp_t_am7_course2,pct_ccp_t_as7_course2,pct_ccp_t_all_course2,pct_ccp_t_bl7_course2,pct_ccp_t_els_course2,pct_ccp_t_fem_course2,pct_ccp_t_hi7_course2,pct_ccp_t_male_course2,pct_ccp_t_mu7_course2,pct_ccp_t_pi7_course2,pct_ccp_t_swd_course2,pct_ccp_t_wh7_course2,pct_ib_h_am7_course2,pct_ib_h_as7_course2,pct_ib_h_all_course2,pct_ib_h_bl7_course2,pct_ib_h_els_course2,pct_ib_h_fem_course2,pct_ib_h_hi7_course2,pct_ib_h_male_course2,pct_ib_h_mu7_course2,pct_ib_h_pi7_course2,pct_ib_h_swd_course2,pct_ib_h_wh7_course2,total_ap_a_am7_course2,total_ap_a_as7_course2,total_ap_a_all_course2,total_ap_a_bl7_course2,total_ap_a_els_course2,total_ap_a_fem_course2,total_ap_a_hi7_course2,total_ap_a_male_course2,total_ap_a_mu7_course2,total_ap_a_pi7_course2,total_ap_a_swd_course2,total_ap_a_wh7_course2,total_ap_h_am7_course2,total_ap_h_as7_course2,total_ap_h_all_course2,total_ap_h_bl7_course2,total_ap_h_els_course2,total_ap_h_fem_course2,total_ap_h_hi7_course2,total_ap_h_male_course2,total_ap_h_mu7_course2,total_ap_h_pi7_course2,total_ap_h_swd_course2,total_ap_h_wh7_course2,total_ap_t_am7_course2,total_ap_t_as7_course2,total_ap_t_all_course2,total_ap_t_bl7_course2,total_ap_t_fem_course2,total_ap_t_hi7_course2,total_ap_t_male_course2,total_ap_t_mu7_course2,total_ap_t_pi7_course2,total_ap_t_swd_course2,total_ap_t_wh7_course2,total_ccp_a_am7_course2,total_ccp_a_as7_course2,total_ccp_a_all_course2,total_ccp_a_bl7_course2,total_ccp_a_els_course2,total_ccp_a_fem_course2,total_ccp_a_hi7_course2,total_ccp_a_male_course2,total_ccp_a_mu7_course2,total_ccp_a_pi7_course2,total_ccp_a_swd_course2,total_ccp_a_wh7_course2,total_ccp_h_am7_course2,total_ccp_h_as7_course2,total_ccp_h_all_course2,total_ccp_h_bl7_course2,total_ccp_h_els_course2,total_ccp_h_fem_course2,total_ccp_h_hi7_course2,total_ccp_h_male_course2,total_ccp_h_mu7_course2,total_ccp_h_pi7_course2,total_ccp_h_swd_course2,total_ccp_h_wh7_course2,total_ccp_i_all_course2,total_ccp_i_fem_course2,total_ccp_i_hi7_course2,total_ccp_t_am7_course2,total_ccp_t_as7_course2,total_ccp_t_all_course2,total_ccp_t_bl7_course2,total_ccp_t_els_course2,total_ccp_t_fem_course2,total_ccp_t_hi7_course2,total_ccp_t_male_course2,total_ccp_t_mu7_course2,total_ccp_t_pi7_course2,total_ccp_t_swd_course2,total_ccp_t_wh7_course2,total_ib_h_am7_course2,total_ib_h_as7_course2,total_ib_h_all_course2,total_ib_h_bl7_course2,total_ib_h_els_course2,total_ib_h_fem_course2,total_ib_h_hi7_course2,total_ib_h_male_course2,total_ib_h_mu7_course2,total_ib_h_pi7_course2,total_ib_h_swd_course2,total_ib_h_wh7_course2,year_a_am7_course2,year_a_as7_course2,year_a_all_course2,year_a_bl7_course2,year_a_els_course2,year_a_fem_course2,year_a_hi7_course2,year_a_male_course2,year_a_mu7_course2,year_a_pi7_course2,year_a_swd_course2,year_a_wh7_course2,year_h_am7_course2,year_h_as7_course2,year_h_all_course2,year_h_bl7_course2,year_h_els_course2,year_h_fem_course2,year_h_hi7_course2,year_h_male_course2,year_h_mu7_course2,year_h_pi7_course2,year_h_swd_course2,year_h_wh7_course2,year_i_all_course2,year_i_fem_course2,year_i_hi7_course2,year_t_am7_course2,year_t_as7_course2,year_t_all_course2,year_t_bl7_course2,year_t_els_course2,year_t_fem_course2,year_t_hi7_course2,year_t_male_course2,year_t_mu7_course2,year_t_pi7_course2,year_t_swd_course2,year_t_wh7_course2
490310,,,100.0,,,33.33,,22.22,,,,55.56,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,4.0,,68.0,,32.0,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,3.0,,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,,17.0,,8.0,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,,2019.0,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
490320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,6.02,100.0,10.19,,49.07,11.11,50.93,4.63,0.46,,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,216.0,22.0,,106.0,24.0,110.0,10.0,1.0,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,,,,,,,,,,,,,,,
490335,,,,,,,,,,,,,0.29,2.49,100.0,0.59,,31.92,2.34,30.01,1.32,,0.59,54.9,,,,,,,,,,,,,,,,,,,,,,,,0.22,3.89,100.0,4.97,1.73,48.6,7.13,51.4,1.73,,7.34,82.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,683.0,4.0,,218.0,16.0,205.0,9.0,,4.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,463.0,23.0,8.0,225.0,33.0,238.0,8.0,,34.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
490346,,,,,,,,,,,,,,,100.0,0.79,,31.75,3.97,23.81,0.79,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.52,100.0,6.77,2.08,41.67,15.1,58.33,2.08,,6.25,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,1.0,,40.0,5.0,30.0,1.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,192.0,13.0,4.0,80.0,29.0,112.0,4.0,,12.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
490350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,100.0,28.57,2.86,31.43,22.86,68.57,5.71,,22.86,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,35.0,10.0,1.0,11.0,8.0,24.0,2.0,,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
490354,,,,,,,,,,,,,,1.45,100.0,15.22,,52.17,10.87,21.74,5.8,,1.45,40.58,,,,,,,,,,,,,,,,,,,,,,,,,2.39,100.0,43.82,7.57,58.17,24.3,41.83,6.37,,5.58,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,138.0,21.0,,72.0,15.0,30.0,8.0,,2.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,251.0,110.0,19.0,146.0,61.0,105.0,16.0,,14.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
490355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,8.05,100.0,17.24,0.57,72.41,12.64,27.59,2.87,,,58.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,174.0,30.0,1.0,126.0,22.0,48.0,5.0,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,
490362,,,,,,,,,,,,,,4.22,100.0,1.58,0.26,44.85,6.6,32.45,1.32,,,63.59,,,,,,,,,,,,,,,,,,,,,,,,,2.61,100.0,8.96,2.99,58.21,9.7,41.79,2.61,,6.72,76.12,,,,,,,,,,,,,,,,,7.19,100.0,2.99,0.3,57.49,8.38,42.51,1.8,,,79.64,,,,,,,,,,,,,,16.0,379.0,6.0,1.0,170.0,25.0,123.0,5.0,,,241.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,268.0,24.0,8.0,156.0,26.0,112.0,7.0,,18.0,204.0,,,,,,,,,,,,,,,,,24.0,334.0,10.0,1.0,192.0,28.0,142.0,6.0,,,266.0,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
490380,,,,,,,,,,,,,,,100.0,5.34,,41.22,5.34,37.4,0.76,,,67.18,,,,,,,,,,,,,,,,,,,,,,,,,2.58,100.0,12.9,3.23,56.13,13.55,43.87,1.29,,7.74,69.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,7.0,,54.0,7.0,49.0,1.0,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,155.0,20.0,5.0,87.0,21.0,68.0,2.0,,12.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
491312,,,,,,,,,,,,,,3.36,100.0,3.36,,39.71,3.57,28.15,0.63,0.42,,56.51,,,,,,,,,,,,,,,,,,,,,,,,0.27,1.62,100.0,12.26,2.29,50.81,10.38,49.19,3.91,,7.82,71.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,476.0,16.0,,189.0,17.0,134.0,3.0,2.0,,269.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,742.0,91.0,17.0,377.0,77.0,365.0,29.0,,58.0,531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
49E000,,3.06,100.0,1.02,,36.05,1.7,31.29,2.38,,1.02,59.18,,,,,,,,,,,,,,,,,,,,,,,,,4.35,100.0,3.26,,65.22,4.35,34.78,1.09,,,86.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,294.0,3.0,,106.0,5.0,92.0,7.0,,3.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,92.0,3.0,,60.0,4.0,32.0,1.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49F000,,9.09,100.0,,,36.36,18.18,63.64,,,,72.73,,,,,,,,,,,,,,,,,,,,,,,,,6.67,100.0,10.0,,43.33,6.67,56.67,10.0,,,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,,,4.0,2.0,7.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,3.0,,13.0,2.0,17.0,3.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
500302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,53.49,20.93,46.51,,,2.33,79.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,23.0,9.0,20.0,,,1.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,2019.0,2019.0,,,2019.0,2019.0
500323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38,3.08,100.0,3.85,,62.31,8.46,37.69,3.08,0.77,2.31,75.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,130.0,5.0,,81.0,11.0,49.0,4.0,1.0,3.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
500324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,20.0,,80.0,,,6.67,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,3.0,,12.0,,,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,,2019.0,,,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
500340,,,,,,,,,,,,,,,100.0,,,41.79,1.49,17.91,,,,58.21,,,,,,,,,,,,,,,,,,,,,,,,3.57,1.19,100.0,1.98,0.79,47.62,6.75,52.38,1.59,,5.95,84.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,28.0,1.0,12.0,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,252.0,5.0,2.0,120.0,17.0,132.0,4.0,,15.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
510324,,,,,,,,,,,,,,1.88,100.0,7.51,,35.68,4.23,36.15,1.88,,1.41,56.34,,,,,,,,,,,,,,,,,,,,,,,,0.76,1.52,100.0,24.9,1.52,57.79,16.35,42.21,3.61,0.19,10.84,52.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,213.0,16.0,,76.0,9.0,77.0,4.0,,3.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,526.0,131.0,8.0,304.0,86.0,222.0,19.0,1.0,57.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
510325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,16.98,,65.09,31.13,34.91,2.83,,1.89,49.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,18.0,,69.0,33.0,37.0,3.0,,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
510327,,,,,,,,,,,,,0.51,1.02,100.0,3.55,,36.04,4.57,27.92,2.03,,,52.28,,,,,,,,,,,,,,,,,,,,,,,,,1.47,100.0,14.15,2.02,67.1,12.13,32.9,5.33,,7.17,66.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,197.0,7.0,,71.0,9.0,55.0,4.0,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,544.0,77.0,11.0,365.0,66.0,179.0,29.0,,39.0,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
510333,,,,,,,,,,,,,,1.16,100.0,3.47,,34.1,4.05,20.23,1.16,,0.58,44.51,,,,,,,,,,,,,,,,,,,,,,,,,1.32,100.0,9.74,2.52,54.33,13.34,45.67,2.64,,7.21,72.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,173.0,6.0,,59.0,7.0,35.0,2.0,,1.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,832.0,81.0,21.0,452.0,111.0,380.0,22.0,,60.0,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
510367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,2.16,100.0,10.82,,66.67,39.83,33.33,4.33,,2.6,41.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,231.0,25.0,,154.0,92.0,77.0,10.0,,6.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
510368,,,,,,,,,,,,,,,100.0,,,25.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,1.66,0.83,100.0,10.37,4.98,63.9,19.09,36.1,2.07,,9.96,65.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,241.0,25.0,12.0,154.0,46.0,87.0,5.0,,24.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
510376,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,6.67,33.33,,33.33,3.33,,,56.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,9.89,1.1,71.43,10.99,28.57,4.95,,6.59,74.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,2.0,10.0,,10.0,1.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,18.0,2.0,130.0,20.0,52.0,9.0,,12.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0
510399,,,,,,,,,,,,,,2.33,100.0,8.14,,41.86,30.23,32.56,1.16,,2.33,32.56,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.8,100.0,26.54,13.67,45.84,45.04,54.16,4.83,,15.82,22.52,,,,,,,,,,,,,,,,,3.45,100.0,9.2,1.15,70.11,34.48,29.89,3.45,,,49.43,,,,,,,,,,,,,,2.0,86.0,7.0,,36.0,26.0,28.0,1.0,,2.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,373.0,99.0,51.0,171.0,168.0,202.0,18.0,,59.0,84.0,,,,,,,,,,,,,,,,,3.0,87.0,8.0,1.0,61.0,30.0,26.0,3.0,,,43.0,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
510402,,,,,,,,,,,,,,,100.0,,,38.78,,28.57,,,2.04,67.35,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.39,100.0,8.86,4.92,51.38,22.44,48.62,2.76,0.2,12.4,64.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,19.0,,14.0,,,1.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,508.0,45.0,25.0,261.0,114.0,247.0,14.0,1.0,63.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
510406,,,,,,,,,,,,,0.56,,100.0,7.3,0.56,42.7,5.62,25.84,2.25,,,52.81,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.26,100.0,10.57,5.67,47.68,22.94,52.32,3.61,,10.82,61.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,178.0,13.0,1.0,76.0,10.0,46.0,4.0,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,388.0,41.0,22.0,185.0,89.0,203.0,14.0,,42.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
51A000,,,100.0,6.85,,38.36,2.74,26.03,4.11,,,50.68,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18.18,,45.45,9.09,54.55,,,,72.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,5.0,,28.0,2.0,19.0,3.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,,5.0,1.0,6.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
520320,,,,,,,,,,,,,,,100.0,,,,,16.67,,,16.67,16.67,,,,,,,,,,,,,,,,,,,,,,,,,0.45,100.0,44.55,,57.73,7.73,42.27,2.27,,10.91,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,220.0,98.0,,127.0,17.0,93.0,5.0,,24.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
530306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,62.5,12.5,25.0,25.0,75.0,,,31.25,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,10.0,2.0,4.0,4.0,12.0,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,2019.0,2019.0
530335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,3.06,100.0,11.79,,61.14,48.47,38.86,2.18,,1.75,33.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,229.0,27.0,,140.0,111.0,89.0,5.0,,4.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
530336,,,,,,,,,,,,,,1.52,100.0,6.06,,45.45,15.66,20.71,1.01,,,41.92,,,,,,,,,,,,,,,,,,,,,,,,0.59,1.18,100.0,13.78,7.87,42.32,33.46,57.68,3.94,,7.48,47.05,,,,,,,,,,,,,,,,,3.13,100.0,12.5,,59.38,43.75,40.63,3.13,,,37.5,,,,,,,,,,,,,,3.0,198.0,12.0,,90.0,31.0,41.0,2.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,508.0,70.0,40.0,215.0,170.0,293.0,20.0,,38.0,239.0,,,,,,,,,,,,,,,,,1.0,32.0,4.0,,19.0,14.0,13.0,1.0,,,12.0,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
530343,,,,,,,,,,,,,,3.09,100.0,7.22,,39.18,18.56,24.74,2.06,,,32.99,,,,,,,,,,,,,,,,,,,,,,,,0.72,1.44,100.0,18.02,5.77,44.86,33.87,55.14,4.68,0.18,6.49,41.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,97.0,7.0,,38.0,18.0,24.0,2.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,555.0,100.0,32.0,249.0,188.0,306.0,26.0,1.0,36.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
