agency_code,pct_ap_a_am7_course2,pct_ap_a_as7_course2,pct_ap_a_all_course2,pct_ap_a_bl7_course2,pct_ap_a_els_course2,pct_ap_a_fem_course2,pct_ap_a_hi7_course2,pct_ap_a_male_course2,pct_ap_a_mu7_course2,pct_ap_a_pi7_course2,pct_ap_a_swd_course2,pct_ap_a_wh7_course2,pct_ap_h_am7_course2,pct_ap_h_as7_course2,pct_ap_h_all_course2,pct_ap_h_bl7_course2,pct_ap_h_els_course2,pct_ap_h_fem_course2,pct_ap_h_hi7_course2,pct_ap_h_male_course2,pct_ap_h_mu7_course2,pct_ap_h_pi7_course2,pct_ap_h_swd_course2,pct_ap_h_wh7_course2,pct_ap_t_am7_course2,pct_ap_t_as7_course2,pct_ap_t_all_course2,pct_ap_t_bl7_course2,pct_ap_t_fem_course2,pct_ap_t_hi7_course2,pct_ap_t_male_course2,pct_ap_t_mu7_course2,pct_ap_t_pi7_course2,pct_ap_t_swd_course2,pct_ap_t_wh7_course2,pct_ccp_a_am7_course2,pct_ccp_a_as7_course2,pct_ccp_a_all_course2,pct_ccp_a_bl7_course2,pct_ccp_a_els_course2,pct_ccp_a_fem_course2,pct_ccp_a_hi7_course2,pct_ccp_a_male_course2,pct_ccp_a_mu7_course2,pct_ccp_a_pi7_course2,pct_ccp_a_swd_course2,pct_ccp_a_wh7_course2,pct_ccp_h_am7_course2,pct_ccp_h_as7_course2,pct_ccp_h_all_course2,pct_ccp_h_bl7_course2,pct_ccp_h_els_course2,pct_ccp_h_fem_course2,pct_ccp_h_hi7_course2,pct_ccp_h_male_course2,pct_ccp_h_mu7_course2,pct_ccp_h_pi7_course2,pct_ccp_h_swd_course2,pct_ccp_h_wh7_course2,pct_ccp_i_all_course2,pct_ccp_i_fem_course2,pct_ccp_i_hi7_course2,pct_ccp_t_am7_course2,pct_ccp_t_as7_course2,pct_ccp_t_all_course2,pct_ccp_t_bl7_course2,pct_ccp_t_els_course2,pct_ccp_t_fem_course2,pct_ccp_t_hi7_course2,pct_ccp_t_male_course2,pct_ccp_t_mu7_course2,pct_ccp_t_pi7_course2,pct_ccp_t_swd_course2,pct_ccp_t_wh7_course2,pct_ib_h_am7_course2,pct_ib_h_as7_course2,pct_ib_h_all_course2,pct_ib_h_bl7_course2,pct_ib_h_els_course2,pct_ib_h_fem_course2,pct_ib_h_hi7_course2,pct_ib_h_male_course2,pct_ib_h_mu7_course2,pct_ib_h_pi7_course2,pct_ib_h_swd_course2,pct_ib_h_wh7_course2,total_ap_a_am7_course2,total_ap_a_as7_course2,total_ap_a_all_course2,total_ap_a_bl7_course2,total_ap_a_els_course2,total_ap_a_fem_course2,total_ap_a_hi7_course2,total_ap_a_male_course2,total_ap_a_mu7_course2,total_ap_a_pi7_course2,total_ap_a_swd_course2,total_ap_a_wh7_course2,total_ap_h_am7_course2,total_ap_h_as7_course2,total_ap_h_all_course2,total_ap_h_bl7_course2,total_ap_h_els_course2,total_ap_h_fem_course2,total_ap_h_hi7_course2,total_ap_h_male_course2,total_ap_h_mu7_course2,total_ap_h_pi7_course2,total_ap_h_swd_course2,total_ap_h_wh7_course2,total_ap_t_am7_course2,total_ap_t_as7_course2,total_ap_t_all_course2,total_ap_t_bl7_course2,total_ap_t_fem_course2,total_ap_t_hi7_course2,total_ap_t_male_course2,total_ap_t_mu7_course2,total_ap_t_pi7_course2,total_ap_t_swd_course2,total_ap_t_wh7_course2,total_ccp_a_am7_course2,total_ccp_a_as7_course2,total_ccp_a_all_course2,total_ccp_a_bl7_course2,total_ccp_a_els_course2,total_ccp_a_fem_course2,total_ccp_a_hi7_course2,total_ccp_a_male_course2,total_ccp_a_mu7_course2,total_ccp_a_pi7_course2,total_ccp_a_swd_course2,total_ccp_a_wh7_course2,total_ccp_h_am7_course2,total_ccp_h_as7_course2,total_ccp_h_all_course2,total_ccp_h_bl7_course2,total_ccp_h_els_course2,total_ccp_h_fem_course2,total_ccp_h_hi7_course2,total_ccp_h_male_course2,total_ccp_h_mu7_course2,total_ccp_h_pi7_course2,total_ccp_h_swd_course2,total_ccp_h_wh7_course2,total_ccp_i_all_course2,total_ccp_i_fem_course2,total_ccp_i_hi7_course2,total_ccp_t_am7_course2,total_ccp_t_as7_course2,total_ccp_t_all_course2,total_ccp_t_bl7_course2,total_ccp_t_els_course2,total_ccp_t_fem_course2,total_ccp_t_hi7_course2,total_ccp_t_male_course2,total_ccp_t_mu7_course2,total_ccp_t_pi7_course2,total_ccp_t_swd_course2,total_ccp_t_wh7_course2,total_ib_h_am7_course2,total_ib_h_as7_course2,total_ib_h_all_course2,total_ib_h_bl7_course2,total_ib_h_els_course2,total_ib_h_fem_course2,total_ib_h_hi7_course2,total_ib_h_male_course2,total_ib_h_mu7_course2,total_ib_h_pi7_course2,total_ib_h_swd_course2,total_ib_h_wh7_course2,year_a_am7_course2,year_a_as7_course2,year_a_all_course2,year_a_bl7_course2,year_a_els_course2,year_a_fem_course2,year_a_hi7_course2,year_a_male_course2,year_a_mu7_course2,year_a_pi7_course2,year_a_swd_course2,year_a_wh7_course2,year_h_am7_course2,year_h_as7_course2,year_h_all_course2,year_h_bl7_course2,year_h_els_course2,year_h_fem_course2,year_h_hi7_course2,year_h_male_course2,year_h_mu7_course2,year_h_pi7_course2,year_h_swd_course2,year_h_wh7_course2,year_i_all_course2,year_i_fem_course2,year_i_hi7_course2,year_t_am7_course2,year_t_as7_course2,year_t_all_course2,year_t_bl7_course2,year_t_els_course2,year_t_fem_course2,year_t_hi7_course2,year_t_male_course2,year_t_mu7_course2,year_t_pi7_course2,year_t_swd_course2,year_t_wh7_course2
050303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,68.33,10.0,31.67,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,41.0,6.0,19.0,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,2019.0,2019.0,,,,2019.0,,,,,,,,,,,,,,,
060302,,,,,,,,,,,,,,,100.0,20.0,,80.0,,,20.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.51,100.0,1.02,3.05,42.13,8.12,57.87,0.51,0.51,9.64,88.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,4.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,197.0,2.0,6.0,83.0,16.0,114.0,1.0,1.0,19.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
060334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,25.0,,75.0,,25.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,3.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,,2019.0,,2019.0,,2019.0
060700,,,,,,,,,,,,,,2.08,100.0,,,50.0,2.08,31.25,,,4.17,77.08,,,,,,,,,,,,,,,,,,,,,,,,,1.45,100.0,,,65.22,4.35,34.78,,,2.9,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,48.0,,,24.0,1.0,15.0,,,2.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,69.0,,,45.0,3.0,24.0,,,2.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,,2019.0,2019.0,2019.0,,,2019.0,2019.0,,,,,,,,,,,,,,,
060701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,5.26,21.05,15.79,78.95,,,26.32,84.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,1.0,4.0,3.0,15.0,,,5.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,2019.0,2019.0,2019.0,2019.0,,,2019.0,2019.0,,,,,,,,,,,,,,,
06A000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,50.0,,50.0,,50.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,,2019.0,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06B000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,14.29,100.0,28.57,,,,28.57,71.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,7.0,2.0,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,2019.0,2019.0,2019.0,,,,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
070310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20.0,,,,100.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,5.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,,,2019.0,,,,2019.0
070311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,100.0,14.77,,67.05,26.7,32.95,2.84,,,54.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,176.0,26.0,,118.0,47.0,58.0,5.0,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,
070330,,,,,,,,,,,,,,,100.0,,,12.5,,12.5,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,0.41,100.0,15.85,4.88,49.19,12.2,50.81,1.22,,7.72,70.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,3.0,,3.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,246.0,39.0,12.0,121.0,30.0,125.0,3.0,,19.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
070339,,,,,,,,,,,,,,,100.0,20.0,,40.0,3.33,13.33,3.33,,,26.67,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,29.17,3.13,49.48,13.54,50.52,2.6,,11.46,54.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,6.0,,12.0,1.0,4.0,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,56.0,6.0,95.0,26.0,97.0,5.0,,22.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
070342,,,,,,,,,,,,,,,100.0,4.12,,45.36,4.12,23.71,,,,60.82,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25.78,3.68,49.01,16.43,50.99,3.97,0.57,9.07,53.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,4.0,,44.0,4.0,23.0,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,91.0,13.0,173.0,58.0,180.0,14.0,2.0,32.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
07A000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,50.0,,50.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,8.0,,8.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,,2019.0,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
080311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,64.38,,63.7,0.68,36.3,2.74,,2.05,32.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,94.0,,93.0,1.0,53.0,4.0,,3.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
080312,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,84.83,,55.86,0.69,44.14,0.69,,9.66,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,123.0,,81.0,1.0,64.0,1.0,,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
090330,,,,,,,,,,,,,,,100.0,,,50.0,,50.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.81,100.0,42.97,3.24,57.57,11.62,42.43,3.78,,5.41,38.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,370.0,159.0,12.0,213.0,43.0,157.0,14.0,,20.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
090368,,,,,,,,,,,,,,,100.0,4.62,,43.08,23.08,26.15,3.08,,,38.46,,,,,,,,,,,,,,,,,,,,,,,,1.98,0.25,100.0,23.7,2.72,57.78,21.98,42.22,2.96,,5.68,49.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,3.0,,28.0,15.0,17.0,2.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,405.0,96.0,11.0,234.0,89.0,171.0,12.0,,23.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
090376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,,100.0,34.78,,73.91,15.22,26.09,10.87,,2.17,36.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,46.0,16.0,,34.0,7.0,12.0,5.0,,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
09A000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25.0,,50.0,25.0,50.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,2.0,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,,2019.0,2019.0,2019.0,,,,2019.0
100307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,100.0,7.39,,60.56,14.79,39.44,5.63,,,70.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,284.0,21.0,,172.0,42.0,112.0,16.0,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,,2019.0,,,,,,,,,,,,,,,
100308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,100.0,20.0,3.33,13.33,16.67,86.67,,,10.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,30.0,6.0,1.0,4.0,5.0,26.0,,,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,2019.0,2019.0
100326,,,,,,,,,,,,,,3.13,100.0,10.94,,29.69,4.69,15.63,1.56,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.28,100.0,17.9,2.3,45.27,13.04,54.73,5.37,0.51,8.44,61.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,64.0,7.0,,19.0,3.0,10.0,1.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,391.0,70.0,9.0,177.0,51.0,214.0,21.0,2.0,33.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
100334,,,,,,,,,,,,,1.18,0.59,100.0,1.76,,34.12,2.35,19.41,1.18,,,46.47,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.5,100.0,6.2,0.74,45.16,5.46,54.84,3.97,,8.44,82.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,170.0,3.0,,58.0,4.0,33.0,2.0,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,403.0,25.0,3.0,182.0,22.0,221.0,16.0,,34.0,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
100348,,,,,,,,,,,,,,0.67,100.0,2.0,,22.0,4.67,17.33,1.33,,,30.67,,,,,,,,,,,,,,,,,,,,,,,,1.17,0.93,100.0,10.96,1.86,47.79,15.15,52.21,3.03,0.23,6.53,68.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,150.0,3.0,,33.0,7.0,26.0,2.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,429.0,47.0,8.0,205.0,65.0,224.0,13.0,1.0,28.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
110303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,2019.0,,,,,,,,,,,,,,,,,,,,
110304,,,,,,,,,,,,,,1.69,100.0,0.85,,37.29,2.97,26.69,5.93,,3.81,52.54,,,,,,,,,,,,,,,,,,,,,,,,,1.08,100.0,7.31,0.65,54.19,6.24,45.81,6.02,0.22,13.55,79.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,236.0,2.0,,88.0,7.0,63.0,14.0,,9.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,465.0,34.0,3.0,252.0,29.0,213.0,28.0,1.0,63.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
110322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,100.0,3.14,1.57,65.88,21.96,34.12,4.71,,4.71,67.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,255.0,8.0,4.0,168.0,56.0,87.0,12.0,,12.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
110323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,68.75,18.75,31.25,,,3.13,81.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,22.0,6.0,10.0,,,1.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,,,2019.0,2019.0,2019.0,,,2019.0,2019.0,,,,,,,,,,,,,,,
110336,,,,,,,,,,,,,,1.64,100.0,,,36.07,3.28,19.67,4.1,,0.82,46.72,,,,,,,,,,,,,,,,,,,,,,,,0.44,1.75,100.0,1.75,2.18,48.91,8.73,51.09,3.93,,16.16,83.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,122.0,,,44.0,4.0,24.0,5.0,,1.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,229.0,4.0,5.0,112.0,20.0,117.0,9.0,,37.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
110340,,,,,,,,,,,,,,,100.0,3.33,0.83,35.0,6.67,15.0,3.33,,0.83,36.67,,,,,,,,,,,,,,,,,,,,,,,,,0.55,100.0,7.18,5.34,44.94,26.15,55.06,5.89,1.66,11.6,58.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,4.0,1.0,42.0,8.0,18.0,4.0,,1.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,543.0,39.0,29.0,244.0,142.0,299.0,32.0,9.0,63.0,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,,,,,,,,,,,,,,
110352,,,,,,,,,,,,,,0.62,100.0,0.62,,34.78,3.73,24.22,4.35,,1.24,49.69,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.71,2.56,53.85,15.95,46.15,4.56,,13.39,77.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,161.0,1.0,,56.0,6.0,39.0,7.0,,2.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,6.0,9.0,189.0,56.0,162.0,16.0,,47.0,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
110380,,,,,,,,,,,,,,1.0,100.0,,,34.33,6.47,33.33,1.49,,,58.71,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.57,100.0,,1.98,48.16,9.63,51.84,2.27,,9.07,87.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,201.0,,,69.0,13.0,67.0,3.0,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,353.0,,7.0,170.0,34.0,183.0,8.0,,32.0,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
110416,,,,,,,,,,,,,,2.62,100.0,1.45,,31.98,2.33,25.0,1.74,,0.87,48.84,,,,,,,,,,,,,,,,,,,,,,,,0.47,2.12,100.0,11.08,1.42,49.29,14.15,50.71,6.37,,7.31,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,344.0,5.0,,110.0,8.0,86.0,6.0,,3.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,424.0,47.0,6.0,209.0,60.0,215.0,27.0,,31.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
110500,,,,,,,,,,,,,,2.7,100.0,,,18.92,2.7,40.54,2.7,,2.7,51.35,,,,,,,,,,,,,,,,,,,,,,,,0.28,4.25,100.0,0.57,,52.41,7.65,47.59,3.97,,2.83,83.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,37.0,,,7.0,1.0,15.0,1.0,,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,353.0,2.0,,185.0,27.0,168.0,14.0,,10.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,2019.0,2019.0,,2019.0,2019.0,,,,,,,,,,,,,,,
