agency_code,adm_central expense_funds2,adm_employee benefits_funds2,adm_instructional equip._funds2,adm_other objects_funds2,adm_purchased services_funds2,adm_salaries_funds2,adm_supplies & materials_funds2,adm_total_funds2,federal_funds_central expense_funds2,federal_funds_employee benefits_funds2,federal_funds_instructional equip._funds2,federal_funds_other objects_funds2,federal_funds_purchased services_funds2,federal_funds_salaries_funds2,federal_funds_supplies & materials_funds2,federal_funds_total_funds2,federal_ppe_central expense_funds2,federal_ppe_employee benefits_funds2,federal_ppe_instructional equip._funds2,federal_ppe_other objects_funds2,federal_ppe_purchased services_funds2,federal_ppe_salaries_funds2,federal_ppe_supplies & materials_funds2,federal_ppe_total_funds2,local_funds_central expense_funds2,local_funds_employee benefits_funds2,local_funds_instructional equip._funds2,local_funds_other objects_funds2,local_funds_purchased services_funds2,local_funds_salaries_funds2,local_funds_supplies & materials_funds2,local_funds_total_funds2,local_ppe_central expense_funds2,local_ppe_employee benefits_funds2,local_ppe_instructional equip._funds2,local_ppe_other objects_funds2,local_ppe_purchased services_funds2,local_ppe_salaries_funds2,local_ppe_supplies & materials_funds2,local_ppe_total_funds2,state_funds_central expense_funds2,state_funds_employee benefits_funds2,state_funds_instructional equip._funds2,state_funds_other objects_funds2,state_funds_purchased services_funds2,state_funds_salaries_funds2,state_funds_supplies & materials_funds2,state_funds_total_funds2,state_ppe_central expense_funds2,state_ppe_employee benefits_funds2,state_ppe_instructional equip._funds2,state_ppe_other objects_funds2,state_ppe_purchased services_funds2,state_ppe_salaries_funds2,state_ppe_supplies & materials_funds2,state_ppe_total_funds2,total_funds_central expense_funds2,total_funds_employee benefits_funds2,total_funds_instructional equip._funds2,total_funds_other objects_funds2,total_funds_purchased services_funds2,total_funds_salaries_funds2,total_funds_supplies & materials_funds2,total_funds_total_funds2,total_ppe_central expense_funds2,total_ppe_employee benefits_funds2,total_ppe_instructional equip._funds2,total_ppe_other objects_funds2,total_ppe_purchased services_funds2,total_ppe_salaries_funds2,total_ppe_supplies & materials_funds2,total_ppe_total_funds2
600590,784,784,784,784,784,784,784,784,100814.56,19325.6,15295.84,37130.24,31869.6,77827.68,115020.64,397280.0,128.59,24.65,19.51,47.36,40.65,99.27,146.71,506.74,536318.72,262271.52,2767.52,6726.72,175090.72,871212.16,103448.8,1957832.0,684.08,334.53,3.53,8.58,223.33,1111.24,131.95,2497.24,300138.72,1019058.88,27189.12,0.0,68145.28,2657368.0,93625.28,4165523.0,382.83,1299.82,34.68,0.0,86.92,3389.5,119.42,5313.17,937270,1300654,45251,43856,275104,3606407,312093,6520635,1195.5,1659.0,57.72,55.94,350.9,4600.01,398.08,8317.15
600592,1895,1895,1895,1895,1895,1895,1895,1895,243678.05,205607.5,4282.7,91604.3,143565.2,668214.9,484513.6,1841463.0,128.59,108.5,2.26,48.34,75.76,352.62,255.68,971.75,1296331.6,836130.85,776.95,16600.2,843502.4,2510761.3,308032.25,5812132.0,684.08,441.23,0.41,8.76,445.12,1324.94,162.55,3067.09,725462.85,2393119.7,65718.6,0.0,257303.1,6267883.05,370245.1,10079730.0,382.83,1262.86,34.68,0.0,135.78,3307.59,195.38,5319.12,2265471,3434856,70776,108204,1244370,9446858,1162790,17733325,1195.5,1812.59,37.35,57.1,656.66,4985.15,613.61,9357.96
600593,100,100,100,100,100,100,100,100,12859.0,235.0,620.0,0.0,4779.0,1295.0,36608.0,56396.0,128.59,2.35,6.2,0.0,47.79,12.95,366.08,563.96,68408.0,53386.0,112.0,0.0,9807.0,203704.0,28507.0,363924.0,684.08,533.86,1.12,0.0,98.07,2037.04,285.07,3639.24,38283.0,263194.0,3468.0,0.0,9499.0,733616.0,24934.0,1072994.0,382.83,2631.94,34.68,0.0,94.99,7336.16,249.34,10729.94,119550,316815,4200,0,24085,938615,90049,1493314,1195.5,3168.15,42.0,0.0,240.85,9386.15,900.49,14933.14
600594,169,169,169,169,169,169,169,169,21731.71,6.76,0.0,0.0,2382.9,-248.43,33042.88,56913.0,128.59,0.04,0.0,0.0,14.1,-1.47,195.52,336.78,115609.52,33238.92,0.0,0.0,12686.83,130018.46,26710.45,318261.0,684.08,196.68,0.0,0.0,75.07,769.34,158.05,1883.22,64698.27,154273.34,-8512.53,0.0,123981.78,448679.79,67045.68,850164.0,382.83,912.86,-50.37,0.0,733.62,2654.91,396.72,5030.57,202038,187517,-8512,0,139049,578449,126797,1225338,1195.5,1109.58,-50.37,0.0,822.79,3422.78,750.29,7250.57
610302,214,214,214,214,214,214,214,214,6000.56,64942.58,0.0,0.0,5921.38,128303.7,48402.52,253568.0,28.04,303.47,0.0,0.0,27.67,599.55,226.18,1184.91,44300.14,31241.86,0.0,0.0,108177.0,63628.62,45605.54,292951.0,207.01,145.99,0.0,0.0,505.5,297.33,213.11,1368.94,101947.46,507284.86,10214.22,0.0,26244.96,1408479.52,46099.88,2100267.0,476.39,2370.49,47.73,0.0,122.64,6581.68,215.42,9814.35,152247,603467,10214,0,140342,1600410,140106,2646786,711.44,2819.95,47.73,0.0,655.81,7478.56,654.71,12368.2
610310,247,247,247,247,247,247,247,247,6925.88,58279.65,0.0,0.0,5925.53,129106.9,64637.43,264872.0,28.04,235.95,0.0,0.0,23.99,522.7,261.69,1072.37,51131.47,37726.78,0.0,0.0,91515.97,97488.43,32112.47,309972.0,207.01,152.74,0.0,0.0,370.51,394.69,130.01,1254.96,117668.33,422626.88,11789.31,0.0,35543.3,1229874.75,60774.35,1878274.0,476.39,1711.04,47.73,0.0,143.9,4979.25,246.05,7604.36,175724,518631,11789,0,132983,1456468,157523,2453118,711.44,2099.73,47.73,0.0,538.4,5896.64,637.75,9931.69
610320,262,262,262,262,262,262,262,262,7346.48,73839.46,0.0,0.0,247715.76,159180.72,62814.5,550894.0,28.04,281.83,0.0,0.0,945.48,607.56,239.75,2102.66,54236.62,39286.9,0.0,0.0,82024.34,99476.16,40484.24,315506.0,207.01,149.95,0.0,0.0,313.07,379.68,154.52,1204.23,124814.18,525763.26,12505.26,0.0,28916.94,1378465.84,60459.12,2130922.0,476.39,2006.73,47.73,0.0,110.37,5261.32,230.76,8133.3,186396,638888,12505,0,358655,1637121,163757,2997322,711.44,2438.51,47.73,0.0,1368.92,6248.56,625.03,11440.19
610322,229,229,229,229,229,229,229,229,6421.16,50043.37,0.0,0.0,16600.21,131789.5,68789.31,273642.0,28.04,218.53,0.0,0.0,72.49,575.5,300.39,1194.95,47405.29,76064.64,64.12,0.0,163325.09,141602.15,34501.14,462961.0,207.01,332.16,0.28,0.0,713.21,618.35,150.66,2021.67,109093.31,521265.83,10930.17,0.0,32463.04,1366923.9,53828.74,2094502.0,476.39,2276.27,47.73,0.0,141.76,5969.1,235.06,9146.31,162919,647372,10994,0,212388,1640314,157118,2831105,711.44,2826.96,48.01,0.0,927.46,7162.95,686.11,12362.93
610326,258,258,258,258,258,258,258,258,7234.32,38583.9,0.0,0.0,5575.38,94017.78,67036.14,212445.0,28.04,149.55,0.0,0.0,21.61,364.41,259.83,823.44,53408.58,57789.42,0.0,0.0,132201.78,147374.76,52835.82,443607.0,207.01,223.99,0.0,0.0,512.41,571.22,204.79,1719.42,122908.62,491482.26,12314.34,0.0,26416.62,1364629.08,51241.38,2068990.0,476.39,1904.97,47.73,0.0,102.39,5289.26,198.61,8019.35,183550,587854,12314,0,164192,1606020,171112,2725042,711.44,2278.51,47.73,0.0,636.41,6224.89,663.23,10562.21
610332,128,128,128,128,128,128,128,128,3589.12,1662.72,0.0,0.0,1495.04,11573.76,8474.88,26793.0,28.04,12.99,0.0,0.0,11.68,90.42,66.21,209.34,26497.28,2675.2,0.0,0.0,14428.16,7584.0,4988.16,56172.0,207.01,20.9,0.0,0.0,112.72,59.25,38.97,438.85,60977.92,157041.92,6109.44,0.0,76064.0,447637.76,112510.72,860338.0,476.39,1226.89,47.73,0.0,594.25,3497.17,878.99,6721.42,91063,161378,6109,0,91987,466794,125972,943303,711.44,1260.78,47.73,0.0,718.65,3646.84,984.17,7369.61
610334,486,486,486,486,486,486,486,486,13627.44,54718.74,0.0,0.0,9263.16,106025.76,94249.98,277882.0,28.04,112.59,0.0,0.0,19.06,218.16,193.93,571.78,100606.86,96888.96,0.0,0.0,373145.94,252972.72,146101.32,969712.0,207.01,199.36,0.0,0.0,767.79,520.52,300.62,1995.3,231525.54,1090355.58,23196.78,0.0,103430.52,2974786.56,152385.3,4575677.0,476.39,2243.53,47.73,0.0,212.82,6120.96,313.55,9414.98,345758,1241961,23196,0,485838,3333783,392735,5823271,711.44,2555.48,47.73,0.0,999.67,6859.64,808.1,11982.06
620310,51,51,51,51,51,51,51,51,0.0,12301.2,352.41,0.0,19691.61,37910.34,3568.47,73822.0,0.0,241.2,6.91,0.0,386.11,743.34,69.97,1447.53,192.78,13983.69,283.05,0.0,31249.23,44392.44,17038.59,107137.0,3.78,274.19,5.55,0.0,612.73,870.44,334.09,2100.78,0.0,266843.22,1241.85,0.0,9603.81,729329.07,15115.38,1022131.0,0.0,5232.22,24.35,0.0,188.31,14300.57,296.38,20041.83,192,293127,1876,0,60543,811631,35721,1203090,3.78,5747.61,36.81,0.0,1187.15,15914.35,700.44,23590.14
620312,370,370,370,370,370,370,370,370,0.0,100640.0,2556.7,0.0,28811.9,244385.0,233329.4,609721.0,0.0,272.0,6.91,0.0,77.87,660.5,630.62,1647.9,1398.6,68535.1,2053.5,0.0,209442.2,261604.8,149139.6,692171.0,3.78,185.23,5.55,0.0,566.06,707.04,403.08,1870.74,0.0,564523.8,9009.5,0.0,69674.7,1552024.2,110833.5,2306063.0,0.0,1525.74,24.35,0.0,188.31,4194.66,299.55,6232.61,1398,733698,13618,0,307927,2058013,493301,3607955,3.78,1982.97,36.81,0.0,832.24,5562.2,1333.25,9751.25
620314,501,501,501,501,501,501,501,501,0.0,92654.94,3461.91,0.0,39253.35,274382.67,183506.28,593256.0,0.0,184.94,6.91,0.0,78.35,547.67,366.28,1184.15,1893.78,91953.54,2780.55,0.0,258455.88,297413.64,187925.1,840419.0,3.78,183.54,5.55,0.0,515.88,593.64,375.1,1677.49,0.0,787907.67,12199.35,0.0,94343.31,2175101.52,149157.72,3218707.0,0.0,1572.67,24.35,0.0,188.31,4341.52,297.72,6424.57,1893,972514,18440,0,392051,2746896,520588,4652382,3.78,1941.15,36.81,0.0,782.54,5482.83,1039.1,9286.21
620316,488,488,488,488,488,488,488,488,0.0,93403.2,3372.08,0.0,34174.64,275027.04,128036.56,534012.0,0.0,191.4,6.91,0.0,70.03,563.58,262.37,1094.29,1844.64,183990.64,2708.4,0.0,311490.4,576054.72,181409.12,1257495.0,3.78,377.03,5.55,0.0,638.3,1180.44,371.74,2576.84,0.0,770239.68,11882.8,0.0,91895.28,2173796.0,147180.8,3194992.0,0.0,1578.36,24.35,0.0,188.31,4454.5,301.6,6547.12,1844,1047632,17962,0,437559,3024877,456625,4986499,3.78,2146.79,36.81,0.0,896.64,6198.52,935.71,10218.25
620318,338,338,338,338,338,338,338,338,0.0,192774.92,2335.58,0.0,26854.1,544910.08,193667.24,960540.0,0.0,570.34,6.91,0.0,79.45,1612.16,572.98,2841.84,1277.64,77124.84,1875.9,0.0,239445.96,260371.54,134615.26,714707.0,3.78,228.18,5.55,0.0,708.42,770.33,398.27,2114.53,0.0,794242.54,8230.3,0.0,63648.78,2044829.02,100663.16,3011612.0,0.0,2349.83,24.35,0.0,188.31,6049.79,297.82,8910.1,1277,1064140,12440,0,329947,2850110,428945,4686859,3.78,3148.35,36.81,0.0,976.18,8432.28,1269.07,13866.47
620324,240,240,240,240,240,240,240,240,0.0,55382.4,1658.4,0.0,19440.0,183208.8,130893.6,390581.0,0.0,230.76,6.91,0.0,81.0,763.37,545.39,1627.43,907.2,44618.4,1332.0,0.0,144321.6,199404.0,93741.6,484323.0,3.78,185.91,5.55,0.0,601.34,830.85,390.59,2018.02,0.0,445485.6,5844.0,0.0,45194.4,1245232.8,71858.4,1813613.0,0.0,1856.19,24.35,0.0,188.31,5188.47,299.41,7556.73,907,545485,8834,0,208955,1627844,296492,2688517,3.78,2272.86,36.81,0.0,870.65,6782.69,1235.39,11202.18
620330,234,234,234,234,234,234,234,234,0.0,53075.88,1616.94,0.0,21043.62,151002.54,104602.68,331338.0,0.0,226.82,6.91,0.0,89.93,645.31,447.02,1415.99,884.52,49362.3,1298.7,0.0,142623.0,178226.1,88330.32,460723.0,3.78,210.95,5.55,0.0,609.5,761.65,377.48,1968.91,0.0,429925.86,5697.9,0.0,44064.54,1125764.64,70010.46,1675460.0,0.0,1837.29,24.35,0.0,188.31,4810.96,299.19,7160.1,884,532362,8611,0,207730,1454992,262942,2467521,3.78,2275.06,36.81,0.0,887.74,6217.92,1123.69,10545.0
620334,302,302,302,302,302,302,302,302,0.0,53426.82,2086.82,0.0,24314.02,194690.34,141943.02,416459.0,0.0,176.91,6.91,0.0,80.51,644.67,470.01,1379.01,1141.56,55069.7,1676.1,0.0,159921.08,192392.12,115158.64,525357.0,3.78,182.35,5.55,0.0,529.54,637.06,381.32,1739.6,0.0,538363.32,7353.7,0.0,56869.62,1399917.98,90569.8,2093071.0,0.0,1782.66,24.35,0.0,188.31,4635.49,299.9,6930.71,1141,646858,11115,0,241104,1786999,347670,3034887,3.78,2141.92,36.81,0.0,798.36,5917.22,1151.23,10049.32
620336,290,290,290,290,290,290,290,290,0.0,94328.3,2003.9,0.0,23420.4,218277.2,134156.9,472184.0,0.0,325.27,6.91,0.0,80.76,752.68,462.61,1628.23,1096.2,71485.0,1609.5,0.0,165105.7,224529.6,110637.9,574461.0,3.78,246.5,5.55,0.0,569.33,774.24,381.51,1980.91,0.0,568472.5,7061.5,0.0,54609.9,1541463.1,86327.2,2257932.0,0.0,1960.25,24.35,0.0,188.31,5315.39,297.68,7785.98,1096,734285,10673,0,243134,1984269,331120,3304577,3.78,2532.02,36.81,0.0,838.4,6842.31,1141.8,11395.12
620339,380,380,380,380,380,380,380,380,0.0,44923.6,2625.8,0.0,26588.6,138833.0,93210.2,306179.0,0.0,118.22,6.91,0.0,69.97,365.35,245.29,805.74,1436.4,116568.8,2109.0,0.0,215775.4,363033.0,138152.8,837073.0,3.78,306.76,5.55,0.0,567.83,955.35,363.56,2202.83,0.0,753498.2,9253.0,0.0,73317.2,2009288.0,115060.2,2960416.0,0.0,1982.89,24.35,0.0,192.94,5287.6,302.79,7790.57,1436,914989,13987,0,315680,2511154,346422,4103668,3.78,2407.87,36.81,0.0,830.74,6608.3,911.64,10799.14
620340,414,414,414,414,414,414,414,414,0.0,59202.0,2860.74,0.0,29004.84,159414.84,92487.6,342967.0,0.0,143.0,6.91,0.0,70.06,385.06,223.4,828.43,1564.92,134607.96,2297.7,0.0,308579.04,516092.4,149619.6,1112758.0,3.78,325.14,5.55,0.0,745.36,1246.6,361.4,2687.83,0.0,896922.72,10080.9,0.0,77960.34,2392373.52,126530.82,3503865.0,0.0,2166.48,24.35,0.0,188.31,5778.68,305.63,8463.45,1564,1090731,15237,0,415543,3067879,368636,4959590,3.78,2634.62,36.81,0.0,1003.73,7410.34,890.43,11979.71
620350,178,178,178,178,178,178,178,178,0.0,-1318.98,1229.98,0.0,12442.2,8034.92,12020.34,32407.0,0.0,-7.41,6.91,0.0,69.9,45.14,67.53,182.07,672.84,31975.92,987.9,0.0,56757.08,119318.74,55468.36,265177.0,3.78,179.64,5.55,0.0,318.86,670.33,311.62,1489.78,0.0,268949.1,4334.3,0.0,70867.14,716896.78,88350.3,1149396.0,0.0,1510.95,24.35,0.0,398.13,4027.51,496.35,6457.29,672,299606,6550,0,140066,844248,155838,1446980,3.78,1683.18,36.81,0.0,786.89,4742.98,875.5,8129.14
630304,301,301,301,301,301,301,301,301,10757.74,92259.51,234.78,0.0,39130.0,241763.2,107119.88,491262.0,35.74,306.51,0.78,0.0,130.0,803.2,355.88,1632.11,102975.11,218550.08,2206.33,0.0,92539.44,514300.64,81161.64,1011731.0,342.11,726.08,7.33,0.0,307.44,1708.64,269.64,3361.24,66632.37,483580.58,19558.98,0.0,7341.39,1379067.62,42377.79,1998555.0,221.37,1606.58,64.98,0.0,24.39,4581.62,140.79,6639.73,180364,794389,21998,0,139010,2135130,230657,3501548,599.22,2639.17,73.09,0.0,461.83,7093.46,766.31,11633.08
630308,307,307,307,307,307,307,307,307,10972.18,109031.05,104.38,0.0,21569.82,275977.65,63926.61,481579.0,35.74,355.15,0.34,0.0,70.26,898.95,208.23,1568.67,105027.77,149260.33,2204.26,0.0,113015.91,342854.53,79970.43,792330.0,342.11,486.19,7.18,0.0,368.13,1116.79,260.49,2580.89,67960.59,513650.91,19948.86,0.0,7487.73,1557202.24,40078.85,2206325.0,221.37,1673.13,64.98,0.0,24.39,5072.32,130.55,7186.74,183959,771941,22256,0,142071,2176033,183974,3480234,599.22,2514.47,72.5,0.0,462.78,7088.06,599.27,11336.3
630312,259,259,259,259,259,259,259,259,9256.66,48785.24,64.75,0.0,18277.63,109095.98,50385.86,235862.0,35.74,188.36,0.25,0.0,70.57,421.22,194.54,910.68,88606.49,109455.99,1854.44,0.0,113063.86,234718.75,94387.37,642083.0,342.11,422.61,7.16,0.0,436.54,906.25,364.43,2479.1,57334.83,477246.35,16829.82,0.0,6317.01,1384678.75,32727.24,1975131.0,221.37,1842.65,64.98,0.0,24.39,5346.25,126.36,7626.0,155196,635486,18747,0,137657,1728491,177499,2853076,599.22,2453.62,72.39,0.0,531.5,6673.72,685.33,11015.78
630316,372,372,372,372,372,372,372,372,13295.28,62276.52,29.76,0.0,25690.32,157768.92,68009.04,327067.0,35.74,167.41,0.08,0.0,69.06,424.11,182.82,879.22,127264.92,148956.24,2641.2,0.0,91244.16,315634.56,140325.84,826064.0,342.11,400.42,7.1,0.0,245.28,848.48,377.22,2220.61,82349.64,755744.04,24172.56,0.0,9073.08,2095717.8,47005.92,3014060.0,221.37,2031.57,64.98,0.0,24.39,5633.65,126.36,8102.32,222908,966976,26842,0,126007,2569119,255339,4167191,599.22,2599.4,72.16,0.0,338.73,6906.24,686.4,11202.15
630317,425,425,425,425,425,425,425,425,15189.5,74243.25,34.0,0.0,38500.75,202397.75,94146.0,424509.0,35.74,174.69,0.08,0.0,90.59,476.23,221.52,998.85,145396.75,197965.0,3017.5,0.0,153896.75,402194.5,125217.75,1027685.0,342.11,465.8,7.1,0.0,362.11,946.34,294.63,2418.09,94082.25,608991.0,27616.5,0.0,11173.25,1848563.0,53703.0,2644128.0,221.37,1432.92,64.98,0.0,26.29,4349.56,126.36,6221.48,254667,881199,30667,0,203569,2453154,273066,4096322,599.22,2073.41,72.16,0.0,478.99,5772.13,642.51,9638.42
630320,241,241,241,241,241,241,241,241,8613.34,99477.57,19.28,0.0,21424.9,227125.63,68554.86,425212.0,35.74,412.77,0.08,0.0,88.9,942.43,284.46,1764.38,82448.51,111997.52,1711.1,0.0,80612.09,251640.15,104873.56,633281.0,342.11,464.72,7.1,0.0,334.49,1044.15,435.16,2627.73,53350.17,513597.51,15660.18,0.0,6099.71,1417224.6,44948.91,2050878.0,221.37,2131.11,64.98,0.0,25.31,5880.6,186.51,8509.88,144411,725071,17390,0,108135,1895989,218375,3109371,599.22,3008.6,72.16,0.0,448.7,7867.18,906.13,12901.99
630324,736,736,736,736,736,736,736,736,26304.64,58843.2,103.04,0.0,52248.64,156848.96,98476.8,392822.0,35.74,79.95,0.14,0.0,70.99,213.11,133.8,533.73,251792.96,322758.08,5240.32,0.0,173585.6,693172.16,172592.0,1619139.0,342.11,438.53,7.12,0.0,235.85,941.81,234.5,2199.92,162928.32,871953.92,47825.28,0.0,17951.04,2692332.16,93000.96,3885989.0,221.37,1184.72,64.98,0.0,24.39,3658.06,126.36,5279.88,441024,1253554,53168,0,243784,3542352,364068,5897950,599.22,1703.2,72.24,0.0,331.23,4812.98,494.66,8013.53
630328,251,251,251,251,251,251,251,251,8970.74,34996.93,102.91,0.0,30647.1,81288.86,52853.07,208856.0,35.74,139.43,0.41,0.0,122.1,323.86,210.57,832.11,85869.61,127831.79,1809.71,0.0,89639.63,267488.19,97360.39,669996.0,342.11,509.29,7.21,0.0,357.13,1065.69,387.89,2669.32,55563.87,524921.32,16309.98,0.0,6626.4,1523057.96,48209.57,2174685.0,221.37,2091.32,64.98,0.0,26.4,6067.96,192.07,8664.1,150402,687748,18220,0,126912,1871833,198422,3053537,599.22,2740.04,72.6,0.0,505.63,7457.51,790.53,12165.53
630330,70,70,70,70,70,70,70,70,2501.8,9581.6,5.6,0.0,4342.1,27940.5,10124.1,54493.0,35.74,136.88,0.08,0.0,62.03,399.15,144.63,778.51,23947.7,52362.8,497.0,0.0,95907.7,139804.7,44268.0,356785.0,342.11,748.04,7.1,0.0,1370.11,1997.21,632.4,5096.97,15495.9,251331.5,4548.6,0.0,1707.3,726369.0,8845.2,1008295.0,221.37,3590.45,64.98,0.0,24.39,10376.7,126.36,14404.25,41943,313274,5050,0,101956,894113,63237,1419573,599.22,4475.37,72.16,0.0,1456.53,12773.06,903.39,20279.73
630331,631,631,631,631,631,631,631,631,22551.94,53325.81,365.98,0.0,45299.49,169568.63,87614.35,378722.0,35.74,84.51,0.58,0.0,71.79,268.73,138.85,600.2,215871.41,302160.66,4581.06,0.0,152020.52,688906.87,168906.08,1532444.0,342.11,478.86,7.26,0.0,240.92,1091.77,267.68,2428.6,139684.47,775246.6,41002.38,0.0,15484.74,2407391.2,79972.94,3458779.0,221.37,1228.6,64.98,0.0,24.54,3815.2,126.74,5481.43,378106,1130731,45948,0,212803,3265865,336492,5369945,599.22,1791.97,72.82,0.0,337.25,5175.7,533.27,8510.23
630332,516,516,516,516,516,516,516,516,18441.84,67786.92,92.88,0.0,48431.76,155171.52,91006.92,380927.0,35.74,131.37,0.18,0.0,93.86,300.72,176.37,738.24,176528.76,377185.68,3679.08,0.0,211250.4,903701.76,202880.88,1875223.0,342.11,730.98,7.13,0.0,409.4,1751.36,393.18,3634.16,114226.92,901813.2,33529.68,0.0,24525.48,2534973.84,76001.64,3685067.0,221.37,1747.7,64.98,0.0,47.53,4912.74,147.29,7141.61,309195,1346784,37300,0,284206,3593845,369887,5941217,599.22,2610.05,72.29,0.0,550.79,6964.82,716.84,11514.01
630336,2067,2067,2067,2067,2067,2067,2067,2067,73874.58,215340.06,475.41,0.0,167178.96,585023.01,270797.67,1312687.0,35.74,104.18,0.23,0.0,80.88,283.03,131.01,635.07,707141.37,992635.41,14779.05,0.0,583018.02,2132647.92,498870.45,4929090.0,342.11,480.23,7.15,0.0,282.06,1031.76,241.35,2384.66,457571.79,2166029.97,134313.66,0.0,120154.71,6636248.19,299301.6,9813616.0,221.37,1047.91,64.98,0.0,58.13,3210.57,144.8,4747.76,1238586,3374004,149567,0,870350,9353918,1068968,16055393,599.22,1632.32,72.36,0.0,421.07,4525.36,517.16,7767.49
630342,611,611,611,611,611,611,611,611,21837.14,49222.16,48.88,0.0,43197.7,139809.02,70405.53,324518.0,35.74,80.56,0.08,0.0,70.7,228.82,115.23,531.13,209029.21,261776.84,4338.1,0.0,149603.35,574786.03,128933.22,1328465.0,342.11,428.44,7.1,0.0,244.85,940.73,211.02,2174.25,135257.07,771350.84,39702.78,0.0,14902.29,2404346.1,77205.96,3442762.0,221.37,1262.44,64.98,0.0,24.39,3935.1,126.36,5634.64,366123,1082348,44088,0,207702,3118941,276543,5095745,599.22,1771.44,72.16,0.0,339.94,5104.65,452.61,8340.02
630348,400,400,400,400,400,400,400,400,14296.0,101276.0,420.0,0.0,38608.0,245772.0,142328.0,542700.0,35.74,253.19,1.05,0.0,96.52,614.43,355.82,1356.75,136844.0,212004.0,2964.0,0.0,132780.0,470064.0,115580.0,1070236.0,342.11,530.01,7.41,0.0,331.95,1175.16,288.95,2675.59,88548.0,742600.0,25992.0,0.0,148936.0,2165756.0,54760.0,3226592.0,221.37,1856.5,64.98,0.0,372.34,5414.39,136.9,8066.48,239688,1055880,29376,0,320324,2881592,312668,4839528,599.22,2639.7,73.44,0.0,800.81,7203.98,781.67,12098.82
630350,694,694,694,694,694,694,694,694,24803.56,107708.8,55.52,0.0,64590.58,310197.18,114676.56,622029.0,35.74,155.2,0.08,0.0,93.07,446.97,165.24,896.3,237424.34,500249.08,4927.4,0.0,169044.52,1161950.32,198289.68,2271883.0,342.11,720.82,7.1,0.0,243.58,1674.28,285.72,3273.61,153630.78,783720.32,45096.12,0.0,17301.42,2433788.6,103288.02,3536823.0,221.37,1129.28,64.98,0.0,24.93,3506.9,148.83,5096.29,415857,1391677,50078,0,250935,3905935,416253,6430735,599.22,2005.3,72.16,0.0,361.58,5628.15,599.79,9266.2
630352,326,326,326,326,326,326,326,326,11651.24,147462.84,166.26,0.0,22917.8,417482.12,64795.76,664473.0,35.74,452.34,0.51,0.0,70.3,1280.62,198.76,2038.27,111527.86,141043.9,2356.98,0.0,132473.36,305387.02,85327.24,778113.0,342.11,432.65,7.23,0.0,406.36,936.77,261.74,2386.86,72166.62,603106.52,21183.48,0.0,7951.14,1637921.8,41193.36,2383520.0,221.37,1850.02,64.98,0.0,24.39,5024.3,126.36,7311.42,195344,891611,23705,0,163341,2360790,191315,3826106,599.22,2735.01,72.72,0.0,501.05,7241.69,586.86,11736.55
630356,316,316,316,316,316,316,316,316,11293.84,64198.56,543.52,0.0,24104.48,168636.56,69074.44,337848.0,35.74,203.16,1.72,0.0,76.28,533.66,218.59,1069.15,108106.76,148712.76,2407.92,0.0,134094.6,324588.88,87367.68,805274.0,342.11,470.61,7.62,0.0,424.35,1027.18,276.48,2548.35,69952.92,523994.36,20533.68,0.0,7707.24,1564181.04,39929.76,2226296.0,221.37,1658.21,64.98,0.0,24.39,4949.94,126.36,7045.25,189351,736904,23483,0,165905,2057405,196370,3369418,599.22,2331.98,74.32,0.0,525.02,6510.78,621.43,10662.75
630360,1323,1323,1323,1323,1323,1323,1323,1323,47284.02,168841.26,740.88,0.0,116754.75,456421.77,171526.95,961566.0,35.74,127.62,0.56,0.0,88.25,344.99,129.65,726.81,452611.53,678222.72,9591.75,0.0,385905.87,1560571.11,401252.67,3488152.0,342.11,512.64,7.25,0.0,291.69,1179.57,303.29,2636.55,292872.51,1544523.12,85968.54,0.0,49996.17,4630830.75,190803.06,6794992.0,221.37,1167.44,64.98,0.0,37.79,3500.25,144.22,5136.05,792767,2391586,96299,0,552655,6647822,763581,11244710,599.22,1807.7,72.79,0.0,417.73,5024.81,577.16,8499.41
630364,604,604,604,604,604,604,604,604,21586.96,82663.44,1612.68,0.0,48169.0,236586.8,118323.6,508939.0,35.74,136.86,2.67,0.0,79.75,391.7,195.9,842.62,206634.44,247422.56,4789.72,0.0,163490.72,505028.56,188019.16,1315382.0,342.11,409.64,7.93,0.0,270.68,836.14,311.29,2177.79,133707.48,1018966.12,39247.92,0.0,14731.56,2985867.96,77795.2,4270313.0,221.37,1687.03,64.98,0.0,24.39,4943.49,128.8,7070.06,361927,1349051,45648,0,226390,3727481,384137,6094634,599.22,2233.53,75.58,0.0,374.82,6171.33,635.99,10090.47
630368,509,509,509,509,509,509,509,509,18191.66,53063.25,40.72,0.0,35151.54,130298.91,75484.7,312227.0,35.74,104.25,0.08,0.0,69.06,255.99,148.3,613.42,174133.99,206170.45,3613.9,0.0,136951.54,423381.11,119594.64,1063842.0,342.11,405.05,7.1,0.0,269.06,831.79,234.96,2090.07,112677.33,698108.77,33074.82,0.0,120332.69,2202778.94,66170.0,3233139.0,221.37,1371.53,64.98,0.0,236.41,4327.66,130.0,6351.95,305001,957341,36727,0,292434,2756457,261248,4609208,599.22,1880.83,72.16,0.0,574.53,5415.44,513.26,9055.44
