agency_code,adm_central expense_funds2,adm_employee benefits_funds2,adm_instructional equip._funds2,adm_other objects_funds2,adm_purchased services_funds2,adm_salaries_funds2,adm_supplies & materials_funds2,adm_total_funds2,federal_funds_central expense_funds2,federal_funds_employee benefits_funds2,federal_funds_instructional equip._funds2,federal_funds_other objects_funds2,federal_funds_purchased services_funds2,federal_funds_salaries_funds2,federal_funds_supplies & materials_funds2,federal_funds_total_funds2,federal_ppe_central expense_funds2,federal_ppe_employee benefits_funds2,federal_ppe_instructional equip._funds2,federal_ppe_other objects_funds2,federal_ppe_purchased services_funds2,federal_ppe_salaries_funds2,federal_ppe_supplies & materials_funds2,federal_ppe_total_funds2,local_funds_central expense_funds2,local_funds_employee benefits_funds2,local_funds_instructional equip._funds2,local_funds_other objects_funds2,local_funds_purchased services_funds2,local_funds_salaries_funds2,local_funds_supplies & materials_funds2,local_funds_total_funds2,local_ppe_central expense_funds2,local_ppe_employee benefits_funds2,local_ppe_instructional equip._funds2,local_ppe_other objects_funds2,local_ppe_purchased services_funds2,local_ppe_salaries_funds2,local_ppe_supplies & materials_funds2,local_ppe_total_funds2,state_funds_central expense_funds2,state_funds_employee benefits_funds2,state_funds_instructional equip._funds2,state_funds_other objects_funds2,state_funds_purchased services_funds2,state_funds_salaries_funds2,state_funds_supplies & materials_funds2,state_funds_total_funds2,state_ppe_central expense_funds2,state_ppe_employee benefits_funds2,state_ppe_instructional equip._funds2,state_ppe_other objects_funds2,state_ppe_purchased services_funds2,state_ppe_salaries_funds2,state_ppe_supplies & materials_funds2,state_ppe_total_funds2,total_funds_central expense_funds2,total_funds_employee benefits_funds2,total_funds_instructional equip._funds2,total_funds_other objects_funds2,total_funds_purchased services_funds2,total_funds_salaries_funds2,total_funds_supplies & materials_funds2,total_funds_total_funds2,total_ppe_central expense_funds2,total_ppe_employee benefits_funds2,total_ppe_instructional equip._funds2,total_ppe_other objects_funds2,total_ppe_purchased services_funds2,total_ppe_salaries_funds2,total_ppe_supplies & materials_funds2,total_ppe_total_funds2
270309,261,261,261,261,261,261,261,261,4371.75,83295.54,2346.39,0.0,3562.65,208990.53,25457.94,328021.0,16.75,319.14,8.99,0.0,13.65,800.73,97.54,1256.8,102306.78,104854.14,2265.48,0.0,162328.95,329486.4,86088.24,787327.0,391.98,401.74,8.68,0.0,621.95,1262.4,329.84,3016.59,42543.0,514277.01,414.99,0.0,25504.92,1388050.2,34932.24,2005720.0,163.0,1970.41,1.59,0.0,97.72,5318.2,133.84,7684.76,149220,702426,5025,0,191394,1926526,146477,3121068,571.73,2691.29,19.26,0.0,733.32,7381.33,561.22,11958.15
270310,530,530,530,530,530,530,530,530,8877.5,100758.3,4314.2,0.0,5713.4,283762.0,38748.3,442172.0,16.75,190.11,8.14,0.0,10.78,535.4,73.11,834.29,207749.4,163176.4,4213.5,0.0,241181.8,510464.2,157510.7,1284293.0,391.98,307.88,7.95,0.0,455.06,963.14,297.19,2423.2,86390.0,890808.1,842.7,0.0,52104.3,2426705.7,66101.6,3522950.0,163.0,1680.77,1.59,0.0,98.31,4578.69,124.72,6647.08,303016,1154742,9369,0,298998,3220931,262359,5249415,571.73,2178.76,17.68,0.0,564.15,6077.23,495.02,9904.57
270311,279,279,279,279,279,279,279,279,4673.25,8715.96,2053.44,0.0,2391.03,25394.58,20838.51,64064.0,16.75,31.24,7.36,0.0,8.57,91.02,74.69,229.63,109362.42,61441.38,2036.7,0.0,134784.9,225853.29,83766.96,617242.0,391.98,220.22,7.3,0.0,483.1,809.51,300.24,2212.35,45477.0,399979.98,443.61,0.0,76217.22,1118653.29,112252.86,1753021.0,163.0,1433.62,1.59,0.0,273.18,4009.51,402.34,6283.24,159512,470135,4532,0,213392,1369900,216856,2434327,571.73,1685.08,16.25,0.0,764.85,4910.04,777.27,8725.22
270312,76,76,76,76,76,76,76,76,1273.0,11528.44,559.36,0.0,760.0,35356.72,9115.44,58591.0,16.75,151.69,7.36,0.0,10.0,465.22,119.94,770.96,29790.48,49855.24,554.8,0.0,74549.92,186979.0,42712.76,384439.0,391.98,655.99,7.3,0.0,980.92,2460.25,562.01,5058.45,12388.0,257968.32,120.84,0.0,7451.8,711101.6,9690.0,998718.0,163.0,3394.32,1.59,0.0,98.05,9356.6,127.5,13141.06,43451,319351,1233,0,82760,933436,61517,1441748,571.73,4202.0,16.25,0.0,1088.97,12282.07,809.45,18970.47
270316,532,532,532,532,532,532,532,532,8911.0,53125.52,3915.52,0.0,4883.76,154359.8,26328.68,251521.0,16.75,99.86,7.36,0.0,9.18,290.15,49.49,472.79,208533.36,199473.4,3883.6,0.0,188881.28,632899.12,151593.4,1385262.0,391.98,374.95,7.3,0.0,355.04,1189.66,284.95,2603.88,86716.0,709118.76,845.88,0.0,51875.32,1990089.64,67542.72,2906185.0,163.0,1332.93,1.59,0.0,97.51,3740.77,126.96,5462.76,304160,961716,8643,0,245639,2777347,245463,4542968,571.73,1807.74,16.25,0.0,461.73,5220.58,461.4,8539.43
270318,592,592,592,592,592,592,592,592,9916.0,50509.44,4357.12,0.0,4925.44,122200.64,34152.48,226059.0,16.75,85.32,7.36,0.0,8.32,206.42,57.69,381.86,232052.16,253891.04,4321.6,0.0,269916.48,781428.16,172408.16,1714016.0,391.98,428.87,7.3,0.0,455.94,1319.98,291.23,2895.3,96496.0,749856.8,941.28,0.0,61100.32,2023562.56,107998.56,3039953.0,163.0,1266.65,1.59,0.0,103.21,3418.18,182.43,5135.06,338464,1054256,9619,0,335941,2927190,314558,4980028,571.73,1780.84,16.25,0.0,567.47,4944.58,531.35,8412.22
270320,248,248,248,248,248,248,248,248,4154.0,31307.52,1825.28,0.0,3551.36,85346.72,24120.48,150303.0,16.75,126.24,7.36,0.0,14.32,344.14,97.26,606.07,97211.04,96752.24,1810.4,0.0,182599.92,313365.36,79007.84,770744.0,391.98,390.13,7.3,0.0,736.29,1263.57,318.58,3107.85,40424.0,445333.6,394.32,0.0,24472.64,1236488.32,29477.28,1776588.0,163.0,1795.7,1.59,0.0,98.68,4985.84,118.86,7163.67,141789,573392,4029,0,210622,1635199,132604,2697635,571.73,2312.07,16.25,0.0,849.29,6593.55,534.7,10877.59
280302,302,302,302,302,302,302,302,302,3044.16,60306.38,0.0,0.0,4490.74,127510.44,43786.98,239136.0,10.08,199.69,0.0,0.0,14.87,422.22,144.99,791.85,144250.3,305276.7,308.04,0.0,273799.24,822382.24,132605.18,1678620.0,477.65,1010.85,1.02,0.0,906.62,2723.12,439.09,5558.35,96072.24,462691.18,5665.52,0.0,67421.5,1280232.36,58177.28,1970258.0,318.12,1532.09,18.76,0.0,223.25,4239.18,192.64,6524.04,243366,828273,5973,0,345710,2230124,234568,3888014,805.85,2742.63,19.78,0.0,1144.74,7384.52,776.72,12874.24
280304,323,323,323,323,323,323,323,323,3255.84,71909.49,0.0,0.0,6334.03,182889.06,36440.86,300827.0,10.08,222.63,0.0,0.0,19.61,566.22,112.82,931.36,154280.95,423892.28,329.46,0.0,503951.06,1174660.56,156525.8,2413637.0,477.65,1312.36,1.02,0.0,1560.22,3636.72,484.6,7472.57,102752.76,628945.6,6059.48,0.0,28501.52,1750776.28,81014.86,2598047.0,318.12,1947.2,18.76,0.0,88.24,5420.36,250.82,8043.5,260287,1124746,6388,0,538786,3108325,273979,5312511,805.85,3482.19,19.78,0.0,1668.07,9623.3,848.24,16447.43
280306,30,30,30,30,30,30,30,30,302.4,136.2,0.0,0.0,252.0,87.9,12587.1,13364.0,10.08,4.54,0.0,0.0,8.4,2.93,419.57,445.52,14329.5,48923.7,30.6,0.0,12319.8,157366.5,10679.1,243646.0,477.65,1630.79,1.02,0.0,410.66,5245.55,355.97,8121.64,9543.6,85927.5,562.8,0.0,1040.1,242281.8,6490.2,345843.0,318.12,2864.25,18.76,0.0,34.67,8076.06,216.34,11528.2,24174,134986,592,0,13611,399734,29756,602853,805.85,4499.58,19.78,0.0,453.73,13324.54,991.88,20095.36
280308,447,447,447,447,447,447,447,447,4505.76,35755.53,0.0,0.0,6879.33,88179.69,39143.79,174461.0,10.08,79.99,0.0,0.0,15.39,197.27,87.57,390.3,213509.55,308166.27,455.94,0.0,301854.63,825693.93,172036.89,1821713.0,477.65,689.41,1.02,0.0,675.29,1847.19,384.87,4075.43,142199.64,757745.46,8385.72,0.0,115334.94,2207330.7,81143.91,3312136.0,318.12,1695.18,18.76,0.0,258.02,4938.1,181.53,7409.71,360213,1101666,8840,0,424067,3121202,292322,5308310,805.85,2464.58,19.78,0.0,948.7,6982.56,653.97,11875.44
280310,551,551,551,551,551,551,551,551,5554.08,65199.83,0.0,0.0,6986.68,161382.39,70891.66,310012.0,10.08,118.33,0.0,0.0,12.68,292.89,128.66,562.64,263185.15,399458.47,562.02,0.0,283588.68,1039257.63,231723.05,2217773.0,477.65,724.97,1.02,0.0,514.68,1886.13,420.55,4025.0,175284.12,840991.3,10336.76,0.0,121539.58,2326294.45,105637.72,3580081.0,318.12,1526.3,18.76,0.0,220.58,4221.95,191.72,6497.43,444023,1305648,10898,0,412113,3526933,408251,6107866,805.85,2369.6,19.78,0.0,747.94,6400.97,740.93,11085.07
280312,650,650,650,650,650,650,650,650,6552.0,107269.5,0.0,0.0,37251.5,272974.0,88549.5,512595.0,10.08,165.03,0.0,0.0,57.31,419.96,136.23,788.61,310472.5,476027.5,663.0,0.0,466407.5,1262969.5,275138.5,2791676.0,477.65,732.35,1.02,0.0,717.55,1943.03,423.29,4294.89,206778.0,1047280.0,12194.0,0.0,69108.0,2972983.0,121049.5,4429392.0,318.12,1611.2,18.76,0.0,106.32,4573.82,186.23,6814.45,523802,1630576,12857,0,572766,4508926,484736,7733663,805.85,2508.58,19.78,0.0,881.18,6936.81,745.75,11897.95
280316,525,525,525,525,525,525,525,525,5292.0,48762.0,0.0,0.0,7980.0,145839.75,55429.5,263302.0,10.08,92.88,0.0,0.0,15.2,277.79,105.58,501.53,250766.25,557219.25,535.5,0.0,505837.5,1532286.0,226747.5,3073390.0,477.65,1061.37,1.02,0.0,963.5,2918.64,431.9,5854.08,167013.0,730490.25,9849.0,0.0,59199.0,1983969.75,128493.75,3079013.0,318.12,1391.41,18.76,0.0,112.76,3778.99,244.75,5864.79,423071,1336471,10384,0,573016,3662094,410669,6415705,805.85,2545.66,19.78,0.0,1091.46,6975.42,782.23,12220.4
280320,451,451,451,451,451,451,451,451,4546.08,39981.15,0.0,0.0,7563.27,129364.84,49474.7,230928.0,10.08,88.65,0.0,0.0,16.77,286.84,109.7,512.04,215420.15,415479.24,460.02,0.0,301195.84,1106889.3,187480.7,2226923.0,477.65,921.24,1.02,0.0,667.84,2454.3,415.7,4937.75,143472.12,703172.14,8460.76,0.0,17814.5,1915054.24,90380.4,2878352.0,318.12,1559.14,18.76,0.0,39.5,4246.24,200.4,6382.16,363438,1158632,8920,0,326572,3151307,327334,5336203,805.85,2569.03,19.78,0.0,724.11,6987.38,725.8,11831.95
280324,318,318,318,318,318,318,318,318,3205.44,85157.22,0.0,0.0,5406.0,206159.4,49620.72,349547.0,10.08,267.79,0.0,0.0,17.0,648.3,156.04,1099.21,151892.7,299069.46,324.36,0.0,216421.26,811739.52,129553.2,1608998.0,477.65,940.47,1.02,0.0,680.57,2552.64,407.4,5059.75,101162.16,662009.22,5965.68,0.0,11219.04,1736213.22,68640.3,2585208.0,318.12,2081.79,18.76,0.0,35.28,5459.79,215.85,8129.59,256259,1046235,6289,0,233046,2754111,247813,4543753,805.85,3290.05,19.78,0.0,732.85,8660.73,779.29,14288.55
280328,684,684,684,684,684,684,684,684,6894.72,38721.24,0.0,0.0,10260.0,97045.92,54521.64,207441.0,10.08,56.61,0.0,0.0,15.0,141.88,79.71,303.28,326712.6,465345.72,697.68,0.0,473902.56,1253710.44,251917.2,2772283.0,477.65,680.33,1.02,0.0,692.84,1832.91,368.3,4053.05,217594.08,945055.44,12831.84,0.0,27086.4,2623167.36,191930.4,4017663.0,318.12,1381.66,18.76,0.0,39.6,3835.04,280.6,5873.78,551200,1449121,13528,0,511248,3973922,498368,6997387,805.85,2118.6,19.78,0.0,747.44,5809.83,728.61,10230.11
280330,827,827,827,827,827,827,827,827,8336.16,106906.29,0.0,0.0,15531.06,281370.21,57178.78,469321.0,10.08,129.27,0.0,0.0,18.78,340.23,69.14,567.5,395016.55,662129.28,843.54,0.0,671623.24,1855357.96,320214.4,3905182.0,477.65,800.64,1.02,0.0,812.12,2243.48,387.2,4722.11,263085.24,1083899.28,15514.52,0.0,89919.71,3041639.84,174621.05,4668677.0,318.12,1310.64,18.76,0.0,108.73,3677.92,211.15,5645.32,666437,1852934,16357,0,777073,5178366,552013,9043180,805.85,2240.55,19.78,0.0,939.63,6261.63,667.49,10934.93
290302,290,290,290,290,290,290,290,290,765.6,65331.2,867.1,0.0,7467.5,184730.0,73961.6,333121.0,2.64,225.28,2.99,0.0,25.75,637.0,255.04,1148.7,4814.0,65363.1,1365.9,0.0,158424.1,200047.8,55793.1,485806.0,16.6,225.39,4.71,0.0,546.29,689.82,192.39,1675.2,48392.3,553282.3,26543.7,0.0,35217.6,1478817.3,76284.5,2218535.0,166.87,1907.87,91.53,0.0,121.44,5099.37,263.05,7650.13,53971,683976,28775,0,201108,1863594,206038,3037462,186.11,2358.54,99.23,0.0,693.48,6426.19,710.48,10474.03
290306,502,502,502,502,502,502,502,502,1325.28,48548.42,2710.8,0.0,9010.9,104049.54,66956.76,232598.0,2.64,96.71,5.4,0.0,17.95,207.27,133.38,463.35,8333.2,124275.12,2399.56,0.0,223811.68,341103.98,75059.04,774980.0,16.6,247.56,4.78,0.0,445.84,679.49,149.52,1543.79,83768.74,744591.5,45948.06,0.0,42805.54,1908829.9,116986.08,2942927.0,166.87,1483.25,91.53,0.0,85.27,3802.45,233.04,5862.41,93426,917414,51057,0,275626,2353981,259001,3950505,186.11,1827.52,101.71,0.0,549.06,4689.21,515.94,7869.55
290307,364,364,364,364,364,364,364,364,960.96,70157.36,14145.04,0.0,6035.12,183324.96,80862.6,355483.0,2.64,192.74,38.86,0.0,16.58,503.64,222.15,976.61,6042.4,104045.76,7491.12,0.0,183445.08,275165.8,63456.12,639644.0,16.6,285.84,20.58,0.0,503.97,755.95,174.33,1757.27,60740.68,605357.48,33316.92,0.0,34925.8,1568778.12,112552.44,2415668.0,166.87,1663.07,91.53,0.0,95.95,4309.83,309.21,6636.46,67742,779559,54952,0,224405,2027267,256870,3410795,186.11,2141.65,150.97,0.0,616.5,5569.42,705.69,9370.34
290308,874,874,874,874,874,874,874,874,2307.36,102362.88,4002.92,0.0,18441.4,221279.32,107161.14,455552.0,2.64,117.12,4.58,0.0,21.1,253.18,122.61,521.23,14508.4,210555.34,7909.7,0.0,381396.12,608068.02,117360.72,1339796.0,16.6,240.91,9.05,0.0,436.38,695.73,134.28,1532.95,145844.38,1353423.96,79997.22,0.0,77401.44,3535461.1,263563.44,5455689.0,166.87,1548.54,91.53,0.0,88.56,4045.15,301.56,6242.21,162659,1666340,91908,0,477238,4364808,488084,7251037,186.11,1906.57,105.16,0.0,546.04,4994.06,558.45,8296.39
290309,779,779,779,779,779,779,779,779,2056.56,108101.83,2967.99,0.0,10002.36,257116.74,208935.59,589177.0,2.64,138.77,3.81,0.0,12.84,330.06,268.21,756.33,12931.4,149973.08,4362.4,0.0,267531.97,440501.13,105087.1,980385.0,16.6,192.52,5.6,0.0,343.43,565.47,134.9,1258.52,129991.73,1097018.96,71301.87,0.0,66448.7,2801587.81,195684.8,4362029.0,166.87,1408.24,91.53,0.0,85.3,3596.39,251.2,5599.53,144978,1355092,78630,0,343981,3499204,509706,5931591,186.11,1739.53,100.94,0.0,441.57,4491.92,654.31,7614.38
290310,95,95,95,95,95,95,95,95,250.8,76683.05,313.5,0.0,4370.0,191159.95,2314.2,275089.0,2.64,807.19,3.3,0.0,46.0,2012.21,24.36,2895.7,1577.0,159561.05,2419.65,0.0,63396.35,486286.95,20599.8,733838.0,16.6,1679.59,25.47,0.0,667.33,5118.81,216.84,7724.64,15852.65,533346.15,8695.35,0.0,12319.6,1387330.6,20552.3,1978094.0,166.87,5614.17,91.53,0.0,129.68,14603.48,216.34,20822.07,17679,769590,11427,0,80085,2064775,43465,2987021,186.11,8100.95,120.3,0.0,843.01,21734.5,457.54,31442.41
290312,399,399,399,399,399,399,399,399,1053.36,98656.74,4245.36,0.0,6200.46,234081.33,99179.43,443414.0,2.64,247.26,10.64,0.0,15.54,586.67,248.57,1111.32,6623.4,84420.42,3363.57,0.0,205485.0,221744.25,75107.76,596742.0,16.6,211.58,8.43,0.0,515.0,555.75,188.24,1495.6,66581.13,689336.34,36520.47,0.0,100775.43,1860377.4,111939.45,2865528.0,166.87,1727.66,91.53,0.0,252.57,4662.6,280.55,7181.78,74257,872412,44128,0,312460,2316202,286225,3905684,186.11,2186.5,110.6,0.0,783.11,5805.02,717.36,9788.7
290314,91,91,91,91,91,91,91,91,240.24,7554.82,188.37,0.0,1378.65,34690.11,27210.82,71260.0,2.64,83.02,2.07,0.0,15.15,381.21,299.02,783.11,1510.6,45514.56,239.33,0.0,79487.59,157521.91,9461.27,293732.0,16.6,500.16,2.63,0.0,873.49,1731.01,103.97,3227.86,15185.17,273061.88,8329.23,0.0,10748.01,795686.71,34198.71,1137207.0,166.87,3000.68,91.53,0.0,118.11,8743.81,375.81,12496.81,16935,326129,8756,0,91613,987897,70869,1502199,186.11,3583.86,96.23,0.0,1006.75,10856.03,778.8,16507.78
290315,120,120,120,120,120,120,120,120,316.8,3786.0,248.4,0.0,1376.4,3441.6,1560.0,10727.0,2.64,31.55,2.07,0.0,11.47,28.68,13.0,89.41,1992.0,20646.0,315.6,0.0,23636.4,84310.8,10476.0,141375.0,16.6,172.05,2.63,0.0,196.97,702.59,87.3,1178.14,20024.4,175378.8,10983.6,0.0,72867.6,491066.4,161562.0,931880.0,166.87,1461.49,91.53,0.0,607.23,4092.22,1346.35,7765.69,22332,199810,11546,0,97879,578817,173598,1083982,186.11,1665.09,96.23,0.0,815.67,4823.49,1446.65,9033.24
290316,451,451,451,451,451,451,451,451,1190.64,87692.44,2539.13,0.0,10043.77,247630.57,131430.42,480524.0,2.64,194.44,5.63,0.0,22.27,549.07,291.42,1065.47,7486.6,104158.45,2534.62,0.0,162003.71,297547.25,88896.61,662624.0,16.6,230.95,5.62,0.0,359.21,659.75,197.11,1469.24,75258.37,836595.98,41280.03,0.0,57976.05,2282041.96,120692.11,3413842.0,166.87,1854.98,91.53,0.0,128.55,5059.96,267.61,7569.5,83934,1028445,46353,0,230022,2827218,341018,4556990,186.11,2280.37,102.78,0.0,510.03,6268.78,756.14,10104.21
290320,350,350,350,350,350,350,350,350,924.0,89064.5,724.5,0.0,5561.5,224861.0,85942.5,407076.0,2.64,254.47,2.07,0.0,15.89,642.46,245.55,1163.08,5810.0,77238.0,3059.0,0.0,137970.0,208764.5,68547.5,501388.0,16.6,220.68,8.74,0.0,394.2,596.47,195.85,1432.54,58404.5,589330.0,32035.5,0.0,35770.0,1585083.5,88494.0,2389116.0,166.87,1683.8,91.53,0.0,102.2,4528.81,252.84,6826.05,65138,755632,35818,0,179301,2018708,242983,3297580,186.11,2158.95,102.34,0.0,512.29,5767.74,694.24,9421.67
290322,673,673,673,673,673,673,673,673,1776.72,109288.47,2907.36,0.0,8425.96,254898.75,124377.13,501671.0,2.64,162.39,4.32,0.0,12.52,378.75,184.81,745.43,11171.8,145152.64,22572.42,0.0,241822.36,398214.1,106192.67,925123.0,16.6,215.68,33.54,0.0,359.32,591.7,157.79,1374.63,112303.51,943963.26,61599.69,0.0,55832.08,2519240.9,162226.65,3855163.0,166.87,1402.62,91.53,0.0,82.96,3743.3,241.05,5728.33,125250,1198403,87078,0,306079,3172352,392795,5281957,186.11,1780.69,129.39,0.0,454.8,4713.75,583.65,7848.39
290324,826,826,826,826,826,826,826,826,2180.64,52467.52,1908.06,0.0,12546.94,96229.0,180753.58,346083.0,2.64,63.52,2.31,0.0,15.19,116.5,218.83,418.99,13711.6,183355.48,24664.36,0.0,346540.04,539336.7,118018.88,1225624.0,16.6,221.98,29.86,0.0,419.54,652.95,142.88,1483.81,137834.62,1220794.96,75603.78,0.0,69045.34,3183503.12,221657.1,4908436.0,166.87,1477.96,91.53,0.0,83.59,3854.12,268.35,5942.42,153725,1456616,102175,0,428131,3819068,520428,6480143,186.11,1763.46,123.7,0.0,518.32,4623.57,630.06,7845.22
290328,529,529,529,529,529,529,529,529,1396.56,95394.57,2290.57,0.0,8352.91,240911.89,97150.85,445493.0,2.64,180.33,4.33,0.0,15.79,455.41,183.65,842.15,8781.4,116983.06,2777.25,0.0,201162.83,308079.02,78381.93,716163.0,16.6,221.14,5.25,0.0,380.27,582.38,148.17,1353.81,88274.23,848145.7,48419.37,0.0,50265.58,2170497.58,131609.91,3337209.0,166.87,1603.3,91.53,0.0,95.02,4103.02,248.79,6308.53,98451,1060522,53486,0,259779,2719487,307140,4498865,186.11,2004.77,101.11,0.0,491.08,5140.81,580.61,8504.49
290330,481,481,481,481,481,481,481,481,1269.84,47628.62,1000.48,0.0,8225.1,114559.77,59720.96,232401.0,2.64,99.02,2.08,0.0,17.1,238.17,124.16,483.17,7984.6,102554.01,4805.19,0.0,206796.33,287941.03,71067.75,681147.0,16.6,213.21,9.99,0.0,429.93,598.63,147.75,1416.11,80264.47,686415.86,44025.93,0.0,44848.44,1722114.68,133001.31,2710667.0,166.87,1427.06,91.53,0.0,93.24,3580.28,276.51,5635.49,89517,836597,49830,0,259869,2124614,263788,3624215,186.11,1739.29,103.6,0.0,540.27,4417.08,548.42,7534.77
290332,505,505,505,505,505,505,505,505,1333.2,104434.0,8579.95,0.0,7064.95,278866.05,113852.25,514128.0,2.64,206.8,16.99,0.0,13.99,552.21,225.45,1018.08,8383.0,95601.55,5852.95,0.0,199146.75,242213.15,89799.1,640994.0,16.6,189.31,11.59,0.0,394.35,479.63,177.82,1269.3,84269.35,792117.75,46222.65,0.0,49358.7,2107415.5,126603.5,3205984.0,166.87,1568.55,91.53,0.0,97.74,4173.1,250.7,6348.49,93985,992152,60653,0,255568,2628494,330254,4361106,186.11,1964.66,120.11,0.0,506.08,5204.94,653.97,8635.87
290333,477,477,477,477,477,477,477,477,1259.28,42395.76,1707.66,0.0,20358.36,77002.11,69117.3,211838.0,2.64,88.88,3.58,0.0,42.68,161.43,144.9,444.11,7918.2,130364.1,1970.01,0.0,206560.08,334629.81,72294.12,753735.0,16.6,273.3,4.13,0.0,433.04,701.53,151.56,1580.16,79596.99,729652.59,43659.81,0.0,41980.77,1945711.62,123853.05,2964451.0,166.87,1529.67,91.53,0.0,88.01,4079.06,259.65,6214.79,88773,902411,47336,0,268898,2357342,265264,3930024,186.11,1891.85,99.24,0.0,563.73,4942.02,556.11,8239.06
290334,709,709,709,709,709,709,709,709,1871.76,77550.42,4799.93,0.0,8678.16,172450.07,97650.57,362998.0,2.64,109.38,6.77,0.0,12.24,243.23,137.73,511.99,11769.4,123103.67,5019.72,0.0,252921.57,362043.76,99657.04,854512.0,16.6,173.63,7.08,0.0,356.73,510.64,140.56,1205.24,118310.83,999073.17,64894.77,0.0,62526.71,2629546.29,166593.73,4040942.0,166.87,1409.13,91.53,0.0,88.19,3708.81,234.97,5699.5,131950,1199726,74712,0,324125,3164039,363900,5258452,186.11,1692.14,105.38,0.0,457.16,4462.68,513.26,7416.73
290336,981,981,981,981,981,981,981,981,2589.84,92557.35,3708.18,0.0,21846.87,212710.23,126980.64,460390.0,2.64,94.35,3.78,0.0,22.27,216.83,129.44,469.31,16284.6,228357.18,4267.35,0.0,405123.57,656102.61,126627.48,1436760.0,16.6,232.78,4.35,0.0,412.97,668.81,129.08,1464.59,163699.47,1425873.69,89790.93,0.0,86337.81,3753796.5,271805.67,5791300.0,166.87,1453.49,91.53,0.0,88.01,3826.5,277.07,5903.47,182572,1746787,97765,0,513306,4622608,525412,7688450,186.11,1780.62,99.66,0.0,523.25,4712.14,535.59,7837.37
290344,504,504,504,504,504,504,504,504,1330.56,57007.44,8774.64,0.0,9999.36,119483.28,74531.52,271124.0,2.64,113.11,17.41,0.0,19.84,237.07,147.88,537.95,8366.4,99948.24,10911.6,0.0,258975.36,284533.2,81002.88,743735.0,16.6,198.31,21.65,0.0,513.84,564.55,160.72,1475.67,84102.48,796269.6,46131.12,0.0,47169.36,2112591.6,117860.4,3204122.0,166.87,1579.9,91.53,0.0,93.59,4191.65,233.85,6357.39,93798,953224,65816,0,316143,2516607,273393,4218981,186.11,1891.32,130.59,0.0,627.27,4993.27,542.45,8371.01
290348,1075,1075,1075,1075,1075,1075,1075,1075,2838.0,126237.25,3784.0,0.0,20844.25,284574.0,168656.75,606933.0,2.64,117.43,3.52,0.0,19.39,264.72,156.89,564.59,17845.0,256505.75,7503.5,0.0,459207.75,774634.25,131698.25,1647392.0,16.6,238.61,6.98,0.0,427.17,720.59,122.51,1532.46,179385.25,1607415.25,104984.5,0.0,91633.0,4247217.5,295270.25,6525904.0,166.87,1495.27,97.66,0.0,85.24,3950.9,274.67,6070.61,200068,1990157,116271,0,571684,5306425,595624,8780229,186.11,1851.31,108.16,0.0,531.8,4936.21,554.07,8167.66
290349,722,722,722,722,722,722,722,722,1906.08,82430.74,1494.54,0.0,16187.24,172579.66,81008.4,355604.0,2.64,114.17,2.07,0.0,22.42,239.03,112.2,492.53,11985.2,160717.2,3198.46,0.0,366220.06,496266.7,103347.08,1141733.0,16.6,222.6,4.43,0.0,507.23,687.35,143.14,1581.35,120480.14,1087086.52,66084.66,0.0,65673.12,2854318.7,220643.2,4414284.0,166.87,1505.66,91.53,0.0,90.96,3953.35,305.6,6113.97,134371,1330233,70776,0,448080,3523163,404998,5911621,186.11,1842.43,98.03,0.0,620.61,4879.73,560.94,8187.85
290350,708,708,708,708,708,708,708,708,1869.12,59549.88,3363.0,0.0,10549.2,124586.76,86560.08,286476.0,2.64,84.11,4.75,0.0,14.9,175.97,122.26,404.63,11752.8,171817.44,19377.96,0.0,257336.76,478473.48,105499.08,1044254.0,16.6,242.68,27.37,0.0,363.47,675.81,149.01,1474.94,118143.96,1040221.92,64803.24,0.0,63472.2,2760399.96,190607.76,4237645.0,166.87,1469.24,91.53,0.0,89.65,3898.87,269.22,5985.38,131764,1271587,87543,0,331357,3363458,382666,5568375,186.11,1796.03,123.65,0.0,468.02,4750.65,540.49,7864.95
290351,692,692,692,692,692,692,692,692,1826.88,72092.56,1432.44,0.0,11009.72,155610.04,86105.56,328074.0,2.64,104.18,2.07,0.0,15.91,224.87,124.43,474.1,11487.2,160765.44,8871.44,0.0,305303.48,440015.12,89129.6,1015570.0,16.6,232.32,12.82,0.0,441.19,635.86,128.8,1467.59,115474.04,1016381.92,63338.76,0.0,103647.76,2589443.24,164841.32,4053124.0,166.87,1468.76,91.53,0.0,149.78,3741.97,238.21,5857.12,128787,1249238,73641,0,419959,3185068,340075,5396768,186.11,1805.26,106.42,0.0,606.88,4602.7,491.44,7798.81
290352,368,368,368,368,368,368,368,368,971.52,76076.64,4478.56,0.0,8224.8,184474.72,78531.2,352754.0,2.64,206.73,12.17,0.0,22.35,501.29,213.4,958.58,6108.8,84319.84,4202.56,0.0,170891.84,222941.76,64234.4,552695.0,16.6,229.13,11.42,0.0,464.38,605.82,174.55,1501.9,61408.16,654981.12,33683.04,0.0,40321.76,1801959.84,96769.28,2689121.0,166.87,1779.84,91.53,0.0,109.57,4896.63,262.96,7307.4,68487,815376,42363,0,219436,2209374,239534,3594570,186.11,2215.7,115.12,0.0,596.3,6003.74,650.91,9767.88
