agency_code,poverty_eq,number_of_teachers_eq,beg_teacher_eq,pct_beg_teachers_eq,prov_teachers_eq,pct_prov_teachers_eq,num_prin_eq,inexp_count_prin_eq,pct_inexp_prin_eq
390324,NEITHER,34.0,6.0,0.1765,1.0,0.0294,,,
390331,NEITHER,20.0,5.0,0.25,0.0,0.0,,,
390333,NEITHER,32.0,5.0,0.1563,1.0,0.0313,,,
390334,HIGH,33.0,14.0,0.4242,0.0,0.0,,,
390336,HIGH,17.0,2.0,0.1176,0.0,0.0,,,
390352,LOW,40.0,5.0,0.125,0.0,0.0,,,
390360,NEITHER,27.0,3.0,0.1111,1.0,0.037000000000000005,,,
390362,NEITHER,33.0,2.0,0.0606,0.0,0.0,,,
390364,HIGH,40.0,10.0,0.25,1.0,0.025,,,
390368,NEITHER,21.0,3.0,0.1429,0.0,0.0,,,
390700,LOW,12.0,2.0,0.1667,1.0,0.0833,,,
39A000,LOW,77.0,14.0,0.1818,0.0,0.0,,,
39B000,LOW,29.0,6.0,0.2069,0.0,0.0,,,
400308,NEITHER,59.0,10.0,0.1695,0.0,0.0,,,
400312,NEITHER,46.0,8.0,0.1739,1.0,0.0217,,,
400315,LOW,8.0,0.0,0.0,0.0,0.0,,,
400318,NEITHER,29.0,6.0,0.2069,0.0,0.0,,,
400321,NEITHER,32.0,6.0,0.1875,0.0,0.0,,,
400332,NEITHER,39.0,5.0,0.1282,0.0,0.0,,,
410304,LOW,36.0,1.0,0.0278,0.0,0.0,,,
410307,NEITHER,32.0,5.0,0.1563,0.0,0.0,,,
410310,NEITHER,37.0,7.0,0.1892,0.0,0.0,,,
410311,LOW,27.0,9.0,0.3333,0.0,0.0,,,
410313,NEITHER,51.0,11.0,0.2157,0.0,0.0,,,
410316,NEITHER,61.0,14.0,0.2295,1.0,0.0164,,,
410319,NEITHER,60.0,17.0,0.2833,3.0,0.05,,,
410322,NEITHER,31.0,3.0,0.0968,0.0,0.0,,,
410325,NEITHER,45.0,10.0,0.2222,1.0,0.0222,,,
410326,LOW,13.0,0.0,0.0,0.0,0.0,,,
410328,HIGH,41.0,7.0,0.1707,0.0,0.0,,,
410331,NEITHER,27.0,5.0,0.1852,0.0,0.0,,,
410334,NEITHER,40.0,6.0,0.15,0.0,0.0,,,
410337,LOW,29.0,1.0,0.0345,0.0,0.0,,,
410340,NEITHER,30.0,5.0,0.1667,0.0,0.0,,,
410341,LOW,16.0,0.0,0.0,0.0,0.0,,,
410343,LOW,42.0,3.0,0.0714,0.0,0.0,,,
410346,LOW,43.0,6.0,0.1395,0.0,0.0,,,
410349,HIGH,44.0,9.0,0.2045,0.0,0.0,,,
410355,NEITHER,101.0,13.0,0.1287,2.0,0.0198,,,
410358,LOW,85.0,11.0,0.1294,1.0,0.0118,,,
410361,NEITHER,22.0,1.0,0.0455,1.0,0.0455,,,
410364,HIGH,37.0,16.0,0.4324,0.0,0.0,,,
410366,HIGH,51.0,5.0,0.098,0.0,0.0,,,
410367,NEITHER,59.0,22.0,0.3729,1.0,0.0169,,,
410370,LOW,46.0,5.0,0.1087,0.0,0.0,,,
410373,NEITHER,31.0,8.0,0.2581,0.0,0.0,,,
410376,NEITHER,30.0,10.0,0.3333,0.0,0.0,,,
410379,NEITHER,25.0,3.0,0.12,0.0,0.0,,,
410382,LOW,33.0,5.0,0.1515,0.0,0.0,,,
410385,HIGH,29.0,8.0,0.2759,1.0,0.0345,,,
410388,LOW,35.0,2.0,0.0571,0.0,0.0,,,
410390,LOW,9.0,0.0,0.0,0.0,0.0,,,
410391,NEITHER,49.0,11.0,0.2245,0.0,0.0,,,
410394,LOW,100.0,12.0,0.12,0.0,0.0,,,
410395,LOW,9.0,0.0,0.0,0.0,0.0,,,
410397,NEITHER,48.0,4.0,0.0833,0.0,0.0,,,
410398,NEITHER,30.0,6.0,0.2,0.0,0.0,,,
410399,LOW,10.0,4.0,0.4,0.0,0.0,,,
410400,NEITHER,37.0,5.0,0.1351,0.0,0.0,,,
410401,LOW,13.0,0.0,0.0,0.0,0.0,,,
410402,NEITHER,55.0,20.0,0.3636,0.0,0.0,,,
410403,NEITHER,31.0,7.0,0.2258,0.0,0.0,,,
410406,NEITHER,96.0,20.0,0.2083,2.0,0.0208,,,
410407,LOW,14.0,0.0,0.0,0.0,0.0,,,
410408,LOW,11.0,0.0,0.0,0.0,0.0,,,
410409,NEITHER,43.0,3.0,0.0698,0.0,0.0,,,
410412,NEITHER,40.0,3.0,0.075,0.0,0.0,,,
410415,NEITHER,40.0,11.0,0.275,1.0,0.025,,,
410418,NEITHER,34.0,7.0,0.2059,0.0,0.0,,,
410421,LOW,64.0,10.0,0.1563,1.0,0.0156,,,
410423,NEITHER,48.0,8.0,0.1667,0.0,0.0,,,
410424,LOW,33.0,0.0,0.0,0.0,0.0,,,
410427,NEITHER,42.0,6.0,0.1429,0.0,0.0,,,
410430,NEITHER,56.0,8.0,0.1429,0.0,0.0,,,
410436,NEITHER,21.0,0.0,0.0,0.0,0.0,,,
410437,LOW,50.0,8.0,0.16,0.0,0.0,,,
410439,NEITHER,29.0,7.0,0.2414,0.0,0.0,,,
410442,NEITHER,62.0,3.0,0.0484,1.0,0.0161,,,
410448,LOW,48.0,6.0,0.125,0.0,0.0,,,
410451,NEITHER,36.0,5.0,0.1389,0.0,0.0,,,
410454,NEITHER,22.0,3.0,0.1364,0.0,0.0,,,
410457,NEITHER,21.0,2.0,0.0952,0.0,0.0,,,
410458,LOW,19.0,1.0,0.0526,0.0,0.0,,,
410460,NEITHER,66.0,15.0,0.2273,0.0,0.0,,,
410461,NEITHER,30.0,5.0,0.1667,0.0,0.0,,,
410462,NEITHER,36.0,2.0,0.0556,0.0,0.0,,,
410463,LOW,48.0,4.0,0.0833,0.0,0.0,,,
410464,NEITHER,29.0,0.0,0.0,0.0,0.0,,,
410466,LOW,33.0,1.0,0.0303,0.0,0.0,,,
410469,NEITHER,44.0,13.0,0.2955,0.0,0.0,,,
410472,NEITHER,41.0,4.0,0.0976,0.0,0.0,,,
410478,NEITHER,24.0,10.0,0.4167,0.0,0.0,,,
410481,LOW,20.0,3.0,0.15,0.0,0.0,,,
410483,LOW,16.0,4.0,0.25,1.0,0.0625,,,
410484,NEITHER,76.0,15.0,0.1974,0.0,0.0,,,
410486,LOW,46.0,4.0,0.087,0.0,0.0,,,
410487,NEITHER,46.0,11.0,0.2391,0.0,0.0,,,
410488,LOW,52.0,3.0,0.0577,0.0,0.0,,,
410489,LOW,73.0,8.0,0.1096,0.0,0.0,,,
410490,LOW,105.0,8.0,0.0762,0.0,0.0,,,
410491,LOW,49.0,6.0,0.1224,0.0,0.0,,,
410493,LOW,67.0,6.0,0.0896,1.0,0.0149,,,
410496,NEITHER,40.0,9.0,0.225,0.0,0.0,,,
410499,NEITHER,43.0,6.0,0.1395,0.0,0.0,,,
410502,LOW,48.0,0.0,0.0,0.0,0.0,,,
410505,NEITHER,37.0,5.0,0.1351,0.0,0.0,,,
410508,LOW,104.0,19.0,0.1827,0.0,0.0,,,
410511,HIGH,34.0,11.0,0.3235,0.0,0.0,,,
410514,NEITHER,29.0,4.0,0.1379,0.0,0.0,,,
410517,NEITHER,25.0,3.0,0.12,0.0,0.0,,,
410522,NEITHER,41.0,2.0,0.0488,0.0,0.0,,,
410523,LOW,36.0,1.0,0.0278,0.0,0.0,,,
410529,LOW,89.0,11.0,0.1236,1.0,0.0112,,,
410530,NEITHER,32.0,0.0,0.0,0.0,0.0,,,
410532,NEITHER,56.0,7.0,0.125,0.0,0.0,,,
410533,NEITHER,14.0,1.0,0.0714,1.0,0.0714,,,
410534,NEITHER,13.0,2.0,0.1538,0.0,0.0,,,
410535,NEITHER,36.0,2.0,0.0556,0.0,0.0,,,
410538,NEITHER,39.0,2.0,0.0513,0.0,0.0,,,
410541,LOW,30.0,4.0,0.1333,0.0,0.0,,,
410542,NEITHER,39.0,6.0,0.1538,1.0,0.0256,,,
410544,NEITHER,98.0,16.0,0.1633,0.0,0.0,,,
410545,LOW,22.0,3.0,0.1364,0.0,0.0,,,
410547,LOW,84.0,8.0,0.0952,0.0,0.0,,,
410550,LOW,60.0,6.0,0.1,0.0,0.0,,,
410553,NEITHER,25.0,1.0,0.04,0.0,0.0,,,
410556,LOW,76.0,14.0,0.1842,0.0,0.0,,,
410559,LOW,59.0,5.0,0.0847,0.0,0.0,,,
410562,LOW,99.0,7.0,0.0707,0.0,0.0,,,
410565,LOW,76.0,11.0,0.1447,0.0,0.0,,,
410568,LOW,35.0,5.0,0.1429,0.0,0.0,,,
410569,LOW,11.0,2.0,0.1818,1.0,0.0909,,,
410571,LOW,33.0,3.0,0.0909,0.0,0.0,,,
410574,LOW,41.0,3.0,0.0732,0.0,0.0,,,
410577,NEITHER,39.0,4.0,0.1026,0.0,0.0,,,
410578,NEITHER,40.0,8.0,0.2,0.0,0.0,,,
410579,LOW,15.0,0.0,0.0,0.0,0.0,,,
410580,NEITHER,39.0,2.0,0.0513,0.0,0.0,,,
410583,NEITHER,22.0,7.0,0.3182,0.0,0.0,,,
410586,NEITHER,34.0,6.0,0.1765,0.0,0.0,,,
410589,LOW,45.0,5.0,0.1111,0.0,0.0,,,
410592,NEITHER,39.0,7.0,0.1795,0.0,0.0,,,
410595,LOW,76.0,11.0,0.1447,1.0,0.0132,,,
410598,HIGH,37.0,7.0,0.1892,0.0,0.0,,,
41B000,LOW,38.0,1.0,0.0263,0.0,0.0,,,
