agency_code,pct_met_4 year graduation rate_ltg,pct_met_el progress_ltg,pct_met_math grade 11_ltg,pct_met_math grades 3-8_ltg,pct_met_reading grade 10_ltg,pct_met_reading grades 3-8_ltg,pct_met_total targets_ltg,target_assign_4 year graduation rate_ltg,target_assign_el progress_ltg,target_assign_math grade 11_ltg,target_assign_math grades 3-8_ltg,target_assign_reading grade 10_ltg,target_assign_reading grades 3-8_ltg,target_assign_total targets_ltg,target_met_4 year graduation rate_ltg,target_met_el progress_ltg,target_met_math grade 11_ltg,target_met_math grades 3-8_ltg,target_met_reading grade 10_ltg,target_met_reading grades 3-8_ltg,target_met_total targets_ltg
180308,0.0,,100.0,,66.7,,55.6,3.0,,3.0,,3.0,,9.0,0.0,,3.0,,2.0,,5.0
180312,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
180316,,100.0,,14.3,,28.6,26.7,,1.0,,7.0,,7.0,15.0,,1.0,,1.0,,2.0,4.0
180320,0.0,0.0,100.0,,0.0,,33.3,4.0,1.0,4.0,,3.0,,12.0,0.0,0.0,4.0,,0.0,,4.0
180324,,,,0.0,,60.0,30.0,,,,5.0,,5.0,10.0,,,,0.0,,3.0,3.0
180325,100.0,,33.3,,66.7,,66.7,3.0,,3.0,,3.0,,9.0,3.0,,1.0,,2.0,,6.0
180326,,0.0,,0.0,,16.7,7.7,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,1.0,1.0
180332,,100.0,,0.0,,66.7,38.5,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,4.0,5.0
180336,,0.0,,0.0,,33.3,15.4,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,2.0,2.0
180340,0.0,0.0,33.3,,33.3,,20.0,3.0,1.0,3.0,,3.0,,10.0,0.0,0.0,1.0,,1.0,,2.0
180342,,,,16.7,,33.3,25.0,,,,6.0,,6.0,12.0,,,,1.0,,2.0,3.0
180343,,100.0,,0.0,,14.3,13.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,1.0,2.0
180344,,,,0.0,,60.0,30.0,,,,5.0,,5.0,10.0,,,,0.0,,3.0,3.0
180346,,,,50.0,,50.0,50.0,,,,6.0,,6.0,12.0,,,,3.0,,3.0,6.0
180348,100.0,,0.0,,0.0,,33.3,3.0,,3.0,,3.0,,9.0,3.0,,0.0,,0.0,,3.0
180352,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
180356,,100.0,,0.0,,57.1,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,4.0,5.0
180360,,100.0,,0.0,,14.3,13.3,,1.0,,7.0,,7.0,15.0,,1.0,,0.0,,1.0,2.0
180364,,,,14.3,,28.6,21.4,,,,7.0,,7.0,14.0,,,,1.0,,2.0,3.0
180368,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
180372,,100.0,,71.4,,42.9,60.0,,1.0,,7.0,,7.0,15.0,,1.0,,5.0,,3.0,9.0
180376,40.0,100.0,50.0,,80.0,,60.0,5.0,1.0,4.0,,5.0,,15.0,2.0,1.0,2.0,,4.0,,9.0
180379,,0.0,,16.7,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,0.0,,1.0,,2.0,3.0
180380,,,,0.0,,50.0,25.0,,,,4.0,,4.0,8.0,,,,0.0,,2.0,2.0
180388,,100.0,,0.0,,16.7,15.4,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,1.0,2.0
181312,,0.0,,0.0,,25.0,11.8,,1.0,,8.0,,8.0,17.0,,0.0,,0.0,,2.0,2.0
181316,,0.0,,62.5,,62.5,58.8,,1.0,,8.0,,8.0,17.0,,0.0,,5.0,,5.0,10.0
181318,,,,,0.0,,0.0,,,,,1.0,,1.0,,,,,0.0,,0.0
181322,20.0,0.0,20.0,,14.3,,16.7,5.0,1.0,5.0,,7.0,,18.0,1.0,0.0,1.0,,1.0,,3.0
181326,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
181332,,100.0,,28.6,,28.6,33.3,,1.0,,7.0,,7.0,15.0,,1.0,,2.0,,2.0,5.0
181336,,100.0,,20.0,,40.0,36.4,,1.0,,5.0,,5.0,11.0,,1.0,,1.0,,2.0,4.0
181342,,0.0,,,,,0.0,,1.0,,,,,1.0,,0.0,,,,,0.0
181344,,100.0,,33.3,,66.7,53.8,,1.0,,6.0,,6.0,13.0,,1.0,,2.0,,4.0,7.0
182316,25.0,0.0,100.0,,0.0,,38.5,4.0,1.0,4.0,,4.0,,13.0,1.0,0.0,4.0,,0.0,,5.0
182321,,0.0,,0.0,,66.7,31.6,,1.0,,9.0,,9.0,19.0,,0.0,,0.0,,6.0,6.0
182322,,100.0,,80.0,,100.0,90.9,,1.0,,5.0,,5.0,11.0,,1.0,,4.0,,5.0,10.0
182324,,100.0,,0.0,,20.0,18.2,,1.0,,5.0,,5.0,11.0,,1.0,,0.0,,1.0,2.0
182328,,100.0,,0.0,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,2.0,3.0
182700,100.0,,0.0,,0.0,,33.3,2.0,,2.0,,2.0,,6.0,2.0,,0.0,,0.0,,2.0
190304,,,,0.0,,100.0,50.0,,,,3.0,,3.0,6.0,,,,0.0,,3.0,3.0
190308,,,,0.0,,60.0,30.0,,,,5.0,,5.0,10.0,,,,0.0,,3.0,3.0
190310,0.0,,,,,,0.0,3.0,,,,,,3.0,0.0,,,,,,0.0
190312,,0.0,,14.3,,42.9,26.7,,1.0,,7.0,,7.0,15.0,,0.0,,1.0,,3.0,4.0
190316,100.0,,0.0,,0.0,,33.3,3.0,,3.0,,3.0,,9.0,3.0,,0.0,,0.0,,3.0
190328,,,,75.0,,37.5,56.3,,,,8.0,,8.0,16.0,,,,6.0,,3.0,9.0
190332,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
190336,60.0,100.0,0.0,,40.0,,37.5,5.0,1.0,5.0,,5.0,,16.0,3.0,1.0,0.0,,2.0,,6.0
190339,,,,0.0,,50.0,25.0,,,,8.0,,8.0,16.0,,,,0.0,,4.0,4.0
190340,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
190341,,100.0,,16.7,,83.3,53.8,,1.0,,6.0,,6.0,13.0,,1.0,,1.0,,5.0,7.0
190342,100.0,100.0,33.3,,33.3,,57.9,6.0,1.0,6.0,,6.0,,19.0,6.0,1.0,2.0,,2.0,,11.0
190346,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
190348,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
190350,,100.0,,71.4,,85.7,80.0,,1.0,,7.0,,7.0,15.0,,1.0,,5.0,,6.0,12.0
190352,,,,20.0,,40.0,30.0,,,,5.0,,5.0,10.0,,,,1.0,,2.0,3.0
190370,,100.0,,16.7,,16.7,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,1.0,,1.0,3.0
19A000,50.0,,50.0,0.0,0.0,0.0,16.7,2.0,,2.0,3.0,2.0,3.0,12.0,1.0,,1.0,0.0,0.0,0.0,2.0
19B000,100.0,,100.0,0.0,0.0,33.3,41.7,2.0,,2.0,3.0,2.0,3.0,12.0,2.0,,2.0,0.0,0.0,1.0,5.0
19C000,,,,0.0,,100.0,50.0,,,,2.0,,2.0,4.0,,,,0.0,,2.0,2.0
200304,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
200308,100.0,,100.0,,100.0,,100.0,3.0,,2.0,,3.0,,8.0,3.0,,2.0,,3.0,,8.0
200310,,,,75.0,,75.0,75.0,,,,4.0,,4.0,8.0,,,,3.0,,3.0,6.0
200312,,,,0.0,,0.0,0.0,,,,2.0,,2.0,4.0,,,,0.0,,0.0,0.0
200314,0.0,,100.0,,0.0,,33.3,2.0,,2.0,,2.0,,6.0,0.0,,2.0,,0.0,,2.0
200320,,,,33.3,,33.3,33.3,,,,3.0,,3.0,6.0,,,,1.0,,1.0,2.0
200322,0.0,,,,,,0.0,3.0,,,,,,3.0,0.0,,,,,,0.0
200324,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
200328,66.7,,0.0,,0.0,,22.2,3.0,,3.0,,3.0,,9.0,2.0,,0.0,,0.0,,2.0
200330,,,,75.0,,50.0,62.5,,,,4.0,,4.0,8.0,,,,3.0,,2.0,5.0
200332,,,,0.0,,0.0,0.0,,,,2.0,,2.0,4.0,,,,0.0,,0.0,0.0
200336,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
200350,100.0,,0.0,,0.0,,40.0,2.0,,2.0,,1.0,,5.0,2.0,,0.0,,0.0,,2.0
20A000,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
210304,,,,60.0,,80.0,70.0,,,,5.0,,5.0,10.0,,,,3.0,,4.0,7.0
210306,,,,0.0,,16.7,8.3,,,,6.0,,6.0,12.0,,,,0.0,,1.0,1.0
210312,25.0,,25.0,,0.0,,16.7,4.0,,4.0,,4.0,,12.0,1.0,,1.0,,0.0,,2.0
220308,,,,0.0,,50.0,25.0,,,,4.0,,4.0,8.0,,,,0.0,,2.0,2.0
220310,100.0,,0.0,,0.0,,25.0,2.0,,3.0,,3.0,,8.0,2.0,,0.0,,0.0,,2.0
220312,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
230304,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
230308,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
230312,40.0,,0.0,,0.0,,14.3,5.0,,5.0,,4.0,,14.0,2.0,,0.0,,0.0,,2.0
230316,,,,83.3,,66.7,75.0,,,,6.0,,6.0,12.0,,,,5.0,,4.0,9.0
230320,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
230322,100.0,,100.0,,100.0,,100.0,2.0,,2.0,,2.0,,6.0,2.0,,2.0,,2.0,,6.0
230324,0.0,,0.0,,0.0,,0.0,5.0,,4.0,,5.0,,14.0,0.0,,0.0,,0.0,,0.0
230328,,,,100.0,,71.4,85.7,,,,7.0,,7.0,14.0,,,,7.0,,5.0,12.0
230330,0.0,,,0.0,,0.0,0.0,3.0,,,2.0,,2.0,7.0,0.0,,,0.0,,0.0,0.0
230334,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
230336,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
230340,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
230342,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
230344,,,,0.0,,100.0,50.0,,,,3.0,,3.0,6.0,,,,0.0,,3.0,3.0
230346,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
230348,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
230350,20.0,,20.0,,25.0,,21.4,5.0,,5.0,,4.0,,14.0,1.0,,1.0,,1.0,,3.0
230351,,,,14.3,,14.3,14.3,,,,7.0,,7.0,14.0,,,,1.0,,1.0,2.0
230352,,,,83.3,,83.3,83.3,,,,6.0,,6.0,12.0,,,,5.0,,5.0,10.0
230355,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
230357,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
230359,,,,0.0,,0.0,0.0,,,,2.0,,2.0,4.0,,,,0.0,,0.0,0.0
230361,100.0,,0.0,,0.0,,38.5,5.0,,4.0,,4.0,,13.0,5.0,,0.0,,0.0,,5.0
230362,,,,100.0,,16.7,58.3,,,,6.0,,6.0,12.0,,,,6.0,,1.0,7.0
230364,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
230368,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
230370,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
230376,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
230380,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
23A000,,,,20.0,0.0,60.0,36.4,,,,5.0,1.0,5.0,11.0,,,,1.0,0.0,3.0,4.0
240304,,,,25.0,,75.0,50.0,,,,4.0,,4.0,8.0,,,,1.0,,3.0,4.0
240308,,0.0,,0.0,,0.0,0.0,,1.0,,5.0,,5.0,11.0,,0.0,,0.0,,0.0,0.0
240328,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
240332,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
240334,75.0,,100.0,,33.3,,66.7,4.0,,2.0,,3.0,,9.0,3.0,,2.0,,1.0,,6.0
240344,,,,0.0,,50.0,25.0,,,,4.0,,4.0,8.0,,,,0.0,,2.0,2.0
240352,,,,100.0,,100.0,100.0,,,,2.0,,2.0,4.0,,,,2.0,,2.0,4.0
240354,,,,0.0,,100.0,50.0,,,,4.0,,4.0,8.0,,,,0.0,,4.0,4.0
240356,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
240368,,,,100.0,,100.0,100.0,,,,4.0,,4.0,8.0,,,,4.0,,4.0,8.0
240370,,,,0.0,,33.3,16.7,,,,3.0,,3.0,6.0,,,,0.0,,1.0,1.0
240371,75.0,,100.0,,25.0,,66.7,4.0,,4.0,,4.0,,12.0,3.0,,4.0,,1.0,,8.0
240372,,,,0.0,,50.0,25.0,,,,4.0,,4.0,8.0,,,,0.0,,2.0,2.0
240373,0.0,,0.0,,100.0,,28.6,3.0,,2.0,,2.0,,7.0,0.0,,0.0,,2.0,,2.0
240376,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
240380,25.0,,100.0,,75.0,,66.7,4.0,,4.0,,4.0,,12.0,1.0,,4.0,,3.0,,8.0
240388,,,,0.0,,40.0,20.0,,,,5.0,,5.0,10.0,,,,0.0,,2.0,2.0
241304,,,,37.5,,75.0,56.3,,,,8.0,,8.0,16.0,,,,3.0,,6.0,9.0
241308,,,,0.0,,0.0,0.0,,,,8.0,,8.0,16.0,,,,0.0,,0.0,0.0
241312,0.0,,,,,,0.0,3.0,,,,,,3.0,0.0,,,,,,0.0
241316,25.0,,75.0,,25.0,,41.7,4.0,,4.0,,4.0,,12.0,1.0,,3.0,,1.0,,5.0
24B000,0.0,,,0.0,,100.0,25.0,2.0,,,1.0,,1.0,4.0,0.0,,,0.0,,1.0,1.0
24N000,,,,0.0,,80.0,40.0,,,,5.0,,5.0,10.0,,,,0.0,,4.0,4.0
250304,,,,0.0,,50.0,25.0,,,,4.0,,4.0,8.0,,,,0.0,,2.0,2.0
250306,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
250308,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
250312,,,,0.0,,40.0,20.0,,,,5.0,,5.0,10.0,,,,0.0,,2.0,2.0
250314,0.0,,100.0,,0.0,,33.3,1.0,,1.0,,1.0,,3.0,0.0,,1.0,,0.0,,1.0
250316,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
250320,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
250321,0.0,,100.0,,100.0,,66.7,1.0,,1.0,,1.0,,3.0,0.0,,1.0,,1.0,,2.0
250324,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
250328,,,,0.0,,100.0,50.0,,,,3.0,,3.0,6.0,,,,0.0,,3.0,3.0
250332,,,,0.0,,11.1,5.6,,,,9.0,,9.0,18.0,,,,0.0,,1.0,1.0
250336,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
250340,16.7,,100.0,,80.0,,60.0,6.0,,4.0,,5.0,,15.0,1.0,,4.0,,4.0,,9.0
250344,,,,0.0,,0.0,0.0,,,,7.0,,7.0,14.0,,,,0.0,,0.0,0.0
250348,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
250350,,,,0.0,,75.0,37.5,,,,4.0,,4.0,8.0,,,,0.0,,3.0,3.0
250356,33.3,100.0,80.0,,0.0,,41.2,6.0,1.0,5.0,,5.0,,17.0,2.0,1.0,4.0,,0.0,,7.0
250360,,100.0,,0.0,,33.3,23.1,,1.0,,6.0,,6.0,13.0,,1.0,,0.0,,2.0,3.0
250362,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
250364,,0.0,,0.0,,33.3,15.4,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,2.0,2.0
250368,,,,0.0,,14.3,7.1,,,,7.0,,7.0,14.0,,,,0.0,,1.0,1.0
250372,100.0,,0.0,,40.0,,50.0,5.0,,4.0,,5.0,,14.0,5.0,,0.0,,2.0,,7.0
250376,,,,0.0,,50.0,25.0,,,,8.0,,8.0,16.0,,,,0.0,,4.0,4.0
250378,,,,0.0,,50.0,25.0,,,,4.0,,4.0,8.0,,,,0.0,,2.0,2.0
250380,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
260306,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
260308,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260310,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260312,,,,0.0,,0.0,0.0,,,,1.0,,1.0,2.0,,,,0.0,,0.0,0.0
260316,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260318,28.6,,20.0,,0.0,,15.8,7.0,,5.0,,7.0,,19.0,2.0,,1.0,,0.0,,3.0
260320,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
260321,,,,0.0,,14.3,7.1,,,,7.0,,7.0,14.0,,,,0.0,,1.0,1.0
260322,33.3,,80.0,,16.7,,41.2,6.0,,5.0,,6.0,,17.0,2.0,,4.0,,1.0,,7.0
260325,33.3,,60.0,,50.0,,47.1,6.0,,5.0,,6.0,,17.0,2.0,,3.0,,3.0,,8.0
260326,,,,20.0,,60.0,40.0,,,,5.0,,5.0,10.0,,,,1.0,,3.0,4.0
260332,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
260336,,,,0.0,,0.0,0.0,,,,7.0,,7.0,14.0,,,,0.0,,0.0,0.0
260338,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
260340,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
260342,,,,0.0,,14.3,7.1,,,,7.0,,7.0,14.0,,,,0.0,,1.0,1.0
260344,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260347,100.0,,100.0,,0.0,,57.1,1.0,,3.0,,3.0,,7.0,1.0,,3.0,,0.0,,4.0
260348,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
260352,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260354,100.0,,100.0,,33.3,,75.0,2.0,,3.0,,3.0,,8.0,2.0,,3.0,,1.0,,6.0
260356,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260357,50.0,,66.7,,16.7,,44.4,6.0,,6.0,,6.0,,18.0,3.0,,4.0,,1.0,,8.0
260358,,,,14.3,,14.3,14.3,,,,7.0,,7.0,14.0,,,,1.0,,1.0,2.0
260359,75.0,,0.0,,50.0,,41.7,4.0,,4.0,,4.0,,12.0,3.0,,0.0,,2.0,,5.0
260361,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260362,,,,0.0,,11.1,5.6,,,,9.0,,9.0,18.0,,,,0.0,,1.0,1.0
260364,,0.0,,0.0,,16.7,7.7,,1.0,,6.0,,6.0,13.0,,0.0,,0.0,,1.0,1.0
260365,,,,0.0,,14.3,7.1,,,,7.0,,7.0,14.0,,,,0.0,,1.0,1.0
260366,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
260367,,,,14.3,,0.0,7.1,,,,7.0,,7.0,14.0,,,,1.0,,0.0,1.0
260368,,,,0.0,,0.0,0.0,,,,7.0,,7.0,14.0,,,,0.0,,0.0,0.0
260369,,,,0.0,,0.0,0.0,,,,9.0,,9.0,18.0,,,,0.0,,0.0,0.0
260370,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
260371,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
260372,,,,14.3,,14.3,14.3,,,,7.0,,7.0,14.0,,,,1.0,,1.0,2.0
260373,,,,0.0,,0.0,0.0,,,,7.0,,7.0,14.0,,,,0.0,,0.0,0.0
260374,33.3,,0.0,,100.0,,40.0,3.0,,1.0,,1.0,,5.0,1.0,,0.0,,1.0,,2.0
260375,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260380,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
260382,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260383,,,,11.1,,0.0,5.6,,,,9.0,,9.0,18.0,,,,1.0,,0.0,1.0
260386,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260388,50.0,,50.0,,0.0,,40.0,2.0,,2.0,,1.0,,5.0,1.0,,1.0,,0.0,,2.0
260396,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
260397,,,,14.3,,14.3,14.3,,,,7.0,,7.0,14.0,,,,1.0,,1.0,2.0
260398,,,,0.0,,33.3,16.7,,,,6.0,,6.0,12.0,,,,0.0,,2.0,2.0
260400,,,,0.0,,25.0,12.5,,,,4.0,,4.0,8.0,,,,0.0,,1.0,1.0
260401,,,,0.0,,20.0,10.0,,,,5.0,,5.0,10.0,,,,0.0,,1.0,1.0
260402,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260403,,,,0.0,,14.3,7.1,,,,7.0,,7.0,14.0,,,,0.0,,1.0,1.0
260404,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260405,,,,0.0,,66.7,33.3,,,,3.0,,3.0,6.0,,,,0.0,,2.0,2.0
260406,,,,0.0,,28.6,14.3,,,,7.0,,7.0,14.0,,,,0.0,,2.0,2.0
260407,,,,0.0,,14.3,7.1,,,,7.0,,7.0,14.0,,,,0.0,,1.0,1.0
260408,0.0,,50.0,,0.0,,15.8,7.0,,6.0,,6.0,,19.0,0.0,,3.0,,0.0,,3.0
260410,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260411,100.0,,100.0,,0.0,,66.7,3.0,,3.0,,3.0,,9.0,3.0,,3.0,,0.0,,6.0
260413,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260414,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
260415,,,,0.0,,14.3,7.1,,,,7.0,,7.0,14.0,,,,0.0,,1.0,1.0
260416,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260417,,,,14.3,,14.3,14.3,,,,7.0,,7.0,14.0,,,,1.0,,1.0,2.0
260418,,,,42.9,,14.3,28.6,,,,7.0,,7.0,14.0,,,,3.0,,1.0,4.0
260419,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260424,40.0,,25.0,,0.0,,21.4,5.0,,4.0,,5.0,,14.0,2.0,,1.0,,0.0,,3.0
260425,,,,12.5,,12.5,12.5,,,,8.0,,8.0,16.0,,,,1.0,,1.0,2.0
260426,,,,0.0,,0.0,0.0,,,,4.0,,4.0,8.0,,,,0.0,,0.0,0.0
260427,0.0,0.0,16.7,,0.0,,5.0,6.0,1.0,6.0,,7.0,,20.0,0.0,0.0,1.0,,0.0,,1.0
260428,,,,14.3,,0.0,7.1,,,,7.0,,7.0,14.0,,,,1.0,,0.0,1.0
260430,,,,0.0,,50.0,25.0,,,,4.0,,4.0,8.0,,,,0.0,,2.0,2.0
260434,,,,12.5,,25.0,18.8,,,,8.0,,8.0,16.0,,,,1.0,,2.0,3.0
260440,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260444,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260446,33.3,,0.0,,0.0,,12.5,6.0,,4.0,,6.0,,16.0,2.0,,0.0,,0.0,,2.0
260448,,,,0.0,,14.3,7.1,,,,7.0,,7.0,14.0,,,,0.0,,1.0,1.0
260449,,,,,100.0,,100.0,,,,,3.0,,3.0,,,,,3.0,,3.0
260450,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
260452,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
260454,,,,71.4,,14.3,42.9,,,,7.0,,7.0,14.0,,,,5.0,,1.0,6.0
260455,60.0,,25.0,,20.0,,35.7,5.0,,4.0,,5.0,,14.0,3.0,,1.0,,1.0,,5.0
260459,,,,0.0,,100.0,50.0,,,,3.0,,3.0,6.0,,,,0.0,,3.0,3.0
260700,,,100.0,,100.0,,100.0,,,1.0,,2.0,,3.0,,,1.0,,2.0,,3.0
26B000,,,,0.0,,60.0,30.0,,,,5.0,,5.0,10.0,,,,0.0,,3.0,3.0
26C000,,,,0.0,,40.0,20.0,,,,5.0,,5.0,10.0,,,,0.0,,2.0,2.0
270304,,,,66.7,,100.0,83.3,,,,3.0,,3.0,6.0,,,,2.0,,3.0,5.0
270306,0.0,,0.0,,33.3,,11.1,3.0,,3.0,,3.0,,9.0,0.0,,0.0,,1.0,,1.0
270308,,,,0.0,,0.0,0.0,,,,6.0,,6.0,12.0,,,,0.0,,0.0,0.0
270309,,,,66.7,,100.0,83.3,,,,3.0,,3.0,6.0,,,,2.0,,3.0,5.0
270310,,,,25.0,,25.0,25.0,,,,4.0,,4.0,8.0,,,,1.0,,1.0,2.0
270311,100.0,,100.0,,0.0,,66.7,2.0,,2.0,,2.0,,6.0,2.0,,2.0,,0.0,,4.0
270312,,,,0.0,,0.0,0.0,,,,2.0,,2.0,4.0,,,,0.0,,0.0,0.0
270316,,,,0.0,,0.0,0.0,,,,3.0,,3.0,6.0,,,,0.0,,0.0,0.0
270318,,,,0.0,,0.0,0.0,,,,5.0,,5.0,10.0,,,,0.0,,0.0,0.0
