agency_code,den_aig_elp,den_all_elp,den_as7_elp,den_bl7_elp,den_eds_elp,den_els_elp,den_fem_elp,den_hi7_elp,den_hms_elp,den_male_elp,den_mig_elp,den_mil_elp,den_neds_elp,den_nswd_elp,den_swd_elp,den_wh7_elp,pct_aig_elp,pct_all_elp,pct_as7_elp,pct_bl7_elp,pct_eds_elp,pct_els_elp,pct_fem_elp,pct_hi7_elp,pct_hms_elp,pct_male_elp,pct_mig_elp,pct_mil_elp,pct_neds_elp,pct_nswd_elp,pct_swd_elp,pct_wh7_elp
600353,,24.0,,,13.0,24.0,,13.0,,17.0,,,11.0,17.0,,,,45.8,,,38.5,45.8,,38.5,,47.1,,,54.5,52.9,,
600357,,38.0,,,26.0,38.0,17.0,28.0,,21.0,,,12.0,32.0,,,,60.5,,,57.7,60.5,58.8,53.6,,61.9,,,66.7,65.6,,
600361,,182.0,43.0,,109.0,182.0,83.0,113.0,,99.0,,,73.0,163.0,19.0,21.0,,23.1,16.3,,20.2,23.1,31.3,24.8,,16.2,,,27.4,24.5,10.5,33.3
600362,,40.0,,,19.0,40.0,18.0,28.0,,22.0,,,21.0,40.0,,,,50.0,,,52.6,50.0,44.4,50.0,,54.5,,,47.6,50.0,,
600364,,25.0,,,,25.0,11.0,22.0,,14.0,,,16.0,22.0,,,,5.0,,,,5.0,9.1,5.0,,5.0,,,6.3,5.0,,
600365,,198.0,13.0,,100.0,198.0,89.0,182.0,,109.0,,,98.0,183.0,15.0,,,49.5,61.5,,45.0,49.5,47.2,48.9,,51.4,,,54.1,51.4,26.7,
600366,,76.0,,,36.0,76.0,32.0,72.0,,44.0,,,40.0,69.0,,,,36.8,,,33.3,36.8,34.4,38.9,,38.6,,,40.0,40.6,,
600367,,15.0,,,10.0,15.0,,12.0,,10.0,,,,13.0,,,,66.7,,,60.0,66.7,,66.7,,80.0,,,,69.2,,
600368,,60.0,,,26.0,60.0,32.0,56.0,,28.0,,,34.0,54.0,,,,53.3,,,53.8,53.3,56.3,51.8,,50.0,,,52.9,57.4,,
600369,,126.0,24.0,,89.0,126.0,69.0,86.0,,57.0,,,37.0,110.0,16.0,,,50.0,58.3,,44.9,50.0,58.0,45.3,,40.4,,,62.2,52.7,31.3,
600374,,28.0,,,17.0,28.0,14.0,22.0,,14.0,,,11.0,26.0,,,,35.7,,,35.3,35.7,35.7,31.8,,35.7,,,36.4,34.6,,
600377,,182.0,54.0,14.0,123.0,182.0,80.0,103.0,,102.0,,,59.0,163.0,19.0,10.0,,13.7,9.3,21.4,13.8,13.7,13.8,13.6,,13.7,,,13.6,13.5,15.8,30.0
600381,,247.0,31.0,13.0,131.0,247.0,103.0,202.0,,144.0,,,116.0,203.0,44.0,,,17.4,22.6,7.7,16.8,17.4,21.4,17.3,,14.6,,,18.1,18.2,13.6,
600382,,65.0,31.0,,14.0,65.0,24.0,18.0,,41.0,,,51.0,60.0,,15.0,,73.8,80.6,,85.7,73.8,79.2,55.6,,70.7,,,70.6,75.0,,80.0
600383,10.0,82.0,51.0,,16.0,82.0,32.0,18.0,,50.0,,,66.0,75.0,,13.0,60.0,59.8,56.9,,62.5,59.8,71.9,61.1,,52.0,,,59.1,62.7,,69.2
600384,,37.0,,,30.0,37.0,17.0,30.0,,20.0,,,,36.0,,,,35.1,,,43.3,35.1,41.2,30.0,,30.0,,,,36.1,,
600385,,95.0,45.0,,34.0,95.0,42.0,39.0,,53.0,,,61.0,85.0,10.0,,,70.5,73.3,,70.6,70.5,83.3,66.7,,60.4,,,70.5,70.6,70.0,
600386,,23.0,,,,23.0,21.0,20.0,,,,,14.0,20.0,,,,43.5,,,,43.5,47.6,45.0,,,,,50.0,45.0,,
600392,,47.0,28.0,,10.0,47.0,15.0,11.0,,32.0,,,37.0,38.0,,,,70.2,75.0,,80.0,70.2,80.0,72.7,,65.6,,,67.6,68.4,,
600394,,50.0,,,34.0,50.0,25.0,37.0,,25.0,,,16.0,37.0,13.0,,,24.0,,,14.7,24.0,24.0,13.5,,24.0,,,43.8,32.4,5.0,
600397,,409.0,71.0,44.0,161.0,409.0,184.0,272.0,,225.0,,,248.0,374.0,35.0,18.0,,21.8,25.4,22.7,20.5,21.8,22.3,20.2,,21.3,,,22.6,23.5,5.0,27.8
600398,,89.0,,,48.0,89.0,41.0,80.0,,48.0,,,41.0,79.0,10.0,,,47.2,,,43.8,47.2,53.7,46.3,,41.7,,,51.2,48.1,40.0,
600399,,47.0,,,34.0,47.0,21.0,31.0,,26.0,,,13.0,37.0,10.0,,,12.8,,,5.9,12.8,9.5,6.5,,15.4,,,30.8,13.5,10.0,
600405,,249.0,17.0,12.0,69.0,249.0,106.0,219.0,,143.0,,,180.0,217.0,32.0,,,10.4,5.9,16.7,8.7,10.4,12.3,10.5,,9.1,,,11.1,11.1,6.3,
600406,,72.0,34.0,,15.0,72.0,41.0,16.0,,31.0,,,57.0,67.0,,19.0,,73.6,58.8,,86.7,73.6,85.4,81.3,,58.1,,,70.2,71.6,,89.5
600408,,209.0,39.0,11.0,105.0,209.0,92.0,152.0,,117.0,,,104.0,188.0,21.0,,,55.0,48.7,72.7,53.3,55.0,51.1,54.6,,58.1,,,56.7,58.0,28.6,
600409,,16.0,,,,16.0,,,,,,,,14.0,,,,56.3,,,,56.3,,,,,,,,64.3,,
600410,,146.0,11.0,,80.0,146.0,73.0,131.0,,73.0,,,66.0,137.0,,,,49.3,27.3,,45.0,49.3,46.6,51.1,,52.1,,,54.5,51.1,,
600411,,12.0,,,,12.0,,,,,,,,,,,,33.3,,,,33.3,,,,,,,,,,
600412,,261.0,,,153.0,261.0,118.0,248.0,,143.0,,,108.0,245.0,16.0,,,42.9,,,40.5,42.9,42.4,43.1,,43.4,,,46.3,44.5,18.8,
600414,,74.0,,17.0,34.0,74.0,39.0,55.0,,35.0,,,40.0,67.0,,,,50.0,,58.8,35.3,50.0,56.4,47.3,,42.9,,,62.5,52.2,,
600415,,68.0,,,45.0,68.0,31.0,58.0,,37.0,,,23.0,55.0,13.0,,,44.1,,,48.9,44.1,45.2,44.8,,43.2,,,34.8,50.9,15.4,
600416,,63.0,17.0,,21.0,63.0,28.0,45.0,,35.0,,,42.0,56.0,,,,33.3,47.1,,38.1,33.3,28.6,28.9,,37.1,,,31.0,33.9,,
600418,,23.0,,,18.0,23.0,14.0,14.0,,,,,,19.0,,,,52.2,,,44.4,52.2,64.3,50.0,,,,,,63.2,,
600420,,69.0,,,54.0,69.0,32.0,61.0,,37.0,,,15.0,65.0,,,,44.9,,,40.7,44.9,43.8,39.3,,45.9,,,60.0,44.6,,
600422,,252.0,,,113.0,252.0,128.0,249.0,,124.0,,,139.0,229.0,23.0,,,52.4,,,54.9,52.4,54.7,51.8,,50.0,,,50.4,54.6,30.4,
600424,10.0,242.0,65.0,12.0,124.0,242.0,125.0,155.0,,117.0,,,118.0,215.0,27.0,,60.0,46.3,60.0,25.0,48.4,46.3,53.6,43.2,,38.5,,,44.1,49.3,22.2,
600426,,272.0,66.0,21.0,213.0,272.0,114.0,174.0,,158.0,,,59.0,228.0,44.0,10.0,,13.6,13.6,14.3,13.1,13.6,15.8,12.6,,12.0,,,15.3,14.9,6.8,20.0
600428,,78.0,,,29.0,78.0,34.0,64.0,,44.0,,,49.0,56.0,22.0,,,9.0,,,6.9,9.0,11.8,5.0,,6.8,,,10.2,10.7,5.0,
600429,,50.0,,,15.0,50.0,16.0,39.0,,34.0,,,35.0,42.0,,,,48.0,,,66.7,48.0,50.0,43.6,,47.1,,,40.0,50.0,,
600431,,21.0,,,,21.0,10.0,,,11.0,,,18.0,13.0,,,,42.9,,,,42.9,70.0,,,18.2,,,44.4,61.5,,
600432,,119.0,14.0,,52.0,119.0,53.0,102.0,,66.0,,,67.0,107.0,12.0,,,37.8,21.4,,36.5,37.8,43.4,40.2,,33.3,,,38.8,40.2,16.7,
600433,,46.0,,,28.0,46.0,25.0,31.0,,21.0,,,18.0,41.0,,,,41.3,,,32.1,41.3,40.0,29.0,,42.9,,,55.6,41.5,,
600434,,79.0,,,51.0,79.0,30.0,65.0,,49.0,,,28.0,52.0,27.0,,,17.7,,,13.7,17.7,23.3,13.8,,14.3,,,25.0,23.1,7.4,
600436,,83.0,,,71.0,83.0,38.0,76.0,,45.0,,,12.0,64.0,19.0,,,51.8,,,49.3,51.8,39.5,51.3,,62.2,,,66.7,60.9,21.1,
600437,,74.0,35.0,,18.0,74.0,31.0,17.0,,43.0,,,56.0,71.0,,20.0,,55.4,57.1,,55.6,55.4,64.5,29.4,,48.8,,,55.4,57.7,,70.0
600438,,50.0,,,38.0,50.0,22.0,31.0,,28.0,,,12.0,41.0,,,,60.0,,,55.3,60.0,59.1,58.1,,60.7,,,75.0,56.1,,
600439,,10.0,,,,10.0,,,,,,,,,,,,10.0,,,,10.0,,,,,,,,,,
600440,,131.0,14.0,,56.0,131.0,53.0,102.0,,78.0,,,75.0,112.0,19.0,,,66.4,64.3,,67.9,66.4,67.9,66.7,,65.4,,,65.3,69.6,47.4,
600442,,128.0,,,110.0,128.0,59.0,110.0,,69.0,,,18.0,107.0,21.0,,,43.8,,,43.6,43.8,35.6,44.5,,50.7,,,44.4,45.8,33.3,
600444,,42.0,11.0,,29.0,42.0,17.0,26.0,,25.0,,,13.0,37.0,,,,28.6,27.3,,27.6,28.6,29.4,26.9,,28.0,,,30.8,29.7,,
600445,,71.0,15.0,14.0,45.0,71.0,30.0,35.0,,41.0,,,26.0,60.0,11.0,,,35.2,53.3,21.4,24.4,35.2,46.7,34.3,,26.8,,,53.8,35.0,36.4,
600446,,50.0,23.0,,24.0,50.0,26.0,21.0,,24.0,,,26.0,42.0,,,,54.0,52.2,,50.0,54.0,53.8,47.6,,54.2,,,57.7,59.5,,
600447,,77.0,13.0,,51.0,77.0,43.0,37.0,,34.0,,,26.0,70.0,,18.0,,71.4,69.2,,66.7,71.4,72.1,62.2,,70.6,,,80.8,75.7,,88.9
600448,,197.0,,15.0,112.0,197.0,93.0,171.0,,104.0,,,85.0,172.0,25.0,,,24.4,,33.3,20.5,24.4,24.7,22.2,,24.0,,,29.4,27.9,5.0,
600449,,41.0,13.0,,26.0,41.0,21.0,18.0,,20.0,,,15.0,35.0,,,,73.2,92.3,,69.2,73.2,81.0,44.4,,65.0,,,80.0,77.1,,
600450,,130.0,18.0,,62.0,130.0,58.0,98.0,,72.0,,,68.0,107.0,23.0,,,10.0,11.1,,9.7,10.0,10.3,10.2,,9.7,,,10.3,12.1,5.0,
600451,,26.0,13.0,,,26.0,14.0,,,12.0,,,20.0,19.0,,10.0,,38.5,30.8,,,38.5,42.9,,,33.3,,,40.0,52.6,,50.0
600453,,233.0,,13.0,152.0,233.0,122.0,210.0,,111.0,,,81.0,213.0,20.0,,,30.9,,46.2,27.6,30.9,33.6,30.5,,27.9,,,37.0,32.9,10.0,
600455,,83.0,13.0,,55.0,83.0,30.0,54.0,,53.0,,,28.0,61.0,22.0,13.0,,18.1,15.4,,12.7,18.1,23.3,16.7,,15.1,,,28.6,23.0,5.0,30.8
600457,,119.0,11.0,,77.0,119.0,50.0,97.0,,69.0,,,42.0,97.0,22.0,,,10.9,18.2,,13.0,10.9,12.0,10.3,,10.1,,,7.1,13.4,5.0,
600459,,218.0,,,105.0,218.0,104.0,212.0,,114.0,,,113.0,195.0,23.0,,,50.0,,,40.0,50.0,51.0,49.5,,49.1,,,59.3,53.8,17.4,
600462,,43.0,10.0,,17.0,43.0,14.0,31.0,,29.0,,,26.0,37.0,,,,23.3,20.0,,17.6,23.3,28.6,22.6,,20.7,,,26.9,27.0,,
600463,,32.0,,,,32.0,13.0,26.0,,19.0,,,28.0,27.0,,,,62.5,,,,62.5,38.5,65.4,,78.9,,,64.3,63.0,,
600464,,27.0,10.0,,13.0,27.0,11.0,14.0,,16.0,,,14.0,25.0,,,,48.1,40.0,,53.8,48.1,45.5,50.0,,50.0,,,42.9,52.0,,
600466,,151.0,12.0,10.0,92.0,151.0,68.0,114.0,,83.0,,,59.0,129.0,22.0,13.0,,15.2,16.7,20.0,12.0,15.2,20.6,11.4,,10.8,,,20.3,17.8,5.0,46.2
600468,,145.0,36.0,10.0,52.0,145.0,56.0,95.0,,89.0,,,93.0,127.0,18.0,,,55.2,72.2,50.0,48.1,55.2,53.6,47.4,,56.2,,,59.1,57.5,38.9,
600471,,286.0,,,125.0,286.0,131.0,284.0,,155.0,,,161.0,257.0,29.0,,,49.0,,,47.2,49.0,50.4,48.9,,47.7,,,50.3,51.8,24.1,
600474,,186.0,,,99.0,186.0,86.0,168.0,,100.0,,,87.0,175.0,11.0,,,57.0,,,52.5,57.0,61.6,57.1,,53.0,,,62.1,58.9,27.3,
600475,,23.0,,,19.0,23.0,,15.0,,15.0,,,,19.0,,,,52.2,,,42.1,52.2,,33.3,,53.3,,,,52.6,,
600478,,150.0,24.0,,64.0,150.0,69.0,122.0,,81.0,,,86.0,136.0,14.0,,,44.7,45.8,,46.9,44.7,49.3,43.4,,40.7,,,43.0,44.9,42.9,
600479,,55.0,,,17.0,55.0,18.0,47.0,,37.0,,,38.0,37.0,18.0,,,20.0,,,23.5,20.0,16.7,17.0,,21.6,,,18.4,21.6,16.7,
600480,,125.0,,10.0,82.0,125.0,61.0,106.0,,64.0,,,43.0,96.0,29.0,,,17.6,,30.0,22.0,17.6,21.3,17.0,,14.1,,,9.3,20.8,6.9,
600481,,83.0,,,30.0,83.0,29.0,64.0,,54.0,,,53.0,63.0,20.0,,,19.3,,,16.7,19.3,34.5,17.2,,11.1,,,20.8,23.8,5.0,
600484,,135.0,12.0,23.0,79.0,135.0,56.0,97.0,,79.0,,,56.0,104.0,31.0,,,53.3,41.7,60.9,50.6,53.3,55.4,54.6,,51.9,,,57.1,55.8,45.2,
600485,,83.0,21.0,,38.0,83.0,43.0,56.0,,40.0,,,45.0,75.0,,,,47.0,57.1,,42.1,47.0,53.5,46.4,,40.0,,,51.1,45.3,,
600488,,58.0,,,46.0,58.0,22.0,58.0,,36.0,,,12.0,46.0,12.0,,,51.7,,,52.2,51.7,68.2,51.7,,41.7,,,50.0,58.7,25.0,
600489,,32.0,,,18.0,32.0,11.0,28.0,,21.0,,,14.0,28.0,,,,28.1,,,22.2,28.1,27.3,32.1,,28.6,,,35.7,32.1,,
600490,,204.0,23.0,16.0,124.0,204.0,92.0,155.0,,112.0,,,80.0,164.0,40.0,,,18.1,13.0,31.3,15.3,18.1,18.5,15.5,,17.9,,,22.5,22.0,5.0,
600491,,19.0,,,,19.0,,,,12.0,,,13.0,16.0,,,,57.9,,,,57.9,,,,66.7,,,61.5,68.8,,
600492,,10.0,,,,10.0,,,,,,,,,,,,40.0,,,,40.0,,,,,,,,,,
600493,,43.0,,,28.0,43.0,18.0,28.0,,25.0,,,15.0,36.0,,,,67.4,,,75.0,67.4,77.8,75.0,,60.0,,,53.3,72.2,,
600494,,111.0,,,49.0,111.0,53.0,98.0,,58.0,,,62.0,93.0,18.0,,,50.5,,,49.0,50.5,56.6,49.0,,44.8,,,51.6,52.7,38.9,
600496,,48.0,,10.0,36.0,48.0,22.0,32.0,,26.0,,,12.0,38.0,10.0,,,29.2,,20.0,27.8,29.2,36.4,31.3,,23.1,,,33.3,34.2,10.0,
600498,,16.0,,,,16.0,,14.0,,,,,13.0,15.0,,,,25.0,,,,25.0,,28.6,,,,,23.1,26.7,,
600500,,120.0,12.0,,86.0,120.0,53.0,92.0,,67.0,,,34.0,102.0,18.0,15.0,,68.3,66.7,,68.6,68.3,73.6,68.5,,64.2,,,67.6,72.5,44.4,66.7
600501,,121.0,,,48.0,121.0,54.0,117.0,,67.0,,,73.0,99.0,22.0,,,57.0,,,54.2,57.0,57.4,58.1,,56.7,,,58.9,62.6,31.8,
600503,,222.0,54.0,,105.0,222.0,102.0,156.0,,120.0,,,117.0,176.0,46.0,,,50.0,55.6,,50.5,50.0,57.8,46.8,,43.3,,,49.6,55.1,30.4,
600507,,26.0,17.0,,,26.0,10.0,,,16.0,,,23.0,22.0,,,,80.8,82.4,,,80.8,80.0,,,81.3,,,82.6,81.8,,
600508,,60.0,22.0,,13.0,60.0,25.0,15.0,,35.0,,,47.0,50.0,10.0,17.0,,46.7,31.8,,46.2,46.7,52.0,33.3,,42.9,,,46.8,56.0,5.0,70.6
600509,,136.0,,,49.0,136.0,57.0,128.0,,79.0,,,87.0,114.0,22.0,,,17.6,,,14.3,17.6,19.3,17.2,,16.5,,,19.5,19.3,9.1,
600512,,89.0,10.0,,51.0,89.0,46.0,75.0,,43.0,,,38.0,76.0,13.0,,,33.7,40.0,,33.3,33.7,41.3,32.0,,25.6,,,34.2,32.9,38.5,
600513,,22.0,,,17.0,22.0,11.0,17.0,,11.0,,,,16.0,,,,31.8,,,41.2,31.8,27.3,35.3,,36.4,,,,25.0,,
600514,,75.0,,,28.0,75.0,25.0,62.0,,50.0,,,47.0,61.0,14.0,,,10.7,,,14.3,10.7,20.0,11.3,,6.0,,,8.5,11.5,7.1,
600515,,73.0,13.0,,38.0,73.0,31.0,57.0,,42.0,,,35.0,67.0,,,,35.6,38.5,,23.7,35.6,32.3,33.3,,38.1,,,48.6,38.8,,
600516,,116.0,10.0,,86.0,116.0,55.0,92.0,,61.0,,,30.0,102.0,14.0,,,48.3,40.0,,41.9,48.3,45.5,50.0,,50.8,,,66.7,52.9,14.3,
600517,,39.0,15.0,,16.0,39.0,13.0,23.0,,26.0,,,23.0,38.0,,,,56.4,60.0,,43.8,56.4,61.5,56.5,,53.8,,,65.2,57.9,,
600518,,49.0,,11.0,35.0,49.0,21.0,30.0,,28.0,,,14.0,38.0,11.0,,,14.3,,5.0,8.6,14.3,14.3,13.3,,14.3,,,28.6,18.4,5.0,
600519,,18.0,,,13.0,18.0,,15.0,,,,,,16.0,,,,44.4,,,38.5,44.4,,46.7,,,,,,50.0,,
600520,,102.0,,,43.0,102.0,39.0,99.0,,63.0,,,59.0,90.0,12.0,,,15.7,,,14.0,15.7,15.4,16.2,,15.9,,,16.9,17.8,5.0,
600521,,124.0,13.0,,43.0,124.0,52.0,93.0,,72.0,,,81.0,103.0,21.0,,,54.8,69.2,,58.1,54.8,59.6,52.7,,51.4,,,53.1,61.2,23.8,
600522,,29.0,,,16.0,29.0,11.0,20.0,,18.0,,,13.0,22.0,,,,55.2,,,37.5,55.2,45.5,50.0,,61.1,,,76.9,63.6,,
600527,,37.0,,,17.0,37.0,17.0,34.0,,20.0,,,20.0,32.0,,,,56.8,,,52.9,56.8,47.1,55.9,,65.0,,,60.0,62.5,,
600530,,26.0,,,10.0,26.0,10.0,,,16.0,,,16.0,24.0,,,,50.0,,,70.0,50.0,50.0,,,50.0,,,37.5,54.2,,
600532,,104.0,,15.0,65.0,104.0,41.0,65.0,,63.0,,,39.0,88.0,16.0,15.0,,60.6,,33.3,58.5,60.6,56.1,58.5,,63.5,,,64.1,64.8,37.5,86.7
600534,,88.0,,,71.0,88.0,40.0,78.0,,48.0,,,17.0,74.0,14.0,,,64.8,,,69.0,64.8,70.0,65.4,,60.4,,,47.1,68.9,42.9,
600535,,270.0,13.0,,164.0,270.0,117.0,235.0,,153.0,,,106.0,235.0,35.0,16.0,,21.5,23.1,,17.1,21.5,30.8,20.0,,14.4,,,28.3,23.8,5.7,31.3
600537,,41.0,,,17.0,41.0,24.0,14.0,,17.0,,,24.0,38.0,,16.0,,56.1,,,64.7,56.1,70.8,50.0,,35.3,,,50.0,60.5,,56.3
600538,,132.0,10.0,,104.0,132.0,63.0,117.0,,69.0,,,28.0,112.0,20.0,,,15.9,40.0,,16.3,15.9,15.9,12.8,,15.9,,,14.3,17.0,10.0,
600545,,159.0,,,57.0,159.0,69.0,151.0,,90.0,,,102.0,135.0,24.0,,,56.0,,,49.1,56.0,59.4,57.0,,53.3,,,59.8,60.7,29.2,
600546,,74.0,,,24.0,74.0,28.0,59.0,,46.0,,,50.0,63.0,11.0,,,35.1,,,41.7,35.1,28.6,33.9,,39.1,,,32.0,36.5,27.3,
600549,,182.0,23.0,,138.0,182.0,87.0,154.0,,95.0,,,44.0,150.0,32.0,,,62.6,78.3,,63.8,62.6,60.9,59.7,,64.2,,,59.1,68.0,37.5,
600550,,199.0,,,83.0,199.0,103.0,197.0,,96.0,,,116.0,175.0,24.0,,,38.7,,,30.1,38.7,35.9,38.6,,41.7,,,44.8,40.0,29.2,
600553,,92.0,32.0,,34.0,92.0,45.0,54.0,,47.0,,,58.0,86.0,,,,41.3,43.8,,38.2,41.3,46.7,38.9,,36.2,,,43.1,43.0,,
600557,,81.0,13.0,,51.0,81.0,35.0,65.0,,46.0,,,30.0,71.0,10.0,,,32.1,46.2,,29.4,32.1,34.3,26.2,,30.4,,,36.7,35.2,10.0,
600558,,31.0,10.0,,16.0,31.0,15.0,18.0,,16.0,,,15.0,28.0,,,,71.0,80.0,,62.5,71.0,73.3,66.7,,68.8,,,80.0,75.0,,
600562,,106.0,10.0,,42.0,106.0,39.0,93.0,,67.0,,,64.0,87.0,19.0,,,40.6,30.0,,38.1,40.6,51.3,41.9,,34.3,,,42.2,46.0,15.8,
600565,,16.0,,,,16.0,,14.0,,,,,,14.0,,,,50.0,,,,50.0,,50.0,,,,,,50.0,,
600566,,87.0,,10.0,37.0,87.0,41.0,67.0,,46.0,,,50.0,76.0,11.0,,,57.5,,70.0,62.2,57.5,65.9,59.7,,50.0,,,54.0,63.2,18.2,
600574,,18.0,,,,18.0,11.0,15.0,,,,,10.0,15.0,,,,33.3,,,,33.3,45.5,26.7,,,,,30.0,40.0,,
600576,,73.0,12.0,,19.0,73.0,39.0,52.0,,34.0,,,54.0,64.0,,,,8.2,16.7,,10.5,8.2,7.7,5.8,,8.8,,,7.4,7.8,,
600577,,49.0,10.0,,19.0,49.0,19.0,35.0,,30.0,,,30.0,45.0,,,,67.3,80.0,,68.4,67.3,63.2,68.6,,70.0,,,66.7,71.1,,
600579,,130.0,17.0,10.0,36.0,130.0,53.0,100.0,,77.0,,,94.0,103.0,27.0,,,9.2,5.0,5.0,5.0,9.2,15.1,12.0,,5.2,,,12.8,10.7,5.0,
600583,,30.0,,,,30.0,10.0,23.0,,20.0,,,21.0,24.0,,,,10.0,,,,10.0,5.0,13.0,,15.0,,,9.5,12.5,,
600586,,187.0,,10.0,89.0,187.0,83.0,172.0,,104.0,,,98.0,170.0,17.0,,,50.8,,60.0,47.2,50.8,61.4,50.0,,42.3,,,54.1,55.3,5.9,
600587,,198.0,26.0,,91.0,198.0,94.0,162.0,,104.0,,,107.0,173.0,25.0,,,63.6,65.4,,67.0,63.6,64.9,63.6,,62.5,,,60.7,65.9,48.0,
600588,,52.0,,,32.0,52.0,20.0,38.0,,32.0,,,20.0,38.0,14.0,,,57.7,,,59.4,57.7,75.0,63.2,,46.9,,,55.0,68.4,28.6,
600589,,274.0,39.0,17.0,166.0,274.0,133.0,211.0,,140.0,,,108.0,250.0,24.0,,,54.7,56.4,35.3,55.4,54.7,63.2,55.9,,47.1,,,53.7,57.2,29.2,
600590,,63.0,13.0,,46.0,63.0,26.0,46.0,,37.0,,,17.0,47.0,16.0,,,65.1,76.9,,63.0,65.1,65.4,60.9,,64.9,,,70.6,68.1,56.3,
600592,,230.0,,14.0,75.0,230.0,102.0,201.0,,128.0,,,155.0,198.0,32.0,,,9.1,,14.3,8.0,9.1,6.9,9.0,,10.9,,,9.7,10.6,5.0,
60B000,,38.0,,15.0,30.0,38.0,18.0,21.0,,20.0,,,,35.0,,,,68.4,,53.3,63.3,68.4,66.7,76.2,,70.0,,,,68.6,,
60G000,,33.0,,,12.0,33.0,17.0,15.0,,16.0,,,21.0,29.0,,11.0,,27.3,,,50.0,27.3,35.3,26.7,,18.8,,,14.3,27.6,,27.3
60J000,,36.0,,,,36.0,11.0,,,25.0,,,31.0,32.0,,21.0,,61.1,,,,61.1,63.6,,,60.0,,,61.3,62.5,,66.7
60K000,,22.0,,,,22.0,,20.0,,13.0,,,14.0,16.0,,,,27.3,,,,27.3,,20.0,,23.1,,,14.3,37.5,,
60L000,,23.0,,,,23.0,11.0,19.0,,12.0,,,17.0,21.0,,,,26.1,,,,26.1,27.3,31.6,,25.0,,,23.5,28.6,,
60S000,,17.0,,,,17.0,10.0,,,,,,15.0,14.0,,,,41.2,,,,41.2,60.0,,,,,,40.0,35.7,,
60U000,,33.0,,,10.0,33.0,14.0,29.0,,18.0,,,23.0,31.0,,,,5.0,,,5.0,5.0,5.0,5.0,,5.0,,,5.0,5.0,,
610310,,34.0,,,34.0,34.0,15.0,32.0,,19.0,,,,26.0,,,,41.2,,,41.2,41.2,60.0,40.6,,26.3,,,,50.0,,
610322,,27.0,,,25.0,27.0,13.0,25.0,,14.0,,,,24.0,,,,81.5,,,80.0,81.5,92.3,80.0,,71.4,,,,87.5,,
610326,,14.0,,,13.0,14.0,,12.0,,11.0,,,,10.0,,,,7.1,,,7.7,7.1,,5.0,,5.0,,,,10.0,,
610334,,13.0,,,13.0,13.0,,13.0,,,,,,,,,,7.7,,,7.7,7.7,,7.7,,,,,,,,
61L000,,20.0,,,,20.0,,17.0,,15.0,,,12.0,16.0,,,,5.0,,,,5.0,,5.0,,5.0,,,5.0,5.0,,
61N000,,25.0,16.0,,,25.0,16.0,,,,,,24.0,25.0,,,,44.0,43.8,,,44.0,43.8,,,,,,45.8,44.0,,
61Q000,,28.0,13.0,,,28.0,13.0,,,15.0,,,22.0,23.0,,,,35.7,53.8,,,35.7,46.2,,,26.7,,,40.9,39.1,,
61R000,,66.0,,,35.0,66.0,31.0,37.0,,35.0,,,31.0,60.0,,22.0,,47.0,,,51.4,47.0,35.5,48.6,,57.1,,,41.9,50.0,,36.4
620312,,77.0,,,76.0,77.0,27.0,76.0,,50.0,,,,67.0,10.0,,,59.7,,,59.2,59.7,55.6,59.2,,62.0,,,,62.7,40.0,
620314,,50.0,,,48.0,50.0,19.0,49.0,,31.0,,,,33.0,17.0,,,8.0,,,8.3,8.0,10.5,8.2,,6.5,,,,9.1,5.9,
620316,,59.0,,,52.0,59.0,23.0,58.0,,36.0,,,,40.0,19.0,,,18.6,,,17.3,18.6,30.4,19.0,,11.1,,,,25.0,5.3,
620318,,50.0,,,50.0,50.0,24.0,50.0,,26.0,,,,47.0,,,,72.0,,,72.0,72.0,87.5,72.0,,57.7,,,,72.3,,
620330,,18.0,,,17.0,18.0,,17.0,,10.0,,,,17.0,,,,38.9,,,35.3,38.9,,41.2,,30.0,,,,41.2,,
620334,,34.0,,,33.0,34.0,17.0,33.0,,17.0,,,,31.0,,,,47.1,,,48.5,47.1,47.1,45.5,,47.1,,,,48.4,,
620336,,13.0,,,13.0,13.0,,11.0,,,,,,11.0,,,,69.2,,,69.2,69.2,,72.7,,,,,,72.7,,
620340,,12.0,,,,12.0,,12.0,,,,,,,,,,16.7,,,,16.7,,16.7,,,,,,,,
630304,,10.0,,,10.0,10.0,,10.0,,,,,,,,,,50.0,,,50.0,50.0,,50.0,,,,,,,,
630308,,23.0,,,20.0,23.0,,21.0,,14.0,,,,12.0,11.0,,,5.0,,,5.0,5.0,,5.0,,7.1,,,,8.3,5.0,
630320,,28.0,,,27.0,28.0,,28.0,,22.0,,,,14.0,14.0,,,5.0,,,5.0,5.0,,5.0,,5.0,,,,7.1,5.0,
630332,,32.0,,,30.0,32.0,15.0,32.0,,17.0,,,,15.0,17.0,,,5.0,,,5.0,5.0,5.0,5.0,,5.0,,,,5.0,5.0,
630336,,21.0,,,17.0,21.0,,18.0,,12.0,,,,14.0,,,,14.3,,,5.9,14.3,,16.7,,8.3,,,,21.4,,
630348,,119.0,,,115.0,119.0,64.0,116.0,,55.0,,,,96.0,23.0,,,47.9,,,48.7,47.9,54.7,48.3,,40.0,,,,50.0,39.1,
