agency_code,den_aig_elp,den_all_elp,den_as7_elp,den_bl7_elp,den_eds_elp,den_els_elp,den_fem_elp,den_hi7_elp,den_hms_elp,den_male_elp,den_mig_elp,den_mil_elp,den_neds_elp,den_nswd_elp,den_swd_elp,den_wh7_elp,pct_aig_elp,pct_all_elp,pct_as7_elp,pct_bl7_elp,pct_eds_elp,pct_els_elp,pct_fem_elp,pct_hi7_elp,pct_hms_elp,pct_male_elp,pct_mig_elp,pct_mil_elp,pct_neds_elp,pct_nswd_elp,pct_swd_elp,pct_wh7_elp
230370,,10.0,,,,10.0,,10.0,,,,,,10.0,,,,90.0,,,,90.0,,90.0,,,,,,90.0,,
230376,,20.0,,,,20.0,,19.0,,11.0,,,11.0,15.0,,,,65.0,,,,65.0,,63.2,,72.7,,,63.6,80.0,,
230380,,12.0,,,,12.0,,,,,,,,11.0,,,,58.3,,,,58.3,,,,,,,,54.5,,
23A000,,12.0,,,,12.0,,,,,,,,,,,,66.7,,,,66.7,,,,,,,,,,
240308,,36.0,,,36.0,36.0,18.0,36.0,,18.0,13.0,,,32.0,,,,22.2,,,22.2,22.2,22.2,22.2,,22.2,23.1,,,25.0,,
240334,,16.0,,,14.0,16.0,,16.0,,13.0,,,,11.0,,,,5.0,,,5.0,5.0,,5.0,,5.0,,,,5.0,,
240354,,23.0,,,18.0,23.0,,22.0,,16.0,10.0,,,19.0,,,,26.1,,,16.7,26.1,,27.3,,18.8,10.0,,,31.6,,
240356,,14.0,,,13.0,14.0,,14.0,,,,,,10.0,,,,7.1,,,7.7,7.1,,7.1,,,,,,10.0,,
240370,,18.0,,,17.0,18.0,,18.0,,10.0,,,,14.0,,,,16.7,,,17.6,16.7,,16.7,,30.0,,,,7.1,,
241304,,13.0,,,12.0,13.0,,12.0,,,,,,,,,,15.4,,,16.7,15.4,,16.7,,,,,,,,
241308,,29.0,,,28.0,29.0,11.0,28.0,,18.0,20.0,,,23.0,,,,48.3,,,46.4,48.3,54.5,46.4,,44.4,40.0,,,47.8,,
241320,,25.0,,,23.0,25.0,14.0,25.0,,11.0,14.0,,,20.0,,,,52.0,,,52.2,52.0,64.3,52.0,,36.4,57.1,,,60.0,,
250304,,25.0,14.0,,24.0,25.0,11.0,,,14.0,,,,24.0,,,,36.0,21.4,,37.5,36.0,45.5,,,28.6,,,,37.5,,
250306,,16.0,10.0,,15.0,16.0,,,,,,,,15.0,,,,37.5,30.0,,40.0,37.5,,,,,,,,40.0,,
250308,,11.0,,,11.0,11.0,,11.0,,,,,,10.0,,,,63.6,,,63.6,63.6,,63.6,,,,,,70.0,,
250312,,20.0,,,19.0,20.0,10.0,14.0,,10.0,,,,20.0,,,,45.0,,,47.4,45.0,50.0,35.7,,40.0,,,,45.0,,
250320,,13.0,,,13.0,13.0,,12.0,,,,,,12.0,,,,53.8,,,53.8,53.8,,50.0,,,,,,58.3,,
250328,,11.0,,,,11.0,,,,,,,,11.0,,,,54.5,,,,54.5,,,,,,,,54.5,,
250332,,21.0,,,19.0,21.0,10.0,10.0,,11.0,,,,16.0,,,,5.0,,,5.3,5.0,10.0,10.0,,5.0,,,,6.3,,
250348,,27.0,17.0,,26.0,27.0,12.0,,10.0,15.0,,,,27.0,,,,44.4,41.2,,42.3,44.4,66.7,,30.0,26.7,,,,44.4,,
250350,,29.0,,,27.0,29.0,13.0,26.0,,16.0,,,,28.0,,,,24.1,,,22.2,24.1,15.4,19.2,,31.3,,,,21.4,,
250356,,59.0,40.0,,52.0,59.0,21.0,16.0,,38.0,,,,54.0,,,,23.7,17.5,,21.2,23.7,33.3,25.0,,18.4,,,,22.2,,
250360,,41.0,,,33.0,41.0,22.0,32.0,,19.0,,,,37.0,,,,41.5,,,39.4,41.5,36.4,37.5,,47.4,,,,45.9,,
250364,,65.0,54.0,,61.0,65.0,26.0,,,39.0,,,,64.0,,,,53.8,53.7,,55.7,53.8,57.7,,,51.3,,,,54.7,,
250372,,23.0,,,23.0,23.0,11.0,21.0,,12.0,,,,15.0,,,,8.7,,,8.7,8.7,18.2,9.5,,5.0,,,,13.3,,
250376,,19.0,,,18.0,19.0,,17.0,,12.0,,,,16.0,,,,5.3,,,5.6,5.3,,5.0,,5.0,,,,6.3,,
260306,,14.0,,,,14.0,,,,10.0,,,,10.0,,,,35.7,,,,35.7,,,,50.0,,,,40.0,,
260318,,29.0,,,16.0,29.0,16.0,10.0,,13.0,,,13.0,26.0,,,,48.3,,,50.0,48.3,62.5,50.0,,30.8,,,46.2,50.0,,
260320,,12.0,,,,12.0,,10.0,,10.0,,,,,,,,58.3,,,,58.3,,50.0,,60.0,,,,,,
260321,,14.0,,,11.0,14.0,,12.0,,10.0,,,,11.0,,,,35.7,,,36.4,35.7,,41.7,,40.0,,,,45.5,,
260322,,35.0,,,16.0,35.0,10.0,33.0,,25.0,,,19.0,28.0,,,,31.4,,,31.3,31.4,40.0,33.3,,28.0,,,31.6,35.7,,
260325,,31.0,,12.0,21.0,31.0,18.0,10.0,,13.0,,,10.0,25.0,,,,61.3,,66.7,47.6,61.3,50.0,40.0,,76.9,,,90.0,68.0,,
260326,,19.0,,,17.0,19.0,10.0,17.0,,,,,,17.0,,,,52.6,,,58.8,52.6,40.0,47.1,,,,,,52.9,,
260338,,32.0,,,23.0,32.0,13.0,28.0,,19.0,,,,30.0,,,,84.4,,,87.0,84.4,76.9,85.7,,89.5,,,,86.7,,
260342,,10.0,,,,10.0,,,,,,,,,,,,40.0,,,,40.0,,,,,,,,,,
260348,,27.0,,,14.0,27.0,12.0,24.0,,15.0,,,13.0,22.0,,,,40.7,,,50.0,40.7,25.0,37.5,,53.3,,,30.8,45.5,,
260352,,16.0,,,13.0,16.0,11.0,16.0,,,,,,12.0,,,,31.3,,,15.4,31.3,36.4,31.3,,,,,,33.3,,
260356,,11.0,,,10.0,11.0,,11.0,,,,,,,,,,63.6,,,60.0,63.6,,63.6,,,,,,,,
260357,,23.0,,,14.0,23.0,,18.0,,17.0,,,,16.0,,,,21.7,,,21.4,21.7,,22.2,,23.5,,,,25.0,,
260362,,17.0,,,16.0,17.0,,13.0,,13.0,,,,12.0,,,,17.6,,,12.5,17.6,,15.4,,15.4,,,,16.7,,
260364,,30.0,,,24.0,30.0,14.0,30.0,,16.0,,,,22.0,,,,53.3,,,54.2,53.3,57.1,53.3,,50.0,,,,54.5,,
260365,,24.0,,,16.0,24.0,17.0,16.0,,,,,,19.0,,,,37.5,,,18.8,37.5,47.1,31.3,,,,,,47.4,,
260366,,14.0,,,10.0,14.0,,,,,,,,13.0,,,,35.7,,,30.0,35.7,,,,,,,,38.5,,
260367,,22.0,,,15.0,22.0,,,,13.0,,,,21.0,,,,40.9,,,33.3,40.9,,,,46.2,,,,38.1,,
260369,,22.0,,,16.0,22.0,,,,15.0,,,,19.0,,,,22.7,,,18.8,22.7,,,,20.0,,,,26.3,,
260370,,20.0,,,,20.0,11.0,17.0,,,,,11.0,15.0,,,,30.0,,,,30.0,18.2,23.5,,,,,27.3,33.3,,
260371,,12.0,,,,12.0,,11.0,,,,,,,,,,16.7,,,,16.7,,18.2,,,,,,,,
260372,,12.0,,,,12.0,,,,,,,,10.0,,,,25.0,,,,25.0,,,,,,,,30.0,,
260373,,25.0,,,18.0,25.0,,17.0,,17.0,,,,22.0,,,,80.0,,,77.8,80.0,,82.4,,76.5,,,,86.4,,
260380,,14.0,,,,14.0,,,,,,,,,,,,35.7,,,,35.7,,,,,,,,,,
260382,,12.0,,,,12.0,,,,,,,,11.0,,,,25.0,,,,25.0,,,,,,,,27.3,,
260383,,13.0,,,11.0,13.0,,,,,,,,,,,,23.1,,,27.3,23.1,,,,,,,,,,
260396,,12.0,,,,12.0,,,,,,,,11.0,,,,50.0,,,,50.0,,,,,,,,45.5,,
260397,,36.0,,,24.0,36.0,14.0,17.0,,22.0,,10.0,12.0,32.0,,,,63.9,,,62.5,63.9,78.6,58.8,,54.5,,70.0,66.7,65.6,,
260398,,16.0,,,,16.0,,14.0,,,,,,14.0,,,,50.0,,,,50.0,,42.9,,,,,,57.1,,
260400,,25.0,,,,25.0,12.0,18.0,,12.0,,,16.0,24.0,,,,48.0,,,,48.0,58.3,50.0,,41.7,,,37.5,45.8,,
260401,,19.0,,,,19.0,10.0,11.0,,,,,11.0,16.0,,,,47.4,,,,47.4,50.0,45.5,,,,,45.5,50.0,,
260402,,19.0,,,14.0,19.0,,14.0,,11.0,,,,17.0,,,,57.9,,,50.0,57.9,,42.9,,54.5,,,,58.8,,
260403,,12.0,,,10.0,12.0,,,,,,,,11.0,,,,75.0,,,80.0,75.0,,,,,,,,81.8,,
260404,,15.0,,,,15.0,,14.0,,,,,,,,,,46.7,,,,46.7,,42.9,,,,,,,,
260406,,19.0,,,12.0,19.0,10.0,14.0,,,,,,16.0,,,,5.3,,,8.3,5.3,10.0,7.1,,,,,,6.3,,
260408,,28.0,,,20.0,28.0,13.0,22.0,,15.0,,,,24.0,,,,28.6,,,25.0,28.6,30.8,27.3,,26.7,,,,33.3,,
260410,,15.0,,,,15.0,,10.0,,,,,,14.0,,,,40.0,,,,40.0,,50.0,,,,,,42.9,,
260414,,23.0,,,16.0,23.0,12.0,16.0,,11.0,,,,19.0,,,,52.2,,,43.8,52.2,50.0,50.0,,54.5,,,,57.9,,
260415,,12.0,,,10.0,12.0,,,,,,,,,,,,58.3,,,50.0,58.3,,,,,,,,,,
260416,,11.0,,,,11.0,,,,,,,,,,,,45.5,,,,45.5,,,,,,,,,,
260424,,17.0,,,12.0,17.0,,13.0,,10.0,,,,11.0,,,,29.4,,,33.3,29.4,,30.8,,30.0,,,,45.5,,
260425,,17.0,,,11.0,17.0,,14.0,,14.0,,,,,,,,11.8,,,18.2,11.8,,7.1,,7.1,,,,,,
260426,,11.0,,,,11.0,,,,,,,,,,,,54.5,,,,54.5,,,,,,,,,,
260427,,40.0,,,33.0,40.0,14.0,31.0,,26.0,,,,29.0,11.0,,,22.5,,,21.2,22.5,21.4,19.4,,23.1,,,,31.0,5.0,
260428,,21.0,,,12.0,21.0,10.0,18.0,,11.0,,,,15.0,,,,5.0,,,8.3,5.0,10.0,5.6,,5.0,,,,6.7,,
260434,,16.0,,,,16.0,,,,13.0,,,,11.0,,,,50.0,,,,50.0,,,,38.5,,,,72.7,,
260440,,22.0,,12.0,16.0,22.0,12.0,,,10.0,,,,21.0,,,,36.4,,41.7,43.8,36.4,33.3,,,40.0,,,,38.1,,
260446,,26.0,,,13.0,26.0,13.0,22.0,,13.0,,,13.0,20.0,,,,34.6,,,23.1,34.6,30.8,36.4,,38.5,,,46.2,40.0,,
260448,,13.0,,,,13.0,,,,,,,,10.0,,,,61.5,,,,61.5,,,,,,,,70.0,,
260450,,11.0,,,,11.0,,11.0,,,,,,,,,,45.5,,,,45.5,,45.5,,,,,,,,
260452,,25.0,,,21.0,25.0,17.0,21.0,,,,,,20.0,,,,40.0,,,42.9,40.0,35.3,33.3,,,,,,40.0,,
260454,,16.0,,,12.0,16.0,10.0,12.0,,,,,,12.0,,,,18.8,,,25.0,18.8,20.0,16.7,,,,,,8.3,,
260455,,24.0,,,14.0,24.0,12.0,21.0,,12.0,,,10.0,17.0,,,,20.8,,,21.4,20.8,16.7,23.8,,25.0,,,20.0,29.4,,
26B000,,25.0,,,,25.0,14.0,14.0,,11.0,,,19.0,24.0,,,,40.0,,,,40.0,35.7,42.9,,45.5,,,36.8,37.5,,
270309,,11.0,,,11.0,11.0,,11.0,,10.0,,,,,,,,54.5,,,54.5,54.5,,54.5,,60.0,,,,,,
280302,,20.0,,,20.0,20.0,10.0,20.0,,10.0,,,,13.0,,,,65.0,,,65.0,65.0,60.0,65.0,,70.0,,,,69.2,,
280304,,13.0,,,13.0,13.0,,13.0,,,,,,,,,,15.4,,,15.4,15.4,,15.4,,,,,,,,
280310,,53.0,,,44.0,53.0,23.0,49.0,,30.0,,,,50.0,,,,77.4,,,75.0,77.4,73.9,79.6,,80.0,,,,76.0,,
280312,,99.0,,,89.0,99.0,47.0,98.0,,52.0,,,10.0,88.0,11.0,,,51.5,,,48.3,51.5,46.8,51.0,,55.8,,,80.0,53.4,36.4,
280316,,28.0,,,21.0,28.0,11.0,28.0,,17.0,,,,22.0,,,,25.0,,,23.8,25.0,27.3,25.0,,23.5,,,,31.8,,
280320,,14.0,,,14.0,14.0,,14.0,,,,,,,,,,5.0,,,5.0,5.0,,5.0,,,,,,,,
280324,,16.0,,,12.0,16.0,,15.0,,10.0,,,,15.0,,,,81.3,,,83.3,81.3,,80.0,,70.0,,,,86.7,,
280328,,18.0,,,15.0,18.0,,16.0,,14.0,,,,12.0,,,,16.7,,,20.0,16.7,,12.5,,21.4,,,,25.0,,
280330,,20.0,,,15.0,20.0,,18.0,,11.0,,,,17.0,,,,35.0,,,26.7,35.0,,38.9,,45.5,,,,41.2,,
290302,,11.0,,,10.0,11.0,,,,,,,,10.0,,,,45.5,,,50.0,45.5,,,,,,,,50.0,,
290308,,13.0,,,10.0,13.0,,12.0,,,,,,11.0,,,,30.8,,,30.0,30.8,,25.0,,,,,,27.3,,
290309,,22.0,,,17.0,22.0,,21.0,,14.0,,,,17.0,,,,13.6,,,17.6,13.6,,14.3,,14.3,,,,11.8,,
290312,,28.0,,,26.0,28.0,,26.0,,20.0,,,,21.0,,,,53.6,,,53.8,53.6,,50.0,,55.0,,,,38.1,,
290322,,11.0,,,,11.0,,,,,,,,,,,,9.1,,,,9.1,,,,,,,,,,
290324,,14.0,,,,14.0,,14.0,,,,,,10.0,,,,42.9,,,,42.9,,42.9,,,,,,50.0,,
290328,,22.0,,,16.0,22.0,,16.0,,13.0,,,,18.0,,,,36.4,,,43.8,36.4,,31.3,,30.8,,,,44.4,,
290332,,32.0,,,30.0,32.0,15.0,29.0,,17.0,,,,29.0,,,,40.6,,,40.0,40.6,46.7,41.4,,35.3,,,,41.4,,
290333,,29.0,,,27.0,29.0,15.0,26.0,,14.0,,,,25.0,,,,55.2,,,59.3,55.2,53.3,50.0,,57.1,,,,64.0,,
290334,,19.0,,,18.0,19.0,,16.0,,10.0,,,,12.0,,,,5.3,,,5.6,5.3,,6.3,,10.0,,,,8.3,,
290336,,22.0,,,20.0,22.0,10.0,19.0,,12.0,,,,13.0,,,,9.1,,,10.0,9.1,20.0,5.3,,5.0,,,,15.4,,
290344,,18.0,,,15.0,18.0,,18.0,,11.0,,,,,,,,55.6,,,60.0,55.6,,55.6,,72.7,,,,,,
290348,,13.0,,,,13.0,,11.0,,,,,,12.0,,,,5.0,,,,5.0,,5.0,,,,,,5.0,,
290366,,27.0,,,27.0,27.0,10.0,26.0,,17.0,,,,20.0,,,,33.3,,,33.3,33.3,30.0,30.8,,35.3,,,,45.0,,
290375,,11.0,,,,11.0,,,,,,,,,,,,90.9,,,,90.9,,,,,,,,,,
290376,,15.0,,,15.0,15.0,,14.0,,,,,,,,,,20.0,,,20.0,20.0,,14.3,,,,,,,,
290380,,23.0,,,19.0,23.0,,10.0,,14.0,,,,21.0,,,,69.6,,,68.4,69.6,,60.0,,64.3,,,,71.4,,
290384,,23.0,,,21.0,23.0,12.0,17.0,,11.0,,,,23.0,,,,82.6,,,81.0,82.6,91.7,76.5,,72.7,,,,82.6,,
291308,,70.0,,,38.0,70.0,29.0,64.0,,41.0,,,32.0,60.0,10.0,,,48.6,,,42.1,48.6,48.3,45.3,,48.8,,,56.3,48.3,50.0,
291332,,36.0,,,21.0,36.0,16.0,35.0,,20.0,,,15.0,26.0,10.0,,,8.3,,,5.0,8.3,5.0,8.6,,15.0,,,13.3,11.5,5.0,
291336,,42.0,,,24.0,42.0,16.0,42.0,,26.0,,,18.0,35.0,,,,11.9,,,5.0,11.9,12.5,11.9,,11.5,,,22.2,14.3,,
291340,,88.0,,,49.0,88.0,41.0,70.0,,47.0,,,39.0,77.0,11.0,,,29.5,,,32.7,29.5,31.7,31.4,,27.7,,,25.6,31.2,18.2,
291352,,75.0,,,38.0,75.0,36.0,67.0,,39.0,,,37.0,65.0,10.0,,,65.3,,,50.0,65.3,61.1,65.7,,69.2,,,81.1,67.7,50.0,
292316,,51.0,,,27.0,51.0,25.0,47.0,,26.0,,,24.0,44.0,,,,58.8,,,51.9,58.8,64.0,61.7,,53.8,,,66.7,65.9,,
292318,,121.0,,,50.0,121.0,60.0,118.0,,61.0,,,71.0,104.0,17.0,,,49.6,,,44.0,49.6,45.0,49.2,,54.1,,,53.5,52.9,29.4,
292320,,40.0,,,17.0,40.0,19.0,38.0,,21.0,,,23.0,28.0,12.0,,,22.5,,,5.9,22.5,21.1,18.4,,23.8,,,34.8,32.1,5.0,
292324,,43.0,,,20.0,43.0,14.0,37.0,,28.0,,,23.0,37.0,,,,11.6,,,10.0,11.6,7.1,10.8,,10.7,,,13.0,13.5,,
300308,,31.0,,,28.0,31.0,13.0,31.0,,18.0,,,,22.0,,,,25.8,,,28.6,25.8,30.8,25.8,,22.2,,,,27.3,,
300310,,18.0,,,17.0,18.0,,18.0,,13.0,,,,14.0,,,,33.3,,,35.3,33.3,,33.3,,46.2,,,,35.7,,
300312,,40.0,,,36.0,40.0,11.0,39.0,,29.0,,,,26.0,14.0,,,25.0,,,27.8,25.0,18.2,25.6,,27.6,,,,38.5,5.0,
300320,,38.0,,,34.0,38.0,19.0,34.0,,19.0,,,,31.0,,,,36.8,,,35.3,36.8,36.8,41.2,,36.8,,,,35.5,,
300325,,12.0,,,12.0,12.0,,11.0,,,,,,,,,,8.3,,,8.3,8.3,,9.1,,,,,,,,
300326,,19.0,,,19.0,19.0,,18.0,,14.0,,,,13.0,,,,42.1,,,42.1,42.1,,38.9,,50.0,,,,53.8,,
300330,,28.0,,,28.0,28.0,14.0,28.0,,14.0,,,,16.0,12.0,,,10.7,,,10.7,10.7,21.4,10.7,,5.0,,,,12.5,8.3,
300336,,22.0,,,18.0,22.0,11.0,22.0,,11.0,,,,17.0,,,,77.3,,,77.8,77.3,81.8,77.3,,72.7,,,,88.2,,
310304,,269.0,,,220.0,269.0,124.0,268.0,,145.0,,,49.0,244.0,25.0,,,32.0,,,30.9,32.0,37.9,32.1,,26.9,,,36.7,34.4,8.0,
310308,,69.0,,,54.0,69.0,30.0,67.0,,39.0,,,15.0,67.0,,,,24.6,,,24.1,24.6,16.7,25.4,,30.8,,,26.7,25.4,,
310330,,16.0,,,14.0,16.0,,16.0,,,,,,16.0,,,,62.5,,,71.4,62.5,,62.5,,,,,,62.5,,
310336,,133.0,,14.0,112.0,133.0,66.0,102.0,,67.0,,,21.0,121.0,12.0,,,36.8,,35.7,34.8,36.8,42.4,36.3,,31.3,,,47.6,40.5,5.0,
310344,,131.0,,,99.0,131.0,58.0,129.0,,73.0,,,32.0,114.0,17.0,,,9.2,,,7.1,9.2,6.9,9.3,,11.0,,,15.6,9.6,5.9,
310352,,111.0,,,79.0,111.0,45.0,104.0,,66.0,,,32.0,97.0,14.0,,,13.5,,,12.7,13.5,15.6,12.5,,12.1,,,15.6,14.4,7.1,
310356,,61.0,,,49.0,61.0,26.0,56.0,,35.0,,,12.0,54.0,,,,49.2,,,49.0,49.2,57.7,50.0,,42.9,,,50.0,55.6,,
310360,,143.0,,,126.0,143.0,66.0,137.0,,77.0,11.0,,17.0,127.0,16.0,,,32.9,,,34.9,32.9,33.3,32.8,,32.5,63.6,,17.6,34.6,18.8,
310364,,48.0,,,32.0,48.0,17.0,47.0,,31.0,,,16.0,39.0,,,,16.7,,,15.6,16.7,17.6,17.0,,16.1,,,18.8,20.5,,
310384,,268.0,,,219.0,268.0,111.0,257.0,,157.0,,,49.0,240.0,28.0,,,36.6,,,34.2,36.6,34.2,37.7,,38.2,,,46.9,38.8,17.9,
310388,,153.0,,,119.0,153.0,74.0,149.0,,79.0,11.0,,34.0,140.0,13.0,,,31.4,,,31.9,31.4,37.8,31.5,,25.3,18.2,,29.4,33.6,7.7,
310392,,57.0,,,45.0,57.0,17.0,55.0,,40.0,,,12.0,50.0,,,,14.0,,,13.3,14.0,11.8,14.5,,15.0,,,16.7,16.0,,
320304,,141.0,,,66.0,141.0,59.0,133.0,,82.0,,,75.0,125.0,16.0,,,43.3,,,45.5,43.3,54.2,44.4,,35.4,,,41.3,44.8,31.3,
320306,,85.0,,,72.0,85.0,40.0,70.0,,45.0,,,13.0,70.0,15.0,,,18.8,,,18.1,18.8,12.5,15.7,,24.4,,,23.1,15.7,33.3,
320308,,105.0,,,49.0,105.0,46.0,103.0,,59.0,,,56.0,92.0,13.0,,,43.8,,,46.9,43.8,45.7,42.7,,42.4,,,41.1,46.7,23.1,
320310,,140.0,,,82.0,140.0,65.0,131.0,,75.0,,,58.0,129.0,11.0,,,54.3,,,54.9,54.3,50.8,52.7,,57.3,,,53.4,55.0,45.5,
320312,,200.0,15.0,20.0,137.0,200.0,83.0,142.0,,116.0,,,63.0,174.0,26.0,18.0,,18.0,33.3,30.0,17.5,18.0,22.9,15.5,,14.7,,,19.0,20.1,5.0,16.7
320313,,47.0,,,40.0,47.0,18.0,43.0,,29.0,,,,43.0,,,,55.3,,,57.5,55.3,55.6,55.8,,55.2,,,,60.5,,
320314,,33.0,,,25.0,33.0,15.0,32.0,,18.0,,,,20.0,13.0,,,12.1,,,12.0,12.1,13.3,12.5,,11.1,,,,5.0,23.1,
320315,,55.0,,,20.0,55.0,25.0,41.0,,30.0,,,35.0,45.0,10.0,,,58.2,,,50.0,58.2,64.0,56.1,,53.3,,,62.9,60.0,50.0,
320316,,87.0,,,74.0,87.0,31.0,75.0,,56.0,,,13.0,65.0,22.0,,,16.1,,,17.6,16.1,25.8,16.0,,10.7,,,7.7,20.0,5.0,
320317,,16.0,,,13.0,16.0,12.0,15.0,,,,,,14.0,,,,31.3,,,30.8,31.3,41.7,33.3,,,,,,35.7,,
320318,,86.0,,,84.0,86.0,40.0,86.0,,46.0,,,,70.0,16.0,,,73.3,,,73.8,73.3,72.5,73.3,,73.9,,,,78.6,50.0,
320319,,121.0,,,101.0,121.0,61.0,93.0,,60.0,,,20.0,102.0,19.0,12.0,,62.0,,,61.4,62.0,67.2,60.2,,56.7,,,65.0,64.7,47.4,58.3
320320,,151.0,,,73.0,151.0,75.0,142.0,,76.0,,,78.0,136.0,15.0,,,35.1,,,31.5,35.1,40.0,35.2,,30.3,,,38.5,35.3,33.3,
320322,,15.0,,,11.0,15.0,12.0,15.0,,,,,,11.0,,,,5.0,,,5.0,5.0,5.0,5.0,,,,,,5.0,,
320323,,46.0,,,42.0,46.0,19.0,42.0,,27.0,,,,23.0,23.0,,,19.6,,,16.7,19.6,10.5,14.3,,25.9,,,,30.4,8.7,
320324,,81.0,,,70.0,81.0,33.0,71.0,,48.0,,,11.0,66.0,15.0,,,69.1,,,67.1,69.1,60.6,67.6,,75.0,,,81.8,66.7,80.0,
320325,,108.0,,,71.0,108.0,45.0,89.0,,63.0,,,37.0,90.0,18.0,,,13.0,,,11.3,13.0,13.3,11.2,,12.7,,,16.2,15.6,5.0,
320327,,144.0,,11.0,130.0,144.0,64.0,96.0,,80.0,,,14.0,116.0,28.0,31.0,,70.8,,90.9,73.1,70.8,68.8,66.7,,72.5,,,50.0,74.1,57.1,80.6
320328,,165.0,,,151.0,165.0,81.0,160.0,,84.0,,,14.0,138.0,27.0,,,59.4,,,59.6,59.4,64.2,59.4,,54.8,,,57.1,64.5,33.3,
320332,,176.0,,16.0,156.0,176.0,91.0,133.0,,85.0,,,20.0,149.0,27.0,18.0,,66.5,,87.5,66.7,66.5,67.0,63.2,,65.9,,,65.0,73.8,25.9,72.2
320338,,31.0,,,30.0,31.0,13.0,31.0,,18.0,,,,25.0,,,,5.0,,,5.0,5.0,7.7,5.0,,5.0,,,,5.0,,
320339,,123.0,,,58.0,123.0,50.0,113.0,,73.0,,,65.0,114.0,,,,59.3,,,60.3,59.3,58.0,58.4,,60.3,,,58.5,63.2,,
320340,,21.0,,,18.0,21.0,,21.0,,14.0,,,,,12.0,,,33.3,,,33.3,33.3,,33.3,,21.4,,,,,5.0,
320343,,43.0,,,35.0,43.0,15.0,38.0,,28.0,,,,30.0,13.0,,,9.3,,,5.7,9.3,13.3,7.9,,7.1,,,,10.0,7.7,
320344,,54.0,,,29.0,54.0,24.0,52.0,,30.0,,,25.0,52.0,,,,51.9,,,41.4,51.9,66.7,50.0,,40.0,,,64.0,53.8,,
320346,,62.0,,,53.0,62.0,26.0,54.0,,36.0,,,,48.0,14.0,,,14.5,,,15.1,14.5,23.1,14.8,,8.3,,,,18.8,5.0,
320347,,46.0,,,41.0,46.0,18.0,45.0,,28.0,,,,30.0,16.0,,,45.7,,,43.9,45.7,50.0,46.7,,42.9,,,,46.7,43.8,
320348,,11.0,,,,11.0,,10.0,,,,,,,,,,72.7,,,,72.7,,80.0,,,,,,,,
320352,,146.0,,,78.0,146.0,54.0,134.0,,92.0,,,68.0,112.0,34.0,,,53.4,,,57.7,53.4,59.3,50.7,,50.0,,,48.5,63.4,20.6,
320354,,20.0,,,19.0,20.0,,19.0,,11.0,,,,12.0,,,,30.0,,,26.3,30.0,,26.3,,27.3,,,,33.3,,
320355,,102.0,,,84.0,102.0,45.0,95.0,,57.0,,,18.0,85.0,17.0,,,9.8,,,9.5,9.8,11.1,10.5,,8.8,,,11.1,10.6,5.9,
320356,,144.0,,,111.0,144.0,59.0,130.0,,85.0,,,33.0,116.0,28.0,,,11.8,,,11.7,11.8,13.6,11.5,,10.6,,,12.1,12.9,7.1,
320360,,103.0,,,92.0,103.0,44.0,102.0,,59.0,,,11.0,83.0,20.0,,,35.0,,,34.8,35.0,25.0,35.3,,42.4,,,36.4,38.6,20.0,
320362,,58.0,,,52.0,58.0,19.0,48.0,,39.0,,,,52.0,,,,62.1,,,61.5,62.1,68.4,56.3,,59.0,,,,61.5,,
320363,,58.0,,,51.0,58.0,25.0,56.0,,33.0,,,,37.0,21.0,,,39.7,,,41.2,39.7,40.0,41.1,,39.4,,,,43.2,33.3,
320364,,28.0,,,24.0,28.0,14.0,21.0,,14.0,,,,18.0,10.0,,,60.7,,,58.3,60.7,57.1,52.4,,64.3,,,,66.7,50.0,
320365,,229.0,,13.0,167.0,229.0,88.0,188.0,,140.0,,,62.0,184.0,45.0,18.0,,12.7,,30.8,13.8,12.7,11.4,10.6,,13.6,,,9.7,15.2,5.0,16.7
320366,,114.0,,13.0,100.0,114.0,48.0,83.0,,66.0,,,14.0,96.0,18.0,12.0,,22.8,,23.1,23.0,22.8,18.8,21.7,,25.8,,,21.4,24.0,16.7,25.0
320367,,79.0,,,36.0,79.0,46.0,77.0,,33.0,,,43.0,70.0,,,,64.6,,,58.3,64.6,76.1,63.6,,48.5,,,69.8,67.1,,
320368,,173.0,,11.0,119.0,173.0,74.0,158.0,,99.0,,,54.0,140.0,33.0,,,10.4,,5.0,11.8,10.4,13.5,11.4,,8.1,,,7.4,10.0,12.1,
320369,,68.0,,,60.0,68.0,31.0,68.0,,37.0,,,,56.0,12.0,,,50.0,,,51.7,50.0,61.3,50.0,,40.5,,,,57.1,16.7,
320370,,38.0,,,31.0,38.0,16.0,31.0,,22.0,,,,23.0,15.0,,,15.8,,,16.1,15.8,25.0,9.7,,9.1,,,,21.7,6.7,
320372,,70.0,,,59.0,70.0,31.0,60.0,,39.0,,,11.0,59.0,11.0,,,54.3,,,54.2,54.3,67.7,51.7,,43.6,,,54.5,61.0,18.2,
320374,,20.0,,,13.0,20.0,10.0,16.0,,10.0,,,,18.0,,,,30.0,,,38.5,30.0,20.0,25.0,,40.0,,,,33.3,,
320376,,85.0,,,72.0,85.0,39.0,76.0,,46.0,,,13.0,73.0,12.0,,,52.9,,,51.4,52.9,53.8,48.7,,52.2,,,61.5,56.2,33.3,
