agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
970389,,ALL,51.0,,D,61.0,,C,89.0,,94.0,,,,,,,,,,,,,,63.0,,Met,80.4,66.0,C,52.0,66.0,NotMet,Exceeded,58.5,86.6
970390,,ALL,,,,,,,,,50.0,,51.0,,42.0,,44.0,,76.0,,91.0,,91.0,,62.0,,NotMet,67.1,63.0,C,,,,,,
970392,,ALL,64.0,,C,57.0,,C,81.0,,,,,,,,,,,,,,,,63.0,,NotMet,68.4,64.0,C,63.0,62.0,NotMet,Met,59.3,81.0
970393,,ALL,,,,,,,,,92.0,,95.0,1.0,86.0,,70.0,,,,95.0,1.0,94.0,,90.0,,Met,82.3,88.0,A,,,,,,
980306,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980308,,ALL,35.0,,D,31.0,,D,56.0,,,,,,,,,,,,,,,,36.0,,Met,83.9,46.0,D,43.0,42.0,Met,Exceeded,73.4,86.0
980317,,ALL,18.0,,F,31.0,,D,63.0,,82.0,,,,,,,,,,,,,,31.0,,Met,77.5,40.0,D,29.0,41.0,Met,Met,74.7,81.1
980318,,ALL,,,,,,,,,52.0,,45.0,,26.0,,54.0,,71.0,,95.0,1.0,81.0,,64.0,,NotMet,59.0,63.0,C,,,,,,
980320,,ALL,64.0,,C,58.0,,C,81.0,,,,,,,,,,,,,,,,64.0,,Exceeded,90.6,69.0,C,68.0,64.0,Met,Exceeded,84.6,87.4
980324,,ALL,35.0,,F,47.0,,D,65.0,,95.0,1.0,,,,,,,,,,,,,47.0,,NotMet,58.3,49.0,D,39.0,51.0,NotMet,NotMet,57.6,67.0
980336,,ALL,,,,,,,,,50.0,,54.0,,53.0,,63.0,,66.0,,87.0,,79.0,,65.0,,Exceeded,85.8,69.0,C,,,,,,
980338,,ALL,27.0,,F,40.0,,D,76.0,,85.0,,,,,,,,,,,,,,42.0,,Met,84.4,50.0,D,38.0,48.0,Met,Met,82.9,80.0
980340,,ALL,62.0,,C,55.0,,C,91.0,,,,,,,,,,,,,,,,63.0,,Exceeded,90.4,68.0,C,69.0,60.0,Exceeded,Met,92.9,80.6
980342,,ALL,,,,,,,,,40.0,,51.0,,41.0,,53.0,,74.0,,94.0,,80.0,,61.0,,NotMet,57.2,60.0,C,,,,,,
980344,,ALL,51.0,,C,41.0,,D,51.0,,,,,,,,,,,,,,,,47.0,,Met,82.7,54.0,D,59.0,48.0,Exceeded,Met,89.2,76.1
980348,,ALL,47.0,,D,52.0,,C,69.0,,,,,,,,,,,,,,,,53.0,,Met,81.7,58.0,C,54.0,58.0,Met,Met,80.9,81.8
980352,,ALL,72.0,,B,52.0,,C,65.0,,,,,,,,,,,,,,,,63.0,,NotMet,63.6,63.0,C,70.0,56.0,NotMet,Met,63.7,73.4
980356,,ALL,36.0,,D,25.0,,F,29.0,,,,,,,,,,,,,,,,30.0,,NotMet,67.2,37.0,F,44.0,34.0,Met,NotMet,79.6,69.8
980357,,ALL,24.0,,F,21.0,,F,29.0,,,,,,,,,,,,,,,,23.0,,NotMet,69.7,33.0,F,35.0,30.0,Met,NotMet,76.8,69.5
980360,,ALL,80.0,,B,69.0,,B,85.0,,,,,,,,,,,,,,,,76.0,,Exceeded,91.4,79.0,B,82.0,72.0,Exceeded,Met,93.2,83.4
980364,,ALL,86.0,,A,73.0,,B,92.0,,,,,,,,,,,,,,,,81.0,,Exceeded,90.1,83.0,B,86.0,75.0,Exceeded,Met,87.8,83.1
980380,,ALL,34.0,,F,44.0,,D,80.0,,95.0,1.0,,,,,,,,,,,,,46.0,,NotMet,58.0,49.0,D,38.0,49.0,NotMet,NotMet,57.1,68.7
980384,,ALL,44.0,,D,60.0,,C,84.0,,93.0,,,,,,,,,,,,,,59.0,,NotMet,54.8,58.0,C,45.0,62.0,NotMet,NotMet,50.6,67.4
980388,,ALL,45.0,,D,43.0,,D,68.0,,,,,,,,,,,,,,,,48.0,,Met,71.1,52.0,D,50.0,49.0,Met,Met,70.7,73.5
980390,,ALL,26.0,,F,36.0,,D,43.0,,83.0,,,,,,,,,,,,,,34.0,,NotMet,59.2,39.0,F,37.0,40.0,Met,NotMet,81.0,58.5
980392,,ALL,59.0,,C,52.0,,C,65.0,,,,,,,,,,,,,,,,56.0,,Exceeded,85.0,62.0,C,64.0,58.0,Exceeded,Met,85.6,83.0
980396,,ALL,53.0,,C,47.0,,D,59.0,,,,,,,,,,,,,,,,51.0,,Met,72.2,55.0,C,58.0,53.0,Met,Met,77.3,76.6
980397,,ALL,,,,,,,,,49.0,,76.0,,,,,,,,,,,,62.0,,Met,82.5,66.0,C,,,,,,
980398,,ALL,,,,,,,,,89.0,,93.0,,88.0,,93.0,,,,95.0,1.0,95.0,1.0,93.0,,Exceeded,91.9,93.0,A,,,,,,
980400,,ALL,27.0,,F,33.0,,D,60.0,,,,,,,,,,,,,,,,34.0,,Exceeded,86.0,45.0,D,39.0,43.0,Exceeded,Met,89.1,80.2
990304,,ALL,67.0,,B,59.0,,C,79.0,,,,,,,,,,,,,,,,65.0,,Met,81.3,68.0,C,71.0,62.0,Met,Met,84.3,77.5
990308,,ALL,76.0,,B,66.0,,B,90.0,,,,,,,,,,,,,,,,73.0,,Met,79.0,74.0,B,74.0,70.0,NotMet,Met,66.2,84.2
990312,,ALL,60.0,,C,58.0,,C,61.0,,,,,,,,,,,,,,,,59.0,,Met,83.3,64.0,C,66.0,62.0,Exceeded,Met,88.0,80.6
990316,,ALL,61.0,,C,64.0,,C,78.0,,,,,,,,,,,,,,,,64.0,,Exceeded,91.3,69.0,C,66.0,69.0,Exceeded,Exceeded,88.4,87.6
990320,,ALL,65.0,,C,74.0,,B,95.0,1.0,,,,,,,,,,,,,,,72.0,,Exceeded,88.3,76.0,B,69.0,76.0,Exceeded,Met,85.0,84.4
990321,,ALL,50.0,,D,58.0,,C,85.0,,95.0,1.0,,,,,,,,,,,,,62.0,,NotMet,59.8,61.0,C,52.0,58.0,NotMet,NotMet,60.3,60.4
990322,,ALL,,,,,,,,,52.0,,58.0,,60.0,,55.0,,70.0,,95.0,1.0,90.0,,69.0,,Met,72.2,69.0,C,,,,,,
990324,,ALL,54.0,,C,53.0,,C,63.0,,,,,,,,,,,,,,,,55.0,,Met,82.8,60.0,C,60.0,59.0,Met,Met,82.2,81.0
990325,,ALL,46.0,,D,55.0,,C,82.0,,95.0,1.0,,,,,,,,,,,,,59.0,,Exceeded,85.8,64.0,C,54.0,60.0,Exceeded,Met,85.0,78.7
990326,,ALL,,,,,,,,,54.0,,49.0,,55.0,,49.0,,56.0,,95.0,1.0,90.0,,64.0,,NotMet,67.5,65.0,C,,,,,,
990328,,ALL,55.0,,C,56.0,,C,76.0,,,,,,,,,,,,,,,,57.0,,Met,84.6,63.0,C,60.0,62.0,Met,Exceeded,80.9,85.4
990332,,ALL,,,,,,,,,95.0,1.0,87.0,,83.0,,81.0,,,,95.0,1.0,95.0,1.0,92.0,,Exceeded,89.7,92.0,A,,,,,,
990336,,ALL,55.0,,C,49.0,,C,70.0,,,,,,,,,,,,,,,,54.0,,Met,77.8,59.0,C,59.0,56.0,Met,Met,74.9,80.5
990340,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995304,,ALL,88.0,,A,78.0,,B,92.0,,,,,,,,,,,,,,,,84.0,,Met,74.3,82.0,B,85.0,78.0,Met,Met,72.4,80.4
995308,,ALL,89.0,,A,74.0,,B,86.0,,,,,,,,,,,,,,,,82.0,,Exceeded,85.7,83.0,B,88.0,76.0,Exceeded,Met,86.5,82.3
995312,,ALL,66.0,,B,55.0,,C,72.0,,,,,,,,,,,,,,,,62.0,,Met,82.9,66.0,C,70.0,60.0,Exceeded,Met,86.9,79.4
995316,,ALL,63.0,,C,64.0,,C,82.0,,95.0,1.0,,,,,,,,,,,,,68.0,,Met,76.6,69.0,C,67.0,65.0,Met,Met,84.0,70.2
995320,,ALL,69.0,,B,78.0,,B,91.0,,,,,,,,,,,,,,,,76.0,,Exceeded,91.1,79.0,B,74.0,79.0,Exceeded,Met,93.1,82.3
995324,,ALL,69.0,,B,63.0,,C,93.0,,95.0,1.0,,,,,,,,,,,,,70.0,,Met,82.3,73.0,B,72.0,64.0,Exceeded,NotMet,87.3,66.1
995328,,ALL,75.0,,B,69.0,,B,74.0,,,,,,,,,,,,,,,,72.0,,Met,81.4,74.0,B,75.0,72.0,Met,Met,76.0,81.9
995330,,ALL,,,,,,,,,63.0,,62.0,,70.0,,68.0,,77.0,,95.0,1.0,91.0,,75.0,,Met,80.0,76.0,B,,,,,,
995336,,ALL,75.0,,B,70.0,,B,80.0,,,,,,,,,,,,,,,,73.0,,Met,84.8,75.0,B,74.0,74.0,Met,Exceeded,71.7,89.8
10303,,ALL,,,,,,,,,95.0,1.0,95.0,1.0,91.0,,84.0,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,Met,80.7,93.0,A,,,,,,
10304,,ALL,67.0,,B,58.0,,C,66.0,,,,,,,,,,,,,,,,63.0,,Exceeded,88.1,68.0,C,72.0,63.0,Exceeded,Met,91.0,84.5
10308,,ALL,61.0,,C,51.0,,C,69.0,,,,,,,,,,,,,,,,58.0,,Exceeded,86.6,63.0,C,68.0,55.0,Exceeded,Met,94.1,71.7
10310,,ALL,22.0,,F,29.0,,F,50.0,,89.0,,,,,,,,,,,,,,30.0,,Met,77.7,39.0,F,34.0,38.0,Met,Met,83.0,71.3
10312,,ALL,62.0,,C,63.0,,C,74.0,,,,,,,,,,,,,,,,64.0,,NotMet,57.4,63.0,C,65.0,61.0,Met,NotMet,77.8,55.2
10320,,ALL,69.0,,B,69.0,,B,70.0,,,,,,,,,,,,,,,,69.0,,Met,81.7,72.0,B,71.0,72.0,Met,Met,80.0,83.3
10324,,ALL,,,,,,,,,64.0,,64.0,,61.0,,59.0,,79.0,,86.0,,84.0,,70.0,,Exceeded,90.0,74.0,B,,,,,,
10326,,ALL,46.0,,D,33.0,,D,41.0,,,,,,,,,,,,,,,,40.0,,Met,77.1,47.0,D,52.0,43.0,Met,Met,75.2,80.4
10328,,ALL,70.0,,B,67.0,,C,84.0,,,,,,,,,,,,,,,,71.0,,Met,74.5,71.0,B,71.0,69.0,Met,Met,73.0,76.9
10340,,ALL,53.0,,C,58.0,,C,73.0,,,,,,,,,,,,,,,,58.0,,Met,70.7,61.0,C,59.0,59.0,Met,NotMet,80.5,64.3
10346,,ALL,52.0,,C,54.0,,C,54.0,,,,,,,,,,,,,,,,53.0,,NotMet,63.8,55.0,C,56.0,57.0,NotMet,NotMet,69.7,69.9
10347,,ALL,54.0,,C,50.0,,D,59.0,,,,,,,,,,,,,,,,53.0,,Met,71.8,57.0,C,60.0,52.0,Exceeded,NotMet,87.2,59.6
10348,,ALL,,,,,,,,,38.0,,39.0,,28.0,,36.0,,62.0,,95.0,1.0,79.0,,54.0,,Exceeded,86.1,60.0,C,,,,,,
10350,,ALL,30.0,,D,35.0,,D,52.0,,91.0,,,,,,,,,,,,,,36.0,,Met,77.9,44.0,D,40.0,43.0,Met,Met,81.4,76.8
10351,,ALL,46.0,,C,40.0,,D,61.0,,,,,,,,,,,,,,,,46.0,,Exceeded,91.4,55.0,C,55.0,49.0,Exceeded,Exceeded,92.6,85.0
10353,,ALL,62.0,,C,58.0,,C,87.0,,95.0,1.0,,,,,,,,,,,,,65.0,,Exceeded,91.7,71.0,B,67.0,64.0,Exceeded,Exceeded,86.2,85.9
10354,,ALL,29.0,,F,33.0,,D,29.0,,,,,,,,,,,,,,,,31.0,,NotMet,62.0,37.0,F,37.0,40.0,NotMet,NotMet,67.9,69.6
10357,,ALL,34.0,,D,30.0,,D,28.0,,,,,,,,,,,,,,,,32.0,,Met,70.8,39.0,F,43.0,40.0,Met,Met,78.4,77.5
10358,,ALL,29.0,,F,31.0,,F,29.0,,,,,,,,,,,,,,,,30.0,,NotMet,52.4,34.0,F,34.0,37.0,NotMet,NotMet,53.5,59.0
10360,,ALL,,,,,,,,,37.0,,40.0,,75.0,,27.0,,79.0,,92.0,,70.0,,56.0,,Exceeded,100.0,65.0,C,,,,,,
10362,,ALL,76.0,,B,72.0,,B,85.0,,,,,,,,,,,,,,,,75.0,,Exceeded,88.7,78.0,B,78.0,74.0,Exceeded,Met,85.7,83.7
10364,,ALL,48.0,,C,39.0,,D,51.0,,,,,,,,,,,,,,,,45.0,,Met,77.6,51.0,D,55.0,46.0,Met,Met,84.0,73.6
10372,,ALL,52.0,,C,56.0,,C,67.0,,,,,,,,,,,,,,,,56.0,,Met,74.0,59.0,C,55.0,60.0,NotMet,Met,66.7,79.9
10374,,ALL,41.0,,D,40.0,,D,54.0,,,,,,,,,,,,,,,,42.0,,Met,70.7,48.0,D,47.0,47.0,Met,Met,71.0,75.0
10378,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10380,,ALL,38.0,,D,35.0,,D,25.0,,,,,,,,,,,,,,,,35.0,,NotMet,68.3,42.0,D,46.0,42.0,Met,NotMet,79.6,68.5
10384,,ALL,68.0,,B,63.0,,C,73.0,,,,,,,,,,,,,,,,66.0,,Exceeded,91.7,71.0,B,73.0,67.0,Exceeded,Met,93.4,83.4
10388,,ALL,,,,,,,,,52.0,,58.0,,56.0,,53.0,,70.0,,92.0,,85.0,,65.0,,Met,84.2,69.0,C,,,,,,
10390,,ALL,56.0,,C,55.0,,C,80.0,,95.0,1.0,,,,,,,,,,,,,61.0,,Met,78.5,64.0,C,61.0,59.0,Met,Met,82.6,73.8
10392,,ALL,56.0,,C,50.0,,C,77.0,,,,,,,,,,,,,,,,56.0,,Met,79.0,61.0,C,61.0,56.0,Met,Met,80.3,79.2
10394,,ALL,32.0,,F,47.0,,D,57.0,,95.0,1.0,,,,,,,,,,,,,44.0,,NotMet,54.1,46.0,D,37.0,51.0,NotMet,Met,55.4,70.3
10396,,ALL,,,,,,,,,50.0,,61.0,,47.0,,51.0,,70.0,,94.0,,90.0,,66.0,,Exceeded,96.0,72.0,B,,,,,,
10400,,ALL,,,,,,,,,60.0,,58.0,,52.0,,56.0,,60.0,,95.0,1.0,92.0,,68.0,,NotMet,56.8,66.0,C,,,,,,
10403,,ALL,56.0,,C,62.0,,C,78.0,,95.0,1.0,,,,,,,,,,,,,64.0,,Exceeded,93.0,70.0,B,64.0,66.0,Exceeded,Met,96.0,81.8
10406,,ALL,64.0,,C,62.0,,C,78.0,,95.0,1.0,,,,,,,,,,,,,67.0,,Exceeded,90.8,72.0,B,69.0,67.0,Exceeded,Exceeded,87.7,86.9
490308,,ALL,61.0,,C,72.0,,B,90.0,,95.0,1.0,,,,,,,,,,,,,71.0,,Met,81.1,73.0,B,66.0,74.0,Met,Met,84.1,80.7
490310,,ALL,25.0,,F,38.0,,F,83.0,,10.0,,67.0,,46.0,,60.0,,,,95.0,1.0,83.0,,63.0,,,,63.0,C,25.0,38.0,,,,
490312,,ALL,60.0,,C,53.0,,C,71.0,,,,,,,,,,,,,,,,58.0,,Met,77.9,62.0,C,64.0,57.0,Met,Met,80.0,75.5
490316,,ALL,84.0,,B,82.0,,B,88.0,,,,,,,,,,,,,,,,84.0,,Met,78.9,83.0,B,81.0,82.0,NotMet,Met,68.3,82.0
490318,,ALL,69.0,,C,77.0,,B,80.0,,,,,,,,,,,,,,,,74.0,,NotMet,57.1,71.0,B,67.0,74.0,NotMet,NotMet,58.7,65.1
490319,,ALL,32.0,,D,34.0,,D,46.0,,,,,,,,,,,,,,,,35.0,,Met,73.6,43.0,D,43.0,40.0,Met,NotMet,83.9,66.2
490320,,ALL,,,,,,,,,95.0,1.0,95.0,1.0,95.0,1.0,95.0,1.0,,,95.0,1.0,95.0,1.0,95.0,1.0,Exceeded,92.7,97.0,A,,,,,,
490324,,ALL,78.0,,B,69.0,,B,86.0,,,,,,,,,,,,,,,,75.0,,Exceeded,89.1,78.0,B,81.0,72.0,Exceeded,Met,90.0,81.6
490326,,ALL,47.0,,D,43.0,,D,50.0,,,,,,,,,,,,,,,,45.0,,NotMet,56.6,48.0,D,49.0,47.0,NotMet,NotMet,57.9,63.3
490327,,ALL,30.0,,F,41.0,,D,64.0,,95.0,1.0,,,,,,,,,,,,,41.0,,Met,74.6,48.0,D,38.0,49.0,Met,Met,70.0,80.8
490332,,ALL,70.0,,B,64.0,,C,91.0,,,,,,,,,,,,,,,,71.0,,Exceeded,85.3,74.0,B,73.0,67.0,Exceeded,Met,85.6,80.1
490335,,ALL,,,,,,,,,80.0,,74.0,,72.0,,82.0,,76.0,,95.0,1.0,94.0,,82.0,,Exceeded,91.6,84.0,B,,,,,,
490336,,ALL,80.0,,B,75.0,,B,84.0,,,,,,,,,,,,,,,,79.0,,Met,84.0,80.0,B,81.0,77.0,Met,Met,81.4,83.9
490337,,ALL,68.0,,C,69.0,,C,77.0,,,,,,,,,,,,,,,,70.0,,Met,72.2,70.0,B,69.0,69.0,Met,Met,74.2,72.6
490338,,ALL,56.0,,C,67.0,,B,80.0,,95.0,1.0,,,,,,,,,,,,,66.0,,Exceeded,87.1,70.0,B,61.0,72.0,Met,Exceeded,80.4,90.5
490342,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490344,,ALL,93.0,,A,95.0,1.0,A,95.0,1.0,95.0,1.0,,,,,,,,,,,,,95.0,1.0,Met,80.5,93.0,A+NG,90.0,93.0,Met,Met,78.1,80.5
490345,,ALL,46.0,,D,42.0,,D,40.0,,,,,,,,,,,,,,,,43.0,,Met,82.1,51.0,D,54.0,49.0,Exceeded,Met,86.4,78.0
490346,,ALL,,,,,,,,,44.0,,49.0,,38.0,,52.0,,63.0,,94.0,,81.0,,58.0,,NotMet,50.0,57.0,C,,,,,,
490347,,ALL,92.0,,A,92.0,,A,95.0,1.0,95.0,1.0,,,,,,,,,,,,,94.0,,Exceeded,90.4,93.0,A+NG,92.0,89.0,Exceeded,Met,90.4,76.4
490348,,ALL,58.0,,C,52.0,,C,47.0,,,,,,,,,,,,,,,,54.0,,Met,77.7,59.0,C,62.0,58.0,Met,Met,79.6,81.3
490349,,ALL,44.0,,D,58.0,,C,82.0,,95.0,1.0,,,,,,,,,,,,,57.0,,Met,80.1,61.0,C,47.0,63.0,NotMet,Exceeded,59.8,85.7
490350,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490352,,ALL,9.0,,F,26.0,,F,44.0,,80.0,,,,,,,,,,,,,,23.0,,NotMet,60.0,30.0,F,19.0,37.0,NotMet,Met,57.6,79.0
490354,,ALL,,,,,,,,,26.0,,42.0,,24.0,,28.0,,56.0,,95.0,1.0,90.0,,48.0,,NotMet,56.1,49.0,D,,,,,,
490355,,ALL,,,,,,,,,87.0,,93.0,,78.0,,70.0,,,,95.0,1.0,95.0,1.0,88.0,,Exceeded,89.4,88.0,A,,,,,,
490356,,ALL,81.0,,B,70.0,,B,90.0,,,,,,,,,,,,,,,,78.0,,Met,82.2,79.0,B,82.0,71.0,Met,Met,84.8,77.5
490360,,ALL,64.0,,C,72.0,,B,77.0,,,,,,,,,,,,,,,,69.0,,NotMet,62.4,68.0,C,64.0,71.0,NotMet,NotMet,67.7,66.2
490362,,ALL,,,,,,,,,70.0,,72.0,,64.0,,68.0,,74.0,,92.0,,93.0,,76.0,,NotMet,66.2,74.0,B,,,,,,
490363,,ALL,46.0,,C,45.0,,D,72.0,,,,,,,,,,,,,,,,49.0,,Exceeded,90.0,57.0,C,55.0,53.0,Exceeded,Met,88.8,84.8
490364,,ALL,63.0,,C,51.0,,C,76.0,,,,,,,,,,,,,,,,59.0,,Exceeded,93.9,66.0,C,69.0,58.0,Exceeded,Exceeded,93.8,85.4
490366,,ALL,38.0,,D,52.0,,C,69.0,,95.0,1.0,,,,,,,,,,,,,51.0,,Met,76.8,56.0,C,44.0,60.0,NotMet,Exceeded,65.3,88.8
490368,,ALL,48.0,,D,52.0,,C,65.0,,,,,,,,,,,,,,,,52.0,,NotMet,58.0,53.0,D,49.0,56.0,NotMet,Met,56.8,71.7
490380,,ALL,,,,,,,,,39.0,,52.0,,46.0,,40.0,,51.0,,95.0,1.0,84.0,,59.0,,Met,84.8,64.0,C,,,,,,
490384,,ALL,41.0,,D,50.0,,C,71.0,,95.0,1.0,,,,,,,,,,,,,50.0,,Met,83.8,57.0,C,49.0,56.0,Met,Met,82.5,81.1
490390,,ALL,87.0,,A,85.0,,A,91.0,,,,,,,,,,,,,,,,87.0,,Exceeded,88.2,87.0,A+NG,88.0,85.0,Exceeded,Met,90.9,81.9
670304,,ALL,59.0,,C,58.0,,C,63.0,,,,,,,,,,,,,,,,59.0,,Met,77.8,63.0,C,63.0,63.0,Met,Met,79.5,80.3
670308,,ALL,49.0,,D,47.0,,D,53.0,,,,,,,,,,,,,,,,49.0,,NotMet,61.1,51.0,D,53.0,51.0,NotMet,NotMet,68.7,66.8
670310,,ALL,67.0,,C,71.0,,B,65.0,,,,,,,,,,,,,,,,68.0,,Met,75.1,70.0,B,66.0,73.0,NotMet,Met,63.5,83.4
670312,,ALL,40.0,,D,44.0,,D,44.0,,,,,,,,,,,,,,,,42.0,,Met,74.3,49.0,D,48.0,51.0,Met,Met,78.5,77.5
670314,,ALL,67.0,,C,72.0,,B,84.0,,,,,,,,,,,,,,,,71.0,,Met,76.0,72.0,B,65.0,75.0,NotMet,Exceeded,58.0,86.8
670318,,ALL,47.0,,D,66.0,,B,83.0,,94.0,,,,,,,,,,,,,,61.0,,Met,81.6,65.0,C,52.0,70.0,Met,Exceeded,72.5,85.1
670320,,ALL,,,,,,,,,43.0,,61.0,,66.0,,69.0,,78.0,,95.0,1.0,90.0,,70.0,,Exceeded,85.6,73.0,B,,,,,,
670321,,ALL,49.0,,C,59.0,,C,86.0,,,,,,,,,,,,,,,,58.0,,Met,81.0,63.0,C,55.0,63.0,Met,Met,77.9,77.9
670322,,ALL,39.0,,D,52.0,,C,75.0,,95.0,1.0,,,,,,,,,,,,,51.0,,Exceeded,86.5,58.0,C,49.0,58.0,Exceeded,Met,87.4,81.1
670323,,ALL,51.0,,D,53.0,,C,66.0,,,,,,,,,,,,,,,,54.0,,NotMet,69.2,57.0,C,54.0,58.0,NotMet,Met,67.5,75.1
670324,,ALL,,,,,,,,,47.0,,60.0,,49.0,,61.0,,79.0,,95.0,1.0,89.0,,69.0,,Met,84.8,72.0,B,,,,,,
670325,,ALL,40.0,,D,54.0,,C,69.0,,92.0,,,,,,,,,,,,,,52.0,,Exceeded,90.4,59.0,C,50.0,60.0,Exceeded,Exceeded,90.3,85.4
670329,,ALL,47.0,,D,52.0,,C,59.0,,,,,,,,,,,,,,,,51.0,,Met,76.2,56.0,C,54.0,55.0,Met,Met,82.5,71.4
670330,,ALL,50.0,,C,54.0,,C,64.0,,,,,,,,,,,,,,,,53.0,,Exceeded,85.4,60.0,C,56.0,60.0,Met,Exceeded,83.6,85.1
670331,,ALL,52.0,,C,67.0,,C,84.0,,95.0,1.0,,,,,,,,,,,,,64.0,,Met,84.7,68.0,C,59.0,69.0,Exceeded,Met,86.7,75.4
670332,,ALL,49.0,,C,55.0,,C,64.0,,,,,,,,,,,,,,,,54.0,,Met,80.2,59.0,C,56.0,59.0,Exceeded,Met,85.3,73.8
670333,,ALL,,,,,,,,,78.0,,60.0,,68.0,,58.0,,79.0,,95.0,1.0,94.0,,76.0,,Exceeded,100.0,81.0,B,,,,,,
670335,,ALL,57.0,,C,63.0,,C,86.0,,,,,,,,,,,,,,,,64.0,,Exceeded,90.7,69.0,C,63.0,68.0,Met,Exceeded,84.9,88.9
670336,,ALL,31.0,,F,55.0,,C,68.0,,92.0,,,,,,,,,,,,,,48.0,,NotMet,61.1,51.0,D,39.0,58.0,NotMet,NotMet,69.4,67.2
670338,,ALL,57.0,,C,64.0,,C,74.0,,,,,,,,,,,,,,,,63.0,,Exceeded,91.0,68.0,C,64.0,68.0,Exceeded,Met,91.9,84.9
670339,,ALL,54.0,,C,58.0,,C,58.0,,,,,,,,,,,,,,,,56.0,,Exceeded,94.9,64.0,C,63.0,64.0,Exceeded,Exceeded,99.4,87.3
670340,,ALL,,,,,,,,,55.0,,58.0,,65.0,,64.0,,79.0,,95.0,1.0,92.0,,73.0,,Exceeded,95.6,77.0,B,,,,,,
670341,,ALL,54.0,,C,61.0,,C,71.0,,,,,,,,,,,,,,,,59.0,,Exceeded,85.0,64.0,C,59.0,65.0,Met,Met,83.3,83.8
670342,,ALL,47.0,,C,54.0,,C,52.0,,,,,,,,,,,,,,,,51.0,,Exceeded,90.4,59.0,C,56.0,61.0,Exceeded,Exceeded,90.7,86.1
670343,,ALL,60.0,,C,61.0,,C,55.0,,,,,,,,,,,,,,,,60.0,,NotMet,67.7,61.0,C,62.0,64.0,Met,Met,70.2,76.6
670344,,ALL,,,,,,,,,42.0,,55.0,,59.0,,46.0,,76.0,,95.0,1.0,82.0,,63.0,,Met,79.8,66.0,C,,,,,,
670345,,ALL,34.0,,D,50.0,,D,72.0,,83.0,,,,,,,,,,,,,,48.0,,NotMet,61.2,51.0,D,40.0,53.0,NotMet,NotMet,64.3,64.3
670346,,ALL,67.0,,B,66.0,,B,76.0,,,,,,,,,,,,,,,,68.0,,Exceeded,91.9,72.0,B,72.0,70.0,Exceeded,Exceeded,91.0,87.5
670347,,ALL,55.0,,C,59.0,,C,79.0,,,,,,,,,,,,,,,,60.0,,Met,79.8,64.0,C,60.0,62.0,Met,Met,80.2,74.3
670350,,ALL,70.0,,B,69.0,,C,70.0,,,,,,,,,,,,,,,,69.0,,Met,79.2,71.0,B,73.0,69.0,Exceeded,Met,85.5,72.1
670351,,ALL,46.0,,D,64.0,,C,92.0,,95.0,1.0,,,,,,,,,,,,,62.0,,Met,83.8,66.0,C,49.0,69.0,NotMet,Exceeded,59.6,86.0
670352,,ALL,,,,,,,,,50.0,,63.0,,57.0,,71.0,,83.0,,95.0,1.0,94.0,,73.0,,Met,71.5,73.0,B,,,,,,
670356,,ALL,48.0,,C,55.0,,C,84.0,,95.0,1.0,,,,,,,,,,,,,57.0,,Exceeded,91.1,64.0,C,57.0,60.0,Exceeded,Met,91.8,81.5
670364,,ALL,,,,,,,,,50.0,,49.0,,66.0,,53.0,,77.0,,95.0,1.0,90.0,,68.0,,Exceeded,97.0,74.0,B,,,,,,
780320,,ALL,41.0,,D,35.0,,D,82.0,,,,,,,,,,,,,,,,43.0,,Met,83.2,51.0,D,48.0,45.0,Met,Met,76.0,83.9
780322,,ALL,82.0,,B,65.0,,B,,,,,,,,,,,,,,,,,73.0,,Exceeded,92.5,77.0,B,82.0,70.0,,Exceeded,,92.5
780324,,ALL,27.0,,F,41.0,,D,64.0,,,,,,,,,,,,,,,,39.0,,Met,80.5,47.0,D,36.0,49.0,Met,Met,71.6,82.9
780325,,ALL,,,,,,,,,29.0,,52.0,,40.0,,29.0,,81.0,,95.0,1.0,94.0,,61.0,,NotMet,56.7,60.0,C,,,,,,
780326,,ALL,32.0,,D,34.0,,D,47.0,,,,,,,,,,,,,,,,36.0,,Exceeded,86.6,46.0,D,43.0,44.0,Exceeded,Exceeded,88.4,86.0
780328,,ALL,62.0,,C,36.0,,D,,,,,,,,,,,,,,,,,49.0,,Met,80.7,55.0,C,62.0,45.0,,Met,,80.7
