agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
96F000,,ALL,36.0,,D,55.0,,C,43.0,,,,,,,,,,,,,,,,45.0,,Exceeded,92.0,54.0,D,48.0,60.0,Exceeded,Met,97.6,82.5
97D000,,ALL,44.0,,D,64.0,,C,56.0,,,,,,,,,,,,,,,,54.0,,NotMet,62.5,56.0,C,47.0,67.0,NotMet,Met,59.7,78.3
98A000,,ALL,66.0,,B,63.0,,C,86.0,,95.0,1.0,,,,,,,,,,,,,68.0,,Exceeded,97.0,74.0,B,72.0,68.0,Exceeded,Exceeded,97.4,86.5
98B000,,ALL,75.0,,B,74.0,,B,90.0,,42.0,,74.0,,54.0,,,,,,,,,,73.0,,Exceeded,94.4,78.0,B,80.0,77.0,Exceeded,Exceeded,98.2,87.4
39B000,,ALL,53.0,,D,72.0,,B,77.0,,69.0,,93.0,,71.0,,79.0,,,,95.0,1.0,95.0,1.0,76.0,,NotMet,58.6,72.0,B,54.0,72.0,NotMet,Met,55.5,73.8
76A000,,ALL,45.0,,D,75.0,,B,91.0,,54.0,,61.0,,56.0,,64.0,,,,95.0,1.0,95.0,,67.0,,NotMet,54.0,65.0,C,47.0,75.0,NotMet,Met,54.2,78.5
81A000,,ALL,82.0,,B,88.0,,B,93.0,,91.0,,94.0,,71.0,,88.0,,,,95.0,1.0,95.0,1.0,87.0,,NotMet,65.4,82.0,B,79.0,84.0,NotMet,NotMet,65.7,69.0
92P000,,ALL,49.0,,D,60.0,,C,81.0,,75.0,,76.0,,78.0,,82.0,,,,80.0,,78.0,,66.0,,Met,78.8,68.0,C,54.0,63.0,Met,Met,74.3,74.7
32N000,,ALL,,,,,,,,,80.0,,88.0,,81.0,,83.0,,,,95.0,1.0,89.0,,86.0,,Met,75.9,86.0,A,,,,,,
92F000,,ALL,72.0,,B,79.0,,B,91.0,,77.0,,93.0,,78.0,,92.0,,,,95.0,1.0,95.0,1.0,81.0,,Exceeded,89.1,83.0,B,75.0,79.0,Exceeded,Met,85.0,81.2
92K000,,ALL,,,,,,,,,93.0,,95.0,1.0,95.0,1.0,95.0,1.0,,,95.0,1.0,95.0,1.0,95.0,1.0,Exceeded,93.5,97.0,A+NG,,,,,,
09A000,,ALL,6.0,,F,23.0,,F,48.0,,37.0,,47.0,,14.0,,23.0,,,,95.0,1.0,71.0,,26.0,,NotMet,65.6,34.0,F,17.0,35.0,NotMet,Met,61.3,82.7
20302,,ALL,,,,,,,,,54.0,,56.0,,56.0,,65.0,,67.0,,94.0,,86.0,,68.0,,Met,72.6,69.0,C,,,,,,
20303,,ALL,,,,,,,,,81.0,,,,,,,,,,,,,,81.0,,Met,79.0,80.0,B,,,,,,
20304,,ALL,70.0,,B,63.0,,C,86.0,,,,,,,,,,,,,,,,70.0,,Met,84.7,73.0,B,73.0,67.0,Met,Met,81.0,84.1
20306,,ALL,43.0,,D,53.0,,C,78.0,,95.0,1.0,,,,,,,,,,,,,54.0,,Met,73.3,57.0,C,51.0,55.0,Met,NotMet,84.1,60.6
20308,,ALL,73.0,,B,62.0,,C,64.0,,,,,,,,,,,,,,,,67.0,,NotMet,63.7,66.0,C,70.0,66.0,NotMet,Met,58.2,78.7
20316,,ALL,62.0,,C,53.0,,C,75.0,,,,,,,,,,,,,,,,60.0,,NotMet,69.7,62.0,C,65.0,56.0,Met,Met,73.9,71.4
20320,,ALL,65.0,,B,54.0,,C,82.0,,,,,,,,,,,,,,,,62.0,,Exceeded,87.0,67.0,C,70.0,59.0,Exceeded,Met,89.5,80.1
20324,,ALL,65.0,,C,61.0,,C,84.0,,,,,,,,,,,,,,,,66.0,,Met,77.1,68.0,C,66.0,65.0,NotMet,Met,68.6,82.6
20328,,ALL,81.0,,B,63.0,,C,56.0,,,,,,,,,,,,,,,,70.0,,Met,80.9,72.0,B,79.0,68.0,Met,Exceeded,74.7,85.4
20330,,ALL,50.0,,C,58.0,,C,86.0,,95.0,1.0,,,,,,,,,,,,,60.0,,Met,81.6,64.0,C,59.0,58.0,Exceeded,NotMet,91.3,59.6
20332,,ALL,71.0,,B,64.0,,C,81.0,,,,,,,,,,,,,,,,69.0,,Met,83.8,72.0,B,73.0,67.0,Met,Met,79.6,83.2
30304,,ALL,,,,,,,,,47.0,,55.0,,44.0,,55.0,,67.0,,95.0,1.0,86.0,,63.0,,NotMet,55.8,62.0,C,,,,,,
30308,,ALL,54.0,,C,54.0,,C,84.0,,,,,,,,,,,,,,,,58.0,,Met,81.7,63.0,C,59.0,60.0,Met,Met,77.3,82.9
30316,,ALL,59.0,,C,66.0,,C,86.0,,,,,,,,,,,,,,,,67.0,,NotMet,67.9,67.0,C,60.0,68.0,NotMet,Met,64.9,75.7
30320,,ALL,49.0,,D,51.0,,C,69.0,,,,,,,,,,,,,,,,53.0,,NotMet,56.1,53.0,D,50.0,56.0,NotMet,Met,53.5,72.5
40304,,ALL,,,,,,,,,69.0,,72.0,,71.0,,71.0,,,,95.0,1.0,92.0,,77.0,,Met,76.4,77.0,B,,,,,,
40305,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40306,,ALL,,,,,,,,,43.0,,33.0,,31.0,,29.0,,56.0,,95.0,1.0,84.0,,49.0,,Met,73.4,54.0,D,,,,,,
40308,,ALL,82.0,,B,72.0,,B,89.0,,,,,,,,,,,,,,,,78.0,,Exceeded,86.8,80.0,B,83.0,74.0,Exceeded,Met,87.4,82.0
40309,,ALL,32.0,,F,37.0,,D,65.0,,95.0,,,,,,,,,,,,,,43.0,,NotMet,58.9,46.0,D,39.0,41.0,NotMet,NotMet,67.0,57.5
40311,,ALL,20.0,,F,29.0,,F,,,,,,,,,,,,,,,,,25.0,,Met,75.7,35.0,F,34.0,36.0,Exceeded,NotMet,88.2,64.5
40316,,ALL,41.0,,D,42.0,,D,53.0,,,,,,,,,,,,,,,,43.0,,Met,82.4,51.0,D,50.0,49.0,Exceeded,Met,87.8,76.5
40324,,ALL,49.0,,C,45.0,,D,35.0,,,,,,,,,,,,,,,,46.0,,Met,73.2,51.0,D,55.0,51.0,Met,Met,79.7,75.5
40328,,ALL,56.0,,C,71.0,,B,83.0,,,,,,,,,,,,,,,,65.0,,Met,81.8,69.0,C,60.0,73.0,Met,Met,76.4,81.7
40330,,ALL,17.0,,F,35.0,,D,64.0,,,,,,,,,,,,,,,,33.0,,Met,82.1,43.0,D,28.0,45.0,Met,Met,71.0,84.4
40700,,ALL,,,,,,,,,34.0,,55.0,,59.0,,25.0,,,,95.0,1.0,88.0,,62.0,,Met,84.3,67.0,C,,,,,,
50302,,ALL,,,,,,,,,53.0,,62.0,,61.0,,69.0,,76.0,,90.0,,88.0,,71.0,,NotMet,57.2,68.0,C,,,,,,
50305,,ALL,52.0,,C,61.0,,C,84.0,,,,,,,,,,,,,,,,63.0,,NotMet,66.3,63.0,C,55.0,62.0,NotMet,NotMet,65.6,66.7
50310,,ALL,60.0,,C,63.0,,C,71.0,,,,,,,,,,,,,,,,62.0,,Exceeded,85.1,67.0,C,65.0,67.0,Met,Met,82.8,83.6
50330,,ALL,69.0,,B,64.0,,C,72.0,,,,,,,,,,,,,,,,67.0,,Exceeded,91.9,72.0,B,73.0,69.0,Exceeded,Exceeded,88.6,90.3
50335,,ALL,69.0,,B,67.0,,B,82.0,,,,,,,,,,,,,,,,70.0,,Exceeded,91.7,74.0,B,74.0,70.0,Exceeded,Met,93.9,83.3
60302,,ALL,,,,,,,,,51.0,,55.0,,49.0,,27.0,,78.0,,95.0,1.0,95.0,1.0,68.0,,Met,75.7,70.0,B,,,,,,
60304,,ALL,68.0,,B,65.0,,C,82.0,,,,,,,,,,,,,,,,69.0,,Met,81.4,71.0,B,70.0,68.0,Met,Met,75.9,81.0
60310,,ALL,64.0,,C,71.0,,B,77.0,,95.0,1.0,,,,,,,,,,,,,71.0,,Met,81.8,73.0,B,68.0,73.0,Met,Met,83.4,81.3
60316,,ALL,85.0,,A,71.0,,B,89.0,,,,,,,,,,,,,,,,80.0,,Exceeded,92.0,82.0,B,86.0,74.0,Exceeded,Met,91.5,83.5
60318,,ALL,50.0,,D,61.0,,C,85.0,,95.0,1.0,,,,,,,,,,,,,61.0,,NotMet,60.7,61.0,C,52.0,63.0,NotMet,Met,59.0,71.7
60322,,ALL,66.0,,B,68.0,,B,92.0,,,,,,,,,,,,,,,,71.0,,Exceeded,91.9,75.0,B,70.0,72.0,Exceeded,Exceeded,87.2,87.2
60328,,ALL,67.0,,B,62.0,,C,86.0,,,,,,,,,,,,,,,,67.0,,Exceeded,85.0,71.0,B,71.0,66.0,Exceeded,Met,88.6,80.7
60332,,ALL,56.0,,C,56.0,,C,67.0,,,,,,,,,,,,,,,,58.0,,Met,83.6,63.0,C,62.0,61.0,Met,Met,83.2,82.7
60334,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60700,,ALL,,,,,,,,,,,93.0,,95.0,1.0,90.0,,95.0,1.0,95.0,1.0,95.0,1.0,94.0,,Met,82.5,92.0,A,,,,,,
60701,,ALL,,,,,,,,,63.0,,,,94.0,,,,,,,,,,74.0,,Met,74.7,74.0,B,,,,,,
70308,,ALL,63.0,,C,67.0,,C,77.0,,95.0,1.0,,,,,,,,,,,,,67.0,,NotMet,65.3,67.0,C,62.0,68.0,NotMet,Met,61.5,73.3
70310,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70311,,ALL,,,,,,,,,95.0,1.0,95.0,1.0,88.0,,95.0,1.0,,,95.0,1.0,95.0,1.0,95.0,1.0,Exceeded,90.7,95.0,A,,,,,,
70325,,ALL,54.0,,C,61.0,,C,69.0,,94.0,,,,,,,,,,,,,,60.0,,NotMet,69.2,62.0,C,58.0,64.0,Met,Met,76.1,77.4
70326,,ALL,78.0,,B,68.0,,B,,,,,,,,,,,,,,,,,73.0,,Met,83.8,75.0,B,76.0,73.0,NotMet,Exceeded,67.6,89.3
70327,,ALL,62.0,,C,51.0,,C,,,,,,,,,,,,,,,,,57.0,,Exceeded,89.9,63.0,C,62.0,59.0,,Exceeded,,89.9
70328,,ALL,49.0,,D,55.0,,C,65.0,,,,,,,,,,,,,,,,55.0,,NotMet,55.8,55.0,C,50.0,59.0,NotMet,Met,54.1,74.9
70329,,ALL,50.0,,C,49.0,,C,74.0,,95.0,1.0,,,,,,,,,,,,,54.0,,Met,82.7,60.0,C,57.0,56.0,Met,Met,82.6,82.3
70330,,ALL,,,,,,,,,43.0,,51.0,,42.0,,64.0,,80.0,,95.0,1.0,91.0,,65.0,,NotMet,54.2,63.0,C,,,,,,
70338,,ALL,39.0,,D,49.0,,C,62.0,,95.0,1.0,,,,,,,,,,,,,48.0,,Met,83.7,55.0,C,48.0,56.0,Met,Met,83.2,84.8
70339,,ALL,,,,,,,,,40.0,,45.0,,28.0,,42.0,,82.0,,95.0,1.0,84.0,,54.0,,NotMet,56.7,54.0,D,,,,,,
70340,,ALL,31.0,,D,39.0,,D,58.0,,63.0,,,,,,,,,,,,,,39.0,,Met,83.1,48.0,D,42.0,47.0,Met,Met,83.4,81.0
70342,,ALL,,,,,,,,,40.0,,34.0,,22.0,,42.0,,71.0,,95.0,1.0,82.0,,52.0,,NotMet,50.0,51.0,D,,,,,,
80311,,ALL,,,,,,,,,61.0,,76.0,,74.0,,81.0,,67.0,,95.0,1.0,95.0,1.0,80.0,,Met,73.4,78.0,B,,,,,,
80312,,ALL,,,,,,,,,10.0,,20.0,,28.0,,12.0,,35.0,,95.0,1.0,80.0,,37.0,,NotMet,57.5,41.0,D,,,,,,
80314,,ALL,35.0,,D,45.0,,D,73.0,,95.0,1.0,,,,,,,,,,,,,46.0,,Exceeded,89.0,54.0,D,44.0,54.0,Met,Exceeded,79.4,88.2
80348,,ALL,58.0,,C,49.0,,C,59.0,,,,,,,,,,,,,,,,54.0,,Met,83.3,60.0,C,63.0,56.0,Met,Met,82.4,83.1
80356,,ALL,46.0,,C,49.0,,C,70.0,,,,,,,,,,,,,,,,51.0,,Exceeded,87.0,58.0,C,55.0,55.0,Exceeded,Met,90.8,79.7
80360,,ALL,67.0,,B,52.0,,C,63.0,,,,,,,,,,,,,,,,60.0,,Exceeded,93.4,66.0,C,72.0,59.0,Exceeded,Exceeded,91.9,90.1
80362,,ALL,62.0,,C,50.0,,C,61.0,,,,,,,,,,,,,,,,57.0,,Exceeded,86.5,63.0,C,67.0,56.0,Exceeded,Met,87.5,81.1
80700,,ALL,,,,,,,,,64.0,,74.0,,50.0,,42.0,,77.0,,95.0,1.0,95.0,1.0,72.0,,NotMet,61.6,70.0,B,,,,,,
90304,,ALL,43.0,,D,46.0,,D,61.0,,,,,,,,,,,,,,,,47.0,,NotMet,56.7,49.0,D,46.0,50.0,NotMet,NotMet,56.5,66.8
90315,,ALL,38.0,,D,48.0,,C,69.0,,,,,,,,,,,,,,,,48.0,,Met,82.7,55.0,C,45.0,55.0,Met,Met,75.8,83.4
90317,,ALL,68.0,,B,51.0,,C,,,,,,,,,,,,,,,,,60.0,,Met,82.4,64.0,C,72.0,57.0,Exceeded,Met,85.5,78.8
90318,,ALL,68.0,,B,60.0,,C,,,,,,,,,,,,,,,,,64.0,,Exceeded,86.4,68.0,C,72.0,64.0,Exceeded,Met,90.6,80.6
90320,,ALL,54.0,,C,68.0,,B,84.0,,95.0,1.0,,,,,,,,,,,,,67.0,,Exceeded,87.6,71.0,B,59.0,73.0,Met,Exceeded,81.0,89.7
90324,,ALL,67.0,,B,57.0,,C,,,,,,,,,,,,,,,,,62.0,,Met,80.2,66.0,C,70.0,62.0,Met,Met,78.5,80.8
90328,,ALL,38.0,,D,39.0,,D,54.0,,,,,,,,,,,,,,,,40.0,,Met,83.5,49.0,D,48.0,46.0,Exceeded,Met,89.9,73.9
90330,,ALL,,,,,,,,,55.0,,43.0,,42.0,,37.0,,63.0,,95.0,1.0,89.0,,61.0,,NotMet,69.2,63.0,C,,,,,,
90332,,ALL,40.0,,D,49.0,,C,68.0,,91.0,,,,,,,,,,,,,,50.0,,NotMet,69.9,54.0,D,45.0,55.0,NotMet,Met,64.8,78.1
90333,,ALL,50.0,,C,51.0,,C,,,,,,,,,,,,,,,,,51.0,,Exceeded,86.1,58.0,C,58.0,57.0,Exceeded,Met,90.1,81.1
90352,,ALL,66.0,,B,57.0,,C,,,,,,,,,,,,,,,,,61.0,,Met,82.7,66.0,C,70.0,61.0,Exceeded,Met,85.6,79.1
90365,,ALL,35.0,,F,50.0,,C,73.0,,,,,,,,,,,,,,,,49.0,,Met,76.0,54.0,D,39.0,57.0,NotMet,Exceeded,57.4,85.5
90368,,ALL,,,,,,,,,41.0,,52.0,,43.0,,36.0,,71.0,,95.0,1.0,87.0,,60.0,,Exceeded,86.1,65.0,C,,,,,,
100302,,ALL,63.0,,C,60.0,,C,86.0,,,,,,,,,,,,,,,,65.0,,Met,77.2,68.0,C,63.0,65.0,NotMet,Met,63.7,81.8
100304,,ALL,63.0,,C,50.0,,D,68.0,,,,,,,,,,,,,,,,58.0,,NotMet,65.2,59.0,C,65.0,53.0,Met,NotMet,74.1,63.9
100307,,ALL,,,,,,,,,95.0,1.0,93.0,,95.0,1.0,95.0,1.0,,,95.0,1.0,95.0,1.0,95.0,1.0,Exceeded,89.0,96.0,A,,,,,,
100308,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100309,,ALL,35.0,,D,48.0,,C,71.0,,95.0,1.0,,,,,,,,,,,,,46.0,,Exceeded,88.5,55.0,C,45.0,55.0,Exceeded,Exceeded,85.4,85.0
100310,,ALL,38.0,,D,41.0,,D,59.0,,,,,,,,,,,,,,,,42.0,,NotMet,58.3,45.0,D,42.0,45.0,NotMet,NotMet,58.6,64.0
100316,,ALL,36.0,,F,49.0,,C,80.0,,89.0,,,,,,,,,,,,,,49.0,,NotMet,64.8,52.0,D,39.0,57.0,NotMet,Exceeded,51.0,86.2
100320,,ALL,51.0,,C,44.0,,D,76.0,,,,,,,,,,,,,,,,52.0,,Met,81.2,57.0,C,55.0,52.0,NotMet,Met,67.3,83.6
100326,,ALL,,,,,,,,,55.0,,61.0,,66.0,,40.0,,66.0,,95.0,1.0,83.0,,66.0,,Exceeded,100.0,73.0,B,,,,,,
100332,,ALL,41.0,,D,55.0,,C,82.0,,95.0,1.0,,,,,,,,,,,,,54.0,,Met,75.6,58.0,C,49.0,57.0,Met,NotMet,80.0,62.1
100334,,ALL,,,,,,,,,58.0,,58.0,,61.0,,62.0,,75.0,,95.0,1.0,85.0,,71.0,,Exceeded,91.3,75.0,B,,,,,,
100335,,ALL,44.0,,D,56.0,,C,79.0,,95.0,1.0,,,,,,,,,,,,,56.0,,Met,84.6,62.0,C,51.0,61.0,Met,Met,79.1,82.8
100336,,ALL,51.0,,D,56.0,,C,66.0,,,,,,,,,,,,,,,,56.0,,NotMet,60.0,57.0,C,53.0,59.0,NotMet,NotMet,59.7,69.9
100338,,ALL,43.0,,D,44.0,,D,56.0,,,,,,,,,,,,,,,,45.0,,NotMet,64.5,49.0,D,48.0,50.0,NotMet,Met,66.5,72.8
100339,,ALL,59.0,,C,53.0,,C,76.0,,,,,,,,,,,,,,,,58.0,,Met,76.7,62.0,C,61.0,58.0,Met,Met,73.2,78.6
100340,,ALL,79.0,,B,73.0,,B,89.0,,,,,,,,,,,,,,,,78.0,,Exceeded,91.7,81.0,B,79.0,77.0,Met,Exceeded,79.2,93.7
100342,,ALL,57.0,,C,57.0,,C,70.0,,,,,,,,,,,,,,,,59.0,,NotMet,58.8,59.0,C,56.0,60.0,NotMet,Met,54.0,74.9
100344,,ALL,57.0,,C,54.0,,C,89.0,,94.0,,,,,,,,,,,,,,61.0,,Met,83.8,66.0,C,60.0,59.0,Met,Met,73.8,82.2
100348,,ALL,,,,,,,,,63.0,,67.0,,67.0,,58.0,,72.0,,95.0,1.0,86.0,,72.0,,Exceeded,95.5,77.0,B,,,,,,
110303,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110304,,ALL,,,,,,,,,64.0,,65.0,,51.0,,69.0,,82.0,,95.0,1.0,93.0,,73.0,,NotMet,64.7,72.0,B,,,,,,
110306,,ALL,50.0,,D,59.0,,C,79.0,,95.0,1.0,,,,,,,,,,,,,60.0,,Met,76.7,63.0,C,54.0,64.0,Met,Met,72.4,80.7
110308,,ALL,63.0,,C,65.0,,C,,,,,,,,,,,,,,,,,64.0,,Met,76.5,67.0,C,65.0,68.0,Met,Met,72.5,80.3
110318,,ALL,63.0,,C,61.0,,C,86.0,,,,,,,,,,,,,,,,67.0,,Met,80.2,70.0,B,67.0,62.0,Met,NotMet,80.5,68.0
110320,,ALL,72.0,,B,67.0,,C,,,,,,,,,,,,,,,,,69.0,,Met,76.2,71.0,B,72.0,69.0,,Met,,76.2
110322,,ALL,,,,,,,,,88.0,,91.0,,70.0,,95.0,1.0,,,95.0,1.0,95.0,1.0,90.0,,Met,78.7,88.0,A+NG,,,,,,
110323,,ALL,,,,,,,,,,,,,40.0,,53.0,,60.0,,95.0,1.0,94.0,,83.0,,,,83.0,B,,,,,,
110324,,ALL,62.0,,C,57.0,,C,,,,,,,,,,,,,,,,,59.0,,NotMet,67.8,61.0,C,63.0,60.0,NotMet,Met,68.3,72.2
110326,,ALL,67.0,,C,72.0,,B,91.0,,95.0,1.0,,,,,,,,,,,,,75.0,,Met,74.4,74.0,B,69.0,72.0,Met,Met,77.2,70.5
110332,,ALL,65.0,,C,59.0,,C,70.0,,,,,,,,,,,,,,,,64.0,,NotMet,56.8,62.0,C,66.0,59.0,NotMet,NotMet,68.4,57.3
110336,,ALL,,,,,,,,,55.0,,72.0,,59.0,,52.0,,81.0,,95.0,1.0,95.0,,72.0,,Exceeded,86.0,75.0,B,,,,,,
110338,,ALL,54.0,,C,58.0,,C,85.0,,95.0,1.0,,,,,,,,,,,,,62.0,,NotMet,69.2,63.0,C,59.0,59.0,Met,NotMet,78.4,61.2
110340,,ALL,,,,,,,,,48.0,,50.0,,60.0,,42.0,,68.0,,95.0,1.0,86.0,,64.0,,Exceeded,93.1,70.0,B,,,,,,
110342,,ALL,39.0,,D,47.0,,D,69.0,,95.0,1.0,,,,,,,,,,,,,51.0,,NotMet,57.1,52.0,D,43.0,50.0,NotMet,NotMet,56.5,60.4
110348,,ALL,61.0,,C,51.0,,C,,,,,,,,,,,,,,,,,56.0,,Exceeded,92.0,63.0,C,68.0,58.0,Exceeded,Exceeded,93.6,86.3
110352,,ALL,,,,,,,,,44.0,,59.0,,73.0,,51.0,,82.0,,95.0,1.0,87.0,,70.0,,NotMet,61.7,68.0,C,,,,,,
110356,,ALL,72.0,,B,73.0,,B,82.0,,,,,,,,,,,,,,,,74.0,,Exceeded,90.2,77.0,B,75.0,75.0,Exceeded,Met,87.9,84.0
110366,,ALL,73.0,,B,68.0,,C,,,,,,,,,,,,,,,,,71.0,,NotMet,61.4,69.0,C,73.0,67.0,NotMet,NotMet,69.5,63.3
110368,,ALL,73.0,,B,73.0,,B,76.0,,,,,,,,,,,,,,,,73.0,,Met,83.6,75.0,B,75.0,74.0,Exceeded,Met,85.1,80.0
110370,,ALL,78.0,,B,78.0,,B,,,,,,,,,,,,,,,,,78.0,,Met,84.1,79.0,B,79.0,79.0,Met,Met,82.7,83.4
110372,,ALL,40.0,,D,30.0,,F,,,,,,,,,,,,,,,,,35.0,,Met,73.5,43.0,D,47.0,39.0,Met,Met,74.7,75.2
110376,,ALL,51.0,,C,48.0,,D,,,,,,,,,,,,,,,,,50.0,,NotMet,61.3,52.0,D,55.0,51.0,NotMet,NotMet,68.2,64.1
110379,,ALL,60.0,,C,54.0,,C,,,,,,,,,,,,,,,,,57.0,,Exceeded,91.1,64.0,C,68.0,59.0,Exceeded,Met,98.6,78.5
110380,,ALL,,,,,,,,,77.0,,65.0,,67.0,,62.0,,87.0,,95.0,1.0,90.0,,77.0,,Exceeded,89.5,80.0,B,,,,,,
110381,,ALL,57.0,,C,59.0,,C,80.0,,95.0,1.0,,,,,,,,,,,,,65.0,,NotMet,59.6,64.0,C,58.0,59.0,NotMet,NotMet,63.2,59.3
110382,,ALL,67.0,,B,68.0,,B,75.0,,,,,,,,,,,,,,,,69.0,,Exceeded,93.9,74.0,B,72.0,72.0,Exceeded,Exceeded,95.0,86.2
110384,,ALL,44.0,,D,39.0,,D,65.0,,,,,,,,,,,,,,,,44.0,,Met,84.8,52.0,D,53.0,47.0,Exceeded,Met,88.0,77.5
110388,,ALL,73.0,,B,60.0,,C,,,,,,,,,,,,,,,,,67.0,,Met,74.9,68.0,C,74.0,62.0,Met,Met,81.4,71.3
110401,,ALL,46.0,,D,56.0,,C,74.0,,95.0,1.0,,,,,,,,,,,,,58.0,,Met,80.5,62.0,C,54.0,61.0,Met,Met,84.1,77.6
110408,,ALL,61.0,,C,54.0,,C,,,,,,,,,,,,,,,,,58.0,,Met,80.0,62.0,C,65.0,59.0,Met,Met,81.0,78.6
110410,,ALL,58.0,,C,54.0,,C,,,,,,,,,,,,,,,,,56.0,,Met,75.4,60.0,C,63.0,58.0,Met,Met,81.1,72.9
110412,,ALL,58.0,,C,60.0,,C,74.0,,,,,,,,,,,,,,,,61.0,,Met,73.0,63.0,C,58.0,65.0,NotMet,Met,61.6,82.4
110416,,ALL,,,,,,,,,58.0,,71.0,,59.0,,65.0,,77.0,,95.0,1.0,90.0,,74.0,,NotMet,57.5,70.0,B,,,,,,
110420,,ALL,68.0,,B,66.0,,C,82.0,,95.0,1.0,,,,,,,,,,,,,72.0,,Exceeded,92.2,76.0,B,74.0,68.0,Exceeded,Met,98.5,75.2
110422,,ALL,71.0,,B,67.0,,C,,,,,,,,,,,,,,,,,69.0,,Met,83.0,71.0,B,73.0,69.0,Met,Met,84.4,80.8
110425,,ALL,54.0,,D,59.0,,C,68.0,,,,,,,,,,,,,,,,58.0,,NotMet,53.3,57.0,C,54.0,59.0,NotMet,NotMet,54.3,58.5
110428,,ALL,72.0,,B,71.0,,B,,,,,,,,,,,,,,,,,71.0,,Exceeded,87.3,75.0,B,75.0,74.0,Exceeded,Met,86.8,84.7
110436,,ALL,77.0,,B,65.0,,C,,,,,,,,,,,,,,,,,71.0,,Met,81.6,73.0,B,78.0,68.0,Met,Met,84.6,78.1
110444,,ALL,44.0,,D,48.0,,D,,,,,,,,,,,,,,,,,46.0,,Met,82.4,53.0,D,54.0,52.0,Exceeded,Met,90.9,70.6
110450,,ALL,56.0,,C,63.0,,C,79.0,,,,,,,,,,,,,,,,63.0,,NotMet,62.6,63.0,C,57.0,64.0,NotMet,Met,59.3,70.2
110451,,ALL,60.0,,C,49.0,,D,63.0,,,,,,,,,,,,,,,,56.0,,NotMet,60.9,57.0,C,63.0,51.0,Met,NotMet,77.5,59.6
110500,,ALL,,,,,,,,,95.0,1.0,95.0,1.0,90.0,,95.0,,,,,,,,95.0,1.0,NotMet,68.0,90.0,A+NG,,,,,,
111302,,ALL,,,,,,,,,56.0,,71.0,,56.0,,73.0,,71.0,,95.0,1.0,86.0,,73.0,,NotMet,60.7,71.0,B,,,,,,
111304,,ALL,69.0,,B,66.0,,B,73.0,,,,,,,,,,,,,,,,68.0,,Exceeded,87.2,72.0,B,72.0,70.0,Met,Exceeded,84.1,86.5
111306,,ALL,70.0,,B,68.0,,C,64.0,,,,,,,,,,,,,,,,68.0,,Met,78.6,70.0,B,75.0,67.0,Exceeded,NotMet,92.1,64.3
111312,,ALL,57.0,,C,69.0,,B,71.0,,,,,,,,,,,,,,,,64.0,,Met,72.7,66.0,C,59.0,72.0,NotMet,Met,65.2,82.4
111332,,ALL,66.0,,C,69.0,,B,80.0,,,,,,,,,,,,,,,,69.0,,Exceeded,87.1,73.0,B,69.0,72.0,Exceeded,Met,85.3,84.0
111356,,ALL,51.0,,D,65.0,,C,78.0,,85.0,,,,,,,,,,,,,,62.0,,NotMet,50.9,60.0,C,52.0,63.0,NotMet,NotMet,55.1,58.7
111360,,ALL,70.0,,B,72.0,,B,81.0,,,,,,,,,,,,,,,,72.0,,Met,77.8,73.0,B,70.0,74.0,Met,Met,70.0,81.2
111700,,ALL,,,,,,,,,73.0,,87.0,,75.0,,85.0,,95.0,1.0,95.0,1.0,95.0,1.0,84.0,,Met,84.2,84.0,B,,,,,,
120304,,ALL,59.0,,C,52.0,,C,73.0,,,,,,,,,,,,,,,,58.0,,Met,80.5,63.0,C,63.0,58.0,Met,Met,76.7,80.6
120308,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120310,,ALL,,,,,,,,,,,,,,,95.0,1.0,,,95.0,1.0,95.0,1.0,95.0,1.0,,,99.0,A,,,,,,
120312,,ALL,64.0,,B,59.0,,C,84.0,,,,,,,,,,,,,,,,65.0,,Exceeded,93.3,71.0,B,71.0,64.0,Exceeded,Met,95.3,83.2
120314,,ALL,,,,,,,,,79.0,,65.0,,69.0,,61.0,,71.0,,95.0,1.0,87.0,,76.0,,Met,74.2,76.0,B,,,,,,
120315,,ALL,56.0,,C,64.0,,C,85.0,,95.0,1.0,,,,,,,,,,,,,64.0,,Met,84.3,68.0,C,61.0,67.0,Met,Met,83.7,81.3
120316,,ALL,52.0,,C,55.0,,C,72.0,,,,,,,,,,,,,,,,56.0,,Met,74.9,59.0,C,58.0,58.0,Met,Met,80.0,70.5
