year,unit_code,Lea_Name,School_Name,State_Name,category_cd,level,size,lea_size,st_size
2014,770342,Richmond County Schools,Ashley Chapel Educational Center,State Of North Carolina,T,Math I,11.0,21.0,20
2014,770348,Richmond County Schools,Richmond Senior High,State Of North Carolina,H,Biology,23.0,18.0,18
2014,770348,Richmond County Schools,Richmond Senior High,State Of North Carolina,H,English II,22.0,17.0,18
2014,770348,Richmond County Schools,Richmond Senior High,State Of North Carolina,H,Math I,11.0,21.0,20
2014,770349,Richmond County Schools,Richmond Early College High,State Of North Carolina,H,Biology,14.0,18.0,18
2014,770349,Richmond County Schools,Richmond Early College High,State Of North Carolina,H,English II,15.0,17.0,18
2014,770349,Richmond County Schools,Richmond Early College High,State Of North Carolina,H,Math I,21.0,21.0,20
2014,770351,Richmond County Schools,Richmond 9th Grade Academy,State Of North Carolina,H,Biology,,18.0,18
2014,770351,Richmond County Schools,Richmond 9th Grade Academy,State Of North Carolina,H,English II,,17.0,18
2014,770351,Richmond County Schools,Richmond 9th Grade Academy,State Of North Carolina,H,Math I,22.0,21.0,20
2014,770360,Richmond County Schools,Rockingham Middle,State Of North Carolina,M,Biology,,18.0,18
2014,770360,Richmond County Schools,Rockingham Middle,State Of North Carolina,M,English II,,17.0,18
2014,770360,Richmond County Schools,Rockingham Middle,State Of North Carolina,M,Math I,30.0,21.0,20
2014,770364,Richmond County Schools,Rohanen Middle,State Of North Carolina,M,Biology,,18.0,18
2014,770364,Richmond County Schools,Rohanen Middle,State Of North Carolina,M,English II,,17.0,18
2014,770364,Richmond County Schools,Rohanen Middle,State Of North Carolina,M,Math I,25.0,21.0,20
2014,780325,Robeson County Schools,Fairmont High,State Of North Carolina,H,Biology,15.0,17.0,18
2014,780325,Robeson County Schools,Fairmont High,State Of North Carolina,H,English II,14.0,16.0,18
2014,780325,Robeson County Schools,Fairmont High,State Of North Carolina,H,Math I,20.0,19.0,20
2014,780336,Robeson County Schools,Littlefield Middle,State Of North Carolina,I,Biology,,17.0,18
2014,780336,Robeson County Schools,Littlefield Middle,State Of North Carolina,I,English II,,16.0,18
2014,780336,Robeson County Schools,Littlefield Middle,State Of North Carolina,I,Math I,26.0,19.0,20
2014,780341,Robeson County Schools,Lumberton Junior High,State Of North Carolina,M,Biology,,17.0,18
2014,780341,Robeson County Schools,Lumberton Junior High,State Of North Carolina,M,English II,,16.0,18
2014,780341,Robeson County Schools,Lumberton Junior High,State Of North Carolina,M,Math I,20.0,19.0,20
2014,780342,Robeson County Schools,Lumberton Senior High,State Of North Carolina,H,Biology,19.0,17.0,18
2014,780342,Robeson County Schools,Lumberton Senior High,State Of North Carolina,H,English II,19.0,16.0,18
2014,780342,Robeson County Schools,Lumberton Senior High,State Of North Carolina,H,Math I,20.0,19.0,20
2014,780368,Robeson County Schools,Pembroke Middle,State Of North Carolina,M,Biology,,17.0,18
2014,780368,Robeson County Schools,Pembroke Middle,State Of North Carolina,M,English II,,16.0,18
2014,780368,Robeson County Schools,Pembroke Middle,State Of North Carolina,M,Math I,15.0,19.0,20
2014,780385,Robeson County Schools,PSRC Early College at RCC,State Of North Carolina,H,Biology,17.0,17.0,18
2014,780385,Robeson County Schools,PSRC Early College at RCC,State Of North Carolina,H,English II,14.0,16.0,18
2014,780385,Robeson County Schools,PSRC Early College at RCC,State Of North Carolina,H,Math I,14.0,19.0,20
2014,780391,Robeson County Schools,Red Springs High,State Of North Carolina,H,Biology,13.0,17.0,18
2014,780391,Robeson County Schools,Red Springs High,State Of North Carolina,H,English II,13.0,16.0,18
2014,780391,Robeson County Schools,Red Springs High,State Of North Carolina,H,Math I,22.0,19.0,20
2014,780401,Robeson County Schools,Saint Pauls High,State Of North Carolina,H,Biology,20.0,17.0,18
2014,780401,Robeson County Schools,Saint Pauls High,State Of North Carolina,H,English II,17.0,16.0,18
2014,780401,Robeson County Schools,Saint Pauls High,State Of North Carolina,H,Math I,18.0,19.0,20
2014,780402,Robeson County Schools,South Robeson High,State Of North Carolina,H,Biology,15.0,17.0,18
2014,780402,Robeson County Schools,South Robeson High,State Of North Carolina,H,English II,15.0,16.0,18
2014,780402,Robeson County Schools,South Robeson High,State Of North Carolina,H,Math I,12.0,19.0,20
2014,780420,Robeson County Schools,Purnell Swett High,State Of North Carolina,H,Biology,19.0,17.0,18
2014,780420,Robeson County Schools,Purnell Swett High,State Of North Carolina,H,English II,19.0,16.0,18
2014,780420,Robeson County Schools,Purnell Swett High,State Of North Carolina,H,Math I,19.0,19.0,20
2014,78B000,Charter and Non-District Affiliated Schools,Southeastern Academy,State Of North Carolina,I,Biology,,,18
2014,78B000,Charter and Non-District Affiliated Schools,Southeastern Academy,State Of North Carolina,I,English II,,,18
2014,78B000,Charter and Non-District Affiliated Schools,Southeastern Academy,State Of North Carolina,I,Math I,21.0,,20
2014,790314,Rockingham County Schools,Dalton McMichael High,State Of North Carolina,H,Biology,22.0,21.0,18
2014,790314,Rockingham County Schools,Dalton McMichael High,State Of North Carolina,H,English II,24.0,21.0,18
2014,790314,Rockingham County Schools,Dalton McMichael High,State Of North Carolina,H,Math I,19.0,23.0,20
2014,790330,Rockingham County Schools,J E Holmes Middle,State Of North Carolina,M,Biology,,21.0,18
2014,790330,Rockingham County Schools,J E Holmes Middle,State Of North Carolina,M,English II,,21.0,18
2014,790330,Rockingham County Schools,J E Holmes Middle,State Of North Carolina,M,Math I,32.0,23.0,20
2014,790354,Rockingham County Schools,John M Morehead High,State Of North Carolina,H,Biology,24.0,21.0,18
2014,790354,Rockingham County Schools,John M Morehead High,State Of North Carolina,H,English II,26.0,21.0,18
2014,790354,Rockingham County Schools,John M Morehead High,State Of North Carolina,H,Math I,22.0,23.0,20
2014,790366,Rockingham County Schools,Reidsville High,State Of North Carolina,H,Biology,20.0,21.0,18
2014,790366,Rockingham County Schools,Reidsville High,State Of North Carolina,H,English II,21.0,21.0,18
2014,790366,Rockingham County Schools,Reidsville High,State Of North Carolina,H,Math I,16.0,23.0,20
2014,790374,Rockingham County Schools,Reidsville Middle,State Of North Carolina,M,Biology,,21.0,18
2014,790374,Rockingham County Schools,Reidsville Middle,State Of North Carolina,M,English II,,21.0,18
2014,790374,Rockingham County Schools,Reidsville Middle,State Of North Carolina,M,Math I,30.0,23.0,20
2014,790378,Rockingham County Schools,Rockingham County High,State Of North Carolina,H,Biology,23.0,21.0,18
2014,790378,Rockingham County Schools,Rockingham County High,State Of North Carolina,H,English II,25.0,21.0,18
2014,790378,Rockingham County Schools,Rockingham County High,State Of North Carolina,H,Math I,25.0,23.0,20
2014,790379,Rockingham County Schools,Rockingham Co Early College High,State Of North Carolina,H,Biology,13.0,21.0,18
2014,790379,Rockingham County Schools,Rockingham Co Early College High,State Of North Carolina,H,English II,22.0,21.0,18
2014,790379,Rockingham County Schools,Rockingham Co Early College High,State Of North Carolina,H,Math I,24.0,23.0,20
2014,790380,Rockingham County Schools,Rockingham County Middle,State Of North Carolina,M,Biology,,21.0,18
2014,790380,Rockingham County Schools,Rockingham County Middle,State Of North Carolina,M,English II,,21.0,18
2014,790380,Rockingham County Schools,Rockingham County Middle,State Of North Carolina,M,Math I,27.0,23.0,20
2014,790392,Rockingham County Schools,The SCORE Center,State Of North Carolina,A,Biology,,21.0,18
2014,790392,Rockingham County Schools,The SCORE Center,State Of North Carolina,A,English II,5.0,21.0,18
2014,790392,Rockingham County Schools,The SCORE Center,State Of North Carolina,A,Math I,6.0,23.0,20
2014,790394,Rockingham County Schools,Western Rockingham Middle,State Of North Carolina,M,Biology,,21.0,18
2014,790394,Rockingham County Schools,Western Rockingham Middle,State Of North Carolina,M,English II,,21.0,18
2014,790394,Rockingham County Schools,Western Rockingham Middle,State Of North Carolina,M,Math I,33.0,23.0,20
2014,79A000,Charter and Non-District Affiliated Schools,Bethany Community Middle,State Of North Carolina,M,Biology,,,18
2014,79A000,Charter and Non-District Affiliated Schools,Bethany Community Middle,State Of North Carolina,M,English II,,,18
2014,79A000,Charter and Non-District Affiliated Schools,Bethany Community Middle,State Of North Carolina,M,Math I,17.0,,20
2014,800308,Rowan-Salisbury Schools,Henderson High,State Of North Carolina,H,Biology,7.0,20.0,18
2014,800308,Rowan-Salisbury Schools,Henderson High,State Of North Carolina,H,English II,6.0,20.0,18
2014,800308,Rowan-Salisbury Schools,Henderson High,State Of North Carolina,H,Math I,8.0,24.0,20
2014,800314,Rowan-Salisbury Schools,"Erwin Middle, Salisbury",State Of North Carolina,M,Biology,,20.0,18
2014,800314,Rowan-Salisbury Schools,"Erwin Middle, Salisbury",State Of North Carolina,M,English II,,20.0,18
2014,800314,Rowan-Salisbury Schools,"Erwin Middle, Salisbury",State Of North Carolina,M,Math I,23.0,24.0,20
2014,800320,Rowan-Salisbury Schools,China Grove Middle,State Of North Carolina,M,Biology,,20.0,18
2014,800320,Rowan-Salisbury Schools,China Grove Middle,State Of North Carolina,M,English II,,20.0,18
2014,800320,Rowan-Salisbury Schools,China Grove Middle,State Of North Carolina,M,Math I,30.0,24.0,20
2014,800328,Rowan-Salisbury Schools,Corriher Lipe Middle,State Of North Carolina,M,Biology,,20.0,18
2014,800328,Rowan-Salisbury Schools,Corriher Lipe Middle,State Of North Carolina,M,English II,,20.0,18
2014,800328,Rowan-Salisbury Schools,Corriher Lipe Middle,State Of North Carolina,M,Math I,26.0,24.0,20
2014,800340,Rowan-Salisbury Schools,East Rowan High,State Of North Carolina,H,Biology,20.0,20.0,18
2014,800340,Rowan-Salisbury Schools,East Rowan High,State Of North Carolina,H,English II,21.0,20.0,18
2014,800340,Rowan-Salisbury Schools,East Rowan High,State Of North Carolina,H,Math I,24.0,24.0,20
2014,800361,Rowan-Salisbury Schools,Carson High,State Of North Carolina,H,Biology,24.0,20.0,18
2014,800361,Rowan-Salisbury Schools,Carson High,State Of North Carolina,H,English II,25.0,20.0,18
2014,800361,Rowan-Salisbury Schools,Carson High,State Of North Carolina,H,Math I,23.0,24.0,20
2014,800363,Rowan-Salisbury Schools,Knox Middle,State Of North Carolina,M,Biology,,20.0,18
2014,800363,Rowan-Salisbury Schools,Knox Middle,State Of North Carolina,M,English II,,20.0,18
2014,800363,Rowan-Salisbury Schools,Knox Middle,State Of North Carolina,M,Math I,27.0,24.0,20
2014,800376,Rowan-Salisbury Schools,North Rowan High,State Of North Carolina,H,Biology,22.0,20.0,18
2014,800376,Rowan-Salisbury Schools,North Rowan High,State Of North Carolina,H,English II,17.0,20.0,18
2014,800376,Rowan-Salisbury Schools,North Rowan High,State Of North Carolina,H,Math I,26.0,24.0,20
2014,800377,Rowan-Salisbury Schools,North Rowan Middle,State Of North Carolina,M,Biology,,20.0,18
2014,800377,Rowan-Salisbury Schools,North Rowan Middle,State Of North Carolina,M,English II,,20.0,18
2014,800377,Rowan-Salisbury Schools,North Rowan Middle,State Of North Carolina,M,Math I,17.0,24.0,20
2014,800394,Rowan-Salisbury Schools,Rowan Co Early College,State Of North Carolina,H,Biology,21.0,20.0,18
2014,800394,Rowan-Salisbury Schools,Rowan Co Early College,State Of North Carolina,H,English II,21.0,20.0,18
2014,800394,Rowan-Salisbury Schools,Rowan Co Early College,State Of North Carolina,H,Math I,23.0,24.0,20
2014,800396,Rowan-Salisbury Schools,Salisbury High,State Of North Carolina,H,Biology,19.0,20.0,18
2014,800396,Rowan-Salisbury Schools,Salisbury High,State Of North Carolina,H,English II,18.0,20.0,18
2014,800396,Rowan-Salisbury Schools,Salisbury High,State Of North Carolina,H,Math I,20.0,24.0,20
2014,800398,Rowan-Salisbury Schools,"Southeast Middle, Salisbury",State Of North Carolina,M,Biology,,20.0,18
2014,800398,Rowan-Salisbury Schools,"Southeast Middle, Salisbury",State Of North Carolina,M,English II,,20.0,18
2014,800398,Rowan-Salisbury Schools,"Southeast Middle, Salisbury",State Of North Carolina,M,Math I,30.0,24.0,20
2014,800400,Rowan-Salisbury Schools,South Rowan High,State Of North Carolina,H,Biology,22.0,20.0,18
2014,800400,Rowan-Salisbury Schools,South Rowan High,State Of North Carolina,H,English II,26.0,20.0,18
2014,800400,Rowan-Salisbury Schools,South Rowan High,State Of North Carolina,H,Math I,24.0,24.0,20
2014,800408,Rowan-Salisbury Schools,West Rowan High,State Of North Carolina,H,Biology,25.0,20.0,18
2014,800408,Rowan-Salisbury Schools,West Rowan High,State Of North Carolina,H,English II,21.0,20.0,18
2014,800408,Rowan-Salisbury Schools,West Rowan High,State Of North Carolina,H,Math I,25.0,24.0,20
2014,800410,Rowan-Salisbury Schools,West Rowan Middle,State Of North Carolina,M,Biology,,20.0,18
2014,800410,Rowan-Salisbury Schools,West Rowan Middle,State Of North Carolina,M,English II,,20.0,18
2014,800410,Rowan-Salisbury Schools,West Rowan Middle,State Of North Carolina,M,Math I,31.0,24.0,20
2014,810324,Rutherford County Schools,Chase High School,State Of North Carolina,H,Biology,19.0,19.0,18
2014,810324,Rutherford County Schools,Chase High School,State Of North Carolina,H,English II,19.0,18.0,18
2014,810324,Rutherford County Schools,Chase High School,State Of North Carolina,H,Math I,21.0,18.0,20
2014,810326,Rutherford County Schools,Chase Middle School,State Of North Carolina,M,Biology,,19.0,18
2014,810326,Rutherford County Schools,Chase Middle School,State Of North Carolina,M,English II,,18.0,18
2014,810326,Rutherford County Schools,Chase Middle School,State Of North Carolina,M,Math I,22.0,18.0,20
2014,810340,Rutherford County Schools,East Rutherford High School,State Of North Carolina,H,Biology,18.0,19.0,18
2014,810340,Rutherford County Schools,East Rutherford High School,State Of North Carolina,H,English II,19.0,18.0,18
2014,810340,Rutherford County Schools,East Rutherford High School,State Of North Carolina,H,Math I,15.0,18.0,20
2014,810342,Rutherford County Schools,East Rutherford Middle School,State Of North Carolina,M,Biology,,19.0,18
2014,810342,Rutherford County Schools,East Rutherford Middle School,State Of North Carolina,M,English II,,18.0,18
2014,810342,Rutherford County Schools,East Rutherford Middle School,State Of North Carolina,M,Math I,20.0,18.0,20
2014,810378,Rutherford County Schools,R-S Middle School,State Of North Carolina,M,Biology,,19.0,18
2014,810378,Rutherford County Schools,R-S Middle School,State Of North Carolina,M,English II,,18.0,18
2014,810378,Rutherford County Schools,R-S Middle School,State Of North Carolina,M,Math I,18.0,18.0,20
2014,810384,Rutherford County Schools,R-S Central High School,State Of North Carolina,H,Biology,19.0,19.0,18
2014,810384,Rutherford County Schools,R-S Central High School,State Of North Carolina,H,English II,17.0,18.0,18
2014,810384,Rutherford County Schools,R-S Central High School,State Of North Carolina,H,Math I,20.0,18.0,20
2014,810385,Rutherford County Schools,Rutherford Early College High School,State Of North Carolina,H,Biology,19.0,19.0,18
2014,810385,Rutherford County Schools,Rutherford Early College High School,State Of North Carolina,H,English II,15.0,18.0,18
2014,810385,Rutherford County Schools,Rutherford Early College High School,State Of North Carolina,H,Math I,10.0,18.0,20
2014,81A000,Charter and Non-District Affiliated Schools,Thomas Jefferson Class Academy,State Of North Carolina,A,Biology,23.0,,18
2014,81A000,Charter and Non-District Affiliated Schools,Thomas Jefferson Class Academy,State Of North Carolina,A,English II,19.0,,18
2014,81A000,Charter and Non-District Affiliated Schools,Thomas Jefferson Class Academy,State Of North Carolina,A,Math I,19.0,,20
2014,81B000,Charter and Non-District Affiliated Schools,Lake Lure Classical Academy,State Of North Carolina,A,Biology,18.0,,18
2014,81B000,Charter and Non-District Affiliated Schools,Lake Lure Classical Academy,State Of North Carolina,A,English II,16.0,,18
2014,81B000,Charter and Non-District Affiliated Schools,Lake Lure Classical Academy,State Of North Carolina,A,Math I,20.0,,20
2014,820324,Sampson County Schools,Sampson Early College High,State Of North Carolina,H,Biology,18.0,18.0,18
2014,820324,Sampson County Schools,Sampson Early College High,State Of North Carolina,H,English II,15.0,18.0,18
2014,820324,Sampson County Schools,Sampson Early College High,State Of North Carolina,H,Math I,11.0,21.0,20
2014,820347,Sampson County Schools,Hobbton Middle,State Of North Carolina,M,Biology,,18.0,18
2014,820347,Sampson County Schools,Hobbton Middle,State Of North Carolina,M,English II,,18.0,18
2014,820347,Sampson County Schools,Hobbton Middle,State Of North Carolina,M,Math I,26.0,21.0,20
2014,820348,Sampson County Schools,Hobbton High,State Of North Carolina,H,Biology,16.0,18.0,18
2014,820348,Sampson County Schools,Hobbton High,State Of North Carolina,H,English II,17.0,18.0,18
2014,820348,Sampson County Schools,Hobbton High,State Of North Carolina,H,Math I,18.0,21.0,20
2014,820349,Sampson County Schools,Lakewood High,State Of North Carolina,H,Biology,19.0,18.0,18
2014,820349,Sampson County Schools,Lakewood High,State Of North Carolina,H,English II,17.0,18.0,18
2014,820349,Sampson County Schools,Lakewood High,State Of North Carolina,H,Math I,22.0,21.0,20
2014,820352,Sampson County Schools,Midway High,State Of North Carolina,H,Biology,21.0,18.0,18
2014,820352,Sampson County Schools,Midway High,State Of North Carolina,H,English II,20.0,18.0,18
2014,820352,Sampson County Schools,Midway High,State Of North Carolina,H,Math I,19.0,21.0,20
2014,820354,Sampson County Schools,Midway Middle,State Of North Carolina,M,Biology,,18.0,18
2014,820354,Sampson County Schools,Midway Middle,State Of North Carolina,M,English II,,18.0,18
2014,820354,Sampson County Schools,Midway Middle,State Of North Carolina,M,Math I,28.0,21.0,20
2014,820370,Sampson County Schools,Union Middle,State Of North Carolina,M,Biology,,18.0,18
2014,820370,Sampson County Schools,Union Middle,State Of North Carolina,M,English II,,18.0,18
2014,820370,Sampson County Schools,Union Middle,State Of North Carolina,M,Math I,24.0,21.0,20
2014,820372,Sampson County Schools,Roseboro-Salemburg Middle,State Of North Carolina,M,Biology,,18.0,18
2014,820372,Sampson County Schools,Roseboro-Salemburg Middle,State Of North Carolina,M,English II,,18.0,18
2014,820372,Sampson County Schools,Roseboro-Salemburg Middle,State Of North Carolina,M,Math I,28.0,21.0,20
2014,820388,Sampson County Schools,Union High,State Of North Carolina,H,Biology,17.0,18.0,18
2014,820388,Sampson County Schools,Union High,State Of North Carolina,H,English II,22.0,18.0,18
2014,820388,Sampson County Schools,Union High,State Of North Carolina,H,Math I,17.0,21.0,20
2014,821308,Clinton City Schools,Clinton High,State Of North Carolina,H,Biology,18.0,18.0,18
2014,821308,Clinton City Schools,Clinton High,State Of North Carolina,H,English II,17.0,17.0,18
2014,821308,Clinton City Schools,Clinton High,State Of North Carolina,H,Math I,20.0,22.0,20
2014,821320,Clinton City Schools,Sampson Middle,State Of North Carolina,M,Biology,,18.0,18
2014,821320,Clinton City Schools,Sampson Middle,State Of North Carolina,M,English II,,17.0,18
2014,821320,Clinton City Schools,Sampson Middle,State Of North Carolina,M,Math I,24.0,22.0,20
2014,830304,Scotland County Schools,Carver Middle,State Of North Carolina,M,Biology,,15.0,18
2014,830304,Scotland County Schools,Carver Middle,State Of North Carolina,M,English II,,14.0,18
2014,830304,Scotland County Schools,Carver Middle,State Of North Carolina,M,Math I,19.0,16.0,20
2014,830316,Scotland County Schools,Shaw Academy,State Of North Carolina,T,Biology,5.0,15.0,18
2014,830316,Scotland County Schools,Shaw Academy,State Of North Carolina,T,English II,7.0,14.0,18
2014,830316,Scotland County Schools,Shaw Academy,State Of North Carolina,T,Math I,7.0,16.0,20
2014,830343,Scotland County Schools,Scotland High School,State Of North Carolina,H,Biology,21.0,15.0,18
2014,830343,Scotland County Schools,Scotland High School,State Of North Carolina,H,English II,18.0,14.0,18
2014,830343,Scotland County Schools,Scotland High School,State Of North Carolina,H,Math I,19.0,16.0,20
2014,830348,Scotland County Schools,Scotland Early College High,State Of North Carolina,H,Biology,16.0,15.0,18
2014,830348,Scotland County Schools,Scotland Early College High,State Of North Carolina,H,English II,14.0,14.0,18
2014,830348,Scotland County Schools,Scotland Early College High,State Of North Carolina,H,Math I,13.0,16.0,20
2014,830349,Scotland County Schools,Spring Hill Middle,State Of North Carolina,M,Biology,,15.0,18
2014,830349,Scotland County Schools,Spring Hill Middle,State Of North Carolina,M,English II,,14.0,18
2014,830349,Scotland County Schools,Spring Hill Middle,State Of North Carolina,M,Math I,17.0,16.0,20
2014,830350,Scotland County Schools,Sycamore Lane Middle,State Of North Carolina,M,Biology,,15.0,18
2014,830350,Scotland County Schools,Sycamore Lane Middle,State Of North Carolina,M,English II,,14.0,18
2014,830350,Scotland County Schools,Sycamore Lane Middle,State Of North Carolina,M,Math I,22.0,16.0,20
2014,840302,Stanly County Schools,Albemarle High,State Of North Carolina,H,Biology,17.0,14.0,18
2014,840302,Stanly County Schools,Albemarle High,State Of North Carolina,H,English II,12.0,18.0,18
2014,840302,Stanly County Schools,Albemarle High,State Of North Carolina,H,Math I,14.0,17.0,20
2014,840303,Stanly County Schools,Albemarle Middle,State Of North Carolina,M,Biology,,14.0,18
2014,840303,Stanly County Schools,Albemarle Middle,State Of North Carolina,M,English II,,18.0,18
2014,840303,Stanly County Schools,Albemarle Middle,State Of North Carolina,M,Math I,22.0,17.0,20
2014,840328,Stanly County Schools,North Stanly Middle,State Of North Carolina,M,Biology,,14.0,18
2014,840328,Stanly County Schools,North Stanly Middle,State Of North Carolina,M,English II,,18.0,18
2014,840328,Stanly County Schools,North Stanly Middle,State Of North Carolina,M,Math I,23.0,17.0,20
2014,840332,Stanly County Schools,North Stanly High,State Of North Carolina,H,Biology,15.0,14.0,18
2014,840332,Stanly County Schools,North Stanly High,State Of North Carolina,H,English II,19.0,18.0,18
2014,840332,Stanly County Schools,North Stanly High,State Of North Carolina,H,Math I,14.0,17.0,20
2014,840350,Stanly County Schools,West Stanly Middle School,State Of North Carolina,M,Biology,,14.0,18
2014,840350,Stanly County Schools,West Stanly Middle School,State Of North Carolina,M,English II,,18.0,18
2014,840350,Stanly County Schools,West Stanly Middle School,State Of North Carolina,M,Math I,23.0,17.0,20
2014,840356,Stanly County Schools,South Stanly High,State Of North Carolina,H,Biology,17.0,14.0,18
2014,840356,Stanly County Schools,South Stanly High,State Of North Carolina,H,English II,19.0,18.0,18
2014,840356,Stanly County Schools,South Stanly High,State Of North Carolina,H,Math I,14.0,17.0,20
2014,840358,Stanly County Schools,South Stanly Middle,State Of North Carolina,M,Biology,,14.0,18
2014,840358,Stanly County Schools,South Stanly Middle,State Of North Carolina,M,English II,,18.0,18
2014,840358,Stanly County Schools,South Stanly Middle,State Of North Carolina,M,Math I,27.0,17.0,20
2014,840361,Stanly County Schools,Stanly Early College High,State Of North Carolina,H,Biology,10.0,14.0,18
2014,840361,Stanly County Schools,Stanly Early College High,State Of North Carolina,H,English II,21.0,18.0,18
2014,840361,Stanly County Schools,Stanly Early College High,State Of North Carolina,H,Math I,17.0,17.0,20
2014,840368,Stanly County Schools,West Stanly High,State Of North Carolina,H,Biology,20.0,14.0,18
2014,840368,Stanly County Schools,West Stanly High,State Of North Carolina,H,English II,19.0,18.0,18
2014,840368,Stanly County Schools,West Stanly High,State Of North Carolina,H,Math I,13.0,17.0,20
2014,840370,Stanly County Schools,Stanly Academy Learning Center,State Of North Carolina,H,Biology,6.0,14.0,18
2014,840370,Stanly County Schools,Stanly Academy Learning Center,State Of North Carolina,H,English II,,18.0,18
2014,840370,Stanly County Schools,Stanly Academy Learning Center,State Of North Carolina,H,Math I,6.0,17.0,20
2014,84B000,Charter and Non-District Affiliated Schools,Gray Stone Day,State Of North Carolina,H,Biology,18.0,,18
2014,84B000,Charter and Non-District Affiliated Schools,Gray Stone Day,State Of North Carolina,H,English II,21.0,,18
2014,84B000,Charter and Non-District Affiliated Schools,Gray Stone Day,State Of North Carolina,H,Math I,14.0,,20
2014,850304,Stokes County Schools,Chestnut Grove Middle,State Of North Carolina,M,Biology,,16.0,18
2014,850304,Stokes County Schools,Chestnut Grove Middle,State Of North Carolina,M,English II,,15.0,18
2014,850304,Stokes County Schools,Chestnut Grove Middle,State Of North Carolina,M,Math I,23.0,15.0,20
2014,850324,Stokes County Schools,Meadowbrook Academy,State Of North Carolina,T,Biology,,16.0,18
2014,850324,Stokes County Schools,Meadowbrook Academy,State Of North Carolina,T,English II,,15.0,18
2014,850324,Stokes County Schools,Meadowbrook Academy,State Of North Carolina,T,Math I,5.0,15.0,20
2014,850332,Stokes County Schools,North Stokes High,State Of North Carolina,H,Biology,20.0,16.0,18
2014,850332,Stokes County Schools,North Stokes High,State Of North Carolina,H,English II,12.0,15.0,18
2014,850332,Stokes County Schools,North Stokes High,State Of North Carolina,H,Math I,13.0,15.0,20
2014,850338,Stokes County Schools,Piney Grove Middle,State Of North Carolina,M,Biology,,16.0,18
2014,850338,Stokes County Schools,Piney Grove Middle,State Of North Carolina,M,English II,,15.0,18
2014,850338,Stokes County Schools,Piney Grove Middle,State Of North Carolina,M,Math I,21.0,15.0,20
2014,850350,Stokes County Schools,Southeastern Middle,State Of North Carolina,M,Biology,,16.0,18
2014,850350,Stokes County Schools,Southeastern Middle,State Of North Carolina,M,English II,,15.0,18
2014,850350,Stokes County Schools,Southeastern Middle,State Of North Carolina,M,Math I,16.0,15.0,20
2014,850352,Stokes County Schools,South Stokes High,State Of North Carolina,H,Biology,14.0,16.0,18
2014,850352,Stokes County Schools,South Stokes High,State Of North Carolina,H,English II,18.0,15.0,18
2014,850352,Stokes County Schools,South Stokes High,State Of North Carolina,H,Math I,14.0,15.0,20
2014,850358,Stokes County Schools,West Stokes High,State Of North Carolina,H,Biology,17.0,16.0,18
2014,850358,Stokes County Schools,West Stokes High,State Of North Carolina,H,English II,17.0,15.0,18
2014,850358,Stokes County Schools,West Stokes High,State Of North Carolina,H,Math I,16.0,15.0,20
2014,850360,Stokes County Schools,Stokes Early College,State Of North Carolina,H,Biology,11.0,16.0,18
2014,850360,Stokes County Schools,Stokes Early College,State Of North Carolina,H,English II,13.0,15.0,18
2014,850360,Stokes County Schools,Stokes Early College,State Of North Carolina,H,Math I,14.0,15.0,20
2014,860306,Surry County Schools,"Central Middle, Dobson",State Of North Carolina,M,Biology,,18.0,18
2014,860306,Surry County Schools,"Central Middle, Dobson",State Of North Carolina,M,English II,,20.0,18
2014,860306,Surry County Schools,"Central Middle, Dobson",State Of North Carolina,M,Math I,26.0,22.0,20
2014,860316,Surry County Schools,East Surry High,State Of North Carolina,H,Biology,17.0,18.0,18
2014,860316,Surry County Schools,East Surry High,State Of North Carolina,H,English II,21.0,20.0,18
2014,860316,Surry County Schools,East Surry High,State Of North Carolina,H,Math I,17.0,22.0,20
2014,860326,Surry County Schools,J Sam Gentry Middle,State Of North Carolina,M,Biology,,18.0,18
2014,860326,Surry County Schools,J Sam Gentry Middle,State Of North Carolina,M,English II,,20.0,18
2014,860326,Surry County Schools,J Sam Gentry Middle,State Of North Carolina,M,Math I,18.0,22.0,20
2014,860330,Surry County Schools,Meadowview Magnet Middle,State Of North Carolina,M,Biology,,18.0,18
2014,860330,Surry County Schools,Meadowview Magnet Middle,State Of North Carolina,M,English II,,20.0,18
2014,860330,Surry County Schools,Meadowview Magnet Middle,State Of North Carolina,M,Math I,23.0,22.0,20
2014,860336,Surry County Schools,North Surry High,State Of North Carolina,H,Biology,18.0,18.0,18
2014,860336,Surry County Schools,North Surry High,State Of North Carolina,H,English II,21.0,20.0,18
2014,860336,Surry County Schools,North Surry High,State Of North Carolina,H,Math I,20.0,22.0,20
2014,860340,Surry County Schools,Pilot Mountain Middle,State Of North Carolina,M,Biology,,18.0,18
2014,860340,Surry County Schools,Pilot Mountain Middle,State Of North Carolina,M,English II,,20.0,18
2014,860340,Surry County Schools,Pilot Mountain Middle,State Of North Carolina,M,Math I,29.0,22.0,20
2014,860352,Surry County Schools,Surry Central High,State Of North Carolina,H,Biology,19.0,18.0,18
2014,860352,Surry County Schools,Surry Central High,State Of North Carolina,H,English II,20.0,20.0,18
2014,860352,Surry County Schools,Surry Central High,State Of North Carolina,H,Math I,21.0,22.0,20
2014,860354,Surry County Schools,Surry Early College,State Of North Carolina,H,Biology,17.0,18.0,18
2014,860354,Surry County Schools,Surry Early College,State Of North Carolina,H,English II,20.0,20.0,18
