agency_code,num_concentrators_AAVC,num_concentrators_AGNR,num_concentrators_ARCH,num_concentrators_BMA,num_concentrators_EDUC,num_concentrators_FINA,num_concentrators_HLTH,num_concentrators_HOSP,num_concentrators_HUMA,num_concentrators_INFO,num_concentrators_LAW,num_concentrators_MANU,num_concentrators_MRKT,num_concentrators_STEM,num_concentrators_TRAN
770349,0,0,0,6,0,2,0,0,0,0,1,0,0,1,0
780325,2,24,8,48,0,19,21,5,0,6,1,3,3,1,0
780342,17,98,5,38,0,8,69,48,0,31,4,12,0,4,6
780385,0,0,1,35,0,0,0,0,0,1,0,1,0,0,0
780391,2,22,4,25,0,1,25,12,0,3,3,1,16,1,8
780401,6,85,8,1,0,0,23,19,0,5,0,7,0,3,4
780402,3,19,2,14,0,0,7,17,0,3,0,4,0,1,0
780420,3,82,19,6,0,8,68,16,0,5,10,11,0,3,3
790314,4,31,11,3,0,0,12,8,0,3,0,3,0,13,0
790354,0,19,5,4,0,0,29,15,2,13,0,8,3,11,11
790366,0,6,0,0,0,0,12,15,2,0,0,0,0,0,0
790378,7,16,7,6,0,0,25,11,3,10,11,13,3,2,16
790379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
800308,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
800340,1,66,33,0,0,0,18,48,2,12,0,4,0,0,1
800361,0,27,28,0,0,0,25,9,4,1,1,7,0,0,1
800376,3,8,0,0,0,0,22,13,0,4,0,16,0,0,0
800396,1,13,13,1,0,0,17,19,2,4,0,0,0,0,0
800400,2,35,17,0,0,0,36,21,3,2,0,1,0,2,4
800408,11,76,9,7,0,0,2,11,0,0,0,22,2,0,0
810324,8,43,11,0,0,0,8,16,2,3,17,9,0,6,0
810340,0,43,24,21,0,1,16,26,4,10,12,2,0,15,10
810384,0,36,10,6,0,2,16,9,6,4,8,0,0,1,5
810386,1,10,1,0,0,0,0,5,1,1,1,2,0,0,1
820324,0,0,2,2,0,0,0,0,0,2,2,2,0,0,0
820348,0,52,1,23,0,0,28,10,6,5,1,1,1,14,0
820349,0,60,27,10,0,0,1,11,0,8,0,0,0,0,0
820352,0,69,0,37,0,1,0,37,0,19,0,0,25,23,22
820388,3,53,2,3,0,3,0,15,13,4,0,0,4,8,0
821308,0,52,1,4,0,0,25,25,0,5,1,1,0,7,0
830316,0,4,1,0,0,1,0,2,0,0,0,0,0,0,0
830343,29,18,14,15,0,12,36,30,0,3,0,17,6,5,0
840302,5,15,0,13,0,1,14,9,0,4,0,14,0,0,0
840332,12,37,22,3,0,2,24,18,3,7,0,17,0,0,0
840356,2,12,21,1,0,1,12,1,1,1,0,13,0,3,0
840361,1,0,0,1,0,0,1,0,0,0,0,2,0,1,0
840368,0,25,45,4,0,4,18,11,6,10,0,29,0,6,13
840370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84B000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
850324,1,2,1,2,0,0,0,2,0,0,0,0,4,1,0
850332,4,28,9,1,0,0,27,5,0,3,1,1,0,13,13
850352,0,16,13,1,0,0,19,5,0,3,0,0,1,0,13
850358,11,20,15,0,0,0,29,12,0,4,1,0,5,3,8
850360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
860316,4,29,21,8,0,0,35,13,3,5,0,5,3,1,6
860336,0,55,46,32,0,0,22,29,6,1,0,14,20,16,4
860352,3,40,17,10,0,0,24,35,8,3,2,5,2,1,4
860354,0,0,0,1,0,2,1,0,0,0,3,0,0,1,0
861308,0,31,8,5,0,0,4,17,0,0,0,1,3,12,0
862312,0,6,5,4,0,0,23,3,0,3,3,10,2,13,0
870314,3,21,14,0,0,0,23,4,0,2,0,7,0,15,2
880308,11,36,19,15,0,1,16,26,0,6,1,6,8,9,4
880320,1,2,4,0,0,0,0,10,0,0,0,1,1,0,2
880328,2,23,9,4,0,0,12,4,0,11,0,6,4,0,4
890304,0,17,1,0,0,0,0,0,0,2,0,1,0,0,0
900311,14,23,3,8,0,0,8,15,0,46,2,4,1,0,0
900316,0,23,20,2,0,0,14,5,5,2,0,5,0,11,0
900336,4,14,22,3,0,0,14,7,5,12,0,5,1,0,0
900342,6,13,16,0,0,0,17,45,1,25,0,1,0,0,1
900344,0,33,11,0,0,0,7,11,0,13,7,0,0,0,0
900348,28,53,1,1,0,0,18,39,1,49,5,1,0,0,0
900360,3,26,16,7,0,0,11,22,1,15,2,0,3,0,3
900365,0,1,6,0,0,0,1,1,1,5,0,0,0,0,0
900366,16,0,0,0,0,0,54,0,0,35,0,1,0,38,28
900377,0,11,0,13,0,11,11,19,0,33,3,0,4,9,0
900393,9,5,0,6,0,9,0,23,1,43,0,5,5,0,0
90A000,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
910364,0,42,12,0,0,0,25,32,2,0,0,0,0,0,0
910368,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0
910370,0,5,1,0,0,0,0,12,9,4,0,0,1,2,6
920316,7,14,34,16,0,2,22,23,0,123,0,4,5,0,1
920318,27,5,18,15,0,4,30,10,2,23,4,8,5,14,0
920324,2,1,0,0,0,0,1,2,0,0,0,0,0,1,0
920348,28,1,10,5,0,0,1,21,17,5,0,15,1,3,3
920368,41,19,26,12,0,1,8,34,9,33,0,3,2,12,1
920386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
920411,36,34,7,5,0,5,34,17,3,4,0,0,4,10,9
920412,21,14,2,6,0,0,54,21,4,4,0,2,1,8,5
920428,37,19,4,14,0,0,10,18,9,16,13,5,12,2,0
920436,17,0,18,10,0,6,17,5,15,21,24,1,1,26,20
920441,12,8,4,47,0,0,13,58,1,64,0,13,6,1,1
920445,22,33,29,12,0,1,14,18,0,17,0,2,4,23,0
920455,26,26,28,16,0,0,4,34,2,11,0,0,15,25,0
920466,23,34,13,9,0,6,0,13,11,17,3,4,0,14,0
920473,51,9,17,15,0,0,0,33,3,12,0,12,2,8,0
920495,73,15,5,19,0,1,0,17,1,0,10,0,2,58,0
920500,46,26,29,35,0,0,4,44,1,15,0,6,18,9,4
92F000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92P000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
93L000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
94Z000,0,49,1,0,0,0,0,0,0,0,0,2,0,0,1
