agency_code,pct_ALL_CHRON_ABSENT,pct_AM7_CHRON_ABSENT,pct_AS7_CHRON_ABSENT,pct_BL7_CHRON_ABSENT,pct_ELS_CHRON_ABSENT,pct_FEM_CHRON_ABSENT,pct_HI7_CHRON_ABSENT,pct_MALE_CHRON_ABSENT,pct_MU7_CHRON_ABSENT,pct_PI7_CHRON_ABSENT,pct_SWD_CHRON_ABSENT,pct_WH7_CHRON_ABSENT
790327,0.1028,0.0023,,,0.0023,0.0382,0.0119,0.0645,0.0143,,0.0311,0.0741
790330,0.2916,,,0.0522,0.0063,0.1236,0.0301,0.1679,0.0206,,0.0459,0.1885
790334,0.1877,,,0.0305,0.0087,0.0829,0.0218,0.1048,0.0087,,0.0611,0.1266
790344,0.17800000000000002,,0.002,0.0269,0.0124,0.0869,0.0269,0.091,0.0062,,0.0248,0.1159
790347,0.1655,,,0.043,0.0033,0.0662,0.0165,0.0993,0.0165,,0.0662,0.0894
790350,0.1877,,,0.0349,0.0109,0.0829,0.0174,0.1048,0.024,,0.0436,0.1113
790354,0.37,0.0012,0.0037,0.0693,0.0148,0.1806,0.0445,0.1893,0.021,,0.042,0.2301
790358,0.2171,,,0.0954,0.0071,0.0978,0.0238,0.1193,0.0119,,0.0596,0.0859
790362,0.0658,,,,,0.0376,0.0031,0.0282,0.0062,,0.0125,0.0564
790366,0.35600000000000004,0.0029,0.0029,0.1186,0.0133,0.1824,0.0801,0.1735,0.0222,,0.0534,0.129
790374,0.1857,,,0.0637,0.0075,0.1069,0.0393,0.0787,0.0018,,0.0356,0.0806
790378,0.2148,0.0019,,0.0134,0.0057,0.1001,0.0134,0.1146,0.0154,,0.0529,0.1705
790379,0.1148,,,0.0211,,0.0845,0.0151,0.0302,0.003,,,0.0755
790380,0.1585,,,0.0135,0.0013,0.0704,0.0135,0.08800000000000001,0.0108,,0.0501,0.1205
790386,0.1174,,0.004,0.0242,,0.0526,0.004,0.0647,0.0364,,0.0364,0.0485
790390,0.1561,0.0027,,0.0164,,0.0794,0.0109,0.0767,0.0109,,0.0383,0.115
790392,0.8723,,,0.3191,0.0212,0.3191,0.0638,0.5531,0.0851,,0.4042,0.4042
790394,0.22,0.0033,,0.0116,0.0033,0.0983,0.025,0.1216,0.0083,,0.0416,0.1716
790398,0.1203,0.0019,0.0019,0.0236,,0.065,0.0177,0.0552,0.0118,,0.0276,0.0631
790402,0.1566,,,0.0471,0.0169,0.083,0.0396,0.0735,0.0075,,0.049,0.0622
790LEA,0.2076,0.0024,0.003,0.0394,0.0083,0.1003,0.0277,0.1072,0.0139,0.0011,0.0438,0.1267
79A000,0.1424,,,0.0139,,0.0726,0.0139,0.0698,0.0027,,0.0391,0.1117
800308,1.8101,,,0.9113,0.0506,0.481,0.1898,1.3291,0.0886,0.0126,0.481,0.6075
800312,0.0584,,,,0.003,0.0246,0.0123,0.0338,0.003,,0.0184,0.043
800314,0.1588,,,0.0088,0.0025,0.0857,0.0075,0.0731,0.0088,,0.0214,0.1336
800315,0.1377,0.0025,,0.0816,0.0076,0.0765,0.0127,0.0612,0.0051,,0.0561,0.0357
800316,0.0894,,,0.0052,0.0087,0.0491,0.0105,0.0403,0.014,,0.0035,0.0596
800320,0.1175,,0.002,0.002,,0.0618,0.0164,0.0556,0.0061,,0.0082,0.0907
800324,0.1535,,,,,0.0599,0.0112,0.0936,0.0337,,0.0224,0.1086
800328,0.2131,,,0.0096,,0.1046,0.0116,0.1085,0.0174,,0.029,0.1744
800340,0.2653,0.001,0.001,0.0215,0.002,0.1229,0.0215,0.1424,0.0081,,0.043,0.212
800346,0.2454,0.002,,0.1428,0.016,0.1167,0.0442,0.1287,0.0281,,0.0402,0.0281
800347,0.1843,,,0.0047,0.0118,0.0851,0.0165,0.0992,0.0047,,0.0567,0.1583
800348,0.1095,,,,,0.0617,0.0084,0.0477,,,0.0168,0.1011
800352,0.1048,0.0026,,0.0026,0.0026,0.051,0.0161,0.0537,0.0053,,0.0161,0.0779
800356,0.1023,,,0.0135,0.0019,0.0482,0.0115,0.054000000000000006,0.0173,,0.0077,0.0598
800358,0.1286,,0.0026,0.0723,0.0053,0.0697,0.016,0.0589,0.008,,0.0241,0.0294
800359,0.2015,0.0019,0.0039,0.0778,0.0199,0.0838,0.0479,0.1177,0.0099,,0.0399,0.0598
800360,0.1845,,,0.073,0.0141,0.0689,0.0283,0.1156,0.0081,,0.0223,0.075
800361,0.1816,,,0.0084,0.0053,0.0969,0.0246,0.0846,0.0092,0.0007,0.023,0.1385
800362,0.0919,,,0.017,0.0136,0.0613,0.0323,0.0306,0.0102,,0.0102,0.0323
800363,0.1782,,0.0035,0.0784,0.0106,0.0998,0.0409,0.0784,0.016,,0.0303,0.0392
800364,0.1129,,,0.0205,0.0082,0.0513,0.0164,0.0616,0.0102,,0.0143,0.0657
800366,0.1214,,,0.0035,0.0035,0.0535,0.0071,0.0678,0.0053,,0.0214,0.1053
800368,0.1424,,,0.0089,,0.0652,0.0059,0.0771,0.0029,,0.0267,0.1246
800372,0.0684,,,,0.0136,0.0342,0.0239,0.0342,0.0068,,0.0102,0.0376
800373,0.1812,0.002,0.0061,0.0529,0.0183,0.0753,0.0264,0.1059,0.0183,,0.0285,0.0753
800376,0.4148,0.0016,0.0118,0.145,0.0337,0.1922,0.086,0.2225,0.0252,,0.0573,0.145
800377,0.2004,0.002,,0.0709,0.0146,0.0772,0.0375,0.1231,0.0146,0.002,0.0354,0.073
800392,0.0927,,,,0.0018,0.0482,0.0018,0.0445,0.0074,,0.0148,0.0834
800396,0.2808,,,0.1501,0.0329,0.133,0.0805,0.1477,0.0085,,0.0366,0.0415
800398,0.1731,0.0013,,0.0096,0.0096,0.0844,0.0401,0.0886,0.011,,0.0332,0.1108
800400,0.397,0.001,,0.0388,0.0115,0.1922,0.043,0.2048,0.0126,,0.0483,0.3014
800408,0.1901,0.0009,0.0009,0.0293,0.017,0.0898,0.035,0.1002,0.0132,0.0018,0.0302,0.1087
800410,0.1584,,,0.0246,0.0107,0.0723,0.0369,0.0861,0.0138,,0.0184,0.083
800412,0.1067,,,0.0152,,0.0548,0.003,0.0518,0.0213,,0.0121,0.067
800LEA,0.1907,0.0015,0.0035,0.0454,0.0115,0.0902,0.0287,0.1005,0.0121,0.0017,0.0298,0.107
810324,0.2354,0.0028,,0.0141,0.0028,0.1248,0.0099,0.1106,0.0127,,0.0595,0.1957
810326,0.18600000000000005,,,0.0053,,0.0858,0.0089,0.1001,0.0071,,0.0411,0.1645
810328,0.1672,,,0.0071,0.0035,0.0925,0.0106,0.0747,0.0035,,0.0213,0.1459
810336,0.1666,,,0.0263,0.0043,0.0679,0.035,0.0986,0.0131,,0.0614,0.0921
810340,0.2187,,,0.035,0.0042,0.0883,0.0126,0.1304,0.0252,,0.0546,0.1458
810342,0.1996,0.0017,,0.0262,0.0035,0.0858,0.0157,0.1138,0.0192,,0.0402,0.1366
810344,0.1412,,,0.0032,0.0016,0.0656,0.0065,0.0755,0.0065,,0.0377,0.1247
810350,0.1522,,,0.0262,,0.0603,0.0157,0.0918,0.0209,,0.0288,0.0892
810360,0.16699999999999998,,,0.0044,,0.0957,0.0022,0.0712,0.0222,,0.0356,0.138
810364,0.1717,,,0.019,,0.103,0.0267,0.0687,0.0038,,0.0267,0.1221
810370,0.0618,,,0.0036,,0.029,,0.0327,0.0036,,0.029,0.0545
810378,0.1244,,,0.0141,,0.0566,0.0062,0.0677,0.0031,,0.0299,0.1007
810384,0.2851,,,0.0358,0.0037,0.153,0.0135,0.132,0.0197,,0.0691,0.21600000000000005
810385,0.0216,,,,,0.0216,,,,,,0.0216
810386,1.2524,,,0.165,,0.3398,0.0485,0.9126,0.097,,0.33,0.9417
810388,0.1194,0.0027,,0.0083,0.0055,0.0555,0.0055,0.0638,0.0138,,0.0194,0.0888
810396,0.1382,,,0.0493,,0.0518,0.0024,0.0864,0.0074,,0.0345,0.079
810400,0.1428,,,,,0.0793,0.0105,0.0634,0.0052,,0.037000000000000005,0.1269
810LEA,0.1903,0.0024,,0.0217,0.0035,0.0881,0.0122,0.1045,0.0141,,0.0467,0.1436
81A000,0.0493,,,0.0023,,0.0203,0.0023,0.0289,0.0015,,0.0007,0.043
81B000,0.1746,,,0.0043,,0.0982,0.0131,0.0764,0.0218,,0.0218,0.1353
820312,0.1466,,,0.0697,0.0048,0.0745,0.0192,0.0721,0.0096,,0.0192,0.048
820320,0.0982,,,0.0057,0.0057,0.0317,0.0202,0.0664,0.0028,,0.0173,0.0693
820324,0.0428,0.0038,,,,0.0389,0.0116,0.0038,0.0038,,,0.0233
820340,0.1182,,,0.0268,0.0241,0.0564,0.0698,0.0618,,,0.0241,0.0215
820346,0.1467,,,0.0195,0.041,0.0763,0.0802,0.0704,0.0058,,0.0313,0.041
820347,0.1318,0.0024,,0.0149,0.0223,0.0597,0.0696,0.0721,0.0074,,0.0223,0.0373
820348,0.4323,0.0037,,0.0601,0.0526,0.2293,0.2312,0.203,0.015,,0.0714,0.1221
820349,0.249,0.0039,,0.0632,0.0138,0.1027,0.0474,0.1462,0.0177,0.0019,0.0355,0.1146
820352,0.1278,0.0051,,0.0179,0.0166,0.0537,0.0319,0.0741,0.0089,0.0012,0.0191,0.0626
820354,0.1572,0.0031,,0.0172,0.0094,0.077,0.0455,0.0801,0.0172,,0.0188,0.0738
820364,0.0372,,,0.0057,0.0028,0.02,0.0143,0.0171,0.0028,,0.0057,0.0143
820370,0.2051,,,0.0461,0.023,0.0846,0.0743,0.1205,0.0051,,0.0282,0.0794
820372,0.2329,0.0023,,0.0635,0.0211,0.1105,0.0705,0.1223,0.0164,0.0023,0.047,0.0776
820376,0.1461,0.0063,,0.0296,0.0338,0.0635,0.0529,0.0826,0.0063,,0.0275,0.0508
820384,0.1675,0.0018,,0.0378,0.0576,0.07200000000000001,0.081,0.0954,0.0054,,0.0198,0.0414
820385,0.1017,,,0.021,0.0245,0.0421,0.0385,0.0596,,,0.0035,0.0421
820388,0.2753,0.0058,,0.0859,0.0292,0.125,0.1093,0.1503,0.0058,,0.0449,0.0683
820LEA,0.1752,0.0039,,0.0371,0.0248,0.0818,0.0664,0.0934,0.0093,0.0017,0.0283,0.0614
821304,0.0732,0.0043,,0.0301,0.0064,0.0258,0.0129,0.0474,0.0086,,0.0086,0.0172
821308,0.1547,0.0047,,0.0607,0.0202,0.0892,0.044,0.0654,0.0095,,0.0226,0.0357
821316,0.1717,0.004,,0.0686,0.0383,0.0949,0.0626,0.0767,0.006,,0.0161,0.0303
821320,0.0917,0.0044,,0.0355,0.0059,0.0369,0.0251,0.0547,0.0014,,0.0103,0.0251
821330,0.0816,0.0019,,0.0378,0.0019,0.0438,0.0139,0.0378,0.0039,,0.0159,0.0239
821LEA,0.1182,0.004,,0.0476,0.0147,0.0607,0.0329,0.0574,0.006,,0.0154,0.0275
830304,0.1883,0.0505,,0.0704,,0.0842,0.0045,0.1041,0.0153,,0.0551,0.0474
830312,0.2037,0.0222,0.0037,0.1148,,0.1037,0.0111,0.1,0.0148,,0.0481,0.037000000000000005
830316,1.5,0.0952,,1.2619,,0.4285,0.0238,1.0714,0.0238,,0.3333,0.0952
830320,0.17,0.0058,,0.1202,,0.085,0.0058,0.085,0.0117,,0.041,0.0263
830328,0.1173,0.0346,,0.0211,,0.0673,0.0038,0.05,0.0076,,0.0403,0.05
830336,0.184,0.012,,0.16,,0.076,,0.108,0.004,,0.04,0.008
830343,0.223,0.0475,0.0013,0.0853,0.002,0.1181,0.0083,0.1048,0.0125,,0.0349,0.0678
830349,0.1781,0.0405,0.0035,0.0405,,0.0811,0.0141,0.097,0.0123,,0.0529,0.067
830356,0.1591,0.0557,,0.0318,,0.0875,,0.0716,0.0106,,0.0344,0.061
830360,0.2433,0.0939,,0.0795,,0.1132,0.0048,0.1301,0.0096,,0.0674,0.0554
830364,0.1585,0.0307,,0.0728,,0.0647,0.021,0.0938,0.0113,,0.0453,0.0226
830LEA,0.1978,0.043,0.0022,0.0833,0.002,0.0946,0.0094,0.1032,0.0116,,0.0468,0.0505
840302,0.2747,,0.0074,0.0965,0.0074,0.1534,0.0272,0.1212,0.0297,,0.0866,0.1138
840303,0.2172,,0.0027,0.0835,,0.0947,0.0167,0.1225,0.0306,,0.0696,0.0835
840304,0.0833,,,0.0066,0.0033,0.04,,0.0433,,,0.0166,0.0766
840308,0.0922,0.002,0.002,0.0062,,0.0356,0.0062,0.0566,0.0083,,0.0251,0.067
840310,0.1687,,0.0035,0.0544,0.0052,0.07200000000000001,0.0158,0.0966,0.014,,0.0439,0.0808
840312,0.061,,0.0033,,,0.0135,,0.0474,0.0033,,0.0169,0.0542
840316,0.1347,,,0.0808,,0.0598,,0.0748,0.0239,,0.0479,0.0299
840320,0.0847,0.0023,,0.0023,0.0047,0.0447,0.0094,0.04,0.006999999999999999,,0.0094,0.0635
840324,0.1057,,0.0044,,,0.0528,0.0044,0.0528,0.0088,,0.0308,0.0881
840328,0.0944,,,0.0082,,0.0472,0.0041,0.0472,0.002,,0.0369,0.08
840332,0.1431,0.0017,,0.0155,,0.0637,0.0068,0.0793,0.0086,,0.0379,0.1103
840336,0.1486,,,0.0302,0.0075,0.0755,0.0151,0.073,,,0.0453,0.1032
840342,0.0629,,0.0033,0.0033,0.0033,0.0132,0.0033,0.0496,0.0132,,0.0099,0.0397
840344,0.0555,0.0032,,,,0.0261,,0.0294,,,0.0163,0.0522
840350,0.0982,,,0.0071,0.0017,0.0446,0.0035,0.0535,0.0035,,0.0196,0.0839
840356,0.1812,,0.0019,0.0119,0.0019,0.0776,0.0258,0.1035,0.0099,0.0019,0.0517,0.1294
840358,0.1243,,,0.0158,,0.0555,0.0026,0.0687,0.0079,,0.0449,0.0978
840360,0.1242,,0.0056,0.0028,0.0028,0.0706,0.0141,0.0536,0.0084,,0.0423,0.0932
840361,0.0436,,0.0048,0.0048,,0.0339,0.0048,0.0097,,,,0.0291
840368,0.0951,0.0013,,0.0041,0.0041,0.04,0.0165,0.0551,0.0055,,0.0151,0.0675
840370,1.0512,,,0.3076,,0.3846,0.1538,0.6666,0.1025,,0.3589,0.4871
840LEA,0.1284,0.0019,0.0037,0.0259,0.0041,0.0588,0.0124,0.0696,0.0114,0.0019,0.0366,0.0824
84B000,0.0172,,0.0012,0.0012,,0.0086,,0.0086,,,0.0012,0.0147
850304,0.2122,,,0.0061,,0.0916,0.0076,0.1206,0.0106,,0.0625,0.1877
850312,0.1286,,,,0.0058,0.0584,,0.0701,0.0116,,0.0175,0.1169
850314,0.1065,,,,,0.0412,0.0068,0.0652,0.0137,,0.0171,0.0859
850316,0.1642,,,,0.0023,0.0642,,0.1,,,0.08800000000000001,0.1642
850320,0.1234,,,,,0.0555,,0.0679,,,0.0555,0.1234
850324,1.3214,,,0.0833,0.0119,0.5952,0.0595,0.7261,0.0357,,0.4047,1.1428
850328,0.1538,,,,,0.0839,,0.0699,0.0209,,0.0279,0.1328
850332,0.1778,,,,,0.0991,0.0058,0.0787,0.0058,,0.0583,0.1661
850336,0.1544,,,0.0073,,0.0441,0.0073,0.1102,,,0.0294,0.1397
850338,0.1964,,,0.0035,0.0071,0.0928,0.0107,0.1035,0.0071,,0.0464,0.175
850340,0.0745,,,,,0.0248,,0.0496,,,0.0434,0.0745
850342,0.1536,,,,,0.0711,0.0068,0.0825,0.0068,,0.0458,0.1399
850348,0.0899,,,,,0.0211,0.0158,0.0687,0.0052,,0.0264,0.0687
850350,0.1776,,,0.0097,0.0024,0.0948,0.0121,0.0827,0.0097,,0.0437,0.1459
850352,0.1562,0.002,,0.002,0.002,0.0541,0.0083,0.102,0.0187,,0.025,0.125
850354,0.1484,,0.0043,0.0087,,0.0655,0.0043,0.0829,0.0218,,0.0305,0.1091
850356,0.1643,0.0046,,0.014,,0.0892,,0.0751,,,0.0469,0.1455
850358,0.1582,,,,,0.0844,0.006999999999999999,0.0738,0.006999999999999999,,0.0339,0.1441
850360,0.0229,,,,,0.0057,,0.0172,,,,0.0229
850LEA,0.172,0.0028,0.0043,0.0092,0.0037,0.0783,0.0091,0.0936,0.0111,,0.0491,0.1519
860302,0.1432,,,0.0054,0.0108,0.0702,0.0216,0.0729,0.0108,,0.0243,0.1054
860306,0.1421,,,,0.0117,0.0735,0.0351,0.0685,0.005,,0.0301,0.102
860308,0.0957,,,,0.0248,0.0638,0.039,0.0319,,,0.0141,0.0567
860312,0.0247,,,,,0.0109,,0.0137,,,0.0027,0.0247
860316,0.2,,,0.01,0.005,0.1092,0.0252,0.0907,0.0067,,0.0184,0.1579
860320,0.0966,,,,,0.0546,0.0126,0.042,0.0126,,0.0336,0.0714
860324,0.1193,,,0.0132,0.0018,0.0643,0.0132,0.0549,,,0.0227,0.0928
860326,0.1153,,,,0.0109,0.0412,0.0192,0.0741,0.0137,,0.0192,0.0824
860330,0.1534,,,0.0052,0.0079,0.0714,0.0211,0.08199999999999999,0.0052,,0.0291,0.1216
860332,0.132,,,,0.0062,0.08800000000000001,0.0062,0.044,,,0.0377,0.1257
860336,0.3175,0.0011,,0.0106,0.0129,0.1393,0.0696,0.1782,0.0141,,0.0602,0.2219
860339,0.0737,,,,,0.0343,0.0122,0.0393,0.0098,,0.0196,0.0515
860340,0.1009,,,0.0022,0.0068,0.0321,0.016,0.0688,0.0068,,0.0206,0.0756
860344,0.0919,0.0028,,0.0028,0.0143,0.0545,0.0258,0.0373,,,0.0172,0.0603
860348,0.07400000000000001,,,,0.0037,0.037000000000000005,0.0074,0.037000000000000005,,,0.0111,0.0666
860352,0.2134,,,0.0013,0.021,0.0909,0.0606,0.1225,0.0065,,0.0355,0.1449
860354,0.0512,,0.003,,,0.0331,0.018000000000000002,0.018000000000000002,,,0.003,0.0301
860356,0.1462,,,,0.0235,0.0613,0.033,0.0849,0.0141,,0.0283,0.099
860360,0.0841,,,,0.0129,0.0453,0.0258,0.0388,,,0.0161,0.0582
860LEA,0.145,0.0016,0.003,0.0068,0.0116,0.0695,0.0309,0.0755,0.0092,,0.026,0.1053
861304,0.0094,,,,0.0031,0.0094,0.0047,,,,0.0015,0.0047
861308,0.1336,,,0.0053,0.0106,0.0641,0.0267,0.0695,0.0133,,0.024,0.0882
861312,0.0886,,,0.0063,,0.0316,0.0189,0.0569,,,0.0189,0.0632
861LEA,0.06,,,0.0056,0.0059,0.03,0.0137,0.0657,0.0133,,0.0111,0.0394
862308,0.1612,,0.0029,0.0146,0.0205,0.0586,0.0263,0.1026,0.0175,,0.0293,0.0997
862310,0.1834,,,0.0051,0.0206,0.093,0.0413,0.0904,0.0155,,0.031,0.1214
862312,0.1141,,,0.0154,0.0077,0.0618,0.0232,0.0522,0.0174,,0.027000000000000003,0.058
862316,0.1292,,,0.0112,0.0084,0.0758,0.0252,0.0533,0.0084,,0.028,0.0842
862LEA,0.1442,,0.0029,0.0118,0.0137,0.0718,0.0287,0.0724,0.0149,,0.0287,0.08800000000000001
86T000,0.0314,,,0.0012,,0.0181,,0.0133,0.0012,,0.0024,0.029
870312,0.163,0.0108,,0.0108,,0.0869,0.0108,0.076,0.0434,,,0.0869
870314,0.324,0.0837,,0.0018,,0.1657,0.0111,0.1582,0.0111,,0.0521,0.21600000000000005
870318,0.2035,0.0559,,,,0.1006,0.0089,0.1029,0.0156,,0.0469,0.123
870320,0.2787,0.132,,,0.0024,0.1393,0.0024,0.1393,0.0195,,0.0684,0.1246
870324,0.1775,0.0247,0.0022,0.0067,,0.0786,0.0089,0.0988,0.0112,,0.0404,0.1235
870LEA,0.245,0.0704,0.0022,0.0046,0.0024,0.1212,0.0082,0.1238,0.0155,,0.0516,0.1476
87A000,0.2386,0.0227,0.0056,,,0.1136,0.0056,0.125,0.0113,,0.034,0.1931
880304,0.1771,0.0038,,0.0076,0.0076,0.0838,0.0095,0.0933,0.0209,,0.0533,0.1352
880308,0.0991,0.0013,0.0013,0.0108,0.004,0.0421,0.0067,0.057,0.0054,,0.038,0.0733
880312,0.1558,,,0.0114,0.0114,0.0722,0.0171,0.0836,0.0038,,0.0342,0.1235
880318,0.0917,,,0.0058,0.0019,0.0449,0.0078,0.0468,0.0136,,0.0078,0.0644
880320,1.1176,,,0.1058,0.0117,0.447,0.0588,0.6705,0.1647,,0.1176,0.7882
880324,0.1282,,,,,0.0801,,0.048,0.0032,,0.0256,0.125
880328,0.2784,,,,,0.155,0.0158,0.1234,0.0031,,0.0569,0.2594
880330,0.1516,,,0.004,,0.086,,0.0655,0.004,,0.0327,0.1434
880336,0.1461,,,,,0.0692,,0.0769,,,0.023,0.1461
880LEA,0.1695,0.0023,0.0013,0.0117,0.0062,0.0821,0.0122,0.0874,0.0125,,0.0369,0.1373
88A000,0.1378,,,0.0027,,0.0621,0.0081,0.0756,0.0027,,0.027000000000000003,0.1243
890304,0.2189,,0.0059,0.071,0.0059,0.1242,0.0236,0.0946,0.0236,,0.0355,0.0946
890306,0.1231,,,0.0507,,0.0507,0.0289,0.0724,,,0.0217,0.0434
890308,0.0865,,,0.0103,0.0103,0.0415,0.0346,0.0449,0.0069,,0.0103,0.0346
890LEA,0.1325,,0.0059,0.0369,0.0087,0.0671,0.0302,0.0654,0.0131,,0.0201,0.0536
900302,0.015,,0.0013,0.0013,0.0013,0.0068,0.0054,0.0082,0.0013,,,0.0054
900303,0.0223,,,0.0018,,0.0074,0.0037,0.0149,0.0037,,0.0037,0.013
900304,0.0456,,,0.0186,0.0118,0.0304,0.0186,0.0152,0.0016,,0.0135,0.0067
900305,0.0432,,0.0042,,0.001,0.0147,,0.0285,0.001,,0.0042,0.038
900306,0.136,,,0.0769,0.0236,0.0729,0.0414,0.0631,0.0059,,0.0197,0.0118
900307,0.0276,,,0.0043,0.0029,0.0072,0.0102,0.0204,0.0043,,,0.0087
900308,0.1183,0.0011,,0.0312,0.0111,0.0524,0.0379,0.0658,0.0033,,0.0312,0.0446
900310,0.0338,,,0.0024,,0.0169,0.0024,0.0169,0.0008,,0.0048,0.0282
900311,0.0607,,,0.003,0.0018,0.034,0.008,0.0266,0.0006,,0.0037,0.0489
900312,0.117,,,0.0061,0.0061,0.0595,0.0266,0.0574,0.0041,,0.0184,0.08
900314,0.2145,,,0.0935,0.022,0.0935,0.0726,0.121,0.011,,0.0572,0.0374
900316,0.2068,,,0.0554,0.0221,0.0958,0.0837,0.1109,0.005,,0.0393,0.0625
900318,0.0932,,0.0021,0.0042,0.0127,0.036000000000000004,0.0233,0.0572,0.0021,,0.0211,0.0614
900320,0.0626,,,0.005,0.0084,0.0236,0.0135,0.0389,0.0016,,0.0067,0.0423
900328,0.0407,,0.0025,0.0025,0.0038,0.0178,0.0063,0.0229,0.0025,,0.0025,0.0267
900332,0.1123,,,0.0275,,0.0642,0.0183,0.0481,0.0045,,0.0114,0.0619
900334,0.021,,0.008,0.0016,,0.008,0.0016,0.0129,,,,0.0097
900336,0.3353,,0.0008,0.124,0.0461,0.165,0.1497,0.1702,0.0102,,0.0658,0.0504
900340,0.044,,,,,0.0203,,0.0237,,,0.0101,0.044
900341,0.0899,0.0021,,0.0235,0.0021,0.0321,0.0192,0.0578,0.0064,,0.0342,0.0385
900342,0.1471,,0.0011,0.0116,0.006999999999999999,0.0788,0.0332,0.0683,0.0035,0.0005,0.014,0.0969
900343,0.1217,,0.0007,0.0046,0.0085,0.0729,0.0256,0.0488,0.0054,0.0007,0.0131,0.0845
900344,0.1939,,0.0008,0.0229,0.0016,0.0981,0.0237,0.0957,0.0106,,0.027000000000000003,0.1358
900346,0.1177,,0.0021,0.0178,0.0042,0.0641,0.022,0.0536,0.001,,0.0252,0.0746
900347,0.0637,,,0.0079,0.0039,0.0305,0.0119,0.0332,0.0026,,0.0146,0.0411
900348,0.1252,0.0014,0.0007,0.0036,0.0029,0.0637,0.019,0.0615,0.0014,,0.0183,0.0989
900350,0.104,,,0.0049,0.0019,0.0505,0.0237,0.0535,0.0009,,0.0188,0.0743
900351,0.0335,,,0.0105,0.0123,0.0176,0.0158,0.0158,0.0017,,,0.0052
900352,0.0729,,,0.0021,,0.0429,0.0021,0.03,0.0042,,0.0214,0.0643
900353,0.0019,,,,,,,0.0019,,,0.0019,0.0019
900354,0.1022,,,0.024,0.014,0.048,0.028,0.0541,0.004,,0.02,0.046
900356,0.032,,,0.006,0.002,0.016,0.006,0.016,0.002,,0.006,0.018000000000000002
900358,0.0669,,,0.0018,0.0036,0.0343,0.0162,0.0325,0.0054,,0.0072,0.0433
900360,0.1627,0.0019,0.0006,0.0208,0.0039,0.0885,0.0247,0.0742,0.0084,,0.0253,0.1061
900362,0.0549,,,0.0102,0.0031,0.0204,0.0094,0.0345,0.0007,0.0007,0.0109,0.0337
900363,0.0609,0.0033,,0.005,0.0033,0.0338,0.0067,0.027000000000000003,0.0067,0.0033,0.005,0.0355
900364,0.0208,,,0.0059,,0.0059,,0.0148,,,0.0029,0.0148
900365,0.6483,,,0.2967,0.0659,0.1208,0.1318,0.5274,0.0109,,0.2087,0.2087
900366,0.0758,,0.0023,0.0011,,0.042,0.0151,0.0338,0.0023,,0.0011,0.0548
900367,0.008,,,,,0.008,0.0026,,,,,0.0053
900368,0.0571,,0.0014,,,0.0307,0.0029,0.0263,0.0014,,0.0087,0.0512
900370,0.0935,,0.0014,0.0388,0.0158,0.0517,0.0215,0.0417,0.0057,,0.0201,0.0258
900372,0.0785,,,0.0133,0.0016,0.0451,0.015,0.0334,,,0.0167,0.0501
900376,0.027000000000000003,,0.0094,0.0011,,0.0188,0.0011,0.0082,0.0011,,0.0035,0.0141
900377,0.0518,,,0.0022,0.0007,0.0213,0.0015,0.0305,0.0007,,0.0122,0.0472
900378,0.0183,,0.0009,0.0018,,0.0082,,0.0101,,,0.0036,0.0156
900380,0.0371,,0.0069,,0.0023,0.0116,0.0046,0.0255,,,0.0092,0.0255
900384,0.0798,,0.0016,0.0114,0.0016,0.0358,0.0032,0.0439,0.0048,,0.0162,0.0586
900388,0.119,,,0.0677,0.0256,0.0641,0.0311,0.0549,0.0054,,0.0128,0.0146
900391,0.0058,,,0.0016,,0.0016,0.0025,0.0041,,,0.0033,0.0016
900392,0.2555,,,0.0888,0.0111,0.1111,0.0666,0.1444,,,0.2555,0.1
900393,0.0483,,0.0029,0.0011,,0.0256,0.0047,0.0226,0.0005,,0.0029,0.0387
900LEA,0.0906,0.0018,0.0022,0.0183,0.0084,0.0454,0.0225,0.0462,0.0036,0.001,0.0168,0.0484
90A000,0.0721,,0.0005,0.0059,0.0011,0.0354,0.006999999999999999,0.0366,0.0029,,0.0076,0.0555
90B000,0.0173,,,0.0024,,0.0099,0.0049,0.0074,,,0.0024,0.0099
90C000,0.1084,,0.0012,0.0219,0.0085,0.0572,0.0267,0.0511,0.0073,,0.0146,0.0511
910304,0.1056,,,0.0417,0.0147,0.0589,0.0245,0.0466,0.0073,,0.0221,0.0319
910308,0.2615,0.0051,,0.1794,0.0051,0.1384,0.0153,0.123,0.0153,,0.0051,0.0461
910311,0.1901,,,0.1314,0.0023,0.0845,0.0093,0.1056,0.0164,,0.0328,0.0328
910314,0.2292,0.0019,0.0038,0.156,0.0154,0.0963,0.0134,0.1329,0.0038,,0.025,0.05
910316,0.3747,0.0041,,0.3002,0.0103,0.1511,0.0227,0.2236,0.0165,,0.0786,0.031
910320,0.4188,,,0.2763,0.0085,0.1823,0.037000000000000005,0.2364,0.0256,,0.0883,0.0797
910340,0.2468,,,0.1962,,0.1265,,0.1202,0.0189,,0.0253,0.0316
910346,0.2342,,,0.1531,0.0045,0.1081,0.0315,0.1261,,,0.018000000000000002,0.0495
910356,0.1144,,,0.0847,0.0042,0.0466,0.0042,0.0677,0.0084,,0.0254,0.0169
910360,0.1958,,,0.1335,0.0089,0.1127,0.0207,0.083,0.0207,,0.0356,0.0207
