agency_code,highqual_class_pct_A,highqual_class_pct_E,highqual_class_pct_H,highqual_class_pct_I,highqual_class_pct_M,highqual_class_pct_T
821308,,,0.999,,,
821316,,0.996,,,,
821320,,,,,1.0,
821330,,1.0,,,,
821LEA,,0.993,0.999,,1.0,
830304,,,,,1.0,
830312,,1.0,,,,
830316,,,,,,1.0
830320,,0.955,,,,
830328,,1.0,,,,
830336,,1.0,,,,
830343,,,0.992,,,
830348,,,1.0,,,
830349,,,,,1.0,
830356,,1.0,,,,
830360,,1.0,,,,
830364,,0.969,,,,
830LEA,,0.989,0.993,,1.0,1.0
840302,,,0.952,,,
840303,,,,,0.8909999999999999,
840304,,1.0,,,,
840308,,1.0,,,,
840310,,1.0,,,,
840312,,0.955,,,,
840316,,1.0,,,,
840320,,0.974,,,,
840324,,1.0,,,,
840328,,,,,0.963,
840332,,,0.995,,,
840336,,1.0,,,,
840340,,0.957,,,,
840344,,1.0,,,,
840350,,,,,0.985,
840356,,,1.0,,,
840358,,,,,1.0,
840360,,0.958,,,,
840361,,,1.0,,,
840368,,,1.0,,,
840370,,,1.0,,,
840LEA,,0.987,0.992,,0.963,
84B000,,,0.633,,,
850304,,,,,1.0,
850312,,1.0,,,,
850314,,1.0,,,,
850316,,1.0,,,,
850320,,1.0,,,,
850324,,,,,,1.0
850328,,1.0,,,,
850332,,,1.0,,,
850336,,1.0,,,,
850338,,,,,1.0,
850340,,1.0,,,,
850342,,1.0,,,,
850348,,1.0,,,,
850350,,,,,1.0,
850352,,,1.0,,,
850354,,1.0,,,,
850356,,1.0,,,,
850358,,,0.994,,,
850360,,,1.0,,,
850LEA,,1.0,0.998,,1.0,1.0
860302,,1.0,,,,
860306,,,,,1.0,
860308,,1.0,,,,
860312,,1.0,,,,
860316,,,0.983,,,
860320,,1.0,,,,
860324,,1.0,,,,
860326,,,,,1.0,
860330,,,,,0.982,
860332,,0.976,,,,
860336,,,0.945,,,
860339,,1.0,,,,
860340,,,,,1.0,
860344,,1.0,,,,
860348,,1.0,,,,
860352,,,0.962,,,
860354,,,0.909,,,
860356,,1.0,,,,
860360,,1.0,,,,
860LEA,,0.999,0.957,,0.997,
861304,,0.992,,,,
861308,,,1.0,,,
861312,,,,,1.0,
861LEA,,0.992,1.0,,1.0,
862308,,0.95,,,,
862310,,1.0,,,,
862312,,,0.8759999999999999,,,
862316,,,,,0.868,
862LEA,,0.973,0.8759999999999999,,0.868,
86T000,0.863,,,,,
870314,,,0.989,,,
870318,,,,,0.952,
870320,,0.945,,,,
870324,,0.97,,,,
870LEA,,0.958,0.989,,0.952,
87A000,,,,1.0,,
880304,,1.0,,,,
880308,,,0.98,,,
880312,,,,,0.986,
880318,,1.0,,,,
880320,,,1.0,,,
880324,,1.0,,,,
880328,,,0.957,,,
880330,,,,,0.944,
880336,,1.0,,,,
880LEA,,1.0,0.975,,0.972,
88A000,,,,0.875,,
890304,,,1.0,,,
890306,,,,,0.909,
890308,,1.0,,,,
890LEA,,1.0,1.0,,0.909,
900302,,1.0,,,,
900303,,1.0,,,,
900304,,1.0,,,,
900305,,1.0,,,,
900306,,0.993,,,,
900307,,1.0,,,,
900308,,,,,0.956,
900310,,,,,1.0,
900311,,,1.0,,,
900312,,1.0,,,,
900314,,,,,0.936,
900316,,,1.0,,,
900318,,1.0,,,,
900320,,1.0,,,,
900328,,1.0,,,,
900332,,1.0,,,,
900334,,0.968,,,,
900336,,,0.975,,,
900340,,1.0,,,,
900341,,1.0,,,,
900342,,,0.994,,,
900343,,,,,0.983,
900344,,,0.965,,,
900346,,,,,0.992,
900347,,1.0,,,,
900348,,,0.996,,,
900350,,,,,1.0,
900351,,1.0,,,,
900352,,1.0,,,,
900353,,1.0,,,,
900354,,1.0,,,,
900356,,1.0,,,,
900358,,1.0,,,,
900360,,,0.998,,,
900362,,,,,1.0,
900363,,1.0,,,,
900364,,1.0,,,,
900365,,,,,,1.0
900366,,,1.0,,,
900367,,,0.989,,,
900368,,1.0,,,,
900370,,0.993,,,,
900372,,0.969,,,,
900376,,1.0,,,,
900377,,,0.987,,,
900378,,,,,1.0,
900380,,1.0,,,,
900384,,0.972,,,,
900388,,1.0,,,,
900391,,,,,1.0,
900392,1.0,,,,,
900393,,,0.984,,,
900LEA,1.0,0.997,0.99,,0.985,1.0
90A000,0.915,,,,,
910304,,1.0,,,,
910308,,1.0,,,,
910311,,1.0,,,,
910314,,1.0,,,,
910316,,,,,0.967,
910320,,,,,0.8909999999999999,
910340,,1.0,,,,
910346,,1.0,,,,
910356,,0.938,,,,
910360,,0.887,,,,
910364,,,0.904,,,
910368,,,1.0,,,
910370,,,0.8959999999999999,,,
910376,,0.875,,,,
910380,,0.975,,,,
910382,,,1.0,,,
910384,,,,,1.0,
910LEA,,0.968,0.923,,0.945,
91A000,,,,0.914,,
91B000,,,,0.6,,
920302,,0.977,,,,
920303,,1.0,,,,
920304,,0.996,,,,
920306,,0.955,,,,
920307,,0.994,,,,
920308,,1.0,,,,
920312,,,,,0.955,
920316,,,1.0,,,
920317,,,0.967,,,
920318,,,1.0,,,
920320,,0.971,,,,
920324,,,,,,0.909
920325,,0.955,,,,
920326,,1.0,,,,
920327,,1.0,,,,
920328,,1.0,,,,
920329,,1.0,,,,
920334,,1.0,,,,
920336,,1.0,,,,
920340,,0.975,,,,
920342,,1.0,,,,
920344,,0.984,,,,
920348,,,0.965,,,
920352,,1.0,,,,
920356,,,,,0.981,
920358,,1.0,,,,
920360,,,,,0.989,
920362,,0.994,,,,
920364,,1.0,,,,
920368,,,0.932,,,
920369,,1.0,,,,
920370,,,,,0.857,
920376,,1.0,,,,
920380,,0.972,,,,
920384,,1.0,,,,
920388,,,,,0.951,
920390,,1.0,,,,
920391,,,,,0.982,
920393,,0.972,,,,
920394,,,,,0.959,
920396,,0.939,,,,
920398,,0.978,,,,
920399,,,,,0.952,
920400,,,,,0.987,
920402,,,,,0.95,
920403,,1.0,,,,
920404,,,,,0.878,
920408,,,,,0.942,
920410,,,,,0.956,
920411,,,1.0,,,
920412,,,0.962,,,
920413,,0.941,,,,
920414,,1.0,,,,
920415,,1.0,,,,
920416,,0.969,,,,
920417,,0.994,,,,
920420,,0.846,,,,
920424,,,,,0.872,
920428,,,0.917,,,
920436,,,0.99,,,
920438,,,,,0.969,
920439,,1.0,,,,
920440,,1.0,,,,
920441,,,0.913,,,
920442,,,,0.97,,
920443,,0.979,,,,
920444,,,,,1.0,
920445,,,1.0,,,
920446,,0.994,,,,
920447,,1.0,,,,
920448,,0.974,,,,
920449,,1.0,,,,
920450,,,,,0.918,
920451,,0.973,,,,
920452,,0.929,,,,
920453,,0.975,,,,
920454,,0.976,,,,
920455,,,0.917,,,
920456,,1.0,,,,
920457,,0.981,,,,
920458,,,,,0.975,
920460,,0.987,,,,
920464,,1.0,,,,
920466,,,0.97,,,
920467,,1.0,,,,
920468,,0.95,,,,
920469,,1.0,,,,
920470,,0.974,,,,
920471,,,,,0.993,
920472,,,,,0.981,
920473,,,0.986,,,
920474,,0.996,,,,
920476,,1.0,,,,
920480,,0.994,,,,
920484,,,,,1.0,
920488,,0.969,,,,
920492,,,,,0.947,
920494,,0.956,,,,
920495,,,0.927,,,
920496,,0.996,,,,
920500,,,0.998,,,
920501,,1.0,,,,
920502,,,,,0.981,
920504,,0.972,,,,
920506,,,,,0.8909999999999999,
920508,,,,0.95,,
920512,,,,,0.8340000000000001,
920514,,0.981,,,,
920516,,1.0,,,,
920520,,0.929,,,,
920522,,0.951,,,,
920523,,0.966,,,,
920524,,1.0,,,,
920525,,0.961,,,,
920526,,,0.948,,,
920528,,,1.0,,,
920530,,1.0,,,,
920531,,1.0,,,,
920532,,0.957,,,,
920536,,0.969,,,,
920540,,1.0,,,,
920542,,0.982,,,,
920543,,1.0,,,,
920544,,1.0,,,,
920545,,,,,0.994,
920546,,,0.986,,,
920548,,1.0,,,,
920550,,0.999,,,,
920551,,,,,0.946,
920552,,,0.912,,,
920554,,1.0,,,,
920557,,1.0,,,,
920560,,0.914,,,,
920562,,,0.898,,,
920564,,1.0,,,,
920568,,1.0,,,,
920569,,0.994,,,,
920570,,1.0,,,,
920571,,0.973,,,,
920572,,0.952,,,,
920576,,0.953,,,,
920580,,0.928,,,,
920581,,,0.96,,,
920582,,,0.917,,,
920583,,,0.933,,,
920584,,0.993,,,,
920585,,,,,,1.0
920586,,,,,,1.0
920588,,,1.0,,,
920592,,,,,0.946,
920593,,0.997,,,,
920594,,,,,0.979,
920595,,,0.988,,,
920596,,1.0,,,,
920597,,1.0,,,,
920598,,0.924,,,,
920599,,0.95,,,,
920600,,0.944,,,,
920601,,,,,0.93,
920604,,,,,0.921,
920606,,1.0,,,,
920607,,,,,0.96,
920608,,,,,0.975,
920616,,1.0,,,,
920618,,0.997,,,,
920620,,0.932,,,,
920624,,1.0,,,,
920626,,0.97,,,,
920628,,1.0,,,,
920632,,1.0,,,,
920636,,,,,0.958,
920LEA,,0.982,0.961,0.964,0.952,0.954
92B000,,,,0.333,,
92D000,,,,0.96,,
92E000,,,,0.909,,
92F000,0.8270000000000001,,,,,
92G000,0.988,,,,,
92K000,,,0.9,,,
92L000,,0.438,,,,
92M000,,,,0.964,,
92N000,,,,0.861,,
92P000,,,,,,0.606
92Q000,,1.0,,,,
92R000,,,,0.918,,
92S000,,,,1.0,,
92T000,,,,0.708,,
92U000,,,0.72,,,
92V000,,1.0,,,,
92W000,,,,0.8109999999999999,,
92Y000,,,,0.5770000000000001,,
930330,,0.99,,,,
930340,,,,1.0,,
930344,,0.923,,,,
930348,,0.988,,,,
930352,,,0.964,,,
930354,,,,,1.0,
930360,,,1.0,,,
930700,,,1.0,,,
930LEA,,0.972,0.979,1.0,1.0,
93A000,0.635,,,,,
93J000,,1.0,,,,
940306,,0.972,,,,
940308,,,,,,1.0
940314,,0.807,,,,
940316,,,0.765,,,
940328,,,,,0.8170000000000001,
940LEA,,0.853,0.765,,0.8170000000000001,1.0
94Z000,,,1.0,,,
950308,,,,0.923,,
950312,,,,0.929,,
950316,,,,0.988,,
950320,,,,0.983,,
950322,,,,0.977,,
950324,,,,1.0,,
950328,,,,1.0,,
950332,,,,1.0,,
950336,,,0.97,,,
950LEA,,,0.97,0.977,,
95A000,,,,1.0,,
960312,,,,,0.99,
960314,,1.0,,,,
960316,,0.99,,,,
960318,,0.984,,,,
960324,,,0.962,,,
960326,,,,,0.809,
960329,,1.0,,,,
960330,,,0.976,,,
960331,,,,,0.88,
960332,0.893,,,,,
960334,,1.0,,,,
960335,,,0.8759999999999999,,,
960336,,1.0,,,,
960338,,,,,0.965,
960340,,,,,0.955,
960344,,1.0,,,,
960348,,,,,0.852,
960360,,,,,0.942,
960370,,0.971,,,,
960372,,,0.966,,,
960374,,,,,0.995,
960376,,0.957,,,,
960380,,,0.94,,,
960382,,0.992,,,,
960386,,,0.857,,,
960387,,,,,0.857,
960388,,1.0,,,,
960390,,1.0,,,,
960450,,0.958,,,,
960454,,1.0,,,,
960488,0.472,,,,,
960490,,,1.0,,,
960700,,,,,,0.921
960LEA,0.6990000000000001,0.991,0.944,,0.911,0.921
96C000,,0.7,,,,
96F000,,0.462,,,,
970308,,1.0,,,,
970310,,1.0,,,,
970312,,0.897,,,,
970315,,,,,0.966,
970320,,,1.0,,,
970322,,,,,0.833,
970337,,1.0,,,,
970340,,0.989,,,,
970344,,0.933,,,,
970348,,1.0,,,,
970352,,1.0,,,,
970356,,,0.995,,,
970358,,,,,0.989,
970360,,0.987,,,,
970368,,1.0,,,,
970370,,1.0,,,,
970376,,0.958,,,,
970388,,,0.982,,,
970389,,,,,0.971,
970390,,,0.972,,,
970392,,1.0,,,,
970393,,,0.9,,,
970LEA,,0.982,0.98,,0.948,
97D000,,,,0.857,,
980308,,0.996,,,,
980317,,,,,0.883,
980318,,,1.0,,,
980320,,1.0,,,,
980324,,,,,1.0,
980336,,,1.0,,,
980338,,,,,0.977,
980340,,1.0,,,,
980342,,,0.992,,,
980344,,0.933,,,,
980348,,1.0,,,,
980352,,1.0,,,,
980356,,0.958,,,,
980357,,0.941,,,,
980360,,1.0,,,,
980364,,1.0,,,,
980380,,,,,0.969,
980384,,,,,0.929,
980388,,1.0,,,,
980390,,,,,1.0,
980392,,0.981,,,,
980396,,1.0,,,,
980398,,,1.0,,,
980400,,0.987,,,,
980LEA,,0.983,0.997,,0.96,
98A000,,,,0.487,,
98B000,,,,0.6890000000000001,,
990304,1.0,,,,,
990308,,,,1.0,,
990312,,1.0,,,,
990316,,1.0,,,,
990320,,1.0,,,,
990321,,,,,1.0,
990322,,,0.969,,,
990324,,0.952,,,,
990325,,,,,1.0,
990326,,,0.939,,,
990328,,1.0,,,,
990332,,,1.0,,,
990336,,,,1.0,,
990340,0.688,,,,,
990LEA,0.899,0.99,0.96,1.0,1.0,
995304,,1.0,,,,
995308,,1.0,,,,
995312,,1.0,,,,
995316,,,,,0.982,
995320,,1.0,,,,
995324,,,,,1.0,
995328,,1.0,,,,
995330,,,0.99,,,
995336,,1.0,,,,
995LEA,,1.0,0.989,,0.991,
NC-SEA,0.82,0.982,0.964,0.894,0.962,0.909
