agency_code,pct_AIG_MCR,pct_ALL_MCR,pct_AM7_MCR,pct_AS7_MCR,pct_BL7_MCR,pct_EDS_MCR,pct_ELS_MCR,pct_FCS_MCR,pct_FEM_MCR,pct_HI7_MCR,pct_HMS_MCR,pct_MALE_MCR,pct_MIL_MCR,pct_MU7_MCR,pct_SWD_MCR,pct_WH7_MCR
510324,95.0,94.7,,,92.9,90.9,93.8,,95.0,95.0,,94.1,,95.0,70.0,95.0
510325,,95.0,,,,,,,,,,,,,,
510327,95.0,95.0,,90.0,95.0,92.4,85.7,,95.0,92.9,,95.0,,94.7,79.5,95.0
510333,95.0,95.0,,,84.6,88.4,95.0,,95.0,93.4,,94.9,,95.0,66.7,95.0
510357,95.0,95.0,,,,,,,95.0,,,,,,,95.0
510367,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0
510368,95.0,83.2,,,73.5,77.4,,,85.9,82.4,,81.3,,,37.8,85.6
510376,95.0,92.2,,,95.0,92.3,,,95.0,95.0,,86.2,,,68.8,90.0
510399,95.0,89.0,,,83.0,87.4,89.6,,90.6,90.9,,87.1,,,64.8,91.8
510402,95.0,95.0,,,95.0,94.5,95.0,,95.0,95.0,95.0,94.8,,90.0,93.0,95.0
510406,95.0,94.9,,,87.2,88.2,90.9,,95.0,92.9,,93.8,,,72.7,95.0
510LEA,95.0,93.8,95.0,90.9,89.1,89.3,91.3,,95.0,93.0,85.7,92.4,,95.0,70.7,95.0
51A000,,95.0,,,,,,,95.0,,,95.0,,,,95.0
520320,95.0,91.5,,,86.7,86.5,,,92.2,,,90.7,,,46.7,95.0
520LEA,95.0,91.5,,,86.7,86.5,,,92.2,,,90.7,,,46.7,95.0
530316,,5.0,,,,,,,,,,,,,5.0,
530335,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0
530336,95.0,95.0,,,93.2,95.0,93.9,,95.0,95.0,,95.0,,,78.9,95.0
530343,95.0,95.0,,,94.2,94.4,94.1,,95.0,95.0,,94.8,,95.0,65.0,95.0
530LEA,95.0,95.0,,,93.6,94.5,92.3,,95.0,95.0,93.3,93.2,95.0,95.0,52.8,95.0
540315,95.0,95.0,,,95.0,95.0,,,95.0,,,95.0,,,80.0,
540317,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0
540318,,54.5,,,,,,,,,,,,,,
540324,95.0,91.3,,,89.5,90.6,,,93.9,95.0,,88.7,,,52.2,93.6
540336,95.0,91.7,,,75.0,94.7,,,90.1,95.0,,92.9,,,47.6,94.7
540LEA,95.0,93.6,,,93.1,95.0,94.4,,94.4,95.0,,92.7,,90.9,53.2,94.1
550308,,95.0,,,,,,,,,,,,,,
550320,95.0,95.0,,,93.3,94.6,,,95.0,81.8,,95.0,,,70.0,95.0
550332,95.0,94.8,,,90.0,93.1,81.8,,93.1,94.0,,95.0,,95.0,60.7,95.0
550344,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,60.0,95.0
550368,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,72.7,95.0
550LEA,95.0,95.0,,,90.4,94.8,88.9,,95.0,94.5,,95.0,,95.0,65.3,95.0
55A000,,95.0,,,,,,,95.0,,,95.0,,,,95.0
560320,95.0,94.3,,,,91.2,,,94.8,93.3,,93.9,,,35.3,94.8
560324,,92.9,,,,,,,92.9,,,92.9,,,,90.0
560329,,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0
560350,,19.4,,,,7.1,,,16.7,,,21.1,,,,18.5
560LEA,91.7,87.0,,,,82.5,80.0,,88.5,92.5,,85.6,,,30.4,86.5
570317,,95.0,,,,,,,95.0,,,95.0,,,,95.0
570318,95.0,91.6,,,,90.9,,,95.0,,,88.5,,,36.8,90.8
570LEA,95.0,93.4,,,,92.1,,,95.0,,,90.9,,,42.9,92.9
580344,,95.0,,,95.0,88.2,,,95.0,,,93.3,,,,95.0
580368,95.0,90.4,,,87.3,85.4,,,94.8,95.0,,85.5,,,27.8,90.6
580LEA,95.0,92.0,,,90.9,86.2,,,95.0,92.9,,87.9,,,37.5,92.4
58B000,,95.0,,,,,,,95.0,,,95.0,,,,95.0
590328,95.0,90.9,,,,95.0,,,94.3,95.0,,85.0,,,,85.7
590330,95.0,93.8,,,78.6,87.6,78.6,,95.0,90.7,90.2,91.3,,95.0,56.6,94.5
590393,,94.4,,,,,,,,,,90.9,,,,93.8
590LEA,95.0,93.4,,95.0,78.6,89.0,78.6,,95.0,92.9,89.6,90.8,,95.0,58.9,93.6
600302,95.0,94.4,,95.0,90.5,81.4,87.5,,95.0,90.5,,92.8,,95.0,39.6,94.3
600312,95.0,91.3,,95.0,79.4,83.8,73.3,,93.2,87.5,,89.1,,93.3,37.3,93.0
600334,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0
600341,,95.0,,,95.0,,,,95.0,95.0,,95.0,,,,
600361,95.0,92.4,,95.0,88.1,89.9,83.3,,93.8,91.8,,90.9,,95.0,58.5,95.0
600377,95.0,88.4,,92.5,86.8,87.2,84.9,,92.0,91.5,,84.8,,87.5,27.7,86.3
600386,,95.0,,,95.0,,,,95.0,,,,,,,
600397,,92.3,,95.0,87.4,91.0,95.0,,92.6,95.0,84.2,92.0,,,38.9,95.0
600404,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0
600405,,90.9,,80.0,90.9,94.0,87.1,,92.3,91.9,95.0,89.5,,,52.6,
600415,95.0,88.5,,,85.5,82.7,66.7,,90.3,88.0,,87.0,,83.3,35.6,94.4
600426,95.0,93.9,,90.0,90.1,91.7,88.9,,94.8,94.8,95.0,92.9,,95.0,62.0,95.0
600439,,84.0,,,82.6,85.7,,,,,,81.8,,,,
600443,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0
600445,95.0,94.5,,90.0,95.0,94.6,82.4,,95.0,95.0,,92.7,,95.0,55.6,91.7
600454,,5.0,,,5.0,5.0,,,5.0,5.0,,5.0,,,5.0,5.0
600457,95.0,91.0,,87.5,91.3,91.8,87.1,,93.1,94.6,,88.8,,82.4,45.1,77.3
600461,,30.0,,,,,,,,,,,,,30.0,
600466,95.0,90.3,,91.3,82.0,78.8,67.8,,92.1,74.3,85.7,88.3,,78.6,37.7,95.0
600480,95.0,93.9,,91.7,95.0,92.9,92.1,,95.0,91.7,,92.6,,,55.9,93.1
600482,95.0,95.0,,,95.0,95.0,,,95.0,,,93.9,,,,94.2
600496,95.0,95.0,,94.1,95.0,93.2,71.4,,95.0,93.6,,95.0,,,30.8,95.0
600498,,94.1,,,95.0,92.3,,,92.0,,,,,,,
600499,95.0,88.0,,,85.0,66.7,,,89.8,90.9,,85.3,,,,87.5
600508,95.0,95.0,,95.0,88.2,83.9,93.9,,95.0,90.6,,94.0,,84.6,59.1,95.0
600535,95.0,95.0,,94.7,94.8,95.0,94.5,,95.0,95.0,,95.0,,95.0,76.9,95.0
600567,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0
600576,,92.1,,95.0,91.5,89.8,95.0,,95.0,95.0,95.0,87.3,,,46.2,
600579,,95.0,,94.1,93.9,93.8,93.5,,95.0,95.0,90.0,94.1,,95.0,69.7,93.8
600592,,92.9,,,93.7,92.1,84.0,,95.0,94.2,95.0,90.6,,92.3,51.2,71.4
600594,,95.0,,,,,,,,,,,,,,
600693,95.0,85.8,,,79.4,82.3,81.8,,93.4,90.6,,73.7,,,36.4,90.6
600694,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0
600695,,95.0,,,94.7,94.4,95.0,,95.0,95.0,,95.0,,,76.9,90.0
600696,,94.4,,,95.0,95.0,95.0,,94.3,95.0,,94.6,,,,
600697,,95.0,,95.0,95.0,95.0,94.7,,95.0,95.0,,95.0,,,,93.8
600LEA,95.0,92.6,95.0,94.8,90.9,90.5,87.3,60.9,94.3,93.0,93.6,90.9,,92.5,46.4,94.3
60B000,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,
60D000,,95.0,,,95.0,,,,95.0,95.0,,95.0,,,,95.0
60G000,,95.0,,,95.0,,,,92.5,95.0,,95.0,,,,93.5
60I000,,95.0,,,,,,,95.0,,,95.0,,,75.0,95.0
60K000,,95.0,,,93.1,95.0,,,94.7,,,95.0,,,,95.0
60U000,,64.8,,,64.3,59.1,,,66.7,66.7,,63.3,,,,
60V000,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,
610332,,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0
610334,95.0,91.6,,,,87.8,,,93.1,95.0,,89.8,,,26.7,90.8
610LEA,95.0,93.1,,,,89.8,,,94.5,95.0,,91.3,,,35.3,92.3
61L000,,58.6,,,42.1,,,,70.6,,,41.7,,,,
620310,,95.0,,,,,,,,,,,,,,
620316,95.0,95.0,,,95.0,95.0,88.9,,95.0,95.0,,95.0,,,78.9,95.0
620340,95.0,91.1,,,95.0,85.7,,,94.8,,,87.9,,,28.6,87.7
620LEA,95.0,94.7,,,95.0,92.4,88.0,,95.0,95.0,,92.1,,,57.6,91.1
630330,,81.3,,,,,,,,,,75.0,,,,90.9
630332,95.0,95.0,,,,95.0,,,95.0,95.0,,94.5,,,66.7,95.0
630336,95.0,95.0,,,84.2,86.7,,,95.0,95.0,,93.7,95.0,94.4,54.2,95.0
630360,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,91.3,,79.2,95.0
630LEA,95.0,95.0,,95.0,87.7,92.1,92.3,,95.0,95.0,95.0,94.9,95.0,95.0,62.4,95.0
640340,,27.4,,,26.0,25.5,,,24.1,36.4,,29.5,,,18.2,
640346,95.0,86.3,,,80.2,82.5,,,92.6,92.3,,80.2,,,48.7,93.9
640347,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0
640350,95.0,89.1,,,83.8,87.5,,,93.1,90.9,,85.5,,,33.3,93.2
640361,95.0,90.8,,,90.2,88.5,,,93.1,95.0,,88.5,,72.7,36.1,93.6
640364,95.0,95.0,,,93.1,92.5,82.6,,93.1,93.4,,95.0,,,63.6,95.0
640LEA,95.0,86.9,,90.9,81.4,83.1,86.1,,89.7,89.2,27.3,84.2,,78.6,41.9,94.3
64A000,,94.9,,,94.4,95.0,,,93.3,,,95.0,,,81.3,94.1
650326,95.0,87.6,,91.7,75.7,77.7,76.9,,90.7,87.5,92.9,84.6,,71.4,47.1,92.3
650327,95.0,91.9,,,88.9,88.3,90.9,,95.0,95.0,,88.0,,95.0,60.0,91.5
650340,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0
650342,95.0,94.8,,90.0,92.2,89.7,92.3,,94.4,83.9,,95.0,,95.0,69.0,95.0
650352,95.0,88.0,,,80.1,81.9,95.0,,91.7,91.8,,83.7,,91.7,43.3,92.3
650355,,14.3,,,5.0,,,,10.0,,,18.2,,,5.0,
650394,,94.9,,,90.9,,,,95.0,,,93.3,,,,95.0
650LEA,95.0,90.0,,93.3,79.9,83.5,89.2,,92.5,90.7,84.4,87.5,,86.8,50.2,93.0
660336,,88.5,,,90.4,84.9,,,88.9,,,88.2,,,45.5,
660LEA,,89.4,,,91.2,85.5,,,89.8,,,89.1,,,45.5,
66A000,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,
670320,95.0,95.0,,,95.0,92.7,,,95.0,95.0,,95.0,95.0,,81.8,95.0
670324,95.0,95.0,,,92.3,93.9,,,95.0,94.6,,95.0,95.0,95.0,75.8,95.0
670333,95.0,95.0,,95.0,95.0,93.3,,,95.0,95.0,,94.8,95.0,90.9,67.6,92.9
