agency_code,arre_per1000_ALL,arre_per1000_AM7,arre_per1000_AS7,arre_per1000_BL7,arre_per1000_EDS,arre_per1000_ELS,arre_per1000_FEM,arre_per1000_HI7,arre_per1000_MALE,arre_per1000_MU7,arre_per1000_PI7,arre_per1000_SWD,arre_per1000_WH7,blhr_per1000_ALL,blhr_per1000_AM7,blhr_per1000_AS7,blhr_per1000_BL7,blhr_per1000_EDS,blhr_per1000_ELS,blhr_per1000_FEM,blhr_per1000_HI7,blhr_per1000_MALE,blhr_per1000_MU7,blhr_per1000_PI7,blhr_per1000_SWD,blhr_per1000_WH7,crime_per1000_ALL,crime_per1000_AM7,crime_per1000_AS7,crime_per1000_BL7,crime_per1000_EDS,crime_per1000_ELS,crime_per1000_FEM,crime_per1000_HI7,crime_per1000_MALE,crime_per1000_MU7,crime_per1000_PI7,crime_per1000_SWD,crime_per1000_WH7,exp_per1000_ALL,exp_per1000_AM7,exp_per1000_AS7,exp_per1000_BL7,exp_per1000_EDS,exp_per1000_ELS,exp_per1000_FEM,exp_per1000_HI7,exp_per1000_MALE,exp_per1000_MU7,exp_per1000_PI7,exp_per1000_SWD,exp_per1000_WH7,iss_per1000_ALL,iss_per1000_AM7,iss_per1000_AS7,iss_per1000_BL7,iss_per1000_EDS,iss_per1000_ELS,iss_per1000_FEM,iss_per1000_HI7,iss_per1000_MALE,iss_per1000_MU7,iss_per1000_PI7,iss_per1000_SWD,iss_per1000_WH7,lts_per1000_ALL,lts_per1000_AM7,lts_per1000_AS7,lts_per1000_BL7,lts_per1000_EDS,lts_per1000_ELS,lts_per1000_FEM,lts_per1000_HI7,lts_per1000_MALE,lts_per1000_MU7,lts_per1000_PI7,lts_per1000_SWD,lts_per1000_WH7,rplw_per1000_ALL,rplw_per1000_AM7,rplw_per1000_AS7,rplw_per1000_BL7,rplw_per1000_EDS,rplw_per1000_ELS,rplw_per1000_FEM,rplw_per1000_HI7,rplw_per1000_MALE,rplw_per1000_MU7,rplw_per1000_PI7,rplw_per1000_SWD,rplw_per1000_WH7,sts_per1000_ALL,sts_per1000_AM7,sts_per1000_AS7,sts_per1000_BL7,sts_per1000_EDS,sts_per1000_ELS,sts_per1000_FEM,sts_per1000_HI7,sts_per1000_MALE,sts_per1000_MU7,sts_per1000_PI7,sts_per1000_SWD,sts_per1000_WH7
11C000,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,21.302,,,90.909,23.81,0.0,0.0,,38.627,0.0,,30.0,21.828000000000007,9.4675,,,0.0,11.9048,0.0,7.4442,,10.7296,27.7778,,20.0,9.5498,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,9.467,,,0.0,0.0,,0.0,,17.167,0.0,,20.0,10.914,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,4.734,,,0.0,11.905,0.0,2.481,,6.438,0.0,,10.0,5.457000000000002,93.491,,,636.364,285.714,,14.888,,156.65200000000004,83.333,,160.0,84.584
11D000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.862,200.0,0.0,,0.0,0.0,14.634,0.0,14.493,0.0,,0.0,14.963,6.3694,0.0,0.0,,0.0,0.0,0.0,0.0,10.8696,0.0,,0.0,7.4813,2.1231,,,,13.3333,,0.0,29.4118,3.6232,0.0,,12.5,0.0,36.093,,,,66.667,,9.756,0.0,54.348,90.909,,37.5,37.406,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,129.512,,,,253.333,,102.439,176.47099999999998,144.928,227.273,,50.0,114.713
11K000,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,5.6818,,,,0.0,0.0,,,10.8696,0.0,,0.0,10.8696,0.0,,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,11.364,,,,0.0,,,,21.739,90.909,,0.0,10.87
120304,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,34.681999999999995,,,,38.961,0.0,0.0,0.0,61.856,0.0,,64.516,43.103,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,46.243,,,,51.948,0.0,0.0,0.0,82.47399999999998,0.0,,0.0,68.96600000000001
120308,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.692,,0.0,0.0,15.038,125.0,0.0,90.909,26.316,0.0,0.0,0.0,13.889,9.3458,,0.0,62.5,7.5188,0.0,0.0,0.0,13.1579,0.0,0.0,31.25,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,46.729,,0.0,125.0,22.556,,0.0,0.0,65.789,,,156.25,41.667,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,18.692,,0.0,62.5,7.519,0.0,0.0,0.0,26.316,0.0,0.0,31.25,13.889,1429.9070000000004,,0.0,1250.0,872.18,,551.724,1727.273,1802.632,,,1968.75,1513.889
120310,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,
120312,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.651,,0.0,0.0,6.1160000000000005,0.0,5.127999999999999,0.0,4.31,0.0,,0.0,6.645,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,109.302,,69.767,0.0,103.976,0.0,46.154,66.667,163.793,166.667,,107.692,126.246,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,95.349,,23.256,0.0,116.208,0.0,56.41,0.0,129.31,111.111,,307.692,126.246
120314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,56.769,2000.0,41.667,0.0,53.215,86.95700000000002,32.864000000000004,63.492,75.09899999999998,76.923,,75.63,53.806,15.2838,0.0,0.0,0.0,22.1729,0.0,18.7793,0.0,11.8577,38.4615,,42.0168,17.0604,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,195.415,,69.444,,243.902,217.391,82.16,206.349,284.585,269.231,,226.891,195.538,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,177.94799999999995,,55.556,,223.947,43.478,77.465,126.984,256.91700000000003,192.308,,436.975,185.039
120315,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,36.164,,0.0,0.0,39.267,0.0,9.585,0.0,61.35,0.0,,95.745,44.231,3.1447,,0.0,0.0,5.2356,0.0,0.0,0.0,6.135,0.0,,0.0,3.8462,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,251.572,,24.39,,314.136,0.0,99.042,85.10600000000002,395.706,208.333,,468.085,267.308,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,94.34,,0.0,,107.33,0.0,38.339,63.83,147.239,125.0,,180.851,101.923
120316,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387,,,0.0,2.817,0.0,4.926,4.255,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,69.212,,,147.059,78.873,37.736,24.631,38.298,108.597,150.0,,90.909,96.491,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.093,,,0.0,22.535,0.0,4.926,0.0,31.674,50.0,,22.727,61.404
120318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,12.844,0.0,0.0,15.267,19.4,0.0,9.259,0.0,15.228,0.0,,35.29400000000001,16.26,8.2569,0.0,0.0,0.0,10.582,0.0,5.5556,0.0,10.1523,30.7692,,5.8824,9.4851,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,175.229,,30.303,183.206,227.513,206.349,125.926,188.976,208.122,138.46200000000002,,235.294,177.507,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,140.36700000000002,,0.0,152.672,188.713,47.619,122.222,102.362,147.208,184.615,,288.235,146.341
120320,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,34.483000000000004,,,,38.793,0.0,7.0920000000000005,,56.497,0.0,,62.5,40.892,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,28.213,,,,25.862,0.0,7.0920000000000005,,45.198,0.0,,78.125,33.457
120324,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.564,,0.0,0.0,3.195,0.0,0.0,0.0,4.831,0.0,,0.0,3.876,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,33.333,,0.0,121.212,35.144,0.0,10.929,0.0,53.14,0.0,,86.95700000000002,34.884,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.949,,0.0,30.303,19.169,0.0,10.929,0.0,24.155,0.0,,72.464,23.256
120334,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.906,,23.81,0.0,7.605,0.0,0.0,0.0,7.968,29.412,0.0,0.0,0.0,3.9063,,0.0,0.0,7.6046,100.0,0.0,0.0,7.9681,0.0,333.3333,35.0877,2.7701,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,226.563,,95.238,388.889,353.612,100.0,81.712,240.0,378.486,176.47099999999998,,543.86,238.227,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.672,,47.619,0.0,26.616,0.0,0.0,0.0,27.888,29.412,666.6669999999998,70.175,5.54,148.438,,95.238,222.222,247.148,400.0,42.802,60.0,258.964,352.941,,421.05300000000005,135.734
120338,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,61.798,,40.0,,54.745,34.483000000000004,32.609,0.0,91.954,291.6670000000001,,63.83,47.273,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,58.989,,0.0,,65.693,0.0,32.609,0.0,86.20700000000002,291.6670000000001,,191.489,40.0
120340,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.814,,,0.0,5.445,3.5210000000000004,8.032,2.994,3.774,0.0,,0.0,23.529,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,29.07,,,58.824,27.223000000000006,3.5210000000000004,16.064,5.988,41.50899999999999,66.667,,63.492,94.118,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,60.078,,,196.078,54.44600000000001,7.042000000000002,12.048,17.964000000000006,105.66,133.333,,222.222,129.412
120344,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.417,,0.0,,14.493,0.0,0.0,0.0,20.548,0.0,,0.0,13.699000000000002,3.4722,,0.0,,4.8309,0.0,0.0,0.0,6.8493,0.0,,27.7778,4.5662,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,41.667,,0.0,,53.14,0.0,7.0920000000000005,38.462,75.342,,,138.889,50.228,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,27.778,,0.0,,33.816,0.0,7.0920000000000005,0.0,47.945,,,83.333,36.53
120346,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.685,,0.0,0.0,13.793,66.667,12.945,26.316,21.084,58.824,,36.585,17.647000000000006,3.2154,,0.0,0.0,3.4483,0.0,0.0,0.0,6.0241,0.0,,0.0,3.9216,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,157.556,,0.0,90.909,196.552,66.667,58.252,52.632,240.96400000000003,58.824,,292.683,182.353,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.608,,19.231,0.0,3.448,0.0,0.0,0.0,3.012,0.0,,0.0,0.0,73.955,,0.0,45.455,68.96600000000001,0.0,16.180999999999994,0.0,123.494,58.824,,85.366,86.275
120350,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.5461,,0.0,0.0,6.8966,0.0,0.0,0.0,7.4627,0.0,,24.3902,4.7619,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,260.638,,147.059,500.0,444.828,315.789,105.96,133.333,429.104,307.692,,841.4630000000002,278.571,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,104.61,,88.235,0.0,196.552,105.263,62.914,40.0,149.254,0.0,,475.61,126.19
120352,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.6279,,,,18.5185,0.0,0.0,0.0,19.6078,0.0,,12.6582,15.625,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,34.884,,,,55.556,0.0,27.778,,39.216,,,37.975,31.25,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,34.884,,,,55.556,0.0,55.556,,19.608,,,37.975,15.625
120360,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0671,,,0.0,10.4712,0.0,0.0,0.0,13.8889,0.0,,23.2558,8.3682,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,45.93600000000001,,,,57.592,0.0,0.0,0.0,90.278,0.0,,162.791,54.393,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,95.406,,,,109.948,0.0,34.722,90.909,152.778,83.333,,372.093,96.234
120364,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.5379999999999985,,,47.619,8.197000000000001,0.0,0.0,0.0,13.889,0.0,,18.182,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,10.05,,,0.0,12.295,,5.525,0.0,13.889,0.0,,18.182,14.925,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,45.226000000000006,,,95.238,45.082,,5.525,0.0,78.704,51.282,,109.091,37.313
120368,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,21.226,,,,26.059,0.0,9.569,0.0,32.71,0.0,,71.429,24.845,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.792,,,,16.287,0.0,0.0,0.0,23.364,0.0,,53.57100000000001,15.528
120370,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.258,,0.0,189.189,41.667,9.524,14.957,8.85,46.154,66.667,,114.286,30.395,11.4464,,0.0,0.0,19.7368,38.0952,0.0,17.6991,21.1538,33.3333,,9.5238,9.1185,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,247.659,,68.96600000000001,540.5409999999998,333.333,114.286,192.308,292.035,284.615,300.0,,438.095,214.286,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,59.313,,0.0,243.243,94.298,85.714,19.231,57.522,92.308,33.333,,85.714,51.672
120372,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,10.417,,,0.0,18.692,,0.0,,22.222,,,0.0,12.345999999999998,0.0,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,10.417,,,0.0,9.346,,0.0,,22.222,,,0.0,6.172999999999999
120374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,35.477,,0.0,,40.59,0.0,4.348,0.0,67.265,37.037,,84.507,37.534,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,55.432,,0.0,,73.801,0.0,17.391,0.0,94.17,111.111,,169.014,56.3
120376,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,17.964000000000006,,0.0,114.754,22.364,0.0,8.333,0.0,26.316,0.0,,63.83,6.172999999999999,9.98,,0.0,32.7869,9.5847,0.0,12.5,0.0,7.5188,0.0,,21.2766,9.2593,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,435.13,,128.205,639.344,523.962,,200.0,296.296,639.0980000000002,759.2589999999999,,744.681,385.802,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,5.988,,0.0,0.0,9.585,0.0,4.167,37.037,7.519,18.519,,21.277,3.0860000000000003,95.808,,25.641,114.754,108.626,,41.667,74.074,142.857,185.185,,180.851,86.42
120380,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.813,,0.0,0.0,7.905,0.0,10.204,32.258,5.263,0.0,,18.182,6.689,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,59.896,,0.0,,79.051,100.0,25.51,96.774,94.737,0.0,,72.727,63.545,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.417,,0.0,0.0,11.858,0.0,5.102,32.258,15.789,0.0,,36.364,10.033,28.646,,0.0,,39.526,0.0,5.102,32.258,52.632,0.0,,36.364,33.445
120386,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,23.136,,,,28.571,0.0,6.098,38.462,34.043,,,52.632,27.119,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.7120000000000015,,,,10.714,0.0,0.0,0.0,12.765999999999998,,,0.0,10.169
120390,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.481,,0.0,66.667,38.265,49.383,10.204,15.81,55.97,0.0,333.333,64.516,68.96600000000001,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,182.403,,,533.3330000000002,196.429,148.148,117.347,86.95700000000002,231.343,480.0,,290.323,206.897,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.421,,,233.333,102.041,185.185,61.224,59.289,119.403,160.0,,96.774,103.448
120LEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.751,76.923,5.305,35.117,14.67,9.042,7.416,8.139,21.179,9.677,40.0,29.11,15.498,4.3337,0.0,0.0,5.0167,5.1928,4.5208,2.4146,2.1704,6.006,6.4516,40.0,9.7032,4.8432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.262,230.769,38.462,240.803,159.548,55.154,69.852,97.667,200.095,185.484,280.0,249.429,144.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4169999999999998,0.0,3.979,1.672,1.947,2.712,0.345,1.085,2.371,3.2260000000000004,80.0,5.1370000000000005,0.848,90.508,115.385,17.241,157.191,106.322,40.687,39.841,47.74800000000001,135.135,117.742,360.0,218.037,97.591
12A000,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,25.0,,,,20.408,0.0,0.0,,50.725,0.0,,0.0,29.412,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,42.857,,,,81.633,0.0,6.944,,79.71,0.0,,103.448,50.42
130304,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,52.632,,0.0,158.73,67.797,7.633999999999999,30.733,15.748,72.21,37.037,,68.96600000000001,45.852,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.343,,100.0,111.111,65.913,7.633999999999999,21.277,19.685,76.586,185.185,,57.471,41.485
130307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.225,0.0,0.0,2.577,8.734,0.0,3.326,0.0,9.081,0.0,0.0,9.901,9.597,10.7527,0.0,0.0,5.1546,8.7336,58.8235,4.4346,39.6825,17.0261,0.0,0.0,19.802,11.5163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,20.939,0.0,0.0,46.392,65.502,58.824,8.869,23.81,32.917,25.974,,49.505,13.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,9.901,1.919,91.681,55.556,7.752000000000002,123.711,192.14,235.294,32.151,150.79399999999995,150.965,64.935,,227.723,83.493
130308,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.363,,0.0,26.316,10.83,0.0,3.472,0.0,17.483,0.0,,32.787,12.107,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,36.269,,0.0,0.0,57.762,19.608,0.0,0.0,73.42699999999998,107.143,,65.574,43.584,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,27.634,,0.0,26.316,39.711,0.0,3.472,12.345999999999998,52.448,0.0,,81.96700000000001,33.898
