digital_media,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,agency_code,Book_TitlesPer_Student,wap,wap_class,media_school,devices,category_code
0,Yes,4:7:8:9:10:11:12,Yes,7:8:9:10:11:12,Students,5:6:7:8:9:10:11:12,34H000,0.33,6.0,0.13,,8.34,A
1,No,-,No,-,Staff,-,350304,20.91,39.0,0.87,1995.0,0.93,E
0,No,-,No,-,Both,9:10:11:12,350308,5.29,69.0,1.23,2004.0,1.09,H
0,No,-,No,-,Staff,-,350310,17.44,50.0,1.32,1999.0,1.31,M
0,No,-,No,-,Staff,-,350312,15.77,52.0,1.37,1998.0,0.98,M
1,No,-,No,-,Neither,-,350316,24.31,31.0,1.03,1999.0,1.74,E
0,No,-,No,-,Both,9:10:11:12:13,350317,6.3,5.0,0.71,2009.0,0.78,H
0,No,-,No,-,Staff,-,350318,46.98,46.0,1.7,1995.0,0.77,E
1,No,-,No,-,Both,9:10:11:12,350321,10.03,87.0,1.5,2001.0,2.32,H
0,No,-,No,-,Staff,-,350324,17.5,35.0,1.17,2007.0,0.58,M
1,No,-,No,-,Staff,-,350330,24.12,36.0,1.71,1998.0,0.93,E
1,No,-,No,-,Staff,-,350331,32.81,33.0,0.87,2001.0,1.33,E
1,No,-,No,-,Staff,-,350332,34.81,57.0,1.58,1996.0,1.51,E
1,No,-,No,-,Both,9:10:11:12,350336,14.28,49.0,0.88,1998.0,0.71,H
0,No,-,No,-,Staff,-,350338,19.88,34.0,0.85,2001.0,0.93,M
1,No,-,No,-,Staff,-,350339,22.48,48.0,1.6,1996.0,1.15,E
0,No,-,No,-,Staff,-,350340,31.01,37.0,1.16,1996.0,1.75,E
,,,,,,,350LEA,19.96,708.0,1.22,2000.0,1.12,
1,No,-,No,-,Staff,-,360310,7.74,93.0,1.22,1999.0,0.61,H
0,No,-,No,-,Both,2:3:4:5,360320,12.73,45.0,1.07,1999.0,0.79,E
2,No,-,No,-,Both,6:07:08,360324,14.27,48.0,1.17,2002.0,0.7,M
1,No,-,No,-,Staff,-,360332,18.57,31.0,1.15,2005.0,0.81,E
1,Yes,9:10:11:12,No,-,Staff,-,360336,12.08,50.0,1.22,1992.0,0.54,H
-,Yes,9:10:11:12,No,-,Both,9:10:11:12:13,360337,,18.0,1.5,,0.65,H
2,No,-,No,-,Staff,-,360338,16.36,40.0,1.43,2004.0,1.43,E
0,Yes,4:05,No,-,Both,4:05,360339,30.25,17.0,1.7,2001.0,0.52,E
1,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,360340,12.15,41.0,1.05,2004.0,0.8,E
2,No,-,No,-,Both,3:04:05,360344,15.72,45.0,1.07,2004.0,0.71,E
4,Yes,2:3:4:5,No,-,Staff,-,360348,18.99,26.0,1.08,2001.0,0.7,E
1,Yes,K:1:2:3:4:5,No,-,Staff,-,360352,31.98,34.0,1.36,2001.0,0.64,E
0,Yes,9:10:11:12,No,-,Both,9:10:11:12,360360,13.25,49.0,1.29,1998.0,0.54,H
2,Yes,1:02:03,No,-,Staff,-,360364,16.79,37.0,1.16,2002.0,0.74,E
4,No,-,No,-,Staff,-,360372,56.38,26.0,1.44,2008.0,0.35,T
0,No,-,No,-,Staff,-,360376,20.66,42.0,1.24,2002.0,0.72,E
11,Yes,9:10:11:12,No,-,Both,9:10:11:12,360378,9.14,165.0,2.7,2009.0,0.61,H
0,No,-,No,-,Both,6:07:08,360380,13.83,57.0,1.24,2004.0,0.65,M
4,Yes,9:10:11:12,No,-,Both,9:10:11:12,360390,14.13,77.0,1.17,1998.0,0.73,H
1,Yes,3:04:05,No,-,Staff,-,360392,20.63,41.0,1.14,2005.0,0.7,E
0,No,-,No,-,Staff,-,360394,5.63,27.0,1.35,2006.0,1.02,A
1,Yes,9:10:11:12,No,-,Both,9:10:11:12,360396,15.4,72.0,1.07,1997.0,0.78,H
0,No,-,No,-,Staff,-,360400,10.9,42.0,1.08,2010.0,0.82,E
0,Yes,6:07:08,No,-,Staff,-,360408,15.64,57.0,1.46,2002.0,0.68,M
1,No,-,No,-,Both,9:10:11:12,360418,11.1,60.0,1.62,2002.0,0.57,H
1,Yes,K:1:2:3:4:5,No,-,Staff,-,360420,19.4,23.0,1.28,2007.0,0.61,E
1,Yes,8,No,-,Staff,-,360426,10.41,45.0,1.18,2003.0,0.82,M
1,No,-,No,-,Both,9:10:11:12,360428,7.3,76.0,1.0,2001.0,0.47,H
6,No,-,No,-,Staff,-,360430,20.12,29.0,1.26,2001.0,1.11,E
2,No,-,No,-,Both,6:07:08,360431,19.69,40.0,1.33,2004.0,0.57,M
1,No,-,No,-,Both,3:04:05,360432,13.6,36.0,1.16,2004.0,0.94,E
0,No,-,No,-,Staff,-,360436,14.79,50.0,1.35,2003.0,0.6,M
1,Yes,4:05,No,-,Staff,-,360438,20.81,41.0,1.58,2003.0,0.9,E
0,No,-,No,-,Staff,-,360440,13.33,38.0,1.27,2001.0,1.17,E
1,Yes,K:1:2:3:4:5,No,-,Staff,-,360448,26.71,18.0,1.0,2004.0,0.44,E
1,Yes,6:07:08,No,-,Both,6:07:08,360456,12.59,51.0,1.31,2006.0,0.58,M
1,Yes,3:04:05,No,-,Staff,-,360464,15.48,34.0,1.1,2003.0,1.0,E
2,Yes,1:2:3:4:5,No,-,Staff,-,360468,16.42,31.0,1.07,2009.0,0.72,E
1,No,-,No,-,Both,9:10:11:12,360470,11.3,79.0,1.25,2003.0,0.71,H
1,Yes,K:1:2:3:4:5,No,-,Staff,-,360478,16.25,37.0,1.09,1999.0,0.9,E
6,Yes,K:1:2:3:4:5,No,-,Staff,-,360480,10.66,98.0,2.13,2009.0,0.64,E
1,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,360482,16.13,36.0,0.97,2002.0,0.86,E
2,Yes,4:05,No,-,Staff,-,360488,16.75,46.0,1.31,2000.0,0.75,E
5,No,-,No,-,Staff,-,360490,17.08,46.0,1.15,2001.0,0.69,E
5,No,-,No,-,Staff,-,360492,15.85,47.0,1.02,2002.0,0.88,E
1,No,-,No,-,Both,9:10:11:12,360494,9.97,66.0,1.1,1999.0,0.9,H
1,Yes,6:07:08,No,-,Staff,-,360498,13.95,55.0,1.22,2006.0,0.49,M
1,No,-,No,-,Staff,-,360499,21.8,39.0,1.15,2006.0,0.87,E
4,Yes,6:07:08,No,-,Both,6:07:08,360500,13.72,87.0,2.72,2012.0,0.54,M
1,Yes,K:1:2:3:4:5,No,-,Staff,-,360504,22.9,40.0,1.05,2001.0,0.52,E
1,No,-,No,-,Staff,-,360510,23.1,41.0,1.11,2003.0,1.07,E
1,No,-,No,-,Staff,-,360514,10.74,46.0,1.21,2002.0,0.79,M
4,Yes,K:1:2:3:4:5,No,-,Staff,-,360520,17.1,44.0,1.13,2008.0,0.65,E
1,Yes,6:07:08,No,-,Both,6:07:08,360526,19.13,38.0,1.31,2005.0,0.62,M
-,No,-,No,-,-,-,360550,,,,,,M
,,,,,,,360LEA,14.75,2597.0,1.29,2003.0,0.69,
0,Yes,3:4:5:6:7:8:9:10:11:12,Yes,4:5:6:7:8:9:10:11:12,Neither,-,36B000,7.81,37.0,0.63,2000.0,2.26,A
0,No,-,No,-,Both,9:10:11:12,36C000,7.17,55.0,0.71,,5.67,A
0,No,-,No,-,Neither,-,370304,35.23,26.0,1.0,1996.0,0.96,E
1,No,-,No,-,Neither,-,370308,31.21,46.0,1.39,1997.0,0.83,M
11,No,-,No,-,Neither,-,370312,20.43,63.0,1.31,1998.0,0.87,H
0,No,-,No,-,Neither,-,370316,34.86,28.0,0.93,1998.0,1.6,E
1,No,-,No,-,Neither,-,370324,32.46,26.0,0.84,1998.0,0.9,E
,,,,,,,370LEA,29.26,189.0,1.13,1997.0,0.93,
4,Yes,4:05:06,No,-,Neither,-,380306,21.95,70.0,1.35,1995.0,1.12,E
7,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,380308,16.45,54.0,1.35,1996.0,0.52,A
7,Yes,7:08,No,-,Neither,-,380310,28.71,16.0,1.23,1996.0,0.34,M
,,,,,,,380LEA,21.46,140.0,1.33,1996.0,0.64,
0,Yes,6:07:08,Yes,6:07:08,Neither,-,390309,15.5,30.0,0.91,2002.0,0.7,M
0,Yes,4:05,No,-,Neither,-,390311,27.38,34.0,0.97,1996.0,1.01,E
1,No,-,No,-,Neither,-,390312,25.49,39.0,1.44,1997.0,1.16,E
-,Yes,6:7:8:9:10:11:12,No,-,Neither,-,390314,,8.0,1.0,,0.6,A
1,No,-,No,-,Neither,-,390316,35.15,40.0,1.21,1998.0,0.79,E
0,Yes,6:07:08,Yes,6:07:08,Neither,-,390320,9.56,60.0,1.28,2002.0,0.6,M
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,390322,12.38,65.0,1.33,2004.0,0.73,H
-,Yes,9:11:12:13,Yes,9:10:11:12:13,Neither,-,390323,,14.0,1.75,,0.96,H
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,390324,28.26,82.0,1.82,1994.0,0.52,H
0,Yes,6:07:08,No,-,Neither,-,390331,23.49,53.0,2.79,1999.0,0.64,M
1,No,-,No,-,Neither,-,390333,45.98,37.0,0.95,2000.0,0.81,E
0,Yes,6:07:08,No,-,Neither,-,390334,30.62,65.0,1.44,1985.0,0.79,M
0,Yes,PK:K:1:2:3:4:5,No,-,Neither,-,390336,37.12,30.0,1.58,1998.0,0.65,E
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,390352,12.72,93.0,1.58,1994.0,0.81,H
0,Yes,3:04:05,No,-,Neither,-,390360,39.52,36.0,1.24,1997.0,0.9,E
1,No,-,No,-,Neither,-,390362,18.17,45.0,1.29,2005.0,0.55,E
0,No,-,No,-,Neither,-,390364,30.7,45.0,1.22,1997.0,0.88,E
0,No,-,No,-,Neither,-,390368,33.66,36.0,1.33,1997.0,1.07,E
-,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,390700,,14.0,1.27,,1.28,H
,,,,,,,390LEA,24.3,826.0,1.37,1998.0,0.74,
0,No,-,Yes,9:10,Students,9:10:11,39A000,10.87,49.0,0.83,2002.0,3.58,A
-,No,-,No,-,Neither,-,39B000,,28.0,1.22,,8.42,T
5,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,400308,32.78,68.0,1.19,1999.0,0.75,H
1,Yes,6:07:08,Yes,6:07:08,Neither,-,400312,24.76,70.0,1.49,2000.0,0.77,M
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,400315,,6.0,0.4,,0.87,H
1,No,-,No,-,Neither,-,400318,22.14,48.0,1.17,2001.0,1.17,E
1,No,-,No,-,Neither,-,400321,25.28,39.0,1.0,2000.0,1.21,E
1,No,-,No,-,Neither,-,400332,20.75,40.0,1.05,2002.0,1.67,E
,,,,,,,400LEA,25.93,271.0,1.14,2000.0,0.95,
1,No,-,No,-,Neither,-,410304,24.01,33.0,0.97,1995.0,2.4,E
2,No,-,No,-,Neither,-,410307,35.1,22.0,0.76,2003.0,3.29,E
1,No,-,No,-,Neither,-,410310,20.19,26.0,0.76,2002.0,1.7,E
1,Yes,5:6:7:8,No,-,Neither,-,410311,24.32,68.0,2.72,2009.0,0.38,M
2,Yes,6:07:08,Yes,6:07:08,Neither,-,410313,12.89,66.0,1.2,2000.0,0.8,M
1,Yes,6:07:08,No,-,Neither,-,410316,25.72,68.0,1.45,2001.0,0.69,M
10,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,410319,13.61,91.0,1.28,2002.0,0.87,H
1,No,-,No,-,Neither,-,410322,21.88,23.0,0.68,2000.0,1.96,E
20,Yes,6:07:08,Yes,6:07:08,Neither,-,410325,11.39,59.0,1.23,1997.0,0.63,M
35,No,-,No,-,Neither,-,410326,2.18,7.0,0.7,2001.0,0.44,H
1,No,-,No,-,Neither,-,410328,30.42,28.0,0.72,1998.0,1.0,E
1,No,-,Yes,6:07:08,Neither,-,410331,45.28,25.0,1.04,1997.0,1.05,E
2,Yes,5,No,-,Neither,-,410334,26.81,36.0,0.77,2000.0,1.27,E
1,No,-,No,-,Staff,-,410337,47.34,34.0,1.36,2004.0,1.9,E
1,No,-,No,-,Neither,-,410340,27.82,38.0,1.27,2003.0,2.06,E
2,Yes,6:07:08,Yes,6:07:08,Neither,-,410341,21.44,20.0,1.54,2003.0,0.71,M
1,No,-,No,-,Neither,-,410343,28.59,28.0,0.72,1998.0,3.53,E
1,No,-,No,-,Neither,-,410346,16.45,37.0,0.74,2003.0,1.67,E
1,Yes,3:04:05,No,-,Neither,-,410349,24.17,32.0,0.89,2002.0,1.29,E
40,No,-,No,-,Neither,-,410355,12.44,130.0,1.29,1996.0,1.82,H
1,No,-,No,-,Neither,-,410358,12.67,102.0,1.31,2004.0,2.59,H
1,No,-,No,-,Neither,-,410361,29.41,31.0,1.24,2000.0,1.91,E
1,No,-,No,-,Neither,-,410364,28.5,30.0,0.83,2006.0,1.63,E
1,No,-,No,-,Neither,-,410366,22.38,33.0,0.66,1998.0,2.72,E
9,Yes,6:07:08,Yes,6:07:08,Neither,-,410367,27.02,80.0,1.33,2004.0,0.9,M
1,No,-,No,-,Neither,-,410370,19.88,36.0,0.82,2003.0,3.11,E
10,Yes,3:04:05,No,-,Neither,-,410373,23.86,35.0,1.03,2000.0,0.85,E
27,No,-,No,-,Neither,-,410376,55.04,22.0,0.69,1993.0,2.29,E
1,No,-,No,-,Neither,-,410379,157.17,39.0,1.77,1998.0,4.21,A
1,No,-,No,-,Neither,-,410382,20.38,37.0,1.09,2001.0,3.22,E
1,No,-,No,-,Neither,-,410385,51.36,23.0,0.88,2001.0,1.41,E
1,No,-,No,-,Neither,-,410388,22.8,21.0,0.6,1997.0,1.45,E
-,Yes,11:12,Yes,11:12,Neither,-,410390,,8.0,1.0,,14.5,H
2,Yes,6:07:08,No,-,Neither,-,410391,11.88,63.0,1.58,2001.0,0.69,T
1,No,-,No,-,Neither,-,410394,8.67,116.0,1.33,1996.0,3.27,H
-,No,-,No,-,Students,9:10:11:12,410395,,13.0,1.63,2017.0,16.42,H
7,Yes,6:08,Yes,6:08,Neither,-,410396,,36.0,3.27,2008.0,,
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410397,17.82,81.0,1.8,2000.0,0.7,M
1,Yes,6:07:08,No,-,Neither,-,410398,49.65,25.0,1.09,2003.0,0.48,A
-,No,-,No,-,Neither,-,410399,,,,,1.14,H
1,No,-,No,-,Neither,-,410400,29.25,31.0,0.91,1999.0,2.5,E
100,No,-,No,-,Neither,-,410401,0.39,,,2003.0,3.33,H
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410402,24.98,69.0,1.35,2002.0,0.82,M
1,No,-,No,-,Neither,-,410403,35.73,17.0,0.59,2002.0,2.2,E
1,No,-,No,-,Neither,-,410406,8.52,101.0,1.29,1997.0,2.42,H
-,No,-,No,-,Neither,-,410407,,25.0,2.08,,0.4,H
-,No,-,No,-,Neither,-,410408,,2.0,0.2,,0.85,H
1,No,-,No,-,Neither,-,410409,23.03,64.0,1.6,1999.0,3.98,E
1,No,-,No,-,Neither,-,410412,21.5,43.0,0.93,2001.0,1.76,E
3,Yes,6:07:08,No,-,Neither,-,410415,17.51,53.0,1.43,2001.0,0.7,M
1,No,-,No,-,Neither,-,410418,28.84,43.0,1.3,2002.0,2.32,E
1,Yes,6:07:08,No,-,Neither,-,410421,12.44,85.0,1.39,2003.0,0.7,M
1,No,-,No,-,Neither,-,410423,14.99,38.0,0.79,2001.0,3.46,E
2,No,-,No,-,Neither,-,410424,27.78,36.0,0.78,2002.0,1.98,E
1,Yes,6:07:08,No,-,Neither,-,410427,24.83,37.0,1.12,2003.0,1.69,I
35,No,-,No,-,Neither,-,410430,23.26,30.0,0.68,1999.0,2.42,E
1,No,-,No,-,Neither,-,410436,42.95,35.0,1.59,1999.0,1.32,E
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410437,16.69,74.0,1.64,2000.0,0.73,M
1,No,-,No,-,Neither,-,410439,27.23,20.0,0.77,2005.0,1.52,E
1,Yes,6:07:08,Yes,6,Neither,-,410442,16.13,70.0,1.43,2000.0,0.75,M
1,Yes,6:07:08,No,-,Neither,-,410448,19.05,58.0,1.29,2002.0,0.86,I
1,No,-,No,-,Neither,-,410451,26.87,41.0,1.14,2001.0,2.72,E
1,No,-,No,-,Neither,-,410454,41.61,18.0,1.06,2000.0,1.7,E
2,No,-,No,-,Neither,-,410457,69.28,26.0,2.36,2003.0,1.56,I
3,No,-,No,-,Neither,-,410458,55.6,25.0,1.56,2002.0,2.02,H
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410460,23.22,72.0,1.11,2001.0,0.66,M
2,No,-,No,-,Neither,-,410461,24.0,42.0,1.68,1999.0,1.73,E
1,No,-,No,-,Neither,-,410462,29.32,39.0,0.91,2009.0,1.51,E
1,Yes,6:07:08,No,-,Neither,-,410463,25.74,68.0,1.36,1998.0,0.9,M
4,No,-,No,-,Neither,-,410464,41.13,32.0,1.45,2005.0,1.22,A
1,No,-,No,-,Neither,-,410466,28.53,22.0,0.67,1999.0,3.98,E
1,Yes,K:1:2:3:4:5,Yes,4:05,Neither,-,410469,14.44,29.0,0.71,2002.0,0.81,E
1,No,-,No,-,Neither,-,410472,20.3,36.0,1.0,2001.0,2.24,E
1,Yes,4:05,No,-,Neither,-,410478,41.53,28.0,1.17,2000.0,1.22,E
1,No,-,No,-,Neither,-,410481,40.56,29.0,1.53,1992.0,3.02,E
100,No,-,No,-,Neither,-,410483,0.89,3.0,0.2,2014.0,0.6,H
1,No,-,No,-,Neither,-,410484,9.69,99.0,1.74,1999.0,1.7,H
2,No,-,No,-,Neither,-,410486,26.17,29.0,0.71,2004.0,2.36,E
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410487,21.72,66.0,1.47,2003.0,0.77,M
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410488,17.08,65.0,1.35,2005.0,0.75,M
1,No,-,Yes,6:07:08,Neither,-,410489,10.17,100.0,1.49,2004.0,2.41,H
2,No,-,No,-,Neither,-,410490,6.67,129.0,1.21,2001.0,3.48,H
3,No,-,No,-,Neither,-,410491,18.49,30.0,0.68,2004.0,2.08,E
1,Yes,6:07:08,No,-,Neither,-,410493,12.37,74.0,1.4,2002.0,0.85,M
2,No,-,No,-,Neither,-,410496,16.8,29.0,0.62,2002.0,2.09,E
1,Yes,2:3:4:5,No,-,Neither,-,410499,23.75,27.0,1.23,2001.0,0.76,E
1,No,-,No,-,Neither,-,410502,23.47,32.0,0.74,2001.0,4.79,E
1,No,-,No,-,Neither,-,410505,23.94,51.0,1.21,1993.0,2.0,E
4,No,-,No,-,Neither,-,410508,8.72,115.0,1.17,1999.0,4.42,H
5,No,-,No,-,Staff,-,410511,23.99,23.0,0.68,1997.0,0.64,E
27,No,-,No,-,Neither,-,410514,78.81,30.0,0.97,1999.0,1.14,E
1,No,-,No,-,Neither,-,410517,36.21,23.0,0.77,1999.0,2.19,E
2,No,-,No,-,Neither,-,410522,31.93,39.0,0.91,2000.0,,E
10,No,-,No,-,Neither,-,410523,24.42,35.0,0.92,1996.0,3.23,E
1,No,-,No,-,Neither,-,410529,10.35,139.0,1.6,1999.0,1.98,H
1,No,-,No,-,Neither,-,410530,30.32,34.0,0.94,2002.0,1.93,E
1,No,-,No,-,Neither,-,410532,15.27,32.0,0.58,2003.0,4.01,E
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410533,2.86,24.0,2.67,2006.0,0.27,T
5,No,-,No,-,Neither,-,410534,107.59,18.0,1.8,2003.0,0.24,T
1,No,-,No,-,Neither,-,410535,20.48,22.0,0.73,2001.0,3.53,E
1,No,-,No,-,Neither,-,410538,19.88,24.0,0.59,2004.0,1.85,E
2,No,-,No,-,Neither,-,410541,18.99,25.0,0.81,2001.0,3.51,E
1,No,-,No,-,Neither,-,410542,24.49,56.0,1.44,2010.0,3.36,E
1,No,-,No,-,Neither,-,410544,10.82,115.0,1.28,1994.0,1.94,H
2,No,-,No,-,Neither,-,410545,19.08,24.0,1.41,2002.0,0.82,H
1,No,-,No,-,Neither,-,410547,10.38,105.0,1.31,1997.0,2.2,H
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410550,14.57,70.0,1.15,2004.0,0.79,M
2,No,-,No,-,Neither,-,410553,23.08,19.0,0.9,2007.0,2.08,E
3,No,-,No,-,Neither,-,410556,8.18,81.0,1.5,1996.0,1.67,H
1,No,-,No,-,Neither,-,410559,13.83,34.0,0.68,2002.0,4.08,E
2,No,-,No,-,Neither,-,410562,7.08,115.0,1.24,2004.0,3.27,H
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410565,9.07,72.0,1.13,1997.0,0.88,M
1,No,-,No,-,Neither,-,410568,27.61,29.0,0.88,1999.0,2.7,E
-,No,-,No,-,Neither,-,410569,,56.0,7.0,,2.42,H
1,No,-,No,-,Neither,-,410571,20.39,26.0,0.81,2004.0,4.39,E
1,No,-,No,-,Neither,-,410574,34.4,44.0,1.1,2001.0,2.64,E
1,No,-,No,-,Neither,-,410577,17.81,30.0,0.75,1997.0,3.56,E
2,No,-,No,-,Neither,-,410578,27.24,31.0,0.7,2000.0,1.45,E
-,No,-,No,-,Students,9:10:11:12,410579,,16.0,1.6,,0.75,H
1,No,-,No,-,Neither,-,410580,28.34,36.0,0.86,2003.0,1.83,E
1,No,-,No,-,Neither,-,410583,28.69,18.0,0.78,2001.0,3.55,E
1,No,-,No,-,Neither,-,410586,25.49,21.0,0.72,2000.0,1.85,E
2,No,-,No,-,Neither,-,410589,19.79,62.0,1.38,1994.0,0.57,H
1,Yes,6:07:08,Yes,6:07:08,Neither,-,410592,42.55,64.0,2.06,2002.0,0.65,M
6,No,-,No,-,Staff,-,410595,20.17,106.0,1.34,1992.0,7.58,H
10,Yes,K:1:2:3:4:5,No,-,Neither,-,410598,45.56,37.0,1.37,2000.0,0.6,E
,,,,,,,410LEA,19.73,5724.0,1.15,2001.0,1.42,
0,No,-,No,-,Neither,-,41B000,13.11,22.0,0.67,2006.0,2.21,I
0,No,-,No,-,Neither,-,41C000,4.02,15.0,0.83,2009.0,8.03,I
2,Yes,6:07:08,Yes,6:7:8:9,Neither,-,41D000,12.02,62.0,0.95,2009.0,2.17,I
10,Yes,7:08:09,Yes,7:08:09,Staff,-,41G000,13.02,67.0,1.63,2006.0,4.76,A
0,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8:9:10:11,41H000,7.17,21.0,0.55,2008.0,6.53,A
0,No,-,No,-,Neither,-,41J000,5.78,22.0,0.59,2006.0,3.2,I
,,,,,,,41K000,,,,,8.93,H
90,No,-,No,-,Neither,-,41L000,0.02,4.0,0.11,2017.0,3.74,E
0,No,-,No,-,Neither,-,420304,47.19,35.0,1.35,1991.0,0.8,E
0,No,-,No,-,Neither,-,420316,46.5,17.0,1.06,1996.0,0.72,E
0,No,-,No,-,Neither,-,420324,23.14,29.0,1.71,1990.0,0.45,M
0,No,-,No,-,Neither,-,420328,14.93,20.0,1.18,1999.0,0.72,E
0,No,-,No,-,Neither,-,420336,46.53,20.0,1.33,1997.0,1.2,E
0,No,-,No,-,Neither,-,420340,39.31,27.0,1.17,1996.0,0.74,E
5,No,-,No,-,Neither,-,420346,3.76,60.0,1.4,1997.0,0.6,H
0,No,-,No,-,Neither,-,420348,52.42,19.0,1.36,1994.0,0.72,E
2,No,-,No,-,Neither,-,420358,30.38,45.0,1.0,1988.0,0.55,H
0,No,-,No,-,Neither,-,420376,51.49,36.0,1.38,1990.0,0.93,M
,,,,,,,420LEA,32.46,308.0,1.27,1994.0,0.59,
1,Yes,1:2:3:4:5,No,-,Neither,-,421304,16.68,65.0,1.44,1999.0,0.96,E
1,Yes,6:07:08,No,-,Neither,-,421306,7.57,60.0,1.36,2000.0,0.81,M
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,421316,10.92,106.0,1.96,1990.0,0.67,H
0,Yes,3:04:05,No,-,Neither,-,421328,17.72,56.0,1.3,1998.0,1.0,E
,,,,,,,421LEA,13.02,287.0,1.54,1997.0,0.81,
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Students,9:10:11:12:13,422310,,7.0,0.88,,1.23,H
0,Yes,PK:K:1:2:3:4,No,-,Neither,-,422314,10.92,31.0,1.15,1996.0,2.6,E
0,No,-,No,-,Neither,-,422315,12.72,19.0,0.76,1991.0,0.77,H
0,Yes,5:6:7:8,No,-,Both,5:6:7:8,422318,28.99,23.0,1.1,2009.0,0.72,M
,,,,,,,422LEA,16.75,80.0,0.99,1999.0,1.1,
1,No,-,No,-,Neither,-,430304,24.13,49.0,1.09,2003.0,0.76,E
1,No,-,No,-,Neither,-,430308,53.86,51.0,1.21,2000.0,0.54,E
1,No,-,No,-,Neither,-,430312,19.71,61.0,1.69,2003.0,0.51,E
2,No,-,No,-,Neither,-,430316,19.45,32.0,0.53,2001.0,0.77,E
2,No,-,No,-,Neither,-,430320,39.19,29.0,1.07,2003.0,0.75,E
1,No,-,No,-,Neither,-,430328,20.24,58.0,1.12,2002.0,0.71,E
1,Yes,6:07:08,No,-,Neither,-,430330,23.81,56.0,1.08,2004.0,0.65,M
3,No,-,No,-,Neither,-,430332,29.91,48.0,0.98,2000.0,0.46,M
1,Yes,3:04:05,No,-,Neither,-,430336,41.39,20.0,0.95,2001.0,0.67,E
1,No,-,No,-,Neither,-,430340,48.26,22.0,0.92,1999.0,0.73,E
-,Yes,9:10:11:12,No,-,Neither,-,430341,,8.0,1.14,,0.76,H
1,No,-,No,-,Neither,-,430344,25.16,23.0,0.49,2001.0,0.64,E
-,No,-,No,-,Neither,-,430345,,5.0,0.38,,0.68,T
1,No,-,No,-,Neither,-,430346,11.82,120.0,1.36,2004.0,0.59,H
2,Yes,6:07:08,No,-,Neither,-,430347,16.18,96.0,1.25,2005.0,0.81,M
5,Yes,3:04:05,No,-,Neither,-,430348,32.27,56.0,1.51,2000.0,0.56,E
3,Yes,2:3:4:5,No,-,Neither,-,430349,20.71,76.0,1.36,2004.0,0.68,E
1,Yes,6:07:08,No,-,Neither,-,430351,14.03,67.0,1.2,2009.0,0.9,M
1,No,-,No,-,Neither,-,430352,24.39,31.0,0.67,2001.0,0.7,E
1,No,-,No,-,Neither,-,430358,30.2,35.0,0.66,2001.0,0.76,E
1,No,-,No,-,Neither,-,430368,42.52,30.0,0.73,2000.0,0.83,E
3,No,-,No,-,Neither,-,430369,17.7,80.0,1.23,2007.0,0.67,E
1,Yes,6:07:08,No,-,Neither,-,430370,28.36,68.0,1.45,2001.0,0.58,M
1,No,-,No,-,Neither,-,430371,13.71,124.0,1.33,2001.0,0.67,H
1,Yes,3:04:05,No,-,Neither,-,430376,32.72,48.0,1.37,2003.0,0.54,E
1,No,-,No,-,Neither,-,430378,12.49,105.0,1.35,2002.0,0.62,H
1,Yes,4:05,No,-,Neither,-,430380,40.68,21.0,0.81,2002.0,0.49,E
4,No,-,No,-,Neither,-,430384,11.74,101.0,1.33,1999.0,0.63,H
1,Yes,6:07:08,No,-,Neither,-,430386,33.9,72.0,1.38,2000.0,0.51,M
,,,,,,,430LEA,22.15,1592.0,1.14,2002.0,0.65,
75,Yes,K:1:2:3:4:5,No,-,Neither,-,43C000,6.47,12.0,1.0,,38.67,E
3,No,-,No,-,Both,K:1:2:3:4:5,440314,25.43,37.0,0.86,2001.0,1.37,E
2,No,-,No,-,Both,6:07:08,440318,22.03,37.0,1.23,2008.0,0.57,M
1,No,-,No,-,Both,6:07:08,440320,18.19,47.0,1.02,2003.0,0.69,M
-,No,-,No,-,Both,9:10:11:12,440326,,10.0,1.0,,0.72,H
1,Yes,4:05,No,-,Both,PK:K:1:2:3:4:5,440328,27.02,42.0,1.0,2003.0,1.56,E
