agency_code,pct_AIG_ELP,pct_ALL_ELP,pct_AM7_ELP,pct_AS7_ELP,pct_BL7_ELP,pct_EDS_ELP,pct_ELS_ELP,pct_FCS_ELP,pct_FEM_ELP,pct_HI7_ELP,pct_HMS_ELP,pct_MALE_ELP,pct_MIL_ELP,pct_MU7_ELP,pct_SWD_ELP,pct_WH7_ELP
00A000,,33.3,,,,,33.3,,54.5,30.8,,,,,,
00B000,,40.0,,,,,40.0,,,,,,,,,
010304,,64.7,,,,62.3,64.7,,59.4,64.1,,69.4,,,,
010308,,53.6,,,,57.7,53.6,,52.9,53.6,,54.5,,,,
010310,,26.3,,,,23.8,26.3,,29.7,26.8,,24.2,,,20.0,
010312,,66.0,,88.2,,62.1,66.0,,73.9,56.7,,60.0,,,16.7,
010320,,50.0,,,,,50.0,,,,,,,,,
010324,,28.9,,,,17.9,28.9,,30.8,27.0,,28.0,,,30.8,
010326,,47.3,,,,45.9,47.3,,35.9,48.3,,55.8,,,38.1,
010340,,45.2,,,,41.0,45.2,,50.0,46.3,,42.9,,,,
010346,,45.7,,,,46.2,45.7,,37.5,45.7,,54.5,,,,
010347,,63.2,,,,60.8,63.2,,65.5,63.5,,60.7,,,50.0,
010348,,14.3,,,,14.3,14.3,,16.7,15.5,,11.1,,,13.6,
010350,,22.8,,,,20.8,22.8,,18.5,20.8,,26.7,,,28.6,
010351,,63.2,,,,45.8,63.2,,53.8,64.0,,71.0,,,38.5,
010353,,34.4,,,,36.7,34.4,,38.5,34.5,,31.6,,,25.0,
010354,,49.5,,,,45.5,49.5,,58.5,48.9,,42.6,,,18.2,
010357,,61.3,,,,54.9,61.3,,60.0,61.4,,62.3,,,39.1,
010358,,55.1,,,,36.0,55.1,,57.1,57.6,,53.7,,,60.0,
010360,,30.8,,,,33.7,30.8,,25.0,30.8,,34.2,,,25.0,
010362,,78.6,,,,81.0,78.6,,86.7,76.0,,69.2,,,,
010364,,65.6,,,,56.8,65.6,,66.7,66.1,,65.0,,,35.3,
010372,,32.4,,,,20.0,32.4,,43.8,33.3,,22.2,,,,
010374,,71.4,,,,66.7,71.4,,74.3,70.8,,69.0,,,48.0,
010380,,65.2,,,,60.9,65.2,,68.9,65.1,,62.9,,,61.5,
010384,,10.0,,,,,10.0,,,,,,,,,
010388,,18.8,,,,20.8,18.8,,10.0,17.2,,22.7,,,25.0,
010394,,23.5,,,,22.6,23.5,,25.0,26.7,,22.7,,,,
010396,,44.2,,,,47.5,44.2,,31.3,37.5,,50.0,,,,
010400,,40.0,,,,48.0,40.0,,25.0,42.9,,50.0,,,,
010403,,15.8,,,,11.8,15.8,,20.0,18.8,,,,,,
010LEA,,48.2,50.0,56.9,60.0,43.7,48.2,,48.2,47.9,41.2,48.2,,,31.8,50.0
01B000,,36.4,,,,,36.4,,,,,,,,,
020302,,21.4,,,,20.0,21.4,,,30.0,,,,,,
020316,,50.0,,,,50.0,50.0,,71.4,50.0,,33.3,,,,
020328,,50.0,,,,,50.0,,45.5,53.8,,,,,,
020LEA,,42.2,,10.0,,40.0,42.2,,48.9,47.1,,34.2,,,9.5,
030304,,50.0,,,,50.0,50.0,,,50.0,,,,,,
030308,,45.0,,,,42.1,45.0,,,45.0,,35.7,,,,
030320,,40.0,,,,40.0,40.0,,52.6,40.0,,18.2,,,36.4,
030LEA,,45.3,,,,44.4,45.3,,55.9,45.3,,33.3,,,33.3,
040306,,13.3,,,,,13.3,,,16.7,,,,,,
040309,,28.6,,,,20.0,28.6,,,30.0,,20.0,,,,
040328,,55.6,,,,,55.6,,,60.0,,50.0,,,,
040LEA,,41.3,,27.3,,28.6,41.3,,52.0,44.2,,34.2,,,25.0,
050302,,20.0,,,,16.7,20.0,,,15.8,,23.1,,,,
050330,,51.5,,,,53.1,51.5,,35.7,51.6,,63.2,,,,
050335,,23.1,,,,23.1,23.1,,,25.0,,,,,,
050LEA,,34.7,,,,34.7,34.7,,37.9,34.3,,32.6,,,23.8,
060302,,16.7,,,,16.7,16.7,,,18.2,,,,,,
060304,,72.7,,,,,72.7,,,,,,,,,
060316,,43.8,,,,40.0,43.8,,,43.8,,,,,,
060318,,11.8,,,,11.8,11.8,,,11.8,,18.2,,,,
060328,,51.4,,,,48.6,51.4,,57.9,47.1,,44.4,,,,
060LEA,,40.2,,,,38.1,40.2,,37.3,37.5,,43.1,,,32.1,
070302,,77.3,,,,,77.3,,90.0,77.3,,66.7,,,,
070308,,58.8,,,,,58.8,,,56.3,,54.5,,,,
070326,,43.3,,,,33.3,43.3,,,46.4,,47.6,,,,
070327,,29.9,,,,25.0,29.9,,33.3,31.0,,27.5,,,,
070328,,35.1,,,,25.0,35.1,,42.3,35.2,,29.0,,,,
070329,,21.7,,,,,21.7,,,21.7,,18.8,,,,
070330,,25.0,,,,,25.0,,,20.0,,,,,,
070338,,10.5,,,,18.2,10.5,,,11.1,,16.7,,,,
070342,,15.8,,,,15.4,15.8,,8.3,11.4,,19.2,,,,
070LEA,,32.4,,,,25.5,32.4,,35.2,32.2,,30.7,,,20.7,
080LEA,,28.6,,,,,28.6,,,30.8,,,,,,
090304,,41.7,,,,,41.7,,,41.7,,,,,,
090317,,53.3,,,,53.8,53.3,,,53.3,,,,,,
090318,,36.0,,,,,36.0,,46.2,36.0,,25.0,,,,
090324,,66.1,,,,57.1,66.1,,65.4,66.1,,66.7,,,,
090328,,42.9,,,,40.0,42.9,,,42.9,,,,,,
090330,,5.9,,,,,5.9,,,5.0,,8.3,,,,
090332,,20.0,,,,,20.0,,,30.0,,,,,,
090333,,56.0,,,,,56.0,,50.0,66.7,,,,,,
090352,,51.5,,,,50.0,51.5,,58.8,50.0,,43.8,,,,
090365,,40.0,,,,30.8,40.0,,,37.5,,43.8,,,,
090368,,40.9,,,,42.9,40.9,,,42.9,,31.3,,,,
090LEA,,45.4,,,,41.9,45.4,,46.8,47.4,,44.1,,,34.1,
100302,,47.8,,,,47.2,47.8,,43.5,45.2,,52.2,,,,
100309,,16.7,,,,20.0,16.7,,,18.2,,,,,,
100310,,64.8,,,,66.7,64.8,,69.6,64.7,,61.3,,,,
100316,,27.8,,,,27.8,27.8,,18.2,29.4,,,,,,
100320,,36.5,,,,36.5,36.5,,38.1,37.0,,34.4,,,25.0,
100326,,24.0,,,,23.8,24.0,,27.3,26.1,,21.4,,,,
100332,,10.5,,,,5.6,10.5,,,11.8,,9.1,,,,
100336,,37.5,,,,46.2,37.5,,40.0,54.5,,,,,,
100338,,57.1,,,,59.0,57.1,,64.3,55.0,,53.6,,,,
100339,,43.8,,,,43.8,43.8,,,46.7,,30.0,,,,
100340,,66.0,,,,64.4,66.0,,54.2,62.8,,78.3,,,40.0,
100342,,58.8,,,,58.8,58.8,,,56.3,,,,,,
100344,,31.6,,,,32.4,31.6,,21.4,32.4,,37.5,,,,
100348,,26.7,,,,24.1,26.7,,26.7,25.9,,26.7,,,,
100LEA,,42.5,,33.3,,43.3,42.5,,40.9,43.0,,44.0,,,28.0,43.8
110304,,57.1,,,,60.0,57.1,,,50.0,,58.8,,,,
110306,,29.4,,,,33.3,29.4,,,33.3,,25.0,,,,
110324,,59.5,,,,55.9,59.5,,81.3,58.8,,46.2,,,,
110332,,68.2,,,,66.7,68.2,,,66.7,,64.7,,,,
110336,,45.5,,,,40.0,45.5,,60.0,45.5,,33.3,,,,
110338,,27.3,,,,27.3,27.3,,,27.3,,,,,,
110340,,25.0,,,,26.1,25.0,,22.2,22.4,,27.3,,,18.2,42.9
110342,,44.7,,,,43.9,44.7,,42.9,36.1,,46.2,,,24.0,
110348,,71.6,,,,58.6,71.6,,75.9,73.2,,68.4,,,,
110352,,35.6,,,,31.0,35.6,,35.3,33.3,,35.7,,,20.0,
110356,,73.7,,,,68.8,73.7,,,75.0,,75.0,,,,
110366,,66.7,,,,57.9,66.7,,61.5,69.2,,72.7,,,,
110368,,46.7,,,,40.0,46.7,,,,,,,,,
110370,,65.2,,,,65.0,65.2,,63.6,61.1,,66.7,,,,
110372,,62.7,,,,71.0,62.7,,77.4,62.5,,50.0,,,,84.6
110376,,41.2,,,,40.0,41.2,,,,,40.0,,,,
110379,,58.8,,,,59.6,58.8,,72.0,59.2,,46.2,,,,
110380,,34.6,,,,28.6,34.6,,33.3,32.0,,35.7,,,,
110381,,46.7,,,,41.7,46.7,,,46.2,,60.0,,,,
110382,,37.0,,,,38.5,37.0,,46.2,40.0,,28.6,,,40.0,
110384,,55.1,,,,54.2,55.1,,55.6,55.3,,54.8,,,,
110401,,31.0,,,,28.6,31.0,,36.4,24.0,,27.8,,,,
110408,,83.5,,,,84.9,83.5,,84.8,85.7,,82.6,,,,75.0
110410,,62.6,,,,59.8,62.6,,57.4,61.9,,67.2,,,36.4,
110412,,52.9,,,,53.5,52.9,,53.8,55.1,,52.0,,,60.0,
110416,,45.9,,,,41.3,45.9,,47.1,44.2,,45.5,,,38.5,
110420,,47.8,,,,36.8,47.8,,53.8,36.8,,40.0,,,,
110422,,42.1,,,,41.8,42.1,,37.9,39.1,,44.7,,,40.0,
110425,,24.1,,,,24.1,24.1,,16.7,21.7,,29.4,,,9.1,
110428,,48.0,,,,45.8,48.0,,61.5,42.9,,33.3,,,,
110436,,57.6,,,,57.1,57.6,,60.0,58.7,,55.6,,,,57.9
110444,,55.6,,,,,55.6,,54.5,52.9,,,,,,
110450,,17.4,,,,15.4,17.4,,17.6,14.0,,17.2,,,5.0,
110451,,35.4,,,,37.0,35.4,,31.6,30.6,,37.9,,,22.2,
110LEA,,50.7,,61.8,,48.3,50.7,,53.1,49.1,22.2,48.9,,,31.7,60.6
111302,,45.5,,,,,45.5,,,,,,,,,
111304,,58.3,,,,63.6,58.3,,,70.0,,,,,,
111332,,40.0,,,,,40.0,,,,,,,,,
111360,,50.0,,,,57.1,50.0,,,64.3,,,,,,
111LEA,,47.1,,,,50.8,47.1,,54.5,51.0,,40.5,,,31.3,
120304,,68.8,,,,58.3,68.8,,,61.5,,66.7,,,,
120312,,37.8,,64.3,,37.1,37.8,,25.0,26.3,,47.6,,,,
120314,,27.8,,33.3,,30.8,27.8,,,,,20.0,,,,
120315,,41.7,,,,41.7,41.7,,,,,,,,,
120316,,53.7,,,,53.8,53.7,,56.1,52.3,,51.9,,,34.8,
120318,,19.6,,20.0,,15.6,19.6,,41.2,19.4,,8.8,,,5.0,
120320,,43.8,,42.9,,50.0,43.8,,,,,50.0,,,,
120324,,35.0,,37.5,,37.5,35.0,,30.0,,,40.0,,,,
120334,,20.0,,,,,20.0,,,,,,,,,
120338,,47.6,,50.0,,47.6,47.6,,41.7,40.0,,,,,,
120340,,55.4,,,,55.0,55.4,,62.7,55.6,,49.5,,,42.9,
120344,,72.2,,80.0,,76.5,72.2,,,,,,,,,
120346,,20.0,,,,15.4,20.0,,,,,25.0,,,,
120350,,23.5,,,,25.0,23.5,,,,,36.4,,,,
120368,,55.0,,63.2,,50.0,55.0,,73.3,47.6,,44.0,,,,
120370,,33.3,,,,34.3,33.3,,24.2,33.8,,40.5,,,21.4,
120374,,72.7,,,,,72.7,,,,,,,,,
120386,,45.5,,38.5,,44.4,45.5,,,,,38.5,,,,
120390,,17.1,,,,18.2,17.1,,19.2,15.2,,15.9,,,8.0,
120LEA,80.0,42.7,,49.7,,42.4,42.7,,45.9,41.4,,40.5,,,27.0,
130304,,51.9,,,,50.5,51.9,,46.3,51.5,,58.0,,,18.8,
130307,,60.0,,,,,60.0,,,,,,,,,
130308,,64.5,,,,65.4,64.5,,81.8,72.7,,55.0,,,,
130309,,29.3,,,,22.2,29.3,,44.4,29.3,,17.4,,,,
130310,,27.9,,,,30.6,27.9,,33.3,18.2,,24.0,,,6.7,
130311,,61.2,,,,65.6,61.2,,54.5,60.7,,64.4,,,53.3,
130312,,64.5,,75.0,,,64.5,,72.2,,,53.8,,,,
130313,,11.3,,,,12.8,11.3,,17.4,11.3,,7.7,,,5.0,
130314,,16.2,,,,15.9,16.2,,8.8,15.2,,23.5,,,14.8,
130316,,22.8,,,,25.0,22.8,,16.0,22.8,,28.1,,,13.6,
130318,,13.9,,,,15.6,13.9,,8.3,12.9,,16.7,,,15.0,
130319,,77.8,,93.3,,,77.8,,76.5,50.0,,80.0,,,,
130320,,42.9,,,,,42.9,,,,,30.0,,,,
130321,,62.8,,,,63.3,62.8,,66.0,62.2,,60.6,,,47.1,
130322,,70.0,,,,,70.0,,,70.0,,,,,,
130325,,86.4,,,,86.7,86.4,,,83.3,,81.3,,,,
130326,,24.3,,,,25.9,24.3,,25.0,25.0,,23.8,,,10.0,
130327,,26.1,,,,25.0,26.1,,,20.0,,29.4,,,,
130328,,74.2,,,,58.3,74.2,,66.7,76.7,,78.9,,,,
130329,,46.9,,,,46.7,46.9,,54.3,45.2,,37.1,,,9.1,
130330,,54.5,,,,54.5,54.5,,50.0,54.5,,58.3,,,,
130331,,52.0,,,,44.4,52.0,,63.6,35.7,,42.9,,,,
130332,,30.0,,,,23.1,30.0,,,30.8,,23.1,,,,
130336,,66.7,,75.0,,,66.7,,69.2,,,64.3,,,,
130337,,68.8,,,,,68.8,,70.0,,,,,,,
130338,,59.6,,,,58.4,59.6,,60.7,59.9,,58.6,,,51.6,
130340,,53.6,,,,50.0,53.6,,66.7,54.4,,46.3,,,40.0,
130342,,46.1,,,,41.1,46.1,,45.2,44.9,,46.7,,,30.0,
130344,,63.6,,,,61.9,63.6,,64.8,63.6,,62.5,,,55.6,
130345,,72.7,,61.5,,68.8,72.7,,77.3,68.8,,69.7,,,,
130346,,40.0,,,,,40.0,,,,,,,,,
130355,,19.4,,,,20.4,19.4,,16.7,15.8,,21.1,,,11.5,
130LEA,81.8,47.9,,68.3,44.8,45.3,47.9,,50.1,45.4,27.3,46.2,,50.0,28.7,63.0
132304,,23.6,,,,26.5,23.6,,11.9,23.8,,31.3,,,13.0,
132308,,61.0,,,,55.0,61.0,,68.4,60.0,,54.5,,,,
132312,,54.5,,,,47.8,54.5,,55.6,53.5,,53.8,,,,
132314,,38.0,,,,26.3,38.0,,38.5,34.8,,37.5,,,,
132328,,57.7,,,,63.0,57.7,,76.5,58.8,,48.6,,,,
132330,,25.9,,,,20.0,25.9,,29.3,27.3,,22.5,,,17.9,
132332,,47.6,,,,33.3,47.6,,44.0,46.8,,50.0,,,46.2,
132336,,46.3,,,,60.0,46.3,,47.1,46.3,,45.8,,,,
132LEA,,40.4,,,,39.6,40.4,,40.0,40.3,,40.7,,,27.8,
13A000,,34.5,,,,,34.5,,,38.5,,40.9,,,,
13B000,,46.2,,,,,46.2,,,,,,,,,
13C000,,68.8,,,,61.5,68.8,,,70.0,,,,,,
13D000,,33.3,,,,,33.3,,,30.8,,,,,,
140312,,63.4,,,,62.1,63.4,,78.1,63.2,,51.3,,,,
140332,,16.7,,,,18.8,16.7,,,16.7,,,,,20.0,
140340,,45.5,,,,45.5,45.5,,,42.1,,33.3,,,,
140348,,42.9,,,,42.1,42.9,,,33.3,,23.1,,,,
140352,,45.0,,,,47.1,45.0,,41.7,42.1,,,,,,
140368,,20.0,,,,,20.0,,,20.0,,,,,,
140384,,45.5,,,,45.5,45.5,,,45.5,,,,,,
140386,,20.7,,,,27.3,20.7,,,24.0,,20.0,,,,
140390,,27.8,,,,29.4,27.8,,,27.8,,18.2,,,,
140392,,91.7,,,,,91.7,,,91.7,,,,,,
140396,,68.4,,,,,68.4,,,75.0,,50.0,,,,
140LEA,,45.8,,75.0,,43.5,45.8,,55.6,45.6,,38.5,,,25.4,
160306,,64.3,,,,66.7,64.3,,,61.5,,,,,,
160317,,47.1,,,,40.0,47.1,,,46.7,,41.7,,,,
160318,,30.4,,,,31.8,30.4,,,28.6,,31.3,,,,
160322,,58.8,,,,58.8,58.8,,60.0,61.3,,57.9,,,,
160324,,48.0,,,,48.0,48.0,,41.7,40.0,,53.8,,,,
160344,,50.0,,,,50.0,50.0,,,41.2,,41.7,,,,
160LEA,,47.5,,63.6,,46.6,47.5,,50.0,44.3,,45.6,,,31.0,
170LEA,,42.3,,,,42.1,42.3,,,42.3,,35.3,,,,
180302,,45.0,,,,37.1,45.0,,40.0,43.2,,50.0,,,14.3,
180304,,46.7,,,,54.1,46.7,,33.3,41.2,,55.6,,,58.3,
180308,,35.3,,,,20.0,35.3,,,28.6,,30.8,,,,
180316,,68.1,,68.0,,66.7,68.1,,65.4,66.7,,69.6,,,,
180320,,17.8,,20.0,,17.1,17.8,,17.6,14.3,,17.9,,,23.1,
180324,,65.2,,,,60.0,65.2,,45.5,57.1,,83.3,,,,
180326,,55.3,,,,51.6,55.3,,64.3,55.6,,50.0,,,,
180332,,43.9,,46.2,,42.1,43.9,,40.0,42.9,,47.6,,,,
180336,,51.6,,,,48.1,51.6,,54.5,52.4,,50.0,,,,
180340,,28.2,,36.8,,28.1,28.2,,41.7,21.1,,22.2,,,30.0,
180342,,30.0,,,,,30.0,,,,,,,,,
180343,,50.7,,65.2,,53.3,50.7,,48.4,43.2,,52.6,,,,
180344,,64.3,,,,62.5,64.3,,78.6,71.4,,50.0,,,,
180346,,57.1,,,,54.5,57.1,,,,,50.0,,,,
180348,,44.0,,,,43.8,44.0,,45.5,56.3,,42.9,,,,
180356,,54.3,,72.7,,56.0,54.3,,40.0,41.7,,65.0,,,20.0,50.0
180360,,51.1,,56.5,,48.6,51.1,,36.4,47.4,,65.2,,,,
180364,,39.3,,28.6,,31.8,39.3,,,41.7,,35.0,,,46.2,
180372,,60.6,,57.1,,62.2,60.6,,72.9,61.1,,51.8,,,53.8,
180376,,33.3,,,,31.9,33.3,,31.4,33.8,,34.6,,,33.3,
180379,,53.1,,,,53.3,53.1,,63.6,57.1,,50.0,,,,
180380,,52.6,,,,55.6,52.6,,,50.0,,57.1,,,,
180388,,62.2,,,,60.4,62.2,,58.1,65.6,,65.5,,,36.8,
180LEA,,50.1,,49.6,,48.9,50.1,,50.4,49.9,,50.0,,,36.0,54.2
181312,,15.7,,,,16.7,15.7,,21.1,17.4,,12.5,,,5.0,
181316,,12.0,,,,17.6,12.0,,,15.8,,11.8,,,10.0,
181322,,15.9,,5.0,,18.2,15.9,,17.9,19.3,,14.6,,,5.0,
181326,,56.0,,,,46.7,56.0,,58.3,55.6,,53.8,,,,
181332,,65.6,,,,76.0,65.6,,71.0,67.9,,60.6,,,,
181336,,59.6,,,,60.5,59.6,,59.1,59.6,,60.0,,,,
181342,,50.0,,,,35.7,50.0,,50.0,48.3,,50.0,,,,
181344,,62.2,,,,61.5,62.2,,69.2,59.7,,54.3,,,,
181LEA,,43.5,,35.3,,42.7,43.5,,49.4,44.7,,38.9,,,12.0,
182316,,23.5,,,,26.1,23.5,,25.0,24.4,,22.6,,,9.5,
182321,,11.1,,,,9.8,11.1,,7.1,9.8,,12.9,,,15.8,
182322,,42.2,,,,41.5,42.2,,47.4,38.9,,38.5,,,,
182324,,60.0,,,,65.5,60.0,,57.1,65.5,,64.3,,,,
182328,,57.3,,45.5,,58.1,57.3,,65.2,57.8,,50.0,,,44.4,
182LEA,,41.0,,40.0,,42.4,41.0,,47.5,40.9,,35.9,,,25.4,
190308,,53.8,,,,54.5,53.8,,,53.8,,,,,,
190312,,18.3,,,,18.8,18.3,,10.0,18.3,,24.4,,,12.2,
190316,,30.8,,,,40.0,30.8,,,25.0,,,,,,
190328,,35.7,,,,38.5,35.7,,,35.7,,18.2,,,,
190332,,58.3,,,,58.3,58.3,,,58.3,,,,,,
190336,,23.6,,,,23.3,23.6,,22.0,23.8,30.0,24.6,,,28.6,
190339,,19.4,,,,15.6,19.4,,13.3,15.2,,23.8,,,5.0,
190340,,66.7,,,,66.7,66.7,,,64.7,,72.7,,,,
190341,,63.6,,,,61.0,63.6,,63.4,62.4,,63.8,,,57.9,
190342,,29.8,,,,30.0,29.8,,33.3,29.1,,26.7,,,33.3,
190346,,52.9,,,,50.0,52.9,,,50.0,,,,,,
190348,,72.7,,,,70.0,72.7,,,76.2,,69.2,,,,
190350,,54.4,,,,53.9,54.4,,55.4,54.7,48.0,53.5,,,45.5,
190352,,17.6,,,,17.6,17.6,,10.0,17.6,,,,,,
190370,,56.7,,,,55.7,56.7,,54.7,56.5,50.0,58.7,,,32.0,
190LEA,,44.7,,,,44.1,44.7,,46.3,44.2,41.0,43.4,,,27.8,
200LEA,,40.0,,,,,40.0,,,29.4,,35.7,,,,
210306,,25.0,,,,25.0,25.0,,30.0,27.3,,,,,,
210316,,27.8,,,,27.8,27.8,,30.0,27.8,,,,,,
210LEA,,28.9,,,,31.4,28.9,,29.2,30.6,,28.6,,,,
220308,,76.9,,,,77.3,76.9,,83.3,80.0,,71.4,,,,
220LEA,,62.5,,,,73.3,62.5,,66.7,64.1,,59.1,,,,
230308,,70.0,,,,,70.0,,,,,,,,,
230312,,30.8,,,,,30.8,,,36.4,,36.4,,,,
230316,,5.0,,,,5.0,5.0,,,,,,,,,
230336,,27.3,,,,,27.3,,,,,,,,,
230361,,41.7,,,,,41.7,,,41.7,,,,,,
230362,,50.0,,,,,50.0,,,,,,,,,
230364,,42.9,,,,52.9,42.9,,54.5,47.4,,30.0,,,,
230368,,62.5,,,,,62.5,,,66.7,,,,,,
230376,,47.1,,,,50.0,47.1,,,47.1,,,,,,
230LEA,,46.6,,27.3,,50.4,46.6,,55.3,50.5,,38.8,,,27.8,26.7
23A000,,30.8,,,,,30.8,,,,,,,,,
240304,,5.0,,,,,5.0,,,5.0,,,,,,
240308,,21.2,,,,22.2,21.2,,27.8,21.2,,13.3,,,,
240354,,42.9,,,,33.3,42.9,,,40.7,,30.0,,,,
240356,,10.0,,,,,10.0,,,10.0,,,,,,
240370,,23.1,,,,,23.1,,,23.1,,,,,,
240LEA,,20.8,,,,18.0,20.8,,23.8,20.0,,18.8,,,10.7,
241308,,44.0,,,,35.3,44.0,,50.0,45.5,,36.4,,,,
241320,,55.0,,,,42.9,55.0,,75.0,55.0,,,,,,
241LEA,,47.5,,,,41.7,47.5,,58.6,48.1,,36.7,,,27.3,
250304,,53.8,,55.6,,52.0,53.8,,41.7,,,64.3,,,,
250306,,57.1,,,,58.3,57.1,,,,,,,,,
250312,,68.4,,,,66.7,68.4,,70.0,61.5,,,,,,
250320,,56.3,,,,56.3,56.3,,,57.1,,,,,,
250328,,63.6,,,,63.6,63.6,,,70.0,,,,,,
250332,,21.4,,,,27.3,21.4,,,,,9.1,,,,
250348,,65.2,,68.8,,61.9,65.2,,,,,53.3,,,,
250350,,36.4,,,,38.1,36.4,,20.0,31.6,,50.0,,,,
250356,,30.4,,27.9,,29.2,30.4,,33.3,40.0,,28.9,,,,
250360,,51.1,,,,51.1,51.1,,63.6,47.2,,39.1,,,,
250364,,57.7,,55.8,,62.5,57.7,,60.0,,,56.3,,,,
250372,,17.6,,,,21.4,17.6,,,14.3,,,,,,
250376,,9.5,,,,5.9,9.5,,,5.0,,8.3,,,,
250LEA,,44.9,,48.0,45.5,45.7,44.9,,46.4,40.6,,43.9,50.0,,20.5,62.5
260306,,25.0,,,,,25.0,,,,,,,,,
260318,,48.0,,,,42.9,48.0,,46.7,,,50.0,,,,
260320,,46.7,,,,33.3,46.7,,,27.3,,,,,,
260321,,31.3,,,,,31.3,,,26.7,,,,,,
260322,,34.6,,,,45.5,34.6,,46.2,33.3,,23.1,,,,
260325,,38.5,,,,35.7,38.5,,41.2,38.5,,,,,,
260326,,46.7,,,,,46.7,,,33.3,,,,,,
260338,,66.7,,,,62.5,66.7,,60.0,68.4,,71.4,,,,
260340,,60.0,,,,,60.0,,,,,,,,,
260348,,44.4,,,,,44.4,,,47.1,,54.5,,,,
260352,,75.0,,,,76.9,75.0,,,75.0,,,,,,
260357,,36.8,,,,30.8,36.8,,,35.3,,38.5,,,,
260359,,25.0,,,,,25.0,,,27.3,,,,,,
260362,,25.0,,,,18.2,25.0,,,20.0,,,,,,
260364,,56.3,,,,59.1,56.3,,50.0,58.1,,61.1,,,,
260365,,23.5,,,,10.0,23.5,,40.0,20.0,,,,,,
260366,,60.0,,,,,60.0,,,,,,,,,
260367,,57.1,,,,50.0,57.1,,60.0,,,54.5,,,,
260369,,61.9,,,,66.7,61.9,,,,,61.5,,,,
260370,,50.0,,,,,50.0,,,41.7,,,,,,
260372,,21.4,,,,15.4,21.4,,,23.1,,,,,,
260373,,72.2,,,,68.8,72.2,,,71.4,,76.9,,,,
260380,,61.5,,,,,61.5,,,70.0,,,,,,
260383,,41.2,,,,40.0,41.2,,,,,36.4,,,,
260396,,46.2,,,,,46.2,,,36.4,,,,,,
260397,,57.1,,,,41.7,57.1,,63.6,,,50.0,,,,
260398,,53.8,,,,,53.8,,,58.3,,,,,,
260400,,46.2,,,,46.2,46.2,,53.8,44.4,,38.5,,,,
260401,,60.0,,,,,60.0,,,,,,,,,
260402,,18.2,,,,,18.2,,,20.0,,,,,,
260403,,50.0,,,,,50.0,,,,,,,,,
260404,,41.7,,,,,41.7,,,45.5,,,,,,
260406,,27.3,,,,,27.3,,,20.0,,,,,,
260407,,40.0,,,,,40.0,,,,,,,,,
260408,,20.8,,,,16.7,20.8,,27.3,27.8,,15.4,,,,
260410,,66.7,,,,,66.7,,,,,,,,,
260414,,36.8,,,,,36.8,,,21.4,,40.0,,,,
260415,,58.3,,,,,58.3,,,,,60.0,,,,
260424,,23.8,,,,20.0,23.8,,,20.0,,14.3,,,18.2,
260425,,20.0,,,,14.3,20.0,,,12.5,,21.4,,,,
260426,,53.8,,,,,53.8,,,,,,,,,
260427,,25.8,,,,25.0,25.8,,28.6,24.0,,23.5,,,30.0,
260434,,61.1,,,,,61.1,,,,,50.0,,,,
260440,,45.0,,,45.5,54.5,45.0,,41.7,,,,,,,
260446,,26.3,,,,10.0,26.3,,,31.3,,20.0,,,,
260448,,33.3,,,,,33.3,,,,,,,,,
260452,,63.6,,,,62.5,63.6,,58.3,52.9,,70.0,,,,
260454,,27.3,,,,,27.3,,,30.0,,,,,,
260455,,23.3,,,,18.2,23.3,,26.7,28.0,,20.0,,,,
260LEA,,44.2,60.0,56.6,47.4,42.3,44.2,,46.1,40.2,,42.6,48.1,38.5,28.2,58.9
26B000,,46.7,,,,,46.7,,,,,,,,,
270309,,40.0,,,,,40.0,,,40.0,,,,,,
270LEA,,36.4,,,,29.2,36.4,,,35.7,,28.0,,,,
280302,,57.9,,,,55.6,57.9,,50.0,57.9,,,,,,
280304,,18.2,,,,18.2,18.2,,,18.2,,,,,,
280310,,72.9,,,,68.3,72.9,,75.0,71.1,,70.8,,,,
280312,,50.0,,,,49.4,50.0,,48.6,49.4,,51.1,,,45.5,
280316,,22.7,,,,22.2,22.7,,40.0,22.7,,8.3,,,,
280320,,9.1,,,,9.1,9.1,,,9.1,,,,,,
280324,,57.9,,,,52.9,57.9,,,55.6,,58.3,,,,
280328,,14.3,,,,18.2,14.3,,,15.4,,20.0,,,,
280330,,43.5,,,,46.7,43.5,,45.5,42.9,,41.7,,,,
280LEA,,48.0,,,,46.4,48.0,,51.4,46.7,,45.5,,,26.2,
290302,,76.9,,,,70.0,76.9,,,81.8,,,,,,
290308,,46.2,,,,54.5,46.2,,,41.7,,45.5,,,,
290309,,7.7,,,,8.3,7.7,,,7.7,,,,,,
290312,,50.0,,,,53.8,50.0,,36.4,50.0,,58.8,,,,
290316,,50.0,,,,50.0,50.0,,,54.5,,,,,,
290324,,20.0,,,,,20.0,,,20.0,,,,,,
290328,,55.0,,,,50.0,55.0,,,46.7,,54.5,,,,
290332,,52.2,,,,52.4,52.2,,58.3,47.4,,45.5,,,,
290333,,51.9,,,,52.0,51.9,,53.3,43.5,,50.0,,,,
290334,,38.5,,,,45.5,38.5,,,33.3,,,,,,
290336,,42.9,,,,40.0,42.9,,36.4,44.4,,50.0,,,,
290344,,46.2,,,,50.0,46.2,,,46.2,,,,,,
290348,,30.0,,,,,30.0,,,,,,,,,
