agency_code,pct_AIG_ELP,pct_ALL_ELP,pct_AM7_ELP,pct_AS7_ELP,pct_BL7_ELP,pct_EDS_ELP,pct_ELS_ELP,pct_FCS_ELP,pct_FEM_ELP,pct_HI7_ELP,pct_HMS_ELP,pct_MALE_ELP,pct_MIL_ELP,pct_MU7_ELP,pct_SWD_ELP,pct_WH7_ELP
430336,,63.0,,,,53.8,63.0,,53.8,64.0,,71.4,,,,
430340,,60.0,,,,70.0,60.0,,,60.0,,63.6,,,,
430344,,53.3,,,,60.0,53.3,,50.0,56.0,,55.6,,,,
430346,,38.6,,,,37.9,38.6,,51.6,40.3,,28.2,,,41.2,
430347,,21.3,,,,22.5,21.3,,22.2,18.2,,20.7,,,10.0,
430348,,67.5,,,,62.5,67.5,,65.0,72.2,,70.0,,,,
430349,,66.7,,,,65.0,66.7,,,66.7,,76.9,,,,
430351,,5.0,,,,5.0,5.0,,5.0,5.0,,,,,,
430352,,47.1,,,,53.3,47.1,,44.4,45.5,,50.0,,,,
430358,,44.0,,,,36.4,44.0,,45.5,42.9,,42.9,,,,
430368,,42.7,,,,44.8,42.7,,48.3,42.7,,39.1,,,,
430369,,57.9,,,,,57.9,,54.5,40.0,,,54.5,,,
430370,,9.1,,,,,9.1,,,9.1,,,,,,
430371,,12.9,,,,9.1,12.9,,8.3,8.7,,15.8,,,,
430376,,76.9,,,,72.7,76.9,,,76.0,,72.2,,,,
430378,,31.2,,,,31.5,31.2,,31.3,28.6,,31.1,,,22.2,
430380,,70.0,,,,60.0,70.0,,,66.7,,75.0,,,,
430384,,7.8,,,,8.2,7.8,,5.0,8.2,,11.8,,,,
430386,,13.8,,,,8.3,13.8,,7.1,15.4,,20.0,,,9.1,
430LEA,,42.9,,41.7,,41.5,42.9,,43.5,42.5,,42.4,57.6,,32.8,55.6
440314,,41.7,,,,36.4,41.7,,,41.7,,,,,,
440328,,27.8,,,,,27.8,,,26.7,,,,,,
440348,,53.3,,,,51.7,53.3,,60.0,48.1,,40.0,,,,
440349,,41.2,,,,35.7,41.2,,,25.0,,,,,,
440350,,29.4,,,,31.3,29.4,,,29.4,,9.1,,,,
440390,,13.3,,,,14.3,13.3,,,13.3,,10.0,,,,
440396,,5.0,,,,,5.0,,,5.0,,,,,,
440LEA,,32.9,,,,31.1,32.9,,40.3,30.0,,26.3,,,25.5,
450301,,16.2,,,,11.4,16.2,,14.3,9.4,,17.4,,,6.3,
450302,,40.0,,,,,40.0,,,,,,,,,
450306,,57.3,,,,57.0,57.3,,76.5,57.9,,43.8,,,56.0,
450307,,69.8,,,,71.7,69.8,,63.6,70.2,,73.2,,,,
450308,,67.2,,,,66.9,67.2,,71.9,66.7,,63.4,,,56.3,
450316,,25.0,,,,25.5,25.0,,35.3,25.5,,20.0,,,22.7,
450322,,60.0,,,,60.5,60.0,,66.7,60.0,,56.0,,,38.5,
450328,,15.4,,,,16.0,15.4,,15.0,14.9,,15.6,,,9.5,
450332,,75.0,,,,75.0,75.0,,83.3,75.0,,70.0,,,,
450334,,43.8,,,,41.7,43.8,,,41.7,,,,,,
450335,,35.3,,,,37.5,35.3,,,33.3,,,,,10.0,
450336,,48.4,,,,48.4,48.4,,56.1,49.4,,42.6,,,15.4,
450339,,57.1,,,,57.9,57.1,,,69.2,,75.0,,,,
450340,,53.8,,,,54.2,53.8,,58.8,63.2,,,,,,
450341,,22.7,,,,23.1,22.7,,15.4,22.5,,25.8,,,15.4,
450342,,20.0,,,,16.7,20.0,,27.3,21.4,,,,,,
450343,,5.0,,,,,5.0,,,5.0,,,,,,
450344,,56.0,,,,54.1,56.0,,60.0,58.0,,52.7,,,38.5,
450346,,64.0,,,,64.3,64.0,,66.7,62.2,,61.7,,,50.0,
450352,,24.2,,,,17.2,24.2,,18.2,13.6,,27.3,,,,
450LEA,,49.2,,48.6,,49.1,49.2,,54.2,49.4,,45.5,,,29.5,54.8
460332,,69.2,,,,46.2,69.2,,,57.9,,70.6,,,,
460LEA,,64.7,,81.8,,55.6,64.7,,66.7,57.9,,63.3,,,,
470310,,70.7,,,,71.4,70.7,,69.0,69.8,,72.4,,,73.3,
470312,,24.4,,,,24.3,24.4,,33.3,25.0,,19.2,,,20.0,
470316,,60.0,,,,50.0,60.0,,,60.9,,62.5,,,,
470320,,11.5,,,,17.6,11.5,,5.0,13.0,,23.1,,,,
470328,,65.5,,,,63.8,65.5,,73.5,66.3,,60.4,,,53.8,
470330,,59.2,,,,64.5,59.2,,46.7,59.2,,64.7,,,,
470332,,25.9,,,,29.2,25.9,,30.0,25.9,,23.5,,,,
470336,,78.6,,,,,78.6,,,76.9,,,,,,
470340,,80.0,,,,,80.0,,,,,,,,,
470346,,64.2,,,,65.7,64.2,,61.1,62.0,,65.7,,,,
470441,,50.0,,,,53.8,50.0,,57.1,51.9,,42.9,,,,
470442,,5.0,,,,5.0,5.0,,,5.0,,,,,,
470LEA,,52.5,,,,52.0,52.5,,53.9,52.7,,51.5,60.0,,37.3,50.0
480306,,41.7,,,,,41.7,,,40.0,,,,,,
480316,,50.0,,,,,50.0,,,50.0,,,,,,
480LEA,,44.4,,,,,44.4,,57.1,44.0,,30.8,,,,
490308,,20.0,,,,,20.0,,,,,,,,,
490312,,25.0,,,,22.2,25.0,,,27.3,,25.0,,,,
490318,,56.3,,,,,56.3,,,45.5,,60.0,,,,
490319,,47.7,,60.0,,55.3,47.7,,52.0,45.5,,42.1,,,,
490324,,46.7,,,,48.3,46.7,,52.9,46.7,,38.5,,,,
490326,,51.8,,,,53.8,51.8,,49.0,52.7,,54.1,,,53.8,
490327,,26.3,,,,18.2,26.3,,22.2,21.9,,30.0,,,27.3,
490332,,62.9,,,,63.6,62.9,,42.9,62.9,,76.2,,,,
490335,,50.0,,,,,50.0,,,33.3,,50.0,,,,
490336,,62.5,,69.2,,,62.5,,,,,62.5,,,,
490337,,71.4,,,,,71.4,,,,,60.0,,,,
490345,,35.4,,,,37.8,35.4,,31.6,36.2,,37.9,,,,
490346,,21.6,,,,21.6,21.6,,33.3,22.2,,13.6,,,18.2,
490348,,53.8,,,,54.2,53.8,,,52.6,,52.6,,,,
490349,,15.8,,,,16.7,15.8,,,15.8,,16.7,,,,
490352,,15.2,,,,15.6,15.2,,20.0,11.1,,11.1,,,,
490354,,30.5,,,,28.0,30.5,,31.6,25.0,,30.0,,,9.1,
490360,,54.5,,,,,54.5,,,60.0,,,,,,
490362,,45.2,,,,46.7,45.2,,42.9,42.3,,47.1,,,,
490363,,54.9,,,,52.6,54.9,,60.0,57.7,,50.0,,,,
490364,,39.5,,,,39.5,39.5,,46.2,42.1,,36.7,,,,
490366,,33.3,,,,33.3,33.3,,,36.4,,,,,,
490368,,48.0,,,,50.0,48.0,,58.3,48.0,,38.5,,,,
490380,,34.6,,,,33.3,34.6,,60.0,35.0,,18.8,,,,
490384,,16.7,,,,13.6,16.7,,30.8,15.0,,5.0,,,,
490LEA,,41.2,,48.4,,40.3,41.2,,43.8,40.3,,39.3,,,28.1,47.4
491303,,24.0,,,,17.6,24.0,,9.1,12.5,,35.7,,,,
491306,,20.8,,,,19.0,20.8,,30.0,18.2,,14.3,,,7.7,
491308,,23.5,,,,16.7,23.5,,,18.2,,25.0,,,,
491312,,21.2,,,,23.1,21.2,,,14.3,,20.8,,,,
491316,,51.4,,,,50.0,51.4,,66.7,50.0,,40.9,,,,
491318,,52.4,,,,,52.4,,61.5,41.7,,,,,,
491320,,52.9,,,,54.8,52.9,,66.7,53.6,,45.5,,,,
491LEA,,36.6,,36.4,,35.1,36.6,,44.0,31.7,,31.9,,,11.6,76.9
49F000,,77.3,,,,,77.3,,,,,78.6,,,,
500304,,56.6,,,,57.1,56.6,,52.4,54.2,,59.4,,,,
500314,,50.0,,,,48.4,50.0,,66.7,50.0,,35.3,,,,
500316,,50.0,,,,,50.0,,,50.0,,,,,,
500LEA,,49.2,,,,47.5,49.2,,57.4,47.9,,43.2,,,33.3,
50A000,,60.0,,,,,60.0,,,53.3,,54.5,,,,
510308,,59.0,,,,60.3,59.0,,59.5,58.4,,58.3,,,66.7,
510310,,22.2,,,,24.0,22.2,,50.0,22.2,,5.9,,,7.7,
510324,,23.2,,,,28.1,23.2,,26.7,24.4,,19.2,,,10.5,
510326,,52.3,,,,57.5,52.3,,63.3,52.0,,43.1,,,42.9,
510327,,29.0,,,,26.1,29.0,,45.5,28.6,,20.0,,,30.0,
510328,,41.9,,,,33.3,41.9,,,37.0,,36.4,,,,
510330,,54.2,,,,54.1,54.2,,50.0,57.1,,57.9,,,53.8,
510332,,53.3,,,,57.0,53.3,,52.6,53.9,,53.7,,,46.7,
510333,,32.7,,,,27.3,32.7,,28.6,30.0,,35.3,,,24.0,
510334,,50.0,,,,50.0,50.0,,43.8,47.2,,54.5,,,38.5,
510336,,72.4,,,,71.4,72.4,,77.8,75.0,,63.6,,,,
510340,,55.4,,,,54.3,55.4,,55.9,55.4,,55.0,,,37.9,
510342,,26.9,,,,26.1,26.9,,18.2,26.9,,33.3,,,16.7,
510343,,53.7,,,,58.3,53.7,,66.7,52.6,,46.2,,,25.0,
510344,,20.0,,,,20.8,20.0,,20.0,20.0,,20.0,,,16.7,
510356,,52.8,,,,53.1,52.8,,56.8,51.5,,48.6,,,,
510358,,42.4,,,,37.8,42.4,,50.0,42.1,,36.4,,,21.4,
510359,,15.8,,,,18.8,15.8,,,16.7,,20.0,,,16.7,
510360,,50.0,,,,50.0,50.0,,50.0,50.0,,50.0,,,35.0,
510364,,6.1,,,,5.0,6.1,,20.0,6.9,,5.0,,,5.3,
510368,,12.1,,,,14.3,12.1,,16.7,12.5,,6.7,,,5.0,
510372,,55.8,,,,54.9,55.8,,50.0,56.9,,61.5,,,40.0,
510373,,79.4,,,,81.8,79.4,,81.8,80.0,,78.3,,,,77.3
510374,,60.0,,,,55.8,60.0,,69.2,57.4,,50.0,,,42.9,
510376,,16.7,,,,15.0,16.7,,,17.4,,20.0,,,5.0,
510377,,69.0,,,,58.8,69.0,,86.7,66.7,,50.0,,,,
510378,,68.4,,,,67.6,68.4,,72.2,64.7,,65.0,,,66.7,
510379,,28.6,,,,25.0,28.6,,,29.4,,14.3,,,,
510388,,60.1,,,,60.3,60.1,,65.0,60.6,,55.1,,,48.0,
510390,,23.6,,,,23.5,23.6,,20.7,23.9,,25.6,,,15.2,
510396,,60.0,,,,59.2,60.0,,57.9,59.4,,61.5,,,47.8,
510397,,21.2,,,,20.4,21.2,,15.4,21.6,,26.9,,,5.0,
510399,,14.6,,,,13.1,14.6,,10.4,15.3,,16.9,,,13.8,
510402,,14.5,,,,14.9,14.5,,22.7,13.6,,10.0,,,8.3,
510404,,67.6,,,,66.7,67.6,,66.7,67.3,,68.5,,,42.9,
510406,,17.0,,,,11.4,17.0,,12.5,17.6,,20.7,,,26.3,
510408,,59.3,,,,60.0,59.3,,60.0,59.1,,58.8,,,57.1,
510410,,54.8,,,,56.9,54.8,,60.5,54.2,,46.7,,,50.0,
510411,,33.3,,,,28.6,33.3,,,33.3,,50.0,,,36.4,
510412,,10.5,,,,8.3,10.5,,,5.9,,12.5,,,5.0,
510414,,55.6,,,,43.5,55.6,,56.3,56.3,,55.0,,,27.3,
510LEA,,45.3,,55.6,30.8,45.0,45.3,,48.9,44.8,26.3,42.5,,,31.6,58.3
520336,,66.7,,,,,66.7,,,63.6,,,,,,
520LEA,,53.3,,,,50.0,53.3,,47.4,50.0,,63.6,,,,
530302,,60.0,,,,58.6,60.0,,59.1,60.2,,60.8,,,23.1,
530308,,65.5,,,,66.0,65.5,,66.7,65.2,,64.4,,,28.6,
530312,,62.0,,,,62.7,62.0,,72.7,62.0,,50.9,,,35.3,
530314,,22.7,,,,23.1,22.7,,20.0,22.7,,24.1,,,5.0,
530320,,71.6,,,,69.5,71.6,,80.0,70.6,,62.8,,,57.1,
530336,,28.3,,,,25.8,28.3,,36.4,27.9,,23.2,,,29.2,
530340,,55.1,,,,55.8,55.1,,61.3,53.9,,49.4,,,42.9,
530341,,28.1,,,,29.6,28.1,,,28.1,,32.0,,,25.0,
530343,,58.3,,,,57.5,58.3,,68.6,57.5,,51.0,,,25.0,
530346,,42.1,,,,41.7,42.1,,61.5,42.1,,32.0,,,,
530354,,68.1,,,,68.3,68.1,,76.0,69.0,,59.1,,,,
530356,,26.1,,,,28.6,26.1,,38.9,26.7,,17.9,,,20.0,
530LEA,,52.3,,,,52.5,52.3,,60.6,51.8,37.5,45.6,,,29.6,76.5
540304,,54.8,,,,52.4,54.8,,71.4,54.8,,46.4,,,40.0,
540308,,68.3,,,,72.0,68.3,,61.9,66.7,,75.0,,,35.7,
540312,,10.0,,,,10.0,10.0,,,10.0,,7.7,,,10.0,
540316,,48.7,,,,29.2,48.7,,66.7,44.4,,37.5,,,,
540320,,56.0,,,,58.8,56.0,,63.6,52.2,,50.0,,,,
540324,,42.1,,,,,42.1,,,41.2,,40.0,,,,
540326,,63.6,,69.2,,,63.6,,,,,61.5,,,,
540328,,57.1,,,,53.1,57.1,,63.6,56.5,,51.9,,,50.0,
540336,,51.9,,,,,51.9,,70.0,52.0,,41.2,,,30.0,
540340,,84.0,,,,,84.0,,78.6,81.8,,90.9,,,,
540344,,21.4,,,,,21.4,,,21.4,,18.2,,,25.0,
540LEA,84.6,51.3,,56.3,,47.5,51.3,,60.1,50.5,,45.0,,,35.2,
550312,,53.3,,,,,53.3,,,50.0,,,,,,
550314,,68.8,,,,68.8,68.8,,,68.8,,,,,,
550316,,48.4,,,,46.7,48.4,,,48.3,,50.0,,,,
550324,,50.0,,,,50.0,50.0,,50.0,51.1,,50.0,,,42.9,
550328,,47.1,,,,42.9,47.1,,,46.7,,54.5,,,,
550332,,37.9,,,,34.6,37.9,,18.2,39.3,,50.0,,,27.3,
550334,,14.3,,,,14.3,14.3,,18.2,14.3,,10.0,,,,
550340,,36.4,,,,33.3,36.4,,,33.3,,21.4,,,,
550349,,63.6,,,,,63.6,,,60.0,,,,,,
550360,,41.7,,,,,41.7,,,36.4,,,,,,
550LEA,,44.4,,53.8,,41.9,44.4,,45.8,43.4,,43.5,,,29.8,
560304,,47.6,,,,45.0,47.6,,30.0,47.6,,63.6,,,,
560316,,41.1,,,,52.9,41.1,,63.6,42.3,,26.5,,,38.5,
560320,,25.0,,,,23.8,25.0,,30.0,26.1,,21.4,,,10.0,
560324,,73.3,,,,71.4,73.3,,85.7,77.8,,62.5,,,,
560328,,40.0,,,,46.2,40.0,,,35.7,,,,,,
560330,,40.0,,,,40.0,40.0,,,40.0,,33.3,,,,
560331,,50.0,,,,52.9,50.0,,,52.9,,50.0,,,,
560338,,49.1,,,,48.9,49.1,,59.3,49.0,,38.5,,,5.0,
560LEA,,45.6,,,,47.8,45.6,,54.5,46.2,,39.0,,,23.8,
570LEA,,33.3,,,,33.3,33.3,,36.4,33.3,,31.6,,,,
580312,,60.0,,,,,60.0,,,,,,,,,
580316,,59.1,,,,66.7,59.1,,50.0,59.1,,66.7,,,,
580LEA,,50.0,,,,48.1,50.0,,47.8,49.2,,51.2,,,54.5,
590306,,51.8,,,,50.0,51.8,,52.2,52.7,,51.5,,,,
590310,,10.5,,,,7.7,10.5,,10.0,5.6,,,,,,
590320,,68.6,,,,63.2,68.6,,73.3,66.7,,65.0,,,,
590330,,6.9,,,,5.0,6.9,,7.7,7.3,5.0,6.3,,,5.0,
590332,,53.8,,,,,53.8,,,50.0,,50.0,,,,
590336,,66.7,,,,75.0,66.7,,,66.7,70.0,83.3,,,,
590344,,50.0,,,,,50.0,,,50.0,,45.5,,,,
590352,,37.0,,,,27.8,37.0,,20.0,37.5,,47.1,,,,
590356,,20.8,,,,5.0,20.8,,23.1,21.7,,18.2,,,7.7,
590LEA,,38.7,,60.0,,31.1,38.7,,36.1,37.9,31.1,40.7,,,16.2,
600300,,61.6,,71.0,85.7,65.7,61.6,,62.7,57.8,,60.7,,,25.8,
600301,,19.0,,30.6,,18.5,19.0,,23.0,15.9,,16.4,,,16.7,
600302,,65.3,,95.0,,45.8,65.3,,72.7,50.0,,59.5,,,21.4,57.1
600305,,16.7,,,,,16.7,,,20.0,,18.2,,,,
600308,,41.7,,23.8,,48.0,41.7,,52.6,52.0,,34.5,,,,
600311,,47.4,,,,63.6,47.4,,,46.7,,58.3,,,,
600312,,45.7,,,,41.7,45.7,,43.8,43.1,,47.4,,,20.0,58.3
600313,,46.8,,,,41.4,46.8,,45.0,47.1,,48.1,,,21.4,
600314,,61.9,,75.0,,50.0,61.9,,73.9,44.4,,47.4,,,,72.7
600316,,45.5,,,,,45.5,,,,,,,,,
600317,,26.6,,,,20.0,26.6,,22.2,27.5,,28.8,,,18.2,
600318,,52.2,,35.3,,45.5,52.2,,53.8,59.4,,51.0,,,38.5,
600319,,56.6,,,,55.6,56.6,,63.2,55.5,,50.0,,,31.3,
600322,,73.3,,72.2,,,73.3,,85.7,,,62.5,,,,
600328,,50.0,,,,54.5,50.0,,,52.9,,45.5,,,,
600329,,64.6,,70.6,90.9,65.9,64.6,,72.8,62.6,,57.5,,,65.0,
600333,,29.0,,,,29.7,29.0,,25.7,27.8,,31.0,,,23.5,50.0
600335,,40.9,,,,28.6,40.9,,,41.7,,40.0,,,,
600338,,44.8,,,,48.1,44.8,,37.5,44.0,,50.0,,,,
600341,,31.8,,,28.6,32.0,31.8,,32.9,31.9,,30.9,,,15.4,
600344,,51.1,,,,47.4,51.1,,50.0,50.0,,52.1,,,41.7,
600345,,49.2,,70.8,,32.1,49.2,,54.5,22.2,,45.9,,,12.5,
600346,,46.3,,,,39.4,46.3,,63.2,40.6,,31.8,,,,
600349,,42.9,,,,39.4,42.9,,47.4,38.7,,39.1,,,,
600351,,23.1,,,,29.4,23.1,,30.8,23.3,,19.2,,,10.0,
600352,,61.2,,60.0,,61.8,61.2,,57.7,58.0,,63.8,,,33.3,75.0
600353,,53.3,,,,60.0,53.3,,,,,,,,,
600357,,66.7,,,,70.4,66.7,,80.0,64.3,,54.5,,,,
600361,,32.9,,21.4,,28.8,32.9,,35.4,34.4,,30.9,,,11.8,35.7
600362,,41.4,,,,27.3,41.4,,69.2,33.3,,18.8,,,,
600364,,13.3,,,,,13.3,,,16.7,,,,,,
600365,,58.9,,,,50.0,58.9,,62.5,60.2,,55.7,,,53.3,
600366,,50.6,,,,45.0,50.6,,42.9,50.0,,56.5,,,,
600368,,63.8,,,,70.8,63.8,,45.5,60.5,,80.0,,,,
600369,,45.5,,50.0,,40.7,45.5,,49.1,38.9,,41.8,,,28.6,
600374,,46.7,,,,38.9,46.7,,57.1,45.5,,37.5,,,,
600377,,27.6,,23.2,25.0,27.5,27.6,,27.1,30.2,,28.0,,,29.4,
600381,,27.1,,46.9,16.7,25.0,27.1,,35.4,24.3,,20.8,,,11.8,
600382,,82.4,,87.2,,88.2,82.4,,87.5,68.8,,78.6,,,,81.3
600383,65.0,72.1,,69.1,,63.6,72.1,,87.1,66.7,,63.6,,,,92.3
600384,,40.9,,,,50.0,40.9,,,38.9,,50.0,,,,
600385,,77.8,,79.5,,73.3,77.8,,76.5,72.7,,78.7,,,,
600386,,61.5,,,,,61.5,,,,,,,,,
600392,,67.7,,80.0,,,67.7,,90.0,,,57.1,,,,
600394,,31.3,,,,20.0,31.3,,37.5,34.8,,25.0,,,,
600397,,27.2,,22.4,31.7,21.3,27.2,,30.6,27.2,,24.5,,,12.1,46.2
600398,,59.2,,,,58.3,59.2,,58.5,60.0,,60.0,,,,
600399,,40.5,,,,36.7,40.5,,56.3,25.0,,28.6,,,,
600405,,13.9,,12.5,20.0,16.1,13.9,,16.1,13.7,,11.9,,,12.1,
600406,83.3,73.3,,77.4,,53.8,73.3,,82.9,64.3,,60.0,,,,76.9
600408,,51.5,,58.8,,47.9,51.5,,42.7,48.5,,58.3,,,61.9,
600409,,61.1,,,,,61.1,,,,,40.0,,,,
600410,,47.6,,,,43.2,47.6,,42.6,45.4,,51.4,,,31.3,
600411,,50.0,,,,,50.0,,,,,,,,,
600412,,53.0,,,60.0,53.9,53.0,,55.7,52.1,,51.0,,,25.0,
600414,,55.6,,,50.0,53.5,55.6,,57.1,54.4,,53.7,,,,
600415,,68.7,,80.0,,64.6,68.7,,63.3,64.7,,73.0,,,60.0,
600416,,37.5,,38.9,,41.9,37.5,,31.3,37.7,,42.5,,,,
600418,,47.6,,,,50.0,47.6,,60.0,40.0,,36.4,,,,
600420,,56.0,,,,50.8,56.0,,41.4,50.0,,65.2,,,,
600422,,59.9,,,,58.3,59.9,,57.1,59.4,,62.6,,,61.9,
600424,,45.2,,41.9,27.3,41.5,45.2,,50.9,47.4,,40.7,,,20.7,
600426,,24.5,,19.2,35.3,27.1,24.5,,22.5,23.5,,25.9,,,19.4,60.0
600428,,12.2,,,,7.4,12.2,,18.9,12.9,,6.7,,,10.5,
600429,,78.6,,83.3,75.0,58.8,78.6,,80.0,76.3,,77.5,,,,
600431,,62.5,,,,,62.5,,,,,,,,,
600432,,51.8,,41.2,,52.3,51.8,,56.5,52.7,,48.5,,,21.4,
600433,,64.5,,,,60.0,64.5,,71.4,62.5,,50.0,,,,
600434,,25.0,,,,21.3,25.0,,26.9,19.6,,23.5,,,5.0,
600436,,57.8,,,,50.0,57.8,,44.4,57.1,,68.1,,,31.6,
600437,,64.0,,58.1,,75.0,64.0,,69.6,84.6,,59.3,,,,
600438,,54.1,,,,55.2,54.1,,56.5,61.5,,50.0,,,,
600440,,67.0,,,,64.4,67.0,,67.9,69.9,,66.1,,,37.5,
600442,,58.0,,,,58.9,58.0,,66.2,59.1,,51.3,,,27.3,
600444,,52.8,,,,44.4,52.8,,68.8,60.9,,40.0,,,,
600445,,33.3,,46.2,30.0,30.8,33.3,,35.7,33.3,,31.3,,,,
600446,,68.9,,57.9,,64.0,68.9,,72.2,81.0,,66.7,,,,
600447,,55.9,,45.5,,47.4,55.9,,64.3,47.8,,48.4,,,,64.7
600448,,25.3,,,16.7,25.3,25.3,,26.5,24.3,,24.5,,,26.3,
600449,,59.4,,,,71.4,59.4,,41.7,60.0,,70.0,,,,
600450,,27.7,,34.8,,17.9,27.7,,31.3,25.3,,25.4,,,13.3,
600451,,63.0,,53.8,,,63.0,,66.7,,,60.0,,,,70.0
600453,,47.9,,50.0,64.7,44.3,47.9,,54.1,47.6,,41.5,,,33.3,
600455,,20.3,,21.4,,16.4,20.3,,30.8,17.4,,14.6,,,5.3,33.3
600457,,16.0,,20.0,,16.9,16.0,,22.2,13.7,,11.3,,,5.0,
600459,,55.8,,,,50.4,55.8,,55.7,54.5,,55.9,,,50.0,
600462,,26.3,,,,,26.3,,,28.6,,28.6,,,,
600463,,71.4,,,,,71.4,,71.4,70.0,,71.4,,,,
600464,,68.2,,69.2,,,68.2,,84.6,,,,,,,
600466,,13.0,,,13.3,8.5,13.0,,13.5,10.8,,12.7,,,5.0,
600468,,56.8,,58.3,,54.5,56.8,,52.9,54.4,,59.3,,,54.5,
600471,,58.7,,,,56.0,58.7,,62.6,58.6,,55.3,,,57.9,
600474,,53.6,,,,49.1,53.6,,62.5,50.6,,46.2,,,63.6,
600475,,66.7,,,,,66.7,,,,,,,,,
600478,,50.8,,52.6,,39.3,50.8,,48.4,50.9,,53.0,,,50.0,
600479,,19.6,,,,20.8,19.6,,31.0,17.0,,7.4,,,14.3,
600480,,22.7,,,46.2,23.7,22.7,,21.4,20.7,,23.7,,,7.4,
600481,,26.6,,,,16.7,26.6,,28.0,25.9,,25.6,,,23.5,
600484,,61.9,,,66.7,59.4,61.9,,65.5,57.6,,59.2,,,48.1,
600485,,53.8,,37.5,,46.9,53.8,,53.8,57.1,,53.8,,,,
600488,,55.8,,,,70.6,55.8,,66.7,55.8,,48.4,,,,
600489,,46.5,,,,23.5,46.5,,52.4,44.4,,40.9,,,,
600491,,66.7,,60.0,,,66.7,,,,,61.5,,,,
600493,,74.4,,,,76.9,74.4,,81.3,81.5,,69.6,,,,
600494,,46.4,,,,42.9,46.4,,54.5,45.4,,38.6,,,36.8,
600496,,43.6,,,,40.0,43.6,,61.5,51.6,,34.6,,,,
600498,,18.8,,,,,18.8,,,18.2,,,,,,
600500,,63.2,,81.8,,59.6,63.2,,66.0,60.2,,61.2,,,50.0,66.7
600501,,62.8,,,,60.8,62.8,,58.9,62.7,,66.2,,,59.1,
600503,,53.9,,51.6,,54.2,53.9,,59.7,53.3,,49.5,,,35.3,
600507,,87.5,,89.5,,,87.5,,90.0,,,85.7,,,,
600508,,63.6,,70.6,,52.6,63.6,,58.8,43.8,,65.8,,,20.0,80.0
600509,,36.2,,,,27.6,36.2,,40.7,33.0,,32.3,,,6.7,
600512,,52.9,,,,53.1,52.9,,57.1,52.1,,48.8,,,45.5,
600513,,25.0,,,,16.7,25.0,,,,,30.0,,,,
600514,,25.0,,,,34.8,25.0,,33.3,21.7,,18.9,,,5.9,
600515,,36.4,,,,33.3,36.4,,25.9,32.7,,46.4,,,,
600516,,42.7,,,,48.4,42.7,,46.2,41.1,,40.0,,,18.8,
600517,,52.2,,53.3,,51.5,52.2,,51.9,50.0,,52.4,,,,
600518,,31.9,,,,28.2,31.9,,16.7,28.6,,41.4,,,30.0,
600519,,54.8,,,,54.5,54.8,,42.9,58.6,,64.7,,,,
600520,,21.7,,,,27.9,21.7,,20.0,22.1,,22.7,,,7.1,
600521,,46.5,,42.9,,54.5,46.5,,47.7,45.6,,45.7,,,23.8,
600522,,69.0,,,,50.0,69.0,,,60.9,,70.0,,,,
600527,,64.4,,,,61.5,64.4,,59.1,65.9,,69.6,,,,
600530,,67.9,,64.3,,,67.9,,64.3,,,71.4,,,,
600532,,48.0,,,38.5,50.0,48.0,,56.0,54.0,,44.0,,,40.0,
600534,,64.6,,,,66.0,64.6,,64.3,66.1,,64.9,,,53.3,
600535,,30.2,,35.7,,29.2,30.2,,34.5,28.9,,27.1,,,16.7,50.0
600537,,52.6,,,,,52.6,,,,,41.7,,,,
600538,,23.1,,50.0,,22.6,23.1,,15.3,20.0,,31.0,,,5.9,
600545,,57.0,,,,63.2,57.0,,57.4,56.9,,56.6,,,38.5,
600546,,37.0,,,,40.9,37.0,,42.9,40.9,,33.3,,,,
600549,,69.6,,63.6,,77.3,69.6,,72.6,71.3,,66.2,,,56.0,
600550,,46.9,,,,48.8,46.9,,50.0,46.6,,43.8,,,55.6,
600553,,54.4,,42.3,,50.0,54.4,,59.5,61.7,,50.0,,,,
600557,,53.1,,57.1,,,53.1,,63.6,50.0,,47.6,,,,
600558,,65.6,,60.0,,73.7,65.6,,57.1,70.6,,72.2,,,,
600562,,51.4,,60.0,,54.8,51.4,,60.5,47.8,,45.6,,,38.9,
600565,,41.2,,,,,41.2,,45.5,33.3,,,,,,
600566,,57.1,,,,69.0,57.1,,62.5,58.6,,52.3,,,40.0,
600574,,38.1,,,,,38.1,,30.0,40.0,,45.5,,,,
600576,,21.3,,23.1,,28.6,21.3,,22.2,20.5,,20.6,,,,
600577,,55.9,,63.6,,52.9,55.9,,70.0,55.0,,50.0,,,,
600579,,6.9,,5.6,5.0,7.3,6.9,,7.1,7.9,,6.7,,,5.0,
600586,,60.9,,,,64.8,60.9,,65.8,61.6,,57.6,,,16.7,
600587,,68.9,,69.2,,67.0,68.9,,66.3,69.4,,71.4,,,50.0,
600588,,55.8,,,,50.0,55.8,,66.7,56.7,,48.0,,,41.7,
600589,,59.1,,56.8,47.1,59.1,59.1,,66.4,59.3,,52.0,,,35.7,
600590,,70.5,,83.3,,67.4,70.5,,66.7,65.1,,73.0,,,66.7,
600592,,20.2,,,,14.0,20.2,,21.7,19.5,,18.8,,,6.9,
600693,,21.7,,,,28.1,21.7,,22.7,20.0,,20.8,,,7.7,
600694,,25.0,,,,25.0,25.0,,,26.1,,36.8,,,,
600695,,27.0,,,,33.3,27.0,,,28.1,,20.0,,,,
