agency_code,pct_met_ACT WorkKeys_PART,pct_met_Biology_PART,pct_met_English II_PART,pct_met_High School Math_PART,pct_met_Math Grades 3-8_PART,pct_met_Reading Grades 3-8_PART,pct_met_Science Grades 5&8_PART,pct_met_The ACT_PART,pct_met_Total Targets_PART
430351,,,,,100.0,100.0,100.0,,100.0
430352,,,,,100.0,100.0,100.0,,100.0
430358,,,,,100.0,100.0,100.0,,100.0
430369,,,,,100.0,100.0,100.0,,100.0
430370,,,,,100.0,100.0,100.0,,100.0
430371,100.0,83.3,100.0,83.3,,,,100.0,93.3
430376,,,,,100.0,100.0,100.0,,100.0
430378,100.0,100.0,100.0,100.0,,,,100.0,100.0
430380,,,,,100.0,100.0,100.0,,100.0
430384,100.0,100.0,100.0,100.0,,,,100.0,100.0
430386,,,,,100.0,100.0,100.0,,100.0
43C000,,,,,100.0,100.0,100.0,,100.0
440314,,,,,100.0,100.0,100.0,,100.0
440318,,,,,100.0,100.0,100.0,,100.0
440320,,,,,100.0,100.0,100.0,,100.0
440328,,,,,100.0,100.0,100.0,,100.0
440332,,,,,100.0,100.0,100.0,,100.0
440346,,,100.0,,,,,,100.0
440348,,,,,100.0,100.0,100.0,,100.0
440349,,,,,100.0,100.0,100.0,,100.0
440350,,,,,100.0,100.0,100.0,,100.0
440364,,,,,100.0,100.0,100.0,,100.0
440368,,,,,100.0,100.0,100.0,,100.0
440378,100.0,100.0,100.0,100.0,,,,100.0,100.0
440390,66.7,75.0,100.0,100.0,,,,100.0,88.9
440396,,,,,100.0,100.0,100.0,,100.0
44A000,,,,,100.0,100.0,100.0,,100.0
450301,,,,,100.0,100.0,100.0,,100.0
450302,,,,,100.0,100.0,100.0,,100.0
450306,,,,,100.0,100.0,100.0,,100.0
450307,,,,,100.0,100.0,100.0,,100.0
450308,,,,,100.0,100.0,100.0,,100.0
450316,100.0,100.0,80.0,100.0,,,,80.0,90.9
450322,,,,,100.0,100.0,100.0,,100.0
450324,,,,,100.0,100.0,100.0,,100.0
450328,,,,,100.0,100.0,100.0,,100.0
450332,,,,,100.0,100.0,100.0,,100.0
450333,,,,,100.0,100.0,100.0,,100.0
450334,0.0,100.0,100.0,100.0,,,,100.0,86.7
450335,,,,,100.0,100.0,100.0,,100.0
450336,,,,,100.0,100.0,100.0,,100.0
450339,,,,,100.0,100.0,100.0,,100.0
450340,,,,,100.0,100.0,100.0,,100.0
450341,0.0,100.0,100.0,100.0,,,,100.0,87.0
450342,,,,,100.0,100.0,100.0,,100.0
450343,,100.0,50.0,100.0,,,,0.0,60.0
450344,,,,,100.0,100.0,100.0,,100.0
450346,,,,,100.0,100.0,100.0,,100.0
450352,100.0,100.0,100.0,100.0,,,,100.0,100.0
450354,,100.0,100.0,100.0,,,,100.0,100.0
45A000,,,,,100.0,100.0,100.0,,100.0
45B000,,,,,100.0,100.0,,,100.0
460308,,,,,100.0,100.0,100.0,,100.0
460312,,,,,100.0,100.0,,,100.0
460318,,,,,100.0,100.0,75.0,,92.9
460320,100.0,100.0,100.0,100.0,,,,66.7,93.3
460322,,,100.0,,,,,,100.0
460332,,,,,100.0,100.0,100.0,,100.0
470310,,,,,100.0,100.0,100.0,,100.0
470312,100.0,100.0,100.0,100.0,,,,62.5,91.2
470316,,,,,100.0,100.0,100.0,,100.0
470320,,,,,100.0,100.0,100.0,,100.0
470328,,,,,100.0,100.0,100.0,,100.0
470330,,,,,100.0,100.0,100.0,,100.0
470332,,,,,100.0,100.0,100.0,,100.0
470336,,,,,100.0,100.0,100.0,,100.0
470340,,,,,100.0,100.0,100.0,,100.0
470346,,,,,100.0,100.0,100.0,,100.0
470441,,,,,100.0,100.0,100.0,,100.0
470442,,,,,100.0,100.0,100.0,,100.0
470443,,100.0,100.0,100.0,,,,100.0,100.0
480306,,,,,100.0,100.0,100.0,,100.0
480316,,,,,100.0,100.0,,,100.0
480318,,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
490308,,,,,100.0,100.0,100.0,,100.0
490310,,100.0,,0.0,,,,0.0,33.3
490312,,,,,100.0,100.0,100.0,,100.0
490316,,,,,100.0,100.0,100.0,,100.0
490318,,,,,100.0,100.0,100.0,,100.0
490319,,,,,100.0,100.0,100.0,,100.0
490320,,100.0,100.0,100.0,,,,100.0,100.0
490324,,,,,100.0,100.0,100.0,,100.0
490326,,,,,100.0,100.0,100.0,,100.0
490327,,,,,100.0,100.0,100.0,,100.0
490332,,,,,100.0,100.0,100.0,,100.0
490335,100.0,100.0,80.0,100.0,,,,75.0,89.5
490336,,,,,100.0,100.0,100.0,,100.0
490337,,,,,100.0,100.0,100.0,,100.0
490338,,,,,100.0,100.0,100.0,,100.0
490344,,,,,100.0,100.0,100.0,,100.0
490345,,,,,100.0,100.0,100.0,,100.0
490346,100.0,100.0,100.0,100.0,,,,100.0,100.0
490347,,,,,100.0,100.0,100.0,,100.0
490348,,,,,100.0,100.0,100.0,,100.0
490349,,,,,100.0,100.0,100.0,,100.0
490350,,0.0,,100.0,66.7,66.7,,,60.0
490352,,,,,100.0,100.0,100.0,,100.0
490354,33.3,100.0,80.0,100.0,,,,20.0,69.6
490355,,100.0,100.0,100.0,,,,100.0,100.0
490356,,,,,100.0,100.0,100.0,,100.0
490360,,,,,100.0,100.0,100.0,,100.0
490362,100.0,80.0,100.0,100.0,,,,100.0,95.7
490363,,,,,100.0,100.0,100.0,,100.0
490364,,,,,100.0,100.0,100.0,,100.0
490366,,,,,100.0,100.0,100.0,,100.0
490368,,,,,100.0,100.0,100.0,,100.0
490380,100.0,100.0,100.0,100.0,,,,100.0,100.0
490384,,,,,100.0,100.0,100.0,,100.0
490390,,,,,100.0,100.0,100.0,,100.0
491303,,,,,100.0,100.0,100.0,,100.0
491306,,,,,100.0,100.0,100.0,,100.0
491308,,,,,100.0,100.0,100.0,,100.0
491312,33.3,100.0,100.0,100.0,,,,50.0,81.5
491316,,,,,100.0,100.0,,,100.0
491318,,,,,100.0,100.0,,,100.0
491320,,,,,100.0,100.0,,,100.0
49B000,,,,,100.0,100.0,100.0,,100.0
49D000,,,,,100.0,100.0,,,100.0
49E000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
49F000,,,100.0,,100.0,100.0,100.0,,100.0
49G000,,,,,100.0,100.0,100.0,,100.0
500302,,,,,100.0,100.0,,,100.0
500304,,,,,100.0,100.0,100.0,,100.0
500314,,,,,100.0,100.0,100.0,,100.0
500316,,,,,100.0,100.0,,,100.0
500323,,100.0,,100.0,,,,100.0,100.0
500324,,,,,100.0,100.0,,,100.0
500332,,,,,100.0,100.0,100.0,,100.0
500337,,,,,100.0,100.0,100.0,,100.0
500340,100.0,100.0,100.0,100.0,,,,100.0,100.0
50A000,,,,,100.0,100.0,100.0,,100.0
50Z000,,,,,100.0,100.0,,,100.0
510308,,,,,100.0,100.0,,,100.0
510310,,,,,100.0,100.0,100.0,,100.0
510324,100.0,100.0,100.0,100.0,,,,66.7,92.9
510325,,,100.0,,,,,,100.0
510326,,,,,100.0,100.0,100.0,,100.0
510327,100.0,100.0,100.0,100.0,,,,66.7,92.6
510328,,,,,100.0,100.0,100.0,,100.0
510329,,,,,100.0,100.0,100.0,,100.0
510330,,,,,100.0,100.0,100.0,,100.0
510332,,,,,100.0,100.0,100.0,,100.0
510333,100.0,100.0,100.0,100.0,,,,100.0,100.0
510334,,,,,100.0,100.0,100.0,,100.0
510336,,,,,100.0,100.0,100.0,,100.0
510340,,,,,100.0,100.0,100.0,,100.0
510342,,,,,100.0,100.0,100.0,,100.0
510343,,,,,100.0,100.0,100.0,,100.0
510344,,,,,100.0,100.0,100.0,,100.0
510356,,,,,100.0,100.0,100.0,,100.0
510358,,,,,100.0,100.0,100.0,,100.0
510359,,,,,100.0,100.0,100.0,,100.0
510360,,,,,100.0,100.0,100.0,,100.0
510364,,,,,100.0,100.0,100.0,,100.0
510367,,100.0,100.0,100.0,,,,100.0,100.0
510368,100.0,60.0,100.0,100.0,,,,100.0,90.9
510372,,,,,100.0,100.0,100.0,,100.0
510373,,,,,100.0,100.0,100.0,,100.0
510374,,,,,100.0,100.0,100.0,,100.0
510376,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
510377,,,,,100.0,100.0,100.0,,100.0
510378,,,,,100.0,100.0,100.0,,100.0
510379,,,,,100.0,100.0,100.0,,100.0
510382,,,,,100.0,100.0,,,100.0
510388,,,,,100.0,100.0,,,100.0
510390,,,,,100.0,100.0,100.0,,100.0
510396,,,,,100.0,100.0,100.0,,100.0
510397,,,,,100.0,100.0,100.0,,100.0
510399,100.0,100.0,100.0,100.0,,,,85.7,96.8
510402,100.0,100.0,100.0,100.0,,,,80.0,96.0
510404,,,,,100.0,100.0,100.0,,100.0
510406,100.0,100.0,100.0,100.0,,,,83.3,96.6
510408,,,,,100.0,100.0,100.0,,100.0
510410,,,,,100.0,100.0,100.0,,100.0
510411,,,,,100.0,100.0,100.0,,100.0
510412,,,,,100.0,100.0,100.0,,100.0
510414,,,,,100.0,100.0,100.0,,100.0
51A000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
520304,,,,,100.0,100.0,,,100.0
520308,,,,,100.0,100.0,,,100.0
520320,100.0,100.0,100.0,100.0,,,,50.0,90.9
520324,,,,,100.0,100.0,100.0,,100.0
520328,,,,,100.0,100.0,,,100.0
520336,,,,,100.0,100.0,,,100.0
530302,,,,,100.0,100.0,100.0,,100.0
530308,,,,,100.0,100.0,100.0,,100.0
530312,,,,,100.0,100.0,100.0,,100.0
530314,,,,,100.0,100.0,100.0,,100.0
530320,,,,,100.0,100.0,100.0,,100.0
530335,,100.0,100.0,100.0,,,,100.0,100.0
530336,100.0,71.4,85.7,100.0,,,,85.7,87.9
530340,,,,,100.0,100.0,100.0,,100.0
530341,,,,,100.0,100.0,100.0,,100.0
530343,100.0,100.0,66.7,100.0,,,,100.0,92.0
530346,,,,,100.0,100.0,100.0,,100.0
530354,,,,,100.0,100.0,100.0,,100.0
530356,,,,,100.0,100.0,100.0,,100.0
540304,,,,,100.0,100.0,100.0,,100.0
540308,,,,,100.0,100.0,100.0,,100.0
540312,,,,,100.0,100.0,100.0,,100.0
540315,100.0,100.0,100.0,100.0,,,,100.0,100.0
540316,,,,,100.0,100.0,100.0,,100.0
540317,,100.0,100.0,100.0,,,,100.0,100.0
540318,,,,,100.0,100.0,,,100.0
540320,,,,,100.0,100.0,100.0,,100.0
540324,100.0,100.0,100.0,100.0,,,,100.0,100.0
540325,,,,,100.0,100.0,100.0,,100.0
540326,,,,,100.0,100.0,100.0,,100.0
540328,,,,,100.0,100.0,100.0,,100.0
540330,,,,,100.0,100.0,100.0,,100.0
540336,66.7,100.0,100.0,100.0,,,,100.0,95.7
540338,,,,,100.0,100.0,100.0,,100.0
540340,,,,,100.0,100.0,100.0,,100.0
540344,,,,,100.0,100.0,100.0,,100.0
54A000,,,,,100.0,100.0,100.0,,100.0
550314,,,,,100.0,100.0,100.0,,100.0
550316,,,,,100.0,100.0,,,100.0
550320,0.0,100.0,100.0,100.0,,,,66.7,78.6
550322,,,,,100.0,100.0,100.0,,100.0
550324,,,,,100.0,100.0,100.0,,100.0
550328,,,,,100.0,100.0,100.0,,100.0
550332,100.0,100.0,100.0,100.0,,,,100.0,100.0
550334,,,,,100.0,100.0,100.0,,100.0
550336,,,,,100.0,100.0,100.0,,100.0
550340,,,,,100.0,100.0,100.0,,100.0
550342,,,,,100.0,100.0,100.0,,100.0
550344,100.0,100.0,100.0,100.0,,,,100.0,100.0
550349,,,,,100.0,100.0,100.0,,100.0
550350,,,,,100.0,100.0,100.0,,100.0
550356,,,,,100.0,100.0,100.0,,100.0
550360,,,,,100.0,100.0,,,100.0
550362,,,,,100.0,100.0,100.0,,100.0
550364,,,,,100.0,100.0,100.0,,100.0
550368,100.0,100.0,100.0,100.0,,,,0.0,80.0
550372,,,,,100.0,100.0,100.0,,100.0
55A000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
560304,,,,,100.0,100.0,,,100.0
560316,,,,,100.0,100.0,,,100.0
560320,100.0,100.0,100.0,100.0,,,,100.0,100.0
560324,,100.0,100.0,0.0,100.0,100.0,100.0,100.0,93.3
560328,,,,,100.0,100.0,,,100.0
560329,,,100.0,,,,,,100.0
560330,,,,,100.0,100.0,100.0,,100.0
560331,,,,,100.0,100.0,100.0,,100.0
560332,,,,,100.0,100.0,,,100.0
560338,,,,,100.0,100.0,,,100.0
570306,,,,,100.0,100.0,100.0,,100.0
570312,,,,,100.0,100.0,,,100.0
570317,,100.0,100.0,100.0,,,,100.0,100.0
570318,100.0,100.0,100.0,100.0,,,,100.0,100.0
570319,,,,,100.0,100.0,100.0,,100.0
570320,,,,,100.0,100.0,100.0,,100.0
580312,,,,,100.0,100.0,100.0,,100.0
580316,,,,,100.0,100.0,100.0,,100.0
580320,,,,,100.0,100.0,,,100.0
580324,,,,,100.0,100.0,100.0,,100.0
580344,100.0,100.0,100.0,100.0,,,,100.0,100.0
580350,,,,,100.0,100.0,100.0,,100.0
580356,,,,,100.0,100.0,100.0,,100.0
580368,100.0,75.0,100.0,75.0,,,,75.0,83.3
580372,,,,,100.0,100.0,100.0,,100.0
58B000,,100.0,100.0,100.0,100.0,100.0,100.0,0.0,85.7
590306,,,,,100.0,100.0,100.0,,100.0
590310,,,,,100.0,100.0,100.0,,100.0
590316,,,,,100.0,100.0,100.0,,100.0
590320,,,,,100.0,100.0,100.0,,100.0
590328,,100.0,100.0,100.0,,,,100.0,100.0
590330,100.0,100.0,100.0,100.0,,,,100.0,100.0
590332,,,,,100.0,100.0,100.0,,100.0
590336,,,,,100.0,100.0,100.0,,100.0
590340,,,,,100.0,100.0,100.0,,100.0
590344,,,,,100.0,100.0,100.0,,100.0
590352,,,,,100.0,100.0,100.0,,100.0
590356,,,,,100.0,100.0,100.0,,100.0
590393,,,,,100.0,100.0,100.0,,100.0
600300,,,,,100.0,100.0,100.0,,100.0
600301,,,,,100.0,100.0,100.0,,100.0
600302,100.0,37.5,100.0,25.0,,,,87.5,64.7
600305,,,,,100.0,100.0,100.0,,100.0
600308,,,,,100.0,100.0,100.0,,100.0
600311,,,,,80.0,100.0,100.0,,92.3
600312,100.0,100.0,100.0,100.0,,,,83.3,96.2
600313,,,,,100.0,100.0,100.0,,100.0
600314,,,,,100.0,100.0,100.0,,100.0
600316,,,,,100.0,100.0,100.0,,100.0
600317,,,,,100.0,100.0,100.0,,100.0
600318,,,,,100.0,100.0,100.0,,100.0
600319,,,,,100.0,100.0,100.0,,100.0
600322,,,,,100.0,100.0,100.0,,100.0
600328,,,,,100.0,100.0,100.0,,100.0
600329,,,,,100.0,100.0,100.0,,100.0
600333,,,,,100.0,100.0,85.7,,95.2
600334,,100.0,,100.0,,,,100.0,100.0
600335,,,,,100.0,100.0,100.0,,100.0
600336,,,,,100.0,100.0,100.0,,100.0
600338,,,,,100.0,100.0,100.0,,100.0
600341,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
600344,,,,,100.0,100.0,100.0,,100.0
600345,,,,,100.0,100.0,100.0,,100.0
600346,,,,,100.0,100.0,100.0,,100.0
600349,,,,,100.0,100.0,100.0,,100.0
600351,,,,,100.0,100.0,100.0,,100.0
600352,,,,,100.0,100.0,100.0,,100.0
600353,,,,,100.0,100.0,100.0,,100.0
600357,,,,,100.0,100.0,100.0,,100.0
600361,75.0,100.0,100.0,100.0,,,,100.0,97.0
600362,,,,,100.0,100.0,100.0,,100.0
600364,,100.0,100.0,100.0,,,,100.0,100.0
600365,,,,,100.0,100.0,100.0,,100.0
600366,,,,,100.0,100.0,100.0,,100.0
600367,,,,,100.0,100.0,100.0,,100.0
600368,,,,,100.0,100.0,100.0,,100.0
600369,,,,,100.0,100.0,100.0,,100.0
600374,,,,,100.0,100.0,100.0,,100.0
600377,0.0,100.0,75.0,100.0,,,,71.4,81.3
600379,,,,,100.0,100.0,100.0,,100.0
600381,,,,,100.0,100.0,100.0,,100.0
600382,,,,,100.0,100.0,100.0,,100.0
600383,,,,,100.0,100.0,100.0,,100.0
600384,,,,,100.0,100.0,100.0,,100.0
600385,,,,,100.0,100.0,100.0,,100.0
600386,,100.0,100.0,100.0,,,,100.0,100.0
600392,,,,,100.0,100.0,100.0,,100.0
600394,,,,,100.0,100.0,100.0,,100.0
600397,0.0,33.3,100.0,0.0,,,,33.3,39.3
600398,,,,,100.0,100.0,100.0,,100.0
600399,,,,,100.0,100.0,85.7,,95.7
600404,,100.0,,100.0,,,,100.0,100.0
600405,0.0,0.0,0.0,83.3,,,,0.0,19.2
600406,,,,,100.0,100.0,100.0,,100.0
600408,,,,,100.0,100.0,100.0,,100.0
600409,,,,,100.0,100.0,100.0,,100.0
600410,,,,,100.0,100.0,100.0,,100.0
600411,,,,,100.0,100.0,100.0,,100.0
600412,,,,,100.0,100.0,100.0,,100.0
600413,,,,,100.0,100.0,,,100.0
600414,,,,,83.3,83.3,100.0,,86.7
600415,75.0,83.3,66.7,83.3,,,,16.7,64.3
600416,,,,,100.0,100.0,100.0,,100.0
600418,,,,,100.0,100.0,100.0,,100.0
600420,,,,,100.0,100.0,100.0,,100.0
600422,,,,,100.0,100.0,100.0,,100.0
600424,,,,,100.0,100.0,100.0,,100.0
600426,100.0,100.0,100.0,100.0,,,,85.7,97.1
600428,,,,,100.0,100.0,100.0,,100.0
600429,,,,,100.0,100.0,100.0,,100.0
600431,,,,,100.0,100.0,100.0,,100.0
600432,,,,,100.0,100.0,100.0,,100.0
600433,,,,,100.0,100.0,100.0,,100.0
600434,,,,,100.0,100.0,100.0,,100.0
600435,,,,,100.0,100.0,,,100.0
600436,,,,,100.0,100.0,100.0,,100.0
600437,,,,,100.0,100.0,100.0,,100.0
600438,,,,,100.0,100.0,100.0,,100.0
600439,,,0.0,,0.0,0.0,0.0,,0.0
600440,,,,,100.0,100.0,100.0,,100.0
600442,,,,,100.0,100.0,100.0,,100.0
600443,,0.0,,0.0,,,,100.0,33.3
600444,,,,,100.0,100.0,100.0,,100.0
600445,100.0,16.7,87.5,66.7,,,,57.1,63.3
600446,,,,,100.0,100.0,100.0,,100.0
600447,,,,,100.0,100.0,100.0,,100.0
600448,,,,,85.7,85.7,100.0,,90.0
600449,,,,,100.0,100.0,100.0,,100.0
600450,,,,,100.0,100.0,100.0,,100.0
600451,,,,,100.0,100.0,100.0,,100.0
600453,,,,,100.0,100.0,100.0,,100.0
600454,,,,,100.0,100.0,,,100.0
600455,,,,,100.0,100.0,100.0,,100.0
600457,66.7,100.0,100.0,100.0,,,,50.0,85.2
600459,,,,,100.0,100.0,100.0,,100.0
600461,,,,,0.0,0.0,,,0.0
600462,,,,,100.0,100.0,100.0,,100.0
600463,,,,,100.0,100.0,100.0,,100.0
600464,,,,,100.0,100.0,100.0,,100.0
600466,0.0,100.0,28.6,100.0,,,,66.7,66.7
600468,,,,,100.0,100.0,100.0,,100.0
600471,,,,,100.0,100.0,100.0,,100.0
600474,,,,,100.0,100.0,100.0,,100.0
600475,,,,,100.0,100.0,100.0,,100.0
600478,,,,,100.0,100.0,100.0,,100.0
600479,,,,,100.0,100.0,100.0,,100.0
600480,0.0,83.3,100.0,100.0,,,,33.3,71.4
600481,,,,,100.0,100.0,100.0,,100.0
600482,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
600484,,,,,100.0,100.0,100.0,,100.0
600485,,,,,100.0,100.0,100.0,,100.0
600488,,,,,100.0,100.0,100.0,,100.0
600489,,,,,100.0,100.0,100.0,,100.0
600491,,,,,100.0,100.0,100.0,,100.0
600492,,,,,100.0,100.0,100.0,,100.0
600493,,,,,100.0,100.0,100.0,,100.0
600494,,,,,100.0,100.0,100.0,,100.0
600496,100.0,100.0,100.0,100.0,,,,100.0,100.0
600497,,,,,100.0,100.0,100.0,,100.0
600498,,100.0,0.0,100.0,,,,0.0,40.0
600499,,100.0,50.0,100.0,,,,0.0,62.5
600500,,,,,100.0,100.0,100.0,,100.0
600501,,,,,100.0,100.0,100.0,,100.0
600503,,,,,100.0,100.0,100.0,,100.0
600507,,,,,100.0,100.0,100.0,,100.0
600508,100.0,100.0,85.7,100.0,,,,100.0,96.3
600509,,,,,100.0,100.0,100.0,,100.0
600512,,,,,100.0,100.0,100.0,,100.0
600513,,,,,100.0,100.0,100.0,,100.0
600514,,,,,100.0,100.0,100.0,,100.0
600515,,,,,100.0,100.0,100.0,,100.0
600516,,,,,100.0,100.0,100.0,,100.0
600517,,,,,100.0,100.0,100.0,,100.0
600518,,,,,100.0,100.0,100.0,,100.0
600519,,,,,100.0,100.0,100.0,,100.0
600520,,,,,100.0,100.0,100.0,,100.0
600521,,,,,100.0,100.0,100.0,,100.0
600522,,,,,100.0,100.0,100.0,,100.0
600527,,,,,100.0,100.0,100.0,,100.0
600530,,,,,100.0,100.0,100.0,,100.0
600532,,,,,100.0,100.0,100.0,,100.0
600534,,,,,100.0,100.0,100.0,,100.0
600535,100.0,85.7,100.0,100.0,,,,100.0,96.9
600537,,,,,100.0,100.0,100.0,,100.0
600538,,,,,100.0,100.0,85.7,,96.0
600545,,,,,100.0,100.0,100.0,,100.0
600546,,,,,100.0,100.0,100.0,,100.0
600549,,,,,100.0,100.0,100.0,,100.0
600550,,,,,100.0,100.0,100.0,,100.0
600553,,,,,100.0,100.0,100.0,,100.0
600557,,,,,100.0,100.0,100.0,,100.0
600558,,,,,100.0,100.0,100.0,,100.0
600562,,,,,100.0,100.0,100.0,,100.0
600565,,,,,100.0,100.0,100.0,,100.0
600566,,,,,100.0,100.0,100.0,,100.0
600567,100.0,100.0,100.0,100.0,,,,50.0,90.9
600571,,,,,100.0,100.0,100.0,,100.0
600574,,,,,100.0,100.0,100.0,,100.0
600576,0.0,100.0,40.0,50.0,,,,0.0,40.0
600577,,,,,100.0,100.0,100.0,,100.0
600579,0.0,66.7,85.7,16.7,,,,66.7,53.6
600582,,,,,100.0,100.0,100.0,,100.0
600586,,,,,100.0,100.0,100.0,,100.0
600587,,,,,100.0,100.0,100.0,,100.0
600588,,,,,100.0,100.0,100.0,,100.0
600589,,,,,100.0,100.0,100.0,,100.0
600590,,,,,100.0,100.0,100.0,,100.0
600592,0.0,0.0,100.0,16.7,,,,33.3,32.1
600594,,100.0,,100.0,,,,100.0,100.0
600693,0.0,25.0,100.0,25.0,,,,100.0,61.1
600694,0.0,100.0,80.0,100.0,,,,60.0,81.0
600695,0.0,0.0,0.0,0.0,,,,0.0,0.0
600696,0.0,0.0,66.7,0.0,,,,33.3,23.1
600697,0.0,75.0,100.0,100.0,,,,75.0,81.3
60B000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
60D000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
60F000,,,,,100.0,100.0,100.0,,100.0
60G000,,100.0,100.0,100.0,100.0,100.0,100.0,66.7,96.3
60I000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
60J000,,,,,100.0,100.0,100.0,,100.0
60K000,,0.0,0.0,100.0,100.0,100.0,100.0,100.0,84.6
60L000,,,,,100.0,100.0,100.0,,100.0
60M000,,,,,100.0,100.0,100.0,,100.0
60N000,,,,,100.0,100.0,,,100.0
60P000,,,,,100.0,100.0,,,100.0
60Q000,,,,,100.0,100.0,100.0,,100.0
60S000,,100.0,50.0,100.0,100.0,100.0,100.0,100.0,95.0
60U000,,33.3,0.0,100.0,,,,0.0,36.4
60V000,,0.0,100.0,100.0,100.0,100.0,,100.0,84.6
60Y000,,,,,100.0,100.0,100.0,,100.0
610302,,,,,100.0,100.0,100.0,,100.0
610310,,,,,100.0,100.0,100.0,,100.0
610320,,,,,100.0,100.0,,,100.0
610326,,,,,100.0,100.0,100.0,,100.0
610332,,,100.0,,,,,,100.0
610334,100.0,100.0,100.0,100.0,,,,100.0,100.0
61J000,,,,,100.0,100.0,,,100.0
61K000,,,,,100.0,100.0,,,100.0
61M000,,,,,100.0,100.0,100.0,,100.0
61N000,,,,,100.0,100.0,100.0,,100.0
61P000,,,,,100.0,100.0,,,100.0
61Q000,,,,,100.0,100.0,100.0,,100.0
61R000,,,,,100.0,100.0,100.0,,100.0
61U000,,,,,100.0,100.0,100.0,,100.0
620312,,,,,100.0,100.0,100.0,,100.0
620314,,,,,100.0,100.0,100.0,,100.0
620316,50.0,100.0,100.0,100.0,,,,100.0,94.4
620318,,,,,100.0,100.0,100.0,,100.0
620324,,,,,100.0,100.0,100.0,,100.0
620330,,,,,100.0,100.0,100.0,,100.0
620334,,,,,100.0,100.0,100.0,,100.0
620339,,,,,100.0,100.0,100.0,,100.0
620340,100.0,100.0,100.0,100.0,,,,100.0,100.0
620350,,,100.0,,,,,,100.0
630308,,,,,100.0,100.0,100.0,,100.0
630312,,,,,100.0,100.0,100.0,,100.0
630316,,,,,100.0,100.0,100.0,,100.0
630317,,,,,100.0,100.0,100.0,,100.0
630320,,,,,100.0,100.0,100.0,,100.0
630324,,,,,100.0,100.0,100.0,,100.0
630328,,,,,100.0,100.0,100.0,,100.0
630331,,,,,100.0,100.0,100.0,,100.0
630332,100.0,100.0,100.0,100.0,,,,100.0,100.0
630336,66.7,100.0,83.3,100.0,,,,100.0,92.6
630342,,,,,100.0,100.0,100.0,,100.0
630348,,,,,100.0,100.0,100.0,,100.0
630350,,,,,100.0,100.0,100.0,,100.0
630356,,,,,100.0,100.0,100.0,,100.0
630360,100.0,100.0,80.0,100.0,,,,100.0,94.7
630364,,,,,100.0,100.0,100.0,,100.0
630368,,,,,100.0,100.0,100.0,,100.0
630373,,,,,100.0,100.0,100.0,,100.0
630374,,,,,100.0,100.0,100.0,,100.0
630376,,,,,100.0,100.0,100.0,,100.0
63A000,,,,,100.0,100.0,100.0,,100.0
63B000,,,,,100.0,100.0,100.0,,100.0
640304,,,,,100.0,100.0,100.0,,100.0
640306,,,,,100.0,100.0,100.0,,100.0
640308,,,,,100.0,100.0,100.0,,100.0
640316,,,,,100.0,100.0,,,100.0
640320,,,,,100.0,100.0,100.0,,100.0
640324,,,,,100.0,100.0,100.0,,100.0
640326,,,,,100.0,100.0,100.0,,100.0
640328,,,,,100.0,100.0,100.0,,100.0
640329,,,,,100.0,100.0,100.0,,100.0
640332,,,,,100.0,100.0,100.0,,100.0
640334,,,,,100.0,100.0,100.0,,100.0
640335,,,,,100.0,100.0,100.0,,100.0
640336,,,,,100.0,100.0,100.0,,100.0
640346,100.0,100.0,100.0,100.0,,,,100.0,100.0
640347,,100.0,100.0,100.0,,,,100.0,100.0
640348,,,,,100.0,100.0,100.0,,100.0
640350,100.0,100.0,80.0,100.0,,,,100.0,95.8
640358,,,,,100.0,100.0,100.0,,100.0
640361,100.0,100.0,100.0,100.0,,,,100.0,100.0
640362,,,,,100.0,100.0,100.0,,100.0
640364,100.0,100.0,100.0,100.0,,,,100.0,100.0
640376,,,,,100.0,100.0,100.0,,100.0
640384,,,,,100.0,100.0,100.0,,100.0
640396,,,,,100.0,100.0,100.0,,100.0
64A000,,0.0,100.0,100.0,100.0,100.0,100.0,100.0,88.9
650304,,,,,100.0,100.0,100.0,,100.0
650308,,,,,100.0,100.0,100.0,,100.0
650309,,,,,100.0,100.0,100.0,,100.0
650310,,,,,100.0,100.0,100.0,,100.0
650312,,,,,100.0,100.0,100.0,,100.0
650316,,,,,100.0,100.0,100.0,,100.0
650323,,,,,100.0,100.0,100.0,,100.0
650324,,,,,100.0,100.0,100.0,,100.0
650325,,,,,100.0,100.0,100.0,,100.0
650326,100.0,100.0,100.0,100.0,,,,100.0,100.0
650327,100.0,100.0,100.0,100.0,,,,83.3,96.3
650328,,,,,100.0,100.0,100.0,,100.0
650332,,,,,100.0,100.0,100.0,,100.0
650338,,,,,100.0,100.0,100.0,,100.0
650339,,,,,100.0,100.0,100.0,,100.0
