agency_code,csi_lp,csi_lg,tsi_cu,tsi_at
900308,N,N,Y,Y
900310,N,N,N,N
900311,N,N,N,N
900312,N,N,Y,Y
900314,N,N,Y,Y
900316,N,N,Y,Y
900318,N,N,Y,Y
900320,N,N,N,N
900328,N,N,N,N
900332,N,N,Y,Y
900334,N,N,Y,Y
900336,N,N,Y,Y
900340,N,N,Y,N
900341,N,N,Y,Y
900342,N,N,N,N
900343,N,N,Y,Y
900344,N,N,N,N
900346,N,N,Y,Y
900347,N,N,N,N
900348,N,N,N,N
900350,N,N,Y,Y
900351,N,N,N,N
900352,N,N,Y,Y
900353,N,N,N,N
900354,N,N,Y,Y
900356,N,N,Y,Y
900358,N,N,Y,Y
900360,N,N,N,N
900362,N,N,Y,Y
900363,N,N,Y,Y
900364,N,N,N,N
900365,N,Y,N,N
900366,N,N,N,N
900367,N,N,N,N
900368,N,N,N,N
900370,N,N,Y,Y
900372,N,N,N,N
900376,N,N,N,N
900377,N,N,N,N
900378,N,N,N,N
900380,N,N,N,N
900384,N,N,Y,Y
900388,N,N,Y,Y
900391,N,N,N,N
900392,N,N,Y,Y
900393,N,N,N,N
90A000,N,N,N,N
90B000,N,N,Y,Y
90C000,N,N,N,N
910304,N,N,N,N
910308,N,N,N,N
910311,N,N,N,N
910314,N,N,Y,Y
910316,Y,N,N,N
910320,N,N,Y,Y
910340,N,N,N,N
910346,N,N,Y,Y
910356,N,N,N,N
910360,N,N,Y,Y
910364,N,N,Y,Y
910368,N,N,N,N
910370,N,N,Y,Y
910376,N,N,N,N
910380,N,N,Y,Y
910382,N,N,N,N
910384,N,N,N,N
91A000,N,N,Y,Y
91B000,N,N,N,N
920302,N,N,Y,Y
920303,N,N,N,N
920304,N,N,Y,N
920306,N,N,Y,N
920307,N,N,N,N
920308,N,N,Y,Y
920312,N,N,N,N
920316,N,N,N,N
920317,N,N,N,N
920318,N,N,N,N
920320,N,N,Y,Y
920324,N,Y,Y,Y
920325,N,N,Y,Y
920326,N,N,Y,Y
920327,N,N,Y,Y
920328,N,N,N,N
920329,N,N,Y,Y
920332,N,N,Y,Y
920334,N,N,Y,Y
920336,N,N,Y,Y
920340,N,N,N,N
920342,N,N,Y,N
920344,N,N,N,N
920348,N,N,N,N
920352,N,N,Y,Y
920356,N,N,Y,Y
920358,N,N,N,N
920360,N,N,Y,Y
920362,N,N,N,N
920364,N,N,N,N
920368,N,N,N,N
920369,N,N,Y,Y
920370,N,N,Y,N
920376,N,N,Y,N
920380,N,N,Y,Y
920381,N,N,Y,Y
920384,N,N,Y,Y
920386,N,N,N,N
920388,N,N,Y,N
920390,N,N,N,N
920391,N,N,N,N
920393,N,N,N,N
920394,N,N,Y,Y
920396,N,N,Y,Y
920398,N,N,Y,Y
920399,N,N,Y,Y
920400,N,N,Y,Y
920402,N,N,Y,Y
920403,N,N,Y,Y
920404,N,N,Y,Y
920408,N,N,Y,Y
920410,N,N,Y,Y
920411,N,N,Y,Y
920412,N,N,Y,Y
920413,N,N,Y,Y
920414,N,N,Y,Y
920415,N,N,Y,Y
920416,N,N,Y,Y
920417,N,N,N,N
920420,N,N,Y,Y
920424,N,N,Y,Y
920428,N,N,Y,Y
920436,N,N,N,N
920438,N,N,Y,Y
920439,N,N,Y,N
920440,N,N,Y,Y
920441,N,N,N,N
920442,N,N,Y,Y
920443,N,N,N,N
920444,N,N,N,N
920445,N,N,N,N
920446,N,N,Y,Y
920447,N,N,N,N
920448,N,N,Y,Y
920449,N,N,N,N
920450,N,N,Y,Y
920451,N,N,Y,Y
920452,N,N,Y,Y
920453,N,N,N,N
920454,N,N,N,N
920455,N,N,N,N
920456,N,N,Y,Y
920457,N,N,N,N
920458,N,N,N,N
920459,N,N,Y,N
920460,N,N,Y,Y
920464,N,N,Y,Y
920466,N,N,Y,Y
920467,N,N,N,N
920468,N,N,Y,Y
920469,N,N,N,N
920470,N,N,Y,Y
920471,N,N,Y,N
920472,N,N,Y,Y
920473,N,N,Y,Y
920474,N,N,N,N
920476,N,N,Y,Y
920480,N,N,Y,Y
920484,N,N,N,N
920488,N,N,Y,Y
920492,N,N,Y,Y
920494,N,N,Y,N
920495,N,N,Y,Y
920496,N,N,Y,Y
920500,N,N,N,N
920501,N,N,N,N
920502,N,N,N,N
920504,N,N,N,N
920506,N,N,Y,Y
920508,Y,N,N,N
920512,N,N,Y,Y
920514,N,N,Y,Y
920516,N,N,Y,Y
920518,N,N,N,N
920520,N,N,N,N
920521,N,N,N,N
920522,N,N,N,N
920523,N,N,N,N
920524,N,N,Y,N
920525,N,N,Y,Y
920526,N,N,N,N
920528,N,N,Y,Y
920529,N,N,N,N
920530,N,N,Y,N
920531,N,N,N,N
920532,N,N,Y,Y
920533,N,N,N,N
920536,N,N,Y,Y
920540,N,N,N,N
920542,N,N,Y,Y
920543,N,N,N,N
920544,N,N,Y,Y
920545,N,N,Y,Y
920546,N,N,N,N
920547,N,N,Y,Y
920548,N,N,Y,Y
920549,N,N,Y,Y
920550,N,N,Y,Y
920551,N,N,N,N
920552,N,N,Y,Y
920554,N,N,Y,Y
920556,N,Y,Y,Y
920557,N,N,N,N
920560,N,N,Y,Y
920562,N,N,Y,Y
920564,N,N,Y,Y
920568,N,N,N,N
920569,N,N,N,N
920570,N,N,Y,Y
920571,N,N,Y,Y
920572,N,N,Y,Y
920576,N,N,N,N
920580,N,N,Y,Y
920581,N,N,N,N
920582,N,N,N,N
920583,N,N,N,N
920584,N,N,Y,Y
920585,N,N,N,N
920586,N,N,N,N
920588,N,N,N,N
920592,N,N,Y,Y
920593,N,N,Y,Y
920594,N,N,Y,N
920595,N,N,N,N
920596,N,N,Y,Y
920597,N,N,Y,Y
920598,N,N,N,N
920599,N,N,Y,Y
920600,N,N,Y,Y
920601,N,N,Y,Y
920604,N,N,Y,Y
920606,N,N,N,N
920607,N,N,N,N
920608,N,N,Y,Y
920614,N,N,Y,Y
920616,N,N,Y,Y
920618,N,N,Y,Y
920620,N,N,Y,Y
920624,N,N,N,N
920626,N,N,Y,Y
920628,N,N,Y,Y
920632,N,N,Y,Y
920636,N,N,Y,Y
92B000,N,N,N,N
92D000,N,N,N,N
92E000,N,N,N,N
92F000,N,N,N,N
92G000,N,N,N,N
92K000,N,N,N,N
92L000,N,N,Y,Y
92M000,N,N,Y,Y
92N000,N,N,N,N
92P000,N,N,Y,Y
92Q000,Y,N,N,N
92R000,N,N,Y,Y
92S000,N,N,N,N
92T000,N,N,N,N
92U000,N,N,N,N
92V000,N,N,Y,N
92W000,N,N,N,N
92Y000,N,N,N,N
930330,N,N,Y,Y
930340,N,N,Y,Y
930344,N,N,N,N
930348,N,N,Y,Y
930352,N,N,Y,Y
930354,N,N,Y,Y
930360,N,N,N,N
930700,N,N,N,N
93A000,Y,N,N,N
93J000,N,N,Y,Y
93L000,N,Y,Y,Y
93M000,N,N,Y,Y
93N000,N,N,N,N
940306,N,N,Y,Y
940308,N,N,Y,Y
940314,N,N,Y,Y
940316,N,N,N,N
940328,N,N,Y,Y
940330,N,N,N,N
94Z000,N,N,N,N
950308,N,N,Y,Y
950312,N,N,N,N
950316,N,N,N,N
950320,N,N,Y,Y
950322,N,N,N,N
950324,N,N,N,N
950328,N,N,Y,Y
950332,N,N,Y,Y
950336,N,N,N,N
950338,N,N,N,N
95A000,N,N,N,N
960312,N,N,Y,Y
960314,N,N,Y,Y
960316,N,N,Y,Y
960318,Y,N,N,N
960324,N,N,N,N
960326,Y,N,N,N
960329,N,N,Y,Y
960330,N,N,N,N
960331,N,N,Y,Y
960332,N,N,N,N
960334,N,N,Y,Y
960335,N,N,N,N
960336,N,N,Y,Y
960338,N,N,Y,Y
960340,N,N,Y,Y
960344,N,N,Y,Y
960348,N,N,Y,Y
960360,N,N,Y,Y
960370,N,N,Y,Y
960372,N,N,Y,Y
960374,N,N,Y,Y
960380,N,N,Y,Y
960382,N,N,Y,Y
960386,N,N,Y,Y
960387,N,N,Y,Y
960388,N,N,Y,Y
960390,Y,N,N,N
960450,N,N,Y,Y
960454,N,N,Y,Y
960488,N,N,Y,Y
960490,N,N,N,N
960700,N,N,N,N
96C000,N,N,Y,Y
96F000,N,N,Y,Y
970308,N,N,N,N
970310,N,N,N,N
970312,N,N,Y,Y
970315,N,N,Y,Y
970320,N,N,Y,Y
970322,N,N,Y,Y
970337,N,N,Y,Y
970340,N,N,Y,Y
970344,N,N,Y,Y
970348,N,N,Y,Y
970352,N,N,Y,Y
970356,N,N,Y,Y
970358,N,N,Y,Y
970360,N,N,N,N
970368,N,N,N,N
970370,N,N,N,N
970376,N,N,N,N
970388,N,N,Y,Y
970389,N,N,Y,Y
970390,N,N,N,N
970392,N,N,Y,Y
970393,N,N,N,N
97D000,N,N,N,N
980306,N,N,Y,Y
980308,N,N,Y,Y
980317,N,N,Y,Y
980318,N,N,N,N
980320,N,N,Y,Y
980324,N,N,Y,Y
980336,N,N,Y,Y
980338,N,N,N,N
980340,N,N,N,N
980342,N,N,Y,Y
980344,N,N,Y,Y
980348,N,N,N,N
980352,N,N,N,N
980356,N,N,N,N
980357,N,N,N,N
980360,N,N,Y,Y
980364,N,N,Y,Y
980380,N,N,Y,Y
980384,N,N,Y,Y
980388,N,N,N,N
980390,N,N,Y,Y
980392,N,N,N,N
980396,N,N,N,N
980397,N,N,N,N
980398,N,N,N,N
980400,N,N,N,N
98A000,N,N,Y,Y
98B000,N,N,Y,Y
990304,N,N,N,N
990308,N,N,N,N
990312,N,N,Y,N
990316,N,N,Y,Y
990320,N,N,N,N
990321,N,N,Y,Y
990322,N,N,N,N
990324,N,N,Y,Y
990325,N,N,Y,Y
990326,N,N,Y,Y
990328,N,N,Y,Y
990332,N,N,N,N
990336,N,N,Y,Y
990340,N,N,Y,Y
995304,N,N,N,N
995308,N,N,N,N
995312,N,N,Y,Y
995316,N,N,Y,Y
995320,N,N,N,N
995324,N,N,Y,Y
995328,N,N,Y,Y
995330,N,N,N,N
995336,N,N,Y,Y
