year,LEA,____LEA Name____,School,___School Name___,Indian Male,Indian Female,Asian Male,Asian Female,Hispanic Male,Hispanic Female,Black Male,Black Female,White Male,White Female,Pacific Island Male,Pacific Island Female,Two or  More Male,Two or  More Female,Total,unit_code
2016,270,Currituck County Schools,308,Currituck County Middle,1,1,0,1,10,17,14,5,124,144,0,0,14,26,357,270308
2016,270,Currituck County Schools,309,Jarvisburg Elementary,0,0,1,0,12,9,8,9,115,85,0,0,14,11,264,270309
2016,270,Currituck County Schools,310,Shawboro Elementary School,0,0,1,3,12,9,15,14,222,225,0,0,26,17,544,270310
2016,270,Currituck County Schools,311,The JP Knapp ECH (i)School,1,0,0,2,3,13,2,6,89,122,0,1,12,17,268,270311
2016,270,Currituck County Schools,312,Knotts Island Elementary,0,0,0,0,0,2,0,0,34,38,0,0,2,2,78,270312
2016,270,Currituck County Schools,316,Moyock Elementary,0,1,1,3,4,11,9,15,210,199,0,0,8,13,474,270316
2016,270,Currituck County Schools,318,Moyock Middle,0,0,0,1,8,15,10,16,237,242,0,1,18,18,566,270318
2016,270,Currituck County Schools,320,W T Griggs Elementary,0,0,2,0,5,8,3,2,119,88,0,0,9,8,244,270320
2016,280,Dare County Schools,302,Cape Hatteras Elementary School,0,0,2,0,25,32,0,0,105,115,0,0,3,8,290,280302
2016,280,Dare County Schools,304,Cape Hatteras Secondary School,1,0,1,2,27,12,1,2,126,132,0,0,3,5,312,280304
2016,280,Dare County Schools,306,Dare County Alternative School,0,0,0,0,3,1,0,0,14,8,0,0,0,0,26,280306
2016,280,Dare County Schools,308,Kitty Hawk Elementary School,1,0,4,4,15,7,4,2,218,188,1,3,3,9,459,280308
2016,280,Dare County Schools,310,Nags Head Elementary School,0,0,2,1,56,50,3,2,194,213,0,0,13,15,549,280310
2016,280,Dare County Schools,312,Manteo Elementary School,0,1,0,1,94,90,16,31,204,214,0,0,22,21,694,280312
2016,280,Dare County Schools,316,Manteo High School,1,0,3,2,34,37,18,12,193,164,0,0,7,9,480,280316
2016,280,Dare County Schools,320,Manteo Middle School,0,0,1,4,32,39,15,12,132,140,0,0,7,4,386,280320
2016,280,Dare County Schools,324,First Flight Elementary School,0,0,2,0,15,16,1,1,147,147,0,0,10,9,348,280324
2016,280,Dare County Schools,328,First Flight Middle School,2,2,3,0,24,30,1,0,301,262,1,0,17,9,652,280328
2016,280,Dare County Schools,330,First Flight High School,0,2,4,8,38,27,2,4,335,344,1,1,12,10,788,280330
2016,290,Davidson County Schools,302,Brier Creek Elementary,2,0,0,0,10,19,2,0,147,117,0,0,2,1,300,290302
2016,290,Davidson County Schools,306,Northwest Elementary,0,3,1,1,7,9,2,1,260,201,0,1,7,8,501,290306
2016,290,Davidson County Schools,307,Southmont Elementary,0,0,0,0,7,7,4,2,181,154,0,1,7,6,369,290307
2016,290,Davidson County Schools,308,Central Davidson High,4,3,4,6,41,25,12,22,431,393,0,0,15,4,960,290308
2016,290,Davidson County Schools,309,Central Davidson Middle,0,1,5,3,37,18,21,15,337,311,0,0,13,11,772,290309
2016,290,Davidson County Schools,310,Stoner-Thomas School,0,0,1,0,7,5,8,6,38,29,0,0,1,1,96,290310
2016,290,Davidson County Schools,312,Churchland Elementary,0,0,0,0,27,14,5,2,203,190,0,0,3,2,446,290312
2016,290,Davidson County Schools,314,Davidson County High School,0,0,0,0,1,2,0,2,22,38,0,0,2,3,70,290314
2016,290,Davidson County Schools,315,Davidson Early College,0,3,0,3,2,6,2,2,30,53,0,0,0,2,103,290315
2016,290,Davidson County Schools,316,Davis-Townsend Elementary,0,0,3,1,21,17,6,2,213,230,0,0,12,4,509,290316
2016,290,Davidson County Schools,320,Denton Elementary,0,0,1,1,2,8,0,0,183,177,0,0,2,2,376,290320
2016,290,Davidson County Schools,322,E Lawson Brown Middle,1,3,3,6,30,32,6,6,309,293,0,0,9,3,701,290322
2016,290,Davidson County Schools,324,East Davidson High,0,3,6,3,42,24,9,12,439,390,0,0,9,9,946,290324
2016,290,Davidson County Schools,328,Fair Grove Elementary,0,0,4,7,46,30,6,6,220,200,0,0,4,4,527,290328
2016,290,Davidson County Schools,330,Friedberg Elementary,0,2,2,3,15,15,9,9,197,178,0,0,8,4,442,290330
2016,290,Davidson County Schools,332,Hasty Elementary,1,1,5,3,60,65,16,11,179,156,1,0,7,8,513,290332
2016,290,Davidson County Schools,333,Friendship Elementary,0,1,6,4,29,30,15,15,189,166,0,0,9,9,473,290333
2016,290,Davidson County Schools,334,Ledford Middle,1,1,6,11,51,46,29,21,258,236,0,0,15,6,681,290334
2016,290,Davidson County Schools,336,Ledford Senior High,3,1,9,19,74,71,33,27,504,518,0,0,13,16,"1,288",290336
2016,290,Davidson County Schools,344,Midway Elementary,1,1,2,0,23,18,11,12,215,178,0,0,9,7,477,290344
2016,290,Davidson County Schools,348,North Davidson High,1,3,12,10,38,45,43,37,674,646,0,2,19,20,"1,550",290348
2016,290,Davidson County Schools,350,North Davidson Middle,1,2,7,4,26,23,13,5,331,326,0,0,9,6,753,290350
2016,290,Davidson County Schools,351,Oak Grove Middle,1,4,2,2,21,23,20,11,326,299,0,0,9,4,722,290351
2016,290,Davidson County Schools,352,Pilot Elementary,0,1,1,3,27,21,3,10,190,180,0,0,6,4,446,290352
2016,290,Davidson County Schools,356,Reeds Elementary,2,3,2,1,10,3,1,0,203,144,1,0,0,2,372,290356
2016,290,Davidson County Schools,364,Silver Valley Elementary,1,0,0,0,3,1,0,0,139,102,0,0,1,2,249,290364
2016,290,Davidson County Schools,365,South Davidson High,0,0,1,1,3,7,1,1,234,172,0,0,2,1,423,290365
2016,290,Davidson County Schools,366,Southwood Elementary,1,0,6,2,45,37,16,16,231,243,0,0,15,18,630,290366
2016,290,Davidson County Schools,367,South Davidson Middle,1,0,1,0,6,3,2,2,140,148,0,0,0,2,305,290367
2016,290,Davidson County Schools,375,Tyro Elementary,1,1,2,4,17,11,2,5,181,154,0,0,5,3,386,290375
2016,410,Guilford County Schools,534,Pruette SCALE Academy,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6,410534
2016,410,Guilford County Schools,535,Sedalia Elementary,1,0,4,3,22,25,109,84,78,87,0,0,15,15,443,410535
2016,410,Guilford County Schools,538,Sedgefield Elementary,1,0,30,27,132,124,73,73,17,8,6,2,9,11,513,410538
2016,410,Guilford County Schools,541,Shadybrook Elementary,0,0,16,13,33,29,73,58,113,101,0,0,10,11,457,410541
2016,410,Guilford County Schools,542,George C Simkins Jr Elementary,1,1,4,5,52,49,136,151,41,35,0,1,7,14,497,410542
2016,410,Guilford County Schools,544,Ben L. Smith High School,3,3,53,44,170,172,371,361,22,29,3,2,19,19,"1,271",410544
2016,410,Guilford County Schools,545,The Academy at Smith,0,0,14,28,16,22,52,63,1,4,0,0,3,8,211,410545
2016,410,Guilford County Schools,547,Southeast Guilford High,10,5,9,8,43,29,206,190,447,410,0,0,23,21,"1,401",410547
2016,410,Guilford County Schools,550,Southeast Guilford Middle,6,8,8,9,31,31,118,120,283,275,0,0,21,28,938,410550
2016,410,Guilford County Schools,553,Southern Elementary,1,1,2,1,44,41,5,10,85,96,0,0,7,14,307,410553
2016,410,Guilford County Schools,556,Southern Guilford High,3,1,37,33,132,103,255,208,154,156,0,1,29,22,"1,134",410556
2016,410,Guilford County Schools,559,Southwest  Elementary,0,3,61,71,42,37,68,64,208,209,1,0,12,21,797,410559
2016,410,Guilford County Schools,562,Southwest Guilford High,3,2,76,74,61,75,265,263,358,285,2,2,26,28,"1,520",410562
2016,410,Guilford County Schools,565,Southwest Guilford Middle,0,3,50,55,45,56,187,141,246,245,0,0,25,22,"1,075",410565
2016,410,Guilford County Schools,568,Sternberger Elementary,0,0,3,7,5,8,30,21,162,122,0,0,2,5,365,410568
2016,410,Guilford County Schools,569,STEM Early College @ NC A&T SU,0,0,14,18,5,5,40,54,36,10,0,0,5,3,190,410569
2016,410,Guilford County Schools,571,Stokesdale Elementary,2,3,5,5,16,20,10,10,215,177,1,0,3,5,472,410571
2016,410,Guilford County Schools,574,Summerfield Elementary,0,3,23,31,29,39,18,23,216,208,0,0,13,7,610,410574
2016,410,Guilford County Schools,577,Sumner Elementary,1,0,4,2,105,114,149,171,28,32,0,1,10,11,628,410577
2016,410,Guilford County Schools,578,Triangle Lake Montessori Elem,2,2,16,11,26,30,141,132,55,47,2,2,11,3,480,410578
2016,410,Guilford County Schools,579,UNCG Early/Middle College,0,0,6,11,9,13,37,53,31,33,0,1,3,6,203,410579
2016,410,Guilford County Schools,580,Union Hill Elementary,0,2,32,35,47,28,142,140,18,14,0,1,11,9,479,410580
2016,410,Guilford County Schools,583,Vandalia Elementary,0,1,4,1,13,16,89,109,5,6,0,0,5,2,251,410583
2016,410,Guilford County Schools,586,Washington Elementary,3,0,2,0,7,8,151,157,5,6,0,0,1,5,345,410586
2016,410,Guilford County Schools,589,Philip J Weaver Ed Center,0,1,2,6,3,12,16,33,47,115,0,2,4,13,254,410589
2016,410,Guilford County Schools,592,Welborn Middle,1,0,11,8,33,23,150,115,15,8,0,0,5,12,381,410592
2016,410,Guilford County Schools,595,Western Guilford High,1,5,33,18,100,100,265,282,226,234,0,1,32,36,"1,333",410595
2016,410,Guilford County Schools,598,Wiley Accel/Enrichment,1,0,0,0,14,13,149,114,6,5,0,0,3,1,306,410598
2016,420,Halifax County Schools,304,Aurelian Springs Elementary,4,0,0,1,4,6,133,134,13,19,0,0,4,2,320,420304
2016,420,Halifax County Schools,316,Dawson Elementary,0,0,0,0,11,11,111,89,3,6,0,0,0,0,231,420316
2016,420,Halifax County Schools,324,Enfield Middle,0,0,1,0,7,8,92,100,3,0,0,0,1,0,212,420324
2016,420,Halifax County Schools,328,Everetts Elementary,2,1,0,0,4,6,83,86,20,13,0,0,14,8,237,420328
2016,420,Halifax County Schools,336,Hollister Elementary,45,40,0,0,1,1,42,33,3,1,1,0,0,1,168,420336
2016,420,Halifax County Schools,340,Inborden Elementary,1,0,0,0,3,8,158,133,1,4,1,2,1,1,313,420340
2016,420,Halifax County Schools,346,Northwest Halifax High,16,14,0,0,2,8,206,188,12,4,1,0,3,4,458,420346
2016,420,Halifax County Schools,348,Pittman Elementary,1,0,0,0,0,1,86,63,0,0,1,0,0,0,152,420348
2016,420,Halifax County Schools,358,Southeast Halifax High,0,0,0,0,6,9,147,138,2,2,0,0,0,1,305,420358
2016,420,Halifax County Schools,376,William R Davie Middle,14,14,2,0,2,3,140,149,8,6,0,0,2,3,343,420376
2016,421,Roanoke Rapids City Schools,304,Belmont Elementary School,1,1,3,2,28,29,93,89,197,147,0,0,5,15,610,421304
2016,421,Roanoke Rapids City Schools,306,Chaloner Middle School,1,0,12,4,22,15,79,80,215,215,0,0,11,6,660,421306
2016,421,Roanoke Rapids City Schools,316,Roanoke Rapids High School,1,3,8,9,11,12,127,123,328,309,0,1,12,15,959,421316
2016,421,Roanoke Rapids City Schools,328,Manning Elementary School,3,0,14,10,18,24,80,86,208,175,1,0,5,10,634,421328
2016,422,Weldon City Schools,310,Roanoke Valley Early College,0,3,0,0,0,2,53,106,2,15,0,0,1,3,185,422310
2016,422,Weldon City Schools,314,Weldon Elementary,0,0,0,0,2,1,161,140,1,4,0,0,1,2,312,422314
2016,422,Weldon City Schools,315,Weldon High,0,0,0,0,1,0,96,78,1,1,0,0,3,2,182,422315
2016,422,Weldon City Schools,318,Weldon Middle,0,0,0,1,2,0,113,88,3,4,0,0,1,0,212,422318
2016,430,Harnett County Schools,304,Anderson Creek Primary,4,3,5,1,44,41,63,71,157,124,0,1,19,19,552,430304
2016,430,Harnett County Schools,308,Angier Elementary,1,1,2,0,110,99,30,32,93,74,0,0,9,6,457,430308
2016,430,Harnett County Schools,312,Benhaven Elementary,2,1,0,3,65,56,29,29,149,128,1,1,17,13,494,430312
2016,430,Harnett County Schools,316,Boone Trail Elementary,6,5,6,8,120,118,107,77,257,222,3,0,17,33,979,430316
2016,430,Harnett County Schools,320,Buies Creek Elementary,2,0,1,2,14,11,29,23,111,97,0,0,5,4,299,430320
2016,430,Harnett County Schools,328,Coats Elementary,3,2,0,0,123,103,34,45,181,208,0,0,18,14,731,430328
2016,430,Harnett County Schools,330,Coats-Erwin Middle,3,4,0,0,82,62,62,61,195,160,0,0,17,19,665,430330
2016,430,Harnett County Schools,332,Dunn Middle,2,5,5,3,23,28,104,86,65,58,0,0,12,13,404,430332
2016,430,Harnett County Schools,336,Erwin Elementary,1,2,0,1,26,24,31,28,68,75,0,0,10,7,273,430336
2016,430,Harnett County Schools,340,Gentry Primary,0,0,1,0,22,34,43,34,64,61,0,0,10,9,278,430340
2016,430,Harnett County Schools,344,Harnett Primary,9,5,3,7,49,45,159,144,92,74,0,1,15,20,623,430344
2016,430,Harnett County Schools,345,STAR Academy,1,1,0,0,7,2,21,12,11,2,0,0,2,0,59,430345
2016,430,Harnett County Schools,346,Harnett Central High,6,4,2,6,162,174,170,157,434,370,2,0,23,34,"1,544",430346
2016,430,Harnett County Schools,347,Harnett Central Middle,5,5,5,4,125,142,117,103,316,298,0,0,19,13,"1,152",430347
2016,430,Harnett County Schools,348,Johnsonville Elementary,3,2,0,1,51,63,73,74,154,135,2,1,25,22,606,430348
2016,430,Harnett County Schools,349,Highland Elementary,5,1,6,5,71,83,91,87,300,242,1,1,32,48,973,430349
2016,430,Harnett County Schools,351,Highland Middle,2,4,5,6,68,72,128,89,220,234,0,1,42,27,898,430351
2016,430,Harnett County Schools,352,LaFayette Elementary,1,1,2,1,54,44,33,27,253,248,0,0,6,9,679,430352
2016,430,Harnett County Schools,358,Lillington-Shawtown Elementary,4,5,1,2,33,28,110,110,179,136,1,1,15,20,645,430358
2016,430,Harnett County Schools,368,North Harnett Primary,1,0,0,1,107,90,38,24,83,81,0,0,7,7,439,430368
2016,430,Harnett County Schools,369,Overhills Elementary,5,2,6,3,71,80,149,121,196,212,3,2,52,35,937,430369
2016,600,Charlotte-Mecklenburg County Schools,514,Ranson Middle,3,2,11,16,102,106,336,306,14,14,0,0,14,10,934,600514
2016,600,Charlotte-Mecklenburg County Schools,516,Reedy Creek Elementary,1,2,22,15,102,101,219,217,43,27,0,0,8,21,778,600516
2016,600,Charlotte-Mecklenburg County Schools,517,Reid Park Academy,0,0,31,29,28,29,379,300,8,2,0,0,2,3,811,600517
2016,600,Charlotte-Mecklenburg County Schools,518,Ridge Road Middle,2,2,25,27,65,60,402,384,100,89,1,0,10,24,"1,191",600518
2016,600,Charlotte-Mecklenburg County Schools,519,Sedgefield Elementary,0,1,2,2,54,31,143,140,6,5,1,0,0,2,387,600519
2016,600,Charlotte-Mecklenburg County Schools,520,Sedgefield Middle,3,2,5,5,128,147,175,161,30,39,1,0,6,4,706,600520
2016,600,Charlotte-Mecklenburg County Schools,521,Stoney Creek Elementary,2,0,21,22,89,83,256,229,28,39,1,2,11,7,790,600521
2016,600,Charlotte-Mecklenburg County Schools,522,Selwyn Elementary,1,1,8,8,29,29,38,43,346,343,0,2,7,4,859,600522
2016,600,Charlotte-Mecklenburg County Schools,527,Shamrock Gardens Elementary,3,2,3,5,58,46,113,107,56,63,0,1,7,3,467,600527
2016,600,Charlotte-Mecklenburg County Schools,530,Sharon Elementary,1,1,38,27,22,28,49,63,299,275,0,1,5,9,818,600530
2016,600,Charlotte-Mecklenburg County Schools,532,Waddell Language Academy,2,5,24,48,140,123,156,186,327,318,1,0,32,33,"1,395",600532
2016,600,Charlotte-Mecklenburg County Schools,534,Smithfield Elementary,0,0,10,4,87,66,89,68,158,163,1,0,7,10,663,600534
2016,600,Charlotte-Mecklenburg County Schools,535,South Mecklenburg High,4,4,35,52,433,398,355,414,529,593,0,1,53,46,"2,917",600535
2016,600,Charlotte-Mecklenburg County Schools,537,South Charlotte Middle,3,1,27,35,39,38,42,45,314,299,0,0,12,13,868,600537
2016,600,Charlotte-Mecklenburg County Schools,538,Southwest Middle School,4,6,26,21,229,191,256,279,157,161,0,1,23,28,"1,382",600538
2016,600,Charlotte-Mecklenburg County Schools,545,Starmount Acad of Excellence,2,2,8,3,168,146,59,40,10,12,0,0,1,0,451,600545
2016,600,Charlotte-Mecklenburg County Schools,546,Statesville Road Elementary,2,1,7,4,44,48,211,220,4,6,0,0,7,11,565,600546
2016,600,Charlotte-Mecklenburg County Schools,549,Steele Creek Elementary,0,1,22,34,154,147,163,172,30,44,0,0,5,11,783,600549
2016,600,Charlotte-Mecklenburg County Schools,550,Sterling Elementary,0,0,5,2,191,159,129,127,11,8,0,0,2,4,638,600550
2016,600,Charlotte-Mecklenburg County Schools,553,Thomasboro Academy,2,2,41,37,57,54,254,227,12,7,1,0,5,6,705,600553
2016,600,Charlotte-Mecklenburg County Schools,557,Torrence Creek Elementary,0,1,17,28,23,19,36,23,175,165,1,0,21,5,514,600557
2016,600,Charlotte-Mecklenburg County Schools,558,Grand Oak Elementary,2,0,16,10,13,15,18,18,239,223,0,1,3,3,561,600558
2016,600,Charlotte-Mecklenburg County Schools,562,Tuckaseegee Elementary,1,2,32,38,140,129,204,216,22,20,0,0,8,2,814,600562
2016,600,Charlotte-Mecklenburg County Schools,565,University Park Creative Arts,1,2,5,2,19,41,155,229,8,6,0,0,2,11,481,600565
2016,600,Charlotte-Mecklenburg County Schools,566,University Meadows Elementary,1,2,20,15,88,88,186,163,21,22,1,0,7,14,628,600566
2016,600,Charlotte-Mecklenburg County Schools,567,Charlotte Engineering Early College-UNCC,1,0,4,1,16,19,56,46,26,16,0,0,7,2,194,600567
2016,600,Charlotte-Mecklenburg County Schools,571,Irwin Academic Center,2,2,35,41,10,8,147,133,67,53,0,0,6,3,507,600571
2016,600,Charlotte-Mecklenburg County Schools,574,Walter G Byers School,4,3,1,4,12,9,182,171,2,2,1,0,1,0,392,600574
2016,600,Charlotte-Mecklenburg County Schools,576,West Charlotte High,6,5,39,44,53,52,713,707,10,11,2,1,9,10,"1,662",600576
2016,600,Charlotte-Mecklenburg County Schools,577,Westerly Hills Academy,1,4,21,22,40,30,256,234,11,2,0,0,2,3,626,600577
2016,600,Charlotte-Mecklenburg County Schools,579,West Mecklenburg High,8,7,46,47,243,186,659,605,77,67,0,1,34,33,"2,013",600579
2016,600,Charlotte-Mecklenburg County Schools,586,Winding Springs Elementary,0,3,13,18,187,166,219,228,20,20,0,1,10,6,891,600586
2016,600,Charlotte-Mecklenburg County Schools,587,Windsor Park Elementary,2,2,39,33,221,224,121,112,13,22,0,2,3,3,797,600587
2016,600,Charlotte-Mecklenburg County Schools,588,Winget Park Elementary,2,0,18,11,46,48,77,66,93,86,2,2,5,3,459,600588
2016,600,Charlotte-Mecklenburg County Schools,589,Winterfield Elementary,2,3,40,40,205,196,118,85,7,11,1,0,5,4,717,600589
2016,600,Charlotte-Mecklenburg County Schools,590,River Gate Elementary,3,3,20,27,93,92,151,143,129,139,1,3,6,11,821,600590
2016,600,Charlotte-Mecklenburg County Schools,592,Vance High,3,5,22,28,245,235,582,487,32,26,1,1,19,15,"1,701",600592
2016,600,Charlotte-Mecklenburg County Schools,693,Olympic High - Renaissance School,0,2,17,22,70,86,92,158,59,87,1,0,8,13,615,600693
2016,600,Charlotte-Mecklenburg County Schools,694,Olympic High-Math Eng Tech Science,2,0,44,11,84,33,136,73,135,78,0,0,15,11,622,600694
2016,600,Charlotte-Mecklenburg County Schools,695,Olympic TEAM High School,1,0,9,1,45,11,83,29,31,3,0,0,5,1,219,600695
2016,600,Charlotte-Mecklenburg County Schools,696,Olympic High-Leadership and Development,1,0,10,9,68,64,128,106,29,10,0,1,7,8,441,600696
2016,600,Charlotte-Mecklenburg County Schools,697,Olympic High - Biotech Health Pub Admin,1,1,20,25,62,92,97,176,41,42,0,0,4,11,572,600697
2016,610,Mitchell County Schools,302,Bowman Middle,0,0,0,0,3,1,1,0,132,90,0,0,0,0,227,610302
2016,610,Mitchell County Schools,310,Deyton Elementary,0,0,1,1,24,15,0,0,106,103,0,0,1,3,254,610310
2016,610,Mitchell County Schools,320,Gouge Elementary,0,0,0,1,4,6,1,0,132,106,0,0,1,4,255,610320
2016,610,Mitchell County Schools,322,Greenlee Primary,0,1,3,0,15,19,0,1,113,90,0,0,1,2,245,610322
2016,610,Mitchell County Schools,326,Harris Middle,0,0,2,2,11,15,0,0,122,107,0,1,2,1,263,610326
2016,610,Mitchell County Schools,332,Mayland Early College,0,0,0,1,4,12,1,0,38,57,0,0,0,3,116,610332
2016,610,Mitchell County Schools,334,Mitchell High,0,1,0,3,22,12,1,0,261,233,0,0,0,3,536,610334
2016,620,Montgomery County Schools,310,Montgomery Learning Academy,0,0,0,0,8,6,9,6,8,6,0,0,0,0,43,620310
2016,620,Montgomery County Schools,312,Candor Elementary,0,0,0,0,108,96,26,33,28,33,0,0,5,1,330,620312
2016,620,Montgomery County Schools,314,East Middle,0,0,0,1,131,111,27,23,54,73,0,0,6,2,428,620314
2016,620,Montgomery County Schools,316,East Montgomery High,1,1,1,0,170,163,60,49,101,99,0,0,3,6,654,620316
2016,620,Montgomery County Schools,318,Green Ridge Elementary,0,0,0,1,148,141,37,31,52,57,0,1,11,10,489,620318
2016,620,Montgomery County Schools,324,Mount Gilead Elementary,0,0,9,12,5,5,64,53,81,63,1,1,9,2,305,620324
2016,620,Montgomery County Schools,330,Page Street Elementary,0,0,4,1,24,21,16,20,84,91,0,0,6,8,275,620330
2016,620,Montgomery County Schools,334,Star Elementary,0,0,1,0,35,34,8,6,73,78,0,0,5,8,248,620334
2016,620,Montgomery County Schools,336,Troy Elementary,1,0,2,2,13,18,22,29,83,66,1,0,1,4,242,620336
2016,620,Montgomery County Schools,339,West Middle,0,0,6,8,21,24,59,57,130,109,0,0,11,2,427,620339
2016,620,Montgomery County Schools,340,West Montgomery High,0,0,11,16,30,25,82,75,171,154,0,1,4,9,578,620340
2016,630,Moore County Schools,304,Aberdeen Primary,2,4,4,0,31,30,70,61,43,43,0,0,13,19,320,630304
2016,630,Moore County Schools,308,Aberdeen Elementary,4,4,4,0,31,29,67,62,47,42,1,0,17,16,324,630308
2016,630,Moore County Schools,312,Cameron Elementary,5,4,0,0,10,18,14,13,96,81,0,0,6,4,251,630312
2016,630,Moore County Schools,316,Carthage Elementary,6,2,0,0,14,11,30,29,143,118,0,0,14,13,380,630316
2016,780,Robeson County Schools,398,Rowland Norment Elementary,33,40,3,3,70,52,125,121,45,30,0,0,15,10,547,780398
2016,780,Robeson County Schools,400,Saint Pauls Elementary,78,63,2,1,193,210,123,102,96,76,1,1,14,16,976,780400
2016,780,Robeson County Schools,401,Saint Pauls High,86,73,2,2,135,100,151,131,113,106,0,0,20,14,933,780401
2016,780,Robeson County Schools,402,South Robeson High,150,136,0,1,6,17,69,68,9,9,0,0,17,7,489,780402
2016,780,Robeson County Schools,403,Saint Pauls Middle,22,27,0,0,87,77,58,73,45,42,0,0,13,8,452,780403
2016,780,Robeson County Schools,407,Tanglewood Elementary,40,37,11,5,17,14,44,66,96,96,0,2,10,13,451,780407
2016,780,Robeson County Schools,408,Southside/Ashpole Elem,54,48,0,0,3,0,63,67,8,4,0,0,10,16,273,780408
2016,780,Robeson County Schools,410,Townsend Middle,45,28,2,2,3,4,65,56,3,3,0,0,1,3,215,780410
2016,780,Robeson County Schools,412,Union Chapel Elementary,206,208,1,0,75,69,16,21,6,9,0,2,4,4,621,780412
2016,780,Robeson County Schools,416,Union Elementary,209,209,0,0,3,4,11,9,2,5,0,1,3,1,457,780416
2016,780,Robeson County Schools,417,W H Knuckles,17,11,0,0,2,2,108,111,3,1,0,0,0,1,256,780417
2016,780,Robeson County Schools,418,West Lumberton Elementary,27,19,0,0,2,4,42,29,8,2,0,0,3,6,142,780418
2016,780,Robeson County Schools,420,Purnell Swett High,778,741,0,0,16,20,79,56,29,26,0,1,16,19,"1,781",780420
2016,790,Rockingham County Schools,302,Bethany Elementary,0,0,1,1,13,13,5,3,199,196,0,0,5,6,442,790302
2016,790,Rockingham County Schools,310,Central Elementary,0,0,1,1,30,24,42,47,155,142,0,0,9,15,466,790310
2016,790,Rockingham County Schools,314,Dalton McMichael High,3,3,7,4,84,58,49,45,373,312,0,1,27,22,988,790314
2016,790,Rockingham County Schools,318,Douglass Elementary,0,0,1,0,22,24,36,36,129,109,0,0,11,8,376,790318
2016,790,Rockingham County Schools,322,Draper Elementary,0,1,0,1,14,22,30,33,41,57,0,0,8,13,220,790322
2016,790,Rockingham County Schools,327,Huntsville Elementary,1,0,2,0,53,45,12,9,157,134,2,0,8,6,429,790327
2016,790,Rockingham County Schools,330,J E Holmes Middle,1,0,8,2,53,45,75,62,194,196,0,0,25,14,675,790330
2016,790,Rockingham County Schools,334,John W Dillard Elementary,2,1,0,1,29,18,32,31,76,61,0,0,13,7,271,790334
2016,790,Rockingham County Schools,344,Leaksville-Spray Elementary,0,0,5,8,41,33,58,59,142,125,0,0,7,11,489,790344
2016,790,Rockingham County Schools,347,Lincoln Elementary,1,0,0,0,7,10,22,19,96,112,0,0,7,5,279,790347
2016,790,Rockingham County Schools,350,Monroeton Elementary,0,0,0,0,29,11,44,47,163,142,0,1,9,13,459,790350
2016,790,Rockingham County Schools,354,John M Morehead High,4,4,4,2,56,46,117,105,302,270,0,0,21,22,953,790354
2016,790,Rockingham County Schools,358,Moss Street Elementary,0,0,1,0,34,20,130,113,51,45,0,0,16,17,427,790358
