digital_media,year,agency_code,category_code,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices
1,2019,600497,M,Yes,6:07:08,No,-,Yes,6:07:08,6.01,89,1.75,2008.0,0.69
30,2019,600498,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.89,11,0.46,2004.0,0.48
-,2019,600499,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,,11,11.0,,0.54
0,2019,600500,E,Yes,K:2:3:4:5,No,-,Yes,K:1:2:3:4:5,14.88,84,1.62,2002.0,0.71
3,2019,600501,E,Yes,2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,15.12,66,1.5,2006.0,0.62
3,2019,600503,E,Yes,3:04:05,No,-,No,-,10.45,82,1.3,2007.0,0.74
4,2019,600507,E,Yes,3:04:05,No,-,Yes,3:04:05,11.53,75,1.53,2007.0,0.86
3,2019,600508,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,5.26,162,1.74,2003.0,0.71
4,2019,600509,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,7.68,101,1.68,2003.0,0.71
32,2019,600512,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,29.96,75,1.56,2000.0,0.77
3,2019,600513,M,Yes,6:07:08,No,-,No,-,8.06,104,1.6,2005.0,0.84
0,2019,600514,M,Yes,6:07:08,No,-,No,-,10.67,118,2.11,2004.0,1.01
0,2019,600515,I,Yes,3:04:05,No,-,No,-,12.08,119,2.09,2014.0,0.85
2,2019,600516,E,Yes,3:04:05,No,-,No,-,11.12,86,1.69,2005.0,0.89
6,2019,600517,E,Yes,2:3:4:5,No,-,No,-,25.2,73,2.92,2011.0,0.59
4,2019,600518,M,Yes,6:07:08,No,-,Yes,6:07:08,9,109,1.65,2008.0,0.72
3,2019,600519,E,Yes,2:3:4:5,No,-,No,-,30.95,67,2.03,2007.0,0.6
4,2019,600520,M,Yes,6:07:08,Yes,6:07:08,No,-,13.92,84,1.58,2008.0,0.65
2,2019,600521,E,Yes,3:04:05,No,-,No,-,15.07,80,1.54,2006.0,1.71
2,2019,600522,E,Yes,2:3:4:5,No,-,Yes,K:1:2:3:4:5,13.36,80,1.51,2002.0,0.73
2,2019,600527,E,Yes,3:04:05,No,-,No,-,27.12,52,1.44,2002.0,1.03
3,2019,600530,E,Yes,2:3:4:5,No,-,Yes,K:1:2:3:4:5,10.44,70,1.52,2006.0,0.96
2,2019,600532,I,Yes,3:4:5:6:7:8,No,-,No,-,9.74,128,1.6,2003.0,1.33
0,2019,600534,E,Yes,2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,11.47,68,1.74,2003.0,0.9
3,2019,600535,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,2.37,231,1.43,2007.0,0.81
15,2019,600537,M,Yes,6:07:08,Yes,6:07:08,No,-,8.71,91,1.9,2008.0,0.8
2,2019,600538,M,Yes,6:07:08,No,-,No,-,7.45,123,1.71,2003.0,0.78
1,2019,600545,E,Yes,3:04:05,No,-,No,-,11.14,60,2.0,2012.0,0.8
1,2019,600546,E,Yes,K:1:2:3:4:5,No,-,No,-,11.89,73,1.87,2006.0,0.67
4,2019,600549,E,Yes,3:04:05,No,-,No,-,11.72,75,2.14,2003.0,0.94
1,2019,600550,E,Yes,1:2:3:4:5,No,-,No,-,16.42,80,1.86,2002.0,0.58
2,2019,600553,I,Yes,3:4:5:6:7:8,No,-,No,-,18.71,75,1.56,1990.0,0.74
2,2019,600557,E,Yes,3:04:05,No,-,No,-,18.33,79,1.98,2005.0,1.03
8,2019,600558,E,Yes,3:04:05,No,-,Yes,3:04:05,14.93,68,1.7,2010.0,0.66
2,2019,600562,E,Yes,K:1:2:3:4:5,No,-,Yes,3:04:05,11.82,76,1.49,2001.0,0.78
1,2019,600565,E,Yes,2:3:4:5,No,-,No,-,21.53,61,1.74,2002.0,0.63
3,2019,600566,E,Yes,PK:K:4:5,No,-,Yes,PK:K:1:2:3:4:5,12.72,86,1.54,2007.0,1.29
-,2019,600567,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,,,2017.0,0.66
-,2019,600569,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,13,4.33,,0.46
1,2019,600571,E,Yes,K:1:2:3:4:5,No,-,Yes,K:1:2:3:4:5,19.38,55,2.2,2006.0,0.76
0,2019,600574,I,Yes,PK:K:1:2:3:4:5:6:7:8,No,-,No,-,3.41,69,1.77,2017.0,0.37
1,2019,600576,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,9.84,180,1.38,2001.0,0.41
2,2019,600577,E,Yes,K:1:2:3:4:5:6:7:8,No,-,No,-,25.61,70,2.06,2011.0,0.75
3,2019,600579,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,6.21,190,1.74,2009.0,0.38
0,2019,600582,T,Yes,7:8:9:10:11,Yes,9:10:11,No,-,32.73,62,1.77,2014.0,0.73
9,2019,600583,M,Yes,6:07:08,Yes,6:07:08,Yes,6:07:08,17.72,69,1.68,2015.0,0.69
2,2019,600586,E,Yes,3:04:05,No,-,No,-,12.77,87,1.67,2003.0,0.59
2,2019,600587,E,Yes,2:3:4:5,No,-,Yes,PK:K:1:2:3:4:5,17.38,92,1.74,1999.0,0.66
2,2019,600588,E,Yes,3:04:05,No,-,Yes,K:1:2:3:4:5,17.76,72,1.76,2004.0,0.88
2,2019,600589,E,Yes,K:1:2:3:4:5,No,-,No,-,14.91,81,1.8,2006.0,0.83
1,2019,600590,E,Yes,3:04:05,No,-,No,-,17.6,66,1.65,2007.0,0.91
2,2019,600592,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,5.84,169,1.82,2002.0,0.69
0,2019,600593,E,Yes,K:1:2:3:4,No,-,No,-,34.34,17,1.42,2014.0,0.44
-,2019,600594,H,Yes,11:12:13,Yes,11:12:13,No,-,,,,,0.88
2,2019,600693,,Yes,9:10:11:12,No,-,Yes,9:10:11:12,13.98,30,1.5,2003.0,0.86
2,2019,600694,,Yes,9:10:11:12,No,-,Yes,9:10:11:12,14.12,30,1.0,2003.0,0.85
2,2019,600695,,Yes,9:10:11:12,Yes,9:10:11,Yes,9:10:11:12,21.4,30,0.05,2003.0,0.56
2,2019,600696,,Yes,9:10:11:12,No,-,Yes,9:10:11:12,23.82,30,1.67,2003.0,0.49
2,2019,600697,,Yes,9:10:11:12,No,-,Yes,9:10:11:12,13.6,30,1.5,2003.0,0.81
0,2019,60B000,A,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12,Yes,9:10:11:12,No,-,7.86,72,0.85,2014.0,2.58
1,2019,60D000,A,Yes,5:6:7:8:9:10:11:12,Yes,5:6:7:8:9:10:11:12,No,-,4.16,120,1.17,2006.0,2.18
1,2019,60F000,I,No,-,No,-,Yes,K:1:2:3:4:5:6:7:8,15.95,29,1.45,2014.0,2.94
1,2019,60G000,A,No,-,No,-,No,-,9.04,57,0.89,2011.0,3.22
0,2019,60I000,A,No,-,No,-,Yes,9:10:11:12,2.15,90,0.98,1999.0,6.97
0,2019,60J000,I,Yes,1:2:3:4:5:6:7:8,No,-,No,-,31.25,68,1.62,2010.0,2.71
-,2019,60K000,T,No,-,No,-,No,-,,17,0.94,,5.01
,2019,60L000,I,,,,,,,,,,,-
-,2019,60M000,I,Yes,5:6:7:8,Yes,6:07:08,No,-,,18,0.39,,3.63
,2019,60N000,E,,,,,,,,,,,-
20,2019,60P000,I,Yes,3:04:05,Yes,5:6:7:8,No,-,2.13,22,1.22,2012.0,0.94
,2019,60Q000,I,,,,,,,,,,,-
10,2019,60S000,A,Yes,8:9:10:11:12,Yes,9:10:11:12,No,-,1.11,36,0.53,2015.0,3.19
,2019,60U000,H,,,,,,,,,,,-
0,2019,60V000,T,Yes,6:7:8:9:10:11:12,No,-,Yes,6:7:8:9:10:11:12,30.61,7,0.37,2006.0,4.9
-,2019,60Y000,I,No,-,No,-,No,-,,,,,-
0,2019,610302,M,Yes,5:6:7:8,Yes,6:07:08,No,-,23.36,21,1.31,2001.0,0.92
0,2019,610310,E,Yes,3:04:05,No,-,No,-,22.27,27,1.04,1999.0,0.85
2,2019,610320,E,Yes,K:1:2:3:4,No,-,No,-,40.88,23,1.28,2004.0,0.87
0,2019,610322,E,Yes,K:1:2,No,-,No,-,45.98,27,1.29,2009.0,0.83
0,2019,610326,M,Yes,6:07:08,Yes,7:08,No,-,19.5,26,1.0,2001.0,0.97
-,2019,610332,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,8,1.6,,0.98
0,2019,610334,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,15.74,73,1.62,2004.0,0.85
,2019,61J000,I,,,,,,,,,,,-
,2019,61K000,E,,,,,,,,,,,-
,2019,61L000,H,,,,,,,,,,,-
-,2019,61M000,I,Yes,6,No,-,No,-,,15,1.0,,4.09
,2019,61N000,I,,,,,,,,,,,-
0,2019,61P000,E,No,-,No,-,No,-,20,4,0.57,2017.0,3.06
-,2019,61Q000,I,No,-,No,-,No,-,,8,0.33,,18.98
0,2019,61R000,I,No,-,No,-,No,-,0.27,23,0.92,2017.0,4.79
,2019,61S000,E,,,,,,,,,,,-
,2019,61T000,E,,,,,,,,,,,-
,2019,61U000,M,,,,,,,,,,,-
,2019,61W000,E,,,,,,,,,,,-
,2019,61X000,A,,,,,,,,,,,-
-,2019,620310,T,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,,8,1.0,,0.38
1,2019,620312,E,Yes,3:04:05,No,-,No,-,33.09,32,1.19,1998.0,0.89
1,2019,620314,M,Yes,6:07:08,Yes,6:07:08,No,-,17.05,51,1.59,1998.0,0.73
1,2019,620316,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,16.12,59,1.44,1988.0,0.53
1,2019,620318,E,Yes,K:1:2:3:4:5,Yes,3:04:05,No,-,27.24,46,1.05,2004.0,0.67
1,2019,620324,E,Yes,3:04:05,No,-,No,-,66.08,32,1.33,1997.0,1
1,2019,620330,E,Yes,3:04:05,No,-,No,-,39.9,31,1.15,1999.0,0.7
3,2019,620334,E,Yes,3:04:05,No,-,No,-,30.78,26,1.18,1998.0,0.78
1,2019,620336,E,No,-,No,-,No,-,33.55,33,1.32,1996.0,0.87
0,2019,620339,M,Yes,6:07:08,Yes,6:07:08,No,-,24.41,44,1.52,1992.0,0.61
0,2019,620340,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,20.39,63,1.66,1991.0,0.52
-,2019,620350,H,Yes,9:10:11,Yes,9:10:11,No,-,,7,1.0,,0.88
0,2019,630304,E,No,-,No,-,No,-,41.43,25,0.86,1995.0,0.68
0,2019,630308,E,No,-,No,-,No,-,37.85,30,1.15,1994.0,1.13
1,2019,630312,E,No,-,No,-,No,-,31.3,17,0.94,1999.0,0.83
0,2019,630316,E,Yes,PK:K:1:2:3:4:5,No,-,No,-,33.01,33,1.22,1998.0,0.56
2,2019,630317,M,Yes,6:07:08,Yes,6:07:08,No,-,20.09,37,1.23,2007.0,0.5
0,2019,630320,M,Yes,6:07:08,Yes,6:07:08,No,-,27,27,1.17,2001.0,0.6
2,2019,630324,E,No,-,No,-,No,-,17.63,37,0.82,2002.0,1.7
2,2019,630328,I,Yes,K:1:2:3:4:5:6:7:8,Yes,6:07:08,No,-,60.71,33,1.38,1997.0,0.65
-,2019,630330,T,Yes,7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,No,-,,23,3.83,,0.53
1,2019,630331,M,Yes,6:07:08,Yes,6:07:08,No,-,20.76,52,1.3,1999.0,0.76
0,2019,630332,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,15.35,51,1.34,1994.0,0.69
2,2019,630336,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,3.61,128,1.28,2003.0,0.69
0,2019,630342,E,No,-,No,-,No,-,19.48,34,0.97,1998.0,1.26
0,2019,630348,E,Yes,3:04:05,No,-,No,-,34.11,27,0.52,1996.0,0.64
1,2019,630350,M,Yes,6:07:08,Yes,6:07:08,No,-,16.52,57,1.36,2003.0,0.82
1,2019,630352,E,No,-,No,-,No,-,25.14,33,1.22,2000.0,1.6
0,2019,630356,E,No,-,No,-,No,-,29.45,38,1.27,2005.0,0.7
0,2019,630360,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,4.33,88,1.21,1999.0,0.88
0,2019,630364,E,Yes,3:04:05,No,-,No,-,22.17,40,1.0,2002.0,0.95
0,2019,630368,E,No,-,No,-,No,-,18.22,23,0.68,2000.0,1.57
1,2019,630373,E,No,-,No,-,No,-,18.62,26,0.76,2005.0,1.83
1,2019,630374,M,Yes,6:07:08,Yes,6:07:08,No,-,13.41,59,1.18,1999.0,0.87
0,2019,630376,I,Yes,3:4:5:6:7:8,Yes,6:07:08,No,-,31.99,32,0.94,1999.0,0.73
-,2019,63A000,E,Yes,3:05,No,-,No,-,,8,0.44,,-
-,2019,63B000,A,No,-,No,-,No,-,,8,0.27,,3.85
,2019,63C000,E,,,,,,,,,,,-
1,2019,640302,E,No,-,No,-,No,-,16.54,36,1.33,2001.0,1.2
0,2019,640304,E,Yes,3:04:05,No,-,No,-,16.14,56,1.27,2006.0,1.05
1,2019,640306,E,Yes,3:04:05,No,-,No,-,18.04,40,1.54,2001.0,0.91
0,2019,640308,E,Yes,3:04:05,No,-,No,-,23.06,55,1.15,1998.0,0.88
1,2019,640316,E,Yes,3:04:05,No,-,No,-,31.45,28,1.56,1999.0,1.06
0,2019,640320,M,Yes,6:07:08,Yes,6:07:08,No,-,6.69,60,1.5,1997.0,0.76
1,2019,640324,E,Yes,4:05,No,-,No,-,32.33,49,1.32,2001.0,1.1
1,2019,640326,E,Yes,3:04:05,No,-,No,-,33.55,48,1.6,2002.0,0.15
1,2019,640328,E,Yes,3:04:05,No,-,No,-,10.75,42,1.4,2002.0,0.45
5,2019,640329,M,Yes,6:07:08,Yes,6:07:08,No,-,17.36,63,2.33,1998.0,0.67
1,2019,640332,E,Yes,3:04:05,No,-,No,-,39,43,1.0,1996.0,2.11
1,2019,640334,M,Yes,6:07:08,Yes,6:07:08,No,-,25.36,53,1.13,1994.0,0.71
8,2019,640335,M,Yes,6:07:08,Yes,6:07:08,No,-,11.04,63,2.52,2009.0,0.73
1,2019,640336,E,Yes,3:04:05,No,-,No,-,27.02,42,1.5,2000.0,1.14
-,2019,640340,T,Yes,6:7:8:9:10:11:12,No,-,No,-,,10,0.67,,0.67
-,2019,640342,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,3,0.75,2000.0,0.57
0,2019,640346,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,12.17,84,1.24,1999.0,0.71
-,2019,640347,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,23,3.83,,0.67
1,2019,640348,E,Yes,4:05,No,-,No,-,15.27,56,1.22,2000.0,1.08
2,2019,640350,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,7.73,81,1.13,2003.0,0.82
1,2019,640358,M,Yes,6:07:08,Yes,6:07:08,No,-,16.33,63,1.26,1998.0,0.82
0,2019,640360,E,No,-,No,-,No,-,37.2,34,1.79,2000.0,0.51
20,2019,640361,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,1.91,103,1.37,2006.0,0.8
1,2019,640362,M,Yes,6:07:08,Yes,6:07:08,No,-,14.85,61,1.13,2001.0,0.75
1,2019,640364,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,5.93,78,1.24,2002.0,0.72
0,2019,640376,E,Yes,4:05,No,-,No,-,25.76,47,1.52,2000.0,1.16
0,2019,640384,E,Yes,4:05,No,-,No,-,36.16,35,1.4,1996.0,0.81
1,2019,640396,E,Yes,4:05,No,-,No,-,31.82,51,1.38,2001.0,0.4
1,2019,640400,E,No,-,No,-,No,-,15.5,49,1.23,1997.0,1.48
0,2019,64A000,A,No,-,No,-,No,-,0.86,40,0.57,2018.0,-
,2019,64B000,,,,,,,,,,,,-
1,2019,650304,E,No,-,No,-,Yes,5,20.98,33,1.18,2002.0,1.29
3,2019,650308,E,No,-,No,-,Yes,3:04:05,35.21,28,1.12,2005.0,1.44
1,2019,650309,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,21.32,43,1.26,2005.0,1.1
4,2019,650310,M,No,-,No,-,Yes,6:07:08,6.62,57,1.1,2000.0,1.46
1,2019,650312,E,No,-,No,-,No,-,50.72,34,1.1,1999.0,0.71
1,2019,650316,E,No,-,No,-,Yes,K:1:2:3:4:5,27.04,40,1.38,1999.0,1.56
1,2019,650323,E,No,-,No,-,Yes,K:1:2:3:4:5,21.88,46,1.24,2004.0,1.42
1,2019,650324,E,No,-,No,-,Yes,K:1:2:3:4:5,30.11,28,1.4,2000.0,0.91
1,2019,650325,M,No,-,No,-,Yes,6:07:08,7.34,49,1.14,2002.0,1.3
6,2019,650326,H,No,-,No,-,Yes,9:10:11:12,6.97,103,0.91,2000.0,1.53
2,2019,650327,H,No,-,No,-,Yes,9:10:11:12,18.76,96,1.28,2001.0,1.54
1,2019,650328,E,No,-,No,-,Yes,K:1:2:3:4:5,37.7,37,1.06,2004.0,1.09
2,2019,650332,I,Yes,K:1:2:3:4:5:6:7:8,No,-,Yes,3:4:5:6:7:8,29.8,51,1.16,2001.0,0.79
1,2019,650338,E,No,-,No,-,Yes,1:2:3:4:5,16.63,38,1.03,2004.0,1.05
1,2019,650339,E,No,-,No,-,Yes,K:1:2:3:4:5,27.09,32,1.1,1994.0,1.13
-,2019,650340,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,,9,1.13,2017.0,1.08
1,2019,650341,E,No,-,No,-,No,-,32.44,40,0.95,2002.0,1.24
1,2019,650342,H,No,-,No,-,Yes,9:10:11:12,13.9,98,1.15,1997.0,1.54
2,2019,650343,M,No,-,No,-,Yes,6:07:08,17.95,58,1.12,2006.0,0.96
-,2019,650345,I,No,-,No,-,No,-,,5,0.42,,0.39
1,2019,650346,E,No,-,No,-,No,-,17.78,32,1.0,2002.0,0.97
2,2019,650348,E,No,-,No,-,Yes,K:1:2:3:4:5,16.35,44,0.98,2004.0,1.23
1,2019,650350,M,No,-,No,-,Yes,6:07:08,8.57,50,1.14,2003.0,1.79
0,2019,650351,M,No,-,No,-,Yes,6:07:08,18.92,46,1.1,2005.0,1.44
1,2019,650352,H,No,-,No,-,Yes,9:10:11:12,8.38,116,1.25,2004.0,1.32
5,2019,650353,E,No,-,No,-,Yes,1:2:3:4:5,24.33,39,1.08,1998.0,1.41
-,2019,650354,T,No,-,No,-,Yes,2:9:10:11:12,,13,0.93,2017.0,0.36
-,2019,650355,A,No,-,No,-,Yes,PK:9:10:11:12,,9,0.69,,0.48
1,2019,650356,E,No,-,No,-,No,-,26.94,42,1.02,2003.0,1.22
8,2019,650362,E,No,-,No,-,Yes,K:1:2:3:4:5,18.25,38,1.27,2001.0,1.53
1,2019,650364,M,No,-,No,-,Yes,6:07:08,11.06,54,1.29,2003.0,1.78
1,2019,650366,E,No,-,No,-,No,-,28.49,38,1.09,1998.0,1.52
1,2019,650368,E,No,-,No,-,Yes,K:1:2:3:4:5,36.99,37,1.61,2004.0,0.92
1,2019,650380,E,No,-,No,-,No,-,19.76,40,1.03,1999.0,1.47
1,2019,650384,E,No,-,No,-,Yes,K:1:2:3:4:5,31.52,48,1.23,2003.0,0.68
2,2019,650392,M,Yes,6:07:08,No,-,Yes,6:07:08,20.94,56,1.14,1997.0,0.77
-,2019,650394,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,9,1.29,,1.1
-,2019,650395,H,Yes,9:10,Yes,9:10,Yes,9:10,,4,0.8,,0.9
2,2019,650400,E,No,-,No,-,No,-,44.89,30,1.36,2002.0,1
1,2019,650404,E,No,-,No,-,Yes,PK:K:1:2:3:4:5,19.97,47,1.68,2002.0,0.85
2,2019,650408,E,No,-,No,-,No,-,20.11,20,1.0,2005.0,0.86
1,2019,650409,,Yes,6:07:08,No,-,No,-,32.92,38,1.31,2001.0,0.51
-,2019,650420,E,No,-,No,-,No,-,,12,1.2,2015.0,1.34
-,2019,65A000,I,Yes,3:4:5:6:7:8,Yes,4:5:6:7:8,No,-,,22,0.73,,2.05
-,2019,65B000,I,No,-,No,-,No,-,,4,0.31,,3.62
-,2019,65C000,E,No,-,No,-,No,-,,9,0.69,,5.23
,2019,65D000,I,,,,,,,,,,,-
,2019,65F000,I,,,,,,,,,,,-
-,2019,65G000,M,No,-,No,-,No,-,,14,1.08,,2.11
,2019,65Z000,,,,,,,,,,,,-
0,2019,660306,E,Yes,K:1:2:3:4,No,-,No,-,33.3,40,2.22,1999.0,0.55
1,2019,660308,M,No,-,No,-,No,-,18.44,40,1.38,1998.0,1.17
0,2019,660320,E,Yes,K:1:2:3:4,No,-,No,-,100.94,35,2.69,1997.0,0.76
1,2019,660325,M,No,-,No,-,No,-,35.15,28,1.56,2000.0,0.66
1,2019,660336,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,22.84,53,1.66,1998.0,0.47
0,2019,660360,E,No,-,No,-,No,-,28.16,40,1.48,1998.0,0.91
20,2019,660400,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,3.52,40,5.71,2010.0,1.01
-,2019,66A000,A,No,-,No,-,No,-,,81,1.11,,3.65
0,2019,670300,H,Yes,9:10,Yes,9:10,No,-,0.33,4,1.0,,0.96
3,2019,670304,E,Yes,3:04:05,Yes,3:04:05,No,-,21.25,47,1.12,2001.0,1.8
1,2019,670308,E,Yes,3:04:05,Yes,3:04:05,No,-,28.4,47,0.98,2001.0,1.19
1,2019,670310,E,Yes,3:04:05,Yes,3:04:05,No,-,11.86,55,0.98,2002.0,0.99
4,2019,670312,E,Yes,K:1:2:3:4:5,Yes,3:04:05,No,-,36.5,37,1.23,2004.0,1.05
1,2019,670314,E,Yes,3:04,Yes,3:04,No,-,15.27,60,0.98,2001.0,1.78
1,2019,670318,M,Yes,5:6:7:8,Yes,5:6:7:8,No,-,13.97,82,1.71,1998.0,1.01
2,2019,670320,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,7.26,60,1.28,2001.0,0.89
1,2019,670321,E,Yes,3:04:05,Yes,3:04:05,No,-,26.35,46,1.1,1999.0,0.99
1,2019,670322,M,Yes,6:07:08,Yes,6:07:08,No,-,17.11,61,1.36,1999.0,0.77
1,2019,670323,E,Yes,3:04:05,Yes,3:04:05,No,-,21.1,48,0.91,1999.0,0.94
1,2019,670324,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,13.03,94,1.21,1996.0,0.77
2,2019,670325,M,Yes,6:07:08,Yes,6:07:08,No,-,8.58,56,1.06,1998.0,0.88
1,2019,670329,E,Yes,3:04:05,Yes,3:04:05,No,-,22.07,50,1.09,2004.0,0.78
1,2019,670330,E,Yes,3:04:05,Yes,3:04:05,No,-,16.14,50,1.16,2000.0,1.01
1,2019,670331,M,Yes,6:07:08,Yes,6:07:08,No,-,20.74,40,1.33,2004.0,1
1,2019,670332,E,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,No,-,26.74,39,1.22,2001.0,0.5
1,2019,670333,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,9.74,75,1.06,1999.0,0.79
0,2019,670335,E,Yes,3:04:05,Yes,3:04:05,No,-,14.2,55,1.17,1998.0,1.37
1,2019,670336,M,Yes,6:07:08,Yes,6:07:08,No,-,16.8,53,1.51,2003.0,0.88
2,2019,670337,E,Yes,3:04:05,Yes,3:04:05,No,-,13.98,57,1.04,2003.0,0.86
1,2019,670338,E,Yes,3:04:05,Yes,3:04:05,No,-,24.84,43,1.23,2001.0,1.16
2,2019,670339,E,Yes,3:04:05,Yes,3:04:05,No,-,17.47,70,1.3,2002.0,1.82
1,2019,670340,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,14.59,75,1.29,1993.0,0.66
1,2019,670341,E,Yes,3:04:05,Yes,3:04:05,No,-,15.16,47,1.12,1997.0,1.11
1,2019,670342,E,Yes,3:04:05,Yes,3:04:05,No,-,30.73,36,1.13,2001.0,0.98
1,2019,670343,E,Yes,2:3:4:5,Yes,3:04:05,No,-,17.97,46,0.77,2000.0,0.93
0,2019,670344,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,14.02,57,1.08,1994.0,0.8
1,2019,670345,M,Yes,6:07:08,Yes,6:07:08,No,-,20.82,44,1.22,1997.0,0.86
1,2019,670346,E,Yes,3:04:05,Yes,3:04:05,No,-,18.7,55,1.34,1999.0,1.76
1,2019,670347,E,Yes,3:04:05,Yes,3:04:05,No,-,23.19,44,1.0,2005.0,1.74
1,2019,670350,E,Yes,3:04:05,Yes,3:04:05,No,-,16.31,42,1.05,1999.0,1.13
1,2019,670351,M,Yes,6:07:08,Yes,6:07:08,No,-,12,60,1.13,2002.0,0.77
1,2019,670352,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,13.4,75,0.94,1996.0,0.81
1,2019,670356,M,Yes,6:07:08,Yes,6:07:08,No,-,10.11,57,1.3,2002.0,0.88
8,2019,670364,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,14.63,84,1.24,2001.0,0.83
,2019,679205,,,,,,,,,,,,-
,2019,679206,,,,,,,,,,,,-
,2019,679209,,,,,,,,,,,,-
,2019,679217,,,,,,,,,,,,-
,2019,679218,,,,,,,,,,,,-
,2019,679229,,,,,,,,,,,,-
,2019,679234,,,,,,,,,,,,-
-,2019,67B000,I,Yes,K:1:2:3:4:5:6:7:9,No,-,No,-,,11,0.92,,1.79
1,2019,680304,M,Yes,6:07:08,Yes,6:07:08,No,-,19.57,59,1.31,2003.0,0.81
1,2019,680308,E,Yes,3:04:05,Yes,4:05,No,-,23.06,43,1.1,2000.0,1.05
3,2019,680310,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,5.03,80,1.29,2007.0,0.77
1,2019,680312,E,Yes,3:04:05,Yes,4:05,No,-,29.38,20,0.67,2001.0,0.93
1,2019,680316,M,Yes,6:07:08,Yes,6:07:08,No,-,20.19,56,1.1,2001.0,0.95
1,2019,680324,E,Yes,3:04:05,Yes,4:05,No,-,34.83,41,1.17,2002.0,1.23
1,2019,680327,M,Yes,6:07:08,Yes,6:07:08,No,-,26.63,52,1.3,2005.0,0.91
1,2019,680328,E,Yes,3:04:05,Yes,4:05,No,-,24.69,41,1.05,2003.0,1.05
1,2019,680329,E,Yes,3:04:05,Yes,4:05,No,-,23.65,39,1.3,2002.0,1.01
1,2019,680330,E,Yes,3:04:05,Yes,4:05,No,-,26.87,51,0.96,2001.0,1.03
1,2019,680332,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,10.47,90,1.25,2003.0,0.92
0,2019,680335,H,Yes,8:9:10:11:12,Yes,8:9:10:11:12,No,-,46.51,3,0.5,2012.0,0.88
2,2019,680336,E,Yes,3:04:05,Yes,4:05,No,-,29.4,32,0.97,1999.0,1.14
7,2019,681300,E,Yes,K:1:2:3:4:5,No,-,No,-,26.73,51,1.21,2010.0,0.61
1,2019,681304,E,Yes,3:04:05,No,-,Yes,3:04:05,43.63,48,1.45,2001.0,0.94
2,2019,681305,H,No,-,No,-,Yes,9:10:11:12,11.41,77,1.79,2005.0,0.77
3,2019,681308,H,No,-,No,-,Yes,9:10:11:12,8.13,135,0.9,2003.0,0.88
1,2019,681309,M,No,-,No,-,Yes,6:07:08,17.55,65,1.07,2003.0,0.87
5,2019,681310,E,Yes,1:04:05,No,-,No,-,28.72,48,1.55,2005.0,0.92
