year,agency_code,asm_option,k2_feeder,subgroup,aaa_score,aaa_score_masking,awa_score,awa_score_masking,cgrs_score,cgrs_score_masking,elp_score,elp_score_masking,mcr_score,mcr_score_masking,scgs_score,scgs_score_masking,bi_score,bi_score_masking,ach_score,eg_status,eg_score,spg_score,spg_grade,mags_score,mags_score_masking,ma_eg_status,ma_eg_score,ma_spg_score,ma_spg_grade,rdgs_score,rdgs_score_masking,rd_eg_status,rd_eg_score,rd_spg_score,rd_spg_grade
2019,10308,N,N,ALL,61.3,,,,,,,,,,70.1,,,,62.5,Met,84.0,67.0,C,65.9,,Met,82.8,69.0,C,56.7,,Met,82.5,62.0,C
2019,10308,N,N,BL7,31.6,,,,,,,,,,,,,,31.6,Met,80.5,41.0,D,,,,,,,,,,,,
2019,10308,N,N,EDS,45.7,,,,,,,,,,54.7,,,,47.1,Met,81.6,54.0,D,,,,,,,,,,,,
2019,10308,N,N,ELS,31.5,,,,,,,,,,,,,,31.5,Met,82.3,42.0,D,,,,,,,,,,,,
2019,10308,N,N,HI7,49.2,,,,,,,,,,,,,,49.2,Met,82.9,56.0,C,,,,,,,,,,,,
2019,10308,N,N,SWD,11.5,,,,,,,,,,,,,,11.5,Met,81.4,25.0,F,,,,,,,,,,,,
2019,10308,N,N,WH7,70.9,,,,,,,,,,82.5,,,,72.4,Met,83.7,75.0,B,,,,,,,,,,,,
2019,10310,N,N,ALL,28.1,,,,,,11.0,,,,41.3,,,,28.9,NotMet,55.7,34.0,F,23.2,,NotMet,55.8,30.0,F,32.9,,Met,74.2,41.0,D
2019,10310,N,N,BL7,18.3,,,,,,,,,,24.1,,,,19.1,NotMet,62.1,28.0,F,,,,,,,,,,,,
2019,10310,N,N,EDS,22.1,,,,,,5.0,2.0,,,36.4,,,,23.1,NotMet,56.6,30.0,F,,,,,,,,,,,,
2019,10310,N,N,ELS,28.6,,,,,,11.0,,,,32.2,,,,26.3,NotMet,66.1,34.0,F,,,,,,,,,,,,
2019,10310,N,N,HI7,33.2,,,,,,11.2,,,,48.9,,,,33.3,NotMet,57.7,38.0,F,,,,,,,,,,,,
2019,10310,N,N,MU7,30.4,,,,,,,,,,,,,,30.4,Met,80.6,40.0,D,,,,,,,,,,,,
2019,10310,N,N,SWD,8.4,,,,,,,,,,20.0,,,,9.8,Met,70.1,22.0,F,,,,,,,,,,,,
2019,10310,N,N,WH7,36.6,,,,,,,,,,,,,,36.6,Met,70.2,43.0,D,,,,,,,,,,,,
2019,10312,N,N,ALL,66.9,,,,,,,,,,83.3,,,,69.3,Met,73.1,70.0,B,71.2,,Met,82.3,73.0,B,62.7,,NotMet,66.6,63.0,C
2019,10312,N,N,AS7,83.3,,,,,,,,,,,,,,83.3,Met,78.8,82.0,B,,,,,,,,,,,,
2019,10312,N,N,BL7,52.8,,,,,,,,,,,,,,52.8,Met,77.7,58.0,C,,,,,,,,,,,,
2019,10312,N,N,EDS,48.1,,,,,,,,,,61.1,,,,50.0,Met,73.2,55.0,C,,,,,,,,,,,,
2019,10312,N,N,ELS,41.4,,,,,,,,,,,,,,41.4,Met,76.4,48.0,D,,,,,,,,,,,,
2019,10312,N,N,HI7,51.1,,,,,,,,,,,,,,51.1,Met,76.6,56.0,C,,,,,,,,,,,,
2019,10312,N,N,SWD,17.1,,,,,,,,,,,,,,17.1,Met,77.6,29.0,F,,,,,,,,,,,,
2019,10312,N,N,WH7,74.6,,,,,,,,,,91.5,,,,77.1,Met,71.5,76.0,B,,,,,,,,,,,,
2019,10320,N,N,ALL,64.1,,,,,,,,,,92.9,,,,68.2,Met,75.6,70.0,B,67.1,,Met,77.3,69.0,C,61.1,,Met,76.3,64.0,C
2019,10320,N,N,BL7,46.6,,,,,,,,,,,,,,46.6,Met,76.8,53.0,D,,,,,,,,,,,,
2019,10320,N,N,EDS,45.1,,,,,,,,,,,,,,45.1,Met,77.6,52.0,D,,,,,,,,,,,,
2019,10320,N,N,HI7,57.1,,,,,,,,,,,,,,57.1,Met,81.9,62.0,C,,,,,,,,,,,,
2019,10320,N,N,SWD,26.1,,,,,,,,,,,,,,26.1,,,26.0,F,,,,,,,,,,,,
2019,10320,N,N,WH7,70.5,,,,,,,,,,95.0,1.0,,,74.4,Met,75.8,75.0,B,,,,,,,,,,,,
2019,10324,N,N,ALL,55.2,,60.8,,83.2,,,,87.0,,,,67.8,,68.1,NotMet,64.5,67.0,C,,,,,,,,,,,,
2019,10324,N,N,BL7,39.7,,40.7,,76.8,,,,84.5,,,,52.5,,55.5,Met,71.2,59.0,C,,,,,,,,,,,,
2019,10324,N,N,EDS,36.7,,51.5,,67.3,,,,80.8,,,,55.8,,52.7,NotMet,67.1,56.0,C,,,,,,,,,,,,
2019,10324,N,N,ELS,25.0,,,,,,,,,,,,,,25.0,Met,82.3,36.0,F,,,,,,,,,,,,
2019,10324,N,N,HI7,50.5,,56.7,,79.5,,,,81.3,,,,61.0,,62.3,Met,83.3,67.0,C,,,,,,,,,,,,
2019,10324,N,N,MU7,52.6,,,,,,,,,,,,,,52.6,Met,75.4,57.0,C,,,,,,,,,,,,
2019,10324,N,N,SWD,10.6,,,,60.0,,,,,,,,24.2,,25.9,Met,71.4,35.0,F,,,,,,,,,,,,
2019,10324,N,N,WH7,63.9,,68.2,,86.6,,,,89.6,,,,74.7,,74.7,NotMet,62.8,72.0,B,,,,,,,,,,,,
2019,10326,N,N,ALL,36.0,,,,,,44.0,,,,41.3,,,,37.7,Met,70.6,44.0,D,39.9,,Met,78.3,48.0,D,32.1,,Met,73.9,40.0,D
2019,10326,N,N,BL7,31.1,,,,,,,,,,38.9,,,,32.2,NotMet,67.2,39.0,F,,,,,,,,,,,,
2019,10326,N,N,EDS,29.8,,,,,,40.0,,,,37.3,,,,31.8,NotMet,68.7,39.0,F,,,,,,,,,,,,
2019,10326,N,N,ELS,32.0,,,,,,44.0,,,,38.6,,,,36.0,Met,83.2,45.0,D,,,,,,,,,,,,
2019,10326,N,N,HI7,39.7,,,,,,45.7,,,,44.6,,,,41.5,Met,79.6,49.0,D,,,,,,,,,,,,
2019,10326,N,N,SWD,15.4,,,,,,,,,,,,,,15.4,Met,79.2,28.0,F,,,,,,,,,,,,
2019,10326,N,N,WH7,39.1,,,,,,,,,,,,,,39.1,Met,78.4,47.0,D,,,,,,,,,,,,
2019,10328,N,N,ALL,67.5,,,,,,,,,,71.0,,,,68.1,Exceeded,87.8,72.0,B,70.5,,Exceeded,93.0,75.0,B,64.6,,Met,81.7,68.0,C
2019,10328,N,N,EDS,45.1,,,,,,,,,,,,,,45.1,Exceeded,86.7,53.0,D,,,,,,,,,,,,
2019,10328,N,N,SWD,14.9,,,,,,,,,,,,,,14.9,Exceeded,85.1,29.0,F,,,,,,,,,,,,
2019,10328,N,N,WH7,70.7,,,,,,,,,,73.1,,,,71.1,Exceeded,90.1,75.0,B,,,,,,,,,,,,
2019,10340,N,N,ALL,57.1,,,,,,58.1,,,,73.2,,,,59.4,Exceeded,88.7,65.0,C,57.6,,Exceeded,91.5,64.0,C,56.5,,Met,81.6,62.0,C
2019,10340,N,N,BL7,38.7,,,,,,,,,,,,,,38.7,Met,81.1,47.0,D,,,,,,,,,,,,
2019,10340,N,N,EDS,42.3,,,,,,,,,,59.6,,,,44.4,Met,81.8,52.0,D,,,,,,,,,,,,
2019,10340,N,N,ELS,28.6,,,,,,58.1,,,,,,,,37.6,Met,81.5,46.0,D,,,,,,,,,,,,
2019,10340,N,N,HI7,42.2,,,,,,56.7,,,,,,,,44.6,Met,80.5,52.0,D,,,,,,,,,,,,
2019,10340,N,N,MU7,60.0,,,,,,,,,,,,,,60.0,,,60.0,C,,,,,,,,,,,,
2019,10340,N,N,SWD,18.8,,,,,,,,,,,,,,18.8,,,19.0,F,,,,,,,,,,,,
2019,10340,N,N,WH7,67.4,,,,,,,,,,81.9,,,,69.8,Exceeded,87.7,73.0,B,,,,,,,,,,,,
2019,10346,N,N,ALL,41.6,,,,,,,,,,67.2,,,,45.6,NotMet,67.5,50.0,D,39.1,,Met,74.6,46.0,D,44.1,,NotMet,67.3,49.0,D
2019,10346,N,N,EDS,29.5,,,,,,,,,,48.6,,,,32.3,Met,70.3,40.0,D,,,,,,,,,,,,
2019,10346,N,N,ELS,24.1,,,,,,,,,,,,,,24.1,Met,80.1,35.0,F,,,,,,,,,,,,
2019,10346,N,N,HI7,32.6,,,,,,,,,,,,,,32.6,Met,74.5,41.0,D,,,,,,,,,,,,
2019,10346,N,N,SWD,12.5,,,,,,,,,,,,,,12.5,,,13.0,F,,,,,,,,,,,,
2019,10346,N,N,WH7,48.2,,,,,,,,,,79.1,,,,53.3,NotMet,69.6,57.0,C,,,,,,,,,,,,
2019,10347,N,N,ALL,53.6,,,,,,64.5,,,,71.4,,,,56.7,Met,72.8,60.0,C,54.2,,Met,79.3,59.0,C,52.9,,NotMet,69.3,56.0,C
2019,10347,N,N,BL7,39.6,,,,,,,,,,,,,,39.6,Met,70.6,46.0,D,,,,,,,,,,,,
2019,10347,N,N,EDS,42.9,,,,,,,,,,63.8,,,,46.3,Met,73.9,52.0,D,,,,,,,,,,,,
2019,10347,N,N,ELS,37.2,,,,,,64.5,,,,,,,,44.0,Met,81.1,51.0,D,,,,,,,,,,,,
2019,10347,N,N,HI7,46.4,,,,,,,,,,,,,,46.4,Met,79.5,53.0,D,,,,,,,,,,,,
2019,10347,N,N,MU7,61.1,,,,,,,,,,,,,,61.1,,,61.0,C,,,,,,,,,,,,
2019,10347,N,N,SWD,24.4,,,,,,,,,,,,,,24.4,Met,72.0,34.0,F,,,,,,,,,,,,
2019,10347,N,N,WH7,60.2,,,,,,,,,,82.8,,,,63.9,Met,79.5,67.0,C,,,,,,,,,,,,
2019,10348,N,N,ALL,35.5,,46.7,,68.7,,,,83.9,,,,36.0,,51.3,Met,75.3,56.0,C,,,,,,,,,,,,
2019,10348,N,N,BL7,22.4,,40.5,,68.3,,,,83.3,,,,22.6,,42.7,Met,72.3,49.0,D,,,,,,,,,,,,
2019,10348,N,N,EDS,35.7,,48.8,,65.4,,,,81.1,,,,30.6,,48.1,Met,78.9,54.0,D,,,,,,,,,,,,
2019,10348,N,N,ELS,20.0,,,,,,,,,,,,,,20.0,Met,80.2,32.0,F,,,,,,,,,,,,
2019,10348,N,N,HI7,43.9,,44.1,,74.2,,,,86.5,,,,33.3,,55.5,Met,83.6,61.0,C,,,,,,,,,,,,
2019,10348,N,N,SWD,9.2,,,,41.7,,,,,,,,5.0,2.0,16.7,NotMet,67.2,27.0,F,,,,,,,,,,,,
2019,10348,N,N,WH7,32.3,,,,53.5,,,,,,,,51.1,,43.9,NotMet,69.0,49.0,D,,,,,,,,,,,,
2019,10350,N,N,ALL,30.9,,,,,,5.6,,,,58.6,,,,33.7,NotMet,52.3,37.0,F,30.7,,NotMet,54.4,35.0,F,31.0,,NotMet,57.0,36.0,F
2019,10350,N,N,BL7,21.0,,,,,,,,,,46.6,,,,24.5,NotMet,59.1,31.0,F,,,,,,,,,,,,
2019,10350,N,N,EDS,28.7,,,,,,6.2,,,,54.5,,,,31.2,NotMet,51.8,35.0,F,,,,,,,,,,,,
2019,10350,N,N,ELS,26.4,,,,,,5.6,,,,34.3,,,,24.0,NotMet,59.2,31.0,F,,,,,,,,,,,,
2019,10350,N,N,HI7,33.6,,,,,,5.8,,,,62.1,,,,35.3,NotMet,58.0,40.0,D,,,,,,,,,,,,
2019,10350,N,N,MU7,27.1,,,,,,,,,,,,,,27.1,Met,72.0,36.0,F,,,,,,,,,,,,
2019,10350,N,N,SWD,8.2,,,,,,,,,,18.2,,,,9.8,Met,73.6,23.0,F,,,,,,,,,,,,
2019,10350,N,N,WH7,38.8,,,,,,,,,,65.2,,,,43.0,NotMet,58.3,46.0,D,,,,,,,,,,,,
2019,10351,N,N,ALL,35.3,,,,,,78.1,,,,48.7,,,,39.5,Met,84.0,48.0,D,37.1,,Exceeded,90.0,48.0,D,33.6,,Met,75.7,42.0,D
2019,10351,N,N,BL7,27.2,,,,,,,,,,27.3,,,,27.2,Met,77.7,37.0,F,,,,,,,,,,,,
2019,10351,N,N,EDS,26.3,,,,,,,,,,40.4,,,,28.4,Met,81.9,39.0,F,,,,,,,,,,,,
2019,10351,N,N,ELS,34.2,,,,,,78.1,,,,,,,,47.2,Met,84.3,55.0,C,,,,,,,,,,,,
2019,10351,N,N,HI7,31.5,,,,,,,,,,,,,,31.5,Exceeded,86.2,42.0,D,,,,,,,,,,,,
2019,10351,N,N,MU7,62.5,,,,,,,,,,,,,,62.5,,,63.0,C,,,,,,,,,,,,
2019,10351,N,N,SWD,7.6,,,,,,,,,,,,,,7.6,Met,80.8,22.0,F,,,,,,,,,,,,
2019,10351,N,N,WH7,49.0,,,,,,,,,,,,,,49.0,Met,84.0,56.0,C,,,,,,,,,,,,
2019,10353,N,N,ALL,68.5,,,,,,18.8,,,,86.2,,,,69.9,Exceeded,100.0,76.0,B,76.9,,Exceeded,100.0,82.0,B,60.1,,Exceeded,94.4,67.0,C
2019,10353,N,N,AS7,88.1,,,,,,,,,,,,,,88.1,Exceeded,86.6,88.0,A,,,,,,,,,,,,
2019,10353,N,N,BL7,59.4,,,,,,,,,,76.5,,,,61.7,Exceeded,95.7,69.0,C,,,,,,,,,,,,
2019,10353,N,N,EDS,56.4,,,,,,,,,,81.5,,,,59.8,Exceeded,100.0,68.0,C,,,,,,,,,,,,
2019,10353,N,N,ELS,57.2,,,,,,18.8,,,,,,,,52.1,Exceeded,94.6,61.0,C,,,,,,,,,,,,
2019,10353,N,N,HI7,61.7,,,,,,,,,,87.7,,,,65.6,Exceeded,95.6,72.0,B,,,,,,,,,,,,
2019,10353,N,N,MU7,63.6,,,,,,,,,,,,,,63.6,Exceeded,87.8,68.0,C,,,,,,,,,,,,
2019,10353,N,N,SWD,21.4,,,,,,,,,,41.2,,,,24.5,Exceeded,90.7,38.0,F,,,,,,,,,,,,
2019,10353,N,N,WH7,74.0,,,,,,,,,,87.4,,,,76.0,Exceeded,97.2,80.0,B,,,,,,,,,,,,
2019,10354,N,N,ALL,33.2,,,,,,57.4,,,,29.2,,,,34.5,Met,78.7,43.0,D,29.9,,Exceeded,85.2,41.0,D,36.5,,Met,81.6,46.0,D
2019,10354,N,N,BL7,25.4,,,,,,,,,,19.0,,,,24.5,Met,80.9,36.0,F,,,,,,,,,,,,
2019,10354,N,N,EDS,30.2,,,,,,,,,,29.0,,,,30.0,Met,78.6,40.0,D,,,,,,,,,,,,
2019,10354,N,N,ELS,26.4,,,,,,57.4,,,,,,,,35.8,Met,82.5,45.0,D,,,,,,,,,,,,
2019,10354,N,N,HI7,40.4,,,,,,57.6,,,,31.8,,,,42.2,Met,80.8,50.0,D,,,,,,,,,,,,
2019,10354,N,N,MU7,30.0,,,,,,,,,,,,,,30.0,,,30.0,F,,,,,,,,,,,,
2019,10354,N,N,SWD,18.0,,,,,,,,,,,,,,18.0,,,18.0,F,,,,,,,,,,,,
2019,10354,N,N,WH7,34.1,,,,,,,,,,,,,,34.1,Met,74.6,42.0,D,,,,,,,,,,,,
2019,10357,N,N,ALL,34.6,,,,,,65.4,,,,44.2,,,,39.8,Met,71.5,46.0,D,31.1,,Met,70.4,39.0,F,38.2,,Met,77.3,46.0,D
2019,10357,N,N,BL7,32.0,,,,,,,,,,,,,,32.0,Met,76.1,41.0,D,,,,,,,,,,,,
2019,10357,N,N,EDS,23.5,,,,,,57.6,,,,27.1,,,,27.7,Met,75.1,37.0,F,,,,,,,,,,,,
2019,10357,N,N,ELS,28.7,,,,,,65.4,,,,42.5,,,,40.2,Met,74.1,47.0,D,,,,,,,,,,,,
2019,10357,N,N,HI7,33.5,,,,,,64.9,,,,40.8,,,,41.1,NotMet,69.4,47.0,D,,,,,,,,,,,,
2019,10357,N,N,SWD,13.5,,,,,,,,,,,,,,13.5,Met,74.4,26.0,F,,,,,,,,,,,,
2019,10357,N,N,WH7,41.9,,,,,,,,,,,,,,41.9,Met,75.3,49.0,D,,,,,,,,,,,,
2019,10358,N,N,ALL,33.1,,,,,,46.9,,,,39.4,,,,34.9,Met,72.3,42.0,D,36.5,,Met,80.1,45.0,D,29.8,,Met,75.0,39.0,F
2019,10358,N,N,BL7,25.7,,,,,,,,,,29.5,,,,26.3,Met,77.9,37.0,F,,,,,,,,,,,,
2019,10358,N,N,EDS,26.1,,,,,,,,,,29.0,,,,26.5,Met,74.6,36.0,F,,,,,,,,,,,,
2019,10358,N,N,ELS,29.5,,,,,,46.9,,,,,,,,34.5,Met,81.1,44.0,D,,,,,,,,,,,,
2019,10358,N,N,HI7,39.6,,,,,,46.7,,,,47.6,,,,41.9,Met,75.1,49.0,D,,,,,,,,,,,,
2019,10358,N,N,MU7,34.0,,,,,,,,,,,,,,34.0,,,34.0,F,,,,,,,,,,,,
2019,10358,N,N,SWD,13.2,,,,,,,,,,,,,,13.2,Met,81.8,27.0,F,,,,,,,,,,,,
2019,10358,N,N,WH7,43.2,,,,,,,,,,,,,,43.2,Met,70.1,49.0,D,,,,,,,,,,,,
2019,10360,N,N,ALL,26.1,,46.9,,73.6,,7.9,,87.8,,,,76.3,,53.8,Met,81.7,59.0,C,,,,,,,,,,,,
2019,10360,N,N,BL7,18.3,,42.9,,76.8,,,,85.7,,,,71.6,,51.3,Met,77.0,56.0,C,,,,,,,,,,,,
2019,10360,N,N,EDS,26.8,,46.0,,73.9,,,,86.8,,,,77.0,,53.9,Met,81.2,59.0,C,,,,,,,,,,,,
2019,10360,N,N,ELS,9.1,,,,61.4,,7.9,,,,,,56.8,,28.4,Met,80.8,39.0,F,,,,,,,,,,,,
2019,10360,N,N,HI7,28.0,,45.1,,78.4,,8.1,,92.2,,,,75.8,,53.5,Met,83.7,60.0,C,,,,,,,,,,,,
2019,10360,N,N,SWD,13.6,,,,50.0,,,,38.9,,,,52.8,,34.1,Met,77.1,43.0,D,,,,,,,,,,,,
2019,10360,N,N,WH7,41.7,,,,56.8,,,,,,,,,,49.3,,,49.0,D,,,,,,,,,,,,
2019,10362,N,N,ALL,69.0,,,,,,,,,,65.9,,,,68.5,NotMet,56.6,66.0,C,67.8,,NotMet,53.1,65.0,C,70.2,,Met,80.5,72.0,B
2019,10362,N,N,BL7,52.2,,,,,,,,,,,,,,52.2,NotMet,68.0,55.0,C,,,,,,,,,,,,
2019,10362,N,N,EDS,52.6,,,,,,,,,,54.5,,,,52.9,NotMet,58.8,54.0,D,,,,,,,,,,,,
2019,10362,N,N,ELS,39.6,,,,,,,,,,,,,,39.6,Met,79.2,48.0,D,,,,,,,,,,,,
2019,10362,N,N,HI7,53.5,,,,,,,,,,,,,,53.5,NotMet,68.8,57.0,C,,,,,,,,,,,,
2019,10362,N,N,MU7,66.7,,,,,,,,,,,,,,66.7,,,67.0,C,,,,,,,,,,,,
2019,10362,N,N,SWD,33.3,,,,,,,,,,,,,,33.3,,,33.0,F,,,,,,,,,,,,
2019,10362,N,N,WH7,81.3,,,,,,,,,,75.0,,,,80.3,NotMet,61.6,77.0,B,,,,,,,,,,,,
2019,10364,N,N,ALL,42.3,,,,,,,,,,63.3,,,,45.3,Met,80.2,52.0,D,47.5,,Met,84.9,55.0,C,37.0,,Met,75.8,45.0,D
2019,10364,N,N,BL7,32.1,,,,,,,,,,,,,,32.1,Met,80.1,42.0,D,,,,,,,,,,,,
2019,10364,N,N,EDS,37.8,,,,,,,,,,,,,,37.8,Met,75.3,45.0,D,,,,,,,,,,,,
2019,10364,N,N,ELS,45.8,,,,,,,,,,,,,,45.8,Exceeded,85.4,54.0,D,,,,,,,,,,,,
2019,10364,N,N,HI7,45.4,,,,,,,,,,,,,,45.4,Met,84.3,53.0,D,,,,,,,,,,,,
2019,10364,N,N,MU7,61.8,,,,,,,,,,,,,,61.8,,,62.0,C,,,,,,,,,,,,
2019,10364,N,N,SWD,8.3,,,,,,,,,,,,,,8.3,Met,84.6,24.0,F,,,,,,,,,,,,
2019,10364,N,N,WH7,43.3,,,,,,,,,,,,,,43.3,Met,72.9,49.0,D,,,,,,,,,,,,
2019,10372,N,N,ALL,46.9,,,,,,,,,,69.4,,,,50.2,NotMet,67.4,54.0,D,44.4,,NotMet,63.5,48.0,D,49.4,,Met,74.8,54.0,D
2019,10372,N,N,BL7,27.7,,,,,,,,,,,,,,27.7,Met,74.8,37.0,F,,,,,,,,,,,,
2019,10372,N,N,EDS,36.2,,,,,,,,,,66.7,,,,41.4,Met,74.6,48.0,D,,,,,,,,,,,,
2019,10372,N,N,ELS,50.0,,,,,,,,,,,,,,50.0,,,50.0,D,,,,,,,,,,,,
2019,10372,N,N,HI7,47.5,,,,,,,,,,,,,,47.5,Met,76.7,53.0,D,,,,,,,,,,,,
2019,10372,N,N,SWD,17.1,,,,,,,,,,,,,,17.1,Met,77.1,29.0,F,,,,,,,,,,,,
2019,10372,N,N,WH7,53.8,,,,,,,,,,,,,,53.8,NotMet,66.2,56.0,C,,,,,,,,,,,,
2019,10374,N,N,ALL,45.2,,,,,,64.5,,,,61.9,,,,50.0,Met,76.0,55.0,C,45.2,,Met,78.5,52.0,D,45.2,,Met,74.5,51.0,D
2019,10374,N,N,BL7,32.4,,,,,,,,,,,,,,32.4,Met,71.7,40.0,D,,,,,,,,,,,,
2019,10374,N,N,EDS,37.6,,,,,,65.8,,,,59.6,,,,43.6,Met,70.9,49.0,D,,,,,,,,,,,,
2019,10374,N,N,ELS,41.7,,,,,,64.5,,,,58.3,,,,49.1,Met,78.3,55.0,C,,,,,,,,,,,,
2019,10374,N,N,HI7,48.9,,,,,,62.5,,,,64.2,,,,53.3,Met,78.2,58.0,C,,,,,,,,,,,,
2019,10374,N,N,SWD,9.6,,,,,,,,,,,,,,9.6,Met,78.2,23.0,F,,,,,,,,,,,,
2019,10378,Y,N,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10378,Y,N,AM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10378,Y,N,AS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10378,Y,N,BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10378,Y,N,EDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10378,Y,N,ELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10378,Y,N,HI7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10378,Y,N,MU7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10378,Y,N,SWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10378,Y,N,WH7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10380,N,N,ALL,45.3,,,,,,50.6,,,,50.0,,,,46.4,Met,71.3,51.0,D,49.3,,Met,73.3,54.0,D,41.3,,Met,76.3,48.0,D
2019,10380,N,N,BL7,35.3,,,,,,,,,,,,,,35.3,Met,80.2,44.0,D,,,,,,,,,,,,
2019,10380,N,N,EDS,37.0,,,,,,50.0,,,,43.2,,,,39.1,Met,78.0,47.0,D,,,,,,,,,,,,
