year,agency_code,category_code,avg_sat_score,pct_sat_participation
2019,180308,H,1083.0,0.424
2019,180320,H,1013.0,0.286
2019,180325,H,1228.0,0.248
2019,180340,H,1117.0,0.417
2019,180348,H,1082.0,0.437
2019,180376,H,1094.0,0.337
2019,180LEA,,1092.0,0.366
2019,181318,T,,
2019,181322,H,1110.0,0.604
2019,181LEA,,1102.0,0.562
2019,182316,H,1049.0,0.293
2019,182700,H,1165.0,0.685
2019,182LEA,,1099.0,0.354
2019,190310,H,,
2019,190316,H,1019.0,0.568
2019,190336,H,1003.0,0.552
2019,190342,H,1144.0,0.615
2019,190LEA,,1083.0,0.588
2019,19A000,A,1121.0,0.684
2019,19B000,A,1280.0,0.889
2019,200308,H,,0.094
2019,200328,H,1076.0,0.233
2019,200350,H,,
2019,200LEA,,1110.0,0.128
2019,210312,H,1020.0,0.493
2019,210LEA,,1020.0,0.493
2019,220310,H,1039.0,0.382
2019,220LEA,,1039.0,0.382
2019,230312,H,1022.0,0.344
2019,230322,H,1155.0,0.407
2019,230324,H,1060.0,0.371
2019,230350,H,1098.0,0.024
2019,230361,H,986.0,0.456
2019,230LEA,,1047.0,0.332
2019,240334,H,907.0,0.484
2019,240371,H,1005.0,0.573
2019,240373,H,1069.0,0.163
2019,240380,H,977.0,0.528
2019,240LEA,,982.0,0.458
2019,241316,H,1046.0,0.299
2019,241LEA,,1046.0,0.288
2019,24B000,T,,
2019,250314,H,,
2019,250321,H,1104.0,0.172
2019,250340,H,1047.0,0.326
2019,250356,H,1084.0,0.313
2019,250372,H,1028.0,0.232
2019,250LEA,,1067.0,0.274
2019,260318,H,1120.0,0.465
2019,260322,H,934.0,0.339
2019,260325,H,1064.0,0.359
2019,260347,H,1066.0,0.481
2019,260354,H,1186.0,0.175
2019,260357,H,1037.0,0.354
2019,260359,H,909.0,0.305
2019,260374,H,,
2019,260388,H,1043.0,0.417
2019,260408,H,1045.0,0.385
2019,260411,H,979.0,0.613
2019,260424,H,910.0,0.391
2019,260427,H,1009.0,0.362
2019,260446,H,1098.0,0.506
2019,260455,H,939.0,0.311
2019,260700,H,1103.0,0.714
2019,260LEA,,1029.0,0.387
2019,270306,H,1076.0,0.374
2019,270311,H,1131.0,0.315
2019,270LEA,,1087.0,0.036
2019,280304,T,1100.0,0.657
2019,280306,H,,
2019,280316,H,1097.0,0.068
2019,280330,H,1150.0,0.775
2019,280LEA,,1126.0,0.717
2019,290308,H,1093.0,0.428
2019,290315,H,,
2019,290324,H,1086.0,0.377
2019,290336,H,1068.0,0.316
2019,290348,H,1098.0,0.488
2019,290365,H,1078.0,0.025
2019,290388,H,1121.0,0.324
2019,290389,H,,
2019,290LEA,,1089.0,0.362
2019,291336,H,950.0,0.555
2019,291LEA,,950.0,0.536
2019,292324,H,932.0,0.05
2019,292LEA,,932.0,0.05
2019,300312,H,1126.0,0.437
2019,300314,H,1091.0,0.707
2019,300LEA,,1121.0,0.462
2019,310338,H,,
2019,310344,H,1033.0,0.207
2019,310352,H,994.0,0.349
2019,310364,T,1023.0,0.465
2019,310392,H,944.0,0.362
2019,310LEA,,998.0,0.287
2019,320309,H,1121.0,0.775
2019,320312,H,1141.0,0.477
2019,320314,T,,
2019,320317,H,1053.0,0.631
2019,320322,H,,
2019,320323,T,1212.0,0.606
2019,320325,H,953.0,0.511
2019,320353,H,1126.0,0.407
2019,320356,H,1014.0,0.414
2019,320365,H,1089.0,0.425
2019,320368,H,938.0,0.402
2019,320701,H,949.0,0.586
2019,320LEA,,1071.0,0.478
2019,32L000,A,1137.0,0.559
2019,32N000,H,1243.0,0.862
2019,330326,H,1110.0,0.349
2019,330328,H,912.0,0.369
2019,330350,H,938.0,0.291
2019,330358,H,914.0,0.569
2019,330LEA,,945.0,0.04
2019,33A000,A,936.0,0.524
2019,340311,H,1162.0,0.685
2019,340330,H,911.0,0.234
2019,340332,H,,
2019,340362,H,1185.0,0.402
2019,340364,H,1048.0,0.444
2019,340382,H,1002.0,0.031
2019,340446,H,1068.0,0.438
2019,340454,H,1106.0,0.521
2019,340460,H,944.0,0.223
2019,340480,T,,
2019,340486,H,1032.0,0.336
2019,340488,T,,
2019,340495,H,1157.0,0.679
2019,340496,H,1089.0,0.528
2019,340542,H,984.0,0.214
2019,340556,H,1142.0,0.66
2019,340568,T,913.0,0.744
2019,340LEA,,1095.0,0.474
2019,34B000,A,841.0,0.097
2019,34D000,A,,
2019,34H000,A,1168.0,0.667
2019,350308,H,1039.0,0.306
2019,350317,H,,
2019,350321,H,1038.0,0.352
2019,350336,H,1110.0,0.085
2019,350LEA,,1047.0,0.257
2019,360310,H,1000.0,0.418
2019,360336,H,980.0,0.242
2019,360337,H,1215.0,0.131
2019,360360,H,1060.0,0.256
2019,360378,H,1067.0,0.462
2019,360390,H,1057.0,0.296
2019,360396,H,1067.0,0.437
2019,360418,H,1216.0,0.855
2019,360428,H,945.0,0.273
2019,360470,H,1010.0,0.405
2019,360494,H,1091.0,0.614
2019,360LEA,,1063.0,0.397
2019,36B000,A,,
2019,36C000,A,1116.0,0.633
2019,370312,H,1014.0,0.024
2019,370LEA,,1014.0,0.024
2019,380308,H,1109.0,0.429
2019,380LEA,,1109.0,0.429
2019,390322,H,942.0,0.313
2019,390323,H,1102.0,0.695
2019,390324,H,930.0,0.248
2019,390352,H,991.0,0.404
2019,390700,H,1049.0,0.075
2019,390LEA,,1000.0,0.402
2019,39A000,A,1135.0,0.867
2019,39B000,T,1044.0,0.075
2019,400308,H,935.0,0.365
2019,400315,H,,
2019,400LEA,,946.0,0.335
2019,410319,H,900.0,0.058
2019,410326,H,1034.0,0.533
2019,410355,H,928.0,0.553
2019,410358,H,991.0,0.428
2019,410390,H,1013.0,0.667
2019,410391,T,1181.0,0.81
2019,410394,H,1185.0,0.622
2019,410395,H,1456.0,0.854
2019,410399,H,1060.0,0.025
2019,410401,H,,
2019,410406,H,1007.0,0.528
2019,410407,H,,
2019,410408,H,,
2019,410483,H,994.0,0.913
2019,410484,H,967.0,0.609
2019,410488,M,,
2019,410489,H,1159.0,0.689
2019,410490,H,1187.0,0.074
2019,410508,H,1149.0,0.598
2019,410529,H,1061.0,0.058
2019,410533,T,,
2019,410544,H,895.0,0.539
2019,410545,H,1007.0,0.872
2019,410547,H,1074.0,0.528
2019,410556,H,980.0,0.346
2019,410562,H,1068.0,0.632
2019,410569,H,1213.0,0.953
2019,410579,H,1047.0,0.06
2019,410589,H,1163.0,0.896
2019,410595,H,1075.0,0.361
2019,410LEA,,1080.0,0.565
2019,41F000,A,954.0,0.634
2019,41G000,A,1115.0,0.662
2019,41K000,H,1098.0,0.67
2019,420346,H,938.0,0.311
2019,420358,H,859.0,0.544
2019,420LEA,,900.0,0.392
2019,421316,H,1053.0,0.165
2019,421LEA,,1053.0,0.165
2019,422310,H,964.0,0.875
2019,422315,H,794.0,0.882
2019,422LEA,,893.0,0.878
2019,430345,T,,
2019,430346,H,1075.0,0.196
2019,430371,H,989.0,0.298
2019,430378,H,1049.0,0.244
2019,430384,H,1017.0,0.245
2019,430LEA,,1025.0,0.244
2019,440346,H,,
2019,440378,H,1088.0,0.232
2019,440390,H,1090.0,0.288
2019,440LEA,,1090.0,0.225
2019,450316,H,1094.0,0.261
2019,450334,H,1105.0,0.64
2019,450341,H,1118.0,0.248
2019,450352,H,1123.0,0.419
2019,450354,H,,
2019,450LEA,,1114.0,0.347
2019,460320,H,855.0,0.642
2019,460322,H,1027.0,0.852
2019,460340,H,969.0,0.1
2019,460LEA,,902.0,0.704
2019,470312,H,953.0,0.02
2019,470443,H,1144.0,0.236
2019,470LEA,,998.0,0.203
2019,480316,A,1182.0,0.785
2019,480318,T,,
2019,480LEA,,1121.0,0.381
2019,490310,A,,
2019,490320,H,1135.0,0.153
2019,490335,H,1152.0,0.659
2019,490346,H,1077.0,0.276
2019,490354,H,927.0,0.445
2019,490355,H,,
2019,490362,H,1177.0,0.583
2019,490380,H,1031.0,0.153
2019,490LEA,,1117.0,0.439
2019,491312,H,1111.0,0.493
2019,491LEA,,1111.0,0.493
2019,49,A,1176.0,0.795
2019,49F000,A,,
2019,500302,T,,
2019,500323,H,,
2019,500324,A,,
2019,500340,H,1106.0,0.173
2019,500LEA,,1095.0,0.144
2019,510324,H,1046.0,0.464
2019,510325,H,,0.111
2019,510327,H,1100.0,0.384
2019,510333,H,1125.0,0.04
2019,510357,,,
2019,510367,H,1202.0,0.538
2019,510368,H,1048.0,0.298
2019,510376,T,1044.0,0.291
2019,510399,H,1032.0,0.362
2019,510402,H,1063.0,0.159
2019,510406,H,1096.0,0.329
2019,510LEA,,1084.0,0.357
2019,51A000,A,1078.0,0.603
2019,520320,H,1025.0,0.259
2019,520LEA,,1025.0,0.259
2019,530335,H,,
2019,530336,H,1046.0,0.397
2019,530343,H,1017.0,0.402
2019,530LEA,,1038.0,0.357
2019,540315,H,889.0,0.385
2019,540317,H,1100.0,0.196
2019,540324,H,1003.0,0.314
2019,540336,H,1023.0,0.329
2019,540LEA,,977.0,0.322
2019,550320,H,1119.0,0.449
2019,550332,H,1050.0,0.217
2019,550344,H,1174.0,0.045
2019,550368,H,1072.0,0.311
2019,550LEA,,1118.0,0.357
2019,55A000,A,1131.0,0.719
2019,560320,H,1071.0,0.469
2019,560324,A,1140.0,0.556
2019,560329,H,,
2019,560LEA,,1082.0,0.392
2019,570317,H,,
2019,570318,H,1058.0,0.197
2019,570LEA,,1075.0,0.144
2019,580344,T,1006.0,0.481
2019,580368,H,984.0,0.587
2019,580LEA,,990.0,0.552
2019,58B000,T,,
2019,590328,H,1076.0,0.434
2019,590330,H,1084.0,0.287
2019,590LEA,,1082.0,0.309
2019,600302,H,1219.0,0.814
2019,600312,H,1186.0,0.673
2019,600334,H,1149.0,0.492
2019,600341,T,888.0,0.478
2019,600361,H,1104.0,0.049
2019,600364,H,924.0,0.552
2019,600377,H,1112.0,0.463
2019,600386,H,1046.0,0.846
2019,600397,H,879.0,0.375
2019,600404,H,1204.0,0.331
2019,600405,H,919.0,0.284
2019,600415,H,1059.0,0.421
2019,600426,H,1088.0,0.423
2019,600443,H,1226.0,0.407
2019,600445,H,1056.0,0.498
2019,600457,H,934.0,0.574
2019,600466,H,1199.0,0.642
2019,600480,H,1064.0,0.454
2019,600482,T,1115.0,0.572
2019,600490,,1010.0,0.377
2019,600496,H,1037.0,0.633
2019,600498,H,923.0,0.027
2019,600499,H,1115.0,0.205
2019,600508,H,1240.0,0.733
2019,600535,H,1138.0,0.589
2019,600567,H,1166.0,0.574
2019,600576,H,883.0,0.446
2019,600579,H,904.0,0.055
2019,600592,H,926.0,0.036
2019,600594,H,1240.0,0.041
2019,600LEA,,1103.0,0.526
2019,60D000,A,1218.0,0.916
2019,60G000,A,1078.0,0.407
2019,60I000,A,1161.0,0.876
2019,60K000,T,,
2019,60S000,A,1085.0,0.605
2019,60U000,H,,
2019,60V000,T,861.0,0.263
2019,610332,H,,
2019,610334,H,1069.0,0.255
2019,610LEA,,1070.0,0.205
2019,61L000,H,,
2019,620316,H,965.0,0.482
2019,620340,H,1029.0,0.137
2019,620LEA,,976.0,0.321
2019,630332,H,1013.0,0.022
2019,630336,H,1122.0,0.452
2019,630360,H,1160.0,0.269
2019,630LEA,,1121.0,0.352
2019,640346,H,994.0,0.342
2019,640347,H,1079.0,0.443
2019,640350,H,1004.0,0.397
2019,640361,H,992.0,0.627
2019,640364,H,963.0,0.027
2019,640LEA,,1000.0,0.042
2019,64A000,A,899.0,0.392
2019,650326,H,1101.0,0.372
2019,650327,H,1113.0,0.346
2019,650340,H,1202.0,0.367
2019,650342,H,1190.0,0.607
2019,650352,H,1083.0,0.551
2019,650355,A,,
2019,650394,H,1154.0,0.457
2019,650LEA,,1128.0,0.447
2019,660336,H,,
2019,660400,H,,
2019,660LEA,,899.0,0.133
2019,66A000,A,986.0,0.1
2019,670320,H,1126.0,0.224
2019,670324,H,1040.0,0.438
2019,670333,H,989.0,0.319
2019,670340,H,1074.0,0.299
2019,670344,H,1051.0,0.434
2019,670352,H,1131.0,0.023
2019,670364,H,1044.0,0.462
2019,670LEA,,1054.0,0.344
2019,680310,H,1193.0,0.533
2019,680332,H,1131.0,0.051
2019,680LEA,,1159.0,0.512
2019,681305,H,1290.0,0.554
2019,681308,H,1272.0,0.714
2019,681314,H,1301.0,0.778
2019,681LEA,,1287.0,0.697
2019,68A000,A,1059.0,0.05
2019,690320,H,1043.0,0.434
2019,690LEA,,1043.0,0.434
2019,69A000,A,,
2019,700317,H,973.0,0.472
2019,700319,H,1003.0,0.275
2019,700LEA,,985.0,0.362
2019,70A000,T,1067.0,0.673
2019,710321,H,945.0,0.286
2019,710326,H,1016.0,0.284
2019,710327,H,1112.0,0.332
2019,710342,H,1156.0,0.432
2019,710LEA,,1090.0,0.357
2019,720316,H,1124.0,0.206
2019,720LEA,,1124.0,0.206
2019,730350,H,,
2019,730352,H,1019.0,0.355
2019,730LEA,,1020.0,0.357
2019,73B000,T,1103.0,0.046
2019,740309,H,964.0,0.419
2019,740333,H,1122.0,0.442
2019,740344,H,978.0,0.344
2019,740366,H,1079.0,0.453
2019,740374,H,987.0,0.04
2019,740388,H,983.0,0.332
2019,740500,H,,
2019,740LEA,,1042.0,0.039
2019,750317,H,,
2019,750318,H,1112.0,0.276
2019,750LEA,,1112.0,0.279
2019,760318,H,965.0,0.482
2019,760339,H,1039.0,0.286
2019,760348,H,1058.0,0.136
2019,760354,H,1126.0,0.025
2019,760358,H,1097.0,0.197
2019,760380,H,1083.0,0.306
2019,760388,H,1099.0,0.145
2019,760LEA,,1052.0,0.246
2019,761304,H,1013.0,0.512
2019,761LEA,,1013.0,0.512
2019,76A000,A,1095.0,0.229
2019,770348,H,1079.0,0.133
2019,770349,H,1156.0,0.203
2019,770LEA,,1095.0,0.139
2019,780325,H,960.0,0.031
2019,780342,H,966.0,0.339
2019,780385,H,,
2019,780391,H,949.0,0.155
2019,780401,H,931.0,0.0509
2019,780402,H,872.0,0.324
2019,780420,H,923.0,0.321
2019,780LEA,,946.0,0.261
2019,790314,H,1039.0,0.495
2019,790354,H,959.0,0.402
2019,790366,H,979.0,0.439
2019,790378,H,1069.0,0.289
2019,790379,H,,
2019,790LEA,,1017.0,0.366
2019,800340,H,1013.0,0.406
2019,800361,H,1066.0,0.262
2019,800376,H,953.0,0.05
2019,800394,H,1077.0,0.443
2019,800396,H,1032.0,0.457
2019,800400,H,1041.0,0.301
2019,800408,H,1009.0,0.354
2019,800LEA,,1023.0,0.367
2019,810324,H,1018.0,0.341
2019,810340,H,1007.0,0.452
2019,810384,H,1012.0,0.361
2019,810385,H,1167.0,0.297
2019,810LEA,,1021.0,0.362
2019,81A000,A,1201.0,0.884
2019,81B000,A,,
2019,820324,H,1150.0,0.124
2019,820348,H,1012.0,0.292
2019,820349,H,984.0,0.345
2019,820352,H,1100.0,0.251
2019,820388,H,1052.0,0.115
2019,820LEA,,1048.0,0.232
2019,821308,H,1068.0,0.524
2019,821LEA,,1068.0,0.524
2019,830343,H,972.0,0.437
2019,830348,H,1104.0,0.413
2019,830LEA,,989.0,0.422
2019,840302,H,959.0,0.476
2019,840332,H,974.0,0.402
2019,840356,H,1014.0,0.319
2019,840361,H,1124.0,0.332
2019,840368,H,1092.0,0.396
2019,840LEA,,1030.0,0.385
2019,84B000,T,1177.0,0.954
2019,850332,H,1072.0,0.297
2019,850352,H,1070.0,0.505
2019,850358,H,1085.0,0.311
2019,850360,H,,
2019,850LEA,,1078.0,0.329
2019,860316,H,1223.0,0.081
2019,860336,H,1088.0,0.203
2019,860352,H,1069.0,0.152
2019,860354,H,1078.0,0.259
2019,860LEA,,1093.0,0.173
2019,861308,H,1108.0,0.346
2019,861LEA,,1108.0,0.346
2019,862312,H,1080.0,0.327
2019,862LEA,,1080.0,0.327
2019,86T000,A,1117.0,0.069
2019,870314,H,1074.0,0.181
2019,870LEA,,1074.0,0.167
2019,880308,H,1155.0,0.356
2019,880328,H,1044.0,0.05
2019,880LEA,,1111.0,0.371
2019,890304,H,853.0,0.465
2019,890LEA,,853.0,0.465
2019,900310,M,,
2019,900311,H,1145.0,0.975
2019,900314,M,,
2019,900316,H,894.0,0.981
2019,900336,H,891.0,0.099
2019,900342,H,1014.0,0.915
2019,900343,M,,
2019,900344,H,966.0,0.1
2019,900348,H,1031.0,0.981
2019,900360,H,1027.0,0.912
2019,900365,T,,
2019,900366,H,1191.0,0.1
2019,900367,H,1169.0,0.545
2019,900377,H,1208.0,0.1
2019,900393,H,1222.0,0.1
2019,900LEA,,1078.0,0.951
2019,90A000,A,1121.0,0.739
2019,910370,H,906.0,0.575
2019,910382,H,1057.0,0.051
2019,910LEA,,929.0,0.492
2019,91B000,A,1045.0,0.1
2019,920316,H,1201.0,0.678
2019,920317,H,1158.0,0.851
2019,920318,H,1152.0,0.663
2019,920348,H,1149.0,0.589
2019,920368,H,1156.0,0.502
2019,920386,H,1104.0,0.076
2019,920411,H,1021.0,0.428
2019,920412,H,1272.0,0.667
2019,920428,H,1118.0,0.466
2019,920436,H,1051.0,0.472
2019,920441,H,1262.0,0.8
2019,920445,H,1117.0,0.749
2019,920455,H,1159.0,0.72
2019,920466,H,975.0,0.413
2019,920473,H,1172.0,0.075
2019,920495,H,1161.0,0.062
2019,920500,H,1131.0,0.583
2019,920518,H,1018.0,0.542
2019,920526,H,1270.0,0.827
2019,920528,H,,
2019,920546,H,1038.0,0.465
2019,920552,H,1141.0,0.533
2019,920556,H,,
2019,920562,H,977.0,0.444
2019,920581,H,971.0,0.229
2019,920582,H,1303.0,0.67
2019,920583,H,1205.0,0.054
2019,920585,T,1091.0,0.07
2019,920586,T,1071.0,0.1
2019,920588,H,1102.0,0.551
2019,920595,H,1115.0,0.063
2019,920604,M,,
2019,920LEA,,1155.0,0.615
2019,92F000,A,1199.0,0.936
2019,92G000,A,1111.0,0.244
2019,92K000,H,1367.0,0.885
2019,92P000,T,1103.0,0.277
2019,92T000,A,1204.0,0.085
2019,92U000,H,1171.0,0.695
2019,930352,H,853.0,0.552
2019,930360,H,1007.0,0.769
2019,930700,H,996.0,0.667
2019,930LEA,,919.0,0.614
2019,93A000,A,,
2019,93L000,H,,
2019,940316,H,852.0,0.768
2019,940LEA,,852.0,0.74
2019,94Z000,H,1067.0,0.219
2019,950336,H,1205.0,0.508
2019,950338,H,,
2019,950LEA,,1197.0,0.441
2019,960324,H,1071.0,0.251
2019,960330,H,961.0,0.424
2019,960335,H,837.0,0.336
2019,960372,H,1096.0,0.118
2019,960380,H,944.0,0.237
2019,960386,H,1027.0,0.009
2019,960488,A,,
2019,960490,H,1202.0,0.242
2019,960700,T,1172.0,0.553
2019,960LEA,,1010.0,0.277
2019,970320,H,1062.0,0.178
2019,970356,H,,
2019,970388,H,1117.0,0.263
2019,970390,H,1089.0,0.125
2019,970393,H,,
2019,970LEA,,1089.0,0.161
2019,980318,H,971.0,0.286
2019,980336,H,1005.0,0.628
2019,980342,H,1015.0,0.507
2019,980398,H,1106.0,0.037
2019,980LEA,,1015.0,0.489
2019,98B000,A,930.0,0.457
2019,990322,H,1065.0,0.266
2019,990326,H,1071.0,0.037
2019,990332,H,,
2019,990LEA,,1069.0,0.252
2019,995330,A,1156.0,0.214
2019,995LEA,,1156.0,0.214
2019,NATION,,1039.0,
2019,NC-SEA,,1091.0,0.457
