year,agency_code,grade,pct_prof,pct_prof_masking
2019,310330,6,45.2,
2019,310336,6,32.9,
2019,310338,9,41.3,
2019,310344,9,40.7,
2019,310352,9,18.5,
2019,310356,6,52.9,
2019,310360,6,46.0,
2019,310364,9,34.4,
2019,310384,6,25.6,
2019,310388,6,25.0,
2019,310392,9,22.4,
2019,320306,6,35.1,
2019,320309,9,77.2,
2019,320312,9,32.0,
2019,320314,6,40.4,
2019,320314,9,15.7,
2019,320316,6,31.4,
2019,320317,9,36.0,
2019,320323,6,52.2,
2019,320323,9,59.0,
2019,320325,9,14.6,
2019,320338,6,28.8,
2019,320340,6,38.9,
2019,320341,9,9.4,
2019,320342,6,55.8,
2019,320343,6,34.0,
2019,320346,6,31.0,
2019,320355,6,28.8,
2019,320356,9,19.9,
2019,320365,9,30.1,
2019,320366,6,44.7,
2019,320368,9,12.7,
2019,320370,6,51.7,
2019,320701,9,19.0,
2019,32A000,6,47.9,
2019,32B000,6,18.6,
2019,32C000,6,12.9,
2019,32D000,6,40.6,
2019,32H000,6,19.7,
2019,32K000,6,57.5,
2019,32L000,6,64.1,
2019,32L000,9,38.4,
2019,32M000,6,45.8,
2019,32N000,9,63.9,
2019,32P000,6,19.2,
2019,32Q000,6,25.0,
2019,32R000,6,60.0,
2019,32S000,6,22.9,
2019,330326,9,63.3,
2019,330328,9,5.0,2.0
2019,330332,6,12.5,
2019,330340,6,25.2,
2019,330344,6,10.2,
2019,330348,6,33.0,
2019,330350,9,21.5,
2019,330358,9,13.0,
2019,330360,6,28.3,
2019,33A000,6,35.5,
2019,33A000,9,21.3,
2019,340311,9,65.2,
2019,340330,9,6.3,
2019,340336,9,5.0,2.0
2019,340350,6,41.1,
2019,340354,6,54.5,
2019,340362,9,90.9,
2019,340364,9,33.0,
2019,340366,6,17.3,
2019,340372,6,20.6,
2019,340382,9,20.3,
2019,340385,6,13.3,
2019,340385,9,5.0,2.0
2019,340392,6,65.0,
2019,340406,6,58.8,
2019,340420,6,54.0,
2019,340436,6,13.8,
2019,340442,6,67.4,
2019,340452,6,20.1,
2019,340454,9,38.0,
2019,340460,9,14.6,
2019,340464,6,20.9,
2019,340480,6,44.3,
2019,340480,9,92.3,
2019,340486,9,12.3,
2019,340488,6,12.8,
2019,340488,9,5.9,
2019,340492,6,10.4,
2019,340495,9,54.8,
2019,340496,9,34.2,
2019,340516,6,31.9,
2019,340542,9,26.8,
2019,340544,6,32.8,
2019,340556,9,51.1,
2019,340564,6,30.7,
2019,340568,6,5.0,2.0
2019,340568,9,7.7,
2019,34B000,6,15.8,
2019,34B000,9,30.8,
2019,34D000,6,20.7,
2019,34D000,9,19.2,
2019,34F000,6,21.9,
2019,34G000,6,63.8,
2019,34H000,6,63.5,
2019,34H000,9,58.7,
2019,350308,9,40.4,
2019,350310,6,50.5,
2019,350312,6,38.2,
2019,350317,9,73.3,
2019,350321,9,32.5,
2019,350324,6,35.9,
2019,350336,9,26.9,
2019,350338,6,43.9,
2019,35A000,6,17.2,
2019,360310,9,30.3,
2019,360324,6,65.3,
2019,360336,9,23.5,
2019,360337,9,88.0,
2019,360360,9,33.6,
2019,360372,9,5.0,2.0
2019,360378,9,49.8,
2019,360380,6,63.4,
2019,360390,9,35.2,
2019,360396,9,44.0,
2019,360408,6,24.5,
2019,360418,9,95.0,1.0
2019,360426,6,37.7,
2019,360428,9,23.4,
2019,360431,6,41.8,
2019,360436,6,25.3,
2019,360456,6,52.4,
2019,360470,9,37.2,
2019,360494,9,56.2,
2019,360498,6,29.3,
2019,360500,6,49.0,
2019,360514,6,51.2,
2019,360526,6,26.7,
2019,36B000,6,68.3,
2019,36B000,9,51.6,
2019,36C000,6,75.2,
2019,36C000,9,46.2,
2019,370308,6,54.7,
2019,370312,9,29.5,
2019,380306,6,20.8,
2019,380308,9,35.1,
2019,390309,6,37.3,
2019,390314,9,10.0,
2019,390320,6,46.3,
2019,390321,6,50.0,
2019,390321,9,12.5,
2019,390322,9,23.6,
2019,390323,9,80.0,
2019,390324,9,14.2,
2019,390331,6,27.0,
2019,390334,6,27.7,
2019,390352,9,34.0,
2019,390700,9,25.7,
2019,39A000,6,65.0,
2019,39A000,9,47.6,
2019,39B000,6,69.5,
2019,39B000,9,47.7,
2019,400308,9,15.0,
2019,400312,6,31.2,
2019,400315,9,47.2,
2019,410311,6,39.8,
2019,410313,6,29.9,
2019,410316,6,19.3,
2019,410319,9,10.6,
2019,410325,6,43.2,
2019,410326,9,37.5,
2019,410341,6,95.0,1.0
2019,410355,9,30.2,
2019,410358,9,14.8,
2019,410367,6,25.8,
2019,410391,6,25.4,
2019,410391,9,71.4,
2019,410394,9,48.4,
2019,410397,6,36.5,
2019,410399,9,33.3,
2019,410401,9,53.7,
2019,410402,6,14.1,
2019,410406,9,22.1,
2019,410407,9,28.6,
2019,410408,9,30.8,
2019,410415,6,26.9,
2019,410421,6,41.0,
2019,410427,6,25.0,
2019,410437,6,62.2,
2019,410442,6,44.2,
2019,410448,6,50.9,
2019,410457,6,23.1,
2019,410458,9,9.1,
2019,410460,6,38.4,
2019,410463,6,36.3,
2019,410464,6,10.0,
2019,410483,9,10.3,
2019,410484,9,11.4,
2019,410487,6,25.9,
2019,410488,6,63.7,
2019,410489,9,46.8,
2019,410490,9,58.4,
2019,410493,6,70.7,
2019,410508,9,33.8,
2019,410529,9,36.4,
2019,410544,9,15.4,
2019,410545,9,41.2,
2019,410547,9,36.4,
2019,410550,6,42.9,
2019,410556,9,24.1,
2019,410562,9,42.6,
2019,410565,6,53.5,
2019,410569,9,95.0,1.0
2019,410579,9,47.1,
2019,410589,9,66.7,
2019,410592,6,24.8,
2019,410595,9,32.4,
2019,41B000,6,85.2,
2019,41C000,6,19.2,
2019,41D000,6,62.9,
2019,41F000,6,55.5,
2019,41F000,9,33.3,
2019,41G000,6,58.8,
2019,41G000,9,64.3,
2019,41H000,6,30.9,
2019,41H000,9,26.7,
2019,41J000,6,59.0,
2019,41K000,9,21.3,
2019,41L000,6,34.3,
2019,41N000,6,45.5,
2019,420324,6,25.0,
2019,420346,9,21.9,
2019,420358,9,7.1,
2019,420376,6,33.0,
2019,421306,6,44.4,
2019,421316,9,36.4,
2019,421336,9,45.5,
2019,422310,9,75.0,
2019,422315,9,17.9,
2019,422318,6,15.2,
2019,42A000,6,31.9,
2019,430330,6,45.5,
2019,430332,6,28.9,
2019,430341,9,58.6,
2019,430345,9,5.0,2.0
2019,430346,9,29.3,
2019,430347,6,36.8,
2019,430351,6,46.5,
2019,430370,6,32.3,
2019,430371,9,37.2,
2019,430378,9,27.7,
2019,430384,9,31.2,
2019,430386,6,42.1,
2019,440318,6,62.0,
2019,440320,6,46.8,
2019,440346,9,86.8,
2019,440378,9,41.3,
2019,440390,9,48.1,
2019,440396,6,62.1,
2019,44A000,6,52.5,
2019,450301,6,51.6,
2019,450316,9,41.4,
2019,450328,6,48.5,
2019,450334,9,50.9,
2019,450335,6,56.8,
2019,450341,9,36.0,
2019,450342,6,72.4,
2019,450343,9,6.7,
2019,450352,9,58.2,
2019,450354,9,85.0,
2019,45A000,6,68.2,
2019,460318,6,20.0,
2019,460320,9,15.4,
2019,460322,9,64.0,
2019,460340,9,27.8,
2019,470312,9,59.6,
2019,470320,6,41.0,
2019,470332,6,46.4,
2019,470442,6,47.7,
2019,470443,9,86.8,
2019,480316,6,58.8,
2019,480316,9,50.0,
2019,480318,6,23.3,
2019,480318,9,8.3,
2019,490307,9,51.4,
2019,490308,6,57.0,
2019,490310,9,21.4,
2019,490320,9,85.1,
2019,490327,6,22.9,
2019,490335,9,58.4,
2019,490338,6,53.8,
2019,490344,6,95.0,1.0
2019,490346,9,26.9,
2019,490347,6,91.7,
2019,490349,6,56.0,
2019,490350,9,8.3,
2019,490352,6,18.6,
2019,490354,9,15.6,
2019,490355,9,79.6,
2019,490362,9,59.5,
2019,490366,6,41.1,
2019,490380,9,30.0,
2019,490384,6,30.8,
2019,491303,6,55.3,
2019,491306,6,48.0,
2019,491312,9,55.1,
2019,49B000,6,62.7,
2019,49D000,6,10.0,
2019,49E000,6,78.6,
2019,49E000,9,66.7,
2019,49F000,6,59.2,
2019,49F000,9,38.5,
2019,49G000,6,35.6,
2019,500302,9,25.0,
2019,500304,6,43.1,
2019,500314,6,44.4,
2019,500316,6,41.4,
2019,500323,9,65.0,
2019,500324,9,5.0,2.0
2019,500332,6,41.4,
2019,500337,6,8.3,
2019,500340,9,36.5,
2019,50A000,6,57.9,
2019,50A000,9,10.0,
2019,510310,6,34.8,
2019,510324,9,40.2,
2019,510325,9,66.2,
2019,510327,9,44.7,
2019,510329,6,56.0,
2019,510333,9,42.3,
2019,510342,6,39.8,
2019,510344,6,36.0,
2019,510359,6,44.4,
2019,510360,6,37.7,
2019,510364,6,48.8,
2019,510367,9,68.1,
2019,510368,9,12.6,
2019,510376,6,37.8,
2019,510376,9,36.6,
2019,510379,6,43.4,
2019,510382,6,62.0,
2019,510390,6,15.1,
2019,510397,6,25.0,
2019,510399,9,21.0,
2019,510402,9,28.1,
2019,510406,9,37.6,
2019,510411,6,39.0,
2019,510412,6,30.0,
2019,51A000,6,40.3,
2019,51A000,9,50.0,
2019,51B000,6,34.8,
2019,520304,6,52.9,
2019,520308,6,42.3,
2019,520320,9,40.0,
2019,520328,6,47.4,
2019,520336,6,53.8,
2019,530314,6,44.7,
2019,530335,9,87.7,
2019,530336,9,37.9,
2019,530341,6,50.6,
2019,530343,9,35.6,
2019,530356,6,42.9,
2019,53B000,6,55.7,
2019,540308,6,40.0,
2019,540312,6,53.9,
2019,540315,9,10.3,
2019,540317,9,66.7,
2019,540318,9,14.3,
2019,540324,9,37.5,
2019,540330,6,22.3,
2019,540336,9,27.9,
2019,540344,6,58.4,
2019,54A000,6,11.8,
2019,550308,9,10.0,
2019,550320,9,57.5,
2019,550322,6,65.9,
2019,550332,9,53.2,
2019,550334,6,38.9,
2019,550344,9,58.6,
2019,550350,6,72.2,
2019,550368,9,39.5,
2019,550372,6,57.7,
2019,55A000,6,65.1,
2019,55A000,9,66.7,
2019,560320,9,48.8,
2019,560324,6,43.3,
2019,560324,9,39.5,
2019,560329,9,90.9,
2019,560331,6,44.1,
2019,560350,9,15.8,
2019,570317,9,76.0,
2019,570318,9,33.6,
2019,570319,6,65.6,
2019,580344,6,20.3,
2019,580344,9,18.2,
2019,580368,9,32.4,
2019,580372,6,34.5,
2019,58B000,6,51.8,
2019,58B000,9,42.9,
2019,590310,6,39.6,
2019,590326,9,32.0,
2019,590328,9,76.5,
2019,590330,9,26.0,
2019,590356,6,44.3,
2019,590393,6,76.8,
2019,600301,6,29.5,
2019,600302,9,73.8,
2019,600303,6,33.3,
2019,600305,6,41.7,
2019,600311,6,16.1,
2019,600312,9,71.1,
2019,600313,6,70.0,
2019,600317,6,23.1,
2019,600319,6,25.0,
2019,600333,6,48.2,
2019,600336,6,75.9,
2019,600341,6,30.2,
2019,600341,9,25.0,
2019,600344,6,56.5,
2019,600345,6,73.3,
2019,600351,6,20.0,
2019,600353,6,62.2,
2019,600361,9,46.9,
2019,600364,9,15.7,
2019,600366,6,19.6,
2019,600374,6,20.4,
2019,600377,9,43.0,
2019,600381,6,20.4,
2019,600386,9,31.2,
2019,600394,6,51.6,
2019,600397,9,11.9,
2019,600399,6,62.6,
2019,600405,9,15.9,
2019,600413,6,73.7,
2019,600415,9,39.5,
2019,600426,9,35.5,
2019,600428,6,20.4,
2019,600429,6,39.6,
2019,600431,6,73.7,
2019,600434,6,39.1,
2019,600439,6,9.5,
2019,600439,9,5.0,2.0
2019,600445,9,30.3,
2019,600448,6,24.4,
2019,600450,6,36.3,
2019,600454,9,26.7,
2019,600455,6,56.6,
2019,600457,9,25.7,
2019,600462,6,31.8,
2019,600466,9,60.1,
2019,600479,6,31.2,
2019,600480,9,40.3,
2019,600481,6,35.5,
2019,600482,6,55.9,
2019,600482,9,73.6,
2019,600488,6,45.5,
2019,600490,9,25.9,
2019,600492,6,73.5,
2019,600496,9,38.9,
2019,600497,6,78.2,
2019,600498,9,9.5,
2019,600499,9,33.3,
2019,600508,9,79.2,
2019,600509,6,36.2,
2019,600513,6,81.9,
2019,600514,6,17.9,
2019,600515,6,6.9,
2019,600518,6,35.6,
2019,600520,6,17.6,
2019,600532,6,67.5,
2019,600535,9,42.4,
2019,600537,6,69.6,
2019,600538,6,36.2,
2019,600553,6,11.5,
2019,600567,9,66.7,
2019,600569,9,61.7,
2019,600574,6,23.3,
2019,600576,9,16.1,
2019,600579,9,18.1,
2019,600582,9,48.8,
2019,600583,6,16.4,
2019,600592,9,17.2,
2019,60B000,6,40.3,
2019,60B000,9,54.2,
2019,60D000,6,80.6,
2019,60D000,9,72.7,
2019,60F000,6,83.7,
2019,60G000,6,59.3,
2019,60G000,9,39.0,
2019,60I000,6,72.5,
2019,60I000,9,67.3,
2019,60J000,6,62.9,
2019,60K000,6,38.9,
2019,60K000,9,18.8,
2019,60L000,6,23.8,
2019,60M000,6,67.6,
2019,60M000,9,50.0,
2019,60Q000,6,28.9,
2019,60S000,6,44.7,
2019,60S000,9,44.9,
2019,60V000,6,6.3,
2019,60V000,9,12.5,
2019,60Y000,6,40.6,
2019,610302,6,53.5,
2019,610326,6,61.3,
2019,610332,9,53.6,
2019,610334,9,39.7,
2019,61K000,6,8.7,
2019,61M000,6,48.4,
2019,61N000,6,57.4,
2019,61P000,6,28.6,
2019,61Q000,6,38.4,
2019,61R000,6,39.0,
2019,61U000,6,6.3,
2019,61U000,9,5.0,2.0
2019,61X000,6,45.0,
2019,61X000,9,17.6,
2019,620314,6,34.6,
2019,620316,9,19.8,
2019,620339,6,31.2,
2019,620340,9,17.6,
2019,620350,9,59.3,
2019,630317,6,41.5,
2019,630320,6,16.5,
2019,630328,6,46.9,
2019,630331,6,50.8,
2019,630332,9,34.4,
2019,630336,9,49.7,
2019,630350,6,40.4,
2019,630360,9,40.6,
2019,630374,6,65.7,
2019,630376,6,35.0,
2019,63B000,6,54.5,
2019,63B000,9,33.3,
2019,640320,6,37.2,
2019,640329,6,29.1,
2019,640334,6,14.3,
2019,640335,6,22.5,
2019,640342,9,11.4,
2019,640346,9,21.0,
2019,640347,9,66.1,
2019,640350,9,32.9,
2019,640358,6,35.2,
2019,640361,9,19.6,
2019,640362,6,28.1,
2019,640364,9,27.6,
2019,64A000,6,21.2,
2019,64A000,9,11.3,
2019,650310,6,65.6,
2019,650325,6,51.6,
2019,650326,9,49.4,
2019,650327,9,52.6,
2019,650332,6,47.1,
2019,650340,9,88.9,
2019,650342,9,60.0,
2019,650343,6,46.1,
2019,650350,6,65.5,
2019,650351,6,57.8,
2019,650352,9,36.3,
2019,650354,6,9.1,
2019,650354,9,5.0,
2019,650355,9,11.1,
2019,650364,6,70.6,
2019,650392,6,30.0,
2019,650394,9,83.3,
2019,650395,9,61.8,
2019,65A000,6,65.2,
2019,65B000,6,23.1,
2019,65D000,6,37.5,
2019,65F000,6,40.5,
2019,65G000,6,50.0,
2019,65Z000,6,26.5,
2019,660308,6,16.7,
2019,660325,6,22.4,
2019,660336,9,11.1,
2019,660400,9,46.7,
2019,66A000,6,31.6,
2019,66A000,9,80.3,
2019,670300,9,95.0,1.0
2019,670318,6,48.0,
2019,670320,9,40.1,
2019,670322,6,36.9,
2019,670324,9,36.6,
2019,670325,6,37.2,
2019,670331,6,52.8,
2019,670333,9,34.8,
2019,670336,6,46.3,
2019,670340,9,36.9,
2019,670344,9,31.8,
2019,670345,6,37.2,
2019,670351,6,48.7,
2019,670352,9,48.4,
2019,670356,6,41.5,
2019,670364,9,30.4,
2019,67B000,6,16.7,
2019,680304,6,43.8,
2019,680310,9,55.1,
2019,680316,6,56.3,
2019,680327,6,46.9,
2019,680332,9,43.0,
2019,681305,9,61.7,
2019,681308,9,64.2,
2019,681309,6,65.2,
2019,681314,9,69.4,
2019,681322,6,68.7,
2019,681324,6,63.4,
2019,681336,6,67.7,
2019,68A000,6,55.6,
2019,68A000,9,59.0,
2019,68C000,6,80.5,
2019,690316,6,25.9,
2019,690320,9,42.5,
2019,69A000,6,40.0,
2019,69A000,9,25.0,
2019,700308,6,42.3,
2019,700317,9,28.8,
2019,700319,9,10.8,
2019,700322,6,37.6,
2019,700325,9,52.3,
2019,70A000,9,55.9,
2019,710316,6,45.2,
2019,710320,6,47.9,
2019,710321,9,22.2,
2019,710326,9,23.0,
2019,710327,9,94.0,
2019,710328,6,36.8,
2019,710342,9,54.4,
2019,710346,6,60.4,
2019,710348,6,33.8,
2019,710352,6,57.3,
2019,720316,9,30.3,
2019,720320,6,46.6,
2019,730344,6,43.8,
2019,730350,9,25.5,
2019,730352,9,20.5,
2019,730360,6,49.0,
2019,73B000,6,72.9,
2019,73B000,9,59.8,
2019,740302,6,48.9,
2019,740308,6,47.6,
2019,740309,9,22.4,
2019,740320,6,42.9,
2019,740324,6,27.2,
2019,740332,6,55.9,
2019,740333,9,55.6,
2019,740337,6,38.7,
2019,740340,6,33.5,
2019,740344,9,29.1,
2019,740352,6,13.8,
2019,740358,6,33.3,
2019,740362,6,68.4,
2019,740366,9,28.0,
2019,740374,9,18.4,
2019,740376,6,28.1,
2019,740388,9,30.1,
2019,740396,6,31.8,
2019,740402,6,24.1,
2019,740500,9,62.5,
2019,740501,9,72.3,
2019,74B000,6,15.8,
2019,74C000,6,33.3,
2019,750317,9,76.9,
2019,750318,9,55.1,
2019,750319,6,72.0,
2019,760308,6,54.0,
2019,760318,9,15.7,
2019,760338,6,43.2,
2019,760339,9,30.8,
2019,760348,9,28.7,
2019,760352,6,37.9,
2019,760354,9,76.9,
2019,760357,6,45.3,
2019,760358,9,40.2,
2019,760360,6,40.5,
2019,760380,9,36.4,
2019,760382,6,44.8,
2019,760382,9,12.0,
2019,760388,9,42.1,
2019,761304,9,41.0,
2019,761308,6,46.5,
2019,761336,6,35.5,
2019,76A000,6,47.4,
2019,76A000,9,43.1,
2019,770316,6,44.3,
2019,770328,6,41.8,
2019,770349,9,80.8,
2019,770351,9,27.6,
2019,770360,6,36.9,
2019,770364,6,42.3,
2019,780320,6,26.3,
2019,780324,6,35.4,
2019,780325,9,23.4,
2019,780326,6,11.4,
2019,780330,6,25.1,
2019,780336,6,38.3,
2019,780342,9,19.1,
2019,780344,6,21.9,
2019,780352,6,16.5,
2019,780356,6,10.9,
2019,780360,6,25.0,
2019,780368,6,24.1,
2019,780376,6,17.8,
2019,780384,6,33.0,
2019,780385,9,79.6,
2019,780391,9,17.5,
2019,780393,6,16.4,
2019,780396,6,13.2,
2019,780401,9,25.4,
2019,780402,9,9.4,
2019,780403,6,21.2,
2019,780410,6,10.0,
2019,780412,6,20.7,
2019,780416,6,25.0,
