year,agency_code,dance_cat,music_cat,theatre_cat,va_cat
2019,681316,N,Y,N,Y
2019,681320,N,Y,N,Y
2019,681322,N,Y,Y,Y
2019,681324,N,Y,Y,Y
2019,681326,N,Y,N,Y
2019,681330,N,Y,N,Y
2019,681332,N,Y,N,Y
2019,681334,N,Y,N,Y
2019,681336,N,Y,Y,Y
2019,68A000,N,Y,Y,Y
2019,68C000,N,Y,N,Y
2019,690312,N,Y,N,Y
2019,690316,N,Y,N,Y
2019,690320,N,Y,Y,Y
2019,690324,N,Y,N,Y
2019,69A000,N,Y,Y,Y
2019,700306,N,Y,N,Y
2019,700308,N,Y,N,Y
2019,700310,N,N,N,Y
2019,700314,N,Y,N,Y
2019,700316,N,Y,N,Y
2019,700317,N,Y,Y,Y
2019,700318,N,Y,N,Y
2019,700319,N,Y,Y,Y
2019,700320,N,Y,N,Y
2019,700322,N,Y,N,Y
2019,700324,N,Y,N,Y
2019,700328,N,Y,N,Y
2019,70A000,N,N,N,Y
2019,710312,N,Y,N,Y
2019,710316,N,Y,N,Y
2019,710318,N,Y,N,Y
2019,710320,N,Y,N,Y
2019,710321,N,Y,Y,Y
2019,710323,N,Y,N,Y
2019,710324,N,Y,N,Y
2019,710326,Y,Y,Y,Y
2019,710327,N,Y,Y,Y
2019,710328,N,Y,N,Y
2019,710332,N,Y,N,Y
2019,710342,N,Y,Y,Y
2019,710344,N,Y,N,Y
2019,710346,N,Y,N,Y
2019,710347,N,Y,N,Y
2019,710348,N,Y,N,Y
2019,710350,N,Y,N,Y
2019,710352,N,Y,N,Y
2019,720304,N,Y,N,N
2019,720312,N,Y,N,Y
2019,720316,N,Y,Y,Y
2019,720320,N,Y,N,N
2019,730332,N,Y,N,Y
2019,730334,N,Y,N,Y
2019,730340,N,Y,N,Y
2019,730344,N,Y,N,Y
2019,730348,N,Y,N,Y
2019,730352,N,Y,N,Y
2019,730354,N,Y,N,Y
2019,730356,N,Y,N,Y
2019,730360,N,Y,N,Y
2019,730368,N,Y,N,Y
2019,73B000,Y,Y,Y,Y
2019,740302,Y,Y,N,Y
2019,740304,N,Y,N,Y
2019,740308,N,Y,N,Y
2019,740309,N,Y,Y,Y
2019,740310,N,Y,N,Y
2019,740320,N,Y,N,Y
2019,740324,N,Y,N,Y
2019,740330,N,Y,N,Y
2019,740332,N,Y,N,Y
2019,740333,Y,Y,Y,Y
2019,740334,N,Y,N,Y
2019,740336,N,Y,N,Y
2019,740337,Y,Y,N,Y
2019,740338,N,Y,N,Y
2019,740340,N,Y,N,Y
2019,740344,Y,Y,Y,Y
2019,740352,N,Y,N,Y
2019,740358,N,Y,N,Y
2019,740360,N,Y,N,Y
2019,740362,N,Y,Y,Y
2019,740366,Y,Y,Y,Y
2019,740368,N,Y,N,Y
2019,740374,Y,Y,Y,Y
2019,740375,N,Y,N,Y
2019,740376,N,Y,N,Y
2019,740379,N,Y,N,Y
2019,740380,N,Y,N,Y
2019,740386,N,Y,N,Y
2019,740388,Y,Y,Y,Y
2019,740390,N,Y,N,Y
2019,740396,N,Y,N,Y
2019,740400,N,Y,Y,Y
2019,740402,Y,Y,N,N
2019,740404,N,Y,N,Y
2019,740406,N,Y,N,Y
2019,740500,N,Y,N,Y
2019,740501,N,Y,N,Y
2019,74B000,N,Y,N,Y
2019,74C000,N,Y,N,Y
2019,750304,N,Y,N,Y
2019,750314,N,Y,N,Y
2019,750317,N,Y,N,Y
2019,750318,N,Y,Y,Y
2019,750319,N,Y,N,Y
2019,750320,N,Y,N,Y
2019,750328,N,Y,N,Y
2019,760304,N,Y,N,Y
2019,760308,N,Y,N,Y
2019,760316,N,Y,N,Y
2019,760318,Y,Y,N,Y
2019,760320,N,Y,N,Y
2019,760324,N,Y,N,Y
2019,760328,N,Y,N,Y
2019,760329,N,N,N,Y
2019,760330,N,Y,N,Y
2019,760331,N,Y,N,Y
2019,760332,N,Y,N,Y
2019,760336,N,Y,N,Y
2019,760338,N,Y,N,Y
2019,760339,N,Y,Y,Y
2019,760340,N,Y,N,Y
2019,760344,N,Y,N,Y
2019,760348,N,Y,Y,Y
2019,760352,N,Y,N,Y
2019,760356,N,Y,N,Y
2019,760357,Y,Y,N,Y
2019,760358,N,Y,Y,Y
2019,760359,N,Y,N,Y
2019,760360,N,Y,N,Y
2019,760364,N,Y,N,Y
2019,760368,N,Y,N,Y
2019,760376,N,Y,N,Y
2019,760378,N,Y,N,Y
2019,760380,N,Y,Y,Y
2019,760382,N,Y,Y,Y
2019,760388,N,Y,Y,Y
2019,761304,N,Y,N,Y
2019,761308,N,Y,Y,Y
2019,761312,N,Y,N,Y
2019,761320,N,Y,N,Y
2019,761321,N,Y,N,Y
2019,761328,N,Y,N,Y
2019,761332,N,Y,N,Y
2019,761336,N,Y,Y,Y
2019,76A000,Y,Y,N,Y
2019,770310,N,Y,N,Y
2019,770316,N,Y,N,Y
2019,770318,N,Y,N,Y
2019,770328,N,Y,N,Y
2019,770340,N,Y,N,Y
2019,770342,N,N,N,Y
2019,770344,N,Y,N,Y
2019,770346,N,Y,N,Y
2019,770348,N,Y,N,Y
2019,770349,N,Y,N,Y
2019,770351,N,N,N,Y
2019,770360,N,Y,N,Y
2019,770364,N,Y,N,Y
2019,770368,N,Y,N,Y
2019,770370,N,Y,N,Y
2019,780320,N,Y,N,Y
2019,780322,N,Y,N,Y
2019,780324,N,Y,N,Y
2019,780325,N,Y,Y,Y
2019,780326,N,Y,N,Y
2019,780328,N,Y,N,Y
2019,780329,N,Y,N,Y
2019,780330,N,Y,N,Y
2019,780336,N,Y,N,Y
2019,780340,N,Y,N,Y
2019,780341,N,Y,N,Y
2019,780342,Y,Y,Y,Y
2019,780344,N,Y,N,Y
2019,780352,N,Y,N,Y
2019,780356,N,Y,N,Y
2019,780360,N,Y,N,Y
2019,780364,N,Y,N,Y
2019,780368,N,Y,N,Y
2019,780374,N,Y,N,Y
2019,780376,N,Y,N,Y
2019,780384,N,Y,N,Y
2019,780390,N,Y,N,N
2019,780391,N,Y,N,Y
2019,780392,N,Y,N,Y
2019,780393,N,Y,N,Y
2019,780394,N,Y,N,Y
2019,780396,N,Y,N,Y
2019,780398,N,Y,N,N
2019,780400,N,Y,N,Y
2019,780401,N,Y,N,Y
2019,780402,Y,Y,N,Y
2019,780403,N,Y,N,Y
2019,780407,N,Y,N,Y
2019,780410,N,Y,N,Y
2019,780412,N,Y,N,Y
2019,780416,N,Y,N,N
2019,780417,N,Y,N,Y
2019,780420,Y,Y,Y,Y
2019,78B000,N,N,N,Y
2019,790302,N,Y,N,Y
2019,790310,N,Y,N,Y
2019,790314,N,Y,Y,Y
2019,790318,N,Y,N,Y
2019,790327,N,Y,N,Y
2019,790330,N,Y,N,Y
2019,790344,N,Y,N,Y
2019,790347,N,Y,N,Y
2019,790350,N,Y,N,Y
2019,790354,N,Y,Y,Y
2019,790362,N,Y,N,Y
2019,790366,N,Y,Y,Y
2019,790374,N,Y,Y,Y
2019,790378,N,Y,Y,Y
2019,790379,N,Y,N,N
2019,790380,N,Y,N,Y
2019,790386,N,Y,N,Y
2019,790390,N,Y,N,Y
2019,790392,N,Y,N,Y
2019,790394,N,Y,Y,Y
2019,790398,N,Y,N,Y
2019,790402,N,Y,N,Y
2019,79A000,N,Y,Y,N
2019,79Z000,Y,Y,Y,Y
2019,800308,N,Y,N,Y
2019,800312,N,Y,N,Y
2019,800314,N,Y,N,Y
2019,800315,N,Y,N,Y
2019,800316,N,Y,N,Y
2019,800320,N,Y,N,Y
2019,800328,N,Y,N,Y
2019,800340,N,Y,N,Y
2019,800347,N,Y,N,Y
2019,800348,N,Y,N,Y
2019,800352,N,Y,N,Y
2019,800356,N,Y,N,Y
2019,800358,N,Y,N,Y
2019,800359,N,Y,N,Y
2019,800360,N,Y,N,Y
2019,800361,Y,Y,Y,Y
2019,800363,N,Y,N,Y
2019,800364,N,Y,N,Y
2019,800366,N,Y,N,Y
2019,800368,N,Y,N,Y
2019,800372,N,Y,N,Y
2019,800373,N,Y,N,Y
2019,800376,N,Y,Y,Y
2019,800377,N,Y,N,Y
2019,800392,N,Y,N,Y
2019,800394,N,N,N,Y
2019,800396,Y,Y,Y,Y
2019,800398,N,Y,N,Y
2019,800400,N,Y,N,Y
2019,800406,N,Y,N,Y
2019,800408,N,Y,N,Y
2019,800410,N,Y,N,Y
2019,810324,N,Y,Y,Y
2019,810326,N,Y,N,Y
2019,810328,N,Y,N,Y
2019,810336,N,Y,N,Y
2019,810340,Y,Y,N,Y
2019,810342,N,Y,N,Y
2019,810344,N,Y,N,Y
2019,810350,N,Y,N,Y
2019,810360,N,Y,N,Y
2019,810364,N,Y,N,Y
2019,810370,N,Y,N,Y
2019,810378,N,Y,N,Y
2019,810384,Y,Y,N,Y
2019,810385,N,Y,N,N
2019,810386,N,Y,N,Y
2019,810388,N,Y,N,Y
2019,810396,N,Y,N,Y
2019,810400,N,Y,N,Y
2019,81A000,Y,Y,Y,Y
2019,81B000,N,Y,Y,Y
2019,820312,N,Y,N,Y
2019,820320,N,Y,N,Y
2019,820324,N,Y,N,Y
2019,820340,N,Y,N,Y
2019,820346,N,Y,N,Y
2019,820347,N,Y,N,Y
2019,820348,Y,Y,Y,Y
2019,820349,Y,Y,N,Y
2019,820350,N,Y,N,Y
2019,820352,Y,Y,Y,Y
2019,820354,N,Y,N,Y
2019,820364,N,Y,N,Y
2019,820370,N,Y,N,Y
2019,820372,N,Y,N,Y
2019,820376,N,Y,N,Y
2019,820384,N,Y,N,Y
2019,820385,N,Y,N,Y
2019,820388,Y,Y,N,Y
2019,821304,N,Y,N,Y
2019,821308,N,Y,Y,Y
2019,821316,N,Y,N,Y
2019,821320,N,Y,N,Y
2019,821330,N,Y,N,Y
2019,830304,N,Y,N,Y
2019,830312,N,Y,N,Y
2019,830316,N,N,N,Y
2019,830320,N,Y,N,Y
2019,830328,N,Y,N,Y
2019,830343,N,Y,Y,Y
2019,830349,N,Y,N,Y
2019,830356,N,Y,N,Y
2019,830360,N,Y,N,Y
2019,830364,N,Y,N,Y
2019,840302,N,Y,Y,Y
2019,840303,N,Y,N,Y
2019,840304,N,Y,N,Y
2019,840308,N,Y,N,Y
2019,840310,N,Y,N,Y
2019,840312,N,Y,N,Y
2019,840316,N,Y,N,Y
2019,840320,N,Y,N,Y
2019,840324,N,Y,N,Y
2019,840328,N,Y,N,Y
2019,840332,N,Y,Y,Y
2019,840336,N,Y,N,Y
2019,840342,N,Y,N,Y
2019,840344,N,Y,N,Y
2019,840350,N,Y,N,Y
2019,840356,N,Y,N,Y
2019,840358,N,Y,N,Y
2019,840360,N,Y,N,Y
2019,840366,N,Y,N,Y
2019,840368,N,Y,Y,Y
2019,840370,N,N,N,Y
2019,84B000,N,Y,Y,Y
2019,850304,N,Y,N,Y
2019,850312,N,Y,N,Y
2019,850314,N,Y,N,Y
2019,850316,N,Y,N,Y
2019,850320,N,Y,N,Y
2019,850328,N,Y,N,Y
2019,850332,N,Y,N,Y
2019,850336,N,Y,N,Y
2019,850338,N,Y,N,Y
2019,850340,N,Y,N,Y
2019,850342,N,Y,N,Y
2019,850348,N,Y,N,Y
2019,850350,N,Y,N,Y
2019,850352,N,Y,Y,Y
2019,850354,N,Y,N,Y
2019,850356,N,Y,N,Y
2019,850358,N,Y,N,Y
2019,850360,N,Y,N,Y
2019,860302,N,Y,N,Y
2019,860306,N,Y,N,Y
2019,860308,N,Y,N,Y
2019,860312,N,Y,N,Y
2019,860316,N,Y,N,Y
2019,860320,N,Y,N,Y
2019,860324,N,Y,N,Y
2019,860326,N,Y,N,Y
2019,860330,N,Y,N,Y
2019,860332,N,Y,N,Y
2019,860336,Y,Y,Y,Y
2019,860339,N,Y,N,Y
2019,860340,N,Y,N,Y
2019,860344,N,Y,N,Y
2019,860348,N,Y,N,Y
2019,860352,N,Y,N,Y
2019,860354,N,Y,Y,Y
2019,860356,N,Y,N,Y
2019,860360,N,Y,N,Y
2019,861304,N,Y,N,Y
2019,861308,N,Y,N,Y
2019,861312,N,Y,N,Y
2019,862308,N,Y,N,Y
2019,862310,N,Y,N,Y
2019,862312,N,Y,Y,Y
2019,862316,N,Y,N,Y
2019,86T000,N,Y,Y,Y
2019,870314,N,Y,Y,Y
2019,870318,N,Y,Y,Y
2019,870320,N,Y,N,Y
2019,870324,N,Y,N,Y
2019,87A000,N,N,N,Y
2019,880304,N,Y,N,Y
2019,880308,N,Y,Y,Y
2019,880312,N,Y,N,Y
2019,880318,N,Y,N,Y
2019,880324,N,Y,N,Y
2019,880328,N,Y,Y,Y
2019,880330,N,Y,N,Y
2019,880336,N,Y,N,Y
2019,890304,N,Y,N,Y
2019,890306,N,Y,N,Y
2019,900302,N,Y,N,Y
2019,900303,N,Y,N,Y
2019,900304,Y,Y,Y,Y
2019,900305,N,Y,N,Y
2019,900306,N,Y,N,Y
2019,900307,N,Y,N,Y
2019,900308,N,Y,N,Y
2019,900310,N,Y,Y,Y
2019,900311,N,Y,Y,Y
2019,900312,N,Y,N,Y
2019,900314,Y,Y,N,Y
2019,900316,N,Y,Y,Y
2019,900318,N,Y,N,Y
2019,900320,N,Y,N,Y
2019,900328,N,Y,N,Y
2019,900332,N,Y,N,Y
2019,900334,N,Y,N,Y
2019,900336,N,Y,Y,Y
2019,900340,N,Y,N,Y
2019,900341,N,Y,N,Y
2019,900342,N,Y,Y,Y
2019,900343,N,Y,Y,Y
2019,900344,N,Y,N,Y
2019,900346,N,Y,Y,Y
2019,900347,N,Y,N,Y
2019,900348,N,Y,Y,Y
2019,900350,N,Y,Y,Y
2019,900351,N,Y,N,Y
2019,900352,N,Y,N,Y
2019,900353,N,Y,N,Y
2019,900354,N,Y,N,Y
2019,900356,N,Y,N,Y
2019,900358,N,Y,N,Y
2019,900360,N,Y,Y,Y
2019,900362,N,Y,Y,Y
2019,900363,N,Y,N,Y
2019,900364,N,Y,N,Y
2019,900365,N,N,N,Y
2019,900366,Y,Y,Y,Y
2019,900367,N,Y,N,Y
2019,900368,N,Y,N,Y
2019,900370,N,Y,N,Y
2019,900372,N,Y,N,Y
2019,900376,N,Y,N,Y
2019,900377,N,Y,Y,Y
2019,900378,N,Y,N,Y
2019,900380,N,Y,N,Y
2019,900384,N,Y,N,Y
2019,900388,N,Y,N,Y
2019,900391,N,Y,Y,Y
2019,900392,N,N,N,Y
2019,900393,N,Y,Y,Y
2019,90A000,N,Y,Y,Y
2019,90B000,N,Y,N,Y
2019,90C000,N,Y,N,Y
2019,910304,N,Y,N,Y
2019,910308,N,Y,N,Y
2019,910311,N,Y,N,Y
2019,910314,N,Y,N,Y
2019,910316,N,Y,N,Y
2019,910340,N,Y,N,Y
2019,910346,N,Y,N,Y
2019,910356,N,Y,N,Y
2019,910360,N,Y,N,Y
2019,910368,N,Y,N,Y
2019,910370,N,Y,Y,Y
2019,910376,N,Y,N,Y
2019,910380,N,Y,N,Y
2019,910382,N,N,Y,Y
2019,910384,N,Y,N,N
2019,91A000,N,Y,Y,Y
2019,91B000,Y,Y,N,Y
2019,920302,N,Y,N,Y
2019,920303,N,Y,N,Y
2019,920304,N,Y,N,Y
2019,920306,N,Y,N,Y
2019,920307,N,Y,N,Y
2019,920308,N,Y,N,Y
2019,920312,N,Y,N,Y
2019,920315,N,Y,N,Y
2019,920316,N,Y,Y,Y
2019,920317,Y,Y,Y,Y
2019,920318,N,Y,Y,Y
2019,920320,N,Y,N,Y
2019,920324,N,N,N,Y
2019,920325,N,Y,N,Y
2019,920326,N,Y,N,Y
2019,920327,N,Y,N,Y
2019,920328,N,Y,N,Y
2019,920329,N,Y,N,Y
2019,920332,N,Y,N,Y
2019,920334,N,Y,N,Y
2019,920336,N,Y,N,Y
2019,920340,N,Y,N,Y
2019,920342,N,Y,N,Y
2019,920344,N,Y,N,Y
2019,920348,Y,Y,Y,Y
2019,920349,N,Y,N,Y
2019,920351,N,Y,N,Y
2019,920352,N,Y,N,Y
2019,920356,Y,Y,Y,Y
2019,920358,N,Y,N,Y
2019,920360,N,Y,Y,Y
2019,920362,N,Y,N,Y
2019,920364,N,Y,N,Y
2019,920368,N,Y,Y,Y
2019,920369,N,Y,N,Y
2019,920370,Y,Y,N,Y
2019,920376,N,Y,N,Y
2019,920380,Y,Y,Y,Y
2019,920384,N,Y,N,Y
2019,920386,N,Y,N,Y
2019,920388,Y,Y,Y,Y
2019,920390,N,Y,N,Y
2019,920391,Y,Y,N,Y
2019,920393,N,Y,N,Y
2019,920394,N,Y,Y,Y
2019,920396,Y,Y,Y,Y
2019,920398,N,Y,N,Y
2019,920399,N,Y,N,Y
2019,920400,N,Y,Y,Y
2019,920402,N,Y,Y,Y
2019,920403,N,Y,N,Y
2019,920404,Y,Y,Y,Y
2019,920408,Y,Y,Y,Y
2019,920410,Y,Y,N,Y
2019,920411,Y,Y,Y,Y
2019,920412,Y,Y,Y,Y
2019,920413,N,Y,N,Y
2019,920414,N,Y,N,Y
2019,920415,N,Y,N,Y
2019,920416,Y,Y,Y,Y
2019,920417,N,Y,N,Y
2019,920420,N,Y,N,Y
2019,920424,N,Y,Y,Y
2019,920428,N,Y,Y,Y
2019,920436,Y,Y,Y,Y
2019,920438,N,N,N,Y
2019,920439,N,Y,N,Y
2019,920440,N,Y,N,Y
2019,920441,Y,Y,Y,Y
2019,920442,N,Y,N,Y
2019,920443,N,Y,N,Y
2019,920444,Y,Y,N,Y
2019,920445,Y,Y,Y,Y
2019,920446,N,Y,N,Y
2019,920447,N,Y,N,Y
2019,920448,Y,Y,Y,Y
2019,920449,N,Y,N,Y
2019,920450,Y,Y,Y,Y
2019,920451,N,Y,N,Y
2019,920452,N,Y,N,Y
2019,920453,N,Y,N,Y
2019,920454,N,Y,N,Y
2019,920455,Y,Y,Y,Y
2019,920456,N,Y,N,Y
2019,920457,N,Y,N,Y
2019,920458,Y,Y,N,Y
2019,920459,N,Y,N,Y
2019,920460,N,Y,N,Y
2019,920464,N,Y,N,Y
2019,920466,Y,Y,Y,Y
2019,920467,N,Y,N,Y
2019,920468,N,Y,N,Y
2019,920469,N,Y,N,Y
2019,920470,N,Y,N,Y
2019,920471,Y,Y,N,Y
2019,920472,Y,Y,Y,Y
2019,920473,Y,Y,Y,Y
2019,920474,N,Y,N,Y
2019,920476,N,Y,N,Y
2019,920480,N,Y,N,Y
2019,920484,N,Y,Y,Y
2019,920488,N,Y,N,Y
2019,920492,Y,Y,Y,Y
2019,920494,N,Y,N,Y
2019,920495,N,Y,Y,Y
2019,920496,N,Y,N,Y
2019,920500,Y,Y,Y,Y
2019,920501,N,Y,N,Y
2019,920502,Y,Y,N,Y
2019,920504,N,Y,N,Y
2019,920506,Y,Y,Y,Y
2019,920508,N,N,N,Y
2019,920512,N,Y,Y,Y
2019,920514,N,Y,N,Y
2019,920516,N,Y,N,Y
2019,920518,N,N,N,Y
2019,920520,N,Y,N,Y
2019,920521,N,Y,N,Y
2019,920522,N,Y,N,Y
2019,920523,N,Y,N,Y
2019,920524,N,Y,N,Y
2019,920525,N,Y,N,Y
2019,920526,Y,Y,Y,Y
2019,920528,N,N,N,Y
2019,920529,N,Y,N,Y
2019,920530,N,Y,N,Y
2019,920531,N,Y,N,Y
2019,920532,Y,Y,N,Y
2019,920533,N,Y,N,Y
2019,920540,N,Y,N,Y
2019,920542,N,Y,N,Y
2019,920543,N,Y,N,Y
2019,920544,N,Y,N,Y
2019,920545,Y,Y,N,Y
2019,920546,Y,Y,Y,Y
2019,920547,N,Y,N,Y
2019,920548,N,Y,N,Y
2019,920549,Y,Y,Y,Y
2019,920550,N,Y,N,Y
2019,920551,N,Y,Y,Y
2019,920552,N,Y,Y,Y
2019,920554,N,Y,N,Y
2019,920557,N,Y,N,Y
2019,920560,N,Y,N,Y
2019,920561,Y,Y,Y,Y
2019,920562,Y,Y,Y,Y
2019,920564,N,Y,N,Y
2019,920568,N,Y,N,Y
2019,920569,N,Y,N,Y
2019,920570,N,Y,N,Y
2019,920571,N,Y,N,Y
2019,920572,Y,Y,Y,Y
2019,920576,N,Y,N,Y
2019,920580,N,Y,N,Y
2019,920581,N,N,N,Y
2019,920582,N,N,Y,Y
2019,920583,N,N,N,Y
2019,920584,N,Y,N,Y
2019,920585,N,N,Y,Y
2019,920586,N,N,Y,Y
2019,920588,Y,Y,Y,Y
2019,920592,N,Y,Y,Y
2019,920593,N,Y,N,Y
2019,920594,N,Y,Y,Y
2019,920595,Y,Y,Y,Y
2019,920596,Y,Y,Y,Y
2019,920597,N,Y,N,Y
2019,920598,N,Y,N,Y
2019,920599,N,Y,N,Y
2019,920600,Y,Y,Y,Y
2019,920601,N,Y,Y,Y
2019,920604,N,Y,Y,Y
2019,920606,N,Y,N,Y
2019,920607,N,Y,N,Y
2019,920608,Y,Y,Y,Y
2019,920614,N,Y,N,Y
2019,920616,N,Y,N,Y
2019,920618,N,Y,N,Y
2019,920624,N,Y,N,Y
2019,920626,N,Y,N,Y
2019,920628,N,Y,N,Y
2019,920632,Y,Y,Y,Y
2019,920636,Y,Y,N,Y
2019,92B000,N,Y,N,Y
2019,92E000,N,Y,N,Y
2019,92F000,Y,Y,Y,Y
2019,92G000,Y,Y,Y,Y
2019,92K000,N,Y,Y,Y
2019,92M000,N,Y,N,Y
2019,92P000,N,Y,Y,Y
2019,92S000,N,Y,Y,Y
2019,92T000,N,Y,Y,Y
2019,92U000,Y,Y,Y,Y
2019,92V000,N,Y,N,Y
2019,92W000,Y,Y,N,Y
2019,92Y000,N,Y,Y,Y
2019,930330,N,N,N,Y
2019,930340,N,Y,N,Y
2019,930344,N,Y,N,N
2019,930348,N,Y,N,N
2019,930352,N,Y,N,Y
2019,930360,N,N,N,Y
2019,930700,N,N,N,Y
2019,93A000,N,N,N,Y
2019,93M000,N,Y,Y,Y
2019,93P000,N,Y,N,Y
2019,93R000,Y,Y,N,Y
2019,940306,N,Y,N,Y
2019,940314,N,Y,N,Y
2019,940316,N,Y,N,Y
2019,940328,N,Y,N,Y
2019,940330,N,Y,N,Y
2019,94Z000,N,Y,N,Y
2019,950308,N,Y,N,Y
2019,950312,N,Y,N,Y
2019,950316,N,Y,N,Y
2019,950320,N,Y,N,Y
2019,950322,N,Y,N,Y
2019,950324,N,Y,N,Y
2019,950328,N,Y,N,Y
2019,950332,N,Y,N,Y
2019,950336,N,Y,Y,Y
2019,950338,N,Y,Y,Y
2019,95A000,N,N,N,Y
2019,960312,N,Y,N,Y
2019,960314,N,Y,N,Y
2019,960316,N,Y,N,Y
2019,960318,N,Y,N,Y
2019,960324,N,Y,Y,Y
2019,960326,N,Y,N,Y
2019,960329,N,Y,N,Y
2019,960330,N,Y,Y,Y
2019,960331,N,Y,N,Y
2019,960332,N,N,N,Y
2019,960334,N,Y,N,Y
2019,960335,N,Y,Y,Y
2019,960336,N,Y,N,Y
2019,960338,N,Y,N,Y
2019,960340,N,Y,N,Y
2019,960344,N,Y,N,Y
2019,960348,N,Y,N,Y
2019,960360,N,Y,Y,Y
2019,960370,N,Y,N,Y
2019,960372,N,Y,N,Y
2019,960374,N,Y,N,Y
2019,960380,N,Y,N,Y
2019,960382,N,Y,N,Y
2019,960386,N,Y,N,Y
2019,960387,N,Y,N,Y
2019,960388,N,Y,N,Y
2019,960390,N,Y,N,Y
2019,960450,N,Y,N,Y
2019,960454,N,Y,N,Y
2019,960488,N,Y,N,N
2019,960490,N,Y,Y,Y
2019,960700,N,Y,Y,Y
2019,96F000,N,Y,N,N
2019,970308,N,Y,N,Y
2019,970310,N,Y,N,Y
2019,970312,N,Y,N,Y
2019,970315,N,Y,N,Y
2019,970320,N,Y,Y,Y
2019,970322,N,Y,N,Y
2019,970337,N,Y,N,Y
2019,970340,N,Y,N,Y
2019,970344,N,Y,N,Y
2019,970348,N,Y,N,Y
2019,970352,N,Y,N,Y
2019,970356,N,Y,Y,Y
2019,970358,N,Y,N,Y
2019,970360,N,Y,N,Y
2019,970368,N,Y,N,Y
2019,970370,N,Y,N,Y
2019,970376,N,Y,N,Y
2019,970388,N,Y,Y,Y
2019,970389,N,Y,N,Y
2019,970390,N,Y,Y,Y
2019,970392,N,Y,N,Y
2019,97D000,N,Y,N,N
2019,980308,N,Y,N,Y
2019,980317,N,Y,N,Y
2019,980318,N,Y,N,Y
2019,980320,N,Y,N,Y
2019,980324,N,Y,N,Y
2019,980336,N,Y,N,Y
2019,980338,N,Y,N,Y
2019,980340,N,Y,N,Y
2019,980342,Y,Y,N,Y
2019,980344,N,Y,N,Y
2019,980348,N,Y,N,Y
2019,980352,N,Y,N,Y
2019,980356,N,Y,N,Y
2019,980357,N,Y,N,Y
2019,980360,N,Y,N,Y
2019,980364,N,Y,N,Y
2019,980380,N,Y,N,Y
2019,980384,N,Y,N,Y
2019,980388,N,Y,N,Y
2019,980390,N,Y,N,N
2019,980392,N,Y,N,Y
2019,980396,N,Y,N,Y
2019,980397,N,Y,N,Y
2019,980398,N,Y,N,Y
2019,980400,N,Y,N,Y
2019,98A000,Y,Y,Y,Y
2019,98B000,N,Y,N,Y
2019,990304,N,Y,N,Y
2019,990308,N,Y,N,Y
2019,990312,N,Y,N,Y
2019,990316,N,Y,N,Y
2019,990320,N,Y,N,Y
2019,990321,N,Y,N,Y
2019,990322,N,Y,Y,Y
2019,990324,N,Y,N,Y
2019,990325,N,Y,Y,Y
2019,990326,N,Y,Y,Y
2019,990328,N,Y,N,Y
2019,990336,N,Y,N,Y
2019,990340,N,Y,N,Y
2019,995304,N,Y,N,Y
2019,995312,N,Y,N,Y
2019,995316,N,Y,Y,Y
2019,995320,N,Y,N,Y
2019,995324,N,Y,Y,Y
2019,995328,N,Y,N,Y
2019,995330,N,Y,Y,Y
2019,995336,N,Y,N,Y
2019,997208,N,Y,N,N
2019,997258,N,N,N,Y
2019,998706,N,N,N,Y
