year,agency_code,lp_school,rlp_school,clpc_school,lp_num,lp_den,lp_pct,lp_district
2019,130338,N,N,N,,,,
2019,130340,Y,Y,N,,,,
2019,130342,N,Y,N,,,,
2019,130344,N,N,N,,,,
2019,130345,N,N,N,,,,
2019,130346,N,N,N,,,,
2019,130349,N,N,N,,,,
2019,130350,N,N,N,,,,
2019,130355,N,N,N,,,,
2019,130LEA,,,,4.0,36.0,11.1,N
2019,132304,N,Y,N,,,,
2019,132308,N,N,N,,,,
2019,132312,N,N,N,,,,
2019,132314,Y,Y,N,,,,
2019,132328,N,N,N,,,,
2019,132330,Y,Y,N,,,,
2019,132332,N,N,N,,,,
2019,132336,Y,N,N,,,,
2019,132LEA,,,,3.0,8.0,37.5,N
2019,13A000,N,N,N,,,,
2019,13B000,Y,N,Y,,,,
2019,13C000,Y,N,Y,,,,
2019,13D000,Y,N,Y,,,,
2019,140304,N,N,N,,,,
2019,140305,N,N,N,,,,
2019,140306,N,N,N,,,,
2019,140307,N,N,N,,,,
2019,140308,N,N,N,,,,
2019,140309,N,N,N,,,,
2019,140312,N,N,N,,,,
2019,140316,N,N,N,,,,
2019,140324,N,N,N,,,,
2019,140332,N,N,N,,,,
2019,140336,N,N,N,,,,
2019,140340,N,N,N,,,,
2019,140344,N,N,N,,,,
2019,140348,N,N,N,,,,
2019,140352,N,N,N,,,,
2019,140356,N,N,N,,,,
2019,140360,N,N,N,,,,
2019,140368,N,N,N,,,,
2019,140372,N,N,N,,,,
2019,140376,N,Y,N,,,,
2019,140384,N,N,N,,,,
2019,140386,N,N,N,,,,
2019,140388,N,Y,N,,,,
2019,140390,N,N,N,,,,
2019,140392,Y,Y,N,,,,
2019,140396,N,N,N,,,,
2019,140LEA,,,,1.0,23.0,4.3,N
2019,150304,N,N,N,,,,
2019,150308,N,N,N,,,,
2019,150310,N,N,N,,,,
2019,150312,N,N,N,,,,
2019,150350,N,N,N,,,,
2019,150LEA,,,,0.0,5.0,0.0,N
2019,160304,N,N,N,,,,
2019,160306,N,N,N,,,,
2019,160308,N,N,N,,,,
2019,160309,N,N,N,,,,
2019,160310,N,N,N,,,,
2019,160311,N,N,N,,,,
2019,160313,N,N,N,,,,
2019,160314,N,N,N,,,,
2019,160316,N,N,N,,,,
2019,160317,N,N,N,,,,
2019,160318,N,N,N,,,,
2019,160322,N,N,N,,,,
2019,160324,N,N,N,,,,
2019,160326,N,N,N,,,,
2019,160332,N,N,N,,,,
2019,160343,N,N,N,,,,
2019,160344,N,N,N,,,,
2019,160352,N,N,N,,,,
2019,160LEA,,,,0.0,17.0,0.0,N
2019,16B000,N,N,N,,,,
2019,170316,N,N,N,,,,
2019,170334,N,N,N,,,,
2019,170338,Y,Y,N,,,,
2019,170339,N,Y,N,,,,
2019,170342,N,N,N,,,,
2019,170344,Y,Y,N,,,,
2019,170LEA,,,,2.0,6.0,33.3,N
2019,180302,N,N,N,,,,
2019,180304,N,N,N,,,,
2019,180308,N,N,N,,,,
2019,180312,N,N,N,,,,
2019,180316,N,N,N,,,,
2019,180320,N,N,N,,,,
2019,180323,N,N,N,,,,
2019,180324,N,N,N,,,,
2019,180325,N,N,N,,,,
2019,180326,N,N,N,,,,
2019,180332,N,N,N,,,,
2019,180336,N,N,N,,,,
2019,180340,N,N,N,,,,
2019,180342,N,N,N,,,,
2019,180343,N,N,N,,,,
2019,180344,N,N,N,,,,
2019,180346,N,N,N,,,,
2019,180348,N,N,N,,,,
2019,180352,N,N,N,,,,
2019,180356,N,N,N,,,,
2019,180360,N,N,N,,,,
2019,180364,N,N,N,,,,
2019,180368,N,N,N,,,,
2019,180372,N,N,N,,,,
2019,180376,N,N,N,,,,
2019,180379,N,N,N,,,,
2019,180380,N,N,N,,,,
2019,180388,N,N,N,,,,
2019,180LEA,,,,0.0,27.0,0.0,N
2019,181312,N,N,N,,,,
2019,181316,N,N,N,,,,
2019,181318,N,N,N,,,,
2019,181322,N,N,N,,,,
2019,181326,N,N,N,,,,
2019,181332,N,N,N,,,,
2019,181336,N,N,N,,,,
2019,181342,N,N,N,,,,
2019,181344,N,N,N,,,,
2019,181LEA,,,,0.0,8.0,0.0,N
2019,182304,N,N,N,,,,
2019,182316,N,N,N,,,,
2019,182321,N,N,N,,,,
2019,182322,N,N,N,,,,
2019,182324,N,N,N,,,,
2019,182328,Y,N,N,,,,
2019,182700,N,N,N,,,,
2019,182LEA,,,,1.0,6.0,16.7,N
2019,190304,N,N,N,,,,
2019,190308,N,N,N,,,,
2019,190310,N,N,N,,,,
2019,190312,Y,Y,N,,,,
2019,190316,N,N,N,,,,
2019,190328,N,N,N,,,,
2019,190332,N,N,N,,,,
2019,190336,N,N,N,,,,
2019,190339,N,N,N,,,,
2019,190340,N,N,N,,,,
2019,190341,N,N,N,,,,
2019,190342,N,N,N,,,,
2019,190346,N,N,N,,,,
2019,190348,N,N,N,,,,
2019,190350,N,N,N,,,,
2019,190352,N,N,N,,,,
2019,190370,N,N,N,,,,
2019,190501,N,N,N,,,,
2019,190LEA,,,,1.0,17.0,5.9,N
2019,19A000,N,N,N,,,,
2019,19B000,N,N,N,,,,
2019,19C000,N,N,N,,,,
2019,200304,N,N,N,,,,
2019,200308,N,N,N,,,,
2019,200310,N,N,N,,,,
2019,200312,N,N,N,,,,
2019,200314,N,N,N,,,,
2019,200320,N,N,N,,,,
2019,200322,N,N,N,,,,
2019,200324,N,N,N,,,,
2019,200328,N,N,N,,,,
2019,200330,N,N,N,,,,
2019,200332,N,N,N,,,,
2019,200336,N,N,N,,,,
2019,200350,N,N,N,,,,
2019,200LEA,,,,0.0,12.0,0.0,N
2019,20A000,N,N,N,,,,
2019,210304,N,N,N,,,,
2019,210306,N,N,N,,,,
2019,210312,N,N,N,,,,
2019,210316,N,N,N,,,,
2019,210LEA,,,,0.0,3.0,0.0,N
2019,220308,N,N,N,,,,
2019,220310,N,N,N,,,,
2019,220312,N,N,N,,,,
2019,220LEA,,,,0.0,3.0,0.0,N
2019,230304,N,N,N,,,,
2019,230308,N,N,N,,,,
2019,230312,N,N,N,,,,
2019,230316,N,N,N,,,,
2019,230320,N,N,N,,,,
2019,230322,N,N,N,,,,
2019,230324,N,N,N,,,,
2019,230328,N,N,N,,,,
2019,230330,N,N,N,,,,
2019,230334,N,N,N,,,,
2019,230336,N,N,N,,,,
2019,230340,N,N,N,,,,
2019,230342,Y,Y,N,,,,
2019,230344,N,N,N,,,,
2019,230346,Y,Y,N,,,,
2019,230348,N,N,N,,,,
2019,230350,N,N,N,,,,
2019,230351,N,N,N,,,,
2019,230352,N,N,N,,,,
2019,230355,N,N,N,,,,
2019,230357,N,N,N,,,,
2019,230359,N,N,N,,,,
2019,230361,N,N,N,,,,
2019,230362,N,N,N,,,,
2019,230364,N,N,N,,,,
2019,230368,N,N,N,,,,
2019,230370,N,N,N,,,,
2019,230376,N,N,N,,,,
2019,230380,N,N,N,,,,
2019,230LEA,,,,2.0,27.0,7.4,N
2019,23A000,N,N,N,,,,
2019,240304,N,Y,N,,,,
2019,240308,Y,N,N,,,,
2019,240328,N,N,N,,,,
2019,240332,Y,Y,N,,,,
2019,240334,N,N,N,,,,
2019,240344,Y,Y,N,,,,
2019,240352,N,N,N,,,,
2019,240354,N,N,N,,,,
2019,240356,N,N,N,,,,
2019,240368,N,N,N,,,,
2019,240370,N,N,N,,,,
2019,240371,N,N,N,,,,
2019,240372,Y,Y,N,,,,
2019,240373,N,N,N,,,,
2019,240376,Y,Y,N,,,,
2019,240380,N,N,N,,,,
2019,240388,N,N,N,,,,
2019,240LEA,,,,5.0,17.0,29.4,N
2019,241304,N,N,N,,,,
2019,241308,N,N,N,,,,
2019,241312,N,N,N,,,,
2019,241316,N,N,N,,,,
2019,241320,N,N,N,,,,
2019,241LEA,,,,0.0,3.0,0.0,N
2019,24B000,N,N,Y,,,,
2019,24N000,N,N,N,,,,
2019,250304,N,N,N,,,,
2019,250306,N,N,N,,,,
2019,250308,N,N,N,,,,
2019,250312,N,N,N,,,,
2019,250314,N,N,N,,,,
2019,250316,N,N,N,,,,
2019,250320,Y,N,N,,,,
2019,250321,N,N,N,,,,
2019,250324,N,N,N,,,,
2019,250328,N,N,N,,,,
2019,250332,Y,Y,N,,,,
2019,250336,N,N,N,,,,
2019,250340,N,N,N,,,,
2019,250344,Y,N,N,,,,
2019,250348,Y,Y,N,,,,
2019,250350,N,N,N,,,,
2019,250356,N,N,N,,,,
2019,250360,Y,Y,N,,,,
2019,250362,N,N,N,,,,
2019,250364,N,N,N,,,,
2019,250368,N,N,N,,,,
2019,250372,N,N,N,,,,
2019,250376,Y,Y,N,,,,
2019,250378,N,N,N,,,,
2019,250380,N,N,N,,,,
2019,250LEA,,,,6.0,25.0,24.0,N
2019,260302,N,N,N,,,,
2019,260306,N,N,N,,,,
2019,260308,N,N,N,,,,
2019,260310,Y,Y,N,,,,
2019,260312,N,N,N,,,,
2019,260316,N,N,N,,,,
2019,260318,N,N,N,,,,
2019,260320,N,N,N,,,,
2019,260321,Y,Y,N,,,,
2019,260322,Y,N,N,,,,
2019,260325,N,N,N,,,,
2019,260326,N,N,N,,,,
2019,260332,N,N,N,,,,
2019,260336,Y,Y,N,,,,
2019,260338,N,Y,N,,,,
2019,260340,N,N,N,,,,
2019,260342,N,N,N,,,,
2019,260344,N,N,N,,,,
2019,260347,N,N,N,,,,
2019,260348,N,N,N,,,,
2019,260352,N,N,N,,,,
2019,260354,N,N,N,,,,
2019,260356,N,N,N,,,,
2019,260357,N,N,N,,,,
2019,260358,Y,Y,N,,,,
2019,260359,N,N,N,,,,
2019,260361,Y,Y,N,,,,
2019,260362,N,N,N,,,,
2019,260363,N,N,N,,,,
2019,260364,N,N,N,,,,
2019,260365,N,N,N,,,,
2019,260366,N,N,N,,,,
2019,260367,N,N,N,,,,
2019,260368,Y,N,N,,,,
2019,260369,N,N,N,,,,
2019,260370,Y,Y,N,,,,
2019,260371,N,Y,N,,,,
2019,260372,Y,Y,N,,,,
2019,260373,N,N,N,,,,
2019,260374,N,N,N,,,,
2019,260375,N,N,N,,,,
2019,260380,N,N,N,,,,
2019,260382,N,N,N,,,,
2019,260383,N,N,N,,,,
2019,260386,Y,Y,N,,,,
2019,260388,N,N,N,,,,
2019,260396,Y,Y,N,,,,
2019,260397,N,N,N,,,,
2019,260398,N,N,N,,,,
2019,260400,N,N,N,,,,
2019,260401,Y,N,N,,,,
2019,260402,Y,Y,N,,,,
2019,260403,N,N,N,,,,
2019,260404,Y,N,N,,,,
2019,260405,Y,N,N,,,,
2019,260406,N,N,N,,,,
2019,260407,Y,N,N,,,,
2019,260408,N,N,N,,,,
2019,260410,N,N,N,,,,
2019,260411,N,N,N,,,,
2019,260412,N,N,N,,,,
2019,260413,N,N,N,,,,
2019,260414,Y,N,N,,,,
2019,260415,N,N,N,,,,
2019,260416,N,N,N,,,,
2019,260417,N,N,N,,,,
2019,260418,N,N,N,,,,
2019,260419,Y,N,N,,,,
2019,260424,N,N,N,,,,
2019,260425,Y,Y,N,,,,
2019,260426,Y,Y,N,,,,
2019,260427,N,N,N,,,,
2019,260428,Y,Y,N,,,,
2019,260430,N,N,N,,,,
2019,260432,N,N,N,,,,
2019,260434,N,N,N,,,,
2019,260440,Y,N,N,,,,
2019,260444,Y,Y,N,,,,
2019,260446,N,N,N,,,,
2019,260448,N,N,N,,,,
2019,260449,N,N,N,,,,
2019,260450,N,N,N,,,,
2019,260452,N,N,N,,,,
2019,260454,N,N,N,,,,
2019,260455,N,N,N,,,,
2019,260459,N,N,N,,,,
2019,260700,N,N,N,,,,
2019,260LEA,,,,23.0,80.0,28.8,N
2019,26B000,N,N,N,,,,
2019,26C000,Y,N,Y,,,,
2019,270304,N,N,N,,,,
2019,270306,N,N,N,,,,
2019,270308,N,N,N,,,,
2019,270309,N,N,N,,,,
2019,270310,N,N,N,,,,
2019,270311,N,N,N,,,,
2019,270312,N,N,N,,,,
2019,270316,N,N,N,,,,
2019,270318,N,N,N,,,,
2019,270320,N,N,N,,,,
2019,270LEA,,,,0.0,10.0,0.0,N
2019,27A000,N,N,N,,,,
2019,280302,N,N,N,,,,
2019,280304,N,N,N,,,,
2019,280306,N,N,N,,,,
2019,280308,N,N,N,,,,
2019,280310,N,N,N,,,,
2019,280312,N,N,N,,,,
2019,280316,N,N,N,,,,
2019,280320,N,N,N,,,,
2019,280324,N,N,N,,,,
2019,280328,N,N,N,,,,
2019,280330,N,N,N,,,,
2019,280LEA,,,,0.0,10.0,0.0,N
2019,290302,N,N,N,,,,
2019,290306,N,N,N,,,,
2019,290307,N,N,N,,,,
2019,290308,N,N,N,,,,
2019,290309,N,N,N,,,,
2019,290310,N,N,N,,,,
2019,290312,N,N,N,,,,
2019,290314,N,N,N,,,,
2019,290315,N,N,N,,,,
2019,290316,N,N,N,,,,
2019,290320,N,N,N,,,,
2019,290322,N,N,N,,,,
2019,290324,N,N,N,,,,
2019,290328,Y,N,N,,,,
2019,290330,N,N,N,,,,
2019,290332,N,N,N,,,,
2019,290333,N,N,N,,,,
2019,290334,N,N,N,,,,
2019,290336,N,N,N,,,,
2019,290344,N,N,N,,,,
2019,290348,N,N,N,,,,
2019,290349,N,N,N,,,,
2019,290350,N,N,N,,,,
2019,290351,N,N,N,,,,
2019,290352,N,N,N,,,,
2019,290356,N,N,N,,,,
2019,290364,N,N,N,,,,
2019,290365,N,N,N,,,,
2019,290366,N,N,N,,,,
2019,290367,N,N,N,,,,
2019,290375,N,N,N,,,,
2019,290376,N,N,N,,,,
2019,290380,N,N,N,,,,
2019,290384,N,N,N,,,,
2019,290388,N,N,N,,,,
2019,290389,N,N,N,,,,
2019,290LEA,,,,1.0,34.0,2.9,N
2019,291308,N,N,N,,,,
2019,291332,N,Y,N,,,,
2019,291336,N,N,N,,,,
2019,291340,N,N,N,,,,
2019,291348,N,N,N,,,,
2019,291350,N,N,N,,,,
2019,291352,Y,Y,N,,,,
2019,291LEA,,,,1.0,5.0,20.0,N
2019,292316,Y,Y,N,,,,
2019,292318,N,Y,N,,,,
2019,292320,N,N,N,,,,
2019,292324,N,N,N,,,,
2019,292LEA,,,,1.0,4.0,25.0,N
2019,295300,Y,N,N,,,,
2019,298202,N,N,N,,,,
2019,298203,N,N,N,,,,
2019,298204,N,N,N,,,,
2019,29A000,Y,N,N,,,,
2019,300306,N,N,N,,,,
2019,300308,N,N,N,,,,
2019,300310,N,N,N,,,,
2019,300312,N,N,N,,,,
2019,300314,N,N,N,,,,
2019,300320,N,N,N,,,,
2019,300325,N,N,N,,,,
2019,300326,N,N,N,,,,
2019,300328,N,N,N,,,,
2019,300330,N,N,N,,,,
2019,300336,N,N,N,,,,
2019,300337,N,N,N,,,,
2019,300LEA,,,,0.0,11.0,0.0,N
2019,310304,Y,N,N,,,,
2019,310308,N,N,N,,,,
2019,310330,N,N,N,,,,
2019,310336,Y,Y,N,,,,
2019,310338,N,N,N,,,,
2019,310344,N,N,N,,,,
2019,310352,N,N,N,,,,
2019,310356,N,N,N,,,,
2019,310360,N,N,N,,,,
2019,310364,N,N,N,,,,
2019,310384,N,N,N,,,,
2019,310388,Y,Y,N,,,,
2019,310392,N,N,N,,,,
2019,310LEA,,,,3.0,13.0,23.1,N
2019,320304,Y,Y,N,,,,
2019,320306,N,Y,N,,,,
2019,320308,N,N,N,,,,
2019,320309,N,N,N,,,,
2019,320310,N,Y,N,,,,
2019,320312,N,N,N,,,,
2019,320313,N,N,N,,,,
2019,320314,N,N,N,,,,
2019,320315,N,Y,N,,,,
2019,320316,N,N,N,,,,
2019,320317,N,N,N,,,,
2019,320318,N,N,N,,,,
2019,320319,N,N,N,,,,
2019,320320,Y,Y,N,,,,
2019,320322,N,N,N,,,,
2019,320323,N,N,N,,,,
2019,320324,N,N,N,,,,
2019,320325,N,N,N,,,,
2019,320327,N,N,N,,,,
2019,320328,N,N,N,,,,
2019,320329,N,N,N,,,,
2019,320332,N,N,N,,,,
2019,320336,N,N,N,,,,
2019,320338,Y,Y,N,,,,
2019,320339,N,Y,N,,,,
2019,320340,N,N,N,,,,
2019,320341,N,N,N,,,,
2019,320342,N,N,N,,,,
2019,320343,N,Y,N,,,,
2019,320344,Y,Y,N,,,,
2019,320346,Y,Y,N,,,,
2019,320347,N,N,N,,,,
2019,320348,N,N,N,,,,
2019,320352,Y,Y,N,,,,
2019,320353,N,N,N,,,,
2019,320354,N,N,N,,,,
2019,320355,Y,Y,N,,,,
2019,320356,N,N,N,,,,
2019,320360,Y,Y,N,,,,
2019,320362,Y,Y,N,,,,
2019,320363,N,N,N,,,,
2019,320364,N,N,N,,,,
2019,320365,N,N,N,,,,
2019,320366,N,N,N,,,,
2019,320367,N,N,N,,,,
2019,320368,N,N,N,,,,
2019,320369,N,N,N,,,,
2019,320370,N,N,N,,,,
2019,320372,N,N,N,,,,
2019,320374,Y,Y,N,,,,
2019,320376,N,N,N,,,,
2019,320388,Y,Y,N,,,,
2019,320400,N,N,N,,,,
2019,320701,N,N,N,,,,
2019,320LEA,,,,11.0,49.0,22.4,N
2019,32A000,N,N,N,,,,
2019,32B000,N,N,N,,,,
2019,32C000,Y,N,Y,,,,
2019,32D000,N,N,N,,,,
2019,32H000,N,N,N,,,,
2019,32K000,N,N,N,,,,
2019,32L000,N,N,N,,,,
2019,32M000,Y,N,N,,,,
2019,32N000,N,N,N,,,,
2019,32P000,Y,N,Y,,,,
2019,32Q000,Y,N,Y,,,,
2019,32R000,N,N,N,,,,
2019,32S000,N,N,N,,,,
2019,330304,Y,Y,N,,,,
2019,330308,N,N,N,,,,
2019,330312,Y,Y,N,,,,
2019,330326,N,N,N,,,,
2019,330328,N,N,N,,,,
2019,330332,Y,Y,N,,,,
2019,330334,Y,Y,N,,,,
2019,330340,Y,Y,N,,,,
2019,330344,N,N,N,,,,
2019,330348,N,N,N,,,,
2019,330350,Y,Y,N,,,,
2019,330354,Y,Y,N,,,,
2019,330358,Y,Y,N,,,,
2019,330360,N,Y,N,,,,
2019,330LEA,,,,8.0,14.0,57.1,Y
2019,33A000,N,N,N,,,,
2019,340308,Y,Y,N,,,,
2019,340311,N,N,N,,,,
2019,340314,Y,Y,N,,,,
2019,340320,N,N,N,,,,
2019,340326,N,N,N,,,,
2019,340330,N,N,N,,,,
2019,340332,N,N,N,,,,
2019,340334,N,N,N,,,,
2019,340336,N,N,N,,,,
2019,340344,N,N,N,,,,
2019,340348,N,N,N,,,,
2019,340350,N,N,N,,,,
2019,340351,N,N,N,,,,
2019,340354,N,N,N,,,,
2019,340362,N,N,N,,,,
2019,340364,N,N,N,,,,
