year,agency_code,category_code,grade_eoc,avg_size
2019,010360,,NC Math 3,22
2019,010362,,00,20
2019,010362,,01,16
2019,010362,,02,20
2019,010362,,03,17
2019,010362,,04,21
2019,010362,,05,17
2019,010364,,00,20
2019,010364,,01,18
2019,010364,,02,16
2019,010364,,03,19
2019,010364,,04,20
2019,010364,,05,22
2019,010372,,00,16
2019,010372,,01,16
2019,010372,,02,15
2019,010372,,03,22
2019,010372,,04,25
2019,010372,,05,16
2019,010374,,00,19
2019,010374,,01,21
2019,010374,,02,14
2019,010374,,03,16
2019,010374,,04,17
2019,010374,,05,20
2019,010378,,08,6
2019,010378,,Biology,5
2019,010378,,English II,5
2019,010378,,NC Math 1,10
2019,010380,,00,18
2019,010380,,01,13
2019,010380,,02,17
2019,010380,,03,19
2019,010380,,04,24
2019,010380,,05,21
2019,010384,,00,20
2019,010384,,01,20
2019,010384,,02,20
2019,010384,,03,21
2019,010384,,04,22
2019,010384,,05,23
2019,010388,,Biology,24
2019,010388,,English II,22
2019,010388,,NC Math 1,21
2019,010388,,NC Math 3,25
2019,010390,,06,23
2019,010390,,07,22
2019,010390,,08,23
2019,010390,,NC Math 1,29
2019,010392,,00,21
2019,010392,,01,18
2019,010392,,02,14
2019,010392,,03,17
2019,010392,,04,22
2019,010392,,05,20
2019,010394,,06,19
2019,010394,,07,21
2019,010394,,08,19
2019,010394,,NC Math 1,24
2019,010396,,Biology,19
2019,010396,,English II,20
2019,010396,,NC Math 1,17
2019,010396,,NC Math 3,25
2019,010400,,Biology,23
2019,010400,,English II,23
2019,010400,,NC Math 1,26
2019,010400,,NC Math 3,25
2019,010403,,06,19
2019,010403,,07,24
2019,010403,,08,24
2019,010403,,NC Math 1,28
2019,010406,,06,31
2019,010406,,07,16
2019,010406,,08,17
2019,010406,,NC Math 1,25
2019,01B000,,Biology,10
2019,01B000,,English II,11
2019,01B000,,NC Math 1,24
2019,01B000,,NC Math 3,15
2019,01C000,,Biology,11
2019,01C000,,English II,24
2019,01C000,,NC Math 1,12
2019,01C000,,NC Math 3,14
2019,01D000,,Biology,18
2019,01D000,,English II,12
2019,01D000,,NC Math 1,18
2019,01D000,,NC Math 3,13
2019,020302,,Biology,19
2019,020302,,English II,19
2019,020302,,NC Math 1,16
2019,020302,,NC Math 3,19
2019,020303,,Biology,25
2019,020303,,English II,15
2019,020303,,NC Math 1,20
2019,020303,,NC Math 3,13
2019,020304,,00,13
2019,020304,,01,17
2019,020304,,02,15
2019,020304,,03,18
2019,020304,,04,23
2019,020304,,05,20
2019,020306,,06,24
2019,020306,,07,20
2019,020306,,08,22
2019,020308,,00,12
2019,020308,,01,10
2019,020308,,02,13
2019,020308,,03,22
2019,020308,,04,24
2019,020308,,05,17
2019,020316,,00,12
2019,020316,,01,14
2019,020316,,02,16
2019,020316,,03,39
2019,020316,,04,20
2019,020316,,05,21
2019,020320,,00,21
2019,020320,,01,19
2019,020320,,02,20
2019,020320,,03,13
2019,020320,,04,21
2019,020320,,05,19
2019,020324,,00,22
2019,020324,,01,23
2019,020324,,02,18
2019,020324,,03,18
2019,020324,,04,19
2019,020324,,05,16
2019,020328,,00,13
2019,020328,,01,13
2019,020328,,02,11
2019,020328,,03,20
2019,020328,,04,19
2019,020328,,05,20
2019,020330,,06,22
2019,020330,,07,23
2019,020330,,08,26
2019,020332,,00,14
2019,020332,,01,22
2019,020332,,02,12
2019,020332,,03,38
2019,020332,,04,23
2019,020332,,05,9
2019,030304,,Biology,17
2019,030304,,English II,17
2019,030304,,NC Math 1,16
2019,030304,,NC Math 3,16
2019,030308,,04,23
2019,030308,,05,16
2019,030308,,06,28
2019,030308,,07,18
2019,030308,,08,22
2019,030316,,04,14
2019,030316,,05,14
2019,030316,,06,22
2019,030316,,07,18
2019,030316,,08,22
2019,030320,,04,16
2019,030320,,05,20
2019,030320,,06,19
2019,030320,,07,23
2019,030320,,08,17
2019,040304,,Biology,17
2019,040304,,English II,21
2019,040304,,NC Math 1,16
2019,040304,,NC Math 3,19
2019,040305,,English II,6
2019,040305,,NC Math 3,12
2019,040306,,Biology,16
2019,040306,,English II,20
2019,040306,,NC Math 1,14
2019,040306,,NC Math 3,22
2019,040308,,00,8
2019,040308,,01,16
2019,040308,,02,6
2019,040308,,04,26
2019,040308,,05,12
2019,040309,,06,21
2019,040309,,07,21
2019,040309,,08,19
2019,040309,,NC Math 1,21
2019,040311,,00,11
2019,040311,,01,12
2019,040311,,02,15
2019,040311,,03,17
2019,040316,,00,15
2019,040316,,01,14
2019,040316,,02,9
2019,040316,,03,11
2019,040316,,04,22
2019,040316,,05,13
2019,040324,,00,10
2019,040324,,01,10
2019,040324,,02,11
2019,040324,,03,9
2019,040324,,04,15
2019,040324,,05,15
2019,040328,,00,15
2019,040328,,01,12
2019,040328,,02,12
2019,040328,,03,11
2019,040328,,04,16
2019,040328,,05,17
2019,040330,,04,18
2019,040330,,05,18
2019,050302,,Biology,14
2019,050302,,English II,16
2019,050302,,NC Math 1,11
2019,050302,,NC Math 3,21
2019,050303,,English II,16
2019,050303,,NC Math 1,15
2019,050303,,NC Math 3,14
2019,050305,,07,19
2019,050305,,08,17
2019,050310,,00,15
2019,050310,,01,14
2019,050310,,02,14
2019,050310,,03,20
2019,050310,,04,15
2019,050310,,05,17
2019,050310,,06,19
2019,050330,,00,17
2019,050330,,01,16
2019,050330,,02,16
2019,050330,,03,21
2019,050330,,04,17
2019,050330,,05,15
2019,050330,,06,23
2019,050335,,00,13
2019,050335,,01,18
2019,050335,,02,17
2019,050335,,03,15
2019,050335,,04,18
2019,050335,,05,23
2019,050335,,06,10
2019,060302,,Biology,19
2019,060302,,English II,20
2019,060302,,NC Math 1,18
2019,060302,,NC Math 3,22
2019,060304,,00,16
2019,060304,,01,17
2019,060304,,02,14
2019,060304,,03,12
2019,060304,,04,21
2019,060304,,05,23
2019,060310,,06,19
2019,060310,,07,24
2019,060310,,08,17
2019,060310,,NC Math 1,14
2019,060316,,00,14
2019,060316,,01,16
2019,060316,,02,17
2019,060316,,03,19
2019,060316,,04,15
2019,060316,,05,19
2019,060318,,06,17
2019,060318,,07,17
2019,060318,,08,18
2019,060318,,NC Math 1,15
2019,060322,,00,17
2019,060322,,01,14
2019,060322,,02,15
2019,060322,,03,17
2019,060322,,04,15
2019,060322,,05,20
2019,060328,,00,15
2019,060328,,01,18
2019,060328,,02,18
2019,060328,,03,16
2019,060328,,04,18
2019,060328,,05,19
2019,060332,,00,19
2019,060332,,01,17
2019,060332,,02,16
2019,060332,,03,16
2019,060332,,04,22
2019,060332,,05,20
2019,060334,,English II,6
2019,060334,,NC Math 3,5
2019,060701,,NC Math 1,21
2019,06A000,,Biology,9
2019,06B000,,NC Math 1,9
2019,06B000,,NC Math 3,6
2019,070302,,00,17
2019,070302,,01,16
2019,070308,,00,19
2019,070308,,01,19
2019,070308,,02,17
2019,070308,,03,20
2019,070308,,04,23
2019,070308,,05,20
2019,070308,,06,18
2019,070308,,07,17
2019,070308,,08,18
2019,070308,,NC Math 1,24
2019,070310,,Biology,14
2019,070310,,English II,12
2019,070310,,NC Math 1,8
2019,070310,,NC Math 3,14
2019,070311,,Biology,14
2019,070311,,English II,23
2019,070311,,NC Math 1,11
2019,070311,,NC Math 3,15
2019,070325,,05,19
2019,070325,,06,25
2019,070325,,07,19
2019,070325,,08,19
2019,070325,,NC Math 1,28
2019,070326,,00,18
2019,070326,,01,19
2019,070326,,02,19
2019,070326,,03,18
2019,070326,,04,15
2019,070327,,02,20
2019,070327,,03,20
2019,070328,,04,20
2019,070328,,05,21
2019,070329,,00,17
2019,070329,,01,19
2019,070329,,02,16
2019,070329,,03,14
2019,070329,,04,15
2019,070329,,05,19
2019,070329,,06,28
2019,070329,,07,18
2019,070329,,08,20
2019,070329,,NC Math 1,19
2019,070330,,Biology,15
2019,070330,,English II,15
2019,070330,,NC Math 1,11
2019,070330,,NC Math 3,18
2019,070338,,06,22
2019,070338,,07,26
2019,070338,,08,25
2019,070338,,NC Math 1,32
2019,070339,,Biology,15
2019,070339,,English II,17
2019,070339,,NC Math 1,21
2019,070339,,NC Math 3,18
2019,070340,,00,11
2019,070340,,01,16
2019,070340,,02,16
2019,070340,,03,12
2019,070340,,04,21
2019,070340,,05,15
2019,070340,,06,8
2019,070340,,07,8
2019,070340,,08,14
2019,070342,,Biology,19
2019,070342,,English II,16
2019,070342,,NC Math 1,17
2019,070342,,NC Math 3,23
2019,07A000,,English II,8
2019,07A000,,NC Math 1,9
2019,07A000,,NC Math 3,12
2019,080311,,Biology,16
2019,080311,,English II,14
2019,080311,,NC Math 1,16
2019,080311,,NC Math 3,19
2019,080312,,Biology,14
2019,080312,,English II,15
2019,080312,,NC Math 1,14
2019,080312,,NC Math 3,22
2019,080314,,06,17
2019,080314,,07,20
2019,080314,,08,15
2019,080314,,NC Math 1,21
2019,080348,,04,8
2019,080348,,05,23
2019,080356,,00,15
2019,080356,,01,12
2019,080356,,02,22
2019,080356,,03,19
2019,080356,,04,21
2019,080356,,05,13
2019,080360,,00,13
2019,080360,,01,13
2019,080360,,02,15
2019,080360,,03,13
2019,080360,,04,20
2019,080360,,05,17
2019,080362,,00,16
2019,080362,,01,17
2019,080362,,02,14
2019,080362,,03,21
2019,080362,,04,23
2019,080362,,05,22
2019,090315,,05,22
2019,090315,,06,24
2019,090315,,07,23
2019,090315,,08,25
2019,090315,,NC Math 1,28
2019,090317,,00,14
2019,090317,,01,14
2019,090317,,02,14
2019,090317,,03,12
2019,090317,,04,17
2019,090318,,00,21
2019,090318,,01,15
2019,090318,,02,21
2019,090318,,03,19
2019,090318,,04,19
2019,090320,,05,19
2019,090320,,06,20
2019,090320,,07,24
2019,090320,,08,24
2019,090320,,NC Math 1,21
2019,090324,,00,15
2019,090324,,01,15
2019,090324,,02,20
2019,090324,,03,19
2019,090324,,04,21
2019,090328,,00,7
2019,090328,,01,12
2019,090328,,02,8
2019,090328,,03,12
2019,090328,,04,14
2019,090330,,Biology,12
2019,090330,,English II,13
2019,090330,,NC Math 1,18
2019,090330,,NC Math 3,12
2019,090332,,05,21
2019,090332,,06,19
2019,090332,,07,16
2019,090332,,08,25
2019,090333,,00,15
2019,090333,,01,11
2019,090333,,02,10
2019,090333,,03,15
2019,090333,,04,17
2019,090352,,00,17
2019,090352,,01,13
2019,090352,,02,15
2019,090352,,03,12
2019,090352,,04,19
2019,090365,,05,23
2019,090365,,06,24
2019,090365,,07,18
2019,090365,,08,27
2019,090368,,Biology,18
2019,090368,,English II,18
2019,090368,,NC Math 1,17
2019,090368,,NC Math 3,27
2019,090376,,English II,16
2019,090376,,NC Math 1,14
2019,09A000,,Biology,14
2019,09A000,,English II,23
2019,09A000,,NC Math 1,10
2019,09A000,,NC Math 3,16
2019,100302,,00,17
2019,100302,,01,15
2019,100302,,02,15
2019,100302,,03,25
2019,100302,,04,22
2019,100302,,05,21
2019,100304,,00,10
2019,100304,,01,13
2019,100304,,02,7
2019,100304,,03,8
2019,100304,,04,12
2019,100304,,05,22
2019,100307,,Biology,14
2019,100307,,English II,21
2019,100307,,NC Math 1,22
2019,100307,,NC Math 3,17
2019,100308,,English II,5
2019,100308,,NC Math 3,12
2019,100309,,06,22
2019,100309,,07,17
2019,100309,,08,22
2019,100309,,NC Math 1,29
2019,100310,,00,11
2019,100310,,01,9
2019,100310,,02,8
2019,100310,,03,10
2019,100310,,04,19
2019,100310,,05,22
2019,100316,,06,24
2019,100316,,07,23
2019,100316,,08,18
2019,100316,,NC Math 1,22
2019,100320,,00,13
2019,100320,,01,15
2019,100320,,02,13
2019,100320,,03,16
2019,100320,,04,19
2019,100320,,05,21
2019,100326,,Biology,21
2019,100326,,English II,18
2019,100326,,NC Math 1,19
2019,100326,,NC Math 3,23
2019,100332,,06,21
2019,100332,,07,23
2019,100332,,08,21
2019,100332,,NC Math 1,33
2019,100334,,Biology,18
2019,100334,,English II,18
2019,100334,,NC Math 1,18
2019,100334,,NC Math 3,21
2019,100335,,06,23
2019,100335,,07,22
2019,100335,,08,25
2019,100335,,NC Math 1,23
2019,100336,,00,16
2019,100336,,01,14
2019,100336,,02,15
2019,100336,,03,16
2019,100336,,04,21
2019,100336,,05,19
2019,100338,,00,15
2019,100338,,01,14
2019,100338,,02,12
2019,100338,,03,13
2019,100338,,04,21
2019,100338,,05,13
2019,100339,,00,13
2019,100339,,01,14
2019,100339,,02,11
2019,100339,,03,13
2019,100339,,04,19
2019,100339,,05,22
2019,100340,,00,18
2019,100340,,01,19
2019,100340,,02,13
2019,100340,,03,20
2019,100340,,04,21
2019,100340,,05,22
2019,100342,,00,13
2019,100342,,01,11
2019,100342,,02,9
2019,100342,,03,11
2019,100342,,04,20
2019,100342,,05,23
2019,100344,,04,17
2019,100344,,05,18
2019,100344,,06,23
2019,100344,,07,23
2019,100344,,08,20
2019,100344,,NC Math 1,20
2019,100348,,Biology,19
2019,100348,,English II,20
2019,100348,,NC Math 1,18
2019,100348,,NC Math 3,25
2019,10A000,,NC Math 1,23
2019,110303,,Biology,8
2019,110303,,English II,8
2019,110303,,NC Math 1,9
2019,110303,,NC Math 3,7
2019,110304,,Biology,20
2019,110304,,English II,23
2019,110304,,NC Math 1,22
2019,110304,,NC Math 3,26
2019,110306,,06,20
2019,110306,,07,23
2019,110306,,08,17
2019,110306,,NC Math 1,25
2019,110308,,00,14
2019,110308,,01,17
2019,110308,,02,17
2019,110308,,03,15
2019,110308,,04,13
2019,110318,,04,18
2019,110318,,05,26
2019,110320,,00,21
2019,110320,,01,14
2019,110320,,02,18
2019,110320,,03,11
2019,110322,,Biology,17
2019,110322,,English II,20
2019,110322,,NC Math 1,21
2019,110322,,NC Math 3,19
2019,110323,,Biology,6
2019,110323,,NC Math 3,11
2019,110324,,00,16
2019,110324,,01,12
2019,110324,,02,11
2019,110324,,03,11
2019,110324,,04,14
2019,110326,,06,19
2019,110326,,07,20
2019,110326,,08,24
2019,110326,,NC Math 1,32
2019,110332,,00,14
2019,110332,,01,16
2019,110332,,02,21
2019,110332,,03,17
2019,110332,,04,26
2019,110332,,05,29
2019,110336,,Biology,17
2019,110336,,English II,20
2019,110336,,NC Math 1,20
2019,110336,,NC Math 3,21
2019,110338,,06,19
2019,110338,,07,18
2019,110338,,08,15
2019,110338,,NC Math 1,22
2019,110340,,Biology,16
2019,110340,,English II,17
2019,110340,,NC Math 1,19
2019,110340,,NC Math 3,20
2019,110342,,07,20
2019,110342,,08,21
2019,110342,,NC Math 1,19
2019,110348,,00,13
2019,110348,,01,16
2019,110348,,02,18
2019,110348,,03,16
2019,110348,,04,20
2019,110352,,Biology,18
2019,110352,,English II,20
2019,110352,,NC Math 1,18
2019,110352,,NC Math 3,19
2019,110356,,00,18
2019,110356,,01,17
2019,110356,,02,20
2019,110356,,03,18
2019,110356,,04,26
2019,110356,,05,30
2019,110366,,00,18
2019,110366,,01,18
2019,110366,,02,17
2019,110366,,03,19
2019,110366,,04,25
2019,110368,,00,17
2019,110368,,01,21
2019,110368,,02,21
2019,110368,,03,16
2019,110368,,04,23
2019,110368,,05,13
2019,110370,,00,20
2019,110370,,01,22
2019,110370,,02,17
2019,110370,,03,18
2019,110370,,04,23
2019,110372,,00,17
2019,110372,,01,13
2019,110372,,02,11
2019,110372,,03,13
2019,110372,,04,17
2019,110376,,00,17
2019,110376,,01,16
2019,110376,,02,19
2019,110376,,03,19
2019,110376,,04,21
2019,110379,,00,17
2019,110379,,01,17
2019,110379,,02,18
2019,110379,,03,18
2019,110379,,04,19
2019,110380,,Biology,23
2019,110380,,English II,21
2019,110380,,NC Math 1,19
2019,110380,,NC Math 3,20
2019,110381,,07,22
2019,110381,,08,24
2019,110381,,NC Math 1,29
2019,110382,,05,24
2019,110382,,06,25
2019,110384,,00,19
2019,110384,,01,21
2019,110384,,02,14
2019,110384,,03,13
2019,110384,,04,10
2019,110384,,05,17
2019,110388,,00,18
2019,110388,,01,21
2019,110388,,02,11
2019,110388,,03,20
2019,110388,,04,14
2019,110401,,07,17
2019,110401,,08,19
2019,110401,,NC Math 1,27
2019,110408,,00,19
2019,110408,,01,16
2019,110408,,02,17
2019,110408,,03,18
2019,110408,,04,17
2019,110410,,00,20
2019,110410,,01,17
2019,110410,,02,18
2019,110410,,03,19
2019,110410,,04,21
2019,110412,,00,20
2019,110412,,01,19
2019,110412,,02,13
2019,110412,,03,16
2019,110412,,04,14
2019,110412,,05,23
2019,110416,,Biology,20
2019,110416,,English II,21
2019,110416,,NC Math 1,20
2019,110416,,NC Math 3,21
2019,110420,,07,25
2019,110420,,08,22
2019,110420,,NC Math 1,23
2019,110422,,00,22
2019,110422,,01,19
2019,110422,,02,20
2019,110422,,03,17
2019,110422,,04,24
2019,110425,,05,17
2019,110425,,06,18
2019,110428,,02,19
2019,110428,,03,14
2019,110428,,04,23
2019,110432,,00,18
2019,110432,,01,18
2019,110436,,00,18
2019,110436,,01,22
2019,110436,,02,20
2019,110436,,03,18
2019,110436,,04,19
2019,110444,,00,14
2019,110444,,01,14
2019,110444,,02,18
2019,110444,,03,9
2019,110444,,04,11
2019,110450,,05,24
2019,110450,,06,26
2019,110451,,05,24
2019,110451,,06,25
2019,110500,,Biology,15
2019,110500,,English II,19
2019,110500,,NC Math 1,9
2019,110500,,NC Math 3,20
2019,111302,,Biology,16
2019,111302,,English II,16
2019,111302,,NC Math 1,19
2019,111302,,NC Math 3,15
2019,111304,,00,17
2019,111304,,01,10
2019,111304,,02,16
2019,111304,,03,16
2019,111304,,04,15
2019,111304,,05,19
2019,111306,,00,16
2019,111306,,01,17
2019,111306,,02,14
2019,111306,,03,17
2019,111306,,04,19
2019,111306,,05,19
2019,111307,,00,11
2019,111307,,01,8
2019,111307,,02,5
2019,111312,,00,16
2019,111312,,01,18
2019,111312,,02,18
2019,111312,,03,14
2019,111312,,04,20
2019,111312,,05,20
2019,111332,,00,16
2019,111332,,01,18
2019,111332,,02,13
2019,111332,,03,14
2019,111332,,04,20
2019,111332,,05,19
2019,111356,,06,16
2019,111356,,07,17
2019,111356,,08,20
2019,111356,,NC Math 1,20
2019,111360,,00,16
2019,111360,,01,17
2019,111360,,02,17
2019,111360,,03,17
2019,111360,,04,18
2019,111360,,05,18
2019,111369,,06,18
2019,111369,,07,17
2019,111700,,Biology,16
2019,111700,,English II,16
2019,111700,,NC Math 1,14
2019,111700,,NC Math 3,16
2019,11A000,,NC Math 1,25
2019,11B000,,NC Math 1,16
2019,11C000,,Biology,14
2019,11C000,,English II,11
2019,11C000,,NC Math 1,17
2019,11C000,,NC Math 3,9
2019,11D000,,Biology,14
2019,11D000,,English II,15
2019,11D000,,NC Math 1,16
2019,11D000,,NC Math 3,12
2019,11K000,,NC Math 1,9
2019,120308,,Biology,10
2019,120308,,English II,13
2019,120308,,NC Math 1,11
2019,120308,,NC Math 3,9
2019,120310,,Biology,14
2019,120310,,NC Math 3,23
2019,120312,,00,13
2019,120312,,01,14
2019,120312,,02,15
2019,120312,,03,18
2019,120312,,04,25
2019,120312,,05,28
2019,120314,,Biology,22
2019,120314,,English II,24
2019,120314,,NC Math 1,20
2019,120314,,NC Math 3,28
2019,120315,,06,27
2019,120315,,07,27
2019,120315,,08,30
2019,120315,,NC Math 1,27
2019,120316,,00,18
2019,120316,,01,14
2019,120316,,02,16
2019,120316,,03,15
2019,120316,,04,13
2019,120316,,05,21
2019,120318,,Biology,24
2019,120318,,English II,25
2019,120318,,NC Math 1,23
2019,120318,,NC Math 3,25
2019,120320,,00,16
2019,120320,,01,15
2019,120320,,02,15
2019,120320,,03,16
2019,120320,,04,29
2019,120320,,05,27
2019,120324,,00,21
2019,120324,,01,17
2019,120324,,02,19
2019,120324,,03,15
2019,120324,,04,19
2019,120324,,05,22
2019,120334,,06,20
2019,120334,,07,25
2019,120334,,08,29
2019,120334,,NC Math 1,31
2019,120338,,00,18
2019,120338,,01,20
2019,120338,,02,17
2019,120338,,03,19
2019,120338,,04,18
2019,120338,,05,27
2019,120340,,00,18
2019,120340,,01,17
2019,120340,,02,16
2019,120340,,03,18
2019,120340,,04,20
2019,120340,,05,23
2019,120344,,00,14
2019,120344,,01,16
2019,120344,,02,18
2019,120344,,03,23
2019,120344,,04,23
2019,120344,,05,26
2019,120346,,Biology,27
2019,120346,,English II,31
2019,120346,,NC Math 1,24
2019,120346,,NC Math 3,25
2019,120350,,06,28
2019,120350,,07,19
2019,120350,,08,31
2019,120350,,NC Math 1,32
2019,120354,,00,17
2019,120354,,01,21
2019,120354,,02,22
2019,120354,,03,20
2019,120354,,04,27
2019,120354,,05,15
2019,120360,,00,21
2019,120360,,01,21
2019,120360,,02,16
2019,120360,,03,11
2019,120360,,04,13
2019,120360,,05,23
2019,120364,,00,18
2019,120364,,01,18
2019,120364,,02,17
2019,120364,,03,18
2019,120364,,04,25
2019,120364,,05,26
2019,120368,,00,14
2019,120368,,01,16
2019,120368,,02,15
2019,120368,,03,15
2019,120368,,04,22
2019,120368,,05,28
2019,120370,,Biology,21
2019,120370,,English II,23
2019,120370,,NC Math 1,20
2019,120370,,NC Math 3,23
2019,120374,,00,21
2019,120374,,01,18
2019,120374,,02,19
2019,120374,,03,19
2019,120374,,04,19
2019,120374,,05,22
2019,120376,,06,24
2019,120376,,07,24
2019,120376,,08,26
2019,120376,,NC Math 1,26
2019,120380,,00,22
2019,120380,,01,18
2019,120380,,02,17
2019,120380,,03,21
2019,120380,,04,22
2019,120380,,05,19
2019,120386,,00,18
2019,120386,,01,16
2019,120386,,02,20
2019,120386,,03,16
2019,120386,,04,21
2019,120386,,05,25
2019,120390,,06,29
2019,120390,,07,24
2019,120390,,08,25
2019,120390,,NC Math 1,27
2019,130304,,00,21
2019,130304,,01,18
2019,130304,,02,20
2019,130304,,03,25
2019,130304,,04,20
2019,130304,,05,25
2019,130307,,Biology,32
2019,130307,,English II,27
2019,130307,,NC Math 1,28
2019,130307,,NC Math 3,28
2019,130308,,00,21
2019,130308,,01,15
2019,130308,,02,16
2019,130308,,03,17
2019,130308,,04,19
2019,130308,,05,20
2019,130309,,00,16
2019,130309,,01,15
2019,130309,,02,19
2019,130309,,03,17
2019,130309,,04,22
2019,130309,,05,22
2019,130310,,Biology,24
2019,130310,,English II,21
2019,130310,,NC Math 1,25
2019,130310,,NC Math 3,23
2019,130311,,00,18
2019,130311,,01,20
2019,130311,,02,18
2019,130311,,03,21
2019,130311,,04,20
2019,130311,,05,21
2019,130312,,00,19
2019,130312,,01,18
2019,130312,,02,21
2019,130312,,03,21
2019,130312,,04,26
2019,130312,,05,24
2019,130313,,06,21
2019,130313,,07,19
2019,130313,,08,23
2019,130313,,NC Math 1,24
2019,130314,,Biology,24
2019,130314,,English II,23
2019,130314,,NC Math 1,22
2019,130314,,NC Math 3,24
2019,130315,,06,31
2019,130315,,07,29
2019,130315,,08,24
2019,130315,,NC Math 1,28
2019,130316,,Biology,21
2019,130316,,English II,21
2019,130316,,NC Math 1,22
2019,130316,,NC Math 3,22
2019,130317,,08,5
2019,130317,,Biology,5
2019,130317,,NC Math 1,5
2019,130317,,NC Math 3,5
2019,130318,,06,25
2019,130318,,07,27
2019,130318,,08,31
2019,130318,,NC Math 1,30
2019,130319,,00,16
2019,130319,,01,21
2019,130319,,02,20
2019,130319,,03,23
2019,130319,,04,27
2019,130319,,05,27
2019,130320,,06,27
2019,130320,,07,29
2019,130320,,08,29
2019,130320,,NC Math 1,33
2019,130321,,00,19
2019,130321,,01,19
2019,130321,,02,17
2019,130321,,03,16
2019,130321,,04,20
2019,130321,,05,16
2019,130322,,00,19
2019,130322,,01,18
2019,130322,,02,17
2019,130322,,03,21
2019,130322,,04,25
2019,130322,,05,25
2019,130323,,06,29
2019,130323,,07,23
2019,130323,,08,26
2019,130323,,NC Math 1,29
2019,130324,,Biology,22
2019,130324,,English II,23
2019,130324,,NC Math 1,16
2019,130324,,NC Math 3,24
2019,130325,,00,21
2019,130325,,01,15
2019,130325,,02,19
2019,130325,,03,20
2019,130325,,04,26
2019,130325,,05,25
2019,130326,,Biology,24
2019,130326,,English II,24
2019,130326,,NC Math 1,19
2019,130326,,NC Math 3,25
2019,130327,,06,27
2019,130327,,07,27
2019,130327,,08,27
2019,130327,,NC Math 1,37
2019,130328,,04,24
2019,130328,,05,25
2019,130329,,04,20
2019,130329,,05,24
2019,130330,,00,18
2019,130330,,01,20
2019,130330,,02,15
2019,130330,,03,13
2019,130330,,04,18
2019,130330,,05,19
2019,130331,,00,21
2019,130331,,01,20
2019,130331,,02,18
2019,130331,,03,18
2019,130331,,04,26
2019,130331,,05,26
2019,130332,,Biology,28
2019,130332,,English II,26
2019,130332,,NC Math 1,23
2019,130332,,NC Math 3,24
2019,130333,,NC Math 3,9
2019,130336,,00,21
2019,130336,,01,18
2019,130336,,02,19
2019,130337,,03,20
2019,130337,,04,27
2019,130337,,05,29
2019,130338,,00,18
2019,130338,,01,18
2019,130338,,02,15
2019,130338,,03,15
2019,130338,,04,27
2019,130338,,05,26
2019,130340,,04,22
2019,130340,,05,17
2019,130342,,04,19
2019,130342,,05,22
2019,130344,,00,17
2019,130344,,01,20
2019,130344,,02,17
2019,130344,,03,15
2019,130344,,04,22
