agency_code,pct_rating_P1_Accomplished,pct_rating_P1_Developing,pct_rating_P1_Distinguished,pct_rating_P1_NotDemostrated,pct_rating_P1_Proficient,pct_rating_P2_Accomplished,pct_rating_P2_Developing,pct_rating_P2_Distinguished,pct_rating_P2_NotDemostrated,pct_rating_P2_Proficient,pct_rating_P3_Accomplished,pct_rating_P3_Developing,pct_rating_P3_Distinguished,pct_rating_P3_NotDemostrated,pct_rating_P3_Proficient,pct_rating_P4_Accomplished,pct_rating_P4_Developing,pct_rating_P4_Distinguished,pct_rating_P4_NotDemostrated,pct_rating_P4_Proficient,pct_rating_P5_Accomplished,pct_rating_P5_Developing,pct_rating_P5_Distinguished,pct_rating_P5_NotDemostrated,pct_rating_P5_Proficient,pct_rating_P6_Accomplished,pct_rating_P6_Developing,pct_rating_P6_Distinguished,pct_rating_P6_NotDemostrated,pct_rating_P6_Proficient,pct_rating_P7_Accomplished,pct_rating_P7_Developing,pct_rating_P7_Distinguished,pct_rating_P7_NotDemostrated,pct_rating_P7_Proficient,pct_rating_PS_DoesNotMeetExpectedGrowth,pct_rating_PS_ExceedsExpectedGrowth,pct_rating_PS_MeetsExpectedGrowth,pct_rating_T1_Accomplished,pct_rating_T1_Developing,pct_rating_T1_Distinguished,pct_rating_T1_NotDemostrated,pct_rating_T1_Proficient,pct_rating_T2_Accomplished,pct_rating_T2_Developing,pct_rating_T2_Distinguished,pct_rating_T2_NotDemostrated,pct_rating_T2_Proficient,pct_rating_T3_Accomplished,pct_rating_T3_Developing,pct_rating_T3_Distinguished,pct_rating_T3_NotDemostrated,pct_rating_T3_Proficient,pct_rating_T4_Accomplished,pct_rating_T4_Developing,pct_rating_T4_Distinguished,pct_rating_T4_NotDemostrated,pct_rating_T4_Proficient,pct_rating_T5_Accomplished,pct_rating_T5_Developing,pct_rating_T5_Distinguished,pct_rating_T5_NotDemostrated,pct_rating_T5_Proficient,pct_rating_TS_DoesNotMeetExpectedGrowth,pct_rating_TS_ExceedsExpectedGrowth,pct_rating_TS_MeetsExpectedGrowth
600404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,0.25,0.75
600405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17800000000000002,0.187,,,0.636,0.014,0.384,,,0.603,0.027000000000000003,0.411,,,0.562,0.093,0.327,,,0.579,0.027000000000000003,0.37,,0.014,0.589,0.25,0.139,0.611
600406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,0.12,,0.18,0.667,,0.095,,0.238,0.429,0.095,0.048,,0.429,0.74,,0.02,,0.24,0.619,,0.048,,0.333,0.111,0.333,0.556
600408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,0.053,,,0.7190000000000001,0.172,,,,0.828,0.069,0.103,,,0.828,0.175,0.08800000000000001,,,0.737,0.207,,,,0.7929999999999999,0.034,0.379,0.586
600409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,0.4,,0.08,0.5,,0.1,,0.4,0.3,,,,0.7,0.36,,0.24,,0.4,0.7,,,,0.3,0.133,0.2,0.667
600410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,,,,0.735,0.2,0.057,,,0.743,0.029,,,,0.971,0.204,0.041,,,0.755,0.171,,,,0.8290000000000001,0.037000000000000005,0.222,0.741
600411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6859999999999999,0.057,,,0.257,0.5,0.1,,,0.4,0.4,0.4,,,0.2,0.7709999999999999,0.086,,,0.14300000000000002,0.1,0.2,,,0.7,0.28,,0.72
600412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319,0.029,,,0.652,0.403,0.045,0.015,,0.537,0.313,0.045,,,0.642,0.42,0.07200000000000001,,,0.507,0.5670000000000001,,,,0.433,0.175,0.2,0.625
600413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.455,,0.045,,0.5,0.5710000000000001,0.071,,,0.35700000000000004,0.35700000000000004,0.071,,,0.5710000000000001,0.455,0.045,,,0.5,0.643,0.071,,,0.28600000000000003,0.385,0.154,0.462
600414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379,,0.034,,0.586,0.308,,,,0.6920000000000001,0.154,,,,0.846,0.345,,,,0.655,0.308,,,,0.6920000000000001,,0.158,0.8420000000000001
600415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.682,0.011,0.057,,0.25,0.535,0.023,,,0.442,0.535,0.023,,,0.442,0.682,0.011,,,0.307,0.442,0.023,,,0.535,0.268,0.232,0.5
600416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5379999999999999,,,,0.462,0.421,,,,0.579,0.211,,,,0.789,0.436,,,,0.564,0.263,,,,0.737,0.3670000000000001,0.033,0.6
600418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,0.028,,,0.306,0.579,,,,0.421,0.211,0.053,,,0.737,0.6940000000000001,0.056,,,0.25,0.474,,,,0.526,0.348,0.043,0.609
600420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,,0.116,,0.256,0.846,,,,0.154,0.846,,,,0.154,0.86,,0.047,,0.093,0.6920000000000001,,,,0.308,0.118,0.17600000000000002,0.706
600422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.604,0.019,0.057,,0.321,0.45,0.05,0.05,,0.45,0.35,0.1,0.05,,0.5,0.679,0.038,0.019,,0.264,0.35,0.05,,,0.6,0.1,0.133,0.767
600424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639,,0.069,,0.292,0.593,,0.037000000000000005,,0.37,0.407,,0.037000000000000005,,0.556,0.556,,0.028,,0.417,0.593,,0.037000000000000005,,0.37,0.17,0.234,0.596
600426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441,,0.022,,0.537,0.345,,,,0.655,0.276,0.052000000000000005,,,0.672,0.471,0.022,0.022,,0.485,0.19,,,,0.81,0.129,0.318,0.5529999999999999
600428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,0.145,0.036000000000000004,,0.5820000000000001,0.152,0.242,,,0.606,0.121,0.152,,,0.727,0.309,0.036000000000000004,,,0.655,0.121,0.091,,,0.7879999999999999,0.29,0.129,0.581
600429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6559999999999999,,,,0.344,0.333,,,,0.667,0.333,,,,0.667,0.541,,,,0.459,0.375,,,,0.625,0.15,0.425,0.425
600431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.561,0.035,0.211,,0.193,0.722,,0.056,0.056,0.16699999999999998,0.667,0.111,0.056,,0.16699999999999998,0.807,0.018000000000000002,0.08800000000000001,0.018000000000000002,0.07,0.5,0.056,0.111,,0.333,0.051,0.5379999999999999,0.41
600432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393,,,,0.607,0.409,,,,0.591,0.409,,,,0.591,0.304,,,,0.696,0.318,,,,0.682,0.12,0.16,0.72
600433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7170000000000001,,0.038,,0.245,0.588,,,,0.412,0.412,,,,0.588,0.774,,,,0.226,0.471,,,,0.529,0.359,0.103,0.5379999999999999
600434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.608,,0.02,,0.373,0.5,,,,0.5,0.385,,,,0.615,0.471,,,,0.529,0.231,,,,0.769,0.171,0.171,0.657
600435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,0.667,,,,0.333,0.667,,,,0.333,0.333,,,,0.667,0.5,,,,0.5,0.14300000000000002,,0.857
600436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362,0.043,0.17,,0.426,0.44,0.04,0.04,,0.48,0.2,0.08,0.04,,0.68,0.383,0.064,0.149,,0.404,0.32,0.04,0.04,,0.6,0.24,0.16,0.6
600437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511,,0.111,,0.378,0.4,,,,0.6,0.2,,,,0.8,0.489,,0.044,,0.467,0.2,,,,0.8,0.179,0.28600000000000003,0.536
600438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7709999999999999,,0.114,,0.114,0.9,,,,0.1,1.0,,,,,0.971,,,,0.029,0.9,,0.1,,,0.111,0.185,0.7040000000000001
600439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.032,,,0.677,0.263,,,,0.737,0.211,,,,0.789,0.32299999999999995,0.065,,,0.613,0.263,,,,0.737,0.471,,0.529
600440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.741,,0.07400000000000001,,0.185,0.833,0.056,,,0.111,0.611,0.056,0.056,,0.278,0.778,0.019,0.019,,0.185,0.833,0.056,0.056,,0.056,0.25,,0.75
600442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.545,0.015,,,0.439,0.35,0.05,,,0.6,0.25,0.15,,,0.6,0.318,0.045,,,0.636,0.4,,,,0.6,0.196,0.196,0.609
600443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,,0.333,,,1.0,,,,,1.0,,,,,0.333,,0.333,,0.333,1.0,,,,,0.2,0.2,0.6
600444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8440000000000001,,,,0.156,0.6920000000000001,,,,0.308,0.154,,,,0.846,0.406,,,,0.594,0.231,0.077,,,0.6920000000000001,0.2,,0.8
600445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,,0.103,,0.341,0.596,,0.021,,0.383,0.511,,0.021,,0.468,0.722,,0.048,,0.23,0.426,,,,0.574,0.118,0.294,0.588
600446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302,0.023,0.047,,0.628,0.333,0.111,,,0.556,0.056,0.111,,,0.833,0.279,0.047,0.023,,0.6509999999999999,,0.056,,,0.944,0.207,0.103,0.69
600447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,0.08,,0.36,0.278,,,,0.722,0.16699999999999998,0.111,,,0.722,0.62,0.02,,,0.36,0.333,,,,0.667,0.2,0.086,0.7140000000000001
600448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255,0.036000000000000004,0.036000000000000004,,0.6729999999999999,0.205,0.136,0.023,,0.636,0.136,0.227,0.045,,0.591,0.145,0.255,0.036000000000000004,,0.564,0.205,0.068,0.045,,0.682,0.265,0.147,0.588
600449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529,,0.118,,0.353,0.4,,,,0.6,0.067,,,,0.933,0.294,,,,0.706,0.267,,,,0.733,0.35,0.15,0.5
600450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318,0.061,0.076,,0.545,0.229,0.057,0.029,,0.6859999999999999,0.114,0.029,,,0.857,0.28800000000000003,0.015,0.03,,0.667,0.114,,,,0.8859999999999999,0.16,0.2,0.64
600451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,,0.059,,0.17600000000000002,0.556,,,,0.444,0.444,,,,0.556,0.6759999999999999,,,,0.324,0.556,,,,0.444,0.333,0.14300000000000002,0.524
600453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.542,,,,0.458,0.28600000000000003,0.071,,,0.643,0.214,0.071,,,0.7140000000000001,0.521,0.042,,,0.438,0.214,0.071,,,0.7140000000000001,,0.29600000000000004,0.7040000000000001
600454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278,,0.16699999999999998,,0.556,0.478,,,,0.522,0.304,0.043,,,0.652,0.417,0.028,,,0.556,0.304,0.043,,,0.652,,,
600455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,0.016,,,0.429,0.364,0.045,,,0.591,0.273,0.045,,,0.682,0.54,0.016,,,0.444,0.318,0.045,,,0.636,0.298,0.149,0.5529999999999999
600457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388,0.024,0.047,,0.541,0.17800000000000002,,0.022,,0.8,0.133,0.022,0.044,,0.8,0.341,0.024,0.024,,0.612,0.17800000000000002,0.022,0.022,,0.778,0.5920000000000001,0.02,0.388
600459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6970000000000001,,0.152,,0.152,0.5,,0.1,,0.4,0.5,,,,0.5,0.667,,0.121,,0.212,0.4,,0.1,,0.5,,0.105,0.895
600461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5710000000000001,,0.048,,0.381,0.636,,0.091,,0.273,0.273,0.091,,,0.636,0.619,,,,0.381,0.545,0.091,,,0.364,,,
600462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443,0.033,0.016,,0.508,0.242,,,,0.758,0.212,0.03,,,0.758,0.541,0.016,,,0.443,0.182,,,,0.818,0.231,0.231,0.5379999999999999
600463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6759999999999999,,0.027000000000000003,,0.297,0.3,,,,0.7,0.2,,,,0.8,0.595,,,,0.405,0.1,,,,0.9,0.211,0.263,0.526
600464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457,,,,0.5429999999999999,0.632,,,,0.368,0.158,,,,0.8420000000000001,0.429,,,,0.5710000000000001,0.316,,,,0.684,0.111,0.14800000000000002,0.741
600466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,,0.084,,0.221,0.5,,0.017,,0.483,0.517,,,,0.483,0.662,0.006,0.045,,0.28600000000000003,0.397,0.017,0.017,,0.569,0.165,0.353,0.482
600468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276,0.017,,,0.7070000000000001,0.192,0.077,,,0.731,0.077,0.154,,,0.769,0.241,0.086,,,0.672,0.077,0.115,,,0.8079999999999999,0.14300000000000002,0.114,0.743
600471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321,0.132,0.057,,0.491,0.179,0.214,,,0.607,0.14300000000000002,0.35700000000000004,0.036000000000000004,,0.464,0.226,0.189,0.019,,0.5660000000000001,0.179,0.036000000000000004,,,0.7859999999999999,,0.611,0.389
600474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.04,,,0.54,0.217,,,,0.7829999999999999,0.174,0.043,,,0.7829999999999999,0.24,0.06,,,0.7,0.174,,,,0.826,0.156,0.125,0.7190000000000001
600475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364,,,,0.636,0.125,,,,0.875,,,,,1.0,0.273,,,,0.727,,0.125,,,0.875,,0.125,0.875
600478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,0.06,,0.46,0.31,,0.034,,0.655,0.207,,,,0.7929999999999999,0.42,,,,0.58,0.276,,0.034,,0.69,0.091,0.091,0.818
600479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.026,,0.474,0.55,,,,0.45,0.55,,,,0.45,0.5529999999999999,,0.026,,0.421,0.5,,,,0.5,0.364,0.091,0.545
600480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,0.045,0.015,0.008,0.591,0.209,0.06,,,0.731,0.09,0.06,,,0.851,0.35600000000000004,0.038,,,0.606,0.045,0.104,,,0.851,0.4270000000000001,0.11,0.463
600481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.596,0.043,,,0.362,0.5,0.077,,,0.423,0.5770000000000001,,,,0.423,0.7020000000000001,,,,0.298,0.269,0.038,,,0.6920000000000001,0.192,0.192,0.615
600482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.16699999999999998,,0.033,0.737,,0.158,,0.105,0.737,,0.158,,0.105,0.9,,0.067,,0.033,0.684,,0.158,,0.158,0.194,0.25,0.556
600484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643,,,,0.35700000000000004,0.409,,,,0.591,0.182,,,,0.818,0.667,,,,0.333,0.273,,,,0.727,0.25,0.071,0.679
600485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.063,0.094,,0.594,0.133,0.067,,,0.8,0.067,0.133,,,0.8,0.313,0.063,,,0.625,0.067,0.067,,,0.867,0.118,0.059,0.8240000000000001
600488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395,0.023,,,0.581,0.385,,,,0.615,0.5379999999999999,,,,0.462,0.628,,,,0.3720000000000001,0.231,,,,0.769,0.333,0.222,0.444
600489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,0.14300000000000002,0.071,,0.482,0.156,0.281,,,0.563,0.156,0.25,,,0.594,0.321,0.25,0.036000000000000004,,0.393,0.156,0.063,,,0.7809999999999999,0.343,,0.657
600491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.025,,,0.575,0.368,0.053,,,0.579,0.263,0.158,,,0.579,0.425,0.05,,,0.525,0.263,,,,0.737,0.276,,0.7240000000000001
600492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7140000000000001,,0.036000000000000004,,0.25,0.8,,,,0.2,0.7,,,0.1,0.2,0.821,0.036000000000000004,,,0.14300000000000002,0.6,0.1,,,0.3,0.476,,0.524
600493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.652,0.043,0.196,,0.109,0.5379999999999999,,,,0.462,0.5379999999999999,,,,0.462,0.674,0.022,0.109,,0.196,0.5379999999999999,,,,0.462,0.032,0.387,0.581
600494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574,0.021,0.064,,0.34,0.313,0.063,,,0.625,0.125,0.25,,,0.625,0.34,0.064,0.021,,0.574,0.25,0.063,,,0.688,,0.214,0.7859999999999999
600496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233,0.058,,,0.7090000000000001,0.067,0.067,,,0.867,0.133,0.1,,,0.767,0.128,0.047,,,0.826,0.033,0.1,,,0.867,0.44,0.12,0.44
600497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8370000000000001,,0.08199999999999999,,0.08199999999999999,0.75,,0.05,,0.2,0.7,,0.1,,0.2,0.857,,,,0.14300000000000002,0.7,,,,0.3,0.03,0.394,0.5760000000000001
600498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.063,,0.438,0.429,,,,0.5710000000000001,0.429,,,,0.5710000000000001,0.5,,0.125,,0.375,0.429,,,,0.5710000000000001,0.6,,0.4
600499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5710000000000001,,0.14300000000000002,,0.28600000000000003,,,,,1.0,0.333,,,,0.667,0.429,0.14300000000000002,,,0.429,0.667,,,,0.333,0.4,,0.6
600500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609,,0.109,,0.28300000000000003,0.556,,,,0.444,0.444,,0.111,,0.444,0.5429999999999999,,0.043,,0.413,0.667,,,,0.333,0.029,0.229,0.743
600501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349,,0.023,,0.628,0.2,0.05,0.05,,0.7,0.15,0.05,0.05,,0.75,0.116,0.07,0.023,,0.7909999999999999,0.15,,0.05,,0.8,0.227,0.091,0.682
600503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.387,,,,0.613,0.217,,,,0.7829999999999999,0.043,,,,0.957,0.21,0.016,,,0.774,0.13,,,,0.87,0.222,0.028,0.75
600507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.38,,0.12,0.542,,0.292,,0.16699999999999998,0.375,,0.375,,0.25,0.62,,0.32,,0.06,0.542,,0.125,,0.333,0.05,0.25,0.7
600508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.02,0.03,,0.49,0.375,0.031,,,0.594,0.438,0.031,,,0.531,0.59,0.01,,,0.4,0.281,0.063,,,0.6559999999999999,0.161,0.304,0.536
600509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.471,,0.118,,0.412,0.464,,0.036000000000000004,,0.5,0.607,,0.036000000000000004,,0.35700000000000004,0.588,,0.02,,0.392,0.607,,0.071,,0.321,0.03,0.455,0.515
600512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3720000000000001,,0.512,,0.116,0.375,,0.375,,0.25,0.563,0.063,0.188,,0.188,0.605,0.023,0.256,,0.116,0.563,,0.188,,0.25,0.154,0.192,0.654
600513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5479999999999999,0.016,0.129,,0.306,0.65,0.05,0.05,,0.25,0.55,0.05,0.1,,0.3,0.645,0.032,0.065,,0.258,0.35,0.1,,,0.55,0.171,0.049,0.78
600514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434,0.019,0.094,,0.453,0.444,0.083,,,0.472,0.389,,,,0.611,0.472,0.019,0.019,,0.491,0.25,0.056,,,0.6940000000000001,0.32299999999999995,0.097,0.581
600515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,0.154,,,0.615,0.083,0.25,,,0.667,,0.16699999999999998,,,0.833,0.077,0.308,,,0.615,0.083,,,,0.917,0.857,,0.14300000000000002
600516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,,0.039,,0.294,0.5710000000000001,,,,0.429,0.524,,,,0.476,0.627,0.02,0.039,,0.314,0.476,,,,0.524,0.063,0.406,0.531
600517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.034,,,0.5760000000000001,0.061,0.091,,,0.848,0.091,0.091,,,0.818,0.305,0.068,,,0.627,0.091,0.03,,,0.879,0.194,0.161,0.645
600518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612,,0.06,,0.328,0.5,,,,0.5,0.429,,,,0.5710000000000001,0.687,,0.045,,0.269,0.214,,,,0.7859999999999999,0.152,0.326,0.522
600519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244,0.049,,,0.7070000000000001,0.24,0.12,,,0.64,0.24,0.12,,,0.64,0.268,0.098,,,0.634,0.24,0.12,,,0.64,0.375,,0.625
600520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.396,,0.042,,0.563,0.526,,0.053,,0.421,0.316,,0.053,,0.632,0.333,0.021,0.021,,0.625,0.263,,,,0.737,0.348,0.087,0.565
600521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404,,0.128,,0.468,0.667,,,,0.333,0.333,,,,0.667,0.596,,,,0.404,0.667,,,,0.333,,0.217,0.7829999999999999
600522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8270000000000001,,0.077,,0.096,0.667,,0.067,,0.267,0.6,,0.067,,0.333,0.8079999999999999,,0.077,,0.115,0.5329999999999999,,0.067,,0.4,,0.364,0.636
600527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355,,0.097,,0.5479999999999999,0.308,,,,0.6920000000000001,0.154,0.077,,,0.769,0.484,0.032,0.032,,0.452,0.462,,,,0.5379999999999999,0.111,0.389,0.5
600530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7959999999999999,,0.02,,0.184,0.826,,,,0.174,0.522,,0.087,,0.391,0.8370000000000001,,0.02,,0.14300000000000002,0.565,,0.043,,0.391,0.083,0.139,0.778
600532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.644,0.011,0.08,,0.264,0.7140000000000001,0.029,0.029,,0.229,0.7140000000000001,,0.029,,0.257,0.6779999999999999,,0.011,,0.31,0.486,,0.057,,0.457,0.098,0.196,0.706
600534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.535,,0.256,,0.209,0.429,,0.19,,0.381,0.524,,0.095,,0.381,0.605,,0.18600000000000005,,0.209,0.429,,0.14300000000000002,,0.429,0.194,0.129,0.677
600535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364,0.013,0.019,,0.604,0.175,0.053,,,0.772,0.175,,,0.018000000000000002,0.807,0.448,0.019,0.006,,0.526,0.08800000000000001,0.053,,,0.86,0.079,0.376,0.545
600537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.06,0.28,,0.22,0.529,0.118,0.059,,0.294,0.412,0.118,,,0.471,0.5,0.06,0.28,,0.16,0.412,0.059,0.059,,0.471,0.1,0.4,0.5
600538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.649,,0.081,,0.27,0.5760000000000001,,,0.03,0.394,0.485,,0.061,,0.455,0.6890000000000001,,0.081,,0.23,0.545,,0.061,,0.394,0.382,0.2,0.418
600545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.688,,0.188,,0.125,0.8240000000000001,0.059,,,0.118,0.765,0.059,,,0.17600000000000002,0.8440000000000001,0.031,,,0.125,0.529,0.059,0.235,,0.17600000000000002,0.15,0.05,0.8
600546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.485,0.03,0.242,,0.242,0.4,0.067,0.133,,0.4,0.333,0.067,0.067,,0.5329999999999999,0.545,0.03,0.091,,0.333,0.5329999999999999,0.067,0.133,,0.267,0.1,0.05,0.85
600549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442,,0.442,,0.115,0.619,,0.333,,0.048,0.5710000000000001,,0.28600000000000003,,0.14300000000000002,0.654,,0.28800000000000003,,0.058,0.619,,0.28600000000000003,,0.095,0.067,0.1,0.833
600550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.1,0.02,,0.46,0.318,0.227,,,0.455,0.182,0.136,,,0.682,0.34,0.1,0.02,,0.54,0.273,0.182,,,0.545,0.345,,0.655
600553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.377,0.038,0.075,,0.509,0.333,,,0.03,0.636,0.242,0.061,0.03,,0.667,0.302,0.019,0.019,0.019,0.642,0.273,0.061,0.061,,0.606,0.063,0.094,0.8440000000000001
600557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.563,,0.031,,0.406,0.9,,,,0.1,0.2,,,,0.8,0.7809999999999999,,,,0.219,0.5,,,,0.5,0.042,0.208,0.75
