agency_code,pct_rating_P1_Accomplished,pct_rating_P1_Developing,pct_rating_P1_Distinguished,pct_rating_P1_NotDemostrated,pct_rating_P1_Proficient,pct_rating_P2_Accomplished,pct_rating_P2_Developing,pct_rating_P2_Distinguished,pct_rating_P2_NotDemostrated,pct_rating_P2_Proficient,pct_rating_P3_Accomplished,pct_rating_P3_Developing,pct_rating_P3_Distinguished,pct_rating_P3_NotDemostrated,pct_rating_P3_Proficient,pct_rating_P4_Accomplished,pct_rating_P4_Developing,pct_rating_P4_Distinguished,pct_rating_P4_NotDemostrated,pct_rating_P4_Proficient,pct_rating_P5_Accomplished,pct_rating_P5_Developing,pct_rating_P5_Distinguished,pct_rating_P5_NotDemostrated,pct_rating_P5_Proficient,pct_rating_P6_Accomplished,pct_rating_P6_Developing,pct_rating_P6_Distinguished,pct_rating_P6_NotDemostrated,pct_rating_P6_Proficient,pct_rating_P7_Accomplished,pct_rating_P7_Developing,pct_rating_P7_Distinguished,pct_rating_P7_NotDemostrated,pct_rating_P7_Proficient,pct_rating_PS_DoesNotMeetExpectedGrowth,pct_rating_PS_ExceedsExpectedGrowth,pct_rating_PS_MeetsExpectedGrowth,pct_rating_T1_Accomplished,pct_rating_T1_Developing,pct_rating_T1_Distinguished,pct_rating_T1_NotDemostrated,pct_rating_T1_Proficient,pct_rating_T2_Accomplished,pct_rating_T2_Developing,pct_rating_T2_Distinguished,pct_rating_T2_NotDemostrated,pct_rating_T2_Proficient,pct_rating_T3_Accomplished,pct_rating_T3_Developing,pct_rating_T3_Distinguished,pct_rating_T3_NotDemostrated,pct_rating_T3_Proficient,pct_rating_T4_Accomplished,pct_rating_T4_Developing,pct_rating_T4_Distinguished,pct_rating_T4_NotDemostrated,pct_rating_T4_Proficient,pct_rating_T5_Accomplished,pct_rating_T5_Developing,pct_rating_T5_Distinguished,pct_rating_T5_NotDemostrated,pct_rating_T5_Proficient,pct_rating_TS_DoesNotMeetExpectedGrowth,pct_rating_TS_ExceedsExpectedGrowth,pct_rating_TS_MeetsExpectedGrowth
010324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.687,0.015,0.09,,0.209,0.6,0.022,0.044,,0.333,0.489,0.044,0.044,,0.422,0.642,0.03,0.03,,0.299,0.467,0.022,0.022,,0.489,0.34,0.128,0.532
010326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,0.244,,0.366,0.541,,0.189,,0.27,0.486,,0.081,,0.4320000000000001,0.634,,0.146,,0.22,0.378,,0.243,,0.378,0.07400000000000001,0.07400000000000001,0.852
010328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515,,0.03,,0.455,0.7859999999999999,,,,0.214,0.214,,,,0.7859999999999999,0.667,,,,0.333,0.14300000000000002,,,,0.857,0.16699999999999998,0.125,0.708
010340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.727,,0.159,,0.114,0.84,,0.04,,0.12,0.72,,0.04,,0.24,0.932,,,,0.068,0.68,,0.04,,0.28,0.324,0.08800000000000001,0.588
010346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593,,,,0.407,0.632,,,,0.368,0.158,0.158,,,0.684,0.444,0.037000000000000005,,,0.519,0.368,0.053,,,0.579,0.211,,0.789
010347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488,,0.116,,0.395,0.536,,,,0.464,0.179,,0.036000000000000004,,0.7859999999999999,0.628,,0.047,,0.326,0.25,,0.107,,0.643,0.25,0.036000000000000004,0.7140000000000001
010348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14800000000000002,,,,0.852,0.114,,,,0.8859999999999999,0.068,0.023,,,0.909,0.111,0.019,0.019,,0.852,0.136,,,,0.8640000000000001,0.257,0.086,0.657
010350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378,0.067,,,0.556,0.25,0.094,,,0.6559999999999999,0.25,0.063,,,0.688,0.333,0.067,,,0.6,0.25,0.094,,,0.6559999999999999,0.2,0.16699999999999998,0.633
010351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606,,0.03,,0.364,0.579,,0.053,,0.368,0.263,,,,0.737,0.5760000000000001,,,,0.424,0.421,,,,0.579,0.348,0.043,0.609
010353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526,0.026,0.211,,0.237,0.545,0.045,0.182,,0.227,0.545,0.045,,,0.409,0.526,0.026,0.132,,0.316,0.591,,0.136,,0.273,0.107,0.464,0.429
010354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513,,0.128,,0.359,0.462,,0.231,,0.308,0.385,,0.038,,0.5770000000000001,0.487,,0.179,,0.333,0.423,,0.115,,0.462,0.185,0.185,0.63
010357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,,0.028,,0.5,0.5,,,,0.5,0.417,,,,0.583,0.444,,,,0.556,0.5,,,,0.5,0.273,,0.727
010358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659,0.049,0.073,,0.22,0.75,0.083,,,0.16699999999999998,0.583,0.083,,,0.333,0.659,0.049,,,0.293,0.667,0.083,,,0.25,0.36,0.24,0.4
010360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532,,0.371,,0.097,0.667,,0.255,,0.078,0.569,,0.294,,0.13699999999999998,0.6940000000000001,,0.242,,0.065,0.627,,0.235,,0.13699999999999998,0.275,0.2,0.525
010362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.056,0.028,,0.417,0.261,0.087,0.043,,0.609,0.217,0.13,,,0.652,0.417,0.056,,,0.528,0.174,0.087,0.043,,0.696,0.192,0.038,0.769
010364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433,0.067,0.5,,,0.5,0.063,0.375,,0.063,0.375,0.188,0.438,,,0.6,0.033,0.3,,0.067,0.375,,0.438,,0.188,0.05,0.05,0.9
010372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722,,0.16699999999999998,,0.111,0.929,,0.071,,,0.929,,,,0.071,0.889,,0.056,,0.056,0.857,,,,0.14300000000000002,0.091,0.182,0.727
010374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.426,0.021,0.447,,0.106,0.7,,0.2,,0.1,0.633,,0.16699999999999998,,0.2,0.489,,0.362,,0.149,0.633,0.033,0.2,,0.133,0.179,0.071,0.75
010378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.2,,0.05,0.7859999999999999,,0.14300000000000002,,0.071,0.7140000000000001,,0.214,,0.071,0.9,,0.05,,0.05,0.857,,0.071,,0.071,,,1.0
010380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521,0.042,0.021,,0.417,0.5,0.083,,,0.417,0.222,0.056,,,0.722,0.542,0.104,,,0.354,0.25,0.056,0.028,,0.667,0.333,0.067,0.6
010384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632,,0.237,,0.132,0.75,,0.125,,0.125,0.542,,0.083,,0.375,0.737,,0.026,,0.237,0.292,,0.375,,0.333,0.138,0.207,0.655
010388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575,0.025,0.087,,0.313,0.417,,,,0.583,0.354,0.021,,,0.625,0.488,0.013,0.025,,0.475,0.292,0.021,,0.021,0.667,0.182,0.309,0.509
010390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524,,0.095,,0.381,0.5770000000000001,,0.038,,0.385,0.5,,0.038,,0.462,0.595,,0.048,,0.35700000000000004,0.5379999999999999,,0.077,,0.385,0.276,0.207,0.517
010392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417,,0.25,,0.333,0.647,,0.059,,0.294,0.647,,,,0.353,0.667,,0.083,,0.25,0.588,,,,0.412,0.267,0.133,0.6
010394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609,,0.065,,0.326,0.667,,0.056,,0.278,0.6940000000000001,,0.056,,0.25,0.674,,0.043,,0.28300000000000003,0.611,,0.056,,0.333,0.414,,0.586
010396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,0.03,0.06,,0.463,0.5,0.068,,,0.4320000000000001,0.295,0.023,0.023,,0.659,0.418,0.03,0.045,,0.507,0.386,0.068,,,0.545,0.043,0.304,0.652
010400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515,,0.338,,0.147,0.7440000000000001,,0.077,,0.179,0.6920000000000001,,0.026,,0.282,0.75,,0.132,,0.118,0.6409999999999999,,0.077,,0.282,0.17,0.213,0.617
010403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326,,0.674,,,0.6,,0.4,,,0.45,,0.55,,,0.348,,0.652,,,0.35,,0.65,,,0.063,0.219,0.7190000000000001
010406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.455,0.03,,,0.515,0.35,0.05,,,0.6,0.25,,,,0.75,0.424,0.03,,,0.545,0.3,,,,0.7,0.318,0.273,0.409
010LEA,0.55,0.013,0.087,,0.35,0.512,,0.15,,0.338,0.5379999999999999,0.013,0.15,,0.3,0.5870000000000001,0.025,0.087,,0.3,0.575,0.013,0.063,,0.35,0.6,0.013,0.075,,0.313,0.525,0.013,0.05,,0.412,0.463,0.188,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01B000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,0.125,,0.275,0.412,,0.118,,0.471,0.294,,0.118,,0.588,0.65,,0.075,,0.275,0.412,,0.118,,0.471,0.316,0.053,0.632
020302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5710000000000001,,0.297,,0.132,0.75,,0.056,,0.194,0.722,,0.056,,0.222,0.7140000000000001,,0.187,,0.099,0.556,,0.028,,0.417,0.217,0.3,0.483
020303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.25,,,1.0,,,,,1.0,,,,,0.875,,0.125,,,1.0,,,,,,0.625,0.375
020304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,0.75,,0.1,0.28600000000000003,,0.7140000000000001,,,0.14300000000000002,,0.857,,,0.3,,0.6,,0.1,,,0.857,,0.14300000000000002,,0.294,0.706
020306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,0.314,,0.086,0.8,,0.2,,,0.8,,0.1,,0.1,0.8290000000000001,,0.14300000000000002,,0.029,0.9,,,,0.1,0.259,0.222,0.519
020308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,,0.389,,0.056,0.556,,0.222,,0.222,0.556,0.111,0.222,,0.111,0.778,,0.056,,0.16699999999999998,0.556,,0.333,,0.111,0.071,0.214,0.7140000000000001
020316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.086,,,0.6859999999999999,0.333,0.111,,,0.556,0.111,0.111,,,0.778,0.28600000000000003,0.029,,,0.6859999999999999,0.056,0.056,,,0.889,0.038,0.115,0.846
020320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,0.125,1.0,,,,,1.0,,,,,0.938,,,,0.063,0.75,,,,0.25,,0.25,0.75
020324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7859999999999999,,0.14300000000000002,,0.071,1.0,,,,,0.8,,,,0.2,1.0,,,,,1.0,,,,,,0.333,0.667
020328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.333,,0.16699999999999998,0.636,,0.091,,0.273,0.364,,,,0.636,0.708,,0.125,,0.16699999999999998,0.091,,0.091,,0.818,0.214,,0.7859999999999999
020330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,0.29,0.688,,,,0.313,0.25,,,,0.75,0.484,,,,0.516,0.313,,,,0.688,0.261,0.174,0.565
020332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,0.059,0.17600000000000002,,0.118,0.75,,0.125,,0.125,0.625,,,,0.375,0.765,,0.059,,0.17600000000000002,0.625,,0.25,,0.125,0.071,0.071,0.857
020LEA,0.625,,0.188,,0.188,0.438,,0.188,,0.375,0.438,,0.25,,0.313,0.625,,0.125,,0.25,0.625,,0.188,,0.188,0.688,,0.125,,0.188,0.563,,0.063,,0.375,0.063,0.438,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7140000000000001,,,,0.28600000000000003,0.385,,,,0.615,0.615,,,,0.385,0.743,,,,0.257,0.462,,,,0.5379999999999999,0.52,0.16,0.32
030308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.947,,,,0.053,1.0,,,,,0.75,,,,0.25,0.8420000000000001,,,,0.158,1.0,,,,,,0.214,0.7859999999999999
030316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,,0.846,,,0.4,,0.6,,,0.4,,0.6,,,0.154,,0.846,,,0.4,,0.6,,,,0.1,0.9
030320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634,,0.073,,0.293,0.467,,0.133,,0.4,0.5329999999999999,0.067,0.067,,0.333,0.659,0.024,0.122,,0.195,0.5329999999999999,0.067,,,0.4,0.172,0.103,0.7240000000000001
030LEA,,,,,1.0,0.25,,,,0.75,0.25,,,,0.75,0.5,,,,0.5,0.75,,,,0.25,,,,,1.0,0.25,,,,0.75,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
040304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364,,0.273,,0.364,0.667,,,,0.333,0.833,,,,0.16699999999999998,0.545,,0.273,,0.182,0.833,,,,0.16699999999999998,0.222,0.111,0.667
040305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,,,0.5,0.375,0.25,,,0.375,0.25,0.125,,,0.625,,,,,1.0,,0.125,,,0.875,0.5,,0.5
040306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.019,0.132,,0.509,0.209,0.023,0.07,,0.698,0.163,,0.116,,0.721,0.17,0.019,0.113,,0.698,0.163,0.023,0.093,,0.721,0.344,0.031,0.625
040308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.1,,0.1,0.6,,0.2,,0.2,0.6,,,,0.4,0.9,,,,0.1,0.6,,,,0.4,0.125,0.375,0.5
040309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433,,0.2,,0.3670000000000001,0.385,,0.269,,0.34600000000000003,0.34600000000000003,,0.154,,0.5,0.4,,0.16699999999999998,,0.433,0.231,,0.077,,0.6920000000000001,0.579,,0.421
040311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.042,,,0.833,0.16699999999999998,,,,0.833,0.083,,,,0.917,0.125,,,,0.875,0.16699999999999998,,,,0.833,0.353,0.059,0.588
040316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.611,,0.333,,0.056,0.875,,0.125,,,0.75,,0.25,,,0.722,,0.278,,,0.75,,0.25,,,0.091,0.182,0.727
040324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267,,0.267,,0.467,,,0.2,,0.8,0.2,,,,0.8,0.267,,0.2,,0.5329999999999999,0.4,,,,0.6,0.4,,0.6
040328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529,0.029,0.118,,0.324,0.765,,0.059,,0.17600000000000002,0.529,,0.118,,0.353,0.647,,0.08800000000000001,,0.265,0.412,,0.17600000000000002,,0.412,0.08,0.28,0.64
040330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364,,0.364,,0.273,0.5,,,,0.5,0.25,,0.25,,0.5,0.455,0.091,0.182,,0.273,0.5,,0.25,,0.25,0.2,,0.8
040LEA,0.8,,0.1,,0.1,0.8,,0.1,,0.1,0.8,,0.1,,0.1,0.8,,0.1,,0.1,0.8,,0.1,,0.1,0.8,,0.1,,0.1,0.8,,0.1,,0.1,0.5,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.557,,0.23,,0.213,0.524,,0.238,,0.238,0.524,,0.19,,0.28600000000000003,0.639,,0.213,,0.14800000000000002,0.5710000000000001,,0.19,,0.238,0.349,0.18600000000000005,0.465
050305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6759999999999999,,0.027000000000000003,,0.297,0.7,,,,0.3,0.8,,,,0.2,0.703,,,,0.297,0.7,,,,0.3,,0.192,0.8079999999999999
050310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.737,,,,0.263,0.4,,,,0.6,0.8,,,,0.2,0.684,,,,0.316,0.8,,,,0.2,0.034,0.172,0.7929999999999999
050330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318,,0.545,,0.136,0.111,,0.333,,0.556,0.667,,,,0.333,0.5,,0.386,,0.114,0.444,,0.333,,0.222,,0.3670000000000001,0.633
050335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7440000000000001,,0.051,,0.205,0.583,,,,0.417,0.583,,,,0.417,0.846,,,,0.154,0.5,,,,0.5,0.031,0.344,0.625
050LEA,0.636,,0.091,,0.273,0.545,,0.364,,0.091,0.545,,0.273,,0.182,0.636,,0.091,,0.273,0.636,,0.273,,0.091,0.727,,0.182,,0.091,0.727,,0.091,,0.182,0.273,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7390000000000001,,0.174,,0.087,0.75,,,,0.25,0.625,,,,0.375,0.696,,0.087,,0.217,0.75,,,,0.25,0.35700000000000004,0.071,0.5710000000000001
060304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.667,,0.083,1.0,,,,,,,,,1.0,0.5,,0.417,,0.083,,,,,1.0,,0.25,0.75
