agency_code,pct_ap_A_AM7_COURSES2,pct_ap_A_AS7_COURSES2,pct_ap_A_BL7_COURSES2,pct_ap_A_ELS_COURSES2,pct_ap_A_FEM_COURSES2,pct_ap_A_HI7_COURSES2,pct_ap_A_MALE_COURSES2,pct_ap_A_MU7_COURSES2,pct_ap_A_PI7_COURSES2,pct_ap_A_SWD_COURSES2,pct_ap_A_WH7_COURSES2,pct_ap_H_AM7_COURSES2,pct_ap_H_AS7_COURSES2,pct_ap_H_BL7_COURSES2,pct_ap_H_ELS_COURSES2,pct_ap_H_FEM_COURSES2,pct_ap_H_HI7_COURSES2,pct_ap_H_MALE_COURSES2,pct_ap_H_MU7_COURSES2,pct_ap_H_PI7_COURSES2,pct_ap_H_SWD_COURSES2,pct_ap_H_WH7_COURSES2,pct_ap_T_AM7_COURSES2,pct_ap_T_AS7_COURSES2,pct_ap_T_BL7_COURSES2,pct_ap_T_ELS_COURSES2,pct_ap_T_FEM_COURSES2,pct_ap_T_HI7_COURSES2,pct_ap_T_MALE_COURSES2,pct_ap_T_MU7_COURSES2,pct_ap_T_PI7_COURSES2,pct_ap_T_SWD_COURSES2,pct_ap_T_WH7_COURSES2,pct_ccp_A_AM7_COURSES2,pct_ccp_A_AS7_COURSES2,pct_ccp_A_BL7_COURSES2,pct_ccp_A_ELS_COURSES2,pct_ccp_A_FEM_COURSES2,pct_ccp_A_HI7_COURSES2,pct_ccp_A_MALE_COURSES2,pct_ccp_A_MU7_COURSES2,pct_ccp_A_PI7_COURSES2,pct_ccp_A_SWD_COURSES2,pct_ccp_A_WH7_COURSES2,pct_ccp_H_AM7_COURSES2,pct_ccp_H_AS7_COURSES2,pct_ccp_H_BL7_COURSES2,pct_ccp_H_ELS_COURSES2,pct_ccp_H_FEM_COURSES2,pct_ccp_H_HI7_COURSES2,pct_ccp_H_MALE_COURSES2,pct_ccp_H_MU7_COURSES2,pct_ccp_H_PI7_COURSES2,pct_ccp_H_SWD_COURSES2,pct_ccp_H_WH7_COURSES2,pct_ccp_M_FEM_COURSES2,pct_ccp_M_HI7_COURSES2,pct_ccp_M_MALE_COURSES2,pct_ccp_M_MU7_COURSES2,pct_ccp_M_SWD_COURSES2,pct_ccp_M_WH7_COURSES2,pct_ccp_T_AM7_COURSES2,pct_ccp_T_AS7_COURSES2,pct_ccp_T_BL7_COURSES2,pct_ccp_T_ELS_COURSES2,pct_ccp_T_FEM_COURSES2,pct_ccp_T_HI7_COURSES2,pct_ccp_T_MALE_COURSES2,pct_ccp_T_MU7_COURSES2,pct_ccp_T_PI7_COURSES2,pct_ccp_T_SWD_COURSES2,pct_ccp_T_WH7_COURSES2,pct_ib_H_AM7_COURSES2,pct_ib_H_AS7_COURSES2,pct_ib_H_BL7_COURSES2,pct_ib_H_ELS_COURSES2,pct_ib_H_FEM_COURSES2,pct_ib_H_HI7_COURSES2,pct_ib_H_MALE_COURSES2,pct_ib_H_MU7_COURSES2,pct_ib_H_PI7_COURSES2,pct_ib_H_SWD_COURSES2,pct_ib_H_WH7_COURSES2,tot_num_ap_A_AM7_COURSES2,tot_num_ap_A_AS7_COURSES2,tot_num_ap_A_BL7_COURSES2,tot_num_ap_A_ELS_COURSES2,tot_num_ap_A_FEM_COURSES2,tot_num_ap_A_HI7_COURSES2,tot_num_ap_A_MALE_COURSES2,tot_num_ap_A_MU7_COURSES2,tot_num_ap_A_Other_COURSES2,tot_num_ap_A_PI7_COURSES2,tot_num_ap_A_SWD_COURSES2,tot_num_ap_A_WH7_COURSES2,tot_num_ap_H_AM7_COURSES2,tot_num_ap_H_AS7_COURSES2,tot_num_ap_H_BL7_COURSES2,tot_num_ap_H_ELS_COURSES2,tot_num_ap_H_FEM_COURSES2,tot_num_ap_H_HI7_COURSES2,tot_num_ap_H_MALE_COURSES2,tot_num_ap_H_MU7_COURSES2,tot_num_ap_H_Other_COURSES2,tot_num_ap_H_PI7_COURSES2,tot_num_ap_H_SWD_COURSES2,tot_num_ap_H_WH7_COURSES2,tot_num_ap_T_AM7_COURSES2,tot_num_ap_T_AS7_COURSES2,tot_num_ap_T_BL7_COURSES2,tot_num_ap_T_ELS_COURSES2,tot_num_ap_T_FEM_COURSES2,tot_num_ap_T_HI7_COURSES2,tot_num_ap_T_MALE_COURSES2,tot_num_ap_T_MU7_COURSES2,tot_num_ap_T_Other_COURSES2,tot_num_ap_T_PI7_COURSES2,tot_num_ap_T_SWD_COURSES2,tot_num_ap_T_WH7_COURSES2,tot_num_ccp_A_AM7_COURSES2,tot_num_ccp_A_AS7_COURSES2,tot_num_ccp_A_BL7_COURSES2,tot_num_ccp_A_ELS_COURSES2,tot_num_ccp_A_FEM_COURSES2,tot_num_ccp_A_HI7_COURSES2,tot_num_ccp_A_MALE_COURSES2,tot_num_ccp_A_MU7_COURSES2,tot_num_ccp_A_Other_COURSES2,tot_num_ccp_A_PI7_COURSES2,tot_num_ccp_A_SWD_COURSES2,tot_num_ccp_A_WH7_COURSES2,tot_num_ccp_H_AM7_COURSES2,tot_num_ccp_H_AS7_COURSES2,tot_num_ccp_H_BL7_COURSES2,tot_num_ccp_H_ELS_COURSES2,tot_num_ccp_H_FEM_COURSES2,tot_num_ccp_H_HI7_COURSES2,tot_num_ccp_H_MALE_COURSES2,tot_num_ccp_H_MU7_COURSES2,tot_num_ccp_H_Other_COURSES2,tot_num_ccp_H_PI7_COURSES2,tot_num_ccp_H_SWD_COURSES2,tot_num_ccp_H_WH7_COURSES2,tot_num_ccp_M_AM7_COURSES2,tot_num_ccp_M_AS7_COURSES2,tot_num_ccp_M_BL7_COURSES2,tot_num_ccp_M_ELS_COURSES2,tot_num_ccp_M_FEM_COURSES2,tot_num_ccp_M_HI7_COURSES2,tot_num_ccp_M_MALE_COURSES2,tot_num_ccp_M_MU7_COURSES2,tot_num_ccp_M_Other_COURSES2,tot_num_ccp_M_PI7_COURSES2,tot_num_ccp_M_SWD_COURSES2,tot_num_ccp_M_WH7_COURSES2,tot_num_ccp_T_AM7_COURSES2,tot_num_ccp_T_AS7_COURSES2,tot_num_ccp_T_BL7_COURSES2,tot_num_ccp_T_ELS_COURSES2,tot_num_ccp_T_FEM_COURSES2,tot_num_ccp_T_HI7_COURSES2,tot_num_ccp_T_MALE_COURSES2,tot_num_ccp_T_MU7_COURSES2,tot_num_ccp_T_Other_COURSES2,tot_num_ccp_T_PI7_COURSES2,tot_num_ccp_T_SWD_COURSES2,tot_num_ccp_T_WH7_COURSES2,tot_num_ib_H_AM7_COURSES2,tot_num_ib_H_AS7_COURSES2,tot_num_ib_H_BL7_COURSES2,tot_num_ib_H_ELS_COURSES2,tot_num_ib_H_FEM_COURSES2,tot_num_ib_H_HI7_COURSES2,tot_num_ib_H_MALE_COURSES2,tot_num_ib_H_MU7_COURSES2,tot_num_ib_H_Other_COURSES2,tot_num_ib_H_PI7_COURSES2,tot_num_ib_H_SWD_COURSES2,tot_num_ib_H_WH7_COURSES2,year_A_AM7_COURSES2,year_A_AS7_COURSES2,year_A_BL7_COURSES2,year_A_ELS_COURSES2,year_A_FEM_COURSES2,year_A_HI7_COURSES2,year_A_MALE_COURSES2,year_A_MU7_COURSES2,year_A_Other_COURSES2,year_A_PI7_COURSES2,year_A_SWD_COURSES2,year_A_WH7_COURSES2,year_H_AM7_COURSES2,year_H_AS7_COURSES2,year_H_BL7_COURSES2,year_H_ELS_COURSES2,year_H_FEM_COURSES2,year_H_HI7_COURSES2,year_H_MALE_COURSES2,year_H_MU7_COURSES2,year_H_Other_COURSES2,year_H_PI7_COURSES2,year_H_SWD_COURSES2,year_H_WH7_COURSES2,year_M_AM7_COURSES2,year_M_AS7_COURSES2,year_M_BL7_COURSES2,year_M_ELS_COURSES2,year_M_FEM_COURSES2,year_M_HI7_COURSES2,year_M_MALE_COURSES2,year_M_MU7_COURSES2,year_M_Other_COURSES2,year_M_PI7_COURSES2,year_M_SWD_COURSES2,year_M_WH7_COURSES2,year_T_AM7_COURSES2,year_T_AS7_COURSES2,year_T_BL7_COURSES2,year_T_ELS_COURSES2,year_T_FEM_COURSES2,year_T_HI7_COURSES2,year_T_MALE_COURSES2,year_T_MU7_COURSES2,year_T_Other_COURSES2,year_T_PI7_COURSES2,year_T_SWD_COURSES2,year_T_WH7_COURSES2
422315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,45.88,5.0,54.12,5.0,,6.47,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
430341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,32.61,,67.39,26.09,32.61,5.0,,5.0,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
430345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.45,5.0,24.24,12.12,75.76,9.09,,5.0,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0
430346,,,,,,,,,,,,,5.0,11.11,,66.67,17.22,33.33,5.0,,,66.67,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,18.1,5.0,51.92,23.65,48.08,5.0,,5.72,53.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
430371,,,,,,,,,,,,5.0,5.0,21.37,5.0,70.09,16.24,29.91,11.97,,,48.72,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,35.82,5.0,49.64,15.69,50.36,8.09,5.0,5.01,37.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,1396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
430378,,,,,,,,,,,,5.0,5.0,5.0,,59.68,7.26,40.32,5.0,,,83.87,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,24.32,5.01,46.72,18.94,53.28,5.0,5.0,7.65,49.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,1098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
430384,,,,,,,,,,,,,5.0,10.26,,60.68,14.53,39.32,5.13,5.0,5.0,65.81,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,18.55,5.0,49.86,19.56,50.14,5.14,5.0,6.24,55.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,1089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
440326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,44.59,5.0,55.41,5.0,,5.41,89.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
440346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,64.1,5.77,35.9,5.0,5.0,5.0,88.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
440378,,,,,,,,,,,,,5.0,,,61.62,13.13,38.38,5.0,,,84.85,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,43.1,6.43,56.9,5.0,,9.05,89.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
440390,,,,,,,,,,,,5.0,5.0,5.0,,56.56,5.0,43.44,,,5.0,92.62,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,45.79,7.8,54.21,5.0,,8.42,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,808.0,808.0,808.0,808.0,808.0,808.0,808.0,808.0,808.0,808.0,808.0,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
450316,,,,,,,,,,,,,5.0,5.0,,65.63,17.71,34.38,5.0,,,76.04,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,6.93,48.97,29.94,51.03,5.0,5.0,10.91,64.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
450334,,,,,,,,,,,,,5.0,5.0,5.0,60.58,5.29,39.42,5.0,5.0,5.0,86.06,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.32,5.0,45.89,15.36,54.11,5.0,5.0,11.7,70.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
450341,,,,,,,,,,,,,5.0,5.0,,60.12,14.29,39.88,5.36,,5.0,76.79,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,6.24,42.72,30.51,57.28,5.0,5.0,15.12,62.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
450343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.34,40.46,20.61,59.54,8.4,,14.5,66.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0
450352,,,,,,,,,,,,,5.0,,,61.58,5.0,38.42,5.0,,,89.83,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,43.39,9.89,56.61,5.0,5.0,10.75,82.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
450354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,,54.5,25.5,45.5,5.0,,5.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
460320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,79.96,5.0,50.72,5.0,49.28,5.0,5.0,8.38,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
460322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,57.41,,63.58,5.0,36.42,5.0,5.0,,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
460340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,86.36,,50.0,6.06,50.0,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
470312,,,,,,,,,,,,5.0,5.0,33.93,5.0,52.5,25.71,47.5,8.57,,5.0,26.43,,,,,,,,,,,,,,,,,,,,,,,11.42,5.0,43.58,5.0,48.67,19.48,51.33,5.63,5.0,10.02,19.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,1278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
470342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,,61.22,5.0,36.73,6.12,63.27,12.24,,28.57,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0
470443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42,5.0,31.25,5.0,62.5,23.33,37.5,5.0,,5.0,32.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
480316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.27,26.83,70.73,,,,73.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,5.0,47.57,11.65,52.43,5.0,,15.53,56.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0
490307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,9.0,,57.0,14.0,43.0,5.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
