agency_code,count_ALL_PK_ENROLL,count_AM7_PK_ENROLL,count_AS7_PK_ENROLL,count_BL7_PK_ENROLL,count_ELS_PK_ENROLL,count_FEM_PK_ENROLL,count_HI7_PK_ENROLL,count_MALE_PK_ENROLL,count_MU7_PK_ENROLL,count_PI7_PK_ENROLL,count_SWD_PK_ENROLL,count_WH7_PK_ENROLL,pct_ALL_PK_ENROLL,pct_AM7_PK_ENROLL,pct_AS7_PK_ENROLL,pct_BL7_PK_ENROLL,pct_ELS_PK_ENROLL,pct_FEM_PK_ENROLL,pct_HI7_PK_ENROLL,pct_MALE_PK_ENROLL,pct_MU7_PK_ENROLL,pct_PI7_PK_ENROLL,pct_SWD_PK_ENROLL,pct_WH7_PK_ENROLL
080360,18.0,,,14.0,0.0,7.0,1.0,11.0,,,0.0,3.0,1.0,,,0.778,1.0,0.389,0.056,0.611,,,0.0,0.16699999999999998
080362,40.0,,1.0,27.0,0.0,22.0,,18.0,2.0,,0.0,10.0,1.0,,0.025,0.675,1.0,0.55,,0.45,0.05,,0.0,0.25
080LEA,91.0,,1.0,67.0,0.0,45.0,3.0,46.0,2.0,,0.0,18.0,1.0,,0.011,0.736,1.0,0.495,0.033,0.505,0.022,,0.0,0.198
090304,18.0,2.0,,11.0,0.0,10.0,2.0,8.0,,,0.0,3.0,1.0,0.111,,0.611,1.0,0.556,0.111,0.444,,,0.0,0.16699999999999998
090317,52.0,3.0,,11.0,0.0,26.0,4.0,26.0,5.0,,0.0,29.0,1.0,0.058,,0.212,1.0,0.5,0.077,0.5,0.096,,0.0,0.5579999999999999
090318,35.0,1.0,,11.0,0.0,20.0,10.0,15.0,2.0,,0.0,11.0,1.0,0.029,,0.314,1.0,0.5710000000000001,0.28600000000000003,0.429,0.057,,0.0,0.314
090324,33.0,2.0,,8.0,0.0,17.0,6.0,16.0,,,0.0,17.0,1.0,0.061,,0.242,1.0,0.515,0.182,0.485,,,0.0,0.515
090333,55.0,,,27.0,0.0,22.0,11.0,33.0,2.0,,0.0,15.0,1.0,,,0.491,1.0,0.4,0.2,0.6,0.036000000000000004,,0.0,0.273
090352,18.0,,,4.0,0.0,7.0,10.0,11.0,1.0,,0.0,3.0,1.0,,,0.222,1.0,0.389,0.556,0.611,0.056,,0.0,0.16699999999999998
090LEA,211.0,8.0,,72.0,0.0,102.0,43.0,109.0,10.0,,0.0,78.0,1.0,0.038,,0.341,1.0,0.483,0.204,0.517,0.047,,0.0,0.37
100320,6.0,,,,0.0,,2.0,6.0,,,0.0,4.0,1.0,,,,1.0,,0.333,1.0,,,0.0,0.667
100338,6.0,,,,0.0,3.0,1.0,3.0,,,0.0,5.0,1.0,,,,1.0,0.5,0.16699999999999998,0.5,,,0.0,0.833
100339,9.0,,,2.0,0.0,3.0,,6.0,,,0.0,7.0,1.0,,,0.222,1.0,0.333,,0.667,,,0.0,0.778
100342,5.0,,,1.0,0.0,2.0,1.0,3.0,,,0.0,3.0,1.0,,,0.2,1.0,0.4,0.2,0.6,,,0.0,0.6
100LEA,26.0,,,3.0,0.0,8.0,4.0,18.0,,,0.0,19.0,1.0,,,0.115,1.0,0.308,0.154,0.6920000000000001,,,0.0,0.731
111304,13.0,,,4.0,0.0,9.0,1.0,4.0,3.0,,0.0,5.0,1.0,,,0.308,1.0,0.6920000000000001,0.077,0.308,0.231,,0.0,0.385
111306,18.0,,,5.0,0.0,13.0,4.0,5.0,1.0,,0.0,8.0,1.0,,,0.278,1.0,0.722,0.222,0.278,0.056,,0.0,0.444
111307,64.0,,1.0,28.0,0.0,33.0,6.0,31.0,5.0,1.0,0.0,23.0,1.0,,0.016,0.438,1.0,0.516,0.094,0.484,0.078,0.016,0.0,0.359
111332,13.0,,1.0,2.0,0.0,6.0,,7.0,1.0,,0.0,9.0,1.0,,0.077,0.154,1.0,0.462,,0.5379999999999999,0.077,,0.0,0.6920000000000001
111LEA,108.0,,2.0,39.0,0.0,61.0,11.0,47.0,10.0,1.0,0.0,45.0,1.0,,0.019,0.361,1.0,0.565,0.102,0.435,0.093,0.009000000000000001,0.0,0.417
120304,17.0,1.0,2.0,,0.0,9.0,,8.0,2.0,,0.0,12.0,1.0,0.059,0.118,,1.0,0.529,,0.471,0.118,,0.0,0.706
120312,28.0,,2.0,2.0,4.0,14.0,5.0,14.0,,,0.0,19.0,1.0,,0.071,0.071,1.0,0.5,0.179,0.5,,,0.0,0.679
120316,19.0,,3.0,,13.0,10.0,12.0,9.0,1.0,,2.0,3.0,1.0,,0.158,,1.0,0.526,0.632,0.474,0.053,,0.105,0.158
120320,17.0,,2.0,,2.0,11.0,,6.0,,,0.0,15.0,1.0,,0.118,,1.0,0.647,,0.353,,,0.0,0.882
120324,35.0,,1.0,1.0,1.0,17.0,5.0,18.0,2.0,,0.0,26.0,1.0,,0.029,0.029,1.0,0.486,0.14300000000000002,0.514,0.057,,0.0,0.743
120338,32.0,,5.0,,5.0,16.0,3.0,16.0,1.0,,4.0,23.0,1.0,,0.156,,1.0,0.5,0.094,0.5,0.031,,0.125,0.7190000000000001
120340,37.0,,,1.0,28.0,14.0,29.0,23.0,,,2.0,7.0,1.0,,,0.027000000000000003,1.0,0.378,0.784,0.622,,,0.054000000000000006,0.189
120344,19.0,,5.0,,3.0,12.0,,7.0,,,0.0,14.0,1.0,,0.263,,1.0,0.632,,0.368,,,0.0,0.737
120352,5.0,,1.0,,0.0,1.0,,4.0,,,0.0,4.0,1.0,,0.2,,1.0,0.2,,0.8,,,0.0,0.8
120360,18.0,,,,1.0,10.0,,8.0,,,1.0,18.0,1.0,,,,1.0,0.556,,0.444,,,0.056,1.0
120364,17.0,,,2.0,0.0,9.0,2.0,8.0,,,0.0,13.0,1.0,,,0.118,1.0,0.529,0.118,0.471,,,0.0,0.765
120368,34.0,,2.0,,1.0,20.0,1.0,14.0,,,0.0,31.0,1.0,,0.059,,1.0,0.588,0.029,0.412,,,0.0,0.912
120372,19.0,,1.0,1.0,1.0,8.0,1.0,11.0,,,0.0,16.0,1.0,,0.053,0.053,1.0,0.421,0.053,0.579,,,0.0,0.8420000000000001
120374,38.0,,3.0,,2.0,17.0,4.0,21.0,2.0,,0.0,29.0,1.0,,0.079,,1.0,0.447,0.105,0.5529999999999999,0.053,,0.0,0.763
120380,19.0,,1.0,,1.0,6.0,2.0,13.0,,,0.0,16.0,1.0,,0.053,,1.0,0.316,0.105,0.684,,,0.0,0.8420000000000001
120386,18.0,,,,0.0,9.0,,9.0,1.0,,0.0,17.0,1.0,,,,1.0,0.5,,0.5,0.056,,0.0,0.944
120LEA,372.0,1.0,28.0,7.0,62.0,183.0,64.0,189.0,9.0,,9.0,263.0,1.0,0.003,0.075,0.019,1.0,0.4920000000000001,0.172,0.508,0.024,,0.024,0.7070000000000001
130321,18.0,,,8.0,0.0,10.0,8.0,8.0,,,0.0,2.0,1.0,,,0.444,1.0,0.556,0.444,0.444,,,0.0,0.111
130329,36.0,,,9.0,0.0,20.0,15.0,16.0,1.0,,0.0,11.0,1.0,,,0.25,1.0,0.556,0.417,0.444,0.028,,0.0,0.306
130340,36.0,,1.0,14.0,0.0,18.0,10.0,18.0,5.0,,0.0,6.0,1.0,,0.028,0.389,1.0,0.5,0.278,0.5,0.139,,0.0,0.16699999999999998
130342,18.0,,,4.0,0.0,14.0,4.0,4.0,3.0,,0.0,7.0,1.0,,,0.222,1.0,0.778,0.222,0.222,0.16699999999999998,,0.0,0.389
130LEA,108.0,,1.0,35.0,0.0,62.0,37.0,46.0,9.0,,0.0,26.0,1.0,,0.009000000000000001,0.324,1.0,0.574,0.343,0.426,0.083,,0.0,0.241
132308,4.0,,,3.0,0.0,2.0,1.0,2.0,,,0.0,,1.0,,,0.75,1.0,0.5,0.25,0.5,,,0.0,
132336,72.0,,2.0,30.0,0.0,36.0,17.0,36.0,5.0,,0.0,18.0,1.0,,0.028,0.417,1.0,0.5,0.236,0.5,0.069,,0.0,0.25
132LEA,76.0,,2.0,33.0,0.0,38.0,18.0,38.0,5.0,,0.0,18.0,1.0,,0.026,0.434,1.0,0.5,0.237,0.5,0.066,,0.0,0.237
140304,15.0,,,,0.0,6.0,1.0,9.0,2.0,,0.0,12.0,1.0,,,,1.0,0.4,0.067,0.6,0.133,,0.0,0.8
140312,7.0,,,2.0,1.0,4.0,2.0,3.0,1.0,,0.0,2.0,1.0,,,0.28600000000000003,1.0,0.5710000000000001,0.28600000000000003,0.429,0.14300000000000002,,0.0,0.28600000000000003
140316,26.0,,,,0.0,12.0,2.0,14.0,,,0.0,24.0,1.0,,,,1.0,0.462,0.077,0.5379999999999999,,,0.0,0.923
140324,15.0,,,,0.0,5.0,,10.0,2.0,,0.0,13.0,1.0,,,,1.0,0.333,,0.667,0.133,,0.0,0.867
140340,15.0,,,1.0,1.0,3.0,1.0,12.0,,,1.0,13.0,1.0,,,0.067,1.0,0.2,0.067,0.8,,,0.067,0.867
140344,11.0,,,,0.0,4.0,,7.0,,,0.0,11.0,1.0,,,,1.0,0.364,,0.636,,,0.0,1.0
140352,26.0,,,,3.0,9.0,5.0,17.0,1.0,,1.0,20.0,1.0,,,,1.0,0.34600000000000003,0.192,0.654,0.038,,0.038,0.769
140360,5.0,,,1.0,0.0,2.0,,3.0,,,0.0,4.0,1.0,,,0.2,1.0,0.4,,0.6,,,0.0,0.8
140384,24.0,,,,2.0,8.0,5.0,16.0,1.0,,0.0,18.0,1.0,,,,1.0,0.333,0.208,0.667,0.042,,0.0,0.75
140388,14.0,,,1.0,1.0,8.0,3.0,6.0,,,0.0,10.0,1.0,,,0.071,1.0,0.5710000000000001,0.214,0.429,,,0.0,0.7140000000000001
140396,24.0,,,,1.0,11.0,3.0,13.0,1.0,,0.0,20.0,1.0,,,,1.0,0.458,0.125,0.542,0.042,,0.0,0.833
140LEA,182.0,,,5.0,9.0,72.0,22.0,110.0,8.0,,2.0,147.0,1.0,,,0.027000000000000003,1.0,0.396,0.121,0.604,0.044,,0.011,0.8079999999999999
150308,47.0,,1.0,5.0,0.0,20.0,3.0,27.0,6.0,,0.0,32.0,1.0,,0.021,0.106,1.0,0.426,0.064,0.574,0.128,,0.0,0.6809999999999999
150LEA,47.0,,1.0,5.0,0.0,20.0,3.0,27.0,6.0,,0.0,32.0,1.0,,0.021,0.106,1.0,0.426,0.064,0.574,0.128,,0.0,0.6809999999999999
160304,9.0,,1.0,,0.0,7.0,1.0,2.0,,,0.0,7.0,1.0,,0.111,,1.0,0.778,0.111,0.222,,,0.0,0.778
160306,14.0,,,,0.0,5.0,3.0,9.0,1.0,,0.0,10.0,1.0,,,,1.0,0.35700000000000004,0.214,0.643,0.071,,0.0,0.7140000000000001
160308,14.0,,,6.0,0.0,10.0,,4.0,2.0,,0.0,6.0,1.0,,,0.429,1.0,0.7140000000000001,,0.28600000000000003,0.14300000000000002,,0.0,0.429
160322,14.0,,1.0,1.0,0.0,7.0,6.0,7.0,2.0,,0.0,4.0,1.0,,0.071,0.071,1.0,0.5,0.429,0.5,0.14300000000000002,,0.0,0.28600000000000003
160324,14.0,,,1.0,0.0,5.0,1.0,9.0,,,0.0,12.0,1.0,,,0.071,1.0,0.35700000000000004,0.071,0.643,,,0.0,0.857
160332,14.0,,,,0.0,7.0,1.0,7.0,,,0.0,13.0,1.0,,,,1.0,0.5,0.071,0.5,,,0.0,0.929
160352,14.0,,,,0.0,7.0,1.0,7.0,1.0,,0.0,12.0,1.0,,,,1.0,0.5,0.071,0.5,0.071,,0.0,0.857
160LEA,93.0,,2.0,8.0,0.0,48.0,13.0,45.0,6.0,,0.0,64.0,1.0,,0.022,0.086,1.0,0.516,0.14,0.484,0.065,,0.0,0.688
170334,18.0,,,2.0,0.0,14.0,3.0,4.0,3.0,,0.0,10.0,1.0,,,0.111,1.0,0.778,0.16699999999999998,0.222,0.16699999999999998,,0.0,0.556
170339,25.0,,,11.0,0.0,8.0,2.0,17.0,,,0.0,12.0,1.0,,,0.44,1.0,0.32,0.08,0.68,,,0.0,0.48
170342,17.0,,,5.0,0.0,8.0,3.0,9.0,,,0.0,9.0,1.0,,,0.294,1.0,0.471,0.17600000000000002,0.529,,,0.0,0.529
170LEA,60.0,,,18.0,0.0,30.0,8.0,30.0,3.0,,0.0,31.0,1.0,,,0.3,1.0,0.5,0.133,0.5,0.05,,0.0,0.517
180304,18.0,,,,2.0,9.0,3.0,9.0,3.0,,0.0,12.0,1.0,,,,1.0,0.5,0.16699999999999998,0.5,0.16699999999999998,,0.0,0.667
180324,17.0,,,,1.0,10.0,1.0,7.0,,,1.0,16.0,1.0,,,,1.0,0.588,0.059,0.412,,,0.059,0.941
180332,16.0,,3.0,2.0,1.0,5.0,5.0,11.0,1.0,,0.0,5.0,1.0,,0.188,0.125,1.0,0.313,0.313,0.688,0.063,,0.0,0.313
180343,17.0,,4.0,,2.0,13.0,,4.0,,,0.0,13.0,1.0,,0.235,,1.0,0.765,,0.235,,,0.0,0.765
180356,18.0,,2.0,1.0,1.0,8.0,1.0,10.0,4.0,,0.0,10.0,1.0,,0.111,0.056,1.0,0.444,0.056,0.556,0.222,,0.0,0.556
180360,33.0,,3.0,2.0,4.0,18.0,7.0,15.0,5.0,,0.0,16.0,1.0,,0.091,0.061,1.0,0.545,0.212,0.455,0.152,,0.0,0.485
180372,23.0,,1.0,4.0,4.0,11.0,8.0,12.0,,,1.0,10.0,1.0,,0.043,0.174,1.0,0.478,0.348,0.522,,,0.043,0.435
180379,18.0,,,1.0,3.0,8.0,4.0,10.0,2.0,,0.0,11.0,1.0,,,0.056,1.0,0.444,0.222,0.556,0.111,,0.0,0.611
180380,18.0,,1.0,1.0,2.0,10.0,2.0,8.0,2.0,,0.0,12.0,1.0,,0.056,0.056,1.0,0.556,0.111,0.444,0.111,,0.0,0.667
180388,16.0,,1.0,,9.0,7.0,9.0,9.0,,,2.0,6.0,1.0,,0.063,,1.0,0.438,0.563,0.563,,,0.125,0.375
180LEA,194.0,,15.0,11.0,29.0,99.0,40.0,95.0,17.0,,4.0,111.0,1.0,,0.077,0.057,1.0,0.51,0.206,0.49,0.08800000000000001,,0.021,0.5720000000000001
181336,26.0,,,5.0,0.0,10.0,9.0,16.0,,,0.0,12.0,1.0,,,0.192,1.0,0.385,0.34600000000000003,0.615,,,0.0,0.462
181342,28.0,,1.0,1.0,0.0,13.0,15.0,15.0,2.0,,0.0,9.0,1.0,,0.036000000000000004,0.036000000000000004,1.0,0.464,0.536,0.536,0.071,,0.0,0.321
181344,16.0,,1.0,3.0,0.0,7.0,8.0,9.0,1.0,,0.0,3.0,1.0,,0.063,0.188,1.0,0.438,0.5,0.563,0.063,,0.0,0.188
181LEA,70.0,,2.0,9.0,0.0,30.0,32.0,40.0,3.0,,0.0,24.0,1.0,,0.029,0.129,1.0,0.429,0.457,0.5710000000000001,0.043,,0.0,0.343
182304,3.0,,,,0.0,2.0,1.0,1.0,,,0.0,2.0,1.0,,,,1.0,0.667,0.333,0.333,,,0.0,0.667
182322,14.0,,,1.0,0.0,8.0,6.0,6.0,,,0.0,7.0,1.0,,,0.071,1.0,0.5710000000000001,0.429,0.429,,,0.0,0.5
182324,17.0,,1.0,2.0,0.0,11.0,5.0,6.0,2.0,,0.0,7.0,1.0,,0.059,0.118,1.0,0.647,0.294,0.353,0.118,,0.0,0.412
182328,18.0,,,2.0,0.0,9.0,10.0,9.0,1.0,,0.0,5.0,1.0,,,0.111,1.0,0.5,0.556,0.5,0.056,,0.0,0.278
182LEA,52.0,,1.0,5.0,0.0,30.0,22.0,22.0,3.0,,0.0,21.0,1.0,,0.019,0.096,1.0,0.5770000000000001,0.423,0.423,0.058,,0.0,0.404
190304,20.0,,,,0.0,9.0,2.0,11.0,,,0.0,18.0,1.0,,,,1.0,0.45,0.1,0.55,,,0.0,0.9
190340,16.0,,,2.0,0.0,10.0,3.0,6.0,3.0,,0.0,8.0,1.0,,,0.125,1.0,0.625,0.188,0.375,0.188,,0.0,0.5
190341,50.0,,,8.0,0.0,20.0,17.0,30.0,1.0,,0.0,24.0,1.0,,,0.16,1.0,0.4,0.34,0.6,0.02,,0.0,0.48
190346,37.0,,3.0,3.0,0.0,16.0,7.0,21.0,3.0,,0.0,21.0,1.0,,0.081,0.081,1.0,0.4320000000000001,0.189,0.568,0.081,,0.0,0.568
190348,21.0,,2.0,3.0,0.0,13.0,5.0,8.0,1.0,,0.0,10.0,1.0,,0.095,0.14300000000000002,1.0,0.619,0.238,0.381,0.048,,0.0,0.476
190350,54.0,,,9.0,0.0,24.0,37.0,30.0,1.0,,0.0,7.0,1.0,,,0.16699999999999998,1.0,0.444,0.685,0.556,0.019,,0.0,0.13
190370,45.0,1.0,,7.0,0.0,24.0,26.0,21.0,2.0,,0.0,9.0,1.0,0.022,,0.156,1.0,0.5329999999999999,0.578,0.467,0.044,,0.0,0.2
190LEA,243.0,1.0,5.0,32.0,0.0,116.0,97.0,127.0,11.0,,0.0,97.0,1.0,0.004,0.021,0.132,1.0,0.477,0.399,0.523,0.045,,0.0,0.399
200304,28.0,1.0,,1.0,0.0,12.0,1.0,16.0,4.0,,0.0,21.0,1.0,0.036000000000000004,,0.036000000000000004,1.0,0.429,0.036000000000000004,0.5710000000000001,0.14300000000000002,,0.0,0.75
200312,8.0,,,,0.0,4.0,1.0,4.0,,,0.0,7.0,1.0,,,,1.0,0.5,0.125,0.5,,,0.0,0.875
200320,14.0,1.0,,,0.0,10.0,,4.0,,,0.0,13.0,1.0,0.071,,,1.0,0.7140000000000001,,0.28600000000000003,,,0.0,0.929
200324,35.0,1.0,,,0.0,16.0,1.0,19.0,1.0,,0.0,32.0,1.0,0.029,,,1.0,0.457,0.029,0.5429999999999999,0.029,,0.0,0.914
200332,18.0,1.0,,,0.0,11.0,2.0,7.0,,,0.0,15.0,1.0,0.056,,,1.0,0.611,0.111,0.389,,,0.0,0.833
200336,17.0,,,,0.0,9.0,1.0,8.0,1.0,,0.0,15.0,1.0,,,,1.0,0.529,0.059,0.471,0.059,,0.0,0.882
200LEA,120.0,4.0,,1.0,0.0,62.0,6.0,58.0,6.0,,0.0,103.0,1.0,0.033,,0.008,1.0,0.517,0.05,0.483,0.05,,0.0,0.858
210316,60.0,,1.0,25.0,0.0,26.0,12.0,34.0,3.0,,0.0,19.0,1.0,,0.017,0.417,1.0,0.433,0.2,0.5670000000000001,0.05,,0.0,0.317
210LEA,60.0,,1.0,25.0,0.0,26.0,12.0,34.0,3.0,,0.0,19.0,1.0,,0.017,0.417,1.0,0.433,0.2,0.5670000000000001,0.05,,0.0,0.317
220308,64.0,,,2.0,0.0,28.0,4.0,36.0,,,0.0,58.0,1.0,,,0.031,1.0,0.438,0.063,0.563,,,0.0,0.906
220LEA,64.0,,,2.0,0.0,28.0,4.0,36.0,,,0.0,58.0,1.0,,,0.031,1.0,0.438,0.063,0.563,,,0.0,0.906
230304,30.0,,1.0,11.0,0.0,15.0,5.0,15.0,,,0.0,13.0,1.0,,0.033,0.3670000000000001,1.0,0.5,0.16699999999999998,0.5,,,0.0,0.433
230308,33.0,,,9.0,0.0,21.0,,12.0,3.0,,0.0,21.0,1.0,,,0.273,1.0,0.636,,0.364,0.091,,0.0,0.636
230320,16.0,,,,0.0,6.0,,10.0,1.0,,0.0,15.0,1.0,,,,1.0,0.375,,0.625,0.063,,0.0,0.938
230334,16.0,,,6.0,0.0,7.0,1.0,9.0,,,0.0,9.0,1.0,,,0.375,1.0,0.438,0.063,0.563,,,0.0,0.563
230340,34.0,,,6.0,0.0,21.0,1.0,13.0,1.0,,0.0,26.0,1.0,,,0.17600000000000002,1.0,0.618,0.029,0.382,0.029,,0.0,0.765
230342,33.0,,,23.0,0.0,12.0,4.0,21.0,3.0,1.0,0.0,2.0,1.0,,,0.6970000000000001,1.0,0.364,0.121,0.636,0.091,0.03,0.0,0.061
230344,27.0,,,5.0,0.0,12.0,1.0,15.0,1.0,,0.0,20.0,1.0,,,0.185,1.0,0.444,0.037000000000000005,0.556,0.037000000000000005,,0.0,0.741
230346,61.0,,,46.0,0.0,34.0,2.0,27.0,,1.0,0.0,12.0,1.0,,,0.754,1.0,0.557,0.033,0.443,,0.016,0.0,0.197
230348,23.0,,,11.0,0.0,11.0,3.0,12.0,2.0,,0.0,7.0,1.0,,,0.478,1.0,0.478,0.13,0.522,0.087,,0.0,0.304
230355,29.0,,1.0,14.0,0.0,14.0,2.0,15.0,3.0,,0.0,9.0,1.0,,0.034,0.483,1.0,0.483,0.069,0.517,0.103,,0.0,0.31
