agency_code,count_ALL_PK_ENROLL,count_AM7_PK_ENROLL,count_AS7_PK_ENROLL,count_BL7_PK_ENROLL,count_ELS_PK_ENROLL,count_FEM_PK_ENROLL,count_HI7_PK_ENROLL,count_MALE_PK_ENROLL,count_MU7_PK_ENROLL,count_PI7_PK_ENROLL,count_SWD_PK_ENROLL,count_WH7_PK_ENROLL
600369,30.0,,11.0,3.0,0.0,13.0,15.0,17.0,,,0.0,1.0
600374,30.0,,2.0,24.0,0.0,16.0,4.0,14.0,,,0.0,
600385,27.0,,14.0,3.0,0.0,6.0,3.0,21.0,,,0.0,7.0
600398,37.0,,1.0,19.0,0.0,13.0,15.0,24.0,,,0.0,2.0
600408,259.0,1.0,28.0,79.0,0.0,129.0,140.0,130.0,3.0,,0.0,8.0
600409,36.0,,3.0,21.0,0.0,17.0,5.0,19.0,,,0.0,7.0
600410,120.0,,8.0,48.0,0.0,59.0,54.0,61.0,2.0,,0.0,8.0
600412,35.0,,1.0,6.0,0.0,15.0,28.0,20.0,,,0.0,
600413,54.0,,8.0,23.0,0.0,25.0,1.0,29.0,1.0,,0.0,21.0
600414,58.0,,3.0,33.0,0.0,24.0,21.0,34.0,,,0.0,1.0
600416,38.0,1.0,,23.0,0.0,21.0,11.0,17.0,1.0,,0.0,2.0
600418,37.0,,2.0,26.0,0.0,20.0,7.0,17.0,1.0,,0.0,1.0
600422,52.0,,3.0,4.0,0.0,16.0,40.0,36.0,,,0.0,5.0
600424,55.0,,21.0,8.0,0.0,25.0,24.0,30.0,,,0.0,2.0
600432,52.0,,6.0,19.0,0.0,21.0,26.0,31.0,1.0,,0.0,
600435,28.0,,1.0,15.0,0.0,11.0,1.0,17.0,,1.0,0.0,10.0
600436,61.0,1.0,11.0,13.0,0.0,26.0,33.0,35.0,,,0.0,3.0
600440,41.0,,5.0,14.0,0.0,20.0,18.0,21.0,3.0,,0.0,1.0
600442,36.0,,,10.0,0.0,12.0,23.0,24.0,1.0,,0.0,2.0
600444,32.0,,1.0,16.0,0.0,8.0,4.0,24.0,,,0.0,11.0
600447,30.0,,9.0,8.0,0.0,12.0,4.0,18.0,1.0,,0.0,8.0
600449,34.0,,8.0,12.0,0.0,13.0,3.0,21.0,,,0.0,11.0
600453,47.0,,2.0,12.0,0.0,22.0,33.0,25.0,,,0.0,
600454,9.0,,1.0,2.0,0.0,7.0,5.0,2.0,,,0.0,1.0
600459,70.0,,2.0,11.0,0.0,32.0,54.0,38.0,,,0.0,3.0
600462,32.0,,,17.0,0.0,14.0,11.0,18.0,1.0,,0.0,3.0
600463,29.0,,4.0,19.0,0.0,19.0,4.0,10.0,,,0.0,2.0
600468,73.0,,8.0,38.0,0.0,40.0,22.0,33.0,2.0,,0.0,3.0
600471,47.0,,3.0,7.0,0.0,22.0,36.0,25.0,1.0,,0.0,
600492,71.0,,11.0,8.0,0.0,35.0,6.0,36.0,4.0,,0.0,42.0
600494,58.0,,2.0,31.0,0.0,30.0,21.0,28.0,,,0.0,4.0
600501,40.0,,4.0,13.0,0.0,13.0,17.0,27.0,1.0,,0.0,5.0
600503,74.0,,11.0,23.0,0.0,31.0,38.0,43.0,,,0.0,2.0
600512,47.0,,5.0,19.0,0.0,22.0,17.0,25.0,1.0,,0.0,5.0
600515,36.0,,1.0,22.0,0.0,15.0,11.0,21.0,1.0,,0.0,1.0
600516,47.0,,,26.0,0.0,16.0,17.0,31.0,,,0.0,4.0
600517,32.0,,3.0,23.0,0.0,13.0,5.0,19.0,,,0.0,1.0
600519,124.0,1.0,2.0,73.0,0.0,50.0,43.0,74.0,1.0,,0.0,4.0
600527,27.0,,1.0,11.0,0.0,13.0,13.0,14.0,,,0.0,2.0
600534,47.0,,7.0,9.0,0.0,16.0,22.0,31.0,4.0,,0.0,5.0
600545,33.0,1.0,,2.0,0.0,15.0,30.0,18.0,,,0.0,
600550,64.0,,,9.0,0.0,27.0,51.0,37.0,,,0.0,4.0
600566,108.0,1.0,6.0,41.0,0.0,52.0,51.0,56.0,3.0,1.0,0.0,5.0
600574,19.0,,,18.0,0.0,12.0,1.0,7.0,,,0.0,
600586,62.0,,4.0,28.0,0.0,14.0,29.0,48.0,,,0.0,1.0
600587,57.0,,10.0,15.0,0.0,26.0,30.0,31.0,,,0.0,2.0
600588,44.0,,6.0,15.0,0.0,14.0,15.0,30.0,1.0,,0.0,7.0
600589,76.0,,13.0,15.0,0.0,34.0,43.0,42.0,2.0,,0.0,3.0
600LEA,2972.0,6.0,288.0,1102.0,0.0,1317.0,1245.0,1655.0,48.0,2.0,0.0,281.0
620312,37.0,,1.0,7.0,0.0,27.0,22.0,10.0,2.0,,0.0,5.0
620318,37.0,,,9.0,0.0,21.0,16.0,16.0,2.0,,0.0,10.0
620324,17.0,1.0,,11.0,0.0,9.0,1.0,8.0,,,0.0,4.0
620334,32.0,,,4.0,0.0,18.0,14.0,14.0,2.0,,0.0,12.0
620336,18.0,,,4.0,0.0,11.0,4.0,7.0,1.0,,0.0,9.0
620LEA,141.0,1.0,1.0,35.0,0.0,86.0,57.0,55.0,7.0,,0.0,40.0
630304,12.0,,,7.0,0.0,6.0,1.0,6.0,3.0,,0.0,1.0
630316,10.0,,,1.0,0.0,2.0,2.0,8.0,,,0.0,7.0
630348,35.0,,,4.0,0.0,22.0,20.0,13.0,1.0,,0.0,10.0
630352,24.0,,,10.0,0.0,13.0,1.0,11.0,2.0,,0.0,11.0
630364,18.0,,,3.0,0.0,6.0,3.0,12.0,1.0,,0.0,11.0
630368,10.0,,,3.0,0.0,6.0,1.0,4.0,1.0,,0.0,5.0
630LEA,109.0,,,28.0,0.0,55.0,28.0,54.0,8.0,,0.0,45.0
640302,56.0,,,47.0,0.0,21.0,2.0,35.0,,,0.0,7.0
640304,16.0,,,2.0,8.0,8.0,8.0,8.0,2.0,,2.0,4.0
640316,15.0,,,7.0,0.0,6.0,1.0,9.0,,,0.0,7.0
640324,50.0,,,21.0,6.0,24.0,11.0,26.0,2.0,1.0,2.0,15.0
640336,36.0,,,8.0,13.0,16.0,18.0,20.0,,,0.0,10.0
640348,17.0,,,11.0,0.0,8.0,1.0,9.0,1.0,,0.0,4.0
640376,11.0,,,4.0,0.0,2.0,3.0,9.0,1.0,,0.0,3.0
640384,18.0,,,13.0,1.0,9.0,1.0,9.0,2.0,,0.0,2.0
640396,16.0,,,14.0,1.0,6.0,2.0,10.0,,,0.0,
640400,23.0,,,14.0,2.0,7.0,2.0,16.0,,,0.0,7.0
640LEA,258.0,,,141.0,31.0,107.0,49.0,151.0,8.0,1.0,4.0,59.0
650309,18.0,,,5.0,0.0,9.0,7.0,9.0,1.0,,0.0,5.0
650312,36.0,,3.0,25.0,0.0,24.0,4.0,12.0,1.0,,0.0,3.0
650404,36.0,,1.0,16.0,0.0,17.0,13.0,19.0,2.0,,0.0,4.0
650420,37.0,,2.0,2.0,0.0,16.0,8.0,21.0,2.0,,0.0,23.0
650LEA,127.0,,6.0,48.0,0.0,66.0,32.0,61.0,6.0,,0.0,35.0
660306,28.0,,,21.0,0.0,13.0,1.0,15.0,2.0,,0.0,4.0
660320,49.0,,1.0,44.0,0.0,24.0,1.0,25.0,,,0.0,3.0
660360,25.0,,,15.0,0.0,9.0,4.0,16.0,,,0.0,6.0
660LEA,102.0,,1.0,80.0,0.0,46.0,6.0,56.0,2.0,,0.0,13.0
670314,27.0,,,2.0,0.0,15.0,3.0,12.0,4.0,,0.0,18.0
670330,41.0,,1.0,6.0,0.0,18.0,15.0,23.0,3.0,,0.0,16.0
670335,32.0,,1.0,7.0,0.0,10.0,2.0,22.0,5.0,1.0,0.0,16.0
670343,39.0,,,3.0,0.0,21.0,12.0,18.0,1.0,,0.0,23.0
670346,53.0,,,12.0,0.0,22.0,9.0,31.0,7.0,,0.0,25.0
670LEA,192.0,,2.0,30.0,0.0,86.0,41.0,106.0,20.0,1.0,0.0,98.0
680308,1.0,,,,0.0,,,1.0,,,0.0,1.0
680312,13.0,,,4.0,0.0,5.0,5.0,8.0,,,0.0,4.0
680324,4.0,,,,0.0,,2.0,4.0,,,0.0,2.0
680330,13.0,,,1.0,0.0,5.0,9.0,8.0,1.0,,0.0,2.0
680336,27.0,,,5.0,0.0,8.0,10.0,19.0,2.0,,0.0,10.0
680LEA,58.0,,,10.0,0.0,18.0,26.0,40.0,3.0,,0.0,19.0
681300,5.0,,1.0,1.0,1.0,1.0,2.0,4.0,,,1.0,1.0
681311,1.0,,,,0.0,,,1.0,,,0.0,1.0
681326,5.0,,2.0,,3.0,3.0,,2.0,1.0,,3.0,2.0
681330,6.0,,1.0,2.0,0.0,2.0,,4.0,,,0.0,3.0
681332,1.0,,1.0,,1.0,,,1.0,,,1.0,
681334,6.0,,,3.0,1.0,1.0,1.0,5.0,,,1.0,2.0
681LEA,24.0,,5.0,6.0,6.0,7.0,3.0,17.0,1.0,,6.0,9.0
690324,41.0,2.0,,6.0,0.0,23.0,3.0,18.0,5.0,,0.0,25.0
690LEA,41.0,2.0,,6.0,0.0,23.0,3.0,18.0,5.0,,0.0,25.0
700324,152.0,1.0,1.0,51.0,17.0,80.0,30.0,72.0,12.0,,0.0,57.0
700LEA,152.0,1.0,1.0,51.0,17.0,80.0,30.0,72.0,12.0,,0.0,57.0
710312,34.0,,,12.0,4.0,16.0,9.0,18.0,4.0,,0.0,9.0
710316,15.0,,,11.0,0.0,7.0,2.0,8.0,1.0,,0.0,1.0
710323,18.0,,,,0.0,10.0,2.0,8.0,2.0,,0.0,14.0
710324,47.0,,,15.0,5.0,18.0,13.0,29.0,3.0,,3.0,16.0
710326,24.0,,,7.0,0.0,9.0,6.0,15.0,1.0,,0.0,10.0
710332,69.0,,,6.0,15.0,33.0,34.0,36.0,3.0,,1.0,26.0
710344,1.0,,,,0.0,,,1.0,,,0.0,1.0
710347,4.0,,,,0.0,2.0,2.0,2.0,,,0.0,2.0
710LEA,212.0,,,51.0,24.0,95.0,68.0,117.0,14.0,,4.0,79.0
720304,36.0,,,10.0,0.0,17.0,1.0,19.0,,,0.0,25.0
720LEA,36.0,,,10.0,0.0,17.0,1.0,19.0,,,0.0,25.0
730356,50.0,,,33.0,0.0,21.0,,29.0,,,0.0,17.0
730LEA,50.0,,,33.0,0.0,21.0,,29.0,,,0.0,17.0
740304,34.0,,,18.0,0.0,19.0,4.0,15.0,2.0,,0.0,10.0
740310,22.0,,,5.0,0.0,8.0,16.0,14.0,,,0.0,1.0
740320,18.0,,,10.0,0.0,11.0,3.0,7.0,,,0.0,5.0
740330,18.0,,,13.0,0.0,8.0,1.0,10.0,,,0.0,4.0
740332,16.0,,,2.0,0.0,7.0,6.0,9.0,,,0.0,8.0
740352,16.0,,,4.0,0.0,8.0,5.0,8.0,,,0.0,7.0
740358,18.0,,,3.0,0.0,8.0,9.0,10.0,,,0.0,6.0
740360,34.0,,,23.0,0.0,21.0,3.0,13.0,,,0.0,8.0
740368,14.0,,,9.0,0.0,9.0,2.0,5.0,,,0.0,3.0
740375,36.0,,,14.0,0.0,16.0,17.0,20.0,2.0,,0.0,3.0
740376,17.0,,,8.0,0.0,6.0,8.0,11.0,,,0.0,1.0
740378,224.0,,3.0,149.0,0.0,98.0,31.0,126.0,11.0,1.0,0.0,29.0
740380,18.0,,1.0,9.0,0.0,9.0,,9.0,2.0,,0.0,6.0
740396,9.0,,,4.0,0.0,5.0,,4.0,1.0,,0.0,4.0
740406,17.0,,1.0,5.0,0.0,7.0,5.0,10.0,1.0,,0.0,5.0
740LEA,511.0,,5.0,276.0,0.0,240.0,110.0,271.0,19.0,1.0,0.0,100.0
750304,44.0,,,4.0,0.0,22.0,14.0,22.0,,,0.0,26.0
750314,41.0,,,1.0,0.0,16.0,6.0,25.0,3.0,,0.0,31.0
750320,16.0,,,,0.0,10.0,1.0,6.0,,,0.0,15.0
750328,12.0,,,,0.0,8.0,,4.0,,,0.0,12.0
750LEA,113.0,,,5.0,0.0,56.0,21.0,57.0,3.0,,0.0,84.0
760331,15.0,,,,0.0,4.0,5.0,11.0,,,0.0,10.0
760332,30.0,,,,0.0,16.0,17.0,14.0,1.0,,0.0,12.0
760340,27.0,,,3.0,0.0,13.0,13.0,14.0,1.0,,0.0,10.0
760359,39.0,,,1.0,0.0,18.0,17.0,21.0,1.0,,0.0,20.0
760364,18.0,,,,0.0,8.0,1.0,10.0,,,0.0,17.0
760368,58.0,1.0,9.0,4.0,0.0,31.0,11.0,27.0,3.0,,0.0,30.0
760LEA,187.0,1.0,9.0,8.0,0.0,90.0,64.0,97.0,6.0,,0.0,99.0
770318,31.0,1.0,,13.0,4.0,16.0,7.0,15.0,1.0,,0.0,9.0
770340,16.0,2.0,,9.0,1.0,8.0,4.0,8.0,,,0.0,1.0
770344,30.0,,,7.0,9.0,12.0,13.0,18.0,2.0,,0.0,8.0
770346,43.0,,,20.0,2.0,19.0,2.0,24.0,3.0,,0.0,18.0
770368,32.0,1.0,,6.0,8.0,13.0,11.0,19.0,2.0,,1.0,12.0
770370,15.0,,,6.0,2.0,4.0,3.0,11.0,2.0,,0.0,4.0
770LEA,167.0,4.0,,61.0,26.0,72.0,40.0,95.0,10.0,,1.0,52.0
780320,16.0,13.0,,,0.0,5.0,,11.0,1.0,,0.0,2.0
780322,53.0,18.0,,13.0,0.0,30.0,11.0,23.0,3.0,,0.0,8.0
780328,15.0,8.0,,,0.0,6.0,4.0,9.0,3.0,,0.0,
780329,14.0,,1.0,5.0,0.0,8.0,4.0,6.0,1.0,,0.0,3.0
780340,30.0,6.0,,6.0,0.0,16.0,2.0,14.0,2.0,,0.0,14.0
780344,29.0,7.0,,1.0,0.0,14.0,19.0,15.0,,,0.0,2.0
780356,16.0,12.0,,,0.0,5.0,2.0,11.0,1.0,,0.0,1.0
780360,17.0,3.0,,5.0,0.0,6.0,2.0,11.0,3.0,,0.0,4.0
780364,31.0,28.0,,,0.0,16.0,1.0,15.0,2.0,,0.0,
780374,16.0,3.0,1.0,2.0,0.0,7.0,9.0,9.0,,,0.0,1.0
780376,34.0,15.0,,3.0,0.0,14.0,14.0,20.0,2.0,,0.0,
780384,31.0,31.0,,,0.0,19.0,,12.0,,,0.0,
780390,16.0,5.0,,7.0,0.0,9.0,1.0,7.0,2.0,,0.0,1.0
780392,16.0,4.0,,,0.0,4.0,12.0,12.0,,,0.0,
780394,16.0,7.0,,8.0,0.0,6.0,,10.0,1.0,,0.0,
780398,16.0,1.0,,7.0,0.0,8.0,5.0,8.0,2.0,,0.0,1.0
780400,32.0,4.0,,4.0,0.0,17.0,17.0,15.0,1.0,,0.0,6.0
780408,27.0,12.0,,9.0,0.0,14.0,1.0,13.0,5.0,,0.0,
780412,14.0,13.0,,,0.0,7.0,1.0,7.0,,,0.0,
780416,15.0,14.0,,1.0,0.0,3.0,,12.0,,,0.0,
780417,10.0,,,10.0,0.0,4.0,,6.0,,,0.0,
780418,13.0,3.0,,6.0,0.0,8.0,1.0,5.0,1.0,,0.0,2.0
780LEA,477.0,207.0,2.0,87.0,0.0,226.0,106.0,251.0,30.0,,0.0,45.0
790302,10.0,,,,0.0,4.0,1.0,6.0,1.0,,0.0,8.0
790318,12.0,,,5.0,0.0,7.0,1.0,5.0,1.0,,0.0,5.0
790322,6.0,,,,0.0,4.0,1.0,2.0,2.0,,0.0,3.0
790327,10.0,,,1.0,0.0,6.0,2.0,4.0,,,0.0,7.0
790344,11.0,,1.0,3.0,0.0,5.0,2.0,6.0,,,0.0,5.0
790347,12.0,,,1.0,0.0,6.0,2.0,6.0,1.0,,0.0,8.0
790350,12.0,,,2.0,0.0,7.0,1.0,5.0,1.0,,0.0,8.0
790386,7.0,,,2.0,0.0,3.0,1.0,4.0,1.0,,0.0,3.0
790390,12.0,,,1.0,0.0,7.0,3.0,5.0,2.0,,0.0,6.0
790398,11.0,,,1.0,0.0,3.0,,8.0,,,0.0,10.0
790402,8.0,,,,0.0,6.0,2.0,2.0,,,0.0,6.0
790LEA,111.0,,1.0,16.0,0.0,58.0,16.0,53.0,9.0,,0.0,69.0
800316,18.0,,1.0,,0.0,11.0,2.0,7.0,3.0,,0.0,12.0
800347,15.0,,,,0.0,8.0,1.0,7.0,2.0,,0.0,12.0
800356,21.0,,1.0,2.0,0.0,10.0,10.0,11.0,,,0.0,8.0
800358,8.0,,,5.0,0.0,3.0,,5.0,,,0.0,3.0
800359,17.0,,,8.0,0.0,10.0,1.0,7.0,1.0,,0.0,7.0
800360,15.0,,,6.0,0.0,11.0,3.0,4.0,,,0.0,6.0
800364,37.0,,,2.0,0.0,14.0,5.0,23.0,,,0.0,30.0
800368,18.0,,,1.0,0.0,9.0,,9.0,1.0,,0.0,16.0
800373,17.0,,,5.0,0.0,8.0,7.0,9.0,3.0,,0.0,2.0
800392,12.0,,,,0.0,6.0,,6.0,1.0,,0.0,11.0
800412,18.0,,,,0.0,8.0,,10.0,1.0,,0.0,17.0
800LEA,196.0,,2.0,29.0,0.0,98.0,29.0,98.0,12.0,,0.0,124.0
810344,53.0,,,2.0,0.0,18.0,9.0,35.0,3.0,,0.0,39.0
810350,18.0,,,8.0,0.0,12.0,3.0,6.0,,,0.0,7.0
810360,36.0,,,2.0,0.0,18.0,4.0,18.0,7.0,,0.0,23.0
810364,1.0,,,,0.0,1.0,,,,,0.0,1.0
810370,17.0,,,1.0,0.0,9.0,,8.0,1.0,,0.0,15.0
810388,18.0,,,4.0,0.0,10.0,2.0,8.0,1.0,,0.0,11.0
810396,34.0,,,8.0,0.0,13.0,4.0,21.0,5.0,,0.0,17.0
810400,17.0,,,,0.0,6.0,,11.0,,,0.0,17.0
810LEA,194.0,,,25.0,0.0,87.0,22.0,107.0,17.0,,0.0,130.0
820312,18.0,,,4.0,0.0,10.0,2.0,8.0,5.0,,0.0,7.0
820320,24.0,,,1.0,0.0,6.0,12.0,18.0,,,0.0,11.0
820340,20.0,,,1.0,0.0,6.0,13.0,14.0,2.0,,0.0,4.0
820346,5.0,,,1.0,0.0,,,5.0,,,0.0,4.0
820350,34.0,2.0,,4.0,0.0,18.0,13.0,16.0,2.0,,0.0,13.0
820376,15.0,1.0,,,0.0,7.0,7.0,8.0,,,0.0,7.0
820384,71.0,,1.0,14.0,0.0,33.0,44.0,38.0,,,0.0,12.0
820LEA,187.0,3.0,1.0,25.0,0.0,80.0,91.0,107.0,9.0,,0.0,58.0
821316,99.0,2.0,,37.0,0.0,47.0,44.0,52.0,3.0,,0.0,13.0
821LEA,99.0,2.0,,37.0,0.0,47.0,44.0,52.0,3.0,,0.0,13.0
830320,38.0,1.0,,27.0,0.0,24.0,2.0,14.0,1.0,,0.0,7.0
830328,18.0,4.0,1.0,4.0,0.0,11.0,,7.0,2.0,,0.0,7.0
830336,10.0,,,5.0,0.0,3.0,,7.0,,,0.0,5.0
830356,36.0,11.0,,4.0,0.0,14.0,,22.0,3.0,,0.0,18.0
830360,34.0,7.0,,19.0,0.0,10.0,,24.0,,,0.0,8.0
830LEA,136.0,23.0,1.0,59.0,0.0,62.0,2.0,74.0,6.0,,0.0,45.0
840304,8.0,,,1.0,0.0,3.0,2.0,5.0,,,0.0,5.0
840312,17.0,,,,0.0,9.0,3.0,8.0,1.0,,0.0,13.0
840324,1.0,,,,0.0,,,1.0,1.0,,0.0,
840360,2.0,,,,0.0,,,2.0,,,0.0,2.0
840LEA,28.0,,,1.0,0.0,12.0,5.0,16.0,2.0,,0.0,20.0
850316,28.0,,,,0.0,11.0,,17.0,,,0.0,28.0
850340,18.0,,,,0.0,7.0,,11.0,2.0,,0.0,16.0
850354,17.0,,,4.0,0.0,11.0,1.0,6.0,6.0,,0.0,6.0
850356,35.0,,,4.0,0.0,17.0,1.0,18.0,1.0,,0.0,29.0
850LEA,98.0,,,8.0,0.0,46.0,2.0,52.0,9.0,,0.0,79.0
860302,16.0,,,,0.0,7.0,2.0,9.0,1.0,,0.0,13.0
860308,16.0,,,,0.0,6.0,9.0,10.0,,,0.0,7.0
860312,16.0,,,,0.0,6.0,13.0,10.0,,,0.0,3.0
860320,15.0,,,,0.0,7.0,4.0,8.0,2.0,,0.0,9.0
860324,21.0,,,1.0,0.0,13.0,8.0,8.0,,,0.0,12.0
860332,15.0,,,1.0,0.0,6.0,2.0,9.0,,,0.0,12.0
860339,14.0,,,1.0,0.0,7.0,5.0,7.0,,,0.0,8.0
860344,16.0,,,,0.0,11.0,11.0,5.0,,,0.0,5.0
860348,11.0,,,,0.0,3.0,1.0,8.0,,,0.0,10.0
860356,13.0,,,,0.0,7.0,1.0,6.0,2.0,,0.0,10.0
860360,15.0,,,,0.0,10.0,8.0,5.0,,,0.0,7.0
860LEA,168.0,,,3.0,0.0,83.0,64.0,85.0,5.0,,0.0,96.0
861304,20.0,,,1.0,0.0,10.0,9.0,10.0,,,0.0,10.0
861LEA,20.0,,,1.0,0.0,10.0,9.0,10.0,,,0.0,10.0
862308,27.0,,1.0,2.0,0.0,14.0,8.0,13.0,,,0.0,16.0
862LEA,27.0,,1.0,2.0,0.0,14.0,8.0,13.0,,,0.0,16.0
870318,103.0,21.0,,1.0,0.0,44.0,8.0,59.0,7.0,,0.0,66.0
870LEA,103.0,21.0,,1.0,0.0,44.0,8.0,59.0,7.0,,0.0,66.0
880304,21.0,,1.0,,0.0,3.0,2.0,18.0,,,0.0,18.0
880LEA,21.0,,1.0,,0.0,3.0,2.0,18.0,,,0.0,18.0
890308,18.0,,,4.0,4.0,9.0,7.0,9.0,2.0,,0.0,5.0
890LEA,18.0,,,4.0,4.0,9.0,7.0,9.0,2.0,,0.0,5.0
900304,17.0,,,2.0,12.0,5.0,14.0,12.0,1.0,,1.0,
900305,9.0,,,2.0,0.0,4.0,1.0,5.0,,,0.0,6.0
900306,17.0,,,1.0,11.0,7.0,15.0,10.0,1.0,,0.0,
900307,17.0,,,3.0,9.0,10.0,11.0,7.0,,,0.0,3.0
900318,9.0,,,,0.0,4.0,2.0,5.0,2.0,,0.0,5.0
900320,18.0,,2.0,4.0,0.0,6.0,3.0,12.0,1.0,,0.0,8.0
900328,3.0,,,,0.0,2.0,1.0,1.0,,,0.0,2.0
900332,17.0,,,10.0,2.0,12.0,3.0,5.0,,,0.0,4.0
900334,14.0,,1.0,1.0,0.0,,,14.0,,1.0,0.0,11.0
900341,3.0,,,,0.0,2.0,,1.0,1.0,,0.0,2.0
900351,17.0,,,2.0,15.0,8.0,15.0,9.0,,,0.0,
900354,37.0,,2.0,3.0,8.0,14.0,22.0,23.0,,,1.0,10.0
900356,1.0,,,,0.0,1.0,,,,,0.0,1.0
900364,17.0,,,1.0,3.0,11.0,4.0,6.0,4.0,,0.0,8.0
900368,6.0,,,,0.0,3.0,,3.0,,,0.0,6.0
900370,17.0,,,5.0,11.0,7.0,11.0,10.0,,,0.0,1.0
900372,37.0,1.0,1.0,5.0,0.0,15.0,6.0,22.0,2.0,,0.0,22.0
900388,17.0,,,6.0,7.0,13.0,9.0,4.0,,,0.0,2.0
900LEA,273.0,1.0,6.0,45.0,78.0,124.0,117.0,149.0,12.0,1.0,2.0,91.0
910304,36.0,,,14.0,15.0,20.0,17.0,16.0,,,0.0,5.0
910308,17.0,,,11.0,0.0,8.0,5.0,9.0,1.0,,0.0,
910311,35.0,,2.0,22.0,5.0,17.0,6.0,18.0,1.0,,0.0,4.0
910314,36.0,,1.0,23.0,0.0,18.0,6.0,18.0,,,0.0,6.0
910340,17.0,,,12.0,0.0,11.0,1.0,6.0,,,0.0,4.0
910346,17.0,,3.0,11.0,3.0,6.0,,11.0,1.0,,0.0,2.0
910356,47.0,,,36.0,2.0,20.0,9.0,27.0,1.0,,0.0,1.0
910360,37.0,,2.0,28.0,3.0,18.0,3.0,19.0,1.0,,0.0,3.0
910376,36.0,,1.0,22.0,6.0,18.0,7.0,18.0,,,0.0,6.0
910380,18.0,,,7.0,0.0,10.0,7.0,8.0,,,0.0,4.0
910LEA,296.0,,9.0,186.0,34.0,146.0,61.0,150.0,5.0,,0.0,35.0
920302,30.0,,3.0,7.0,17.0,9.0,10.0,21.0,,,3.0,10.0
920303,30.0,2.0,3.0,5.0,13.0,12.0,7.0,18.0,3.0,,4.0,10.0
920304,5.0,,,1.0,2.0,2.0,1.0,3.0,1.0,,2.0,2.0
920306,29.0,,,3.0,14.0,16.0,10.0,13.0,1.0,,1.0,15.0
920307,18.0,,12.0,2.0,15.0,7.0,2.0,11.0,,,2.0,2.0
920308,1.0,,,,1.0,,1.0,1.0,,,1.0,
920320,25.0,,,10.0,9.0,7.0,6.0,18.0,,,3.0,9.0
920325,29.0,,1.0,3.0,15.0,10.0,14.0,19.0,2.0,,1.0,9.0
920326,22.0,,2.0,2.0,13.0,8.0,12.0,14.0,,,4.0,6.0
920327,14.0,,1.0,,0.0,3.0,1.0,11.0,,,0.0,12.0
920328,3.0,,1.0,,0.0,,,3.0,,,0.0,2.0
920329,25.0,,2.0,9.0,14.0,6.0,9.0,19.0,,,4.0,5.0
920332,20.0,,2.0,5.0,7.0,11.0,6.0,9.0,,,1.0,7.0
920336,22.0,,3.0,6.0,12.0,3.0,8.0,19.0,1.0,,4.0,4.0
920340,29.0,,5.0,1.0,19.0,12.0,10.0,17.0,1.0,,6.0,12.0
920342,18.0,1.0,2.0,6.0,6.0,7.0,2.0,11.0,,,2.0,7.0
920344,4.0,,,2.0,0.0,1.0,1.0,3.0,,,0.0,1.0
920352,28.0,,1.0,8.0,20.0,8.0,15.0,20.0,,,7.0,4.0
920358,5.0,,1.0,,0.0,,,5.0,,,0.0,4.0
920362,26.0,,2.0,10.0,11.0,10.0,12.0,16.0,1.0,,5.0,1.0
920364,2.0,,1.0,,1.0,,,2.0,,,1.0,1.0
920369,4.0,,,1.0,0.0,1.0,,3.0,,,0.0,3.0
920376,13.0,,4.0,1.0,6.0,3.0,3.0,10.0,,,1.0,5.0
920380,4.0,,,3.0,0.0,,1.0,4.0,,,0.0,
920384,16.0,,,5.0,7.0,5.0,5.0,11.0,2.0,,0.0,4.0
920393,22.0,,3.0,3.0,17.0,9.0,9.0,13.0,,,2.0,7.0
920396,6.0,,1.0,1.0,1.0,3.0,3.0,3.0,,,1.0,1.0
920398,2.0,,,,1.0,,1.0,2.0,,,1.0,1.0
920403,27.0,,,8.0,11.0,9.0,12.0,18.0,2.0,,3.0,5.0
920413,22.0,,,6.0,11.0,10.0,11.0,12.0,,,3.0,5.0
920414,3.0,,,1.0,1.0,,1.0,3.0,1.0,,1.0,
920417,2.0,,,1.0,0.0,1.0,,1.0,,,0.0,1.0
920420,30.0,1.0,,6.0,13.0,14.0,10.0,16.0,3.0,,1.0,10.0
920439,4.0,,2.0,,1.0,,1.0,4.0,,,1.0,1.0
920440,14.0,,,3.0,8.0,5.0,5.0,9.0,,,1.0,6.0
920442,22.0,,3.0,7.0,5.0,13.0,3.0,9.0,,,0.0,9.0
920443,6.0,,1.0,2.0,2.0,1.0,,5.0,,,2.0,3.0
920446,18.0,,1.0,4.0,12.0,7.0,13.0,11.0,,,0.0,
920447,3.0,,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0
920448,11.0,,,2.0,3.0,1.0,5.0,10.0,,,3.0,4.0
920449,4.0,,,2.0,1.0,2.0,1.0,2.0,,,1.0,1.0
920451,23.0,,2.0,12.0,10.0,11.0,3.0,12.0,,1.0,1.0,5.0
920452,21.0,,2.0,7.0,9.0,7.0,6.0,14.0,,,3.0,6.0
920453,2.0,,,1.0,0.0,,,2.0,,,0.0,1.0
920454,6.0,,1.0,1.0,4.0,3.0,3.0,3.0,,,4.0,1.0
920456,16.0,,2.0,6.0,8.0,8.0,5.0,8.0,,,1.0,3.0
920457,1.0,,,,0.0,,,1.0,,,0.0,1.0
920459,20.0,1.0,8.0,4.0,10.0,4.0,,16.0,1.0,,6.0,6.0
