agency_code,pct_met_4 Year Graduation Rate_LTG,pct_met_EL Progress_LTG,pct_met_Math Grade 11_LTG,pct_met_Math Grades 3-8_LTG,pct_met_Reading Grade 10_LTG,pct_met_Reading Grades 3-8_LTG,pct_met_Total Targets_LTG
780401,42.9,100.0,0.0,,0.0,,20.0
780402,25.0,,0.0,,0.0,,9.1
780403,,0.0,,87.5,,87.5,82.4
780407,,,,100.0,,100.0,100.0
780408,,,,0.0,,50.0,25.0
780410,,,,0.0,,0.0,0.0
780412,,100.0,,0.0,,40.0,27.3
780416,,,,75.0,,0.0,37.5
780417,,,,100.0,,0.0,50.0
780418,,,,0.0,,0.0,0.0
780420,0.0,,100.0,,60.0,,46.2
78A000,,,,33.3,,33.3,33.3
78B000,,,,100.0,,50.0,75.0
790302,,,,100.0,,75.0,87.5
790310,,,,0.0,,0.0,0.0
790314,50.0,,0.0,,0.0,,16.7
790318,,,,100.0,,50.0,75.0
790322,,,,100.0,,100.0,100.0
790327,,100.0,,20.0,,0.0,18.2
790330,,,,85.7,,71.4,78.6
790334,,,,0.0,,20.0,10.0
790344,,,,83.3,,83.3,83.3
790347,,,,100.0,,0.0,50.0
790350,,,,50.0,,25.0,37.5
790354,75.0,,100.0,,0.0,,53.8
790358,,,,0.0,,20.0,10.0
790362,,,,100.0,,0.0,50.0
790366,100.0,,75.0,,75.0,,83.3
790374,,,,16.7,,50.0,33.3
790378,33.3,,0.0,,0.0,,11.1
790379,0.0,,0.0,,0.0,,0.0
790380,,,,57.1,,100.0,78.6
790386,,,,0.0,,0.0,0.0
790390,,,,80.0,,0.0,40.0
790394,,,,83.3,,83.3,83.3
790398,,,,100.0,,75.0,87.5
790402,,100.0,,57.1,,71.4,66.7
79A000,,,,33.3,,100.0,66.7
800308,,,,0.0,,0.0,0.0
800312,,,,0.0,,66.7,33.3
800314,,,,33.3,,33.3,33.3
800315,,,,60.0,,20.0,40.0
800316,,100.0,,50.0,,0.0,33.3
800320,,,,40.0,,100.0,70.0
800324,,,,33.3,,66.7,50.0
800328,,,,66.7,,50.0,58.3
800340,100.0,,0.0,,0.0,,33.3
800346,,100.0,,0.0,,0.0,11.1
800347,,,,0.0,,0.0,0.0
800348,,,,33.3,,66.7,50.0
800352,,,,100.0,,0.0,50.0
800356,,,,25.0,,25.0,25.0
800358,,0.0,,50.0,,25.0,33.3
800359,,,,80.0,,40.0,60.0
800360,,100.0,,16.7,,0.0,15.4
800361,0.0,100.0,100.0,,25.0,,46.2
800362,,100.0,,100.0,,33.3,69.2
800363,,,,14.3,,42.9,28.6
800364,,,,100.0,,40.0,70.0
800366,,,,0.0,,0.0,0.0
800368,,,,100.0,,66.7,83.3
800372,,,,0.0,,0.0,0.0
800373,,100.0,,0.0,,20.0,18.2
800376,100.0,,25.0,,75.0,,66.7
800377,,,,0.0,,16.7,8.3
800392,,,,0.0,,0.0,0.0
800394,100.0,,0.0,,100.0,,50.0
800396,40.0,100.0,75.0,,0.0,,40.0
800398,,0.0,,57.1,,42.9,46.7
800400,0.0,,66.7,,0.0,,22.2
800408,60.0,100.0,0.0,,0.0,,26.7
800410,,,,0.0,,0.0,0.0
800412,,,,100.0,,66.7,83.3
810324,0.0,,100.0,,0.0,,33.3
810326,,,,100.0,,85.7,92.9
810328,,,,50.0,,75.0,62.5
810336,,,,0.0,,50.0,25.0
810340,33.3,,33.3,,33.3,,33.3
810342,,,,100.0,,71.4,85.7
810344,,,,100.0,,100.0,100.0
810350,,,,0.0,,75.0,37.5
810360,,,,50.0,,75.0,62.5
810364,,,,100.0,,100.0,100.0
810370,,,,33.3,,0.0,16.7
810378,,,,42.9,,85.7,64.3
810384,0.0,,75.0,,100.0,,63.6
810385,100.0,,50.0,,0.0,,40.0
810386,0.0,,,,,,0.0
810388,,,,100.0,,0.0,50.0
810396,,,,20.0,,0.0,10.0
810400,,,,100.0,,0.0,50.0
81A000,100.0,,0.0,40.0,0.0,80.0,50.0
81B000,,,,66.7,,66.7,66.7
820312,,,,100.0,,60.0,80.0
820320,,100.0,,100.0,,100.0,100.0
820324,100.0,,100.0,,100.0,,100.0
820340,,100.0,,100.0,,60.0,81.8
820346,,100.0,,0.0,,60.0,36.4
820347,,0.0,,42.9,,71.4,53.3
820348,75.0,100.0,100.0,,100.0,,91.7
820349,50.0,,50.0,,0.0,,33.3
820350,,100.0,,80.0,,80.0,81.8
820352,50.0,100.0,50.0,,0.0,,38.5
820354,,100.0,,100.0,,87.5,94.1
820364,,,,100.0,,66.7,83.3
820370,,,,33.3,,50.0,41.7
820372,,,,50.0,,83.3,66.7
820376,,100.0,,100.0,,83.3,92.3
820384,,100.0,,20.0,,0.0,18.2
820385,,,,100.0,,100.0,100.0
820388,20.0,100.0,50.0,,25.0,,35.7
821304,,100.0,,16.7,,16.7,23.1
821308,0.0,100.0,100.0,,60.0,,56.3
821316,,0.0,,,,,0.0
821320,,0.0,,42.9,,14.3,26.7
821330,,100.0,,28.6,,57.1,46.7
830304,,,,71.4,,28.6,50.0
830312,,,,0.0,,0.0,0.0
830320,,,,75.0,,75.0,75.0
830328,,,,0.0,,16.7,8.3
830336,,,,0.0,,0.0,0.0
830343,83.3,,0.0,,0.0,,27.8
830348,100.0,,100.0,,100.0,,100.0
830349,,,,83.3,,33.3,58.3
830356,,,,0.0,,20.0,10.0
830360,,,,83.3,,66.7,75.0
830364,,,,0.0,,0.0,0.0
840302,50.0,,0.0,,66.7,,40.0
840303,,,,33.3,,33.3,33.3
840304,,,,100.0,,0.0,50.0
840308,,,,100.0,,50.0,75.0
840310,,,,0.0,,16.7,8.3
840312,,,,0.0,,0.0,0.0
840316,,,,60.0,,0.0,30.0
840320,,,,100.0,,25.0,62.5
840324,,,,0.0,,0.0,0.0
840328,,,,0.0,,20.0,10.0
840332,100.0,,0.0,,66.7,,55.6
840336,,,,0.0,,25.0,12.5
840344,,,,100.0,,33.3,66.7
840350,,,,60.0,,80.0,70.0
840356,100.0,,0.0,,33.3,,44.4
840358,,,,20.0,,0.0,10.0
840360,,100.0,,33.3,,33.3,42.9
840361,,,100.0,,100.0,,100.0
840368,66.7,,100.0,,50.0,,70.0
84B000,0.0,,0.0,,100.0,,33.3
850304,,,,0.0,,0.0,0.0
850312,,,,100.0,,0.0,50.0
850314,,,,75.0,,0.0,37.5
850316,,,,50.0,,75.0,62.5
850320,,,,0.0,,33.3,16.7
850328,,,,100.0,,0.0,50.0
850332,0.0,,100.0,,0.0,,33.3
850336,,,,100.0,,0.0,50.0
850338,,,,0.0,,0.0,0.0
850340,,,,100.0,,100.0,100.0
850342,,,,0.0,,25.0,12.5
850348,,,,0.0,,0.0,0.0
850350,,,,0.0,,50.0,25.0
850352,33.3,,66.7,,0.0,,33.3
850354,,,,66.7,,0.0,33.3
850356,,,,66.7,,66.7,66.7
850358,0.0,,25.0,,0.0,,9.1
850360,100.0,,0.0,,0.0,,20.0
860302,,,,0.0,,0.0,0.0
860306,,100.0,,16.7,,50.0,38.5
860308,,100.0,,20.0,,40.0,36.4
860312,,100.0,,40.0,,20.0,36.4
860316,33.3,,66.7,,0.0,,33.3
860320,,,,0.0,,0.0,0.0
860324,,100.0,,80.0,,20.0,54.5
860326,,,,100.0,,20.0,60.0
860330,,,,40.0,,80.0,60.0
860332,,,,100.0,,0.0,50.0
860336,0.0,,100.0,,50.0,,45.5
860339,,,,0.0,,0.0,0.0
860340,,,,0.0,,80.0,40.0
860344,,100.0,,100.0,,20.0,63.6
860348,,,,33.3,,0.0,16.7
860352,100.0,100.0,100.0,,75.0,,92.3
860354,0.0,,0.0,,100.0,,25.0
860356,,,,0.0,,33.3,16.7
860360,,100.0,,0.0,,0.0,14.3
861304,,100.0,,16.7,,33.3,30.8
861308,50.0,,100.0,,0.0,,50.0
861312,,,,75.0,,50.0,62.5
862310,,,,16.7,,16.7,16.7
862312,0.0,,100.0,,66.7,,55.6
862316,,,,40.0,,20.0,30.0
86T000,,,,100.0,,66.7,83.3
870314,25.0,,0.0,,33.3,,20.0
870318,,,,60.0,,80.0,70.0
870320,,,,20.0,,20.0,20.0
870324,,,,25.0,,25.0,25.0
87A000,,,,0.0,,0.0,0.0
880304,,,,25.0,,25.0,25.0
880308,100.0,,66.7,,33.3,,66.7
880312,,,,14.3,,28.6,21.4
880318,,,,0.0,,0.0,0.0
880324,,,,0.0,,0.0,0.0
880328,0.0,,0.0,,0.0,,0.0
880330,,,,0.0,,100.0,50.0
880336,,,,100.0,,0.0,50.0
88A000,,,,100.0,,0.0,50.0
890304,0.0,,,,0.0,,0.0
890306,,,,0.0,,25.0,12.5
890308,,,,0.0,,0.0,0.0
900302,,,,50.0,,25.0,37.5
900303,,,,0.0,,0.0,0.0
900304,,100.0,,20.0,,60.0,45.5
900305,,,,100.0,,66.7,83.3
900306,,100.0,,33.3,,50.0,46.2
900307,,100.0,,33.3,,100.0,69.2
900308,,100.0,,71.4,,28.6,53.3
900310,,,,14.3,,42.9,28.6
900311,100.0,,0.0,,50.0,,57.1
900312,,,,50.0,,75.0,62.5
900314,,100.0,,50.0,,50.0,52.9
900316,60.0,100.0,20.0,,0.0,,29.4
900318,,,,0.0,,66.7,33.3
900320,,,,20.0,,0.0,10.0
900328,,,,0.0,,75.0,37.5
900332,,,,100.0,,20.0,60.0
900334,,,,33.3,,66.7,50.0
900336,0.0,100.0,80.0,,16.7,,35.3
900340,,,,0.0,,0.0,0.0
900341,,,,66.7,,66.7,66.7
900342,20.0,,50.0,,33.3,,35.3
900343,,0.0,,75.0,,12.5,41.2
900344,0.0,,50.0,,50.0,,36.4
900346,,,,33.3,,0.0,16.7
900347,,,,0.0,,0.0,0.0
900348,0.0,,0.0,,0.0,,0.0
900350,,,,33.3,,83.3,58.3
900351,,100.0,,0.0,,16.7,15.4
900352,,,,0.0,,25.0,12.5
900353,,,,0.0,,100.0,50.0
900354,,100.0,,100.0,,100.0,100.0
900356,,,,0.0,,0.0,0.0
900358,,,,0.0,,75.0,37.5
900360,100.0,,60.0,,0.0,,50.0
900362,,,,0.0,,28.6,14.3
900363,,,,20.0,,100.0,60.0
900364,,,,100.0,,100.0,100.0
900365,0.0,,,,,,0.0
900366,100.0,,0.0,,0.0,,25.0
900367,0.0,,0.0,,100.0,,33.3
900368,,,,0.0,,0.0,0.0
900370,,100.0,,66.7,,33.3,53.8
900372,,,,80.0,,40.0,60.0
900376,,,,33.3,,33.3,33.3
900377,0.0,,100.0,,100.0,,66.7
900378,,,,85.7,,100.0,92.9
900380,,,,66.7,,0.0,33.3
900384,,,,20.0,,20.0,20.0
900388,,100.0,,28.6,,57.1,46.7
900391,,,,42.9,,85.7,64.3
900393,0.0,,100.0,,100.0,,66.7
90A000,100.0,,0.0,100.0,0.0,16.7,50.0
910304,,100.0,,0.0,,0.0,9.1
910308,,,,0.0,,0.0,0.0
910311,,,,80.0,,80.0,80.0
910314,,,,75.0,,0.0,37.5
910316,,,,0.0,,16.7,8.3
910320,,,,33.3,,0.0,16.7
910340,,,,0.0,,0.0,0.0
910346,,,,66.7,,100.0,83.3
910356,,,,33.3,,66.7,50.0
910360,,,,0.0,,0.0,0.0
910364,20.0,,40.0,,100.0,,46.2
910370,0.0,,0.0,,0.0,,0.0
910376,,,,100.0,,100.0,100.0
910380,,,,20.0,,20.0,20.0
910382,0.0,,100.0,,100.0,,66.7
910384,,,,0.0,,0.0,0.0
91A000,,,,0.0,,50.0,25.0
91B000,,,,0.0,,75.0,37.5
920302,,100.0,,33.3,,50.0,46.2
920303,,100.0,,50.0,,66.7,61.5
920304,,100.0,,0.0,,66.7,38.5
920306,,100.0,,16.7,,16.7,23.1
920307,,0.0,,16.7,,0.0,7.7
920308,,100.0,,0.0,,0.0,9.1
920312,,100.0,,33.3,,44.4,42.1
920316,14.3,100.0,57.1,,0.0,,27.3
920317,,,20.0,,16.7,,18.2
920318,50.0,100.0,33.3,,50.0,,47.4
920320,,100.0,,0.0,,16.7,15.4
920324,0.0,,,,,,0.0
920325,,100.0,,0.0,,0.0,7.7
920326,,100.0,,20.0,,20.0,27.3
920327,,100.0,,0.0,,20.0,18.2
920328,,100.0,,0.0,,0.0,7.7
920329,,100.0,,33.3,,0.0,23.1
920332,,100.0,,,,,100.0
920334,,0.0,,0.0,,0.0,0.0
920336,,100.0,,83.3,,16.7,53.8
920340,,100.0,,33.3,,50.0,46.2
920342,,100.0,,0.0,,14.3,13.3
920344,,100.0,,25.0,,0.0,22.2
920348,16.7,100.0,33.3,,0.0,,21.1
920352,,,,60.0,,20.0,40.0
920356,,,,37.5,,50.0,43.8
920358,,100.0,,12.5,,25.0,23.5
920360,,100.0,,50.0,,87.5,70.6
920362,,100.0,,33.3,,16.7,30.8
920364,,100.0,,16.7,,16.7,23.1
920368,42.9,100.0,83.3,,37.5,,54.5
920369,,100.0,,40.0,,0.0,27.3
920370,,100.0,,28.6,,57.1,46.7
920376,,100.0,,37.5,,37.5,41.2
920380,,,,16.7,,16.7,16.7
920384,,0.0,,0.0,,0.0,0.0
920388,,100.0,,87.5,,87.5,88.2
920390,,100.0,,0.0,,20.0,18.2
920391,,,,11.1,,77.8,44.4
920393,,100.0,,71.4,,57.1,66.7
920394,,100.0,,33.3,,33.3,36.8
920396,,100.0,,14.3,,0.0,13.3
920398,,100.0,,14.3,,14.3,20.0
920399,,100.0,,77.8,,88.9,84.2
920400,,100.0,,77.8,,22.2,52.6
920402,,100.0,,11.1,,33.3,26.3
920403,,100.0,,66.7,,33.3,53.8
920404,,100.0,,25.0,,50.0,41.2
920408,,100.0,,14.3,,14.3,20.0
920410,,0.0,,14.3,,14.3,13.3
920411,0.0,100.0,83.3,,16.7,,36.8
920412,100.0,100.0,28.6,,14.3,,50.0
920413,,100.0,,0.0,,0.0,6.7
920414,,100.0,,14.3,,14.3,20.0
920415,,100.0,,16.7,,50.0,38.5
920416,,100.0,,14.3,,42.9,33.3
920417,,100.0,,16.7,,16.7,23.1
920420,,0.0,,0.0,,0.0,0.0
920424,,100.0,,12.5,,100.0,58.8
920428,83.3,100.0,0.0,,16.7,,36.8
920436,16.7,100.0,33.3,,0.0,,21.1
920438,,,,0.0,,0.0,0.0
920439,,100.0,,0.0,,0.0,11.1
920440,,0.0,,0.0,,28.6,13.3
920441,100.0,100.0,57.1,,28.6,,63.6
920442,,,,0.0,,0.0,0.0
920443,,,,0.0,,0.0,0.0
920444,,,,28.6,,71.4,50.0
920445,16.7,100.0,50.0,,50.0,,42.1
920446,,100.0,,16.7,,33.3,30.8
920447,,,,50.0,,33.3,41.7
920448,,,,42.9,,42.9,42.9
920449,,,,33.3,,50.0,41.7
920450,,,,25.0,,62.5,43.8
920451,,0.0,,14.3,,28.6,20.0
920452,,,,16.7,,0.0,8.3
920453,,,,50.0,,0.0,25.0
920454,,,,16.7,,66.7,41.7
920455,0.0,,50.0,,50.0,,33.3
920456,,,,20.0,,20.0,20.0
920457,,,,0.0,,33.3,16.7
920458,,100.0,,75.0,,100.0,88.2
920460,,100.0,,33.3,,83.3,61.5
920464,,100.0,,14.3,,14.3,20.0
920466,33.3,100.0,16.7,,0.0,,21.1
920467,,100.0,,28.6,,0.0,20.0
920468,,,,0.0,,0.0,0.0
920469,,,,66.7,,50.0,58.3
920470,,,,40.0,,60.0,50.0
920471,,,,37.5,,62.5,50.0
920472,,,,44.4,,55.6,50.0
920473,50.0,100.0,66.7,,0.0,,42.1
920474,,0.0,,28.6,,57.1,40.0
920476,,100.0,,16.7,,16.7,23.1
920480,,100.0,,42.9,,0.0,26.7
920484,,,,33.3,,22.2,27.8
920488,,100.0,,0.0,,20.0,18.2
920492,,100.0,,62.5,,87.5,76.5
920494,,100.0,,16.7,,33.3,30.8
920495,0.0,100.0,33.3,,16.7,,21.1
920496,,100.0,,16.7,,16.7,23.1
920500,33.3,100.0,33.3,,0.0,,26.3
920501,,,,66.7,,0.0,33.3
920502,,,,87.5,,50.0,68.8
920504,,100.0,,0.0,,25.0,22.2
920506,,,,66.7,,100.0,83.3
920508,,,,0.0,,0.0,0.0
920512,,100.0,,28.6,,85.7,60.0
920514,,100.0,,16.7,,33.3,30.8
920516,,100.0,,33.3,,33.3,38.5
920520,,100.0,,71.4,,71.4,73.3
920522,,100.0,,20.0,,0.0,18.2
920523,,,,20.0,,80.0,50.0
920524,,,,0.0,,0.0,0.0
920525,,,,50.0,,50.0,50.0
920526,57.1,,85.7,,42.9,,61.9
920528,50.0,,,,0.0,,25.0
920530,,100.0,,0.0,,33.3,23.1
920531,,,,100.0,,100.0,100.0
920532,,100.0,,25.0,,25.0,33.3
920533,,100.0,,,,,100.0
920536,,,,25.0,,0.0,12.5
920540,,,,83.3,,33.3,58.3
920542,,100.0,,28.6,,14.3,26.7
920543,,,,75.0,,100.0,87.5
920544,,0.0,,0.0,,60.0,27.3
920545,,,,75.0,,25.0,50.0
920546,0.0,100.0,16.7,,33.3,,21.1
920548,,,,0.0,,0.0,0.0
920550,,100.0,,0.0,,50.0,30.8
920551,,100.0,,22.2,,77.8,52.6
920552,0.0,100.0,16.7,,33.3,,21.1
920554,,100.0,,33.3,,33.3,38.5
920557,,,,0.0,,33.3,16.7
920560,,100.0,,14.3,,0.0,13.3
920562,20.0,100.0,100.0,,40.0,,56.3
920564,,100.0,,20.0,,20.0,27.3
920568,,100.0,,20.0,,60.0,45.5
920569,,,,0.0,,66.7,33.3
920570,,100.0,,0.0,,0.0,7.7
920571,,100.0,,42.9,,0.0,26.7
920572,,,,0.0,,0.0,0.0
920576,,,,40.0,,80.0,60.0
920580,,100.0,,66.7,,66.7,69.2
920581,100.0,,100.0,,100.0,,100.0
920582,100.0,,0.0,,100.0,,66.7
920583,100.0,,100.0,,100.0,,100.0
920584,,,,0.0,,0.0,0.0
920585,,,,100.0,,75.0,87.5
920586,,,0.0,100.0,,100.0,88.9
920588,0.0,100.0,66.7,,66.7,,47.4
920592,,100.0,,44.4,,33.3,42.1
920593,,100.0,,16.7,,16.7,23.1
920594,,,,62.5,,25.0,43.8
920595,50.0,100.0,50.0,,0.0,,36.8
920596,,100.0,,57.1,,42.9,53.3
920597,,0.0,,16.7,,0.0,7.7
920598,,100.0,,50.0,,50.0,52.9
920599,,100.0,,16.7,,0.0,15.4
920600,,100.0,,0.0,,0.0,7.7
920601,,100.0,,12.5,,37.5,29.4
920604,,,,22.2,,66.7,44.4
920606,,100.0,,0.0,,14.3,13.3
920607,,100.0,,37.5,,75.0,58.8
920608,,100.0,,14.3,,14.3,20.0
920616,,100.0,,28.6,,14.3,26.7
920618,,100.0,,0.0,,14.3,13.3
920620,,100.0,,16.7,,16.7,23.1
920624,,100.0,,0.0,,16.7,15.4
920626,,100.0,,14.3,,14.3,20.0
920628,,,,33.3,,16.7,25.0
920632,,100.0,,0.0,,0.0,9.1
920636,,,,14.3,,71.4,42.9
92B000,,,,33.3,,0.0,16.7
92D000,,,,0.0,,0.0,0.0
92E000,,,,20.0,,80.0,50.0
92F000,100.0,,50.0,20.0,0.0,40.0,37.5
92G000,0.0,,0.0,0.0,0.0,40.0,12.5
92K000,0.0,,0.0,,33.3,,12.5
92L000,,0.0,,60.0,,40.0,45.5
92M000,,100.0,,100.0,,80.0,90.9
92N000,,,,100.0,,0.0,50.0
92P000,50.0,,100.0,100.0,0.0,66.7,66.7
92Q000,,,,33.3,,0.0,16.7
92R000,,,,0.0,,0.0,0.0
92S000,,,,0.0,,50.0,25.0
92T000,,,,60.0,,40.0,50.0
92U000,100.0,,100.0,,0.0,,66.7
92V000,,,,20.0,,60.0,40.0
92W000,,,,12.5,,0.0,6.3
92Y000,,,,0.0,,50.0,25.0
930330,,,,50.0,,0.0,25.0
930340,,,,80.0,,60.0,70.0
930344,,,,0.0,,100.0,50.0
930348,,,,0.0,,0.0,0.0
930352,66.7,,0.0,,0.0,,22.2
930354,,,,100.0,,57.1,78.6
930700,0.0,,,,,,0.0
93A000,,,,100.0,,100.0,100.0
940306,,,,0.0,,0.0,0.0
940308,0.0,,,100.0,,0.0,33.3
940314,,,,0.0,,66.7,33.3
940316,0.0,,33.3,,33.3,,22.2
940328,,,,100.0,,66.7,83.3
94Z000,,,0.0,,100.0,,66.7
950308,,,,100.0,,66.7,83.3
950312,,,,75.0,,50.0,62.5
950316,,,,25.0,,25.0,25.0
950320,,,,50.0,,0.0,25.0
950322,,100.0,,80.0,,60.0,72.7
950324,,,,66.7,,66.7,66.7
950328,,,,20.0,,20.0,20.0
950332,,,,0.0,,0.0,0.0
950336,0.0,,100.0,,75.0,,54.5
95A000,,,,0.0,,0.0,0.0
960312,,100.0,,71.4,,14.3,46.7
960314,,100.0,,14.3,,14.3,20.0
960316,,100.0,,16.7,,16.7,23.1
960318,,,,0.0,,0.0,0.0
960324,50.0,,40.0,,20.0,,35.7
960326,,,,0.0,,50.0,25.0
960329,,100.0,,16.7,,66.7,46.2
960330,0.0,,100.0,,75.0,,58.3
960331,,,,0.0,,33.3,16.7
960332,,,,100.0,,100.0,100.0
960334,,,,0.0,,0.0,0.0
960335,0.0,,0.0,,0.0,,0.0
960336,,100.0,,0.0,,0.0,11.1
960338,,,,0.0,,0.0,0.0
960340,,,,33.3,,0.0,16.7
960344,,,,100.0,,75.0,87.5
960348,,100.0,,28.6,,14.3,26.7
960360,,,,28.6,,0.0,14.3
960370,,0.0,,16.7,,16.7,15.4
960372,0.0,,0.0,,0.0,,0.0
960374,,,,50.0,,16.7,33.3
960380,0.0,100.0,80.0,,20.0,,37.5
960382,,100.0,,85.7,,71.4,80.0
960386,0.0,100.0,0.0,,0.0,,7.7
960387,,0.0,,14.3,,28.6,20.0
960388,,,,20.0,,0.0,10.0
960450,,0.0,,0.0,,16.7,7.7
960454,,100.0,,0.0,,66.7,38.5
960488,,,,0.0,,0.0,0.0
960490,0.0,,100.0,,0.0,,33.3
960700,100.0,,100.0,66.7,50.0,33.3,66.7
96C000,,,,100.0,,100.0,100.0
96F000,,,,60.0,,40.0,50.0
970308,,,,66.7,,33.3,50.0
970310,,,,66.7,,66.7,66.7
970312,,,,50.0,,100.0,75.0
970315,,,,14.3,,42.9,28.6
970320,100.0,,100.0,,66.7,,88.9
970322,,,,60.0,,0.0,30.0
970337,,100.0,,20.0,,20.0,27.3
970340,,,,75.0,,0.0,37.5
970344,,,,0.0,,0.0,0.0
970348,,,,0.0,,25.0,12.5
970352,,,,75.0,,25.0,50.0
970356,0.0,,100.0,,0.0,,33.3
970358,,,,80.0,,100.0,90.0
970360,,100.0,,50.0,,100.0,77.8
970368,,,,0.0,,100.0,50.0
970370,,,,100.0,,100.0,100.0
970376,,,,0.0,,100.0,50.0
970388,0.0,,66.7,,33.3,,33.3
970389,,,,60.0,,60.0,60.0
970390,50.0,,75.0,,100.0,,75.0
970392,,,,0.0,,0.0,0.0
970393,100.0,,100.0,,100.0,,100.0
97D000,,,,0.0,,0.0,0.0
980306,,,,0.0,,0.0,0.0
980308,,,,0.0,,50.0,25.0
980317,,,,100.0,,75.0,87.5
980318,80.0,,60.0,,0.0,,46.7
980320,,,,100.0,,80.0,90.0
980324,,,,100.0,,100.0,100.0
980336,16.7,,25.0,,0.0,,14.3
980338,,,,100.0,,83.3,91.7
980340,,,,20.0,,40.0,30.0
980342,40.0,,100.0,,20.0,,53.3
980344,,100.0,,66.7,,33.3,53.8
980348,,,,66.7,,100.0,83.3
980352,,100.0,,100.0,,100.0,100.0
980356,,,,75.0,,0.0,37.5
980357,,,,100.0,,100.0,100.0
980360,,,,100.0,,80.0,90.0
980364,,100.0,,100.0,,50.0,77.8
980380,,,,83.3,,83.3,83.3
980384,,,,100.0,,50.0,75.0
980388,,,,33.3,,0.0,16.7
980390,,,,83.3,,66.7,75.0
980392,,,,100.0,,100.0,100.0
980396,,,,75.0,,0.0,37.5
980398,100.0,,100.0,,0.0,,66.7
980400,,,,75.0,,50.0,62.5
98A000,,100.0,,83.3,,50.0,69.2
98B000,,,,100.0,,75.0,87.5
990304,,,,80.0,,100.0,90.0
990308,,,,0.0,,0.0,0.0
990312,,,,0.0,,33.3,16.7
990316,,,,66.7,,0.0,33.3
990320,,,,33.3,,100.0,66.7
990321,,,,0.0,,80.0,40.0
990322,0.0,,75.0,,25.0,,33.3
990324,,,,50.0,,25.0,37.5
990325,,,,0.0,,0.0,0.0
990326,66.7,,0.0,,66.7,,44.4
990328,,100.0,,60.0,,60.0,63.6
990332,100.0,,100.0,,100.0,,100.0
990336,,100.0,,80.0,,0.0,45.5
995304,,,,100.0,,66.7,83.3
995312,,100.0,,0.0,,0.0,7.7
995316,,,,0.0,,100.0,50.0
995320,,,,100.0,,0.0,50.0
995324,,,,0.0,,0.0,0.0
995328,,,,0.0,,0.0,0.0
995330,0.0,,0.0,,33.3,,11.1
995336,,,,0.0,,33.3,16.7
NC-SEA,30.0,100.0,70.0,20.0,20.0,20.0,33.3
