agency_code,pct_met_4 Year Graduation Rate_LTG,pct_met_EL Progress_LTG,pct_met_Math Grade 11_LTG,pct_met_Math Grades 3-8_LTG,pct_met_Reading Grade 10_LTG,pct_met_Reading Grades 3-8_LTG,pct_met_Total Targets_LTG
181344,,100.0,,85.7,,85.7,86.7
182316,50.0,100.0,0.0,,0.0,,23.1
182321,,100.0,,66.7,,77.8,73.7
182322,,0.0,,100.0,,100.0,90.9
182324,,100.0,,0.0,,40.0,27.3
182328,,100.0,,50.0,,33.3,46.2
182700,,,50.0,,0.0,,25.0
190304,,,,66.7,,100.0,83.3
190308,,,,0.0,,75.0,37.5
190310,0.0,,,,,,0.0
190312,,0.0,,71.4,,100.0,80.0
190316,100.0,,0.0,,0.0,,25.0
190328,,,,66.7,,66.7,66.7
190332,,,,100.0,,0.0,50.0
190336,0.0,100.0,100.0,,0.0,,38.5
190339,,100.0,,37.5,,75.0,58.8
190340,,,,50.0,,50.0,50.0
190341,,100.0,,50.0,,83.3,69.2
190342,100.0,100.0,16.7,,33.3,,50.0
190346,,,,0.0,,25.0,12.5
190348,,,,0.0,,40.0,20.0
190350,,100.0,,100.0,,85.7,93.3
190352,,,,100.0,,40.0,70.0
190370,,100.0,,40.0,,20.0,36.4
19A000,,,100.0,0.0,50.0,0.0,37.5
19B000,100.0,,50.0,66.7,100.0,66.7,75.0
19C000,,,,0.0,,100.0,50.0
200304,,,,0.0,,0.0,0.0
200308,100.0,,100.0,,100.0,,100.0
200310,,,,100.0,,100.0,100.0
200312,,,,33.3,,0.0,16.7
200314,0.0,,100.0,,100.0,,71.4
200320,,,,100.0,,100.0,100.0
200324,,,,75.0,,50.0,62.5
200328,100.0,,100.0,,0.0,,66.7
200330,,,,100.0,,75.0,87.5
200332,,,,100.0,,0.0,50.0
200336,,,,0.0,,0.0,0.0
200350,,,,,100.0,,100.0
20A000,,,,0.0,,0.0,0.0
210304,,,,80.0,,80.0,80.0
210306,,,,50.0,,33.3,41.7
210312,25.0,,75.0,,0.0,,33.3
220308,,,,50.0,,50.0,50.0
220310,66.7,,0.0,,0.0,,25.0
220312,,,,75.0,,0.0,37.5
230304,,,,0.0,,0.0,0.0
230308,,,,0.0,,0.0,0.0
230312,20.0,,0.0,,0.0,,7.1
230316,,,,83.3,,83.3,83.3
230320,,,,66.7,,0.0,33.3
230322,100.0,,100.0,,66.7,,83.3
230324,20.0,,0.0,,20.0,,13.3
230328,,,,100.0,,100.0,100.0
230330,100.0,,,50.0,,0.0,50.0
230334,,,,0.0,,33.3,16.7
230336,,,,0.0,,0.0,0.0
230340,,,,60.0,,60.0,60.0
230342,,,,66.7,,0.0,33.3
230344,,,,100.0,,66.7,83.3
230346,,,,100.0,,0.0,50.0
230348,,,,75.0,,0.0,37.5
230350,0.0,,25.0,,25.0,,16.7
230351,,,,83.3,,33.3,58.3
230352,,,,100.0,,83.3,91.7
230355,,,,0.0,,75.0,37.5
230357,,,,0.0,,0.0,0.0
230361,100.0,,0.0,,0.0,,33.3
230362,,,,80.0,,80.0,80.0
230364,,,,20.0,,0.0,10.0
230368,,,,0.0,,20.0,10.0
230370,,,,25.0,,25.0,25.0
230376,,,,0.0,,0.0,0.0
230380,,,,0.0,,33.3,16.7
23A000,,,,0.0,,0.0,0.0
240304,,,,0.0,,25.0,12.5
240308,,,,100.0,,25.0,62.5
240328,,,,50.0,,0.0,25.0
240330,,,,0.0,,0.0,0.0
240332,,,,66.7,,33.3,50.0
240334,75.0,,50.0,,66.7,,66.7
240344,,,,0.0,,0.0,0.0
240352,,,,100.0,,0.0,50.0
240354,,,,100.0,,100.0,100.0
240356,,,,20.0,,100.0,60.0
240368,,,,25.0,,50.0,37.5
240370,,,,0.0,,0.0,0.0
240371,0.0,,75.0,,25.0,,33.3
240372,,,,100.0,,75.0,87.5
240373,0.0,,100.0,,0.0,,33.3
240376,,,,0.0,,0.0,0.0
240380,0.0,,100.0,,50.0,,50.0
240388,,,,20.0,,0.0,10.0
241304,,,,100.0,,100.0,100.0
241308,,,,87.5,,25.0,56.3
241316,100.0,,100.0,,0.0,,66.7
24N000,,,,40.0,,80.0,60.0
250304,,,,0.0,,0.0,0.0
250306,,,,0.0,,40.0,20.0
250308,,,,0.0,,100.0,50.0
250312,,,,0.0,,40.0,20.0
250314,100.0,,100.0,,100.0,,100.0
250316,,,,0.0,,66.7,33.3
250320,,,,0.0,,0.0,0.0
250321,0.0,,,,100.0,,50.0
250324,,,,0.0,,16.7,8.3
250328,,,,100.0,,100.0,100.0
250332,,,,0.0,,37.5,18.8
250336,,,,25.0,,25.0,25.0
250340,0.0,,100.0,,75.0,,61.5
250344,,,,14.3,,57.1,35.7
250348,,,,0.0,,0.0,0.0
250350,,,,100.0,,100.0,100.0
250356,20.0,100.0,80.0,,0.0,,37.5
250360,,100.0,,0.0,,100.0,54.5
250362,,,,0.0,,0.0,0.0
250364,,100.0,,20.0,,40.0,36.4
250368,,,,0.0,,14.3,7.1
250372,100.0,,100.0,,0.0,,64.3
250376,,,,14.3,,42.9,28.6
250378,,,,66.7,,66.7,66.7
250380,,,,50.0,,16.7,33.3
260306,,,,0.0,,80.0,40.0
260308,,,,0.0,,0.0,0.0
260310,,,,0.0,,20.0,10.0
260312,,,,100.0,,100.0,100.0
260316,,,,33.3,,100.0,66.7
260318,42.9,,14.3,,14.3,,23.8
260320,,,,0.0,,40.0,20.0
260321,,,,0.0,,0.0,0.0
260322,20.0,,80.0,,16.7,,37.5
260325,60.0,,80.0,,50.0,,62.5
260326,,,,100.0,,66.7,83.3
260332,,,,80.0,,0.0,40.0
260336,,,,57.1,,0.0,28.6
260338,,,,0.0,,0.0,0.0
260340,,,,40.0,,20.0,30.0
260342,,,,20.0,,60.0,40.0
260344,,,,0.0,,0.0,0.0
260347,100.0,,0.0,,0.0,,20.0
260348,,,,83.3,,83.3,83.3
260352,,,,0.0,,0.0,0.0
260354,100.0,,100.0,,100.0,,100.0
260356,,,,0.0,,0.0,0.0
260357,20.0,,83.3,,16.7,,41.2
260358,,,,20.0,,20.0,20.0
260359,0.0,,0.0,,25.0,,8.3
260361,,,,100.0,,66.7,83.3
260362,,,,0.0,,50.0,25.0
260364,,,,50.0,,66.7,58.3
260365,,,,42.9,,57.1,50.0
260366,,,,33.3,,16.7,25.0
260367,,,,28.6,,14.3,21.4
260368,,,,42.9,,14.3,28.6
260369,,,,50.0,,87.5,68.8
260370,,,,0.0,,0.0,0.0
260371,,,,50.0,,33.3,41.7
260372,,,,16.7,,16.7,16.7
260373,,,,0.0,,42.9,21.4
260374,0.0,,,,,,0.0
260375,,,,100.0,,50.0,75.0
260380,,,,50.0,,83.3,66.7
260382,,,,33.3,,33.3,33.3
260383,,,,12.5,,62.5,37.5
260386,,,,0.0,,0.0,0.0
260388,0.0,,0.0,,50.0,,20.0
260396,,,,25.0,,0.0,12.5
260397,,,,57.1,,28.6,42.9
260398,,,,83.3,,33.3,58.3
260400,,,,50.0,,25.0,37.5
260401,,,,20.0,,0.0,10.0
260402,,,,100.0,,0.0,50.0
260403,,,,33.3,,33.3,33.3
260404,,,,0.0,,0.0,0.0
260405,,,,0.0,,0.0,0.0
260406,,,,28.6,,14.3,21.4
260407,,,,0.0,,14.3,7.1
260408,14.3,,66.7,,0.0,,26.3
260410,,,,0.0,,0.0,0.0
260411,100.0,,100.0,,0.0,,66.7
260413,,,,75.0,,50.0,62.5
260414,,,,16.7,,0.0,8.3
260415,,,,14.3,,0.0,7.1
260416,,,,20.0,,40.0,30.0
260417,,,,33.3,,16.7,25.0
260418,,,,42.9,,71.4,57.1
260419,,,,75.0,,25.0,50.0
260424,40.0,,40.0,,0.0,,26.7
260425,,,,28.6,,42.9,35.7
260426,,,,0.0,,50.0,25.0
260427,0.0,,0.0,,16.7,,5.6
260428,,,,14.3,,42.9,28.6
260430,,,,75.0,,25.0,50.0
260434,,,,25.0,,62.5,43.8
260440,,,,0.0,,0.0,0.0
260444,,,,0.0,,0.0,0.0
260446,50.0,,75.0,,20.0,,46.2
260448,,,,0.0,,60.0,30.0
260449,,,,,100.0,,100.0
260450,,,,50.0,,0.0,25.0
260452,,,,0.0,,0.0,0.0
260454,,,,100.0,,57.1,78.6
260455,16.7,,100.0,,0.0,,33.3
260459,,,,100.0,,100.0,100.0
260700,100.0,,100.0,,100.0,,100.0
26B000,,,,40.0,,20.0,30.0
26C000,,,,75.0,,25.0,50.0
270304,,,,100.0,,100.0,100.0
270306,0.0,,33.3,,33.3,,22.2
270308,,,,0.0,,60.0,30.0
270309,,,,100.0,,100.0,100.0
270310,,,,0.0,,0.0,0.0
270311,100.0,,100.0,,0.0,,66.7
270312,,,,100.0,,0.0,50.0
270316,,,,0.0,,33.3,16.7
270318,,,,40.0,,60.0,50.0
270320,,,,0.0,,100.0,50.0
280302,,,,100.0,,0.0,50.0
280304,0.0,,0.0,100.0,0.0,100.0,60.0
280308,,,,100.0,,50.0,75.0
280310,,100.0,,25.0,,25.0,33.3
280312,,100.0,,83.3,,33.3,61.5
280316,33.3,,0.0,,100.0,,44.4
280320,,,,20.0,,20.0,20.0
280324,,,,0.0,,33.3,16.7
280328,,,,100.0,,40.0,70.0
280330,0.0,,33.3,,0.0,,11.1
290302,,,,100.0,,100.0,100.0
290306,,,,100.0,,66.7,83.3
290307,,,,25.0,,0.0,12.5
290308,0.0,,66.7,,25.0,,30.0
290309,,,,66.7,,0.0,33.3
290312,,,,100.0,,100.0,100.0
290314,0.0,,,,,,0.0
290316,,,,0.0,,0.0,0.0
290320,,,,33.3,,0.0,16.7
290322,,,,20.0,,0.0,10.0
290324,66.7,,33.3,,0.0,,33.3
290328,,,,0.0,,0.0,0.0
290330,,,,66.7,,66.7,66.7
290332,,,,0.0,,20.0,10.0
290333,,,,0.0,,0.0,0.0
290334,,,,50.0,,33.3,41.7
290336,25.0,,25.0,,0.0,,16.7
290344,,,,0.0,,0.0,0.0
290348,100.0,,0.0,,0.0,,27.3
290350,,,,60.0,,40.0,50.0
290351,,,,16.7,,16.7,16.7
290352,,,,0.0,,0.0,0.0
290356,,,,0.0,,33.3,16.7
290364,,,,0.0,,0.0,0.0
290365,33.3,,100.0,,66.7,,66.7
290366,,,,80.0,,40.0,60.0
290367,,,,75.0,,25.0,50.0
290375,,,,50.0,,0.0,25.0
290376,,,,20.0,,0.0,10.0
290380,,,,20.0,,0.0,10.0
290384,,,,50.0,,25.0,37.5
290388,0.0,,0.0,,0.0,,0.0
290389,,,,,50.0,,50.0
291308,,100.0,,33.3,,33.3,38.5
291332,,,,66.7,,66.7,66.7
291336,80.0,0.0,100.0,,0.0,,53.3
291340,,100.0,,16.7,,66.7,46.2
291352,,100.0,,0.0,,40.0,27.3
292316,,100.0,,0.0,,0.0,7.7
292318,,0.0,,40.0,,40.0,36.4
292320,,,,16.7,,50.0,33.3
292324,0.0,,20.0,,40.0,,20.0
300308,,0.0,,100.0,,60.0,72.7
300310,,,,50.0,,0.0,25.0
300312,60.0,,80.0,,0.0,,46.7
300314,100.0,,0.0,,0.0,,33.3
300320,,100.0,,33.3,,66.7,53.8
300325,,,,60.0,,60.0,60.0
300326,,,,0.0,,75.0,37.5
300328,,,,50.0,,100.0,75.0
300330,,,,0.0,,16.7,8.3
300336,,,,50.0,,0.0,25.0
300337,,,,40.0,,100.0,70.0
310304,,100.0,,85.7,,85.7,86.7
310308,,100.0,,71.4,,85.7,80.0
310330,,,,66.7,,66.7,66.7
310336,,100.0,,100.0,,100.0,100.0
310338,0.0,,0.0,,0.0,,0.0
310344,25.0,100.0,50.0,,50.0,,46.2
310352,0.0,100.0,25.0,,0.0,,14.3
310356,,100.0,,0.0,,60.0,36.4
310360,,100.0,,28.6,,57.1,46.7
310364,0.0,100.0,100.0,100.0,100.0,50.0,76.5
310384,,100.0,,71.4,,71.4,73.3
310388,,100.0,,33.3,,16.7,30.8
310392,60.0,100.0,0.0,,0.0,,25.0
320304,,100.0,,83.3,,33.3,61.5
320306,,100.0,,28.6,,28.6,33.3
320308,,0.0,,25.0,,50.0,33.3
320309,100.0,,100.0,,33.3,,77.8
320310,,100.0,,0.0,,40.0,27.3
320312,16.7,100.0,71.4,,57.1,,52.4
320313,,100.0,,50.0,,0.0,30.8
320314,,,0.0,83.3,33.3,33.3,50.0
320315,,100.0,,20.0,,20.0,27.3
320316,,100.0,,85.7,,85.7,86.7
320317,100.0,,100.0,,100.0,,100.0
320318,,100.0,,66.7,,50.0,61.5
320319,,100.0,,66.7,,16.7,46.2
320320,,100.0,,66.7,,33.3,53.8
320322,0.0,,100.0,,0.0,,25.0
320323,60.0,0.0,80.0,66.7,100.0,83.3,75.0
320324,,100.0,,0.0,,0.0,7.7
320325,20.0,100.0,80.0,,20.0,,43.8
320327,,100.0,,100.0,,42.9,73.3
320328,,100.0,,50.0,,16.7,38.5
320332,,100.0,,14.3,,28.6,26.7
320338,,,,66.7,,50.0,58.3
320339,,100.0,,40.0,,40.0,45.5
320340,,,,0.0,,16.7,8.3
320341,,,,0.0,0.0,0.0,0.0
320342,,,,33.3,,16.7,25.0
320343,,,,71.4,,85.7,78.6
320344,,100.0,,0.0,,0.0,11.1
320346,,0.0,,16.7,,66.7,38.5
320347,,100.0,,33.3,,16.7,30.8
320348,,,,0.0,,0.0,0.0
320352,,100.0,,100.0,,33.3,69.2
320353,0.0,,,,,,0.0
320354,,,,0.0,,0.0,0.0
320355,,100.0,,100.0,,85.7,93.3
320356,16.7,100.0,66.7,,16.7,,36.8
320360,,100.0,,100.0,,0.0,55.6
320362,,100.0,,20.0,,20.0,27.3
320363,,100.0,,33.3,,50.0,46.2
320364,,,,50.0,,0.0,25.0
320365,71.4,100.0,85.7,,57.1,,72.7
320366,,100.0,,85.7,,100.0,93.3
320367,,100.0,,50.0,,25.0,44.4
320368,20.0,100.0,0.0,,50.0,,29.4
320369,,100.0,,20.0,,20.0,27.3
320370,,,,28.6,,42.9,35.7
320372,,100.0,,71.4,,71.4,73.3
320374,,,,100.0,,100.0,100.0
320376,,100.0,,0.0,,0.0,9.1
320388,,100.0,,100.0,,100.0,100.0
320400,,100.0,,20.0,,20.0,27.3
320701,100.0,,0.0,,0.0,,40.0
32A000,,100.0,,33.3,,66.7,53.8
32B000,,,,100.0,,0.0,50.0
32C000,,,,0.0,,0.0,0.0
32D000,,100.0,,28.6,,28.6,33.3
32H000,,100.0,,20.0,,60.0,45.5
32K000,,,,40.0,,20.0,30.0
32L000,0.0,,100.0,33.3,66.7,83.3,57.9
32M000,,,,100.0,,100.0,100.0
32N000,0.0,,50.0,,100.0,,50.0
32P000,,,,0.0,,0.0,0.0
32Q000,,100.0,,0.0,,0.0,14.3
32R000,,,,100.0,,100.0,100.0
32S000,,,,50.0,,75.0,62.5
330304,,,,0.0,,20.0,10.0
330308,,100.0,,0.0,,0.0,7.7
330312,,,,0.0,,0.0,0.0
330328,33.3,,0.0,,100.0,,37.5
330332,,,,0.0,,66.7,33.3
330334,,,,100.0,,100.0,100.0
330340,,,,0.0,,33.3,16.7
330344,,,,0.0,,25.0,12.5
330348,,,,80.0,,60.0,70.0
330350,75.0,,0.0,,25.0,,33.3
330354,,,,50.0,,25.0,37.5
330358,0.0,,0.0,,0.0,,0.0
330360,,,,16.7,,16.7,16.7
33A000,,,0.0,83.3,0.0,100.0,73.3
340308,,100.0,,0.0,,33.3,23.1
340311,75.0,,25.0,,0.0,,33.3
340314,,100.0,,33.3,,50.0,46.2
340320,,100.0,,28.6,,28.6,33.3
340326,,,,0.0,,100.0,50.0
340330,0.0,100.0,33.3,,66.7,,40.0
340334,,,,20.0,,0.0,10.0
340336,,,,,100.0,,100.0
340348,,,,33.3,,33.3,33.3
340350,,100.0,,100.0,,100.0,100.0
340351,,,,100.0,,100.0,100.0
340354,,,,0.0,,0.0,0.0
340362,100.0,,0.0,,0.0,,33.3
340364,16.7,100.0,16.7,,16.7,,21.1
340366,,100.0,,14.3,,28.6,26.7
340368,,100.0,,40.0,,40.0,45.5
340372,,100.0,,87.5,,62.5,76.5
340376,,100.0,,20.0,,20.0,27.3
340380,,100.0,,83.3,,66.7,76.9
340382,0.0,100.0,40.0,,0.0,,18.8
340384,,100.0,,0.0,,33.3,23.1
340385,,,,0.0,,0.0,0.0
340390,,100.0,,20.0,,0.0,18.2
340392,,,,50.0,,50.0,50.0
340400,,100.0,,16.7,,16.7,23.1
340403,,,,0.0,,0.0,0.0
340406,,,,25.0,,50.0,37.5
340416,,100.0,,0.0,,14.3,13.3
340420,,0.0,,57.1,,85.7,66.7
340424,,100.0,,0.0,,0.0,14.3
340426,,100.0,,28.6,,14.3,26.7
340428,,100.0,,42.9,,14.3,33.3
340430,,100.0,,20.0,,40.0,36.4
340432,,,,50.0,,25.0,37.5
340436,,,,20.0,,20.0,20.0
340440,,,,57.1,,71.4,64.3
340442,,,,87.5,,62.5,75.0
340446,100.0,,,,,,100.0
340447,,0.0,,20.0,,40.0,27.3
340448,,100.0,,100.0,,50.0,76.9
340452,,0.0,,66.7,,66.7,61.5
340453,,,,0.0,,16.7,8.3
340454,83.3,100.0,33.3,,33.3,,52.6
340457,,100.0,,14.3,,57.1,40.0
340460,0.0,100.0,0.0,,60.0,,25.0
340462,,100.0,,0.0,,0.0,9.1
340464,,100.0,,37.5,,50.0,47.1
340472,,100.0,,16.7,,0.0,15.4
340476,,100.0,,0.0,,20.0,18.2
340480,,,,50.0,0.0,50.0,46.2
340486,0.0,100.0,50.0,,0.0,,22.2
340488,100.0,100.0,0.0,75.0,0.0,50.0,58.3
340490,,100.0,,0.0,,25.0,22.2
340492,,100.0,,16.7,,33.3,30.8
340494,,,,50.0,,0.0,25.0
340495,60.0,,20.0,,0.0,,26.7
340496,0.0,100.0,40.0,,16.7,,23.5
340504,,100.0,,28.6,,57.1,46.7
340508,,100.0,,16.7,,16.7,23.1
340512,,,,25.0,,75.0,50.0
340514,,100.0,,0.0,,0.0,6.7
340516,,0.0,,25.0,,100.0,58.8
340520,,100.0,,100.0,,71.4,86.7
340528,,,,16.7,,0.0,8.3
340530,,0.0,,80.0,,20.0,45.5
340532,,100.0,,66.7,,33.3,53.8
340536,,,,25.0,,50.0,37.5
340540,,100.0,,0.0,,0.0,7.7
340542,0.0,,0.0,,0.0,,0.0
340544,,,,50.0,,16.7,33.3
340548,,0.0,,28.6,,14.3,20.0
340556,0.0,100.0,80.0,,0.0,,31.3
340560,,,,40.0,,20.0,30.0
340564,,100.0,,50.0,,62.5,58.8
340568,0.0,,0.0,75.0,0.0,0.0,21.4
34B000,,,,0.0,,20.0,10.0
34D000,,100.0,,100.0,,20.0,63.6
34F000,,100.0,,57.1,,71.4,66.7
34G000,,,,20.0,,0.0,10.0
34H000,,,,0.0,100.0,100.0,60.0
350304,,100.0,,0.0,,0.0,7.7
350308,100.0,,60.0,,20.0,,60.0
350310,,,,83.3,,83.3,83.3
350312,,,,0.0,,33.3,16.7
350316,,,,20.0,,20.0,20.0
350317,,,100.0,,0.0,,50.0
350318,,,,20.0,,20.0,20.0
350321,80.0,,50.0,,25.0,,53.8
350324,,,,0.0,,100.0,50.0
350330,,,,100.0,,50.0,75.0
350331,,,,80.0,,20.0,50.0
350332,,100.0,,50.0,,50.0,53.8
350336,50.0,,75.0,,75.0,,66.7
350338,,,,33.3,,16.7,25.0
350339,,,,100.0,,20.0,60.0
350340,,,,80.0,,0.0,40.0
35A000,,,,0.0,,50.0,25.0
360310,20.0,100.0,33.3,,33.3,,33.3
360320,,,,100.0,,20.0,60.0
360324,,,,71.4,,57.1,64.3
360332,,,,33.3,,50.0,41.7
360336,25.0,,66.7,,0.0,,27.3
360337,,,0.0,,50.0,,25.0
360339,,,,33.3,,100.0,66.7
360340,,,,16.7,,16.7,16.7
360344,,100.0,,100.0,,83.3,92.3
360348,,100.0,,100.0,,100.0,100.0
360352,,,,0.0,,25.0,12.5
360360,33.3,,66.7,,0.0,,33.3
360364,,,,66.7,,0.0,33.3
360372,,,,100.0,,0.0,50.0
360376,,,,75.0,,50.0,62.5
360378,0.0,,100.0,,40.0,,50.0
360380,,,,83.3,,66.7,75.0
360390,50.0,,66.7,,33.3,,50.0
360392,,100.0,,100.0,,28.6,66.7
360394,,,,50.0,,0.0,25.0
360396,0.0,,0.0,,20.0,,7.1
360400,,100.0,,28.6,,42.9,40.0
360408,,,,71.4,,100.0,85.7
360418,0.0,,0.0,,100.0,,28.6
360426,,,,100.0,,100.0,100.0
360428,0.0,100.0,0.0,,100.0,,33.3
360431,,,,80.0,,20.0,50.0
360432,,,,0.0,,0.0,0.0
360436,,,,100.0,,16.7,58.3
360438,,100.0,,16.7,,50.0,38.5
360440,,,,0.0,,0.0,0.0
360448,,,,0.0,,0.0,0.0
360456,,,,28.6,,14.3,21.4
360464,,,,25.0,,75.0,50.0
360468,,100.0,,60.0,,60.0,63.6
360470,0.0,,80.0,,0.0,,28.6
360478,,,,60.0,,40.0,50.0
360480,,100.0,,100.0,,83.3,92.3
360482,,,,0.0,,20.0,10.0
360488,,,,0.0,,33.3,16.7
360490,,100.0,,0.0,,16.7,15.4
360492,,100.0,,16.7,,16.7,23.1
360494,0.0,,0.0,,0.0,,0.0
360498,,100.0,,87.5,,62.5,76.5
360500,,,,40.0,,40.0,40.0
360504,,,,0.0,,33.3,16.7
360510,,,,66.7,,100.0,83.3
360514,,,,100.0,,16.7,58.3
360520,,,,0.0,,16.7,8.3
360526,,,,100.0,,100.0,100.0
36B000,100.0,,50.0,66.7,50.0,50.0,61.1
36C000,100.0,,100.0,0.0,0.0,20.0,31.3
370304,,,,0.0,,25.0,12.5
370308,,,,80.0,,0.0,40.0
370312,75.0,,75.0,,75.0,,75.0
370316,,,,0.0,,25.0,12.5
370324,,,,25.0,,25.0,25.0
380306,,,,0.0,,0.0,0.0
380308,0.0,,100.0,,0.0,,33.3
380310,,,,0.0,,0.0,0.0
390309,,100.0,,85.7,,85.7,86.7
390311,,100.0,,33.3,,33.3,38.5
390312,,,,100.0,,60.0,80.0
390316,,100.0,,83.3,,16.7,53.8
390320,,,,100.0,,66.7,83.3
390322,0.0,100.0,75.0,,50.0,,46.2
390323,100.0,,100.0,,0.0,,66.7
390324,25.0,,50.0,,0.0,,27.3
390331,,,,0.0,,40.0,20.0
390333,,,,40.0,,80.0,60.0
390334,,,,50.0,,50.0,50.0
390336,,,,100.0,,100.0,100.0
390360,,,,40.0,,40.0,40.0
390362,,,,25.0,,0.0,12.5
390364,,100.0,,20.0,,20.0,27.3
390368,,,,66.7,,0.0,33.3
390700,0.0,,100.0,,0.0,,33.3
39A000,,,,80.0,,60.0,70.0
39B000,,,50.0,0.0,0.0,100.0,37.5
400308,60.0,100.0,0.0,,0.0,,25.0
400312,,0.0,,85.7,,42.9,60.0
400315,,,100.0,,100.0,,100.0
400318,,100.0,,57.1,,85.7,73.3
400321,,0.0,,,,,0.0
400332,,100.0,,83.3,,83.3,84.6
410304,,,,40.0,,40.0,40.0
410307,,100.0,,0.0,,20.0,18.2
410310,,100.0,,14.3,,14.3,20.0
410311,,,,16.7,,66.7,41.7
410313,,100.0,,44.4,,66.7,57.9
410316,,100.0,,14.3,,100.0,60.0
410319,0.0,100.0,0.0,,0.0,,10.0
410322,,100.0,,16.7,,16.7,23.1
410325,,,,12.5,,12.5,12.5
410328,,100.0,,33.3,,16.7,30.8
410331,,,,0.0,,0.0,0.0
410334,,100.0,,0.0,,80.0,45.5
410337,,,,100.0,,100.0,100.0
410340,,,,0.0,,0.0,0.0
410341,,,,100.0,,100.0,100.0
410343,,,,20.0,,0.0,10.0
410346,,,,100.0,,100.0,100.0
410349,,100.0,,25.0,,0.0,22.2
410355,0.0,100.0,50.0,,0.0,,23.1
410358,16.7,100.0,40.0,,83.3,,50.0
410361,,,,100.0,,33.3,66.7
410364,,0.0,,16.7,,16.7,15.4
410366,,100.0,,33.3,,0.0,23.1
410367,,100.0,,12.5,,25.0,23.5
410370,,,,16.7,,16.7,16.7
410373,,0.0,,83.3,,83.3,76.9
410376,,0.0,,100.0,,100.0,88.9
410382,,,,60.0,,0.0,30.0
410385,,,,0.0,,100.0,50.0
410388,,,,80.0,,0.0,40.0
410390,100.0,,,,,,100.0
410391,100.0,,0.0,66.7,,50.0,57.1
410394,40.0,100.0,40.0,,20.0,,37.5
410395,100.0,,100.0,,100.0,,100.0
410397,,100.0,,12.5,,25.0,23.5
410399,,,0.0,,,,0.0
410400,,100.0,,60.0,,20.0,45.5
410401,100.0,,100.0,,0.0,,66.7
410402,,100.0,,33.3,,16.7,30.8
410403,,100.0,,0.0,,0.0,14.3
410406,25.0,100.0,42.9,,100.0,,58.3
410407,100.0,,100.0,,100.0,,100.0
410408,,,,,100.0,,100.0
410409,,100.0,,33.3,,16.7,30.8
410412,,0.0,,28.6,,57.1,40.0
410415,,100.0,,33.3,,100.0,69.2
410418,,,,100.0,,50.0,75.0
410421,,,,22.2,,44.4,33.3
410423,,100.0,,0.0,,0.0,7.7
410424,,,,50.0,,25.0,37.5
410427,,100.0,,66.7,,0.0,38.5
410430,,,,100.0,,20.0,60.0
410436,,,,0.0,,40.0,20.0
410437,,,,25.0,,50.0,37.5
410439,,,,0.0,,0.0,0.0
410442,,,,71.4,,85.7,78.6
410448,,,,12.5,,25.0,18.8
410451,,,,0.0,,50.0,25.0
410454,,,,100.0,,25.0,62.5
410457,,,,0.0,,0.0,0.0
410460,,0.0,,22.2,,66.7,42.1
410461,,,,100.0,,75.0,87.5
410462,,100.0,,80.0,,60.0,72.7
410463,,100.0,,25.0,,50.0,41.2
410466,,100.0,,0.0,,40.0,27.3
410469,,100.0,,0.0,,40.0,27.3
410472,,100.0,,28.6,,85.7,60.0
410478,,100.0,,0.0,,0.0,11.1
410481,,,,100.0,,66.7,83.3
410483,,,,,100.0,,100.0
410484,20.0,100.0,20.0,,0.0,,18.8
410486,,,,25.0,,0.0,12.5
410487,,,,25.0,,62.5,43.8
410488,,,,0.0,,14.3,7.1
410489,0.0,,25.0,,25.0,,16.7
410490,0.0,,75.0,,25.0,,33.3
410491,,,,20.0,,0.0,10.0
410493,,,,57.1,,42.9,50.0
410496,,100.0,,0.0,,83.3,46.2
410499,,100.0,,66.7,,66.7,69.2
410502,,,,20.0,,20.0,20.0
410505,,100.0,,0.0,,16.7,15.4
410508,0.0,100.0,66.7,,16.7,,31.6
410511,,100.0,,0.0,,0.0,14.3
410514,,100.0,,40.0,,100.0,72.7
410517,,,,0.0,,33.3,16.7
410522,,100.0,,0.0,,0.0,6.7
410523,,,,0.0,,25.0,12.5
410529,0.0,100.0,85.7,,57.1,,52.4
410530,,100.0,,0.0,,0.0,9.1
410532,,100.0,,42.9,,28.6,40.0
410535,,,,80.0,,60.0,70.0
410538,,100.0,,0.0,,33.3,23.1
410541,,100.0,,25.0,,25.0,33.3
410542,,100.0,,83.3,,83.3,84.6
410544,20.0,100.0,40.0,,50.0,,41.2
410545,100.0,,0.0,,0.0,,40.0
410547,0.0,,80.0,,0.0,,26.7
410550,,,,57.1,,71.4,64.3
410553,,100.0,,75.0,,25.0,55.6
410556,100.0,100.0,33.3,,16.7,,50.0
410559,,0.0,,57.1,,28.6,40.0
410562,57.1,100.0,71.4,,42.9,,59.1
410565,,100.0,,11.1,,55.6,36.8
410568,,,,25.0,,0.0,12.5
410569,100.0,,0.0,,100.0,,66.7
410571,,,,33.3,,0.0,16.7
410574,,,,0.0,,50.0,25.0
410577,,100.0,,33.3,,83.3,61.5
410578,,,,100.0,,0.0,50.0
410579,100.0,,0.0,,0.0,,33.3
410580,,100.0,,14.3,,57.1,40.0
410583,,,,0.0,,0.0,0.0
410586,,,,0.0,,100.0,50.0
410589,100.0,,50.0,,50.0,,66.7
410592,,,,20.0,,40.0,30.0
410595,33.3,100.0,83.3,,50.0,,57.9
