agency_code,pct_gce_all_RTA,pct_gce_prm_RTA,pct_gce_rpf_RTA,pct_gce_swd_RTA,pct_passed_eog_RTA,pct_passed_laa_RTA,pct_passed_rta_RTA,pct_promoted_RTA,pct_retained_RTA
760316,,,,,58.5,,,75.6,24.4
760320,,,,,51.7,20.7,,81.0,19.0
760324,,,,,61.1,,,77.8,22.2
760328,,,,,59.1,,,77.3,22.7
760329,,,,,82.0,,,95.0,
760330,,,,,70.5,,,93.4,
760331,,,,,50.6,25.9,,89.4,
760332,,,,,41.2,33.8,,85.3,14.7
760336,,,,,48.6,24.3,,85.1,14.9
760340,15.7,,,15.7,57.1,14.3,,92.9,
760344,,,,,50.7,,,68.7,31.3
760356,,,,,46.5,21.1,,76.1,23.9
760359,,,,,43.0,34.6,,89.7,10.3
760364,18.0,,,18.0,50.8,,,83.6,16.4
760368,,,,,62.5,,,91.1,
760376,,,,,56.8,,,86.5,13.5
760LEA,7.6,,,7.5,55.3,15.9,5.0,84.2,15.8
761312,,,,,48.1,31.2,,81.8,18.2
761320,20.3,,,20.3,39.1,14.5,,95.0,
761321,,,,,35.7,41.1,,87.5,
761328,,,,,67.4,11.6,,89.5,10.5
761332,,,,,54.2,37.3,,95.0,
761LEA,7.9,,,7.9,50.6,25.3,,89.9,10.1
770310,10.8,,,9.8,36.3,35.3,,85.3,14.7
770318,11.4,,,,58.0,15.9,,89.8,
770340,15.9,,,,46.6,15.9,,83.0,17.0
770344,21.7,,,,58.0,,,94.2,
770346,17.9,,,15.4,33.3,,,67.9,32.1
770368,,,,,44.1,,,79.4,20.6
770370,,,,,47.0,30.0,,82.0,18.0
770LEA,12.6,,5.0,8.4,45.9,18.2,5.0,83.1,16.9
780320,,,,,43.4,,,71.7,28.3
780322,16.0,,8.3,,60.9,10.9,,88.5,11.5
780328,30.8,,,21.2,46.2,,,82.7,
780329,,,,,25.0,21.2,,50.0,50.0
780340,18.8,,,15.3,40.0,,,70.6,29.4
780344,,,,,39.4,,,53.0,47.0
780356,,,,,,20.8,,56.3,43.8
780360,23.9,,,,37.3,,,74.6,25.4
780364,10.2,,,8.7,40.9,18.9,,72.4,27.6
780374,15.0,,,,41.1,,,67.3,32.7
780376,,,,,51.4,,,64.9,35.1
780384,12.0,,,11.1,40.2,23.9,,76.1,23.9
780390,,,,,,,,50.0,50.0
780392,14.5,,,,14.5,22.9,,55.4,44.6
780394,23.2,,,12.6,25.3,,,60.0,40.0
780398,,,,,43.5,26.9,,77.8,22.2
780400,6.4,,,,33.3,39.7,,79.5,20.5
780407,10.9,,,,68.3,,,89.1,10.9
780408,,,,,26.8,,,43.9,56.1
780412,17.2,,15.1,,39.8,,,67.7,32.3
780416,,,,,36.2,36.2,,81.2,18.8
780417,,,,,,,,55.3,44.7
780418,,,,,55.0,,,80.0,
780LEA,13.0,5.0,5.0,7.5,39.4,15.8,5.0,70.9,29.1
78B000,,,,,76.0,,,95.0,
790302,,,,,70.3,18.9,,94.6,
790310,,,,,53.2,25.8,,82.3,17.7
790318,,,,,50.8,,,77.0,23.0
790322,,,,,52.4,,,78.6,
790327,,,,,41.9,31.1,,83.8,16.2
790334,,,,,51.4,,,83.8,
790344,,,,,48.6,,,69.4,30.6
790347,,,,,34.8,26.1,,78.3,21.7
790350,,,,,51.9,,,69.6,30.4
790358,14.3,,,14.3,33.8,,,61.0,39.0
790362,,,,,59.3,27.8,,92.6,
790386,,,,,38.6,29.5,,79.5,
790390,,,,,45.2,,,72.6,27.4
790398,,,,,52.0,33.7,,91.8,
790402,12.8,,,11.6,39.5,34.9,,87.2,12.8
790LEA,8.8,,,8.0,48.3,21.0,5.0,80.3,19.7
800312,,,,,67.3,,,86.5,
800315,,,,,36.7,,,48.1,51.9
800316,,,,,44.4,10.1,,57.6,42.4
800324,,,,,60.3,,,79.4,20.6
800346,,,,,25.6,,,31.1,68.9
800347,,,,,55.6,,,74.1,25.9
800348,,,,,48.2,,,78.6,21.4
800352,,,,,59.0,,,74.4,25.6
800356,,,,,59.5,23.8,,84.5,15.5
800358,,,,,37.3,,,51.8,48.2
800359,,,,,34.4,12.2,,54.4,45.6
800360,,,,,30.4,,,50.0,50.0
800362,,,,,31.4,,,48.0,52.0
800364,,,,,47.4,,,69.2,30.8
800366,,,,,61.9,,,74.2,25.8
800368,,,,,66.7,,,90.0,
800372,,,,,60.0,,,82.5,
800373,,,,,31.9,,,41.7,58.3
800392,,,,,59.8,,,82.9,17.1
800412,,,,,55.6,22.2,,88.9,
800LEA,5.0,,,5.0,47.1,8.5,5.0,65.1,34.9
810328,35.6,,28.9,,55.6,,,95.0,
810336,32.0,,14.7,17.3,50.7,,,95.0,
810344,21.2,,11.8,,75.3,,,95.0,
810350,23.0,,19.7,,65.6,,,95.0,
810360,17.5,,,17.5,68.8,12.5,,95.0,
810364,,,,,50.0,,,95.0,
810370,30.4,,,,60.9,,,95.0,
810388,26.6,,21.9,,59.4,,,95.0,
810396,42.5,,30.0,12.5,33.8,,,95.0,
810400,,,,,61.5,,,95.0,
810LEA,28.4,,17.3,11.1,58.4,5.0,,95.0,5.0
81A000,,,,,95.0,,,95.0,
81B000,,,,,74.4,,,92.3,
820312,,,,,58.8,,,85.3,14.7
820320,,,,,87.3,,,95.0,
820340,23.8,,,,55.6,,,88.9,
820346,40.2,,34.1,,58.5,,,95.0,
820350,32.4,,32.4,,63.2,,,95.0,
820364,,,,,60.7,,,88.5,
820376,26.0,,,,49.4,,,85.7,14.3
820384,25.0,,19.5,,57.0,,,88.3,11.7
820LEA,22.3,,15.8,5.0,60.1,5.0,5.0,91.2,8.8
821304,5.3,,,5.0,50.6,6.1,5.7,78.8,21.2
821LEA,5.3,,,5.0,50.6,6.1,5.7,78.8,21.2
830312,42.0,,26.0,,44.0,,,88.0,
830320,,,,,,46.7,,80.0,
830328,15.4,,,13.2,63.7,17.6,,95.0,
830336,25.0,,,,,,,65.9,34.1
830356,17.1,,,17.1,45.7,,,81.4,18.6
830360,22.4,,,17.9,52.2,,,82.1,17.9
830364,10.4,,,10.4,31.3,9.6,,55.7,44.3
830LEA,18.7,,5.0,14.1,41.1,12.2,5.0,77.4,22.6
840304,30.6,,28.6,,53.1,,,95.0,
840308,21.0,,20.0,,62.0,,,91.0,
840310,,,,,36.8,,,58.5,41.5
840312,,,,,50.0,,,86.4,
840316,29.6,,18.5,,22.2,,,68.5,31.5
840320,14.1,,,,70.5,,,89.7,
840324,54.3,,42.9,,31.4,,,94.3,
840336,,,,,61.4,,,84.2,
840342,28.3,,28.3,,63.0,,,93.5,
840344,24.1,,22.4,,63.8,,,94.8,
840360,18.2,,,,70.9,,,94.5,
840LEA,19.2,,15.2,5.0,53.8,6.5,5.0,84.5,15.5
850312,,,,,50.0,,,89.3,
850314,,,,,60.4,,,93.8,
850316,16.7,,,,81.7,,,95.0,
850320,,,,,53.8,,,95.0,
850328,,,,,69.7,,,87.9,
850336,30.3,,,,48.5,,,87.9,
850340,,,,,77.3,,,95.0,
850342,15.9,,,,53.6,24.6,,94.2,
850348,,,,,48.3,,,86.2,
850354,37.5,,,,53.1,,,95.0,
850356,35.7,,,,60.7,,,95.0,
850LEA,18.9,,7.8,10.5,60.5,10.3,5.0,93.9,6.1
860302,,,,,52.5,30.5,,91.5,
860308,,,,,60.0,,,90.0,
860312,,,,,60.0,31.7,,95.0,
860320,,,,,53.8,28.2,,95.0,
860324,,,,,57.3,22.5,,95.0,
860332,,,,,64.5,,,95.0,
860339,,,,,55.6,26.4,,94.4,
860344,,,,,64.7,,,90.2,
860348,,,,,71.1,,,95.0,
860356,,,,,59.5,,,89.2,
860360,,,,,71.0,16.1,,95.0,
860LEA,7.6,,,6.6,60.5,20.5,,95.0,5.0
861304,10.9,,,,67.4,,,90.2,
861LEA,10.9,,,,67.4,,,90.2,
862310,12.5,,,,44.2,19.2,,86.7,13.3
862LEA,12.5,,,,44.2,19.2,,86.7,13.3
86T000,,,,,68.7,,,79.5,20.5
870320,20.0,,,16.0,44.0,,,80.0,20.0
870324,,,,,53.2,,,77.4,22.6
870LEA,16.1,,,11.7,48.2,,,78.8,21.2
87A000,,,,,71.4,,,76.2,
880304,12.5,,,9.8,62.5,8.9,,92.0,
880318,15.6,,,,60.0,13.3,,92.2,
880324,,,,,70.0,,,95.0,
880336,,,,,70.6,,,88.2,
880LEA,14.0,,5.7,8.2,63.8,7.9,,93.2,6.8
88A000,,,,,68.3,,,85.4,
890308,,,,,49.0,22.4,,89.8,
890LEA,,,,,49.0,22.4,,89.8,
900302,,,,,84.8,,,93.8,
900303,,,,,91.5,,,95.0,
900304,14.2,,,14.2,33.0,12.3,,65.1,34.9
900305,8.0,,,,87.0,,,95.0,
900306,,,,,33.6,,,51.4,48.6
900307,9.4,,,7.9,64.0,15.8,,90.6,9.4
900312,,,,,67.1,13.9,,89.9,
900318,,,,,72.2,,,93.7,
900320,,,,,64.2,21.1,,90.5,
900328,,,,,87.1,,,95.0,
900332,,,,,51.8,14.5,,72.3,27.7
900334,,,,,88.0,,,95.0,
900340,,,,,70.0,,,87.5,
900341,20.0,,,,66.3,,,95.0,
900347,,,,,82.4,,,93.3,
900351,,,,,41.8,45.1,,90.1,
900352,,,,,55.3,31.6,,92.1,
900353,,,,,78.7,,,95.0,
900354,,,,,61.3,13.8,,87.5,12.5
900356,11.8,,,,68.2,12.9,,92.9,
900358,,,,,71.8,,,91.8,
900363,11.0,,,,67.0,,,91.7,
900364,,,,,52.4,17.5,,79.4,20.6
900368,11.1,,8.7,,77.8,,,91.3,8.7
900370,10.4,,,8.1,25.2,23.0,,67.4,32.6
900372,23.5,,14.3,9.2,73.1,,,95.0,
900376,9.0,,6.9,,90.3,,,95.0,
900380,,,,,79.7,15.9,,95.0,
900384,,,,,70.7,,,85.3,14.7
900388,,,,,40.2,,11.3,70.1,29.9
900LEA,7.6,,5.0,5.0,67.7,9.6,5.0,88.5,11.5
90A000,17.0,,8.9,,78.6,,,95.0,
90B000,20.3,,20.3,,63.8,,,89.9,
90C000,,,,,67.8,,,79.3,20.7
910304,,,,,55.3,17.1,,82.9,17.1
910308,,,,,41.7,,,58.3,41.7
910311,,,,,58.6,,,74.1,25.9
910314,,,,,42.0,,,64.3,35.7
910340,,,,,35.5,51.6,,90.3,
910346,,,,,33.3,,,58.3,41.7
910356,,,,,62.3,,,83.0,
910360,,,,,35.6,23.7,,67.8,32.2
910376,,,,,52.2,,,82.6,
910380,,,,,39.4,29.6,,71.8,28.2
910LEA,5.0,,,5.0,46.2,15.7,5.0,72.8,27.2
91A000,18.3,,,,71.7,,,95.0,
920302,10.8,,,,45.9,,,72.1,27.9
920303,11.3,,,9.9,59.9,15.5,,88.7,11.3
920304,,,,,59.8,,,72.9,27.1
920306,,,,,68.3,14.3,,90.7,9.3
920307,,,,,77.1,,,93.6,6.4
920308,,,,,76.9,,,91.7,
920320,,,,,45.9,14.3,,73.5,26.5
920325,,,,,62.4,16.2,,89.7,10.3
920326,,,,,59.6,,,89.5,
920327,,,,,68.8,,,80.2,19.8
920328,,,,,76.5,13.9,,95.0,
920329,,,,,37.8,23.6,,68.5,31.5
920332,,,,,48.8,20.8,,79.2,20.8
920334,6.8,,,,65.3,16.3,,90.5,9.5
920336,21.9,,,17.2,40.6,,,76.6,23.4
920340,,,,,67.4,10.5,,92.6,
920342,7.4,,,,57.4,21.6,,87.2,12.8
920344,,,,,73.3,,,92.1,
920352,,,,,26.2,33.3,,63.1,36.9
920358,,,,,79.7,,,91.1,8.9
920362,,,,,42.7,33.3,,88.0,
920364,,,,,68.6,,,86.3,13.7
920369,5.9,,,,80.7,10.2,,95.0,
920376,8.3,,,,66.0,9.0,,87.2,12.8
920380,,,,,58.1,,,75.2,24.8
920384,,,,,38.8,32.2,,83.5,16.5
920390,,,,,89.9,,,95.0,
920393,8.8,,,,57.6,17.6,,84.8,15.2
920396,,,,,65.2,,,85.7,14.3
920398,,,,,62.8,,,74.5,25.5
920403,,,,,35.4,,9.7,61.9,38.1
920413,,,,,56.0,,,57.8,42.2
920414,,,,,67.9,,,83.9,16.1
920415,,,,,49.4,20.2,,78.7,21.3
920416,,,,,61.2,,,76.5,23.5
920417,,,,,57.1,10.1,,76.5,23.5
920420,,,,,55.2,17.5,,79.7,20.3
920439,,,,,84.1,,,93.9,
920440,14.0,,,,36.0,23.0,,75.0,25.0
920442,,,,,68.4,,,72.4,27.6
920443,,,,,81.3,10.8,,95.0,
920446,22.9,,,18.6,32.9,,,61.4,38.6
920447,,,,,79.9,7.9,,92.8,7.2
920448,10.4,,,10.4,69.6,11.3,,93.0,
920449,,,,,81.0,7.7,,90.8,9.2
920451,10.4,,,9.1,64.6,19.5,,95.0,
920452,,,,,78.2,9.9,,95.0,
920453,,,,,85.4,,,94.6,
920454,,,,,81.7,7.0,,94.4,
920456,,,,,66.7,,,80.7,19.3
920457,5.2,,,5.2,86.6,5.2,,95.0,
920459,,,,,83.2,10.7,,95.0,
920460,,,,,66.7,,,87.0,
920464,13.0,,,13.0,43.5,21.7,,85.9,14.1
920467,,,,,76.2,10.2,,92.5,7.5
920468,,,,,79.8,,,95.0,
920469,,,,,82.1,,,88.4,11.6
920470,,,,,58.8,16.3,,87.5,12.5
920474,9.2,,,8.3,60.8,10.0,,81.7,18.3
920476,,,,,42.7,28.0,,79.3,20.7
920480,,,,,46.6,25.0,,84.1,15.9
920488,,,,,46.7,34.7,,85.3,14.7
920494,8.8,,,8.1,68.9,10.8,,89.9,10.1
920496,,,,,39.2,30.9,,76.3,23.7
920501,,,,,84.5,7.1,,92.9,7.1
920504,,,,,84.2,,,91.4,8.6
920514,,,,,70.1,9.7,,89.6,10.4
920516,,,,,61.8,,,80.9,19.1
920520,,,,,67.6,,,88.7,
920521,,,,,74.6,9.7,,88.1,11.9
920522,,,,,73.5,9.4,,86.3,13.7
920523,,,,,84.7,,,92.9,7.1
920524,,,,,70.8,15.4,,87.7,
920525,,,,,63.4,,,70.7,29.3
920530,,,,,76.8,12.5,,95.0,
920531,,,,,75.7,14.0,,93.5,
920532,,,,,37.5,,,65.6,34.4
920533,,,,,63.7,,,81.3,18.7
920536,,,,,47.3,,,69.1,30.9
920540,,,,,69.2,17.6,,87.9,12.1
920542,31.5,,,,58.7,,,91.3,
920543,,,,,67.9,,,85.2,14.8
920544,,,,,70.0,20.9,,94.5,
920547,11.5,,,10.1,35.1,16.2,,68.2,31.8
920548,,,,,78.5,,,87.3,12.7
920550,12.8,,,,65.1,,,87.2,12.8
920554,,,,,73.1,8.4,,87.4,12.6
920557,,,,,77.4,13.5,,95.0,
920560,,,,,39.8,,,39.8,60.2
920564,,,,,61.7,,,89.4,
920568,,,,,75.0,,,84.4,15.6
920569,,,,,90.0,,,95.0,
920570,10.1,,,9.2,62.4,11.0,,83.5,16.5
920571,,,,,76.0,,,87.2,12.8
920572,,,,,78.4,,,88.6,11.4
920576,,,,,64.0,13.5,,79.8,20.2
920580,,,,,56.8,21.1,,88.4,11.6
920584,,,,,61.8,26.3,,92.1,
920593,,,,,56.3,25.0,,84.4,15.6
920596,10.7,,,10.7,69.9,,,91.3,
920597,,,,,53.2,14.9,,76.6,23.4
920598,,,,,70.9,12.8,,91.5,8.5
920599,12.4,,,,27.0,29.2,,74.2,25.8
920600,,,,,47.1,21.8,,83.9,16.1
920606,,,,,69.3,9.8,,88.3,11.7
920614,,,,,85.9,,,87.0,13.0
920616,8.8,,,,47.2,13.6,8.0,77.6,22.4
920618,12.0,,,10.5,47.4,18.8,,81.2,18.8
920620,13.6,,,12.3,61.7,,,84.0,16.0
920624,6.3,,,5.7,76.0,11.4,,94.9,
920626,,,,,48.8,24.8,,81.8,18.2
920628,,,,,53.4,,,79.3,20.7
920632,,,,,37.3,26.3,,72.9,27.1
920LEA,5.9,,,5.0,65.1,11.5,5.0,85.7,14.3
92B000,,,,,86.7,,,95.0,
92D000,,,,,92.6,,,95.0,
92E000,,,,,89.0,,,95.0,
92F000,12.3,,12.3,,83.6,,,95.0,
92G000,,,,,66.0,29.8,,95.0,
92L000,,,,,36.8,,19.1,55.9,44.1
92M000,,,,,47.0,19.7,,83.3,16.7
92N000,,,,,95.0,,,95.0,
92Q000,,,,,,,,50.0,50.0
92R000,,,,,71.9,20.2,,93.3,
92S000,,,,,89.5,,,95.0,
92T000,,,,,84.0,,,95.0,
92V000,,,,,69.3,25.0,,95.0,
92W000,,,,,79.4,,,94.1,
92Y000,,,,,85.0,,,95.0,
930330,33.9,,,17.9,39.3,,,85.7,
930340,31.7,,,16.7,35.0,,,85.0,
930344,,,,,46.7,,,80.0,
930348,,,,,65.8,,,89.5,
930LEA,23.9,,10.3,12.5,44.6,7.6,,85.3,14.7
93J000,,,,,41.7,,,50.0,50.0
93M000,,,,,64.3,,,71.4,28.6
93N000,,,,,83.6,,,89.6,
940306,,,,,,,,73.1,
940314,19.6,,9.8,,37.5,17.9,,76.8,23.2
940LEA,18.1,,8.0,7.2,37.0,18.8,,76.1,23.9
950308,,,,,86.7,,,95.0,
950312,,,,,76.3,,,94.7,
950316,,,,,65.6,,,95.0,
950320,24.5,,,,65.3,,,91.8,
950322,16.5,,,8.7,73.9,,,93.9,
950324,,,,,,,,91.7,
950328,23.3,,,,70.0,,,95.0,
950332,,,,,68.8,,,85.4,
950LEA,16.8,,5.4,10.8,71.5,5.0,,94.3,5.7
95A000,,,,,80.0,,,95.0,
960314,7.7,,,7.1,29.0,40.0,,83.9,16.1
960316,,,,,34.6,37.4,,94.4,
960318,15.9,,,13.1,23.4,33.8,,83.4,16.6
960329,,,,,53.4,21.2,,87.3,12.7
960334,37.7,,18.9,18.9,52.8,,,92.5,
960336,,,,,52.4,39.3,,95.0,
960344,,,,,53.1,31.0,,95.0,
960370,,,,,59.2,32.7,,95.0,
960382,10.3,,,6.1,49.7,21.2,,88.5,11.5
960388,12.8,,,,60.6,12.8,,93.6,
960450,22.6,,,12.2,60.0,,,93.0,
960454,15.8,,,12.5,58.3,16.7,,95.0,
960LEA,11.9,,5.0,8.4,47.4,25.1,5.0,91.3,8.7
96C000,,,,,28.2,30.8,,79.5,
96F000,,,,,45.2,,13.7,78.1,21.9
970308,,,,,50.0,,,85.0,
970310,,,,,78.7,,,95.0,
970312,19.1,,,17.6,44.1,29.4,,95.0,
970337,16.7,,,10.6,53.0,14.4,,89.4,10.6
970340,,,,,51.5,,,90.9,
970344,32.4,,,,59.5,,,95.0,
970348,22.1,,,22.1,42.6,16.2,,91.2,
970352,13.9,,,,62.5,,,93.1,
970360,,,,,56.1,,,78.0,
970368,,,,,57.6,,,87.9,
970370,18.5,,,,64.8,,,95.0,
970376,,,,,,,,94.1,
970392,34.7,,27.8,,51.4,,,93.1,
970LEA,20.0,,9.8,9.8,55.2,11.0,5.0,92.2,7.8
97D000,,,,,,,,95.0,
980308,17.8,,,,30.1,23.3,,80.8,19.2
980320,13.6,,11.4,,60.2,,,85.2,14.8
980340,34.1,,29.3,,48.8,,,92.7,
980344,10.4,,,,42.5,39.6,,95.0,
980348,,,,,,,,87.5,
980352,18.1,,,,68.1,,,93.1,
980356,13.7,,,,30.1,16.4,,71.2,28.8
980357,22.8,,,,31.6,24.6,,86.0,
980360,,,,,70.0,13.3,,95.0,
980364,,,,,73.2,19.6,,95.0,
980388,,,,,45.7,30.4,,87.0,
980392,,,,,47.5,47.5,,95.0,
980396,,,,,38.7,30.7,,81.3,18.7
980400,,,,,38.2,29.1,,81.8,18.2
980LEA,11.9,5.0,5.0,5.0,49.3,22.6,,89.1,10.9
98A000,11.9,,,,50.7,9.0,,76.1,23.9
98B000,,,,,66.1,,,73.2,26.8
990304,,,,,58.3,,,91.7,
990308,,,,,71.4,,,95.0,
990312,27.3,,,,59.1,,,93.2,
990316,,,,,64.4,,,88.9,
990320,,,,,59.5,,,95.0,
990324,41.3,,37.0,,52.2,,,95.0,
990328,,,,,55.8,22.1,,86.0,14.0
990336,27.8,,17.7,,59.5,,,91.1,
990LEA,20.0,,11.8,7.0,58.7,12.5,,92.3,7.7
995304,,,,,65.2,,,95.0,
995312,18.9,,,,52.8,26.4,,95.0,
995320,,,,,47.8,,,91.3,
995328,,,,,73.3,,,95.0,
995336,,,,,62.5,,,87.5,
995LEA,10.7,,,10.1,59.7,23.5,,95.0,
NC-SEA,10.9,5.0,5.0,6.5,56.3,12.9,5.0,84.5,15.5
